Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
0,0,0,0,0,0,0,10000000000000,100000,100000,0,0,1000,0,0,0,10000000000,10000000000,10000000000,10000000000,0,0,100000000000,0,1000,1000,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,100000000000,0,1000,1000,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,100000000000,0,1000,1000,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000
1000,0,0,0,0,10000,60000,9999989002817,10098057,10098057,0,0,1000,0,0,0,9999000874,10000999126,10000999126,10000000000,0,0,99999900044,0,100956,100956,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,99999899810,0,101190,101190,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,99999900882,0,100118,100118,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000
2000,1314510,625348,10000000,60000000,10000,60000,9998963554470,94626662,106431333,10093,8685490,1000,5212,1861077,17350794,9223633832,10776366168,10907125668,9990066483,9933517,10077,100009426500,30128700,187372,7998600,388900,261023800,7909327,20457227,15482932,4569265,54744300,995430735,999998789,1211,1451555024,996966292,3033708,20643908,2452700,5440,5166420,999999996,4,999871924,128076,5160976,1000,1000,1000,1000,1000,1000,1000,100009392914,30009400,177806,8081026,326500,259930800,7225967,19720467,15431740,4513966,54491100,995486034,999999906,94,1451886640,996922500,3077500,20571500,2474600,0,5152220,999987540,12460,999880640,119360,5139760,1000,1000,1000,1000,1000,1000,1000,100009434363,30043300,136517,8342935,52800,260215400,6683696,19191746,15458478,4593550,54546000,995406450,999999910,90,1452120660,996901782,3098218,20607218,2479900,2,5161000,999987742,12258,999878460,121540,5148740,1000,1000,1000,1000,1000,1000,1000
3000,1897990,636924,20000000,120000000,10000,60000,9998095006730,91115383,106642384,766,18102010,1000,85,1953513,36202488,8611727413,11388272587,11729435487,9986461147,13538853,34635,100028547094,74163600,84329,13068226,58500,651252800,8281147,39713997,34235278,8296777,139039500,991703223,999998218,1782,1376797641,998369363,1630637,45647037,7551400,0,11411760,999999999,1,999886141,113859,11411759,1000,1000,1000,1000,1000,1000,1000,100028501319,74071500,101424,12750081,359100,650391800,8716269,40106819,34179358,8056518,138444300,991943482,999998899,1101,1378675681,998392323,1607677,45572477,7525900,6960,11400080,999999999,1,999897281,102719,11393119,1000,1000,1000,1000,1000,1000,1000,100028456923,74102800,149377,12804377,386400,650708000,8135775,39542175,34207500,8078198,138450300,991921802,999998198,1802,1378927600,998361100,1638900,45610000,7551700,0,11402500,1000000000,0,999887500,112500,11402500,1000,1000,1000,1000,1000,1000,1000
4000,2348070,618253,30000000,180000000,10000,60000,9997278681527,93289257,110132837,10347,27651930,1000,61764,1956114,55283166,8067287484,11932712516,12493135916,9985177326,14822674,64792,100047654130,118606000,53170,18609987,355700,1044795200,8081186,58555136,53253557,9320575,223564200,990679425,999998775,1225,1302922700,998846643,1153357,71000757,13442400,3,17759160,999988043,11957,999910900,89100,17747200,1000,1000,1000,1000,1000,1000,1000,100047708647,118626300,55496,18833612,67700,1045099000,10647067,61137467,53217657,9482049,223453800,990517951,999999230,770,1304150081,998899924,1100076,70956876,13478500,6521,17745740,1000000000,0,999906281,93719,17739219,1000,1000,1000,1000,1000,1000,1000,100047715365,118661500,53938,18609033,318900,1045339800,9126330,59627380,53239936,9439193,223412100,990560807,999999394,606,1304259401,998883365,1116635,70984535,13474800,6622,17757360,999993861,6139,999914801,85199,17744599,1000,1000,1000,1000,1000,1000,1000
5000,2726310,631517,40000000,240000000,10000,60000,9996521204687,88489536,105862327,1542,37273690,1000,43,1999095,74544296,7577587723,12422412277,13203760177,9984723525,15276475,97221,100066834015,163506200,111691,24941384,328300,1442520400,7109236,76828486,72493795,10450547,309129900,989549453,999986949,13051,1227971802,999006607,993393,96658393,19705800,1,24164600,999999999,1,999903102,96898,24164598,1000,1000,1000,1000,1000,1000,1000,100066959818,163394600,46022,24979681,88700,1441679600,12012796,81693446,72362659,10348884,308765100,989651116,999998864,1136,1229446780,999108221,891779,96481479,19738300,5561,24130580,999993801,6199,999914480,85520,24118820,1000,1000,1000,1000,1000,1000,1000,100066951023,163504600,62823,25064595,64000,1442621200,11120758,80846508,72438654,10301622,308797500,989698378,999986604,13396,1230104882,999087028,912972,96584872,19726500,6582,24152800,1000000000,0,999906882,93118,24146218,1000,1000,1000,1000,1000,1000,1000
6000,3059470,621086,50000000,300000000,10000,60000,9995803686839,90287507,107897405,9840,46940530,1000,55,1992618,93861380,7136440546,12863559454,13868435354,9984513542,15486458,130822,100086199430,208646800,131733,31490668,100000,1842353600,7897183,96963433,91809256,11335443,395185500,988664557,999998864,1136,1152639521,999148765,851235,122410035,26059400,2,30607700,999993081,6919,999913521,86479,30600779,1000,1000,1000,1000,1000,1000,1000,100086253579,208419700,33007,31324920,94200,1840428200,12775837,101750137,91669075,11102865,394579200,988897135,999999327,673,1154057062,999174287,825713,122223413,26079800,1,30560400,999993939,6061,999916762,83238,30554338,1000,1000,1000,1000,1000,1000,1000,100086226761,208496400,128099,31444278,41100,1841179200,11653639,100665289,91676259,11025147,394556400,988974853,999998767,1233,1154961020,999212561,787439,122232739,26104900,6541,30569840,999993181,6819,999916620,83380,30556480,1000,1000,1000,1000,1000,1000,1000
7000,3358160,629712,60000000,360000000,10000,60000,9995127963081,92375303,110236859,747,56641840,1000,5238,2017570,113282186,6738694684,13261305316,14490536416,9984320690,15679310,164676,100105678741,253871600,26905,37586378,303600,2242873600,8095453,116541103,111192995,11809047,481265700,988190953,999999929,71,1077297482,999205487,794513,148255213,32450300,1,37068560,999993659,6341,999918082,81918,37062218,1000,1000,1000,1000,1000,1000,1000,100105655896,253654000,27184,37744342,68000,2241101600,13119187,121481287,111047998,11836461,480830400,988163539,999993321,6679,1078288760,999234762,765238,148062038,32497600,2,37019920,999994122,5878,999915760,84240,37014040,1000,1000,1000,1000,1000,1000,1000,100105545843,253610000,109392,37851573,38200,2240728800,12998360,121342660,111034366,11497273,480423900,988502727,999998118,1882,1080031245,999231079,768921,148045821,32490300,4,37011460,999999999,1,999909945,90055,37011455,1000,1000,1000,1000,1000,1000,1000
8000,3636160,620912,70000000,420000000,10000,60000,9994490462951,93995350,111935613,10381,66363840,1000,552,2005945,132706918,6379787601,13620212399,15076038899,9984264835,15735165,199153,100125116148,299199200,25478,43942571,361800,2644408000,8996706,136872306,130610575,12367262,567760500,987632738,999998404,1596,1001018842,999257967,742033,174147433,38897800,1,43536860,999999999,1,999911142,88858,43536858,1000,1000,1000,1000,1000,1000,1000,100125028301,298923900,105299,44209314,55500,2642083000,14222699,141987399,130403475,12323119,567215400,987676881,999999319,681,1002117900,999318925,681075,173869075,38946900,6165,43478440,999993325,6675,999928900,71100,43465600,1000,1000,1000,1000,1000,1000,1000,100124978098,298934700,120008,43956339,365700,2642161400,12750581,140518831,130446113,12065223,566729700,987934777,999999325,675,1004278202,999284489,715511,173925911,38927900,3,43486520,999993281,6719,999918402,81598,43479798,1000,1000,1000,1000,1000,1000,1000
9000,3894960,633380,80000000,480000000,10000,60000,9993890353982,92437718,110415106,10487,76105040,1000,5114,2019082,152189106,6055880300,13944119700,15626732900,9984275338,15724662,233644,100144556424,344579600,33968,50440252,343700,3046336000,10867071,158190621,150057708,12723277,654240900,987276723,999998741,1259,925173564,999269256,730744,200076944,45368400,4,50019240,1000000000,0,999913264,86736,50019236,1000,1000,1000,1000,1000,1000,1000,100144456724,344283200,120076,50668416,69400,3043924800,14471482,161681382,149844000,12689049,653711100,987310951,999999349,651,926171500,999336500,663500,199792000,45427900,6240,49954240,1000000000,0,999915400,84600,49948000,1000,1000,1000,1000,1000,1000,1000,100144479031,344326700,106075,50704869,44300,3044279800,12262853,159489503,149869196,12692593,653421000,987307407,999998795,1205,927933702,999319806,680194,199825594,45434500,6500,49962900,999999998,2,999917002,82998,49956398,1000,1000,1000,1000,1000,1000,1000
10000,4135980,634999,90000000,540000000,10000,60000,9993320285375,91724283,109762363,9832,85864020,1000,46,2016404,171708376,5763523558,14236476442,16146462842,9984246756,15753244,268432,100163986382,390044900,103024,57185456,105500,3449034600,10652962,177462012,169529694,13080408,740979900,986919592,999998710,1290,848958902,999328308,671692,226039592,51823400,6342,56516240,1000000000,0,999916902,83098,56509898,1000,1000,1000,1000,1000,1000,1000,100164028984,389774100,32485,56802575,365200,3446802600,16436179,183139579,169346333,13092691,740368200,986907309,999998814,1186,849943823,999313490,686510,225795110,51930900,1,56448780,999999998,2,999918523,81477,56448777,1000,1000,1000,1000,1000,1000,1000,100163990025,389819500,102718,56908815,317800,3447209400,12040214,178763364,169354558,13014314,740058600,986985686,999986895,13105,851907881,999334623,665377,225806077,51932400,7000,56458520,999999999,1,999921681,78319,56451519,1000,1000,1000,1000,1000,1000,1000
11000,4365360,625810,100000000,600000000,10000,60000,9992775162485,93884433,111958410,10439,95634640,1000,62016,2020975,191248402,5499529118,14500470882,16637665882,9984250425,15749575,303427,100183531035,435551300,102645,63328845,427000,3852150600,10842141,197157641,188998320,13117417,827454600,986882583,999998177,1823,773929360,999352940,647060,251997760,58360000,6700,63006140,1000000000,0,999920860,79140,62999440,1000,1000,1000,1000,1000,1000,1000,100183574520,435349200,29026,63305920,345600,3850496800,16989835,203227235,188872256,13554518,827442900,986445482,999999300,700,772732882,999334926,665074,251829674,58435800,0,62957420,999999998,2,999916982,83018,62957418,1000,1000,1000,1000,1000,1000,1000,100183497408,435318400,102695,63324169,376400,3850172000,12706348,198927298,188855635,13211159,826666500,986788841,999999360,640,776256501,999362566,637434,251803234,58399600,3,62960440,999987162,12838,999928901,71099,62947599,1000,1000,1000,1000,1000,1000,1000
12000,4585210,629497,110000000,660000000,10000,60000,9992260312087,90916713,109122565,919,105414790,1000,471,2041110,210827742,5261027600,14738972400,17104183400,9984173610,15826390,338352,100203112534,481066900,26626,70069646,90400,4255267400,11538096,217358946,208503540,13340429,914166300,986659571,999992649,7351,698293120,999373980,626020,278004720,64837800,6220,69507400,1000000000,0,999924020,75980,69501180,1000,1000,1000,1000,1000,1000,1000,100203078082,480914200,103298,70124218,54400,4254113200,17488744,223256544,208355220,13815601,914444400,986184399,999998861,1139,696113460,999382940,617060,277806960,64967100,6520,69458260,1000000000,0,999926860,73140,69451740,1000,1000,1000,1000,1000,1000,1000,100203100972,480921700,15477,69711367,402400,4254040200,12992242,218754542,208415353,13603726,913634400,986396274,999999309,691,699613483,999384330,615670,277885070,64858100,6701,69482620,999993798,6202,999927383,72617,69469717,1000,1000,1000,1000,1000,1000,1000
13000,4794800,632879,120000000,720000000,10000,60000,9991763136505,92928001,111154528,10689,115205200,1000,63334,2032005,230389022,5045363606,14954636394,17545904194,9984179215,15820785,373737,100222711601,526703300,13379,76529659,99900,4659516200,13324461,238706311,228051560,13560679,1000951200,986439321,999999939,61,623009460,999408900,591100,304064800,71350400,0,76025080,999988160,11840,999926360,73640,76013240,1000,1000,1000,1000,1000,1000,1000,100222640446,526408000,23543,76227931,380600,4657076800,17084361,242350661,227869611,13644413,1000944900,986355587,999987076,12924,620762763,999371552,628448,303826148,71459500,3,75956540,1000000000,0,999918863,81137,75956537,1000,1000,1000,1000,1000,1000,1000,100222577332,526590700,112717,76686486,43200,4658562200,12910515,238246815,227990692,13871990,1000629300,986128010,999999473,527,623869383,999384691,615309,303985209,71384600,2,76001660,999992859,7141,999923583,76417,75994517,1000,1000,1000,1000,1000,1000,1000
14000,4993950,630368,130000000,780000000,10000,60000,9991290743114,90763132,109088884,914,125006050,1000,5694,2050980,250010272,4850575846,15149424154,17969687554,9984133920,15866080,408692,100242235378,572306800,22588,83087682,68000,5063432000,12958030,257884180,247595336,13864792,1087921200,986135208,999999214,786,546499222,999405486,594514,330127114,77865200,6800,82538580,999999998,2,999922722,77278,82531778,1000,1000,1000,1000,1000,1000,1000,100242164408,572112800,102458,82873151,341300,5061941600,17188968,262046218,247448635,14036485,1088059800,985963515,999998207,1793,544428622,999370887,629113,329931513,78013800,1,82482880,999999999,1,999915422,84578,82482878,1000,1000,1000,1000,1000,1000,1000,100242197659,572229500,21601,83105761,49700,5062742200,14540840,259433540,247567140,14204192,1087761300,985795808,999998312,1688,546699020,999395280,604720,330089520,77856500,6760,82529140,1000000000,0,999921720,78280,82522380,1000,1000,1000,1000,1000,1000,1000
15000,5185260,627959,140000000,840000000,10000,60000,9990831407435,94003393,112329170,10763,134814740,1000,58,2036123,269607954,4674714328,15325285672,18374048472,9984154097,15845903,443751,100261708632,617963300,101194,89360907,408700,5467790600,13666298,278157798,267181335,13933612,1174792200,986066388,999998754,1246,470481042,999396807,603193,356239393,84366500,1,89065220,999992839,7161,999922242,77758,89058058,1000,1000,1000,1000,1000,1000,1000,100261817924,617817000,101536,89619936,66900,5466796400,16718595,281166245,266983020,14177126,1175131800,985822874,999999846,154,468548020,999419600,580400,355975300,84578700,6440,89004900,999993820,6180,999929420,70580,88992280,1000,1000,1000,1000,1000,1000,1000,100261715569,617931400,110231,89362550,384700,5467531600,15568640,280047940,267147159,14421304,1174918200,985578696,999999804,196,469674500,999420941,579059,356191759,84373100,1,89057960,999986641,13359,999928200,71800,89044600,1000,1000,1000,1000,1000,1000,1000
16000,5370190,633535,150000000,900000000,10000,60000,9990394670388,91394261,109765950,10018,144629810,1000,44,2032305,289239584,4515771949,15484228051,18761381251,9984139375,15860625,478759,100281402518,663704100,19125,96135642,68900,5872938600,13883787,297979437,286770658,14310437,1262025300,985689563,999998718,1282,394076181,999411523,588477,382360877,90906100,6720,95596940,999999999,1,999922581,77419,95590219,1000,1000,1000,1000,1000,1000,1000,100281496392,663576600,19074,96123228,32600,5872132400,16893636,300954836,286614116,14450200,1262280300,985549800,999998722,1278,392437122,999405406,594594,382150094,91112700,0,95542160,999993818,6182,999918222,81778,95535978,1000,1000,1000,1000,1000,1000,1000,100281314300,663663900,111069,95884636,373000,5872553400,16355548,300432148,286741970,14538790,1262101800,985461210,999999413,587,393030923,999442853,557147,382318247,90881400,4,95589420,999986861,13139,999934423,65577,95576277,1000,1000,1000,1000,1000,1000,1000
17000,5550950,634289,160000000,960000000,10000,60000,9989971302850,90603286,109072271,1707,154449050,1000,48,2049899,308894686,4372267336,15627732664,19134004364,9984095241,15904759,514327,100300894307,709407500,109433,102778833,48900,6277741400,14896756,318579656,306363060,14329426,1348948500,985670574,999998606,1394,318578780,999409120,590880,408484080,97430900,6400,102127420,1000000000,0,999920680,79320,102121020,1000,1000,1000,1000,1000,1000,1000,100301039383,709330400,101257,102673457,65600,6277355200,16858967,320527367,306210960,14680191,1349525700,985319809,999999871,129,315633780,999441720,558280,408276680,97624800,0,102079520,999986200,13800,999927880,72120,102065720,1000,1000,1000,1000,1000,1000,1000,100301000946,709391800,18620,102641193,67600,6277583600,16583640,320258640,306344475,14786288,1349487300,985213712,999999910,90,315718222,999433347,566653,408454953,97419900,1,102123520,999986959,13041,999931322,68678,102110478,1000,1000,1000,1000,1000,1000,1000
18000,5727490,635730,170000000,1020000000,10000,60000,9989560982836,90408058,108950714,1727,164272510,1000,57942,2051990,328541566,4242585394,15757414606,19492371906,9984059030,15940970,549696,100320535063,755182900,100926,109301295,38100,6683178600,16585710,339886510,325972952,14566215,1436138100,985433785,999998778,1222,242306663,999423411,576589,434628489,103968400,2,108661880,999993659,6341,999925763,74237,108655537,1000,1000,1000,1000,1000,1000,1000,100320584833,755029000,102165,108940382,343100,6682069200,17376574,340627274,325815403,14503084,1436448000,985496916,999998750,1250,239715366,999430363,569637,434420537,104122900,6545,108611680,999999999,1,999922466,77534,108605134,1000,1000,1000,1000,1000,1000,1000,100320623974,755196600,9335,108882864,371600,6683284400,15486844,338792544,325985712,14872713,1436733300,985127287,999999216,784,239075403,999421191,578809,434645409,103959600,2,108666320,999993379,6621,999925503,74497,108659697,1000,1000,1000,1000,1000,1000,1000
19000,5899000,635298,180000000,1080000000,10000,60000,9989161625831,91590168,110150593,10670,174101000,1000,569,2044765,348180660,4125286899,15874713101,19838326201,9984069655,15930345,585315,100340151919,800937700,101193,115751858,113900,7088469000,17684285,360596385,345572089,14616116,1523250000,985383884,999998720,1280,166233404,999432415,567585,460762785,110515500,6283,115196980,999999999,1,999922804,77196,115190696,1000,1000,1000,1000,1000,1000,1000,100340296225,800816700,8673,115674235,50100,7087622200,16742631,359616931,345444708,14790344,1523778000,985209656,999998810,1190,163125266,999439058,560942,460592942,110648500,6480,115154720,999999994,6,999919866,80134,115148234,1000,1000,1000,1000,1000,1000,1000,100340149504,800945700,101062,115789154,72800,7088514600,16236867,359150817,345578334,14949014,1523975700,985050986,999993436,6564,162663722,999437988,562012,460771112,110501000,6102,115198880,1000000000,0,999925022,74978,115192778,1000,1000,1000,1000,1000,1000,1000
20000,6062290,625637,190000000,1140000000,10000,60000,9988777684931,88552368,107120978,10726,183937710,1000,5085,2044142,367853968,4019434699,15980565301,20173373001,9984096418,15903582,620886,100359929354,846759600,8386,122245797,55100,7494382400,18314861,380868811,365184611,14762856,1610505900,985237144,999999836,164,90163880,999444669,555331,486908331,117103200,9,121737180,999986549,13451,999927980,72020,121723720,1000,1000,1000,1000,1000,1000,1000,100359835634,846603900,101189,121995926,369600,7493167000,17330826,379828276,365059078,14775662,1610954700,985224338,999986103,13897,86683541,999428463,571537,486745437,117212000,6440,121692800,999999999,1,999922641,77359,121686359,1000,1000,1000,1000,1000,1000,1000,100359890805,846823600,15875,122242511,81800,7494780800,16101341,378672191,365249636,15224411,1611459000,984775589,999999371,629,85567260,999450524,549476,486994976,117014300,4,121758960,999986384,13616,999936560,63440,121745340,1000,1000,1000,1000,1000,1000,1000
21000,6219250,626485,200000000,1200000000,10000,60000,9988400041096,89315253,107963723,1769,193780750,1000,5195,2063408,387557962,3923812549,16076187451,20498782851,9984071512,15928488,656574,100379565010,892577300,8379,128767426,71200,7900190600,18530512,400720262,384819790,15078553,1697960100,984921447,999999416,584,12863063,999451473,548527,513088827,123641400,4,128281720,999987321,12679,999928763,71237,128269037,1000,1000,1000,1000,1000,1000,1000,100379497193,892481500,107675,128505927,398000,7899507000,18746406,400905406,384714148,14918525,1698306900,985081475,999986681,13319,10355456,999448408,551592,512952192,123753900,6600,128244660,999999984,16,999925456,74544,128238044,1000,1000,1000,1000,1000,1000,1000,100379529930,892684900,14497,128472968,426600,7901027400,15514052,397742652,384920780,15320337,1698816600,984679663,999992246,7754,8847009,999426529,573471,513225371,123577600,2,128311600,999992993,7007,999923109,76891,128304591,1000,1000,1000,1000,1000,1000,1000
22000,6374240,624815,210000000,1260000000,10000,60000,9988031642522,90179237,108828114,9981,203625760,1000,69,2044819,407231558,3826240159,16173759841,20657994541,9984088241,15911759,692299,100399205778,938454100,7503,132029902,3373500,8306504200,18933418,420783168,404488586,5355446,1771951800,994644554,999988873,11127,15027,999441241,558759,539317659,130186000,6700,134837140,999998633,1367,999925527,74473,134829073,1000,1000,1000,1000,1000,1000,1000,100399170985,938329100,100896,131689995,3746300,8305609400,18394342,420203792,404353886,5103743,1771748400,994896257,999999370,630,77227,999459941,540059,539136559,130312200,6800,134795340,999994133,5867,999927527,72473,134782673,1000,1000,1000,1000,1000,1000,1000,100399187285,938536400,14192,131918232,3526100,8307144800,16508656,418388156,404567639,5190402,1772018700,994809598,999996261,3739,7959,999431820,568180,539420480,130129300,3,134861960,999990884,9116,999924559,75441,134852841,1000,1000,1000,1000,1000,1000,1000
23000,6525100,619971,220000000,1320000000,10000,60000,9987673676851,91503204,110192190,1012,213474900,1000,40,2065610,426947776,3710096955,16289903045,20778663645,9984104650,15895350,728026,100418809378,984375300,101068,138700961,3356000,8713271400,18449522,439982072,424156815,3714848,1844131800,996285152,999988530,11470,9982,999437167,562833,565542033,136775700,6681,141393060,999998839,1161,999924982,75018,141385218,1000,1000,1000,1000,1000,1000,1000,100418844251,984196100,100544,138169328,3827500,8711923400,20035686,441506386,423999369,3691334,1843832400,996308666,999983999,16001,73165,999444496,555504,565331904,136910300,6481,141340780,999998236,1764,999922165,77835,141332535,1000,1000,1000,1000,1000,1000,1000,100418813892,984400900,13594,138119128,3874800,8713331400,16358431,437891531,424239896,3631435,1843989300,996368565,999997497,2503,88662,999439966,560034,565653134,136638400,6880,141420300,999999818,182,999921462,78538,141413238,1000,1000,1000,1000,1000,1000,1000
24000,6672950,639675,230000000,1380000000,10000,60000,9987328952413,90973148,109668468,10001,223327050,1000,49,2043822,446634098,3600980161,16399019839,20887857239,9984112278,15887722,763776,100438570304,1030242500,12893,144743516,3768700,9119537000,19375021,460565771,443806762,3642897,1916117100,996357103,999999296,704,83699,999447837,552163,591739863,143332800,6600,147947160,999992541,7459,999927899,72101,147933101,1000,1000,1000,1000,1000,1000,1000,100438572595,1030056000,6906,144880163,3585000,9118108000,21381106,462505856,443673244,3641665,1915946400,996358335,999981032,18968,61667,999434323,565677,591563577,143445100,2,147892580,999997755,2245,999916167,83833,147890333,1000,1000,1000,1000,1000,1000,1000,100438527815,1030356500,6834,144764705,3778700,9120375400,15059749,456288649,443929494,3631677,1916229900,996368323,999998960,1040,80283,999450189,549811,591904211,143204700,6700,147986760,999994657,5343,999923983,76017,147974717,1000,1000,1000,1000,1000,1000,1000
25000,6819320,623352,240000000,1440000000,10000,60000,9986993510594,91512903,110325815,9928,233180680,1000,61968,2044608,466341504,3502074797,16497925203,20986848203,9984031052,15968948,799356,100458072947,1076080600,106709,151507491,3660300,9525478800,21411846,482244196,463487994,3590440,1988148600,996409560,999998592,1408,84752,999442758,557242,617983342,149822700,6542,154503840,999998050,1950,999920552,79448,154495348,1000,1000,1000,1000,1000,1000,1000,100458266838,1075981900,12994,151451880,3560500,9524830200,20460912,481265062,463342470,3700775,1988113800,996299225,999999119,881,15944,999456774,543226,617785626,149992300,2,154456160,999986998,13002,999930444,69556,154443156,1000,1000,1000,1000,1000,1000,1000,100458173497,1076230100,12851,151409980,3706500,9526655400,14918222,475805422,463596905,3594776,1988322000,996405224,999986992,13008,75016,999433911,566089,618126589,149758200,3,154537540,999992147,7853,999926016,73984,154529684,1000,1000,1000,1000,1000,1000,1000
