Time\ number,r1_2_200,r2_1_300,Time\ Probability,r1_2_200,r2_1_300
570,1.999999896980002e+24,103073091022737168,570,9.999999999e-11,0.0005150999903727183
580,1.9999998954658953e+24,104734104749732048,580,9.999999999e-11,0.0005233964364626497
590,1.999999894075787e+24,105980342321911776,590,9.999999999e-11,0.0005296210645009753
600,1.999999892588668e+24,107611332017996096,600,9.999999999e-11,0.0005377673108068222
610,1.999999891232359e+24,108826825177284416,610,9.999999999e-11,0.0005438382049601424
620,1.9999998898332846e+24,110227432474554416,620,9.999999999e-11,0.0005508335775179192
630,1.9999998883881972e+24,111811802737273568,630,9.999999999e-11,0.0005587466413401596
640,1.999999887082309e+24,112981479092682688,640,9.999999999e-11,0.0005645884552696384
650,1.9999998856644546e+24,114535545548418784,650,9.999999999e-11,0.0005723499556700075
660,1.9999998843264676e+24,115873532370523456,660,9.999999999e-11,0.0005790321893269496
670,1.9999998830718172e+24,116996583826504880,670,9.999999999e-11,0.0005846409141839008
680,1.9999998817654596e+24,118304478692810016,680,9.999999999e-11,0.0005911727015726651
690,1.9999998804030085e+24,119796991373254960,690,9.999999999e-11,0.0005986263886646815
700,1.9999998791258637e+24,121074136305907504,700,9.999999999e-11,0.0006050044295856709
710,1.9999998778645438e+24,122335456243924112,710,9.999999999e-11,0.0006113033608418603
720,1.99999987661854e+24,123581460048877472,720,9.999999999e-11,0.0006175257265898388
730,1.9999998754649184e+24,124612674882993488,730,9.999999999e-11,0.0006226754081739854
740,1.999999874171111e+24,126028889045103392,740,9.999999999e-11,0.000629747613265124
750,1.999999873050981e+24,127029650622597776,750,9.999999999e-11,0.0006347450958741724
760,1.9999998718661283e+24,128216015890620304,760,9.999999999e-11,0.0006406693590894732
770,1.9999998706129852e+24,129587014840182048,770,9.999999999e-11,0.0006475155261804084
780,1.9999998695421838e+24,130542967944515840,780,9.999999999e-11,0.0006522890809596479
790,1.9999998683168487e+24,131883151274794368,790,9.999999999e-11,0.0006589812137784519
800,1.9999998671913173e+24,133008682714255216,800,9.999999999e-11,0.000664601424771082
810,1.9999998661699813e+24,133919631068781760,810,9.999999999e-11,0.0006691500936755355
820,1.9999998650760867e+24,135014997000468576,820,9.999999999e-11,0.0006746195662088022
830,1.999999863903522e+24,136296477924097168,830,9.999999999e-11,0.0006810182876504426
840,1.9999998629309363e+24,137163067716017600,840,9.999999999e-11,0.0006853453182486092
850,1.9999998618803226e+24,138215128507925504,850,9.999999999e-11,0.000690598386815722
860,1.9999998608441347e+24,139252754490736960,860,9.999999999e-11,0.0006957793265150102
870,1.9999998598222903e+24,140276027446290736,870,9.999999999e-11,0.0007008885479255257
880,1.9999998588138505e+24,141285887585166592,880,9.999999999e-11,0.0007059307476645457
890,1.9999998578198458e+24,142281302107145520,890,9.999999999e-11,0.000710900771098823
900,1.9999998567381908e+24,143461809154086816,900,9.999999999e-11,0.000716794882317386
910,1.9999998558744256e+24,144229510140107232,910,9.999999999e-11,0.0007206278716759105
920,1.9999998549216684e+24,145183646521442560,920,9.999999999e-11,0.0007253916575771965
930,1.9999998538771187e+24,146322881361494944,930,9.999999999e-11,0.0007310795384845971
940,1.9999998530598358e+24,147048200529591104,940,9.999999999e-11,0.0007347008204800596
950,1.9999998520397022e+24,148160297868672960,950,9.999999999e-11,0.0007402531087379209
960,1.999999851251704e+24,148859008689541984,960,9.999999999e-11,0.0007437414803502787
970,1.9999998503670054e+24,149745028455713568,970,9.999999999e-11,0.0007481649723531949
980,1.9999998493821195e+24,150817880543026272,980,9.999999999e-11,0.0007535211803782867
990,1.9999998485226047e+24,151677395361282432,990,9.999999999e-11,0.0007578122618561563
1000,1.9999998476757096e+24,152524290363926240,1000,9.999999999e-11,0.0007620403035370028
1010,1.999999846842828e+24,153357171890411744,1010,9.999999999e-11,0.0007661983493922093
1020,1.9999998460216885e+24,154178311611609536,1020,9.999999999e-11,0.0007702977420315244
1030,1.9999998453321886e+24,154787514661791072,1030,9.999999999e-11,0.0007733390571557152
1040,1.9999998445369532e+24,155583984748812512,1040,9.999999999e-11,0.0007773152347359316
1050,1.999999843753691e+24,156368468885041344,1050,9.999999999e-11,0.000781231544522898
1060,1.9999998429832047e+24,157140163505646208,1060,9.999999999e-11,0.0007850839764061404
1070,1.9999998421001707e+24,158099829360982272,1070,9.999999999e-11,0.0007898747514877776
1080,1.9999998413530263e+24,158846973777399040,1080,9.999999999e-11,0.0007936045604729599
1090,1.99999984074424e+24,159382673065442208,1090,9.999999999e-11,0.0007962788001088776
1100,1.999999840021964e+24,160106103158808288,1100,9.999999999e-11,0.0007998901792962309
1110,1.9999998391816433e+24,161018356787770304,1110,9.999999999e-11,0.0008044441325770759
1120,1.9999998386104494e+24,161519888676638656,1120,9.999999999e-11,0.0008069477528271709
1130,1.999999837921601e+24,162209852524467840,1130,9.999999999e-11,0.0008103919947925277
1140,1.9999998371112752e+24,163088724824774048,1140,9.999999999e-11,0.0008147792176058049
1150,1.9999998365773472e+24,163556296725379072,1150,9.999999999e-11,0.0008171132635299546
1160,1.9999998357866383e+24,164413361701644480,1160,9.999999999e-11,0.0008213915697619327
1170,1.999999835275721e+24,164860061142157056,1170,9.999999999e-11,0.000823621394343638
1180,1.999999834640647e+24,165496184522212256,1180,9.999999999e-11,0.0008267967640619235
1190,1.9999998338774773e+24,166322522687979328,1190,9.999999999e-11,0.000830921608549447
1200,1.9999998334016615e+24,166737229244012928,1200,9.999999999e-11,0.0008329916925860391
1210,1.9999998326582351e+24,167541764877007968,1210,9.999999999e-11,0.0008370076556857941
1220,1.9999998322039562e+24,167936939523033888,1220,9.999999999e-11,0.0008389802187638716
1230,1.9999998316193467e+24,168522533057479744,1230,9.999999999e-11,0.0008419032669317353
1240,1.9999998309019908e+24,169298009238579392,1240,9.999999999e-11,0.0008457741068301376
1250,1.9999998304806381e+24,169663167706642976,1250,9.999999999e-11,0.0008475968087356742
1260,1.9999998299262754e+24,170218473023698816,1260,9.999999999e-11,0.0008503686228760279
1270,1.999999829379922e+24,170765758290178336,1270,9.999999999e-11,0.000853100389776103
1280,1.9999998286958784e+24,171504121642707872,1280,9.999999999e-11,0.000856785896650335
1290,1.99999982831586e+24,171831643845553088,1290,9.999999999e-11,0.0008584207000277814
1300,1.9999998276484602e+24,172551539778979936,1300,9.999999999e-11,0.0008620139896887407
1310,1.9999998271374388e+24,173062561024648000,1310,9.999999999e-11,0.0008645646862293884
1320,1.999999826635862e+24,173564138010855456,1320,9.999999999e-11,0.0008670682303043303
1330,1.999999826143253e+24,174056747070164064,1330,9.999999999e-11,0.0008695270001451457
1340,1.9999998258109763e+24,174340865011822848,1340,9.999999999e-11,0.0008709451184324877
1350,1.9999998251823482e+24,175017651680311456,1350,9.999999999e-11,0.0008743231484802734
1360,1.999999824715209e+24,175484790846614624,1360,9.999999999e-11,0.000876654756350259
1370,1.9999998244097837e+24,175744511477156320,1370,9.999999999e-11,0.0008779510819657769
1380,1.9999998239585182e+24,176196571218923488,1380,9.999999999e-11,0.0008802074084579585
1390,1.999999823360316e+24,176839683958339104,1390,9.999999999e-11,0.0008834173036078289
1400,1.999999822924966e+24,177275033873432416,1400,9.999999999e-11,0.0008855902041999246
1410,1.9999998226546518e+24,177502744671057824,1410,9.999999999e-11,0.0008867267412036048
1420,1.999999822075662e+24,178124337955062880,1420,9.999999999e-11,0.0008898291885997523
1430,1.9999998218203855e+24,178338495893646048,1430,9.999999999e-11,0.0008908980723571368
1440,1.999999821255725e+24,178944274983836704,1440,9.999999999e-11,0.0008939215641882033
1450,1.9999998210170946e+24,179143223261165344,1450,9.999999999e-11,0.000894914526941329
1460,1.999999820464915e+24,179735084950994688,1460,9.999999999e-11,0.0008978685323702714
1470,1.9999998200789519e+24,180121048249106464,1470,9.999999999e-11,0.0008997948812594243
1480,1.9999998197023718e+24,180497628017201152,1480,9.999999999e-11,0.0009016743896431335
1490,1.99999981933073e+24,180869270050821312,1490,9.999999999e-11,0.0009035292468773453
1500,1.9999998191308912e+24,181032824972146880,1500,9.999999999e-11,0.000904345543718083
1510,1.9999998187734367e+24,181390927524569408,1510,9.999999999e-11,0.0009061328162628352
1520,1.9999998182570474e+24,181942952603594688,1520,9.999999999e-11,0.0009088879342462607
1530,1.9999998179113538e+24,182288646183251968,1530,9.999999999e-11,0.0009106132586257029
1540,1.9999998175722632e+24,182627736914884800,1540,9.999999999e-11,0.0009123056230178916
1550,1.999999817405802e+24,182761053466644064,1550,9.999999999e-11,0.0009129709896339704
1560,1.999999817079477e+24,183087975906212704,1560,9.999999999e-11,0.0009146026158226161
1570,1.9999998165910282e+24,183608971646648480,1570,9.999999999e-11,0.0009172028248958897
1580,1.9999998164455746e+24,183723041368437408,1580,9.999999999e-11,0.0009177721274095329
1590,1.9999998161363407e+24,184032844143858784,1590,9.999999999e-11,0.0009193182969150202
1600,1.9999998158327488e+24,184336995342029472,1600,9.999999999e-11,0.0009208362557671968
1610,1.9999998153651385e+24,184834861496558144,1610,9.999999999e-11,0.0009233209979389362
1620,1.9999998152431902e+24,184927642914085632,1620,9.999999999e-11,0.0009237840485371402
1630,1.999999814956301e+24,185215063449032864,1630,9.999999999e-11,0.0009252184952336697
1640,1.9999998146750441e+24,185496841944808640,1640,9.999999999e-11,0.0009266247798723725
1650,1.9999998142258222e+24,185974177615797760,1650,9.999999999e-11,0.0009290070314855897
1660,1.999999813953587e+24,186246412965729696,1660,9.999999999e-11,0.0009303656784768348
1670,1.9999998136863676e+24,186513632313623392,1670,9.999999999e-11,0.000931699288475529
1680,1.9999998134251934e+24,186774806580101696,1680,9.999999999e-11,0.0009330027258821817
1690,1.999999813342474e+24,186831894071732352,1690,9.999999999e-11,0.0009332876308797069
1700,1.999999813090619e+24,187084220084170048,1700,9.999999999e-11,0.0009345469055260882
1710,1.999999812668133e+24,187531867123121696,1710,9.999999999e-11,0.000936780954208468
1720,1.9999998124250767e+24,187774923343990592,1720,9.999999999e-11,0.000937993958002148
1730,1.999999812362368e+24,187813836720182624,1730,9.999999999e-11,0.0009381881600114272
1740,1.9999998121283454e+24,188048299356169504,1740,9.999999999e-11,0.0009393582731520854
1750,1.999999811899048e+24,188278028282443552,1750,9.999999999e-11,0.0009405047595036698
1760,1.99999981167441e+24,188503089796123520,1760,9.999999999e-11,0.0009416279500904654
1770,1.9999998114535943e+24,188724322177312480,1770,9.999999999e-11,0.0009427320285711278
1780,1.9999998112376535e+24,188940670968452384,1780,9.999999999e-11,0.0009438117327320105
1790,1.9999998110246344e+24,189154092863696800,1790,9.999999999e-11,0.0009448768277224051
1800,1.99999981081598e+24,189363142281034368,1800,9.999999999e-11,0.0009459200993933323
1810,1.9999998104309752e+24,189769024884611392,1810,9.999999999e-11,0.0009479456707951052
1820,1.9999998104096026e+24,189770290621059072,1820,9.999999999e-11,0.0009479519874844967
1830,1.9999998102113708e+24,189968898861182400,1830,9.999999999e-11,0.0009489431458833853
1840,1.9999998098373514e+24,190362648539211680,1840,9.999999999e-11,0.0009509081557208557
1850,1.999999809648006e+24,190551993960755520,1850,9.999999999e-11,0.0009518530822898375
1860,1.9999998094611015e+24,190738898431055712,1860,9.999999999e-11,0.000952785825561237
1870,1.999999809278484e+24,190921515903556544,1870,9.999999999e-11,0.0009536971729679029
1880,1.9999998092817286e+24,190900312333256800,1880,9.999999999e-11,0.0009535913572266198
1890,1.9999998091043908e+24,191077989050258944,1890,9.999999999e-11,0.000954478046522684
1900,1.9999998089319194e+24,191250790304161408,1900,9.999999999e-11,0.000955340403484927
1910,1.9999998087623388e+24,191420695407710464,1910,9.999999999e-11,0.000956188305886285
1920,1.999999808596355e+24,191586997313024640,1920,9.999999999e-11,0.0009570182253243046
1930,1.9999998082498536e+24,191950146461335232,1930,9.999999999e-11,0.0009588304940378654
1940,1.9999998082730126e+24,191910960027284576,1940,9.999999999e-11,0.0009586349373806808
1950,1.9999998081167018e+24,192067570943266016,1950,9.999999999e-11,0.0009594164907418318
1960,1.999999807962598e+24,192221971021736896,1960,9.999999999e-11,0.0009601870099107118
1970,1.9999998078110505e+24,192373810100858880,1970,9.999999999e-11,0.0009609447474924369
1980,1.9999998076635334e+24,192521611147933440,1980,9.999999999e-11,0.0009616823325792639
1990,1.9999998075184456e+24,192666978641170176,1990,9.999999999e-11,0.0009624077722173813
2000,1.9999998073753682e+24,192810331899500864,2000,9.999999999e-11,0.0009631231590177528
2010,1.999999807050583e+24,193149416848802304,2010,9.999999999e-11,0.0009648153166651084
2020,1.9999998071000017e+24,193086229993263680,2020,9.999999999e-11,0.0009644999916302564
2030,1.9999998069660677e+24,193220422734600224,2030,9.999999999e-11,0.0009651696612232402
2040,1.9999998066468038e+24,193553196193899840,2040,9.999999999e-11,0.0009668303154808069
2050,1.999999806703566e+24,193483432154599328,2050,9.999999999e-11,0.0009664821693367992
2060,1.9999998063892085e+24,193810791525540352,2060,9.999999999e-11,0.0009681158011791272
2070,1.9999998064517755e+24,193735710655126848,2070,9.999999999e-11,0.0009677411232044633
2080,1.9999998061425376e+24,194057462337432096,2080,9.999999999e-11,0.0009693467668186913
2090,1.9999998062110766e+24,193976876171417632,2090,9.999999999e-11,0.0009689446166075251
2100,1.9999998060941792e+24,194094000496653376,2100,9.999999999e-11,0.000969529103571716
2110,1.999999805979149e+24,194209254287560160,2110,9.999999999e-11,0.0009701042553177685
2120,1.999999805677714e+24,194522285976036032,2120,9.999999999e-11,0.000971666376056797
2130,1.9999998055676253e+24,194632374737740928,2130,9.999999999e-11,0.0009722157503874278
2140,1.999999805647926e+24,194541121376650528,2140,9.999999999e-11,0.0009717603701226873
2150,1.999999805541491e+24,194647763648197344,2150,9.999999999e-11,0.0009722925453931237
2160,1.9999998054374883e+24,194751968751480832,2160,9.999999999e-11,0.0009728125579529668
2170,1.9999998053351033e+24,194854553298982208,2170,9.999999999e-11,0.0009733244829582022
2180,1.9999998052343157e+24,194955537588178944,2180,9.999999999e-11,0.0009738284217235159
2190,1.999999804946199e+24,195253800810752352,2190,9.999999999e-11,0.000975316832461098
2200,1.999999805039669e+24,195150564185243424,2200,9.999999999e-11,0.0009748016554610574
2210,1.9999998049441958e+24,195246223822118944,2210,9.999999999e-11,0.0009752790213801078
2220,1.9999998048513442e+24,195339256786712608,2220,9.999999999e-11,0.0009757432790987942
2230,1.9999998045687424e+24,195631257679710240,2230,9.999999999e-11,0.0009772004336493511
2240,1.9999998046706284e+24,195520325953420192,2240,9.999999999e-11,0.000976646858206811
2250,1.9999998045830714e+24,195608054116856416,2250,9.999999999e-11,0.0009770846424561905
2260,1.9999998043063056e+24,195893694279230784,2260,9.999999999e-11,0.000978510051651617
2270,1.9999998044126144e+24,195778845032383264,2270,9.999999999e-11,0.0009779369283501819
2280,1.999999804329285e+24,195862337478380768,2280,9.999999999e-11,0.000978353574302188
2290,1.9999998042487286e+24,195943051890203680,2290,9.999999999e-11,0.0009787563569128663
2300,1.999999803976632e+24,196223367900479648,2300,9.999999999e-11,0.0009801551927374778
2310,1.9999998038982633e+24,196301736573602656,2310,9.999999999e-11,0.0009805462681918293
2320,1.999999803822192e+24,196377808115838112,2320,9.999999999e-11,0.000980925880207794
2330,1.9999998039403843e+24,196252001043811136,2330,9.999999999e-11,0.0009802980779219977
2340,1.9999998038669946e+24,196325534886949824,2340,9.999999999e-11,0.0009806650265053811
2350,1.9999998037942564e+24,196398416150045248,2350,9.999999999e-11,0.0009810287183178498
2360,1.999999803723716e+24,196469095110398528,2360,9.999999999e-11,0.0009813814199543097
2370,1.9999998036545465e+24,196538400586702624,2370,9.999999999e-11,0.0009817272673987786
2380,1.9999998033940315e+24,196805968450414144,2380,9.999999999e-11,0.0009830624794355078
2390,1.9999998033262131e+24,196873786946827616,2390,9.999999999e-11,0.0009834009054324408
2400,1.9999998034538351e+24,196739506810781376,2400,9.999999999e-11,0.0009827308241655366
2410,1.9999998033895338e+24,196803934606229568,2410,9.999999999e-11,0.0009830523301986133
2420,1.9999998033268705e+24,196866721489363072,2420,9.999999999e-11,0.0009833656475914823
2430,1.9999998030713221e+24,197128677762404992,2430,9.999999999e-11,0.0009846728525247912
2440,1.9999998032055793e+24,196988251633025024,2440,9.999999999e-11,0.0009839721034435602
2450,1.9999998031457236e+24,197048225383504224,2450,9.999999999e-11,0.000984271382271659
2460,1.9999998030878068e+24,197106256401957568,2460,9.999999999e-11,0.0009845609663783762
2470,1.999999802837243e+24,197362757009405312,2470,9.999999999e-11,0.0009858409436140044
2480,1.999999802781454e+24,197418546008638016,2480,9.999999999e-11,0.0009861193388128928
2490,1.9999998027255797e+24,197474420352252832,2490,9.999999999e-11,0.000986398159737111
2500,1.9999998028660801e+24,197328420428785088,2500,9.999999999e-11,0.0009856695990187304
2510,1.9999998028132365e+24,197381368604027776,2510,9.999999999e-11,0.000985933818188204
2520,1.9999998025663287e+24,197633671158943136,2520,9.999999999e-11,0.0009871928430661308
2530,1.9999998027110308e+24,197483776148063488,2530,9.999999999e-11,0.0009864448464740997
2540,1.9999998026612185e+24,197533686712246496,2540,9.999999999e-11,0.0009866939071355675
2550,1.9999998024173798e+24,197782620255745664,2550,9.999999999e-11,0.000987936118308107
2560,1.9999998025648923e+24,197630203364124352,2560,9.999999999e-11,0.0009871755383086616
2570,1.999999802322364e+24,197877635929322944,2570,9.999999999e-11,0.00098841025822049
2580,1.9999998022774205e+24,197922579519284640,2580,9.999999999e-11,0.0009886345321124354
2590,1.9999998022325727e+24,197967427102825248,2590,9.999999999e-11,0.000988858326820477
2600,1.999999802189001e+24,198010998888809408,2600,9.999999999e-11,0.0009890757550528734
2610,1.9999998021458922e+24,198054107675287968,2610,9.999999999e-11,0.00098929087277125
2620,1.9999998021032317e+24,198096768215173536,2620,9.999999999e-11,0.0009895037535972457
2630,1.9999998020625812e+24,198137418891810496,2630,9.999999999e-11,0.0009897066048982787
2640,1.9999998020223427e+24,198177657404395264,2640,9.999999999e-11,0.0009899073993746997
2650,1.999999801982498e+24,198217501880939552,2650,9.999999999e-11,0.0009901062274896488
2660,1.999999801944223e+24,198255776844742464,2660,9.999999999e-11,0.0009902972234969545
2670,1.9999998021015285e+24,198094484473875232,2670,9.999999999e-11,0.0009894923574771501
2680,1.9999998020644414e+24,198131645134414144,2680,9.999999999e-11,0.0009896777932254471
2690,1.999999802027693e+24,198168466331572384,2690,9.999999999e-11,0.000989861534946557
2700,1.9999998019920538e+24,198204176152686368,2700,9.999999999e-11,0.0009900397307175052
2710,1.9999998017608213e+24,198439178697329984,2710,9.999999999e-11,0.0009912124165973291
2720,1.999999801922476e+24,198273891937860416,2720,9.999999999e-11,0.000990387619649927
2730,1.9999998016920715e+24,198507928366709408,2730,9.999999999e-11,0.0009915554837088888
2740,1.9999998018555965e+24,198340904179879488,2740,9.999999999e-11,0.0009907220173957915
2750,1.9999998016252013e+24,198574798800142048,2750,9.999999999e-11,0.0009918891730358722
2760,1.9999998017889928e+24,198407640025018880,2760,9.999999999e-11,0.0009910550356712821
2770,1.9999998017580403e+24,198438653934479424,2770,9.999999999e-11,0.000991209797982006
2780,1.999999801530549e+24,198669451030719552,2780,9.999999999e-11,0.0009923614955858375
2790,1.9999998016967772e+24,198500038780078144,2790,9.999999999e-11,0.0009915161139650251
2800,1.9999998014711593e+24,198728840763819648,2800,9.999999999e-11,0.0009926578550950075
2810,1.9999998014417412e+24,198758258786572800,2810,9.999999999e-11,0.0009928046533118269
2820,1.9999998016106725e+24,198586314479618496,2820,9.999999999e-11,0.0009919466372638192
2830,1.9999998013861893e+24,198813810670919936,2830,9.999999999e-11,0.0009930818614087254
2840,1.999999801359223e+24,198840776947043072,2840,9.999999999e-11,0.0009932164251069912
2850,1.999999801333188e+24,198866811957356384,2850,9.999999999e-11,0.000993346341686079
2860,1.9999998013072682e+24,198892731765786432,2860,9.999999999e-11,0.0009934756833658949
2870,1.9999998014795015e+24,198717746222581472,2870,9.999999999e-11,0.0009926024924619226
2880,1.9999998012565476e+24,198943452357806560,2880,9.999999999e-11,0.0009937287826154286
2890,1.9999998012325275e+24,198967472483454176,2890,9.999999999e-11,0.0009938486446529821
2900,1.9999998012089763e+24,198991023594185312,2900,9.999999999e-11,0.0009939661662467297
2910,1.9999998013825507e+24,198814889878590368,2910,9.999999999e-11,0.0009930872467349547
2920,1.9999998013595908e+24,198837895368801952,2920,9.999999999e-11,0.000993202045821674
2930,1.9999998013355167e+24,198862017356352608,2930,9.999999999e-11,0.0009933224162838258
2940,1.9999998013123027e+24,198885277501541152,2940,9.999999999e-11,0.0009934384860627993
2950,1.9999998010923193e+24,199107680714798656,2950,9.999999999e-11,0.0009945482925545462
2960,1.9999998012688087e+24,198928858088200160,2960,9.999999999e-11,0.0009936559562174865
2970,1.9999998012480897e+24,198949618249165248,2970,9.999999999e-11,0.0009937595508294815
2980,1.999999801029244e+24,199170755893707008,2980,9.999999999e-11,0.0009948630413487544
2990,1.9999998012070943e+24,198990695292764768,2990,9.999999999e-11,0.0009939645280012076
3000,1.9999998011871992e+24,199010630106766528,3000,9.999999999e-11,0.0009940640040148054
3010,1.9999998011676984e+24,199030169669488960,3010,9.999999999e-11,0.000994161507679683
3020,1.9999998011485845e+24,199049321846029344,3020,9.999999999e-11,0.0009942570782443209
3030,1.9999998009311134e+24,199268886617355840,3030,9.999999999e-11,0.0009953527189462993
3040,1.9999998009127156e+24,199287284325859520,3040,9.999999999e-11,0.0009954445244494247
3050,1.9999998010934905e+24,199104525478825792,3050,9.999999999e-11,0.0009945325477391748
3060,1.9999998008781787e+24,199321821282269824,3060,9.999999999e-11,0.0009956168655766186
3070,1.9999998008608238e+24,199339176226467296,3070,9.999999999e-11,0.000995703467587363
3080,1.9999998008430206e+24,199356979385811232,3080,9.999999999e-11,0.00099579230619776
3090,1.9999998010252993e+24,199172852473669280,3090,9.999999999e-11,0.0009948735034007324
3100,1.9999998010085954e+24,199189589799225696,3100,9.999999999e-11,0.0009949570235891457
3110,1.9999998007951844e+24,199404815658430048,3110,9.999999999e-11,0.0009960310113910676
3120,1.9999998009773178e+24,199220929641376448,3120,9.999999999e-11,0.0009951134111125797
3130,1.9999998009615593e+24,199236719405651616,3130,9.999999999e-11,0.0009951922028798587
3140,1.999999800946905e+24,199251403226174208,3140,9.999999999e-11,0.0009952654759175755
3150,1.999999800931744e+24,199266594417099968,3150,9.999999999e-11,0.0009953412807490118
3160,1.9999998007181198e+24,199481880093035040,3160,9.999999999e-11,0.000996415566212665
3170,1.9999998009019237e+24,199296473969040320,3170,9.999999999e-11,0.0009954903812309545
3180,1.9999998006888297e+24,199511170281640736,3180,9.999999999e-11,0.000996561725427714
3190,1.9999998006756063e+24,199524393786903808,3190,9.999999999e-11,0.0009966277112349422
3200,1.999999800860731e+24,199337748838999040,3200,9.999999999e-11,0.0009956963448554416
3210,1.9999998008468754e+24,199351632135254176,3210,9.999999999e-11,0.00099576562316526
3220,1.9999998008336914e+24,199364842430124800,3220,9.999999999e-11,0.0009958315431571817
