Time,H2O,H+,OH-
5190,1999999800012404383679414,199987595616321186,199987595616321186
5200,1999999800012160182311531,199987839817689069,199987839817689069
5210,1999999800012313193883803,199987686806116797,199987686806116797
5220,1999999800011273099656447,199988726900344153,199988726900344153
5230,1999999800011054426907448,199988945573093152,199988945573093152
5240,1999999800010442948161113,199989557051839487,199989557051839487
5250,1999999800011029650413384,199988970349587216,199988970349587216
5260,1999999800011596815164266,199988403184836334,199988403184836334
5270,1999999800010975398418436,199989024601582164,199989024601582164
5280,1999999800011550645091957,199988449354908643,199988449354908643
5290,1999999800010131675304368,199989868324696232,199989868324696232
5300,1999999800010722842336392,199989277157664208,199989277157664208
5310,1999999800011301486437128,199988698513563472,199988698513563472
5320,1999999800010285482793479,199989714517207121,199989714517207121
5330,1999999800009689231739742,199990310768260858,199990310768260858
5340,1999999800009495618667794,199990504381332806,199990504381332806
5350,1999999800010101859421619,199989898140578981,199989898140578981
5360,1999999800010689702278205,199989310297722395,199989310297722395
5370,1999999800010081394499515,199989918605501085,199989918605501085
5380,1999999800009091235385644,199990908764614956,199990908764614956
5390,1999999800009302580803884,199990697419196716,199990697419196716
5400,1999999800008327622753252,199991672377247348,199991672377247348
5410,1999999800008160131345528,199991839868655072,199991839868655072
5420,1999999800007207127855658,199992792872144942,199992792872144942
5430,1999999800007066584177110,199992933415823490,199992933415823490
5440,1999999800006932045238588,199993067954762012,199993067954762012
5450,1999999800007591331196221,199992408668804379,199992408668804379
5460,1999999800007838057906460,199992161942094140,199992161942094140
5470,1999999800008077544191297,199991922455809303,199991922455809303
5480,1999999800008705490505204,199991294509495396,199991294509495396
5490,1999999800006946492007145,199993053507993455,199993053507993455
5500,1999999800007198852544951,199992801147455649,199992801147455649
5510,1999999800007454795243997,199992545204756603,199992545204756603
5520,1999999800006516676576378,199993483323424222,199993483323424222
5530,1999999800006386805243803,199993613194756797,199993613194756797
5540,1999999800006653395257840,199993346604742760,199993346604742760
5550,1999999800005728685307473,199994271314693127,199994271314693127
5560,1999999800004429810815925,199995570189184675,199995570189184675
5570,1999999800005533505075278,199994466494925322,199994466494925322
5580,1999999800005034439717574,199994965560283026,199994965560283026
5590,1999999800005727227214687,199994272772785913,199994272772785913
5600,1999999800006010102626392,199993989897374208,199993989897374208
5610,1999999800007871334187368,199992128665813232,199992128665813232
5620,1999999800006923214543378,199993076785457222,199993076785457222
5630,1999999800007183983054207,199992816016946393,199992816016946393
5640,1999999800007037498801365,199992962501199235,199992962501199235
5650,1999999800005317953791134,199994682046209466,199994682046209466
5660,1999999800005608062526200,199994391937474400,199994391937474400
5670,1999999800005893249490219,199994106750510381,199994106750510381
5680,1999999800005774794442829,199994225205557771,199994225205557771
5690,1999999800006843935230135,199993156064770465,199993156064770465
5700,1999999800006310218867287,199993689781133313,199993689781133313
5710,1999999800005389966562506,199994610033438094,199994610033438094
5720,1999999800004887498913620,199995112501086980,199995112501086980
5730,1999999800004391698226765,199995608301773835,199995608301773835
5740,1999999800003515603409399,199996484396591201,199996484396591201
5750,1999999800003448967606739,199996551032393861,199996551032393861
5760,1999999800004172538489879,199995827461510721,199995827461510721
5770,1999999800004490942980732,199995509057019868,199995509057019868
5780,1999999800004791182031826,199995208817968774,199995208817968774
5790,1999999800005485849204922,199994514150795678,199994514150795678
5800,1999999800005774242748852,199994225757251748,199994225757251748
5810,1999999800005267957215178,199994732042785422,199994732042785422
5820,1999999800004761490733535,199995238509267065,199995238509267065
5830,1999999800005065808968986,199994934191031614,199994934191031614
5840,1999999800005363312687137,199994636687313463,199994636687313463
5850,1999999800004460946876871,199995539053123729,199995539053123729
5860,1999999800004375651225652,199995624348774948,199995624348774948
5870,1999999800004281759766354,199995718240234246,199995718240234246
5880,1999999800004201550719329,199995798449281271,199995798449281271
5890,1999999800004118794097961,199995881205902639,199995881205902639
5900,1999999800003636616863883,199996363383136717,199996363383136717
5910,1999999800003167926768053,199996832073232547,199996832073232547
5920,1999999800002715035471164,199997284964529436,199997284964529436
5930,1999999800003057492794896,199996942507205704,199996942507205704
5940,1999999800002207112688851,199997792887311749,199997792887311749
5950,1999999800002162509609917,199997837490390683,199997837490390683
5960,1999999800002125744844230,199997874255156370,199997874255156370
5970,1999999800002081955592214,199997918044408386,199997918044408386
5980,1999999800001246973597858,199998753026402742,199998753026402742
5990,1999999800000437209090433,199999562790910167,199999562790910167
6000,1999999799999240676392582,200000759323608018,200000759323608018
6010,1999999799999258703745474,200000741296255126,200000741296255126
6020,1999999800000063649483274,199999936350517326,199999936350517326
6030,1999999799998875274882875,200001124725117725,200001124725117725
6040,1999999799998500799227841,200001499200772759,200001499200772759
6050,1999999799998128293642108,200001871706358492,200001871706358492
6060,1999999799998162815980234,200001837184020366,200001837184020366
6070,1999999799997406068914750,200002593931085850,200002593931085850
6080,1999999799997063907823455,200002936092177145,200002936092177145
6090,1999999799996327473212806,200003672526787794,200003672526787794
6100,1999999799997193643247087,200002806356753513,200002806356753513
6110,1999999799997649413485060,200002350586515540,200002350586515540
6120,1999999799997698980775695,200002301019224905,200002301019224905
6130,1999999799996961040195203,200003038959805397,200003038959805397
6140,1999999799997015504477107,200002984495523493,200002984495523493
6150,1999999799996284665433294,200003715334567306,200003715334567306
6160,1999999799995568288680610,200004431711319990,200004431711319990
6170,1999999799996045851677671,200003954148322929,200003954148322929
6180,1999999799996524443860657,200003475556139943,200003475556139943
6190,1999999799997382593717167,200002617406283433,200002617406283433
6200,1999999799997829782172667,200002170217827933,200002170217827933
6210,1999999799997874112077314,200002125887923286,200002125887923286
6220,1999999799998306821382515,200001693178618085,200001693178618085
6230,1999999799997949163738176,200002050836262424,200002050836262424
6240,1999999799997994342399191,200002005657601409,200002005657601409
6250,1999999799998036339796445,200001963660204155,200001963660204155
6260,1999999799998474509547074,200001525490453526,200001525490453526
6270,1999999799998899389677140,200001100610323460,200001100610323460
6280,1999999799998927362819121,200001072637181479,200001072637181479
6290,1999999799999346409177513,200000653590823087,200000653590823087
6300,1999999799998959525986064,200001040474014536,200001040474014536
6310,1999999799998188739851829,200001811260148771,200001811260148771
6320,1999999799997824854403846,200002175145596754,200002175145596754
6330,1999999799999057719886029,200000942280114571,200000942280114571
6340,1999999799999475757003913,200000524242996687,200000524242996687
6350,1999999799999481927362881,200000518072637719,200000518072637719
6360,1999999799999494320984745,200000505679015855,200000505679015855
6370,1999999799999501776357866,200000498223642734,200000498223642734
6380,1999999799999509782554082,200000490217446518,200000490217446518
6390,1999999799998723272430875,200001276727569725,200001276727569725
6400,1999999799997960921513339,200002039078487261,200002039078487261
6410,1999999799998000321703133,200001999678297467,200001999678297467
6420,1999999799997250140398315,200002749859602285,200002749859602285
6430,1999999799997704777982633,200002295222017967,200002295222017967
6440,1999999799997358992102326,200002641007898274,200002641007898274
6450,1999999799998198454969894,200001801545030706,200001801545030706
6460,1999999799997043756711258,200002956243289342,200002956243289342
6470,1999999799997098897685845,200002901102314755,200002901102314755
6480,1999999799997546246956286,200002453753044314,200002453753044314
6490,1999999799997590726169407,200002409273831193,200002409273831193
6500,1999999799997240282786304,200002759717214296,200002759717214296
6510,1999999799998086944400499,200001913055600101,200001913055600101
6520,1999999799997734560766421,200002265439234179,200002265439234179
6530,1999999799998172622868354,200001827377132246,200001827377132246
6540,1999999799998603507544949,200001396492455651,200001396492455651
6550,1999999799997842126606482,200002157873394118,200002157873394118
6560,1999999799998685371382471,200001314628618129,200001314628618129
6570,1999999799997525048363075,200002474951637525,200002474951637525
6580,1999999799998366810432441,200001633189568159,200001633189568159
6590,1999999799997999386783995,200002000613216605,200002000613216605
6600,1999999799999228818411847,200000771181588753,200000771181588753
6610,1999999800000036752307133,199999963247693467,199999963247693467
6620,1999999799999646574668174,200000353425332426,200000353425332426
6630,1999999799999255477780572,200000744522220028,200000744522220028
6640,1999999800000055662629801,199999944337370799,199999944337370799
6650,1999999799998864316504112,200001135683496488,200001135683496488
6660,1999999799998491797469175,200001508202531425,200001508202531425
6670,1999999799998132239489543,200001867760511057,200001867760511057
6680,1999999799997771041608812,200002228958391788,200002228958391788
6690,1999999799999003413565631,200000996586434969,200000996586434969
6700,1999999799999030997923674,200000969002076926,200000969002076926
6710,1999999799999838024386030,200000161975614570,200000161975614570
6720,1999999799999049673916783,200000950326083817,200000950326083817
6730,1999999799999862764208948,200000137235791652,200000137235791652
6740,1999999799998278062008674,200001721937991926,200001721937991926
6750,1999999799998711529595367,200001288470405233,200001288470405233
6760,1999999799998745637188441,200001254362812159,200001254362812159
6770,1999999799998772694570709,200001227305429891,200001227305429891
6780,1999999799998008755562710,200001991244437890,200001991244437890
6790,1999999799996858742401788,200003141257598812,200003141257598812
6800,1999999799996529933389773,200003470066610827,200003470066610827
6810,1999999799996993270400848,200003006729599752,200003006729599752
6820,1999999799997045466025307,200002954533975293,200002954533975293
6830,1999999799996712082912395,200003287917088205,200003287917088205
6840,1999999799995590902397985,200004409097602615,200004409097602615
6850,1999999799994889978043903,200005110021956697,200005110021956697
6860,1999999799995390529333738,200004609470666862,200004609470666862
6870,1999999799996666995615118,200003333004385482,200003333004385482
6880,1999999799995545818927962,200004454181072638,200004454181072638
6890,1999999799995636300123070,200004363699877530,200004363699877530
6900,1999999799996110925020078,200003889074980522,200003889074980522
6910,1999999799995787248063874,200004212751936726,200004212751936726
6920,1999999799996266764396002,200003733235604598,200003733235604598
6930,1999999799996736845211354,200003263154789246,200003263154789246
6940,1999999799996411180068516,200003588819932084,200003588819932084
6950,1999999799996083288894243,200003916711106357,200003916711106357
6960,1999999799996949554312762,200003050445687838,200003050445687838
6970,1999999799997802557087683,200002197442912917,200002197442912917
6980,1999999799998241392667486,200001758607333114,200001758607333114
6990,1999999799997483206942256,200002516793058344,200002516793058344
7000,1999999799997138073379870,200002861926620730,200002861926620730
7010,1999999799996799691594953,200003200308405647,200003200308405647
7020,1999999799997262404661839,200002737595338761,200002737595338761
7030,1999999799996919265011167,200003080734989433,200003080734989433
7040,1999999799996977643909209,200003022356091391,200003022356091391
7050,1999999799997435303724933,200002564696275667,200002564696275667
7060,1999999799997092631884205,200002907368116395,200002907368116395
7070,1999999799996757584388240,200003242415612360,200003242415612360
7080,1999999799997617501313305,200002382498687295,200002382498687295
7090,1999999799997660520903880,200002339479096720,200002339479096720
7100,1999999799997309385923723,200002690614076877,200002690614076877
7110,1999999799997366531459269,200002633468541331,200002633468541331
7120,1999999799998209718557477,200001790281443123,200001790281443123
7130,1999999799997856456082322,200002143543918278,200002143543918278
7140,1999999799997498397290863,200002501602709737,200002501602709737
7150,1999999799997944244623914,200002055755376686,200002055755376686
7160,1999999799997591484313590,200002408515687010,200002408515687010
7170,1999999799997637294181903,200002362705818697,200002362705818697
7180,1999999799997688570217057,200002311429783543,200002311429783543
7190,1999999799996147675033430,200003852324967170,200003852324967170
7200,1999999799995824959850874,200004175040149726,200004175040149726
7210,1999999799996303945477986,200003696054522614,200003696054522614
7220,1999999799996778903915145,200003221096085455,200003221096085455
7230,1999999799997237286239315,200002762713761285,200002762713761285
7240,1999999799996900046350459,200003099953650141,200003099953650141
7250,1999999799996963626975172,200003036373025428,200003036373025428
7260,1999999799997022696796140,200002977303204460,200002977303204460
7270,1999999799997083833213172,200002916166787428,200002916166787428
7280,1999999799997540093508363,200002459906492237,200002459906492237
7290,1999999799997977156736632,200002022843263968,200002022843263968
7300,1999999799998019437501285,200001980562499315,200001980562499315
7310,1999999799998856151925346,200001143848075254,200001143848075254
7320,1999999800000070309441851,199999929690558749,199999929690558749
7330,1999999800000466734173500,199999533265827100,199999533265827100
7340,1999999800000057623758836,199999942376241764,199999942376241764
7350,1999999799999659846141402,200000340153859198,200000340153859198
7360,1999999800000458386721554,199999541613279046,199999541613279046
7370,1999999800000848683968520,199999151316032080,199999151316032080
7380,1999999800000431302116843,199999568697883757,199999568697883757
7390,1999999800000424152761237,199999575847239363,199999575847239363
7400,1999999800000814405079115,199999185594921485,199999185594921485
7410,1999999800000402419111093,199999597580889507,199999597580889507
7420,1999999799999212858873318,200000787141127282,200000787141127282
7430,1999999799998834218459806,200001165781540794,200001165781540794
7440,1999999799999648377270640,200000351622729960,200000351622729960
7450,1999999799999257858017687,200000742141982913,200000742141982913
7460,1999999800000066675273360,199999933324727240,199999933324727240
7470,1999999800000058853388344,199999941146612256,199999941146612256
7480,1999999799999659503784857,200000340496215743,200000340496215743
7490,1999999799999266467002657,200000733532997943,200000733532997943
7500,1999999799999279108547466,200000720891453134,200000720891453134
7510,1999999799999297222280617,200000702777719983,200000702777719983
7520,1999999799998912235841465,200001087764159135,200001087764159135
7530,1999999799998934324977431,200001065675023169,200001065675023169
7540,1999999799998955208780711,200001044791219889,200001044791219889
7550,1999999799998579326384779,200001420673615821,200001420673615821
7560,1999999799998608063782886,200001391936217714,200001391936217714
7570,1999999799997848142614852,200002151857385748,200002151857385748
7580,1999999799997892119591548,200002107880409052,200002107880409052
7590,1999999799997936742309263,200002063257691337,200002063257691337
7600,1999999799997981388909541,200002018611091059,200002018611091059
7610,1999999799998814012442106,200001185987558494,200001185987558494
7620,1999999799998838909179991,200001161090820609,200001161090820609
7630,1999999799999255776256800,200000744223743800,200000744223743800
7640,1999999799998875431058642,200001124568941958,200001124568941958
7650,1999999799998104611723612,200001895388276988,200001895388276988
7660,1999999799997755824339945,200002244175660655,200002244175660655
7670,1999999799997395598509845,200002604401490755,200002604401490755
7680,1999999799997454939872799,200002545060127801,200002545060127801
7690,1999999799997112796481004,200002887203519596,200002887203519596
7700,1999999799996376868695810,200003623131304790,200003623131304790
7710,1999999799995658128747658,200004341871252942,200004341871252942
7720,1999999799995744694911122,200004255305089478,200004255305089478
7730,1999999799997016491864668,200002983508135932,200002983508135932
7740,1999999799997868361364758,200002131638635842,200002131638635842
7750,1999999799997911874755156,200002088125245444,200002088125245444
7760,1999999799998747392193006,200001252607807594,200001252607807594
7770,1999999799998369942520962,200001630057479638,200001630057479638
7780,1999999799998010340693750,200001989659306850,200001989659306850
7790,1999999799998840811696436,200001159188304164,200001159188304164
7800,1999999799999258305716914,200000741694283686,200000741694283686
7810,1999999799999277459548991,200000722540451609,200000722540451609
7820,1999999799998895168113659,200001104831886941,200001104831886941
7830,1999999799999314816933701,200000685183066899,200000685183066899
7840,1999999799998535358271857,200001464641728743,200001464641728743
7850,1999999799998958302164101,200001041697836499,200001041697836499
7860,1999999799998185829452946,200001814170547654,200001814170547654
7870,1999999799998615464134215,200001384535866385,200001384535866385
7880,1999999799999429988829857,200000570011170743,200000570011170743
7890,1999999799999443467050016,200000556532950584,200000556532950584
7900,1999999799999065652529155,200000934347471445,200000934347471445
7910,1999999799998292648262928,200001707351737672,200001707351737672
7920,1999999799998325416456205,200001674583544395,200001674583544395
7930,1999999799997962781712453,200002037218288147,200002037218288147
7940,1999999799998393725379061,200001606274621539,200001606274621539
7950,1999999799998418157987870,200001581842012730,200001581842012730
7960,1999999799998454074155746,200001545925844854,200001545925844854
7970,1999999799999276561395241,200000723438605359,200000723438605359
7980,1999999800000478365666595,199999521634334005,199999521634334005
7990,1999999800001269422527990,199998730577472610,199998730577472610
8000,1999999800000847752365756,199999152247634844,199999152247634844
8010,1999999800000038645174631,199999961354825969,199999961354825969
8020,1999999800000830442183335,199999169557817265,199999169557817265
8030,1999999799999625373850454,200000374626150146,200000374626150146
8040,1999999799999244108162340,200000755891838260,200000755891838260
8050,1999999799999648989568770,200000351010431830,200000351010431830
8060,1999999799999650928487382,200000349071513218,200000349071513218
8070,1999999799999656137617867,200000343862382733,200000343862382733
8080,1999999800000061577340532,199999938422660068,199999938422660068
8090,1999999799998878010077924,200001121989922676,200001121989922676
8100,1999999799998504404979244,200001495595021356,200001495595021356
8110,1999999799998147621639902,200001852378360698,200001852378360698
8120,1999999799998578903549369,200001421096451231,200001421096451231
8130,1999999799999001629578713,200000998370421887,200000998370421887
8140,1999999799999412824403039,200000587175597561,200000587175597561
8150,1999999799998633771985649,200001366228014951,200001366228014951
8160,1999999799998662160559477,200001337839441123,200001337839441123
8170,1999999799997894834917725,200002105165082875,200002105165082875
8180,1999999799997146517259326,200002853482741274,200002853482741274
8190,1999999799997202887448482,200002797112552118,200002797112552118
8200,1999999799996868769843713,200003131230156887,200003131230156887
8210,1999999799996526979555850,200003473020444750,200003473020444750
8220,1999999799996999141747052,200003000858253548,200003000858253548
8230,1999999799997064725706325,200002935274294275,200002935274294275
8240,1999999799997517500426966,200002482499573634,200002482499573634
8250,1999999799997958169586137,200002041830414463,200002041830414463
8260,1999999799997204735637519,200002795264363081,200002795264363081
8270,1999999799997650863509516,200002349136491084,200002349136491084
8280,1999999799998493900557005,200001506099443595,200001506099443595
8290,1999999799998923096314681,200001076903685919,200001076903685919
8300,1999999799999735584853155,200000264415147445,200000264415147445
8310,1999999799999349857525751,200000650142474849,200000650142474849
8320,1999999800000152170088653,199999847829911947,199999847829911947
8330,1999999799999750086655180,200000249913345420,200000249913345420
8340,1999999799999748495890578,200000251504110022,200000251504110022
8350,1999999799999362473289589,200000637526711011,200000637526711011
8360,1999999799998976857969684,200001023142030916,200001023142030916
8370,1999999799999392557666192,200000607442334408,200000607442334408
8380,1999999799998613912636744,200001386087363856,200001386087363856
8390,1999999799999433982105494,200000566017895106,200000566017895106
8400,1999999800000631838536740,199999368161463860,199999368161463860
8410,1999999800000225172270677,199999774827729923,199999774827729923
8420,1999999799999823982334189,200000176017666411,200000176017666411
8430,1999999799999433979003505,200000566020997095,200000566020997095
8440,1999999799999057300051880,200000942699948720,200000942699948720
8450,1999999799998684831855806,200001315168144794,200001315168144794
8460,1999999799998312710546573,200001687289454027,200001687289454027
8470,1999999799997952671132912,200002047328867688,200002047328867688
8480,1999999799998789019336506,200001210980664094,200001210980664094
8490,1999999799998811213650255,200001188786350345,200001188786350345
8500,1999999799998832980322624,200001167019677976,200001167019677976
8510,1999999799998066236491724,200001933763508876,200001933763508876
8520,1999999799998101185647215,200001898814353385,200001898814353385
8530,1999999799996950033367190,200003049966633410,200003049966633410
8540,1999999799996608310750275,200003391689250325,200003391689250325
8550,1999999799996286047224344,200003713952776256,200003713952776256
8560,1999999799996359503296369,200003640496704231,200003640496704231
8570,1999999799997221768105548,200002778231895052,200002778231895052
8580,1999999799996486049898857,200003513950101743,200003513950101743
8590,1999999799996166125921448,200003833874079152,200003833874079152
8600,1999999799995848568655112,200004151431345488,200004151431345488
8610,1999999799995932192048082,200004067807952518,200004067807952518
8620,1999999799996408174656575,200003591825344025,200003591825344025
8630,1999999799996874725795766,200003125274204834,200003125274204834
8640,1999999799996946723293991,200003053276706609,200003053276706609
8650,1999999799996608876275013,200003391123725587,200003391123725587
8660,1999999799996678992659905,200003321007340695,200003321007340695
8670,1999999799996741273641378,200003258726359222,200003258726359222
8680,1999999799995618695328691,200004381304671909,200004381304671909
8690,1999999799996099356821000,200003900643179600,200003900643179600
8700,1999999799995381254343203,200004618745657397,200004618745657397
8710,1999999799995075231481830,200004924768518770,200004924768518770
8720,1999999799995573749841992,200004426250158608,200004426250158608
8730,1999999799995264687312830,200004735312687770,200004735312687770
8740,1999999799995363821176405,200004636178824195,200004636178824195
8750,1999999799995854273882915,200004145726117685,200004145726117685
8760,1999999799995933666653759,200004066333346841,200004066333346841
8770,1999999799996019618916197,200003980381084403,200003980381084403
8780,1999999799995309269584766,200004690730415834,200004690730415834
8790,1999999799995797565462423,200004202434538177,200004202434538177
8800,1999999799996280181012523,200003719818988077,200003719818988077
8810,1999999799996357589810807,200003642410189793,200003642410189793
8820,1999999799996030640617785,200003969359382815,200003969359382815
8830,1999999799996907363646604,200003092636353996,200003092636353996
8840,1999999799996172461092873,200003827538907727,200003827538907727
8850,1999999799996251091558151,200003748908442449,200003748908442449
8860,1999999799997513661695443,200002486338305157,200002486338305157
8870,1999999799997564277983952,200002435722016648,200002435722016648
8880,1999999799997617144120301,200002382855880299,200002382855880299
8890,1999999799997658499669777,200002341500330823,200002341500330823
8900,1999999799997703878861533,200002296121139067,200002296121139067
8910,1999999799998534055843539,200001465944157061,200001465944157061
8920,1999999799998958479085739,200001041520914861,200001041520914861
8930,1999999799999766951914233,200000233048086367,200000233048086367
8940,1999999799998980131553020,200001019868447580,200001019868447580
8950,1999999799998604583705169,200001395416295431,200001395416295431
8960,1999999799998241190159064,200001758809841536,200001758809841536
8970,1999999799999462754143864,200000537245856736,200000537245856736
8980,1999999799999079180376495,200000920819624105,200000920819624105
8990,1999999799999496737706022,200000503262294578,200000503262294578
9000,1999999799999106090306509,200000893909694091,200000893909694091
9010,1999999799998335490267927,200001664509732673,200001664509732673
9020,1999999799998759200637249,200001240799363351,200001240799363351
9030,1999999799999182309142644,200000817690857956,200000817690857956
9040,1999999799998803391089389,200001196608911211,200001196608911211
9050,1999999799999224958497915,200000775041502685,200000775041502685
9060,1999999799998451926381989,200001548073618611,200001548073618611
9070,1999999799997294836095095,200002705163905505,200002705163905505
9080,1999999799996949261718177,200003050738282423,200003050738282423
9090,1999999799997797628778663,200002202371221937,200002202371221937
9100,1999999799997444739248319,200002555260752281,200002555260752281
9110,1999999799997495917030578,200002504082970022,200002504082970022
9120,1999999799997148875047753,200002851124952847,200002851124952847
9130,1999999799996809434045794,200003190565954806,200003190565954806
9140,1999999799996479976343600,200003520023657000,200003520023657000
9150,1999999799997344651151997,200002655348848603,200002655348848603
9160,1999999799996997440777758,200003002559222842,200003002559222842
9170,1999999799997063902955280,200002936097045320,200002936097045320
9180,1999999799997522965768442,200002477034232158,200002477034232158
9190,1999999799998367812445054,200001632187555546,200001632187555546
9200,1999999799997999530269705,200002000469730895,200002000469730895
9210,1999999799997250011932480,200002749988068120,200002749988068120
9220,1999999799997301874510208,200002698125490392,200002698125490392
9230,1999999799997756242105412,200002243757895188,200002243757895188
9240,1999999799997798065336636,200002201934663964,200002201934663964
9250,1999999799997049326596181,200002950673404419,200002950673404419
9260,1999999799996707188545968,200003292811454632,200003292811454632
9270,1999999799995186494695398,200004813505305202,200004813505305202
9280,1999999799995674894016163,200004325105984437,200004325105984437
9290,1999999799996553257025919,200003446742974681,200003446742974681
9300,1999999799996624523009680,200003375476990920,200003375476990920
9310,1999999799996687184115646,200003312815884954,200003312815884954
9320,1999999799996758930776569,200003241069224031,200003241069224031
9330,1999999799997616543587350,200002383456413250,200002383456413250
9340,1999999799998454116940442,200001545883060158,200001545883060158
9350,1999999799998481438066740,200001518561933860,200001518561933860
9360,1999999799998515300239612,200001484699760988,200001484699760988
9370,1999999799999736052014560,200000263947986040,200000263947986040
9380,1999999799998949112228569,200001050887772031,200001050887772031
9390,1999999799998578102008838,200001421897991762,200001421897991762
9400,1999999799998211256036610,200001788743963990,200001788743963990
9410,1999999799998648476800425,200001351523200175,200001351523200175
9420,1999999799998278605040674,200001721394959926,200001721394959926
9430,1999999799998704191800818,200001295808199782,200001295808199782
9440,1999999799998333301451075,200001666698549525,200001666698549525
9450,1999999799997964135607681,200002035864392919,200002035864392919
9460,1999999799998010547154858,200001989452845742,200001989452845742
9470,1999999799998046724987550,200001953275013050,200001953275013050
9480,1999999799998086890206614,200001913109793986,200001913109793986
9490,1999999799997726640290043,200002273359710557,200002273359710557
9500,1999999799997380530312710,200002619469687890,200002619469687890
9510,1999999799997830244348721,200002169755651879,200002169755651879
9520,1999999799998266180634363,200001733819366237,200001733819366237
9530,1999999799998299437689931,200001700562310669,200001700562310669
9540,1999999799998339270815688,200001660729184912,200001660729184912
9550,1999999799999161542399453,200000838457601147,200000838457601147
9560,1999999800000362560223265,199999637439777335,199999637439777335
9570,1999999799999169049349350,200000830950651250,200000830950651250
9580,1999999799999186961387843,200000813038612757,200000813038612757
9590,1999999799998410721428443,200001589278572157,200001589278572157
9600,1999999799997649232654870,200002350767345730,200002350767345730
9610,1999999799996900354802058,200003099645198542,200003099645198542
9620,1999999799996572288303682,200003427711696918,200003427711696918
9630,1999999799996635931255198,200003364068745402,200003364068745402
9640,1999999799996310782225106,200003689217775494,200003689217775494
9650,1999999799995987965485928,200004012034514672,200004012034514672
9660,1999999799996070434261159,200003929565739441,200003929565739441
9670,1999999799996942311278517,200003057688722083,200003057688722083
9680,1999999799995819721691880,200004180278308720,200004180278308720
9690,1999999799995512143017157,200004487856983443,200004487856983443
9700,1999999799995997194204366,200004002805796234,200004002805796234
9710,1999999799994888605627312,200005111394373288,200005111394373288
9720,1999999799994601182248085,200005398817752515,200005398817752515
9730,1999999799994709575170905,200005290424829695,200005290424829695
9740,1999999799994807036786822,200005192963213778,200005192963213778
9750,1999999799993722777793034,200006277222207566,200006277222207566
9760,1999999799994639779526712,200005360220473888,200005360220473888
9770,1999999799995935073647523,200004064926353077,200004064926353077
9780,1999999799996013870450793,200003986129549807,200003986129549807
9790,1999999799996886275898690,200003113724101910,200003113724101910
9800,1999999799996552846423441,200003447153577159,200003447153577159
9810,1999999799996622518163820,200003377481836780,200003377481836780
9820,1999999799996296769522497,200003703230478103,200003703230478103
9830,1999999799996373109229140,200003626890771460,200003626890771460
9840,1999999799996846586391416,200003153413609184,200003153413609184
9850,1999999799997304474626078,200002695525374522,200002695525374522
9860,1999999799997362454116028,200002637545884572,200002637545884572
9870,1999999799998212914929307,200001787085071293,200001787085071293
9880,1999999799997851671779458,200002148328221142,200002148328221142
9890,1999999799997894783727803,200002105216272797,200002105216272797
9900,1999999799997141847994917,200002858152005683,200002858152005683
9910,1999999799996015338267838,200003984661732762,200003984661732762
9920,1999999799996886867316759,200003113132683841,200003113132683841
9930,1999999799996158499590076,200003841500410524,200003841500410524
9940,1999999799996235976030848,200003764023969752,200003764023969752
9950,1999999799995911556389156,200004088443611444,200004088443611444
9960,1999999799996789178953971,200003210821046629,200003210821046629
9970,1999999799997646204381222,200002353795619378,200002353795619378
9980,1999999799997694945177765,200002305054822835,200002305054822835
9990,1999999799996951417251495,200003048582749105,200003048582749105
10000,1999999799997800507387544,200002199492613056,200002199492613056
