Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C1_1::M2_1,OH-::C1_1::M2_1,H+::C1_1::M2_1,l::C1_1::M2_1,m::C1_1::M2_1,n::C1_1::M2_1,q::C1_1::M2_1,en_Y::C1_1::M2_1,ATP::C1_1::M2_1,ADP::C1_1::M2_1,Pi::C1_1::M2_1,mem_P3::C1_1::M2_1,mem_P4::C1_1::M2_1,mem_P5::C1_1::M2_1,H2O::C1_2::M2_1,OH-::C1_2::M2_1,H+::C1_2::M2_1,l::C1_2::M2_1,m::C1_2::M2_1,n::C1_2::M2_1,q::C1_2::M2_1,en_Y::C1_2::M2_1,ATP::C1_2::M2_1,ADP::C1_2::M2_1,Pi::C1_2::M2_1,mem_P3::C1_2::M2_1,mem_P4::C1_2::M2_1,mem_P5::C1_2::M2_1,H2O::C2_1::M1_1,OH-::C2_1::M1_1,H+::C2_1::M1_1,l::C2_1::M1_1,m::C2_1::M1_1,n::C2_1::M1_1,q::C2_1::M1_1,en_Y::C2_1::M1_1,ATP::C2_1::M1_1,ADP::C2_1::M1_1,Pi::C2_1::M1_1,mem_P3::C2_1::M1_1,mem_P4::C2_1::M1_1,mem_P5::C2_1::M1_1,H2O::C2_1::M1_2,OH-::C2_1::M1_2,H+::C2_1::M1_2,l::C2_1::M1_2,m::C2_1::M1_2,n::C2_1::M1_2,q::C2_1::M1_2,en_Y::C2_1::M1_2,ATP::C2_1::M1_2,ADP::C2_1::M1_2,Pi::C2_1::M1_2,mem_P3::C2_1::M1_2,mem_P4::C2_1::M1_2,mem_P5::C2_1::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999299073,800927,800927,951687,0,0,1874,9999960870,777,777,0,28868,0,3000,2000,634,97,6550,1509,9961547,10038453,10038453,1000,500,300,9999960850,791,791,18,28796,0,3000,2000,603,79,6573,1552,9961541,10038459,10038459,1000,500,300,9999991615,783,783,1920,0,0,3000,2000,25,97,5282,1873,9992298,10007702,10007702,1000,100,300,9999991632,788,788,2188,0,0,3000,2000,632,39137,5000,1488,9992320,10007680,10007680,1000,100,300,9999991572,822,822,1851,0,0,3000,2000,716,39159,4668,1704,9992294,10007706,10007706,1000,100,300,999997201,101,101,0,39879,97032,170,10000,997202,1002798,1002798,5000,3000,2000,999997205,101,101,2,39804,97034,172,10000,997206,1002794,1002794,5000,3000,2000,999997172,106,106,5,39873,96998,180,10000,997178,1002822,1002822,5000,3000,2000,999997130,94,94,3,39764,96948,176,10000,997124,1002876,1002876,5000,3000,2000,999997171,98,98,2,11273,96987,182,10000,997169,1002831,1002831,5000,1000,2000,999997169,106,106,5,11237,97007,168,10000,997175,1002825,1002825,5000,1000,2000,999997454,104,104,0,40344,97434,24,10000,997458,1002542,1002542,5000,3000,2000,999997455,100,100,0,40230,97429,26,10000,997455,1002545,1002545,5000,3000,2000,999997494,95,95,1,11653,97461,28,10000,997489,1002511,1002511,5000,1000,2000,999993174,98,98,0,53815,92952,220,10000,993172,1006828,1006828,5000,1000,2000,999993298,101,101,0,53851,93010,289,10000,993299,1006701,1006701,5000,1000,2000
1100,9999999265720,834280,834280,946886,0,0,2107,9999960825,822,822,5,27939,0,3000,2000,641,43,7496,1460,9961547,10038453,10038453,1000,500,300,9999960824,817,817,13,27830,0,3000,2000,638,38,7500,1504,9961541,10038459,10038459,1000,500,300,9999991586,812,812,2878,0,0,3000,2000,8,37,5361,1814,9992298,10007702,10007702,1000,100,300,9999991617,803,803,3159,0,0,3000,2000,399,35501,5314,1448,9992320,10007680,10007680,1000,100,300,9999991546,848,848,2828,0,0,3000,2000,439,35641,5067,1667,9992294,10007706,10007706,1000,100,300,999996899,102,102,0,39598,96728,173,10000,996901,1003099,1003099,5000,3000,2000,999996866,102,102,0,39496,96698,170,10000,996868,1003132,1003132,5000,3000,2000,999996860,108,108,0,39576,96683,185,10000,996868,1003132,1003132,5000,3000,2000,999996802,93,93,0,39454,96624,171,10000,996795,1003205,1003205,5000,3000,2000,999996868,94,94,4,10994,96705,157,10000,996862,1003138,1003138,5000,1000,2000,999996886,101,101,0,10941,96702,185,10000,996887,1003113,1003113,5000,1000,2000,999997434,98,98,0,40361,97426,6,10000,997432,1002568,1002568,5000,3000,2000,999997434,99,99,0,40257,97427,6,10000,997433,1002567,1002567,5000,3000,2000,999997464,94,94,0,11651,97453,5,10000,997458,1002542,1002542,5000,1000,2000,999992869,89,89,0,57218,92719,139,10000,992858,1007142,1007142,5000,1000,2000,999992901,99,99,3,57095,92736,164,10000,992900,1007100,1007100,5000,1000,2000
1200,9999999237759,862241,862241,942127,0,0,2335,9999960761,886,886,1,26975,0,3000,2000,646,27,8397,1422,9961547,10038453,10038453,1000,500,300,9999960787,854,854,13,26906,0,3000,2000,581,17,8466,1460,9961541,10038459,10038459,1000,500,300,9999991555,843,843,3857,0,0,3000,2000,1,23,5379,1756,9992298,10007702,10007702,1000,100,300,9999991555,865,865,4128,0,0,3000,2000,247,32209,5510,1402,9992320,10007680,10007680,1000,100,300,9999991526,868,868,3755,0,0,3000,2000,273,32391,5306,1625,9992294,10007706,10007706,1000,100,300,999996593,102,102,3,39307,96428,167,10000,996595,1003405,1003405,5000,3000,2000,999996551,107,107,3,39172,96368,190,10000,996558,1003442,1003442,5000,3000,2000,999996528,109,109,6,39256,96356,181,10000,996537,1003463,1003463,5000,3000,2000,999996497,91,91,1,39153,96313,175,10000,996488,1003512,1003512,5000,3000,2000,999996577,100,100,5,10673,96383,194,10000,996577,1003423,1003423,5000,1000,2000,999996557,102,102,2,10611,96368,191,10000,996559,1003441,1003441,5000,1000,2000,999997433,92,92,0,40361,97422,3,10000,997425,1002575,1002575,5000,3000,2000,999997432,95,95,0,40260,97424,3,10000,997427,1002573,1002573,5000,3000,2000,999997463,90,90,0,11655,97453,0,10000,997453,1002547,1002547,5000,1000,2000,999992669,93,93,2,60360,92569,93,10000,992662,1007338,1007338,5000,1000,2000,999992659,102,102,0,60176,92567,94,10000,992661,1007339,1007339,5000,1000,2000
1300,9999999214354,885646,885646,937450,0,0,2571,9999960751,896,896,0,25999,0,3000,2000,609,17,9409,1385,9961547,10038453,10038453,1000,500,300,9999960784,857,857,1,25973,0,3000,2000,607,12,9424,1413,9961541,10038459,10038459,1000,500,300,9999991536,862,862,4762,0,0,3000,2000,1,12,5385,1692,9992298,10007702,10007702,1000,100,300,9999991533,887,887,5104,0,0,3000,2000,154,29241,5649,1361,9992320,10007680,10007680,1000,100,300,9999991526,868,868,4655,0,0,3000,2000,161,29362,5453,1578,9992294,10007706,10007706,1000,100,300,999996267,98,98,0,38950,96067,198,10000,996265,1003735,1003735,5000,3000,2000,999996198,113,113,2,38830,96023,188,10000,996211,1003789,1003789,5000,3000,2000,999996220,104,104,1,38964,96063,161,10000,996224,1003776,1003776,5000,3000,2000,999996177,93,93,5,38850,96008,162,10000,996170,1003830,1003830,5000,3000,2000,999996248,94,94,3,10363,96070,172,10000,996242,1003758,1003758,5000,1000,2000,999996234,98,98,0,10301,96056,176,10000,996232,1003768,1003768,5000,1000,2000,999997429,93,93,0,40368,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997424,100,100,0,40264,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997466,87,87,0,11655,97453,0,10000,997453,1002547,1002547,5000,1000,2000,999992535,88,88,0,63233,92474,49,10000,992523,1007477,1007477,5000,1000,2000,999992509,105,105,2,63095,92457,57,10000,992514,1007486,1007486,5000,1000,2000
1400,9999999194419,905581,905581,932892,0,0,2778,9999960748,899,899,1,25047,0,3000,2000,616,9,10364,1351,9961547,10038453,10038453,1000,500,300,9999960759,882,882,0,25050,0,3000,2000,593,3,10345,1370,9961541,10038459,10038459,1000,500,300,9999991538,860,860,5646,0,0,3000,2000,1,7,5385,1653,9992298,10007702,10007702,1000,100,300,9999991495,925,925,5988,0,0,3000,2000,87,26473,5724,1317,9992320,10007680,10007680,1000,100,300,9999991505,889,889,5570,0,0,3000,2000,100,26615,5531,1531,9992294,10007706,10007706,1000,100,300,999995943,92,92,1,38648,95761,174,10000,995935,1004065,1004065,5000,3000,2000,999995884,106,106,0,38506,95697,193,10000,995890,1004110,1004110,5000,3000,2000,999995936,97,97,2,38656,95752,181,10000,995933,1004067,1004067,5000,3000,2000,999995880,90,90,2,38553,95708,162,10000,995870,1004130,1004130,5000,3000,2000,999995938,100,100,3,10051,95756,182,10000,995938,1004062,1004062,5000,1000,2000,999995906,96,96,1,9977,95729,173,10000,995902,1004098,1004098,5000,1000,2000,999997430,92,92,0,40371,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997427,97,97,0,40265,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997470,83,83,0,11656,97453,0,10000,997453,1002547,1002547,5000,1000,2000,999992462,86,86,0,65934,92407,41,10000,992448,1007552,1007552,5000,1000,2000,999992429,107,107,0,65779,92394,42,10000,992436,1007564,1007564,5000,1000,2000
1500,9999999178474,921526,921526,928283,0,0,2998,9999960730,917,917,10,24175,0,3000,2000,578,7,11312,1304,9961547,10038453,10038453,1000,500,300,9999960763,878,878,16,24172,0,3000,2000,580,3,11268,1328,9961541,10038459,10038459,1000,500,300,9999991496,902,902,6574,0,0,3000,2000,0,4,5386,1606,9992298,10007702,10007702,1000,100,300,9999991502,918,918,6959,0,0,3000,2000,60,24051,5774,1289,9992320,10007680,10007680,1000,100,300,9999991479,915,915,6505,0,0,3000,2000,57,24115,5586,1475,9992294,10007706,10007706,1000,100,300,999995629,91,91,4,38334,95445,175,10000,995620,1004380,1004380,5000,3000,2000,999995563,106,106,0,38209,95400,169,10000,995569,1004431,1004431,5000,3000,2000,999995642,86,86,3,38375,95471,157,10000,995628,1004372,1004372,5000,3000,2000,999995573,89,89,1,38247,95402,160,10000,995562,1004438,1004438,5000,3000,2000,999995621,105,105,2,9756,95461,165,10000,995626,1004374,1004374,5000,1000,2000,999995601,91,91,2,9674,95426,166,10000,995592,1004408,1004408,5000,1000,2000,999997429,93,93,0,40371,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997420,104,104,0,40267,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997467,85,85,0,11656,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992408,90,90,1,68330,92381,17,10000,992398,1007602,1007602,5000,1000,2000,999992375,106,106,0,68236,92351,30,10000,992381,1007619,1007619,5000,1000,2000
1600,9999999164652,935348,935348,923636,0,0,3230,9999960735,912,912,0,23235,0,3000,2000,592,4,12202,1264,9961547,10038453,10038453,1000,500,300,9999960744,897,897,0,23215,0,3000,2000,606,0,12162,1286,9961541,10038459,10038459,1000,500,300,9999991488,910,910,7516,0,0,3000,2000,0,3,5386,1556,9992298,10007702,10007702,1000,100,300,9999991474,946,946,7835,0,0,3000,2000,44,21829,5800,1237,9992320,10007680,10007680,1000,100,300,9999991482,912,912,7463,0,0,3000,2000,36,21847,5620,1427,9992294,10007706,10007706,1000,100,300,999995322,87,87,0,38015,95126,183,10000,995309,1004691,1004691,5000,3000,2000,999995269,108,108,0,37890,95078,199,10000,995277,1004723,1004723,5000,3000,2000,999995336,89,89,1,38044,95138,187,10000,995325,1004675,1004675,5000,3000,2000,999995286,91,91,2,37951,95105,172,10000,995277,1004723,1004723,5000,3000,2000,999995330,109,109,3,9468,95173,166,10000,995339,1004661,1004661,5000,1000,2000,999995284,102,102,2,9372,95124,162,10000,995286,1004714,1004714,5000,1000,2000,999997432,90,90,0,40371,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997417,107,107,0,40268,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997460,92,92,0,11656,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992383,89,89,0,70535,92364,8,10000,992372,1007628,1007628,5000,1000,2000,999992346,101,101,0,70483,92330,17,10000,992347,1007653,1007653,5000,1000,2000
1700,9999999153210,946790,946790,919107,0,0,3427,9999960725,922,922,13,22370,0,3000,2000,583,3,13123,1229,9961547,10038453,10038453,1000,500,300,9999960713,928,928,10,22359,0,3000,2000,560,0,13083,1251,9961541,10038459,10038459,1000,500,300,9999991477,921,921,8429,0,0,3000,2000,0,0,5386,1504,9992298,10007702,10007702,1000,100,300,9999991460,960,960,8779,0,0,3000,2000,25,19786,5816,1207,9992320,10007680,10007680,1000,100,300,9999991465,929,929,8391,0,0,3000,2000,20,19794,5643,1382,9992294,10007706,10007706,1000,100,300,999995022,85,85,4,37717,94827,180,10000,995007,1004993,1004993,5000,3000,2000,999994933,106,106,3,37586,94774,165,10000,994939,1005061,1005061,5000,3000,2000,999995021,87,87,2,37746,94840,168,10000,995008,1004992,1004992,5000,3000,2000,999994956,96,96,1,37626,94780,172,10000,994952,1005048,1005048,5000,3000,2000,999995056,102,102,1,9202,94907,151,10000,995058,1004942,1004942,5000,1000,2000,999995002,105,105,4,9095,94847,160,10000,995007,1004993,1004993,5000,1000,2000,999997433,89,89,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997423,101,101,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997460,92,92,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992371,85,85,0,72559,92345,11,10000,992356,1007644,1007644,5000,1000,2000,999992323,101,101,0,72520,92314,10,10000,992324,1007676,1007676,5000,1000,2000
1800,9999999143660,956340,956340,914656,0,0,3609,9999960725,922,922,9,21458,0,3000,2000,601,1,14018,1196,9961547,10038453,10038453,1000,500,300,9999960688,953,953,12,21485,0,3000,2000,572,0,13961,1220,9961541,10038459,10038459,1000,500,300,9999991450,948,948,9360,0,0,3000,2000,0,0,5386,1455,9992298,10007702,10007702,1000,100,300,9999991441,979,979,9643,0,0,3000,2000,15,17887,5832,1170,9992320,10007680,10007680,1000,100,300,9999991429,965,965,9263,0,0,3000,2000,17,17931,5651,1350,9992294,10007706,10007706,1000,100,300,999994710,90,90,4,37428,94537,163,10000,994700,1005300,1005300,5000,3000,2000,999994633,105,105,2,37286,94474,164,10000,994638,1005362,1005362,5000,3000,2000,999994724,97,97,0,37465,94559,162,10000,994721,1005279,1005279,5000,3000,2000,999994650,97,97,0,37343,94497,150,10000,994647,1005353,1005353,5000,3000,2000,999994771,100,100,2,8899,94603,168,10000,994771,1005229,1005229,5000,1000,2000,999994719,102,102,1,8791,94543,178,10000,994721,1005279,1005279,5000,1000,2000,999997436,86,86,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997416,108,108,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997459,93,93,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992351,89,89,0,74448,92335,5,10000,992340,1007660,1007660,5000,1000,2000,999992312,104,104,0,74380,92311,5,10000,992316,1007684,1007684,5000,1000,2000
1900,9999999136129,963871,963871,910166,0,0,3795,9999960713,934,934,0,20536,0,3000,2000,635,0,14921,1159,9961547,10038453,10038453,1000,500,300,9999960678,963,963,11,20590,0,3000,2000,556,0,14849,1183,9961541,10038459,10038459,1000,500,300,9999991439,959,959,10229,0,0,3000,2000,0,0,5386,1416,9992298,10007702,10007702,1000,100,300,9999991442,978,978,10546,0,0,3000,2000,8,16186,5837,1140,9992320,10007680,10007680,1000,100,300,9999991427,967,967,10174,0,0,3000,2000,14,16268,5656,1307,9992294,10007706,10007706,1000,100,300,999994422,88,88,2,37122,94231,179,10000,994410,1005590,1005590,5000,3000,2000,999994346,102,102,3,37021,94208,140,10000,994348,1005652,1005652,5000,3000,2000,999994422,105,105,1,37174,94268,159,10000,994427,1005573,1005573,5000,3000,2000,999994368,98,98,2,37035,94189,177,10000,994366,1005634,1005634,5000,3000,2000,999994450,98,98,6,8586,94290,158,10000,994448,1005552,1005552,5000,1000,2000,999994404,104,104,1,8482,94234,174,10000,994408,1005592,1005592,5000,1000,2000,999997431,91,91,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997427,97,97,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997459,93,93,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992343,92,92,0,76142,92328,7,10000,992335,1007665,1007665,5000,1000,2000,999992306,105,105,0,76040,92308,3,10000,992311,1007689,1007689,5000,1000,2000
2000,9999999129153,970847,970847,905660,0,0,3971,9999960721,926,926,9,19653,0,3000,2000,588,0,15803,1133,9961547,10038453,10038453,1000,500,300,9999960688,953,953,9,19713,0,3000,2000,566,0,15709,1146,9961541,10038459,10038459,1000,500,300,9999991424,974,974,11142,0,0,3000,2000,0,0,5386,1371,9992298,10007702,10007702,1000,100,300,9999991446,974,974,11472,0,0,3000,2000,5,14682,5845,1112,9992320,10007680,10007680,1000,100,300,9999991414,980,980,11074,0,0,3000,2000,6,14728,5663,1267,9992294,10007706,10007706,1000,100,300,999994105,91,91,6,36801,93910,186,10000,994096,1005904,1005904,5000,3000,2000,999994066,99,99,2,36710,93897,168,10000,994065,1005935,1005935,5000,3000,2000,999994146,103,103,0,36892,93986,163,10000,994149,1005851,1005851,5000,3000,2000,999994078,95,95,6,36748,93902,171,10000,994073,1005927,1005927,5000,3000,2000,999994172,91,91,5,8290,93994,169,10000,994163,1005837,1005837,5000,1000,2000,999994112,107,107,10,8196,93948,171,10000,994119,1005881,1005881,5000,1000,2000,999997423,99,99,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997424,100,100,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997455,97,97,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992335,92,92,0,77643,92325,2,10000,992327,1007673,1007673,5000,1000,2000,999992295,109,109,0,77572,92300,4,10000,992304,1007696,1007696,5000,1000,2000
2100,9999999123768,976232,976232,901210,0,0,4179,9999960707,940,940,7,18730,0,3000,2000,613,0,16712,1086,9961547,10038453,10038453,1000,500,300,9999960677,964,964,10,18842,0,3000,2000,603,0,16598,1100,9961541,10038459,10038459,1000,500,300,9999991413,985,985,12052,0,0,3000,2000,0,0,5386,1325,9992298,10007702,10007702,1000,100,300,9999991430,990,990,12349,0,0,3000,2000,5,13262,5847,1087,9992320,10007680,10007680,1000,100,300,9999991423,971,971,11944,0,0,3000,2000,3,13299,5670,1223,9992294,10007706,10007706,1000,100,300,999993788,91,91,0,36487,93596,183,10000,993779,1006221,1006221,5000,3000,2000,999993790,97,97,1,36432,93619,168,10000,993787,1006213,1006213,5000,3000,2000,999993878,94,94,1,36622,93716,156,10000,993872,1006128,1006128,5000,3000,2000,999993759,97,97,3,36459,93613,143,10000,993756,1006244,1006244,5000,3000,2000,999993852,97,97,1,7973,93677,172,10000,993849,1006151,1006151,5000,1000,2000,999993815,109,109,0,7909,93661,163,10000,993824,1006176,1006176,5000,1000,2000,999997420,102,102,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997428,96,96,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997460,92,92,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992330,95,95,0,79063,92325,0,10000,992325,1007675,1007675,5000,1000,2000,999992294,103,103,0,78998,92297,0,10000,992297,1007703,1007703,5000,1000,2000
2200,9999999118970,981030,981030,896803,0,0,4365,9999960694,953,953,6,17887,0,3000,2000,564,0,17663,1059,9961547,10038453,10038453,1000,500,300,9999960657,984,984,2,17949,0,3000,2000,588,0,17473,1063,9961541,10038459,10038459,1000,500,300,9999991410,988,988,12938,0,0,3000,2000,0,0,5386,1275,9992298,10007702,10007702,1000,100,300,9999991425,995,995,13260,0,0,3000,2000,4,12026,5848,1047,9992320,10007680,10007680,1000,100,300,9999991427,967,967,12827,0,0,3000,2000,1,12079,5671,1191,9992294,10007706,10007706,1000,100,300,999993467,87,87,5,36193,93302,152,10000,993454,1006546,1006546,5000,3000,2000,999993458,107,107,2,36125,93312,153,10000,993465,1006535,1006535,5000,3000,2000,999993580,98,98,2,36331,93425,153,10000,993578,1006422,1006422,5000,3000,2000,999993481,99,99,4,36151,93305,175,10000,993480,1006520,1006520,5000,3000,2000,999993548,97,97,6,7693,93397,148,10000,993545,1006455,1006455,5000,1000,2000,999993511,108,108,4,7606,93358,161,10000,993519,1006481,1006481,5000,1000,2000,999997421,101,101,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997425,99,99,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997461,91,91,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992326,98,98,0,80298,92324,0,10000,992324,1007676,1007676,5000,1000,2000,999992302,94,94,0,80216,92295,1,10000,992296,1007704,1007704,5000,1000,2000
2300,9999999115728,984272,984272,892474,0,0,4535,9999960680,967,967,7,17015,0,3000,2000,567,0,18510,1024,9961547,10038453,10038453,1000,500,300,9999960654,987,987,1,17076,0,3000,2000,572,0,18387,1027,9961541,10038459,10038459,1000,500,300,9999991393,1005,1005,13829,0,0,3000,2000,0,0,5386,1241,9992298,10007702,10007702,1000,100,300,9999991419,1001,1001,14103,0,0,3000,2000,2,10915,5849,1022,9992320,10007680,10007680,1000,100,300,9999991424,970,970,13677,0,0,3000,2000,1,10898,5671,1151,9992294,10007706,10007706,1000,100,300,999993169,89,89,5,35901,93010,148,10000,993158,1006842,1006842,5000,3000,2000,999993175,109,109,4,35840,93027,157,10000,993184,1006816,1006816,5000,3000,2000,999993277,98,98,5,36030,93124,151,10000,993275,1006725,1006725,5000,3000,2000,999993174,100,100,2,35875,93029,145,10000,993174,1006826,1006826,5000,3000,2000,999993280,95,95,4,7401,93105,170,10000,993275,1006725,1006725,5000,1000,2000,999993202,112,112,6,7297,93049,165,10000,993214,1006786,1006786,5000,1000,2000,999997424,98,98,0,40372,97422,0,10000,997422,1002578,1002578,5000,3000,2000,999997426,98,98,0,40269,97424,0,10000,997424,1002576,1002576,5000,3000,2000,999997467,85,85,0,11657,97452,0,10000,997452,1002548,1002548,5000,1000,2000,999992320,103,103,0,81407,92322,1,10000,992323,1007677,1007677,5000,1000,2000,999992301,95,95,0,81397,92295,1,10000,992296,1007704,1007704,5000,1000,2000
