Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C1_1::M2_1,r2_1_001::C1_1::M2_1,r2_2_100::C1_1::M2_1,r2_2_110::C1_1::M2_1,rM_120::C1_1::M2_1,rM_130::C1_1::M2_1,r1_2_000::C1_2::M2_1,r2_1_001::C1_2::M2_1,r2_2_100::C1_2::M2_1,r2_2_110::C1_2::M2_1,rM_120::C1_2::M2_1,rM_130::C1_2::M2_1,r1_2_000::C2_1::M1_1,r2_1_001::C2_1::M1_1,r2_2_100::C2_1::M1_1,r2_2_110::C2_1::M1_1,rM_120::C2_1::M1_1,rM_130::C2_1::M1_1,r1_2_000::C2_1::M1_2,r2_1_001::C2_1::M1_2,r2_2_100::C2_1::M1_2,r2_2_110::C2_1::M1_2,rM_120::C2_1::M1_2,rM_130::C2_1::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C1_1::M2_1,r2_1_001::C1_1::M2_1,r2_2_100::C1_1::M2_1,r2_2_110::C1_1::M2_1,rM_120::C1_1::M2_1,rM_130::C1_1::M2_1,r1_2_000::C1_2::M2_1,r2_1_001::C1_2::M2_1,r2_2_100::C1_2::M2_1,r2_2_110::C1_2::M2_1,rM_120::C1_2::M2_1,rM_130::C1_2::M2_1,r1_2_000::C2_1::M1_1,r2_1_001::C2_1::M1_1,r2_2_100::C2_1::M1_1,r2_2_110::C2_1::M1_1,rM_120::C2_1::M1_1,rM_130::C2_1::M1_1,r1_2_000::C2_1::M1_2,r2_1_001::C2_1::M1_2,r2_2_100::C2_1::M1_2,r2_2_110::C2_1::M1_2,rM_120::C2_1::M1_2,rM_130::C2_1::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1
0,10000000000008.0,100000,9999999538.0,102,1000,500,7526.0,0,0,0,10000000000.0,101,1000,500,8246.0,0,0,0,9999999911.0,100,1000,100,10000.0,12,0,0,9999999913.0,101,1000,100,6806.0,13,0,0,10000000000.0,100,1000,100,9097.0,10,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,3000,0,0,1000000002.0,100,0,3000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,0,9.999999999e-11,9.999000099990002e-05,9.999999999e-11,0.00010198959706109977,0.009900558768560256,0.9081099324019889,0.09090909090909091,0.7955458615543566,0.0,0.0002999100269919024,9.999999999e-11,0.00010098980003019696,0.009900745024936888,0.9076519997814531,0.09090909090909091,0.07990529742527375,0.0,0.0002999100269919024,9.999999999e-11,9.999000099990002e-05,0.009900990099009901,0.9077262793405209,0.09090909090909091,0.45570916538658474,0.013803540310006421,0.0002999100269919024,9.999999999e-11,0.00010098980003019696,0.009900872463469995,0.9081818181827264,0.09090909090909091,0.4502328790753838,0.009596959130462102,0.0002999100269919024,9.999999999e-11,9.999000099990002e-05,0.009900656798240903,0.9072712013818894,0.09090909090909091,0.46107076507346734,0.013070991920867511,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09059162471262695,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09068837617858153,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09067597329497198,0.08331141644109963,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0904824444921436,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09061726172126146,0.0,0.017823529590003568,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09068341506573904,0.06667333400006667,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959
100,9999999902432.0,197606,9999962716.0,182,1000,500,0.0,17,121,90,9999962792.0,204,1000,500,0.0,2,97,106,9999992456.0,183,1000,100,0.0,26,104,113,9999992502.0,190,1000,100,0.0,16,47,47,9999992451.0,197,1000,100,0.0,1,44,34,999999925.0,97,499,3000,5,82,999999927.0,103,502,3000,3,86,999999949.0,97,504,3000,1,76,999999920.0,107,503,3000,3,115,999999943.0,97,496,1000,4,84,999999931.0,101,502,1000,6,98,999999933.0,97,539,3000,0,81,999999931.0,94,539,3000,0,96,999999932.0,99,518,1000,6,83,999999904.0,102,783,1000,8,134,999999920.0,102,802,1000,5,128,100,9.999999999e-11,0.00019756695958338455,9.999999999e-11,0.000181966882027471,0.009851943458149715,0.2502918821294653,0.09090909090909091,0.9650788409147197,0.025255953391028905,0.0002999100269919024,9.999999999e-11,0.00020395839248793244,0.009851874830622786,0.25877971296571173,0.09090909090909091,0.9650693535024187,0.025948440842057864,0.0002999100269919024,9.999999999e-11,0.00018296651712736568,0.009851678751922003,0.2598758054920231,0.09090909090909091,0.9530054966916695,0.030110610405571493,0.0002999100269919024,9.999999999e-11,0.00018996390685769706,0.009851757183411636,0.2516928117988742,0.09090909090909091,0.9528992677617257,0.02519593696064285,0.0002999100269919024,9.999999999e-11,0.00019696119864386714,0.009851551300724846,0.2611859212550848,0.09090909090909091,0.9529604793133521,0.027766202739117153,0.0002999100269919024,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.04921274815547273,0.8582409272683476,0.017823403195875855,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.04936188416474559,0.8584637762406008,0.017823417780718047,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.04936188416474559,0.8579300402793771,0.0178234420882865,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.04950916653359796,0.8580234665931938,0.017823409678046118,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.04907532084198674,0.7845644870577473,0.01782343398584091,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.04954620583597638,0.7826791833813289,0.01782341940124609,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0492941008698959,0.8586898973331477,0.017823416160201316,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.04915669707463549,0.858126906752228,0.017823408057525348,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.049008401059785045,0.7827873571037685,0.017823417780725177,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0836910756092309,0.8055344436437236,0.017823377266650255,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.08355923598166386,0.8065388051106684,0.017823408057511092
200,9999999809129.0,290946,9999961388.0,259,1000,0,0.0,0,312,300,9999961358.0,284,1000,0,0.0,0,321,300,9999992114.0,284,1000,0,0.0,11,273,300,9999992140.0,283,1000,0,0.0,8,162,290,9999992091.0,303,1000,0,0.0,22,128,290,999999694.0,98,654,3000,2,138,999999724.0,101,655,3000,0,159,999999709.0,98,666,3000,6,154,999999666.0,105,660,3000,2,132,999999717.0,94,648,1000,1,162,999999718.0,105,668,1000,4,162,999999732.0,98,643,3000,9,174,999999709.0,95,638,3000,1,161,999999703.0,94,639,1000,3,138,999999541.0,106,1280,1000,6,287,999999572.0,103,1220,1000,6,270,200,9.999999999e-11,0.00029086137504637574,9.999999999e-11,0.0002589329363694803,0.009803539080974902,0.047571245122912505,0.09090909090909091,0.9650956627590039,0.019395599540514275,0.0005516954641038146,9.999999999e-11,0.0002839193668998005,0.009803784203172024,0.04757124509417765,0.09090909090909091,0.9650943596043463,0.02008208736440927,0.0005846579750845755,9.999999999e-11,0.0002839193668998005,0.009803911666666568,0.00989108149254639,0.09090909090909091,0.9511425883915233,0.02441106179583476,0.0005956449955826327,9.999999999e-11,0.00028291993365877455,0.009803862642249474,0.00989108151431852,0.09090909090909091,0.9509525195316874,0.022191400832177532,0.0002999100269919024,9.999999999e-11,0.00030290821880970067,0.009803676349420242,0.009891081488587796,0.09090909090909091,0.9513423093953458,0.024701873935264056,0.0002999100269919024,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.025754188039184167,0.8719684505573022,0.017823030390850543,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.025682046925101256,0.8720209200140563,0.017823083889843466,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.02587946037618587,0.8720002182476362,0.01782305470897506,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.02596295737126883,0.8720381080863883,0.01782300282949495,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.025770323405283443,0.8188107150630748,0.01782306767837913,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.025809235912958,0.8178618089491744,0.017823080647564205,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.025780763651490606,0.8721761366103802,0.017823091995477554,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.025712423433175077,0.8718415529277191,0.017823049845408577,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.025806388761702503,0.8180938118723802,0.01782303849697289,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.07697135842125181,0.8469876739309274,0.01782279365976807,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.07686229185552526,0.8472502349169607,0.017822847172978034
300,9999999720367.0,379786,9999961304.0,343,1000,0,0.0,11,545,300,9999961256.0,387,1000,0,0.0,7,555,300,9999992014.0,385,1000,0,0.0,0,452,300,9999992042.0,379,1000,0,0.0,1,324,300,9999991989.0,406,1000,0,0.0,4,263,300,999999406.0,101,685,3000,0,168,999999450.0,101,682,3000,4,190,999999413.0,100,701,3000,4,174,999999385.0,95,698,3000,3,177,999999421.0,95,684,1000,6,159,999999409.0,103,696,1000,2,191,999999416.0,103,652,3000,10,191,999999402.0,102,655,3000,10,166,999999410.0,100,648,1000,0,176,999998923.0,105,1574,1000,19,394,999999005.0,96,1511,1000,2,375,300,9.999999999e-11,0.0003796418173527548,9.999999999e-11,0.00034288239133977046,0.009755453563888144,0.0475712451229121,0.09090909090909091,0.9650251618517891,0.01072854291417166,0.0011586559590874585,9.999999999e-11,0.00038685028893818094,0.0097553456996076,0.04757124509417716,0.09090909090909091,0.9650181269458207,0.010990721713680802,0.001212527991018903,9.999999999e-11,0.00038485183204466273,0.009755169194370574,0.009891081492546291,0.09090909090909091,0.9477637782690924,0.015179058353026723,0.0012773662485680813,9.999999999e-11,0.0003788564134193141,0.009755277058689567,0.009891081514318422,0.09090909090909091,0.94731682076281,0.01624548736462094,0.0007334616391568588,9.999999999e-11,0.00040583523089625617,0.009755120165126899,0.009891081488587694,0.09090909090909091,0.9481082991380834,0.019134873565253317,0.0007055019156475528,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.013194575333219521,0.8759594982822719,0.017822568220399414,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.013131275251503495,0.8759390743346168,0.017822639588670145,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.013261761919797919,0.8758874078377061,0.017822577952772707,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.013219893092243215,0.8759511527633489,0.01782253577839858,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.013147831441702201,0.8287852794188635,0.017822586063013336,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.013277340111460192,0.8282883213775767,0.017822576330714306,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0130533563094512,0.8760649132008832,0.017822586063000863,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.013022185287319113,0.875941560305081,0.017822566598325092,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.013068941082189645,0.8284261850360819,0.017822573086601123,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.07063628886482869,0.8618194152179899,0.017821802274010683,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.07062419667079001,0.8620235734581052,0.017821919155830618
400,9999999637681.0,463310,9999961219.0,429,1000,0,0.0,12,212,300,9999961163.0,478,1000,0,0.0,16,206,300,9999991939.0,459,1000,0,0.0,7,397,300,9999991955.0,466,1000,0,0.0,17,524,300,9999991911.0,483,1000,0,0.0,1,481,300,999999083.0,105,640,3000,2,187,999999120.0,104,644,3000,8,203,999999087.0,103,682,3000,3,186,999999063.0,91,690,3000,2,189,999999099.0,99,649,1000,6,180,999999068.0,108,687,1000,1,185,999999090.0,102,650,3000,4,180,999999096.0,100,653,3000,1,191,999999069.0,100,650,1000,0,170,999998205.0,101,1741,1000,5,467,999998250.0,97,1674,1000,0,411,400,9.999999999e-11,0.00046309544325018776,9.999999999e-11,0.00042881603791973245,0.009707775261577274,0.0475712451229117,0.09090909090909091,0.9649499963704792,0.015604701048370044,0.001600434503490904,9.999999999e-11,0.00047777162516317203,0.009707932170142873,0.04757124509417672,0.09090909090909091,0.9649409458008497,0.01565944852163934,0.001672199066563506,9.999999999e-11,0.0004587894156582129,0.009707853715866289,0.009891081492546217,0.09090909090909091,0.942787269793209,0.012702078521939957,0.0018276535663200681,9.999999999e-11,0.0004657829451475612,0.009707834102295199,0.009891081514318334,0.09090909090909091,0.9421131765992345,0.008793533516466168,0.0012225036555256368,9.999999999e-11,0.0004827668236241895,0.00970770661406419,0.009891081488587618,0.09090909090909091,0.9434329192697573,0.011786389121209306,0.0012075400840383976,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.006627779455473083,0.8774729938901507,0.01782205712156698,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.006647514830752604,0.877420816842215,0.017822109056087793,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.006676129732070753,0.8774427942305668,0.017822060367566582,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.006657382224332523,0.8774175748309802,0.01782199706853433,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.006653435290424735,0.8319300487243417,0.017822070105492725,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.006684023207834481,0.8316539560373286,0.017822034399260375,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.006660342404179974,0.8775142579539611,0.017822070105485595,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.006642581060448779,0.8774060126044364,0.017822066859528564,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.006646528080612621,0.8315712552346122,0.01782201979177236,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.06476939551369879,0.8693661822786615,0.017820616356975204,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0647921360241134,0.8694582943635276,0.01782070413634758
500,9999999562220.0,538786,9999961141.0,506,1000,0,0.0,9,24,300,9999961089.0,552,1000,0,0.0,16,26,300,9999991868.0,530,1000,0,0.0,6,70,300,9999991882.0,539,1000,0,0.0,14,177,300,9999991841.0,554,1000,0,0.0,12,289,300,999998751.0,107,626,3000,9,201,999998790.0,105,621,3000,3,192,999998747.0,100,623,3000,4,189,999998738.0,94,626,3000,4,187,999998757.0,104,629,1000,3,174,999998762.0,105,620,1000,1,190,999998770.0,105,616,3000,7,184,999998761.0,101,611,3000,6,191,999998762.0,100,612,1000,3,186,999997311.0,100,1759,1000,1,502,999997462.0,98,1772,1000,22,454,500,9.999999999e-11,0.0005384958659663594,9.999999999e-11,0.0005057440934886948,0.009661475256000777,0.047571245122911325,0.09090909090909091,0.9648683364831171,0.025841430784396567,0.0017369776588735599,9.999999999e-11,0.0005516954641038146,0.009661308525005793,0.047571245094176366,0.09090909090909091,0.9648633789072807,0.025770000281793333,0.0017967658215212617,9.999999999e-11,0.000529719248798137,0.009661239871050366,0.009891081492546147,0.09090909090909091,0.9347582294346592,0.02122058352968555,0.002089624326659974,9.999999999e-11,0.000538709635506462,0.009661543909923569,0.009891081514318263,0.09090909090909091,0.9336425015344746,0.015686807379895525,0.0015585670767931262,9.999999999e-11,0.0005536932539373188,0.009661386986657484,0.009891081488587548,0.09090909090909091,0.9359710249295745,0.012302800160538422,0.0016462852755805676,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.0032891458187979663,0.8780517107167952,0.017821514874457028,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0032990800450508817,0.8780111992819968,0.017821579831609407,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0032513939529255566,0.8780466411734044,0.017821497010424427,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.003258348458887896,0.8780217963909667,0.017821471025732814,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0032782179411914207,0.8327858089375886,0.017821518122433922,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.003263315903731184,0.832437523202602,0.01782153273814798,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0033477548913200565,0.8780689598084737,0.017821542481826713,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.003353714749866698,0.8780089627891715,0.017821521370395423,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.003335834960387583,0.8323213047182909,0.01782153273815689,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.059379491462928265,0.8738589811494509,0.017819174891391065,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.05925649277650098,0.8741602835782056,0.01781941746769896
600,9999999494903.0,606128,9999961098.0,549,1000,0,0.0,17,1,300,9999961012.0,630,1000,0,0.0,13,2,300,9999991787.0,611,1000,0,0.0,8,1,300,9999991818.0,603,1000,0,0.0,13,12,300,9999991773.0,621,1000,0,0.0,0,60,300,999998417.0,111,631,1661,5,154,999998460.0,98,643,1667,0,175,999998427.0,104,620,1598,5,183,999998408.0,89,618,1587,5,164,999998420.0,105,628,1000,6,172,999998429.0,107,628,1000,8,183,999998416.0,104,658,1697,1,186,999998426.0,105,660,1694,4,184,999998435.0,98,665,1000,8,182,999996404.0,107,1818,1000,13,499,999996600.0,100,1813,1000,7,514,600,9.999999999e-11,0.000605760831398786,9.999999999e-11,0.0005486987643783563,0.009613778094657351,0.047571245122911124,0.09090909090909091,0.9647853732955419,0.03654982173992245,0.0017001047216590147,9.999999999e-11,0.0006296033498895696,0.009613532878379502,0.047571245094176,0.09090909090909091,0.9647800344172904,0.03633614847252633,0.0017618902636845968,9.999999999e-11,0.0006106269069598476,0.009613689816811315,0.009891081492546068,0.09090909090909091,0.9160739197079035,0.03233389753096371,0.0020985866722283038,9.999999999e-11,0.0006026366101240953,0.009613483835109361,0.009891081514318199,0.09090909090909091,0.916293666718115,0.024991499489969395,0.0016702057457872977,9.999999999e-11,0.0006206145983344343,0.009613611347601627,0.009891081488587482,0.09090909090909091,0.9213274541656997,0.02081327849245938,0.001824664513269743,9.999999999e-11,0.0011087692661146129,0.0049751243781094535,0.0029910269192422734,0.8782170649458486,0.01782098042242061,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.878183052652971,0.017821025920186757,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8782414350305114,0.017820995046960577,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.0029910269192422734,0.8782029768853719,0.017820931672303978,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0016582456539687579,0.8324812373634534,0.017820986922250884,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.0015785043845679978,0.8320327130673828,0.017820991797082724,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8782312658095881,0.017820965797665938,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0029910269192422734,0.8781664043703242,0.017820986922250884,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.001690138595358059,0.8318687248353698,0.01782098692226336,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.05437620507932365,0.8768863167165505,0.01781770989444538,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.05426531073531817,0.8770987516542044,0.01781801319434481
700,9999999435082.0,665956,9999961035.0,613,1000,0,0.0,11,0,300,9999960957.0,686,1000,0,0.0,5,0,300,9999991713.0,686,1000,0,0.0,19,0,300,9999991746.0,675,1000,0,0.0,10,0,300,9999991719.0,675,1000,0,0.0,12,5,300,999998128.0,105,620,846,13,189,999998180.0,91,626,846,1,176,999998105.0,105,634,770,8,156,999998109.0,86,633,774,5,172,999998108.0,100,622,846,4,158,999998101.0,110,638,774,0,172,999998100.0,96,656,863,5,167,999998085.0,105,667,867,0,169,999998133.0,97,652,864,2,181,999995500.0,113,1875,1000,3,528,999995687.0,99,1799,1000,13,555,700,9.999999999e-11,0.0006655127977592554,9.999999999e-11,0.0006126244612052812,0.009567861681477044,0.04757124512291082,0.09090909090909091,0.9647008257626596,0.04514521813100013,0.0016422984191005797,9.999999999e-11,0.0006855297266075472,0.009567577204207357,0.04757124509417575,0.09090909090909091,0.9646923926103478,0.04527798009225541,0.001706084301928005,9.999999999e-11,0.0006855297266075472,0.009567753776325022,0.009891081492545995,0.09090909090909091,0.866195037741597,0.04197216818793955,0.0020428183508358396,9.999999999e-11,0.000674544682339421,0.00956752815638572,0.00989108151431813,0.09090909090909091,0.8588845749120069,0.035132717754452425,0.0016363180746756067,9.999999999e-11,0.000674544682339421,0.009567694918959462,0.009891081488587429,0.09090909090909091,0.8841718201571118,0.030889341479972847,0.0018376169472002044,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0029910269192422734,0.8782143366850739,0.017820499304379393,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.0029910269192422734,0.8781866381540022,0.01782056108407205,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0029910269192422734,0.8782346149008122,0.0178204619093483,9.999999999e-11,0.0008592610355094617,0.0049751243781094535,0.0029910269192422734,0.8781874531939966,0.01782043914642127,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0009990009990009992,0.8313969547641459,0.017820458657541192,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.0009990009990009992,0.8310660429901011,0.017820468412935893,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8782223616775221,0.017820439146403452,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0029910269192422734,0.8781611345059807,0.017820432642577697,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0009990009990009992,0.8309086557450741,0.01782050093023089,9.999999999e-11,0.0011287245412683665,0.0049751243781094535,0.04964737165725343,0.879055308150944,0.01781622779060191,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.049557949402267,0.8791951116270238,0.017816529960376182
