Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
a:=C1_1,0,18,1,0,8,0,7,0,11,11,0,2,1,0,1,0,9,1,7,8,11,0,3,1,0,17,1,7,10,1,0,0,0,1,11,8,14,0,0,10,2,0,1,6,0,3,9,11,13,4,12,1,12,0,1,9,0,7,0,0,11,4,5,1,9,9,8,9,0,12,2,0,9,0,8,12,15,8,0,1,0,0,10,10,14,1,10,2,0,0,7,1,13,6,1,0,0,8,1,6,3
b:=C1_1,0,43227,80695,96482,96084,95096,94106,93067,92056,91043,90050,89061,88039,87010,86036,85050,84101,83115,82150,81239,80307,79376,78461,77464,76552,75612,74628,73705,72766,71826,70912,69981,69051,68090,67143,66240,65280,64301,63356,62375,61443,60445,59434,58501,57581,56670,55718,54777,53792,52862,51882,50940,49990,49004,48062,47113,46143,45179,44260,43286,42371,41438,40506,39560,38620,37724,36761,35811,34887,33987,33080,32154,31258,30295,29381,28454,27495,26523,25616,24683,23800,22877,22000,21117,20164,19255,18327,17459,16561,15682,14797,13914,12996,12083,11144,10213,9311,8453,7514,6626,5717
c:=C1_1,0,4975,5001,4909,5001,4886,5071,4987,5115,5159,4922,4930,4985,4933,4899,4909,5059,4958,5024,4936,4879,4804,4858,4839,4958,4760,5003,5007,4967,4944,4882,4878,4907,4865,4955,4750,5049,5012,4786,4790,4803,4712,4846,4688,4896,4729,4722,4928,4714,4573,4700,4711,4637,4720,4648,4693,4639,4708,4750,4654,4527,4610,4581,4503,4564,4382,4484,4466,4499,4496,4346,4521,4381,4438,4347,4311,4400,4186,4228,4382,4171,4322,4187,4128,4209,4153,4088,4162,4143,4126,4135,4184,4025,4005,4048,4021,4013,3952,3899,3820,3849
en_X:=C1_1,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
en_Z:=C1_1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
l:=C1_1,0,949,1936,2908,3905,4895,5883,6918,7927,8939,9927,10911,11928,12952,13915,14895,15833,16810,17772,18676,19597,20516,21425,22407,23310,24234,25206,26120,27045,27976,28878,29799,30717,31665,32597,33487,34425,35384,36314,37278,38185,39171,40164,41077,41975,42864,43797,44713,45683,46594,47549,48465,49394,50343,51266,52185,53120,54059,54954,55896,56786,57688,58589,59500,60413,61289,62215,63130,64018,64887,65759,66654,67517,68452,69333,70229,71165,72094,72952,73857,74700,75583,76431,77277,78189,79054,79938,80774,81639,82487,83328,84181,85059,85935,86833,87722,88576,89401,90293,91139,92010
m:=C1_1,100000,75834,57075,42710,31914,23766,17661,13149,9785,7292,5394,4040,3020,2262,1713,1272,941,706,507,377,265,198,148,101,74,61,47,34,26,18,11,8,5,4,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n:=C1_1,0,0,2,4,5,9,11,15,17,18,23,28,33,38,49,55,66,75,78,85,96,108,114,129,138,154,166,175,189,198,210,220,232,245,260,273,295,315,330,347,372,384,402,422,444,466,485,510,525,544,569,595,616,653,672,702,737,762,786,818,843,874,905,940,967,987,1024,1059,1095,1126,1161,1192,1225,1253,1286,1317,1340,1383,1432,1460,1500,1540,1569,1606,1647,1691,1735,1767,1800,1831,1875,1905,1945,1982,2023,2065,2113,2146,2193,2235,2273
q:=C1_1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,4,1,1,1,2,3,2,2,4,1,0,2,1,3,4,1,1,2,2,2,1,3,0,2,1,5,5,7,4,4,7,5,4,4,2,5,1,8,4,1,8,5,7,4,2,8,10,8,10,3,1,3,8,6,7,3,8,6,3,5,5,4,9,11,11,6,8,3,6,8,9,8,4,7,11,7,5,8,6,5,8,11,12,14,8,6
r:=C1_1,0,0,0,2,4,9,10,15,17,17,17,20,22,26,33,38,52,59,67,70,76,83,87,93,95,109,117,127,131,139,151,161,168,175,185,190,200,208,220,235,248,254,261,276,295,298,310,324,329,341,349,369,380,399,414,424,446,467,485,500,503,522,541,558,576,582,597,604,625,633,656,658,673,682,696,707,719,724,739,759,779,791,803,806,823,844,863,885,887,890,900,910,912,919,927,941,950,964,980,1006,1016
ATP:=C1_1,10000000,9955824,9917367,9900606,9900006,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000
ADP:=C1_1,10000000,10044176,10082633,10099394,10099994,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000
Pi:=C1_1,10000000,10044176,10082633,10099394,10099994,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000
mem_P1:=C1_1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
mem_P2:=C1_1,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
mem_P6:=C1_1,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
H2O::C1_1::M1_1,1000000000,1000000005,1000000001,1000000003,1000000002,999999995,999999992,999999987,999999982,999999984,999999978,999999975,999999965,999999959,999999956,999999942,999999926,999999913,999999918,999999913,999999910,999999903,999999897,999999882,999999873,999999855,999999847,999999835,999999829,999999816,999999806,999999798,999999778,999999765,999999749,999999747,999999732,999999718,999999700,999999681,999999653,999999633,999999610,999999587,999999558,999999538,999999520,999999507,999999481,999999463,999999440,999999425,999999397,999999372,999999349,999999313,999999283,999999250,999999224,999999197,999999178,999999146,999999117,999999075,999999040,999999020,999998987,999998960,999998931,999998897,999998862,999998835,999998804,999998777,999998727,999998709,999998679,999998640,999998607,999998564,999998528,999998490,999998454,999998422,999998386,999998340,999998296,999998256,999998217,999998192,999998157,999998126,999998073,999998034,999998000,999997956,999997912,999997871,999997822,999997791,999997744
OH-::C1_1::M1_1,100,95,99,95,94,96,97,98,101,98,101,99,107,106,103,108,113,119,105,104,98,96,93,94,99,100,95,95,89,91,90,86,94,96,98,89,84,86,85,88,88,90,96,103,107,107,108,96,105,102,101,94,94,93,93,101,102,102,104,104,98,96,95,100,108,107,106,100,95,94,93,89,91,90,101,95,93,99,90,95,94,96,97,96,94,96,97,97,104,98,95,91,103,107,103,104,107,104,104,96,102
H+::C1_1::M1_1,100,95,99,95,94,96,97,98,101,98,101,99,107,106,103,108,113,119,105,104,98,96,93,94,99,100,95,95,89,91,90,86,94,96,98,89,84,86,85,88,88,90,96,103,107,107,108,96,105,102,101,94,94,93,93,101,102,102,104,104,98,96,95,100,108,107,106,100,95,94,93,89,91,90,101,95,93,99,90,95,94,96,97,96,94,96,97,97,104,98,95,91,103,107,103,104,107,104,104,96,102
l::C1_1::M1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
m::C1_1::M1_1,0,24166,42923,57286,68081,76225,82328,86836,90198,92690,94583,95932,96947,97700,98238,98673,98993,99219,99415,99538,99639,99694,99738,99770,99788,99785,99787,99791,99785,99784,99779,99772,99763,99751,99736,99724,99703,99684,99670,99653,99627,99615,99599,99578,99556,99534,99515,99490,99475,99456,99431,99405,99384,99348,99328,99298,99263,99238,99214,99182,99157,99126,99096,99061,99033,99014,98977,98941,98905,98874,98839,98808,98775,98747,98715,98683,98660,98617,98568,98541,98501,98460,98431,98396,98353,98310,98266,98233,98200,98169,98126,98095,98055,98018,97977,97935,97887,97854,97808,97765,97727
n::C1_1::M1_1,100000,100000,99996,99992,99990,99982,99978,99970,99966,99964,99954,99944,99934,99924,99902,99890,99868,99850,99844,99830,99808,99784,99772,99742,99724,99692,99668,99650,99622,99604,99580,99560,99536,99510,99480,99454,99410,99370,99341,99307,99256,99232,99198,99156,99112,99068,99030,98980,98950,98912,98862,98810,98768,98695,98656,98596,98526,98476,98428,98364,98314,98252,98191,98121,98066,98027,97953,97882,97810,97748,97678,97616,97550,97494,97429,97366,97320,97234,97136,97081,97001,96920,96862,96790,96706,96619,96531,96466,96400,96338,96251,96190,96110,96036,95954,95870,95774,95708,95615,95530,95454
q::C1_1::M1_1,0,0,2,2,1,0,0,0,0,0,2,2,5,3,8,5,5,7,1,2,4,7,4,5,10,9,8,5,7,5,6,4,4,6,7,9,11,19,14,15,13,7,6,12,9,11,13,13,11,9,10,14,7,17,14,16,22,14,14,19,19,16,16,14,15,13,16,19,21,17,16,16,20,20,13,21,12,22,29,18,21,26,20,22,27,26,27,20,21,21,26,22,21,23,26,25,32,21,18,22,19
en_Y::C1_1::M1_1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ATP::C1_1::M1_1,1000000,1000000,1000000,999998,999996,999991,999989,999985,999983,999982,999979,999974,999972,999965,999959,999950,999939,999932,999923,999917,999908,999899,999890,999876,999872,999855,999842,999830,999818,999807,999796,999784,999772,999761,999747,999736,999716,999704,999685,999669,999641,999623,999606,999590,999565,999545,999528,999503,999486,999465,999441,999419,999391,999365,999342,999314,999285,999252,999228,999201,999176,999142,999112,999075,999048,999027,998993,998960,998926,998891,998855,998824,998795,998767,998728,998704,998672,998639,998597,998559,998522,998486,998451,998418,998380,998336,998293,998253,998221,998190,998152,998117,998076,998041,998003,997960,997919,997875,997826,997787,997746
ADP::C1_1::M1_1,1000000,1000000,1000000,1000002,1000004,1000009,1000011,1000015,1000017,1000018,1000021,1000026,1000028,1000035,1000041,1000050,1000061,1000068,1000077,1000083,1000092,1000101,1000110,1000124,1000128,1000145,1000158,1000170,1000182,1000193,1000204,1000216,1000228,1000239,1000253,1000264,1000284,1000296,1000315,1000331,1000359,1000377,1000394,1000410,1000435,1000455,1000472,1000497,1000514,1000535,1000559,1000581,1000609,1000635,1000658,1000686,1000715,1000748,1000772,1000799,1000824,1000858,1000888,1000925,1000952,1000973,1001007,1001040,1001074,1001109,1001145,1001176,1001205,1001233,1001272,1001296,1001328,1001361,1001403,1001441,1001478,1001514,1001549,1001582,1001620,1001664,1001707,1001747,1001779,1001810,1001848,1001883,1001924,1001959,1001997,1002040,1002081,1002125,1002174,1002213,1002254
Pi::C1_1::M1_1,1000000,1000000,1000000,1000002,1000004,1000009,1000011,1000015,1000017,1000018,1000021,1000026,1000028,1000035,1000041,1000050,1000061,1000068,1000077,1000083,1000092,1000101,1000110,1000124,1000128,1000145,1000158,1000170,1000182,1000193,1000204,1000216,1000228,1000239,1000253,1000264,1000284,1000296,1000315,1000331,1000359,1000377,1000394,1000410,1000435,1000455,1000472,1000497,1000514,1000535,1000559,1000581,1000609,1000635,1000658,1000686,1000715,1000748,1000772,1000799,1000824,1000858,1000888,1000925,1000952,1000973,1001007,1001040,1001074,1001109,1001145,1001176,1001205,1001233,1001272,1001296,1001328,1001361,1001403,1001441,1001478,1001514,1001549,1001582,1001620,1001664,1001707,1001747,1001779,1001810,1001848,1001883,1001924,1001959,1001997,1002040,1002081,1002125,1002174,1002213,1002254
mem_P3::C1_1::M1_1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
mem_P4::C1_1::M1_1,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
mem_P5::C1_1::M1_1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
