Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1
4300,10000000030123.0,69884,9999900035.0,65,1000,0,5345.0,4688.0,17,4,276,999999587.0,103,5000,0,0,12,4300,9.999999999e-11,6.987911656781778e-05,9.999999999e-11,6.499577527460715e-05,0.00949395095479583,0.04757094853640351,0.09090909090909091,0.09090909090909091,0.9660905269149321,0.04969939410952816,0.0002999100269919024,9.999999999e-11,0.0010289401916026492,4.018197710932453e-05,0.0029910269192422734,0.8910657399977611,0.01782286500999973
4400,10000000030605.0,69399,9999900036.0,64,1000,0,5098.0,4896.0,0,4,296,999999558.0,107,5000,0,0,9,4400,9.999999999e-11,6.939418411301674e-05,9.999999999e-11,6.399590426212721e-05,0.009484983599200936,0.047570948536403514,0.09090909090909091,0.09090909090909091,0.9660641872903863,0.05149379218206528,0.0002999100269919024,9.999999999e-11,0.0010688563237336052,4.102179125442127e-05,0.0029910269192422734,0.8910598326013425,0.017822824470790786
4500,10000000031080.0,68920,9999900037.0,63,1000,0,5268.0,4729.0,15,7,298,999999538.0,107,5000,0,0,11,4500,9.999999999e-11,6.891525036094512e-05,9.999999999e-11,6.299603125003125e-05,0.00947601608123612,0.047570948536403514,0.09090909090909091,0.09090909090909091,0.9660372641160995,0.05351121370538846,0.0002999100269919024,9.999999999e-11,0.0010688563237336052,4.1868481858818674e-05,0.0029910269192422734,0.8910539208921407,0.01782279203810205
4600,10000000031529.0,68477,9999900037.0,63,1000,0,4811.0,5143.0,21,5,300,999999520.0,108,5000,0,2,13,4600,9.999999999e-11,6.847231122154448e-05,9.999999999e-11,6.299603125003125e-05,0.009466616692276414,0.047570948536403514,0.09090909090909091,0.09090909090909091,0.9660081902126612,0.053457410677897034,0.000310903309070879,9.999999999e-11,0.0010788348583529788,4.275959209768726e-05,0.0029910269192422734,0.8910486319454995,0.017822764469387166
4700,10000000032012.0,67992,9999900037.0,63,1000,0,4579.0,5331.0,11,4,300,999999507.0,96,5000,0,0,13,4700,9.999999999e-11,6.798737740223567e-05,9.999999999e-11,6.299603125003125e-05,0.00945736430115642,0.047570948536403514,0.09090909090909091,0.09090909090909091,0.9659784609216977,0.054357592093441154,0.0003238950580012076,9.999999999e-11,0.000959079283887468,4.36387767295814e-05,0.0029910269192422734,0.8910420845149317,0.017822723925634724
4800,10000000032424.0,67576,9999900037.0,63,1000,0,5218.0,4714.0,23,4,300,999999481.0,105,5000,0,0,11,4800,9.999999999e-11,6.757143379279003e-05,9.999999999e-11,6.299603125003125e-05,0.009447680012057796,0.047570948536403514,0.09090909090909091,0.09090909090909091,0.9659462293763155,0.05358031392771521,0.00032989113592514475,9.999999999e-11,0.0010488986564107686,4.45568749317452e-05,0.0029910269192422734,0.8910380454313656,0.017822696354799328
4900,10000000032848.0,67152,9999900038.0,62,1000,0,4894.0,4997.0,13,2,300,999999463.0,102,5000,0,0,9,4900,9.999999999e-11,6.71474909116903e-05,9.999999999e-11,6.199615623831323e-05,0.009438643133808058,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9659146972083454,0.05202457926353924,0.00034088375863830435,9.999999999e-11,0.001018960660126671,4.54240171172549e-05,0.0029910269192422734,0.8910329263678931,0.017822662295556582
5000,10000000033285.0,66715,9999900038.0,62,1000,0,4746.0,5112.0,24,5,300,999999440.0,101,5000,0,1,10,5000,9.999999999e-11,6.67105494056964e-05,9.999999999e-11,6.199615623831323e-05,0.009428948666329805,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9658802488702666,0.05638633406118354,0.00034887824149371874,9.999999999e-11,0.001008980929261446,4.6327430088483665e-05,0.0029910269192422734,0.8910260955764255,0.017822623369110217
5100,10000000033707.0,66293,9999900038.0,62,1000,0,5142.0,4711.0,1,2,300,999999425.0,94,5000,0,0,14,5100,9.999999999e-11,6.628860552947364e-05,9.999999999e-11,6.199615623831323e-05,0.009419813321399614,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9658458893720295,0.05362633387592694,0.000368863889224876,9.999999999e-11,0.0009391172298039843,4.719197015211403e-05,0.0029910269192422734,0.8910191697230609,0.01782258768505225
5200,10000000034131.0,65876,9999900038.0,62,1000,0,5199.0,4637.0,19,10,300,999999397.0,94,5000,0,0,7,5200,9.999999999e-11,6.587166063848379e-05,9.999999999e-11,6.199615623831323e-05,0.009410383427721004,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9658099292241707,0.05328026849899087,0.00037985565485115655,9.999999999e-11,0.0009391172298039843,4.807089279723529e-05,0.0029910269192422734,0.8910134984343437,0.017822542266897095
5300,10000000034552.0,65448,9999900038.0,62,1000,0,4649.0,5157.0,0,4,300,999999372.0,93,5000,0,1,18,5300,9.999999999e-11,6.544371683962029e-05,9.999999999e-11,6.199615623831323e-05,0.009400825787246004,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.965771134865828,0.05344202898550725,0.0003998400639744103,9.999999999e-11,0.000929135903609643,4.895399102933122e-05,0.0029910269192422734,0.891003676441243,0.017822500090826105
5400,10000000034967.0,65035,9999900038.0,62,1000,0,4695.0,5077.0,1,1,300,999999349.0,93,5000,0,0,14,5400,9.999999999e-11,6.503077072382598e-05,9.999999999e-11,6.199615623831323e-05,0.009391572166997838,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9657325879993731,0.052885490624431104,0.0004138286749285796,9.999999999e-11,0.000929135903609643,4.982840884621145e-05,0.0029910269192422734,0.8909983555949955,0.017822462779560302
5500,10000000035368.0,64632,9999900038.0,62,1000,0,5074.0,4693.0,9,8,300,999999313.0,101,5000,0,1,17,5500,9.999999999e-11,6.462782297454552e-05,9.999999999e-11,6.199615623831323e-05,0.009382180988570014,0.04757094853640352,0.09090909090909091,0.09090909090909091,0.9656921993190777,0.05323396628780145,0.0004238203001927183,9.999999999e-11,0.001008980929261446,5.069320384560287e-05,0.0029910269192422734,0.8909901409926919,0.017822417355028243
5600,10000000035782.0,64218,9999900041.0,59,1000,0,4651.0,5040.0,0,5,300,999999283.0,102,5000,0,0,22,5600,9.999999999e-11,6.421387631329092e-05,9.999999999e-11,5.899651920536688e-05,0.009372750378387414,0.047570948536403534,0.09090909090909091,0.09090909090909091,0.9656492037504543,0.052815538401985565,0.0004458011726769861,9.999999999e-11,0.001018960660126671,5.1552539454355654e-05,0.0029910269192422734,0.8909807436040595,0.017822370305764994
5700,10000000036185.0,63821,9999900044.0,56,1000,0,4992.0,4708.0,7,7,300,999999250.0,102,5000,0,1,14,5700,9.999999999e-11,6.3816927139893e-05,9.999999999e-11,5.599686417560616e-05,0.009363221452532669,0.04757094853640355,0.09090909090909091,0.09090909090909091,0.9656046490255044,0.04984696619237868,0.00046678201280002244,9.999999999e-11,0.001018960660126671,5.243835757650603e-05,0.0029910269192422734,0.8909738686305492,0.017822316763930524
5800,10000000036603.0,63401,9999900044.0,56,1000,0,4482.0,5191.0,11,5,300,999999223.0,104,5000,0,0,14,5800,9.999999999e-11,6.3396980568035e-05,9.999999999e-11,5.599686417560616e-05,0.009354271357281731,0.04757094853640355,0.09090909090909091,0.09090909090909091,0.9655603711568108,0.05328026849899087,0.000484764889028821,9.999999999e-11,0.0010389195236953567,5.327981376459328e-05,0.0029910269192422734,0.8909674415951698,0.01782227782239179
5900,10000000037003.0,63001,9999900044.0,56,1000,0,4961.0,4654.0,0,2,300,999999197.0,104,5000,0,0,19,5900,9.999999999e-11,6.299703112404215e-05,9.999999999e-11,5.599686417560616e-05,0.009344712633983404,0.04757094853640355,0.09090909090909091,0.09090909090909091,0.9655113958271064,0.0534804753820034,0.0004997501249375313,9.999999999e-11,0.0010389195236953567,5.414334924967407e-05,0.0029910269192422734,0.8909587428089013,0.017822234011132098
6000,10000000037384.0,62620,9999900046.0,54,1000,0,4657.0,4981.0,11,8,300,999999178.0,98,5000,0,0,19,6000,9.999999999e-11,6.26160789811342e-05,9.999999999e-11,5.39970841574555e-05,0.009335624806077449,0.047570948536403555,0.09090909090909091,0.09090909090909091,0.9654633408299098,0.0554146363171128,0.0005027471181995456,9.999999999e-11,0.000979040540270535,5.498251550523565e-05,0.0029910269192422734,0.8909519404044188,0.01782219344324249
6100,10000000037774.0,62230,9999900047.0,53,1000,0,4542.0,5038.0,4,10,300,999999146.0,96,5000,0,0,16,6100,9.999999999e-11,6.222612766807522e-05,9.999999999e-11,5.299719114886911e-05,0.009326536811434638,0.04757094853640356,0.09090909090909091,0.09090909090909091,0.9654121604935396,0.055836325752538024,0.0005217276581624393,9.999999999e-11,0.000959079283887468,5.581005599109695e-05,0.0029910269192422734,0.8909434975188426,0.017822138267941882
6200,10000000038135.0,61865,9999900047.0,53,1000,0,4936.0,4581.0,5,8,300,999999117.0,95,5000,0,1,16,6200,9.999999999e-11,6.186117295853493e-05,9.999999999e-11,5.299719114886911e-05,0.009317379948411392,0.04757094853640356,0.09090909090909091,0.09090909090909091,0.9653586868617858,0.05272213486474785,0.0005407074772548052,9.999999999e-11,0.0009490983565612668,5.66427030371983e-05,0.0029910269192422734,0.8909352271654012,0.017822089581013584
6300,10000000038526.0,61478,9999900047.0,53,1000,0,4988.0,4503.0,11,10,300,999999075.0,100,5000,0,1,15,6300,9.999999999e-11,6.147422068786055e-05,9.999999999e-11,5.299719114886911e-05,0.009308134583785927,0.04757094853640356,0.09090909090909091,0.09090909090909091,0.9653018398321215,0.052032464406080205,0.0005576888096442185,9.999999999e-11,0.0009990009990009992,5.7482730626154476e-05,0.0029910269192422734,0.8909256746182062,0.0178220295301326
6400,10000000038885.0,61115,9999900047.0,53,1000,0,4487.0,4945.0,21,3,300,999999041.0,108,5000,0,1,15,6400,9.999999999e-11,6.111126518502821e-05,9.999999999e-11,5.299719114886911e-05,0.009298830157272524,0.04757094853640356,0.09090909090909091,0.09090909090909091,0.9652426019728072,0.055146648823463824,0.0005756684149929641,9.999999999e-11,0.0010788348583529788,5.831695632241386e-05,0.0029910269192422734,0.8909180245086326,0.017821985706659917
6500,10000000039235.0,60765,9999900048.0,52,1000,0,5011.0,4382.0,9,1,300,999999020.0,107,5000,0,3,13,6500,9.999999999e-11,6.076130783912916e-05,9.999999999e-11,5.1997296140600686e-05,0.009290035939490012,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9651833961028329,0.05078106892875354,0.0005816614730227008,9.999999999e-11,0.0010688563237336052,5.914178591156478e-05,0.0029910269192422734,0.8909126457119625,0.017821951620260932
6600,10000000039595.0,60405,9999900048.0,52,1000,0,4512.0,4875.0,8,3,300,999998987.0,106,5000,0,1,16,6600,9.999999999e-11,6.0401351456365286e-05,9.999999999e-11,5.1997296140600686e-05,0.0092805937595397,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9651165538190115,0.05159716468747124,0.0005966438036492214,9.999999999e-11,0.0010588775897548597,5.9983868136395594e-05,0.0029910269192422734,0.8909027027181036,0.017821896429994804
6700,10000000039957.0,60049,9999900048.0,52,1000,0,4502.0,4877.0,9,8,300,999998960.0,100,5000,0,0,19,6700,9.999999999e-11,6.004539433411563e-05,9.999999999e-11,5.1997296140600686e-05,0.009271259369396004,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9650471012116872,0.054636911563711324,0.0006036354042158536,9.999999999e-11,0.0009990009990009992,6.0818649310053634e-05,0.0029910269192422734,0.89089292982151,0.01782184285971496
6800,10000000040321.0,59679,9999900048.0,52,1000,0,4433.0,4895.0,0,6,300,999998931.0,95,5000,0,1,21,6800,9.999999999e-11,5.967543862949803e-05,9.999999999e-11,5.1997296140600686e-05,0.009262278165526654,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9649759311523082,0.05171621031335495,0.0006246096189881324,9.999999999e-11,0.0009490983565612668,6.161504378155309e-05,0.0029910269192422734,0.8908829608908867,0.01782178766272612
6900,10000000040722.0,59280,9999900048.0,52,1000,0,4402.0,4886.0,18,7,300,999998897.0,94,5000,0,0,17,6900,9.999999999e-11,5.927648608990459e-05,9.999999999e-11,5.1997296140600686e-05,0.009253326246192127,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9649029002637464,0.05169242089771891,0.0006325995644756869,9.999999999e-11,0.0009391172298039843,6.240683303113502e-05,0.0029910269192422734,0.8908745385075229,0.017821730838721263
7000,10000000041095.0,58909,9999900048.0,52,1000,0,4885.0,4346.0,8,3,300,999998862.0,93,5000,0,0,16,7000,9.999999999e-11,5.8905529934137106e-05,9.999999999e-11,5.1997296140600686e-05,0.00924452140456868,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9648252931225574,0.047389012142465235,0.0006555699461153483,9.999999999e-11,0.000929135903609643,6.319517389913078e-05,0.0029910269192422734,0.8908649146093686,0.0178216723873969
7100,10000000041408.0,58594,9999900048.0,52,1000,0,4311.0,4913.0,0,8,300,999998835.0,89,5000,0,0,16,7100,9.999999999e-11,5.859056694432047e-05,9.999999999e-11,5.1997296140600686e-05,0.009235451370630612,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9647415574362369,0.054907351527749844,0.0006575673207029774,9.999999999e-11,0.0008892086043421354,6.400932273092298e-05,0.0029910269192422734,0.8908563811087389,0.01782162205124861
7200,10000000041730.0,58270,9999900048.0,52,1000,0,4821.0,4381.0,23,6,300,999998804.0,91,5000,0,0,20,7200,9.999999999e-11,5.826660480493802e-05,9.999999999e-11,5.1997296140600686e-05,0.009226567680738797,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9646558268816519,0.05115854644581515,0.0006725473756162103,9.999999999e-11,0.0009091726528858739,6.478911187256525e-05,0.0029910269192422734,0.8908472872597631,0.01782157496001224
7300,10000000042074.0,57926,9999900048.0,52,1000,0,4332.0,4850.0,9,3,300,999998777.0,90,5000,0,0,20,7300,9.999999999e-11,5.7922644772878886e-05,9.999999999e-11,5.1997296140600686e-05,0.009217202822997794,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9645580501886453,0.050990190634832504,0.0006825338293945236,9.999999999e-11,0.00089919072834449,6.565146649650946e-05,0.0029910269192422734,0.8908395633280666,0.017821529490258153
7400,10000000042438.0,57562,9999900048.0,52,1000,0,4386.0,4734.0,8,5,300,999998727.0,101,5000,0,1,13,7400,9.999999999e-11,5.755868680687002e-05,9.999999999e-11,5.1997296140600686e-05,0.00920815192223576,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9644593401326825,0.05035243213064415,0.0006955159209190403,9.999999999e-11,0.001008980929261446,6.644496459102881e-05,0.0029910269192422734,0.8908306341461731,0.017821466153502292
7500,10000000042768.0,57234,9999900048.0,52,1000,0,4398.0,4692.0,12,5,300,999998709.0,95,5000,0,0,21,7500,9.999999999e-11,5.7230724456716445e-05,9.999999999e-11,5.1997296140600686e-05,0.009199012504324599,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9643527713195372,0.05322624557582359,0.0007065005041435704,9.999999999e-11,0.0009490983565612668,6.72589451612673e-05,0.0029910269192422734,0.8908218811976185,0.01782142717482498
7600,10000000043089.0,56913,9999900048.0,52,1000,0,4276.0,4791.0,15,4,300,999998679.0,93,5000,0,0,12,7600,9.999999999e-11,5.690976109476681e-05,9.999999999e-11,5.1997296140600686e-05,0.009189568589248439,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9642349888069952,0.0505792760790323,0.0007184834104279024,9.999999999e-11,0.000929135903609643,6.810558422278965e-05,0.0029910269192422734,0.890815517340658,0.017821375200595527
7700,10000000043401.0,56599,9999900048.0,52,1000,0,4462.0,4566.0,22,9,300,999998640.0,99,5000,0,0,22,7700,9.999999999e-11,5.6595796734500616e-05,9.999999999e-11,5.1997296140600686e-05,0.009180095042417742,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9641069509386136,0.04868091934494313,0.0007234762032288624,9.999999999e-11,0.000989020869339354,6.892790568077448e-05,0.0029910269192422734,0.8908036064147744,0.017821321598985928
7800,10000000043704.0,56296,9999900048.0,52,1000,0,4735.0,4228.0,0,11,300,999998605.0,90,5000,0,0,29,7800,9.999999999e-11,5.629283093878947e-05,9.999999999e-11,5.1997296140600686e-05,0.009171269264286679,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.963978745502988,0.050303707323884665,0.0007384542822853911,9.999999999e-11,0.00089919072834449,6.967266903660089e-05,0.0029910269192422734,0.8907900123598308,0.01782125337412787
7900,10000000044012.0,55990,9999900048.0,52,1000,0,4614.0,4382.0,8,12,300,999998564.0,96,5000,0,1,18,7900,9.999999999e-11,5.5986865295412114e-05,9.999999999e-11,5.1997296140600686e-05,0.00916209971313063,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.963837073540265,0.05078106892875354,0.0007584243559138615,9.999999999e-11,0.000959079283887468,7.049109912935598e-05,0.0029910269192422734,0.8907824185637392,0.017821191642355
8000,10000000044317.0,55683,9999900048.0,52,1000,0,4357.0,4559.0,10,7,300,999998527.0,94,5000,0,1,21,8000,9.999999999e-11,5.5679899576151905e-05,9.999999999e-11,5.1997296140600686e-05,0.009153440516508493,0.04757094853640357,0.09090909090909091,0.09090909090909091,0.9636928060467,0.052189939785241675,0.0007783936313611696,9.999999999e-11,0.0009391172298039843,7.124099800344685e-05,0.0029910269192422734,0.8907712943154047,0.017821131531012713
8100,10000000044658.0,55343,9999900050.0,50,1000,0,4570.0,4322.0,8,8,300,999998490.0,96,5000,0,0,26,8100,9.999999999e-11,5.533993732184879e-05,9.999999999e-11,4.999750012499375e-05,0.00914437863280493,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9635301500659145,0.05029558255364707,0.0007903748135225037,9.999999999e-11,0.000959079283887468,7.20142345453926e-05,0.0029910269192422734,0.8907599701489649,0.017821073040407524
8200,10000000044965.0,55035,9999900050.0,50,1000,0,4625.0,4187.0,10,3,300,999998454.0,97,5000,0,0,20,8200,9.999999999e-11,5.5031971315458656e-05,9.999999999e-11,4.999750012499375e-05,0.009135670035836591,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9633630126988761,0.04918822396090318,0.0008023557083661818,9.999999999e-11,0.0009690600117885652,7.277472394302322e-05,0.0029910269192422734,0.8907518844959943,0.01782101617086745
8300,10000000045271.0,54729,9999900050.0,50,1000,0,4707.0,4128.0,17,6,300,999998422.0,96,5000,0,2,22,8300,9.999999999e-11,5.47260049004778e-05,9.999999999e-11,4.999750012499375e-05,0.009127000558961366,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9631807725697744,0.04874770058016132,0.0008063492761341597,9.999999999e-11,0.000959079283887468,7.351132041617524e-05,0.0029910269192422734,0.8907419271248006,0.017820962547699392
8400,10000000045561.0,54439,9999900050.0,50,1000,0,4179.0,4567.0,26,10,300,999998384.0,94,5000,0,0,27,8400,9.999999999e-11,5.44360365566059e-05,9.999999999e-11,4.999750012499375e-05,0.009117604363449716,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9629662646613095,0.052260662639575337,0.0008233215830155951,9.999999999e-11,0.0009391172298039843,7.433179676989719e-05,0.0029910269192422734,0.8907300973065193,0.017820900795818998
8500,10000000045870.0,54130,9999900050.0,50,1000,0,4192.0,4512.0,1,9,300,999998339.0,96,5000,0,2,26,8500,9.999999999e-11,5.412707010169539e-05,9.999999999e-11,4.999750012499375e-05,0.00910880692796243,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9627419771501904,0.048605699983471466,0.0008432882647045893,9.999999999e-11,0.000959079283887468,7.505784616360732e-05,0.0029910269192422734,0.8907178728081642,0.017820829288295773
8600,10000000046156.0,53844,9999900050.0,50,1000,0,4580.0,4088.0,19,8,300,999998295.0,97,5000,0,1,27,8600,9.999999999e-11,5.384110097975885e-05,9.999999999e-11,4.999750012499375e-05,0.009099606764151644,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9624901748311121,0.04519835774846343,0.0008622558731814444,9.999999999e-11,0.0009690600117885652,7.58210928064592e-05,0.0029910269192422734,0.8907056332988122,0.01782075940040959
8700,10000000046440.0,53560,9999900050.0,50,1000,0,4095.0,4528.0,8,4,300,999998256.0,98,5000,0,0,20,8700,9.999999999e-11,5.355713148003793e-05,9.999999999e-11,4.999750012499375e-05,0.009091162493323627,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9622305627662683,0.04825340438129071,0.0008842174675412261,9.999999999e-11,0.000979040540270535,7.655659254636507e-05,0.0029910269192422734,0.8906964654273599,0.01782069438350907
8800,10000000046721.0,53279,9999900050.0,50,1000,0,4085.0,4537.0,0,7,300,999998217.0,104,5000,0,0,21,8800,9.999999999e-11,5.327616149939147e-05,9.999999999e-11,4.999750012499375e-05,0.009082364588305778,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9619335090059653,0.05201669303616061,0.000886213928245646,9.999999999e-11,0.0010389195236953567,7.731736056821215e-05,0.0029910269192422734,0.8906871925186822,0.017820642366569356
8900,10000000047023.0,52980,9999900050.0,50,1000,0,4075.0,4519.0,0,11,300,999998192.0,98,5000,0,0,21,8900,9.999999999e-11,5.2977193268300646e-05,9.999999999e-11,4.999750012499375e-05,0.009073733456015289,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9616100007767118,0.04868091934494313,0.0008892086043421354,9.999999999e-11,0.000979040540270535,7.806414059535344e-05,0.0029910269192422734,0.8906784720856489,0.01782059197228925
9000,10000000047280.0,52720,9999900050.0,50,1000,0,4024.0,4469.0,14,7,300,999998157.0,95,5000,0,1,27,9000,9.999999999e-11,5.271722074812216e-05,9.999999999e-11,4.999750012499375e-05,0.009064974519592222,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.961245715201372,0.048756042919467044,0.00089919072834449,9.999999999e-11,0.0009490983565612668,7.879337930975314e-05,0.0029910269192422734,0.8906662655537735,0.017820530194766405
9100,10000000047573.0,52434,9999900050.0,50,1000,0,3938.0,4541.0,7,5,300,999998126.0,91,5000,0,0,22,9100,9.999999999e-11,5.2431250819794506e-05,9.999999999e-11,4.999750012499375e-05,0.00905636272374058,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.960836398624417,0.04873935706030803,0.0009091726528858739,9.999999999e-11,0.0009091726528858739,7.953272414212109e-05,0.0029910269192422734,0.8906576181939465,0.017820473290636036
9200,10000000047850.0,52150,9999900050.0,50,1000,0,4415.0,4025.0,13,9,300,999998072.0,103,5000,0,0,21,9200,9.999999999e-11,5.214728051932092e-05,9.999999999e-11,4.999750012499375e-05,0.00904723032516044,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9603523360986856,0.04473626454020046,0.0009111690138593603,9.999999999e-11,0.0010289401916026492,8.030121999145527e-05,0.0029910269192422734,0.8906463238272329,0.017820406626868554
9300,10000000048108.0,51895,9999900051.0,49,1000,0,4427.0,4005.0,21,6,300,999998034.0,107,5000,0,0,23,9300,9.999999999e-11,5.189230704872571e-05,9.999999999e-11,4.899759911764324e-05,0.009038333439514877,0.04757094853640358,0.09090909090909091,0.09090909090909091,0.9597985558935905,0.04429760156632403,0.0009181562144389307,9.999999999e-11,0.0010688563237336052,8.104702705150279e-05,0.0029910269192422734,0.8906358627588331,0.017820349714846643
9400,10000000048383.0,51617,9999900052.0,48,1000,0,3960.0,4400.0,13,5,300,999998000.0,103,5000,0,0,26,9400,9.999999999e-11,5.161433582282783e-05,9.999999999e-11,4.799769611058669e-05,0.009029161427692877,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9591351946844769,0.048025816249050876,0.0009261414668602206,9.999999999e-11,0.0010289401916026492,8.181740403234276e-05,0.0029910269192422734,0.8906242552630946,0.01782028792055822
9500,10000000048669.0,51335,9999900052.0,48,1000,0,4327.0,4020.0,0,8,300,999997956.0,105,5000,0,0,25,9500,9.999999999e-11,5.1332364853050274e-05,9.999999999e-11,4.799769611058669e-05,0.009020028527736831,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9583582262287186,0.04779735159166014,0.0009401153514542814,9.999999999e-11,0.0010488986564107686,8.257610558766936e-05,0.0029910269192422734,0.8906123477230199,0.01782021799027215
9600,10000000048950.0,51050,9999900052.0,48,1000,0,4308.0,4013.0,11,11,300,999997912.0,107,5000,0,0,32,9600,9.999999999e-11,5.1047394030534744e-05,9.999999999e-11,4.799769611058669e-05,0.009011170435996734,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9574588419180027,0.04778039327579238,0.0009490983565612668,9.999999999e-11,0.0010688563237336052,8.329025661542562e-05,0.0029910269192422734,0.8905987180684468,0.017820151307455963
9700,10000000049181.0,50819,9999900052.0,48,1000,0,3935.0,4334.0,8,13,300,999997870.0,104,5000,0,0,21,9700,9.999999999e-11,5.0816417560476e-05,9.999999999e-11,4.799769611058669e-05,0.009002665733279312,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9564272864077121,0.04720948012232416,0.0009630715989785847,9.999999999e-11,0.0010389195236953567,8.400922337879924e-05,0.0029910269192422734,0.8905893346342527,0.017820079739878
9800,10000000049458.0,50547,9999900052.0,48,1000,0,4286.0,3899.0,1,14,300,999997822.0,104,5000,0,3,18,9800,9.999999999e-11,5.0544445129932015e-05,9.999999999e-11,4.799769611058669e-05,0.00899351270306305,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9550319021835838,0.04713237227760645,0.000979040540270535,9.999999999e-11,0.0010389195236953567,8.47507508492848e-05,0.0029910269192422734,0.8905759476978539,0.017820000032863145
9900,10000000049703.0,50297,9999900052.0,48,1000,0,3975.0,4198.0,18,8,300,999997791.0,96,5000,0,0,22,9900,9.999999999e-11,5.029447033902536e-05,9.999999999e-11,4.799769611058669e-05,0.008984742527299002,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9533538603205663,0.04927924120768184,0.0010049889810850284,9.999999999e-11,0.000959079283887468,8.547905554452732e-05,0.0029910269192422734,0.8905639746315419,0.01781993658751482
10000,10000000049947.0,50053,9999900052.0,48,1000,0,4253.0,3849.0,9,6,300,999997744.0,102,5000,0,1,20,10000,9.999999999e-11,5.005049482258264e-05,9.999999999e-11,4.799769611058669e-05,0.00897584451956804,0.04757094853640359,0.09090909090909091,0.09090909090909091,0.9511054916900964,0.04632103400967579,0.0010149687917076252,9.999999999e-11,0.001018960660126671,8.620364633722667e-05,0.0029910269192422734,0.8905530263371163,0.017819869883672425
