Time,virus,cell,virusCell,macrophage,macrophageActive,macrophageWithVirus,dendricCell,dendricMHC,naiveTh1,activeTh1,IFN,IL-12
5328,458,99995,1,2619,2381,0,1800,200,10935,65,32228,180
5340,457,99995,1,2629,2371,0,1799,201,10937,63,32137,180
5352,457,99995,1,2640,2360,0,1799,201,10937,63,32060,180
5364,456,99995,1,2649,2351,0,1799,201,10937,63,31809,180
5376,456,99995,1,2649,2351,0,1799,201,10937,63,31817,180
5388,454,99995,1,2639,2361,0,1799,201,10938,62,31767,180
5400,453,99995,1,2683,2317,0,1798,202,10939,61,31524,180
5412,452,99995,1,2687,2313,0,1798,202,10939,61,31331,180
5424,452,99995,1,2691,2309,0,1798,202,10939,61,31082,170
5436,452,99995,1,2695,2305,0,1798,202,10938,62,30989,130
5448,452,99995,1,2705,2295,0,1800,200,10939,61,30858,120
5460,451,99995,1,2709,2291,0,1800,200,10939,61,30541,120
5472,450,99995,1,2713,2287,0,1799,201,10939,61,30694,120
5484,449,99995,1,2711,2289,0,1798,202,10940,60,30622,110
5496,446,99995,1,2720,2280,0,1796,204,10940,60,30558,120
5508,446,99995,1,2712,2288,0,1796,204,10941,59,30169,110
5520,442,99995,1,2712,2287,1,1794,206,10942,58,30321,150
5532,441,99995,1,2722,2278,0,1793,207,10942,58,30044,160
5544,441,99995,1,2724,2276,0,1793,207,10942,58,29894,160
5556,441,99995,1,2721,2279,0,1793,207,10942,58,29587,150
5568,440,99995,1,2735,2265,0,1793,207,10943,57,29400,150
5580,440,99995,1,2759,2241,0,1793,207,10942,58,29323,130
5592,430,99994,2,2761,2239,0,1793,207,10942,58,28885,130
5604,430,99994,2,2779,2221,0,1793,207,10941,59,28748,120
5616,429,99994,2,2785,2215,0,1792,208,10940,60,28760,110
5628,426,99994,2,2783,2217,0,1789,211,10940,60,28683,110
5640,424,99994,2,2791,2209,0,1787,213,10940,60,28722,100
5652,423,99994,2,2797,2203,0,1786,214,10940,60,28552,100
5664,422,99994,2,2807,2193,0,1785,215,10941,59,28822,100
5676,422,99994,2,2822,2178,0,1785,215,10941,59,28765,100
5688,419,99994,2,2830,2169,1,1783,217,10941,59,28921,160
5700,417,99994,2,2836,2164,0,1781,219,10939,61,29014,160
5712,416,99994,2,2857,2142,1,1781,219,10937,63,29445,140
5724,415,99994,2,2854,2146,0,1781,219,10935,65,29512,130
5736,414,99994,2,2832,2167,1,1782,218,10935,65,30012,130
5748,412,99994,2,2853,2147,0,1780,220,10934,66,30183,130
5760,410,99994,2,2862,2138,0,1778,222,10935,65,30227,120
5772,407,99994,2,2859,2141,0,1776,224,10936,64,30460,120
5784,407,99994,2,2866,2134,0,1779,221,10935,65,30540,110
5796,406,99994,2,2856,2144,0,1778,222,10935,65,30766,110
5808,405,99994,2,2845,2155,0,1777,223,10935,65,30679,100
5820,405,99994,2,2860,2140,0,1777,223,10935,65,30982,100
5832,404,99994,2,2854,2146,0,1777,223,10936,64,31024,90
5844,402,99994,2,2829,2171,0,1777,223,10936,64,31006,80
5856,402,99994,2,2837,2163,0,1777,223,10937,63,31120,80
5868,401,99994,2,2821,2179,0,1777,223,10936,64,31056,70
5880,390,99994,2,2839,2160,1,1778,222,10936,64,30893,70
5892,389,99994,2,2838,2161,1,1779,221,10936,64,30711,110
5904,389,99994,2,2835,2165,0,1779,221,10936,64,30810,120
5916,389,99994,2,2832,2168,0,1779,221,10937,63,30876,120
5928,388,99994,2,2849,2151,0,1779,221,10937,63,30855,120
5940,388,99994,2,2851,2149,0,1780,220,10937,63,30572,120
5952,388,99994,2,2842,2158,0,1780,220,10936,64,30691,110
5964,388,99994,2,2846,2154,0,1780,220,10936,64,30911,110
5976,385,99994,2,2851,2149,0,1779,221,10936,64,31009,110
5988,385,99994,2,2833,2167,0,1779,221,10937,63,30888,100
6000,384,99994,2,2848,2152,0,1779,221,10937,63,30754,100
6012,383,99994,2,2871,2129,0,1778,222,10937,63,30683,100
6024,382,99994,2,2893,2107,0,1778,222,10938,62,30645,140
6036,382,99994,2,2877,2123,0,1778,222,10938,62,30515,140
6048,382,99994,2,2877,2123,0,1778,222,10939,61,30628,140
6060,380,99994,2,2884,2116,0,1776,224,10941,59,30551,140
6072,380,99994,2,2871,2129,0,1777,223,10941,59,30616,140
6084,379,99994,2,2875,2125,0,1777,223,10941,59,30494,130
6096,379,99994,2,2858,2142,0,1777,223,10941,59,30282,130
6108,379,99994,2,2851,2149,0,1778,222,10942,58,30132,130
6120,379,99994,2,2851,2149,0,1779,221,10942,58,30055,130
6132,379,99994,2,2853,2147,0,1781,219,10942,58,29833,130
6144,377,99994,2,2858,2142,0,1779,221,10943,57,29767,130
6156,377,99994,2,2862,2138,0,1779,221,10942,58,29633,120
6168,377,99994,2,2874,2126,0,1781,219,10942,58,29553,110
6180,377,99994,2,2872,2128,0,1781,219,10941,59,29405,100
6192,376,99994,2,2865,2135,0,1780,220,10940,60,29371,90
6204,376,99994,2,2853,2147,0,1780,220,10942,58,29071,90
6216,376,99994,2,2859,2141,0,1780,220,10944,56,29129,90
6228,374,99994,2,2857,2143,0,1778,222,10944,56,29232,90
6240,372,99994,2,2834,2165,1,1777,223,10944,56,28869,150
6252,371,99994,2,2827,2172,1,1776,224,10945,55,28618,200
6264,370,99994,2,2816,2183,1,1776,224,10947,53,28208,240
6276,370,99994,2,2831,2168,1,1776,224,10946,54,28095,270
6288,368,99994,2,2833,2167,0,1776,224,10947,53,28055,310
6300,365,99994,2,2856,2144,0,1773,227,10949,51,27582,310
6312,365,99994,2,2847,2153,0,1774,226,10950,50,27134,310
6324,364,99994,2,2852,2148,0,1773,227,10950,50,26954,310
6336,364,99994,2,2840,2160,0,1773,227,10946,54,26740,270
6348,364,99994,2,2856,2144,0,1773,227,10945,55,26776,250
6360,363,99994,2,2854,2146,0,1772,228,10946,54,26797,250
6372,362,99994,2,2859,2141,0,1771,229,10946,54,26735,240
6384,362,99994,2,2859,2141,0,1771,229,10948,52,26644,240
6396,361,99994,2,2878,2122,0,1772,228,10946,54,26512,220
6408,360,99994,2,2870,2130,0,1772,228,10946,54,26267,220
6420,360,99994,2,2863,2137,0,1774,226,10947,53,25889,210
6432,356,99994,2,2866,2134,0,1773,227,10945,55,25781,190
6444,355,99994,2,2868,2132,0,1773,227,10945,55,26056,190
6456,354,99994,2,2868,2132,0,1772,228,10945,55,26185,190
6468,353,99994,2,2871,2129,0,1772,228,10944,56,26214,190
6480,352,99994,2,2866,2134,0,1773,227,10943,57,26368,170
6492,352,99994,2,2869,2131,0,1773,227,10944,56,26333,170
6504,351,99994,2,2861,2138,1,1773,227,10945,55,26402,160
6516,351,99994,2,2865,2135,0,1773,227,10945,55,26386,170
6528,351,99994,2,2869,2131,0,1773,227,10946,54,26462,170
6540,349,99994,2,2874,2126,0,1772,228,10946,54,26385,170
6552,349,99994,2,2865,2135,0,1773,227,10948,52,26266,170
6564,348,99994,2,2868,2132,0,1774,226,10949,51,26098,170
6576,348,99994,2,2886,2114,0,1778,222,10949,51,25825,170
6588,348,99994,2,2892,2108,0,1780,220,10949,51,25452,170
6600,348,99994,2,2887,2113,0,1780,220,10947,53,25478,150
6612,348,99994,2,2904,2096,0,1781,219,10950,50,25354,150
6624,347,99994,2,2899,2101,0,1780,220,10952,48,25105,150
6636,347,99994,2,2901,2099,0,1780,220,10952,48,25033,150
6648,345,99994,2,2919,2081,0,1778,222,10952,48,24926,140
6660,344,99994,2,2932,2068,0,1779,221,10953,47,24673,170
6672,343,99994,2,2936,2064,0,1778,222,10953,47,24434,170
6684,342,99994,2,2936,2064,0,1778,222,10955,45,24185,170
6696,341,99994,2,2947,2053,0,1777,223,10954,46,23838,160
6708,341,99994,2,2960,2040,0,1777,223,10954,46,23654,160
6720,340,99994,2,2978,2022,0,1777,223,10954,46,23546,150
6732,339,99994,2,3010,1990,0,1777,223,10954,46,23331,150
6744,338,99994,2,3025,1975,0,1776,224,10953,47,23125,140
6756,336,99994,2,3046,1954,0,1775,225,10953,47,23147,140
6768,336,99994,2,3050,1950,0,1775,225,10952,48,23278,130
6780,335,99994,2,3060,1940,0,1774,226,10952,48,23472,130
6792,333,99994,2,3056,1944,0,1772,228,10954,46,23469,130
6804,332,99994,2,3063,1936,1,1772,228,10955,45,23247,130
6816,332,99994,2,3064,1935,1,1772,228,10955,45,23132,160
6828,332,99994,2,3069,1930,1,1772,228,10956,44,23376,240
6840,330,99994,2,3078,1921,1,1771,229,10955,45,23081,260
6852,329,99994,2,3072,1928,0,1770,230,10954,46,22946,270
6864,329,99994,2,3064,1936,0,1770,230,10953,47,22805,260
6876,329,99994,2,3077,1923,0,1770,230,10952,48,22996,250
6888,327,99994,2,3063,1937,0,1768,232,10953,47,22830,250
6900,326,99994,2,3068,1931,1,1768,232,10952,48,22996,290
6912,325,99994,2,3081,1918,1,1767,233,10949,51,23290,320
6924,324,99994,2,3093,1907,0,1767,233,10948,52,23523,330
6936,324,99994,2,3081,1919,0,1768,232,10946,54,23715,310
6948,322,99994,2,3084,1916,0,1766,234,10946,54,24108,300
6960,321,99994,2,3087,1913,0,1766,234,10946,54,24480,300
6972,321,99994,2,3090,1910,0,1768,232,10947,53,24654,300
6984,321,99994,2,3104,1896,0,1769,231,10947,53,24656,300
6996,321,99994,2,3114,1886,0,1769,231,10947,53,24748,290
7008,319,99994,2,3097,1903,0,1767,233,10947,53,24681,290
7020,319,99994,2,3093,1907,0,1767,233,10948,52,24845,290
7032,318,99994,2,3086,1914,0,1767,233,10949,51,24890,290
7044,317,99994,2,3086,1914,0,1768,232,10950,50,25004,270
7056,317,99994,2,3075,1925,0,1768,232,10950,50,25061,260
7068,317,99994,2,3068,1932,0,1768,232,10950,50,25235,260
7080,317,99994,2,3061,1939,0,1769,231,10948,52,25411,240
7092,317,99994,2,3047,1953,0,1769,231,10948,52,25262,240
7104,315,99994,2,3050,1950,0,1768,232,10948,52,25264,240
7116,315,99994,2,3033,1967,0,1769,231,10948,52,25394,240
7128,315,99994,2,3018,1982,0,1770,230,10948,52,25536,230
7140,313,99994,2,3018,1982,0,1773,227,10947,53,25584,220
7152,311,99994,2,3013,1987,0,1772,228,10948,52,25528,210
7164,311,99994,2,3019,1981,0,1772,228,10948,52,25534,210
7176,310,99994,2,3031,1969,0,1772,228,10948,52,25531,200
7188,309,99994,2,3033,1967,0,1772,228,10948,52,25451,190
7200,309,99994,2,3028,1972,0,1773,227,10947,53,25408,180
7212,309,99994,2,3031,1969,0,1774,226,10946,54,25386,170
7224,309,99994,2,3035,1965,0,1774,226,10947,53,25615,170
7236,309,99994,2,3040,1960,0,1776,224,10948,52,25485,170
7248,309,99994,2,3047,1953,0,1779,221,10949,51,25463,160
7260,309,99994,2,3048,1952,0,1781,219,10949,51,25335,160
7272,308,99994,2,3026,1974,0,1780,220,10950,50,25280,160
7284,307,99994,2,3015,1985,0,1780,220,10950,50,24900,140
7296,305,99994,2,3022,1978,0,1778,222,10950,50,24663,130
7308,305,99994,2,3045,1955,0,1779,221,10950,50,24421,130
7320,304,99994,2,3029,1971,0,1778,222,10951,49,24663,130
7332,303,99994,2,3032,1968,0,1778,222,10951,49,24719,130
7344,293,99993,3,3042,1958,0,1778,222,10952,48,24562,130
7356,292,99993,3,3044,1955,1,1778,222,10952,48,24560,130
7368,292,99993,3,3034,1966,0,1778,222,10952,48,24344,190
7380,292,99993,3,3047,1953,0,1778,222,10953,47,24214,190
7392,281,99993,3,3054,1946,0,1777,223,10954,46,24154,200
7404,280,99993,3,3048,1952,0,1777,223,10954,46,24064,200
7416,277,99993,3,3045,1955,0,1776,224,10956,44,23823,210
7428,276,99993,3,3051,1949,0,1775,225,10956,44,23636,210
7440,275,99993,3,3045,1955,0,1774,226,10955,45,23383,190
7452,275,99993,3,3052,1948,0,1775,225,10955,45,23166,190
7464,274,99993,3,3061,1939,0,1774,226,10954,46,23029,170
7476,274,99993,3,3066,1934,0,1774,226,10954,46,22851,170
7488,272,99993,3,3089,1911,0,1772,228,10954,46,22731,170
7500,271,99993,3,3093,1907,0,1771,229,10954,46,22581,170
7512,270,99993,3,3089,1911,0,1772,228,10954,46,22803,150
7524,269,99993,3,3093,1907,0,1771,229,10953,47,23018,140
7536,269,99993,3,3091,1909,0,1771,229,10952,48,22941,130
7548,269,99993,3,3102,1898,0,1772,228,10951,49,22878,120
7560,269,99993,3,3122,1878,0,1772,228,10950,50,23006,110
7572,268,99993,3,3121,1878,1,1772,228,10950,50,23133,140
7584,266,99993,3,3123,1877,0,1771,229,10950,50,23556,140
7596,264,99993,3,3131,1869,0,1769,231,10950,50,23662,140
7608,261,99993,3,3132,1868,0,1767,233,10950,50,23409,140
7620,261,99993,3,3148,1852,0,1768,232,10950,50,23637,140
7632,260,99993,3,3145,1855,0,1769,231,10952,48,23445,140
7644,258,99993,3,3149,1851,0,1767,233,10954,46,23422,140
7656,255,99993,3,3145,1855,0,1764,236,10953,47,23173,130
7668,254,99993,3,3152,1848,0,1763,237,10953,47,23095,120
7680,254,99993,3,3154,1846,0,1763,237,10953,47,23150,120
7692,254,99993,3,3156,1844,0,1763,237,10954,46,23257,120
7704,254,99993,3,3154,1846,0,1763,237,10954,46,23053,120
7716,254,99993,3,3160,1840,0,1764,236,10954,46,23079,120
7728,253,99993,3,3160,1840,0,1765,235,10954,46,22920,120
7740,253,99993,3,3173,1827,0,1767,233,10955,45,22945,120
7752,250,99993,3,3175,1825,0,1764,236,10956,44,22827,120
7764,249,99993,3,3178,1822,0,1763,237,10957,43,22745,110
7776,247,99993,3,3181,1819,0,1761,239,10958,42,22574,110
7788,245,99993,3,3178,1821,1,1761,239,10959,41,22305,160
7800,242,99993,3,3180,1819,1,1759,241,10959,41,22274,200
7812,242,99993,3,3184,1815,1,1761,239,10959,41,21829,220
7824,242,99993,3,3177,1823,0,1762,238,10958,42,21615,220
7836,242,99993,3,3186,1814,0,1762,238,10958,42,21420,220
7848,242,99993,3,3189,1811,0,1763,237,10958,42,21184,220
7860,240,99993,3,3197,1803,0,1762,238,10957,43,21286,210
7872,238,99993,3,3183,1817,0,1761,239,10957,43,21221,210
7884,238,99993,3,3177,1823,0,1762,238,10958,42,21104,210
7896,238,99993,3,3193,1807,0,1763,237,10959,41,20994,210
7908,238,99993,3,3211,1789,0,1763,237,10959,41,20746,200
7920,237,99993,3,3205,1795,0,1762,238,10959,41,20390,200
7932,236,99993,3,3209,1791,0,1761,239,10959,41,20443,200
7944,235,99993,3,3212,1788,0,1761,239,10958,42,20594,220
7956,235,99993,3,3220,1780,0,1762,238,10958,42,20518,220
7968,234,99993,3,3207,1793,0,1761,239,10958,42,20460,220
7980,234,99993,3,3197,1803,0,1761,239,10957,43,20346,210
7992,234,99993,3,3218,1782,0,1761,239,10958,42,20404,210
8004,233,99993,3,3232,1767,1,1762,238,10957,43,20412,240
8016,232,99993,3,3230,1770,0,1763,237,10957,43,20534,280
8028,231,99993,3,3237,1763,0,1763,237,10955,45,20731,260
8040,228,99993,3,3244,1756,0,1762,238,10957,43,20953,260
8052,228,99993,3,3225,1775,0,1762,238,10957,43,21077,260
8064,227,99993,3,3228,1772,0,1761,239,10957,43,21000,260
8076,226,99993,3,3234,1766,0,1761,239,10958,42,20824,260
8088,226,99993,3,3233,1767,0,1761,239,10959,41,20726,260
8100,226,99993,3,3251,1749,0,1761,239,10959,41,20798,260
8112,226,99993,3,3243,1757,0,1761,239,10958,42,20707,250
8124,226,99993,3,3242,1758,0,1761,239,10958,42,20754,250
8136,226,99993,3,3254,1746,0,1762,238,10957,43,20588,240
8148,225,99993,3,3251,1749,0,1761,239,10956,44,20576,230
8160,225,99993,3,3245,1755,0,1762,238,10956,44,20769,230
8172,225,99993,3,3256,1744,0,1763,237,10957,43,20722,230
8184,225,99993,3,3255,1745,0,1763,237,10957,43,20514,230
8196,225,99993,3,3239,1761,0,1764,236,10958,42,20620,210
8208,224,99993,3,3222,1778,0,1763,237,10958,42,20753,210
8220,224,99993,3,3225,1775,0,1763,237,10957,43,20796,200
8232,224,99993,3,3237,1763,0,1763,237,10958,42,20980,200
8244,224,99993,3,3226,1774,0,1763,237,10958,42,21103,200
8256,323,99993,2,3253,1747,0,1763,237,10959,41,20985,200
8268,321,99993,2,3260,1739,1,1763,237,10959,41,20896,200
8280,321,99993,2,3240,1760,0,1764,236,10959,41,20625,220
8292,320,99993,2,3241,1759,0,1763,237,10959,41,20543,210
8304,319,99993,2,3250,1750,0,1763,237,10960,40,20589,210
8316,317,99993,2,3245,1755,0,1763,237,10960,40,20372,210
8328,315,99993,2,3239,1760,1,1763,237,10961,39,20329,240
8340,314,99993,2,3232,1768,0,1764,236,10961,39,20068,240
8352,313,99993,2,3226,1774,0,1763,237,10961,39,19998,240
8364,313,99993,2,3221,1779,0,1763,237,10962,38,19951,240
8376,313,99993,2,3229,1771,0,1763,237,10962,38,19825,240
8388,312,99993,2,3237,1763,0,1762,238,10964,36,19537,240
8400,312,99993,2,3244,1756,0,1762,238,10964,36,19297,230
8412,312,99993,2,3249,1751,0,1763,237,10965,35,19116,230
8424,311,99993,2,3253,1747,0,1763,237,10964,36,18722,250
8436,311,99993,2,3246,1754,0,1763,237,10965,35,18460,250
8448,311,99993,2,3248,1752,0,1763,237,10966,34,18158,250
8460,310,99993,2,3250,1750,0,1762,238,10968,32,17844,250
8472,309,99993,2,3267,1733,0,1762,238,10968,32,17497,250
8484,308,99993,2,3258,1742,0,1762,238,10967,33,17288,240
8496,307,99993,2,3270,1730,0,1762,238,10967,33,17190,240
8508,307,99993,2,3284,1716,0,1762,238,10967,33,17176,240
8520,307,99993,2,3294,1706,0,1762,238,10967,33,17003,240
8532,305,99993,2,3305,1695,0,1763,237,10964,36,16807,220
8544,304,99993,2,3308,1691,1,1763,237,10964,36,16848,260
8556,304,99993,2,3313,1687,0,1763,237,10964,36,16842,270
8568,302,99993,2,3335,1665,0,1761,239,10966,34,16889,270
8580,301,99993,2,3342,1658,0,1760,240,10967,33,16693,270
8592,301,99993,2,3336,1664,0,1761,239,10968,32,16513,270
8604,301,99993,2,3339,1661,0,1762,238,10967,33,16411,260
8616,300,99993,2,3343,1657,0,1762,238,10967,33,16411,260
8628,300,99993,2,3344,1656,0,1764,236,10967,33,16399,260
8640,300,99993,2,3337,1663,0,1764,236,10968,32,16355,250
8652,300,99993,2,3337,1663,0,1765,235,10969,31,16345,250
8664,300,99993,2,3352,1648,0,1765,235,10969,31,16212,250
8676,398,99993,1,3350,1650,0,1763,237,10971,29,15960,250
8688,395,99993,1,3363,1636,1,1762,238,10971,29,15544,250
8700,395,99993,1,3375,1624,1,1764,236,10971,29,15472,280
8712,395,99993,1,3386,1614,0,1765,235,10970,30,15341,290
8724,393,99993,1,3406,1594,0,1763,237,10970,30,15263,280
8736,393,99993,1,3423,1577,0,1763,237,10970,30,15232,280
8748,392,99993,1,3423,1577,0,1762,238,10970,30,15069,270
8760,392,99993,1,3421,1579,0,1762,238,10968,32,14954,250
8772,392,99993,1,3417,1583,0,1763,237,10967,33,15185,230
8784,389,99993,1,3435,1564,1,1761,239,10967,33,15369,280
8796,389,99993,1,3435,1565,0,1762,238,10967,33,15402,290
8808,388,99993,1,3458,1541,1,1762,238,10965,35,15456,300
8820,388,99993,1,3459,1541,0,1762,238,10964,36,15811,350
8832,386,99993,1,3458,1542,0,1761,239,10964,36,15992,350
8844,384,99993,1,3446,1554,0,1760,240,10963,37,16165,340
8856,382,99993,1,3452,1548,0,1758,242,10961,39,16336,320
8868,382,99993,1,3448,1552,0,1759,241,10960,40,16454,310
8880,382,99993,1,3451,1549,0,1759,241,10960,40,16817,310
8892,382,99993,1,3464,1536,0,1760,240,10960,40,17110,310
8904,381,99993,1,3449,1551,0,1761,239,10961,39,17277,310
8916,381,99993,1,3443,1557,0,1762,238,10961,39,17435,310
8928,381,99993,1,3455,1545,0,1762,238,10962,38,17377,310
8940,379,99993,1,3467,1533,0,1761,239,10962,38,17420,310
8952,379,99993,1,3471,1529,0,1761,239,10961,39,17517,300
8964,379,99993,1,3469,1531,0,1762,238,10961,39,17472,300
8976,378,99993,1,3480,1520,0,1761,239,10961,39,17398,300
8988,376,99993,1,3490,1510,0,1759,241,10960,40,17380,290
9000,376,99993,1,3501,1499,0,1760,240,10960,40,17540,290
9012,375,99993,1,3505,1494,1,1763,237,10961,39,17806,350
9024,373,99993,1,3505,1495,0,1761,239,10961,39,17848,380
9036,373,99993,1,3514,1486,0,1762,238,10961,39,17974,380
9048,373,99993,1,3507,1493,0,1763,237,10958,42,18069,350
9060,371,99993,1,3503,1497,0,1762,238,10956,44,18553,320
9072,370,99993,1,3486,1514,0,1761,239,10957,43,18719,320
9084,368,99993,1,3480,1520,0,1760,240,10957,43,18929,310
9096,367,99993,1,3481,1519,0,1760,240,10958,42,19084,310
9108,367,99993,1,3480,1520,0,1760,240,10957,43,19151,300
9120,367,99993,1,3475,1525,0,1762,238,10957,43,19349,300
9132,366,99993,1,3466,1534,0,1761,239,10958,42,19474,300
9144,366,99993,1,3476,1524,0,1763,237,10958,42,19578,300
9156,365,99993,1,3484,1516,0,1762,238,10957,43,19696,290
9168,364,99993,1,3473,1526,1,1762,238,10955,45,19817,270
9180,363,99993,1,3467,1533,0,1761,239,10955,45,19931,280
9192,352,99992,2,3475,1525,0,1760,240,10956,44,20271,260
9204,350,99992,2,3482,1518,0,1758,242,10957,43,20267,260
9216,349,99992,2,3478,1522,0,1760,240,10958,42,20371,250
9228,347,99992,2,3479,1521,0,1759,241,10959,41,20383,250
9240,346,99992,2,3471,1529,0,1759,241,10959,41,20313,250
9252,345,99992,2,3474,1525,1,1759,241,10960,40,20198,290
9264,345,99992,2,3467,1532,1,1759,241,10960,40,20057,360
9276,344,99992,2,3469,1531,0,1759,241,10960,40,20034,420
9288,343,99992,2,3451,1549,0,1760,240,10961,39,19863,410
9300,340,99992,2,3437,1563,0,1757,243,10959,41,19803,390
9312,340,99992,2,3437,1563,0,1758,242,10958,42,19867,380
9324,340,99992,2,3433,1567,0,1759,241,10957,43,19831,370
9336,339,99992,2,3438,1562,0,1758,242,10957,43,20040,370
9348,338,99992,2,3450,1550,0,1758,242,10958,42,19989,360
9360,338,99992,2,3465,1535,0,1760,240,10957,43,20025,350
9372,338,99992,2,3449,1551,0,1760,240,10956,44,19969,330
9384,336,99992,2,3461,1539,0,1758,242,10956,44,20189,330
9396,326,99991,3,3471,1529,0,1758,242,10956,44,20134,320
9408,325,99991,3,3467,1532,1,1758,242,10956,44,20421,330
9420,324,99991,3,3461,1539,0,1758,242,10954,46,20482,320
9432,323,99991,3,3460,1540,0,1757,243,10953,47,20543,300
9444,422,99991,2,3465,1535,0,1757,243,10953,47,20902,290
9456,422,99991,2,3458,1542,0,1758,242,10953,47,21007,290
9468,422,99991,2,3433,1567,0,1758,242,10953,47,21085,290
9480,421,99991,2,3435,1565,0,1757,243,10951,49,21180,270
9492,419,99991,2,3406,1594,0,1758,242,10952,48,21416,270
9504,419,99991,2,3385,1615,0,1758,242,10951,49,21609,260
