Time,virus,cell,virusCell,macrophage,macrophageActive,macrophageWithVirus,dendricCell,dendricMHC,naiveTh1,activeTh1,IFN,IL-12
156,485,100000,0,4999,1,0,1989,11,11000,0,30,60
168,484,100000,0,4999,1,0,1988,12,11000,0,25,60
180,482,100000,0,4999,1,0,1986,14,11000,0,22,60
192,480,100000,0,4999,1,0,1984,16,11000,0,15,60
204,480,100000,0,4999,1,0,1984,16,11000,0,14,60
216,478,100000,0,4998,1,1,1983,17,11000,0,51,100
228,478,100000,0,4999,1,0,1983,17,11000,0,81,140
240,478,100000,0,4999,1,0,1983,17,11000,0,72,140
252,478,100000,0,4999,1,0,1983,17,11000,0,60,140
264,477,100000,0,4999,1,0,1982,18,11000,0,53,140
276,476,100000,0,4999,1,0,1981,19,11000,0,44,140
288,474,100000,0,4999,1,0,1980,20,11000,0,49,150
300,473,100000,0,4999,1,0,1979,21,11000,0,45,150
312,471,100000,0,4999,1,0,1977,23,11000,0,44,150
324,470,100000,0,4999,1,0,1978,22,11000,0,58,170
336,467,100000,0,4998,1,1,1976,24,11000,0,51,170
348,465,100000,0,4999,1,0,1975,25,11000,0,128,260
360,464,100000,0,4999,1,0,1974,26,11000,0,106,260
372,463,100000,0,4998,2,0,1973,27,11000,0,89,260
384,462,100000,0,4997,2,1,1973,27,11000,0,81,260
396,457,100000,0,4997,2,1,1968,32,11000,0,109,300
408,457,100000,0,4998,2,0,1968,32,11000,0,118,330
420,456,100000,0,4998,2,0,1967,33,11000,0,108,330
432,455,100000,0,4998,2,0,1966,34,11000,0,87,330
444,453,100000,0,4998,2,0,1964,36,11000,0,78,330
456,452,100000,0,4998,2,0,1963,37,11000,0,65,330
468,451,100000,0,4998,2,0,1962,38,11000,0,58,330
480,451,100000,0,4998,2,0,1962,38,11000,0,50,330
492,450,100000,0,4997,2,1,1962,38,11000,0,44,330
504,447,100000,0,4998,2,0,1959,41,11000,0,36,330
516,444,100000,0,4998,2,0,1956,44,11000,0,34,330
528,443,100000,0,4998,2,0,1955,45,11000,0,23,330
540,441,100000,0,4998,2,0,1953,47,11000,0,17,330
552,440,100000,0,4998,2,0,1952,48,11000,0,13,330
564,438,100000,0,4997,2,1,1951,49,11000,0,21,340
576,437,100000,0,4996,2,2,1951,49,11000,0,36,360
588,435,100000,0,4996,3,1,1951,49,11000,0,85,420
600,432,100000,0,4996,2,2,1949,51,11000,0,175,520
612,431,100000,0,4997,2,1,1948,52,11000,0,227,590
624,430,100000,0,4996,3,1,1948,52,11000,0,270,660
636,428,100000,0,4996,4,0,1946,54,11000,0,270,690
648,428,100000,0,4995,5,0,1946,54,11000,0,239,690
660,428,100000,0,4995,5,0,1946,54,11000,0,206,690
672,428,100000,0,4994,6,0,1946,54,11000,0,184,690
684,426,100000,0,4993,7,0,1945,55,11000,0,165,690
696,426,100000,0,4992,8,0,1945,55,11000,0,152,690
708,425,100000,0,4992,8,0,1944,56,11000,0,134,690
720,425,100000,0,4992,8,0,1945,55,11000,0,127,690
732,425,100000,0,4992,8,0,1945,55,11000,0,113,690
744,423,100000,0,4992,8,0,1943,57,11000,0,98,690
756,420,100000,0,4992,8,0,1941,59,11000,0,89,700
768,418,100000,0,4991,8,1,1940,60,11000,0,88,710
780,417,100000,0,4991,8,1,1940,60,11000,0,148,780
792,417,100000,0,4992,8,0,1940,60,11000,0,131,790
804,416,100000,0,4990,9,1,1940,60,11000,0,110,790
816,413,100000,0,4990,9,1,1937,63,11000,0,112,810
828,411,100000,0,4988,11,1,1935,65,11000,0,136,850
840,410,100000,0,4987,11,2,1935,65,11000,0,242,980
852,409,100000,0,4987,12,1,1935,65,10999,1,278,1060
864,407,100000,0,4984,15,1,1935,65,10999,1,347,1100
876,407,100000,0,4984,16,0,1936,64,10999,1,423,1160
888,404,100000,0,4980,20,0,1934,66,10999,1,445,1160
900,404,100000,0,4978,22,0,1934,66,10999,1,453,1160
912,403,100000,0,4975,25,0,1933,67,10999,1,471,1160
924,402,100000,0,4974,26,0,1932,68,10999,1,472,1160
936,402,100000,0,4973,27,0,1932,68,10999,1,471,1160
948,401,100000,0,4968,32,0,1932,68,10999,1,473,1160
960,400,100000,0,4965,35,0,1932,68,10999,1,471,1160
972,400,100000,0,4962,38,0,1932,68,10999,1,470,1160
984,399,100000,0,4960,40,0,1931,69,10999,1,434,1160
996,397,100000,0,4961,39,0,1929,71,10999,1,423,1160
1008,396,100000,0,4961,39,0,1928,72,10999,1,439,1160
1020,396,100000,0,4958,42,0,1928,72,10999,1,415,1160
1032,394,100000,0,4952,48,0,1926,74,10999,1,403,1160
1044,392,100000,0,4956,44,0,1925,75,10999,1,414,1160
1056,392,100000,0,4954,46,0,1926,74,10999,1,436,1160
1068,391,100000,0,4953,47,0,1925,75,10999,1,424,1160
1080,391,100000,0,4954,46,0,1925,75,10999,1,415,1160
1092,391,100000,0,4954,46,0,1926,74,10999,1,443,1160
1104,390,100000,0,4951,49,0,1925,75,10999,1,460,1160
1116,389,100000,0,4950,50,0,1924,76,10999,1,465,1160
1128,388,100000,0,4950,50,0,1924,76,10999,1,475,1160
1140,388,100000,0,4953,47,0,1924,76,10999,1,512,1160
1152,386,100000,0,4954,46,0,1923,77,10999,1,515,1170
1164,385,100000,0,4954,46,0,1922,78,10999,1,511,1170
1176,385,100000,0,4953,47,0,1922,78,10999,1,528,1170
1188,384,100000,0,4953,47,0,1921,79,10999,1,523,1170
1200,384,100000,0,4952,48,0,1921,79,10999,1,495,1170
1212,384,100000,0,4951,49,0,1921,79,10999,1,498,1170
1224,383,100000,0,4952,48,0,1920,80,10999,1,512,1170
1236,380,100000,0,4950,49,1,1919,81,10999,1,558,1230
1248,379,100000,0,4949,51,0,1918,82,10999,1,556,1240
1260,378,100000,0,4951,49,0,1918,82,10999,1,555,1240
1272,377,100000,0,4952,48,0,1918,82,10999,1,518,1240
1284,376,100000,0,4952,48,0,1917,83,10999,1,535,1240
1296,376,100000,0,4951,49,0,1917,83,10999,1,494,1240
1308,375,100000,0,4948,52,0,1916,84,10999,1,448,1240
1320,373,100000,0,4949,50,1,1916,84,10999,1,445,1260
1332,369,100000,0,4949,51,0,1913,87,11000,0,453,1320
1344,368,100000,0,4952,48,0,1912,88,11000,0,393,1320
1356,366,100000,0,4953,47,0,1910,90,11000,0,341,1320
1368,365,100000,0,4953,47,0,1909,91,11000,0,297,1320
1380,365,100000,0,4953,47,0,1909,91,11000,0,260,1320
1392,364,100000,0,4953,47,0,1908,92,11000,0,235,1320
1404,362,100000,0,4952,48,0,1906,94,11000,0,210,1320
1416,361,100000,0,4951,49,0,1905,95,11000,0,185,1320
1428,361,100000,0,4952,48,0,1905,95,11000,0,163,1320
1440,359,100000,0,4952,48,0,1904,96,11000,0,143,1320
1452,357,100000,0,4953,47,0,1902,98,11000,0,130,1320
1464,355,100000,0,4953,47,0,1900,100,11000,0,113,1320
1476,355,100000,0,4953,47,0,1900,100,11000,0,105,1320
1488,355,100000,0,4953,47,0,1900,100,11000,0,90,1320
1500,352,100000,0,4955,45,0,1897,103,11000,0,82,1320
1512,352,100000,0,4955,45,0,1899,101,11000,0,72,1320
1524,350,100000,0,4955,45,0,1897,103,11000,0,62,1320
1536,349,100000,0,4957,43,0,1896,104,11000,0,55,1320
1548,347,100000,0,4957,43,0,1894,106,11000,0,50,1320
1560,337,99999,1,4957,43,0,1894,106,11000,0,41,1320
1572,335,99999,1,4959,41,0,1892,108,11000,0,36,1320
1584,334,99999,1,4960,40,0,1891,109,11000,0,32,1320
1596,332,99999,1,4962,38,0,1889,111,11000,0,28,1320
1608,332,99999,1,4964,36,0,1889,111,11000,0,27,1320
1620,332,99999,1,4965,35,0,1889,111,11000,0,25,1320
1632,332,99999,1,4966,34,0,1889,111,11000,0,22,1320
1644,332,99999,1,4967,33,0,1889,111,11000,0,20,1320
1656,331,99999,1,4967,33,0,1888,112,11000,0,19,1320
1668,331,99999,1,4967,33,0,1888,112,11000,0,14,1320
1680,331,99999,1,4968,32,0,1888,112,11000,0,12,1320
1692,329,99999,1,4969,31,0,1887,113,11000,0,48,1360
1704,328,99999,1,4969,31,0,1887,113,11000,0,42,1360
1716,327,99999,1,4971,29,0,1886,114,11000,0,36,1360
1728,327,99999,1,4971,29,0,1886,114,11000,0,31,1360
1740,326,99999,1,4972,28,0,1885,115,11000,0,28,1360
1752,325,99999,1,4972,28,0,1885,115,11000,0,28,1360
1764,325,99999,1,4973,27,0,1885,115,11000,0,26,1360
1776,325,99999,1,4974,26,0,1885,115,11000,0,23,1360
1788,323,99999,1,4974,25,1,1884,116,11000,0,71,1410
1800,323,99999,1,4976,24,0,1884,116,11000,0,71,1420
1812,321,99999,1,4975,24,1,1883,117,11000,0,124,1480
1824,318,99999,1,4976,24,0,1880,120,11000,0,170,1540
1836,317,99999,1,4978,22,0,1879,121,11000,0,151,1540
1848,317,99999,1,4979,21,0,1879,121,11000,0,132,1540
1860,316,99999,1,4979,21,0,1878,122,11000,0,119,1540
1872,315,99999,1,4979,21,0,1877,123,11000,0,106,1540
1884,314,99999,1,4977,23,0,1877,123,11000,0,91,1540
1896,314,99999,1,4978,22,0,1877,123,11000,0,83,1540
1908,314,99999,1,4978,22,0,1877,123,11000,0,76,1540
1920,313,99999,1,4978,22,0,1876,124,11000,0,67,1540
1932,313,99999,1,4978,22,0,1877,123,11000,0,60,1540
1944,303,99998,2,4978,22,0,1877,123,11000,0,52,1540
1956,303,99998,2,4980,20,0,1878,122,11000,0,46,1540
1968,303,99998,2,4980,20,0,1878,122,11000,0,44,1540
1980,303,99998,2,4981,19,0,1878,122,11000,0,41,1540
1992,302,99998,2,4981,19,0,1877,123,11000,0,37,1540
2004,302,99998,2,4981,19,0,1877,123,11000,0,35,1540
2016,301,99998,2,4981,19,0,1876,124,11000,0,31,1540
2028,298,99998,2,4982,18,0,1873,127,11000,0,26,1540
2040,298,99998,2,4982,18,0,1873,127,11000,0,25,1540
2052,296,99998,2,4983,17,0,1873,127,11000,0,32,1550
2064,296,99998,2,4983,17,0,1873,127,11000,0,29,1550
2076,295,99998,2,4982,17,1,1873,127,11000,0,64,1590
2088,294,99998,2,4982,18,0,1872,128,11000,0,53,1590
2100,292,99998,2,4981,18,1,1871,129,11000,0,95,1640
2112,290,99998,2,4983,16,1,1870,130,11000,0,91,1650
2124,290,99998,2,4984,16,0,1870,130,11000,0,88,1660
2136,290,99998,2,4984,16,0,1870,130,11000,0,81,1660
2148,288,99998,2,4985,15,0,1868,132,11000,0,70,1660
2160,288,99998,2,4985,15,0,1868,132,11000,0,64,1660
2172,286,99998,2,4985,15,0,1866,134,11000,0,57,1660
2184,283,99998,2,4983,15,2,1865,135,11000,0,106,1720
2196,283,99998,2,4985,15,0,1865,135,11000,0,164,1790
2208,281,99998,2,4983,16,1,1864,136,11000,0,182,1830
2220,280,99998,2,4983,17,0,1863,137,11000,0,172,1840
2232,280,99998,2,4983,17,0,1863,137,11000,0,157,1840
2244,280,99998,2,4984,16,0,1864,136,11000,0,139,1840
2256,280,99998,2,4984,16,0,1864,136,11000,0,121,1840
2268,280,99998,2,4984,16,0,1864,136,11000,0,111,1840
2280,280,99998,2,4985,15,0,1864,136,11000,0,103,1840
2292,277,99998,2,4984,16,0,1862,138,11000,0,92,1850
2304,277,99998,2,4985,15,0,1863,137,11000,0,78,1850
2316,277,99998,2,4986,14,0,1863,137,11000,0,70,1850
2328,276,99998,2,4986,14,0,1863,137,11000,0,60,1850
2340,273,99998,2,4984,14,2,1862,138,11000,0,119,1920
2352,272,99998,2,4986,14,0,1861,139,11000,0,147,1970
2364,272,99998,2,4986,14,0,1861,139,11000,0,133,1970
2376,271,99998,2,4986,14,0,1860,140,11000,0,119,1970
2388,271,99998,2,4986,14,0,1860,140,10999,1,116,1960
2400,271,99998,2,4986,14,0,1860,140,10999,1,173,1960
2412,271,99998,2,4986,14,0,1860,140,10999,1,187,1960
2424,269,99998,2,4985,14,1,1859,141,10999,1,273,2000
2436,269,99998,2,4984,15,1,1859,141,10999,1,360,2090
2448,268,99998,2,4983,17,0,1858,142,10999,1,342,2090
2460,267,99998,2,4981,18,1,1859,141,10999,1,366,2100
2472,267,99998,2,4980,19,1,1860,140,10998,2,417,2140
2484,266,99998,2,4981,19,0,1860,140,10998,2,550,2180
2496,266,99998,2,4979,21,0,1860,140,10997,3,583,2170
2508,265,99998,2,4975,25,0,1860,140,10997,3,692,2170
2520,264,99998,2,4973,27,0,1860,140,10997,3,764,2170
2532,263,99998,2,4972,28,0,1859,141,10997,3,822,2170
2544,262,99998,2,4970,30,0,1858,142,10997,3,903,2170
2556,262,99998,2,4969,31,0,1858,142,10997,3,986,2170
2568,261,99998,2,4966,34,0,1858,142,10997,3,1083,2170
2580,261,99998,2,4962,38,0,1858,142,10997,3,1074,2170
2592,260,99998,2,4960,40,0,1858,142,10997,3,1127,2170
2604,260,99998,2,4959,41,0,1858,142,10997,3,1156,2170
2616,258,99998,2,4957,43,0,1856,144,10996,4,1191,2160
2628,258,99998,2,4954,46,0,1857,143,10996,4,1282,2160
2640,258,99998,2,4952,48,0,1857,143,10996,4,1326,2160
2652,258,99998,2,4953,47,0,1857,143,10995,5,1478,2150
2664,257,99998,2,4949,51,0,1856,144,10995,5,1532,2150
2676,256,99998,2,4943,57,0,1856,144,10995,5,1611,2150
2688,256,99998,2,4931,69,0,1856,144,10994,6,1650,2140
2700,256,99998,2,4923,77,0,1856,144,10994,6,1813,2140
2712,256,99998,2,4918,82,0,1857,143,10994,6,1929,2140
2724,255,99998,2,4917,83,0,1856,144,10994,6,2049,2140
2736,254,99998,2,4916,84,0,1855,145,10994,6,2120,2140
2748,252,99998,2,4918,82,0,1854,146,10994,6,2306,2200
2760,250,99998,2,4914,86,0,1854,146,10993,7,2372,2190
2772,250,99998,2,4916,84,0,1854,146,10991,9,2560,2170
2784,249,99998,2,4911,89,0,1855,145,10990,10,2744,2160
2796,248,99998,2,4904,96,0,1854,146,10988,12,3045,2140
2808,248,99998,2,4899,101,0,1854,146,10988,12,3427,2140
2820,248,99998,2,4896,104,0,1854,146,10985,15,3723,2110
2832,248,99998,2,4883,117,0,1854,146,10984,16,4136,2100
2844,248,99998,2,4876,124,0,1855,145,10983,17,4586,2090
2856,248,99998,2,4859,141,0,1856,144,10983,17,5102,2090
2868,248,99998,2,4849,151,0,1856,144,10985,15,5536,2090
2880,248,99998,2,4838,162,0,1856,144,10984,16,5746,2080
2892,248,99998,2,4822,178,0,1856,144,10983,17,5886,2070
2904,246,99998,2,4801,199,0,1854,146,10981,19,6200,2050
2916,246,99998,2,4790,210,0,1854,146,10980,20,6521,2040
2928,246,99998,2,4776,224,0,1854,146,10980,20,6830,2030
2940,245,99998,2,4750,250,0,1853,147,10979,21,7232,2020
2952,245,99998,2,4728,272,0,1854,146,10978,22,7695,2010
2964,245,99998,2,4721,279,0,1854,146,10976,24,8207,1980
2976,245,99998,2,4695,305,0,1854,146,10976,24,8569,1980
2988,245,99998,2,4675,325,0,1854,146,10976,24,8898,1970
3000,243,99998,2,4660,339,1,1853,147,10975,25,9258,1950
3012,241,99998,2,4640,359,1,1851,149,10973,27,9621,1960
3024,241,99998,2,4624,375,1,1851,149,10971,29,10027,1980
3036,241,99998,2,4615,385,0,1851,149,10972,28,10458,1980
3048,240,99998,2,4592,408,0,1850,150,10971,29,10674,1970
3060,240,99998,2,4570,430,0,1850,150,10967,33,11120,1930
3072,240,99998,2,4544,456,0,1850,150,10967,33,11438,1920
3084,240,99998,2,4527,473,0,1851,149,10964,36,12115,1890
3096,238,99998,2,4498,502,0,1849,151,10963,37,12754,1880
3108,238,99998,2,4474,526,0,1850,150,10961,39,13623,1860
3120,238,99998,2,4463,537,0,1850,150,10962,38,14200,1850
3132,238,99998,2,4428,572,0,1850,150,10962,38,14456,1820
3144,236,99998,2,4411,589,0,1849,151,10961,39,14836,1810
3156,235,99998,2,4385,615,0,1848,152,10960,40,15372,1790
3168,234,99998,2,4360,640,0,1847,153,10958,42,15872,1770
3180,233,99998,2,4330,670,0,1846,154,10953,47,16391,1720
3192,233,99998,2,4302,698,0,1846,154,10952,48,17359,1710
3204,233,99998,2,4276,724,0,1846,154,10950,50,18015,1680
3216,331,99998,1,4237,762,1,1846,154,10951,49,18388,1700
3228,330,99998,1,4202,798,0,1847,153,10948,52,19015,1730
3240,330,99998,1,4157,843,0,1847,153,10945,55,19742,1690
3252,328,99998,1,4120,880,0,1846,154,10941,59,20322,1650
3264,327,99998,1,4096,904,0,1845,155,10936,64,21194,1600
3276,326,99998,1,4071,929,0,1846,154,10933,67,22485,1570
3288,325,99998,1,4041,959,0,1845,155,10931,69,23612,1550
3300,324,99998,1,4000,999,1,1845,155,10932,68,24751,1590
3312,322,99998,1,3967,1033,0,1845,155,10930,70,25742,1570
3324,321,99998,1,3933,1067,0,1844,156,10928,72,26687,1550
3336,320,99998,1,3903,1097,0,1843,157,10925,75,27798,1510
3348,320,99998,1,3871,1129,0,1843,157,10922,78,28959,1480
3360,320,99998,1,3831,1169,0,1844,156,10919,81,29965,1450
3372,319,99998,1,3789,1211,0,1843,157,10915,85,31011,1390
3384,317,99998,1,3752,1247,1,1843,157,10914,86,32185,1390
3396,317,99998,1,3710,1290,0,1843,157,10912,88,33230,1370
3408,316,99998,1,3657,1343,0,1842,158,10911,89,34677,1360
3420,316,99998,1,3605,1395,0,1842,158,10906,94,35784,1300
3432,315,99998,1,3563,1437,0,1841,159,10904,96,37024,1270
3444,314,99998,1,3503,1496,1,1841,159,10904,96,37934,1290
3456,313,99998,1,3456,1543,1,1840,160,10902,98,38991,1330
3468,313,99998,1,3426,1574,0,1841,159,10899,101,39991,1300
3480,313,99998,1,3406,1594,0,1841,159,10897,103,40791,1270
3492,312,99998,1,3356,1644,0,1840,160,10893,107,41544,1220
3504,311,99998,1,3315,1685,0,1840,160,10889,111,42823,1170
3516,310,99998,1,3263,1737,0,1840,160,10884,116,44020,1120
3528,310,99998,1,3233,1767,0,1840,160,10883,117,45483,1090
3540,310,99998,1,3185,1815,0,1840,160,10880,120,47130,1050
3552,308,99998,1,3147,1853,0,1840,160,10880,120,48705,1030
3564,307,99998,1,3076,1924,0,1839,161,10877,123,49765,970
3576,307,99998,1,3011,1989,0,1839,161,10877,123,50817,950
3588,307,99998,1,2971,2029,0,1839,161,10879,121,52029,950
3600,307,99998,1,2906,2094,0,1841,159,10878,122,52703,920
3612,304,99998,1,2855,2144,1,1839,161,10878,122,53083,910
3624,304,99998,1,2822,2178,0,1839,161,10882,118,54205,920
3636,303,99998,1,2791,2209,0,1838,162,10881,119,54385,890
3648,302,99998,1,2743,2257,0,1837,163,10883,117,54549,890
3660,300,99998,1,2695,2305,0,1835,165,10881,119,54692,860
3672,299,99998,1,2673,2326,1,1837,163,10882,118,55242,880
3684,297,99998,1,2611,2389,0,1835,165,10881,119,55859,900
3696,297,99998,1,2593,2407,0,1836,164,10878,122,56526,860
3708,297,99998,1,2574,2426,0,1836,164,10876,124,56868,830
3720,297,99998,1,2547,2453,0,1836,164,10876,124,57282,800
3732,295,99998,1,2509,2491,0,1835,165,10877,123,58245,790
3744,295,99998,1,2474,2526,0,1835,165,10878,122,58329,760
3756,295,99998,1,2456,2544,0,1835,165,10878,122,58297,740
3768,294,99998,1,2438,2562,0,1834,166,10875,125,58602,710
3780,293,99998,1,2410,2590,0,1835,165,10875,125,58796,690
3792,290,99998,1,2411,2589,0,1832,168,10872,128,58950,650
3804,290,99998,1,2377,2623,0,1832,168,10874,126,59477,630
3816,289,99998,1,2342,2658,0,1831,169,10873,127,59639,600
3828,289,99998,1,2314,2686,0,1831,169,10872,128,59945,570
3840,289,99998,1,2305,2695,0,1832,168,10870,130,60729,550
3852,289,99998,1,2259,2741,0,1833,167,10870,130,61304,530
3864,288,99998,1,2241,2759,0,1832,168,10874,126,61691,530
3876,288,99998,1,2231,2769,0,1833,167,10872,128,61999,500
3888,288,99998,1,2222,2778,0,1833,167,10873,127,62113,480
3900,287,99998,1,2231,2769,0,1832,168,10872,128,62292,470
3912,286,99998,1,2211,2789,0,1833,167,10871,129,62130,440
3924,285,99998,1,2195,2804,1,1833,167,10874,126,62207,480
3936,283,99998,1,2189,2811,0,1832,168,10873,127,62064,480
3948,280,99998,1,2181,2819,0,1831,169,10871,129,61993,460
3960,279,99998,1,2165,2835,0,1830,170,10871,129,62071,450
3972,277,99998,1,2159,2841,0,1830,170,10871,129,62150,420
3984,276,99998,1,2144,2856,0,1832,168,10872,128,61802,420
3996,276,99998,1,2120,2880,0,1832,168,10870,130,62206,400
4008,276,99998,1,2136,2864,0,1832,168,10872,128,62679,380
4020,276,99998,1,2126,2874,0,1832,168,10875,125,62287,370
4032,275,99998,1,2127,2873,0,1831,169,10874,126,62562,360
4044,275,99998,1,2118,2882,0,1832,168,10874,126,62652,340
4056,275,99998,1,2083,2917,0,1832,168,10874,126,62509,330
4068,274,99998,1,2053,2947,0,1831,169,10873,127,62608,320
4080,274,99998,1,2039,2961,0,1831,169,10873,127,62785,310
4092,274,99998,1,2032,2968,0,1831,169,10873,127,62745,300
4104,274,99998,1,2032,2968,0,1831,169,10877,123,62755,280
4116,274,99998,1,2038,2962,0,1833,167,10876,124,62675,270
4128,262,99997,2,2044,2956,0,1831,169,10875,125,62548,260
4140,262,99997,2,2021,2979,0,1831,169,10875,125,62884,240
4152,261,99997,2,2018,2982,0,1830,170,10877,123,62486,240
4164,261,99997,2,1995,3005,0,1830,170,10878,122,61917,240
4176,260,99997,2,1988,3012,0,1829,171,10879,121,61896,230
4188,259,99997,2,1984,3016,0,1828,172,10877,123,61272,210
4200,259,99997,2,1973,3027,0,1828,172,10878,122,61075,200
4212,259,99997,2,1985,3015,0,1828,172,10879,121,60957,180
4224,259,99997,2,1997,3003,0,1828,172,10877,123,60718,160
4236,258,99997,2,2010,2990,0,1827,173,10877,123,60742,150
4248,258,99997,2,2000,3000,0,1830,170,10877,123,60664,150
4260,256,99997,2,2006,2994,0,1828,172,10878,122,60597,150
4272,255,99997,2,1994,3006,0,1827,173,10879,121,60392,150
4284,255,99997,2,1992,3008,0,1828,172,10881,119,60301,150
4296,254,99997,2,1978,3022,0,1827,173,10882,118,59498,150
4308,254,99997,2,1982,3018,0,1827,173,10884,116,59386,150
4320,253,99997,2,1993,3007,0,1826,174,10884,116,59022,140
4332,252,99997,2,2009,2991,0,1826,174,10884,116,58673,150
4344,249,99997,2,2040,2959,1,1824,176,10884,116,58460,150
4356,249,99997,2,2042,2958,0,1824,176,10886,114,58075,200
4368,247,99997,2,2044,2956,0,1823,177,10886,114,57790,190
4380,247,99997,2,2046,2954,0,1823,177,10888,112,57369,190
4392,247,99997,2,2049,2951,0,1823,177,10887,113,56971,180
4404,247,99997,2,2062,2938,0,1823,177,10886,114,57028,170
4416,247,99997,2,2076,2924,0,1823,177,10887,113,56970,170
4428,247,99997,2,2077,2923,0,1824,176,10887,113,56900,160
4440,246,99997,2,2091,2909,0,1823,177,10887,113,56687,150
4452,246,99997,2,2096,2904,0,1823,177,10886,114,56445,130
4464,245,99997,2,2101,2899,0,1823,177,10888,112,56156,130
4476,244,99997,2,2088,2912,0,1822,178,10887,113,55956,120
4488,243,99997,2,2092,2908,0,1822,178,10887,113,55917,110
4500,241,99997,2,2106,2894,0,1820,180,10890,110,55449,110
4512,241,99997,2,2086,2914,0,1820,180,10891,109,55490,110
4524,241,99997,2,2085,2915,0,1821,179,10894,106,55320,110
4536,241,99997,2,2087,2913,0,1821,179,10895,105,54945,110
4548,241,99997,2,2085,2915,0,1821,179,10896,104,54429,110
4560,239,99997,2,2084,2916,0,1819,181,10896,104,53716,110
4572,238,99997,2,2084,2916,0,1818,182,10898,102,53370,110
4584,237,99997,2,2100,2900,0,1817,183,10898,102,52856,100
4596,236,99997,2,2101,2899,0,1816,184,10901,99,52336,100
4608,236,99997,2,2111,2889,0,1817,183,10902,98,51869,100
4620,236,99997,2,2120,2880,0,1820,180,10902,98,51839,100
4632,236,99997,2,2119,2881,0,1820,180,10901,99,51420,90
4644,236,99997,2,2117,2883,0,1821,179,10902,98,51011,90
4656,235,99997,2,2132,2868,0,1820,180,10902,98,51039,80
4668,232,99997,2,2134,2866,0,1819,181,10906,94,50385,80
4680,232,99997,2,2142,2858,0,1819,181,10907,93,49740,70
4692,232,99997,2,2134,2866,0,1819,181,10909,91,49428,70
4704,330,99997,1,2139,2861,0,1817,183,10909,91,48606,70
4716,329,99997,1,2150,2850,0,1817,183,10910,90,48186,70
4728,318,99996,2,2156,2844,0,1816,184,10911,89,47554,70
4740,318,99996,2,2168,2832,0,1816,184,10911,89,47055,70
4752,408,99995,2,2181,2819,0,1816,184,10911,89,46689,70
4764,407,99995,2,2180,2820,0,1816,184,10911,89,46302,70
4776,405,99995,2,2190,2809,1,1815,185,10911,89,46097,100
4788,401,99995,2,2186,2814,0,1811,189,10912,88,45914,100
4800,400,99995,2,2214,2786,0,1811,189,10914,86,45704,100
4812,399,99995,2,2210,2790,0,1810,190,10914,86,45401,100
4824,397,99995,2,2231,2769,0,1809,191,10916,84,44949,100
4836,396,99995,2,2216,2784,0,1809,191,10917,83,44709,140
4848,396,99995,2,2216,2784,0,1809,191,10917,83,44224,140
4860,396,99995,2,2217,2783,0,1809,191,10920,80,43739,140
4872,394,99995,2,2219,2781,0,1807,193,10921,79,43185,140
4884,393,99995,2,2236,2764,0,1807,193,10920,80,42724,130
4896,393,99995,2,2251,2749,0,1807,193,10921,79,42340,130
4908,393,99995,2,2266,2734,0,1808,192,10921,79,41809,130
4920,392,99995,2,2270,2730,0,1807,193,10923,77,41379,130
4932,391,99995,2,2296,2704,0,1807,193,10924,76,41064,130
4944,391,99995,2,2315,2685,0,1807,193,10924,76,40392,130
4956,390,99995,2,2326,2674,0,1806,194,10924,76,39850,130
4968,389,99995,2,2358,2642,0,1805,195,10923,77,39801,120
4980,389,99995,2,2370,2630,0,1805,195,10923,77,39434,120
4992,388,99995,2,2394,2606,0,1804,196,10925,75,38948,110
5004,388,99995,2,2416,2584,0,1806,194,10926,74,38590,110
5016,388,99995,2,2429,2571,0,1806,194,10927,73,38288,110
5028,388,99995,2,2447,2553,0,1806,194,10928,72,38153,110
5040,387,99995,2,2441,2559,0,1807,193,10930,70,37680,110
5052,387,99995,2,2447,2553,0,1808,192,10931,69,37188,110
5064,387,99995,2,2457,2543,0,1809,191,10931,69,36818,110
5076,385,99995,2,2461,2539,0,1807,193,10931,69,36365,110
5088,385,99995,2,2458,2542,0,1807,193,10932,68,35925,110
5100,383,99995,2,2467,2533,0,1805,195,10932,68,35953,100
5112,382,99995,2,2467,2532,1,1806,194,10932,68,35479,150
5124,381,99995,2,2505,2495,0,1805,195,10932,68,35138,140
5136,381,99995,2,2529,2471,0,1806,194,10932,68,34930,130
5148,380,99995,2,2529,2471,0,1805,195,10933,67,34637,130
5160,379,99995,2,2529,2471,0,1804,196,10934,66,34335,130
5172,379,99995,2,2541,2459,0,1805,195,10935,65,33958,120
5184,379,99995,2,2551,2449,0,1805,195,10934,66,33563,110
5196,379,99995,2,2553,2447,0,1805,195,10935,65,33451,110
5208,366,99995,2,2554,2445,1,1802,198,10935,65,33546,110
5220,465,99995,1,2558,2441,1,1802,198,10937,63,33376,120
5232,465,99995,1,2561,2438,1,1804,196,10937,63,33132,170
5244,464,99995,1,2568,2431,1,1804,196,10936,64,32948,200
5256,464,99995,1,2575,2424,1,1804,196,10936,64,32993,220
5268,463,99995,1,2580,2420,0,1804,196,10936,64,32866,230
5280,463,99995,1,2588,2412,0,1804,196,10935,65,32590,220
5292,463,99995,1,2596,2404,0,1804,196,10934,66,32528,210
5304,462,99995,1,2614,2386,0,1803,197,10935,65,32189,200
5316,461,99995,1,2618,2382,0,1802,198,10936,64,32049,200
