Time,H2O,OH-,H+,K+,Na+,H2O:=cell_1,OH-:=cell_1,H+:=cell_1,K+:=cell_1,Na+:=cell_1,ATP:=cell_1,ADP:=cell_1,Pi:=cell_1,Na+_channel:=cell_1,K+_channel:=cell_1,Na+_K+_pump:=cell_1
0,10000000000000,1000000,1000000,80000000,80000000,10000000000000,1000000,1000000,120000000,120000000,1000000000000,0,0,200,300,500
10,10000000004892,995108,995108,79970200,80154700,10000000004338,995113,995113,120029800,119845300,999999945100,54900,54900,200,300,500
20,10000000009726,990274,990274,79825800,80356300,10000000008785,990094,990094,120174200,119643700,999999887900,112100,112100,200,300,500
30,10000000014570,985430,985430,79739200,80586200,10000000013079,985267,985267,120260800,119413800,999999834600,165400,165400,200,300,500
40,10000000019378,980622,980622,79675600,80731600,10000000017370,980458,980458,120324400,119268400,999999782800,217200,217200,200,300,500
50,10000000024081,975919,975919,79570600,80954100,10000000021577,975676,975676,120429400,119045900,999999725300,274700,274700,200,300,500
60,10000000028687,971313,971313,79482200,81146700,10000000025844,970867,970867,120517800,118853300,999999671100,328900,328900,200,300,500
70,10000000033463,966537,966537,79388600,81347100,10000000029978,966165,966165,120611400,118652900,999999614300,385700,385700,200,300,500
80,10000000037972,962028,962028,79378000,81483000,10000000033957,961633,961633,120622000,118517000,999999559000,441000,441000,200,300,500
90,10000000042647,957353,957353,79311400,81672900,10000000038057,957000,957000,120688600,118327100,999999505700,494300,494300,200,300,500
100,10000000047262,952738,952738,79202400,81836400,10000000042070,952442,952442,120797600,118163600,999999451200,548800,548800,200,300,500
110,10000000051819,948181,948181,79138200,82012700,10000000046151,947840,947840,120861800,117987300,999999399100,600900,600900,200,300,500
120,10000000056372,943628,943628,79027800,82188300,10000000050156,943283,943283,120972200,117811700,999999343900,656100,656100,200,300,500
130,10000000060864,939136,939136,78948800,82381800,10000000054035,938859,938859,121051200,117618200,999999289400,710600,710600,200,300,500
140,10000000065421,934579,934579,78888200,82597700,10000000057838,934503,934503,121111800,117402300,999999234100,765900,765900,200,300,500
150,10000000069768,930232,930232,78833200,82785200,10000000061563,930253,930253,121166800,117214800,999999181600,818400,818400,200,300,500
160,10000000074074,925926,925926,78759400,82965900,10000000065266,925981,925981,121240600,117034100,999999124700,875300,875300,200,300,500
170,10000000078330,921670,921670,78667200,83119200,10000000069042,921694,921694,121332800,116880800,999999073600,926400,926400,200,300,500
180,10000000082510,917490,917490,78634400,83318400,10000000072624,917548,917548,121365600,116681600,999999017200,982800,982800,200,300,500
190,10000000086701,913299,913299,78577400,83483900,10000000076283,913304,913304,121422600,116516100,999998958700,1041300,1041300,200,300,500
200,10000000090775,909225,909225,78509200,83656200,10000000079878,909168,909168,121490800,116343800,999998904600,1095400,1095400,200,300,500
210,10000000094885,905115,905115,78416800,83779800,10000000083567,904967,904967,121583200,116220200,999998853400,1146600,1146600,200,300,500
220,10000000099017,900983,900983,78365400,84021900,10000000087165,900862,900862,121634600,115978100,999998802700,1197300,1197300,200,300,500
230,10000000103097,896903,896903,78307600,84163600,10000000090722,896766,896766,121692400,115836400,999998748800,1251200,1251200,200,300,500
240,10000000107033,892967,892967,78236400,84355400,10000000094181,892801,892801,121763600,115644600,999998698200,1301800,1301800,200,300,500
250,10000000111012,888988,888988,78200800,84513800,10000000097503,888951,888951,121799200,115486200,999998645400,1354600,1354600,200,300,500
260,10000000115017,884983,884983,78131200,84678200,10000000101001,884905,884905,121868800,115321800,999998590600,1409400,1409400,200,300,500
270,10000000118945,881055,881055,78042200,84836700,10000000104439,880972,880972,121957800,115163300,999998541100,1458900,1458900,200,300,500
280,10000000122865,877135,877135,77970000,84970000,10000000107798,877102,877102,122030000,115030000,999998490000,1510000,1510000,200,300,500
290,10000000126727,873273,873273,77960800,85133800,10000000111155,873199,873199,122039200,114866200,999998435400,1564600,1564600,200,300,500
300,10000000130471,869529,869529,77869400,85325900,10000000114417,869430,869430,122130600,114674100,999998384700,1615300,1615300,200,300,500
310,10000000134184,865816,865816,77776200,85520700,10000000117596,865735,865735,122223800,114479300,999998333100,1666900,1666900,200,300,500
320,10000000137855,862145,862145,77721000,85688500,10000000120749,862056,862056,122279000,114311500,999998280500,1719500,1719500,200,300,500
330,10000000141596,858404,858404,77627400,85888900,10000000123814,858423,858423,122372600,114111100,999998223700,1776300,1776300,200,300,500
340,10000000145258,854742,854742,77605400,86051900,10000000127035,854692,854692,122394600,113948100,999998172700,1827300,1827300,200,300,500
350,10000000148924,851076,851076,77512400,86196400,10000000130266,850946,850946,122487600,113803600,999998121200,1878800,1878800,200,300,500
360,10000000152431,847569,847569,77435200,86372200,10000000133372,847354,847354,122564800,113627800,999998072600,1927400,1927400,200,300,500
370,10000000156045,843955,843955,77438800,86546800,10000000136527,843717,843717,122561200,113453200,999998024400,1975600,1975600,200,300,500
380,10000000159636,840364,840364,77418200,86747700,10000000139526,840215,840215,122581800,113252300,999997974100,2025900,2025900,200,300,500
390,10000000163156,836844,836844,77377400,86928900,10000000142499,836738,836738,122622600,113071100,999997923700,2076300,2076300,200,300,500
400,10000000166713,833287,833287,77276200,87130700,10000000145479,833252,833252,122723800,112869300,999997873100,2126900,2126900,200,300,500
410,10000000170190,829810,829810,77214000,87264000,10000000148500,829720,829720,122786000,112736000,999997822000,2178000,2178000,200,300,500
420,10000000173641,826359,826359,77142800,87415800,10000000151423,826291,826291,122857200,112584200,999997771400,2228600,2228600,200,300,500
430,10000000177054,822946,822946,77016000,87556000,10000000154288,822892,822892,122984000,112444000,999997718000,2282000,2282000,200,300,500
440,10000000180313,819687,819687,76970000,87715000,10000000157132,819518,819518,123030000,112285000,999997665000,2335000,2335000,200,300,500
450,10000000183705,816295,816295,76866200,87870700,10000000160001,816130,816130,123133800,112129300,999997613100,2386900,2386900,200,300,500
460,10000000186961,813039,813039,76699000,88071500,10000000162959,812636,812636,123301000,111928500,999997559500,2440500,2440500,200,300,500
470,10000000190210,809790,809790,76705400,88226900,10000000165754,809323,809323,123294600,111773100,999997507700,2492300,2492300,200,300,500
480,10000000193450,806550,806550,76631400,88432900,10000000168503,806054,806054,123368600,111567100,999997455700,2544300,2544300,200,300,500
490,10000000196714,803286,803286,76605400,88616900,10000000171267,802810,802810,123394600,111383100,999997407700,2592300,2592300,200,300,500
500,10000000199937,800063,800063,76502200,88771700,10000000173838,799723,799723,123497800,111228300,999997356100,2643900,2643900,200,300,500
510,10000000203168,796832,796832,76463000,88945500,10000000176482,796533,796533,123537000,111054500,999997301500,2698500,2698500,200,300,500
520,10000000206339,793661,793661,76438000,89073000,10000000179152,793338,793338,123562000,110927000,999997249000,2751000,2751000,200,300,500
530,10000000209562,790438,790438,76337000,89209500,10000000181778,790257,790257,123663000,110790500,999997203500,2796500,2796500,200,300,500
540,10000000212700,787300,787300,76268000,89368000,10000000184390,787150,787150,123732000,110632000,999997154000,2846000,2846000,200,300,500
550,10000000215762,784238,784238,76226800,89574800,10000000186923,784061,784061,123773200,110425200,999997098400,2901600,2901600,200,300,500
560,10000000218820,781180,781180,76139000,89691500,10000000189483,781012,781012,123861000,110308500,999997049500,2950500,2950500,200,300,500
570,10000000221873,778127,778127,75994600,89848100,10000000191960,778013,778013,124005400,110151900,999996997300,3002700,3002700,200,300,500
580,10000000224915,775085,775085,75972200,89991700,10000000194573,774888,774888,124027800,110008300,999996946100,3053900,3053900,200,300,500
590,10000000227961,772039,772039,75890800,90113800,10000000197172,771782,771782,124109200,109886200,999996895400,3104600,3104600,200,300,500
600,10000000230982,769018,769018,75788000,90273000,10000000199609,768881,768881,124212000,109727000,999996849000,3151000,3151000,200,300,500
610,10000000233969,766031,766031,75695600,90466600,10000000202140,765838,765838,124304400,109533400,999996797800,3202200,3202200,200,300,500
620,10000000236830,763170,763170,75602000,90672000,10000000204600,762860,762860,124398000,109328000,999996746000,3254000,3254000,200,300,500
630,10000000239686,760314,760314,75543600,90839600,10000000206964,760004,760004,124456400,109160400,999996696800,3303200,3303200,200,300,500
640,10000000242608,757392,757392,75515600,90996600,10000000209447,757031,757031,124484400,109003400,999996647800,3352200,3352200,200,300,500
650,10000000245446,754554,754554,75446400,91105400,10000000211810,754172,754172,124553600,108894600,999996598200,3401800,3401800,200,300,500
660,10000000248326,751674,751674,75364000,91239000,10000000214107,751363,751363,124636000,108761000,999996547000,3453000,3453000,200,300,500
670,10000000251114,748886,748886,75416600,91375100,10000000216356,748627,748627,124583400,108624900,999996498300,3501700,3501700,200,300,500
680,10000000253864,746136,746136,75319200,91551200,10000000218714,745782,745782,124680800,108448800,999996449600,3550400,3550400,200,300,500
690,10000000256605,743395,743395,75238400,91692400,10000000221064,742928,742928,124761600,108307600,999996399200,3600800,3600800,200,300,500
700,10000000259393,740607,740607,75178600,91812100,10000000223375,740118,740118,124821400,108187900,999996349300,3650700,3650700,200,300,500
710,10000000262150,737850,737850,75045800,91926300,10000000225617,737362,737362,124954200,108073700,999996297900,3702100,3702100,200,300,500
720,10000000264934,735066,735066,74962000,92132000,10000000227815,734645,734645,125038000,107868000,999996246000,3754000,3754000,200,300,500
730,10000000267690,732310,732310,74914400,92293400,10000000230018,731904,731904,125085600,107706600,999996192200,3807800,3807800,200,300,500
740,10000000270389,729611,729611,74840800,92463800,10000000232325,729129,729129,125159200,107536200,999996145400,3854600,3854600,200,300,500
750,10000000272982,727018,727018,74830200,92614700,10000000234376,726575,726575,125169800,107385300,999996095100,3904900,3904900,200,300,500
760,10000000275569,724431,724431,74716600,92710100,10000000236514,723919,723919,125283400,107289900,999996043300,3956700,3956700,200,300,500
770,10000000278088,721912,721912,74588800,92876800,10000000238612,721332,721332,125411200,107123200,999995994400,4005600,4005600,200,300,500
780,10000000280721,719279,719279,74531000,93098500,10000000240684,718721,718721,125469000,106901500,999995940500,4059500,4059500,200,300,500
790,10000000283244,716756,716756,74450600,93279100,10000000242819,716084,716084,125549400,106720900,999995890300,4109700,4109700,200,300,500
800,10000000285815,714185,714185,74410400,93459400,10000000244930,713472,713472,125589600,106540600,999995840200,4159800,4159800,200,300,500
810,10000000288334,711666,711666,74271800,93647300,10000000247088,710821,710821,125728200,106352700,999995790900,4209100,4209100,200,300,500
820,10000000290811,709189,709189,74274800,93832800,10000000249138,708286,708286,125725200,106167200,999995742400,4257600,4257600,200,300,500
830,10000000293322,706678,706678,74264200,93968700,10000000251223,705748,705748,125735800,106031300,999995697100,4302900,4302900,200,300,500
840,10000000295888,704112,704112,74162200,94136700,10000000253252,703259,703259,125837800,105863300,999995651100,4348900,4348900,200,300,500
850,10000000298413,701587,701587,74133600,94229600,10000000255218,700850,700850,125866400,105770400,999995606800,4393200,4393200,200,300,500
860,10000000300876,699124,699124,74074000,94379000,10000000257234,698336,698336,125926000,105621000,999995557000,4443000,4443000,200,300,500
870,10000000303239,696761,696761,74059000,94566500,10000000259161,695884,695884,125941000,105433500,999995504500,4495500,4495500,200,300,500
880,10000000305596,694404,694404,74045200,94667200,10000000261095,693481,693481,125954800,105332800,999995457600,4542400,4542400,200,300,500
890,10000000308099,691901,691901,73950800,94818800,10000000263002,691102,691102,126049200,105181200,999995410400,4589600,4589600,200,300,500
900,10000000310484,689516,689516,73945600,94971600,10000000264882,688746,688746,126054400,105028400,999995362800,4637200,4637200,200,300,500
910,10000000312760,687240,687240,73875400,95126900,10000000266764,686413,686413,126124600,104873100,999995317700,4682300,4682300,200,300,500
920,10000000315174,684826,684826,73832400,95286400,10000000268559,684153,684153,126167600,104713600,999995271200,4728800,4728800,200,300,500
930,10000000317529,682471,682471,73718200,95422700,10000000270321,681870,681870,126281800,104577300,999995219100,4780900,4780900,200,300,500
940,10000000319780,680220,680220,73692200,95576700,10000000272113,679598,679598,126307800,104423300,999995171100,4828900,4828900,200,300,500
950,10000000322146,677854,677854,73679200,95736200,10000000274019,677227,677227,126320800,104263800,999995124600,4875400,4875400,200,300,500
960,10000000324505,675495,675495,73670400,95904400,10000000275953,674799,674799,126329600,104095600,999995075200,4924800,4924800,200,300,500
970,10000000326782,673218,673218,73584000,96029000,10000000277791,672479,672479,126416000,103971000,999995027000,4973000,4973000,200,300,500
980,10000000329104,670896,670896,73479400,96210900,10000000279622,670175,670175,126520600,103789100,999994979700,5020300,5020300,200,300,500
990,10000000331311,668689,668689,73422800,96415800,10000000281446,667868,667868,126577200,103584200,999994931400,5068600,5068600,200,300,500
1000,10000000333525,666475,666475,73353000,96595500,10000000283256,665559,665559,126647000,103404500,999994881500,5118500,5118500,200,300,500
1010,10000000335822,664178,664178,73326200,96710700,10000000284955,663376,663376,126673800,103289300,999994833100,5166900,5166900,200,300,500
1020,10000000337989,662011,662011,73277600,96828600,10000000286629,661209,661209,126722400,103171400,999994783800,5216200,5216200,200,300,500
1030,10000000340149,659851,659851,73244600,96918100,10000000288369,659004,659004,126755400,103081900,999994737300,5262700,5262700,200,300,500
1040,10000000342350,657650,657650,73186400,97065400,10000000290031,656851,656851,126813600,102934600,999994688200,5311800,5311800,200,300,500
1050,10000000344561,655439,655439,73199000,97251500,10000000291688,654707,654707,126801000,102748500,999994639500,5360500,5360500,200,300,500
1060,10000000346679,653321,653321,73147000,97359500,10000000293335,652600,652600,126853000,102640500,999994593500,5406500,5406500,200,300,500
1070,10000000348748,651252,651252,73071600,97482600,10000000294963,650495,650495,126928400,102517400,999994545800,5454200,5454200,200,300,500
1080,10000000350882,649118,649118,73068400,97692400,10000000296629,648363,648363,126931600,102307600,999994499200,5500800,5500800,200,300,500
1090,10000000353021,646979,646979,72972200,97806700,10000000298271,646240,646240,127027800,102193300,999994451100,5548900,5548900,200,300,500
1100,10000000355129,644871,644871,72884400,98013400,10000000299882,644140,644140,127115600,101986600,999994402200,5597800,5597800,200,300,500
1110,10000000357217,642783,642783,72826400,98195400,10000000301458,642124,642124,127173600,101804600,999994358200,5641800,5641800,200,300,500
1120,10000000359337,640663,640663,72856400,98315400,10000000302983,640099,640099,127143600,101684600,999994308200,5691800,5691800,200,300,500
1130,10000000361431,638569,638569,72810000,98510000,10000000304555,638045,638045,127190000,101490000,999994260000,5740000,5740000,200,300,500
1140,10000000363526,636474,636474,72815600,98661600,10000000306115,636013,636013,127184400,101338400,999994212800,5787200,5787200,200,300,500
1150,10000000365542,634458,634458,72720200,98844700,10000000307706,633945,633945,127279800,101155300,999994165100,5834900,5834900,200,300,500
1160,10000000367562,632438,632438,72578800,98956800,10000000309236,631908,631908,127421200,101043200,999994114400,5885600,5885600,200,300,500
1170,10000000369568,630432,630432,72506400,99095400,10000000310770,629912,629912,127493600,100904600,999994068200,5931800,5931800,200,300,500
1180,10000000371553,628447,628447,72416400,99200400,10000000312309,627923,627923,127583600,100799600,999994023200,5976800,5976800,200,300,500
1190,10000000373491,626509,626509,72348400,99342400,10000000313902,625890,625890,127651600,100657600,999993979200,6020800,6020800,200,300,500
1200,10000000375460,624540,624540,72342600,99496100,10000000315376,623937,623937,127657400,100503900,999993931300,6068700,6068700,200,300,500
1210,10000000377447,622553,622553,72250000,99665000,10000000316866,621984,621984,127750000,100335000,999993885000,6115000,6115000,200,300,500
1220,10000000379408,620592,620592,72157000,99804500,10000000318346,620039,620039,127843000,100195500,999993838500,6161500,6161500,200,300,500
1230,10000000381325,618675,618675,72155400,99931900,10000000319817,618110,618110,127844600,100068100,999993792700,6207300,6207300,200,300,500
1240,10000000383271,616729,616729,72138000,100023000,10000000321204,616286,616286,127862000,99977000,999993749000,6251000,6251000,200,300,500
1250,10000000385144,614856,614856,72179400,100155900,10000000322552,614495,614495,127820600,99844100,999993704700,6295300,6295300,200,300,500
1260,10000000387080,612920,612920,72160200,100219700,10000000323982,612619,612619,127839800,99780300,999993660100,6339900,6339900,200,300,500
1270,10000000388982,611018,611018,72099800,100375300,10000000325399,610750,610750,127900200,99624700,999993614900,6385100,6385100,200,300,500
1280,10000000390861,609139,609139,72018400,100582400,10000000326815,608877,608877,127981600,99417600,999993569200,6430800,6430800,200,300,500
1290,10000000392749,607251,607251,72019000,100656500,10000000328214,607031,607031,127981000,99343500,999993524500,6475500,6475500,200,300,500
1300,10000000394554,605446,605446,71969800,100780300,10000000329600,605199,605199,128030200,99219700,999993479900,6520100,6520100,200,300,500
1310,10000000396371,603629,603629,71919800,100895300,10000000331048,603301,603301,128080200,99104700,999993434900,6565100,6565100,200,300,500
1320,10000000398163,601837,601837,71890000,101020000,10000000332398,601502,601502,128110000,98980000,999993390000,6610000,6610000,200,300,500
1330,10000000400035,599965,599965,71860200,101114700,10000000333817,599634,599634,128139800,98885300,999993345100,6654900,6654900,200,300,500
1340,10000000401815,598185,598185,71849200,101241200,10000000335167,597829,597829,128150800,98758800,999993299600,6700400,6700400,200,300,500
1350,10000000403543,596457,596457,71748600,101337100,10000000336453,596090,596090,128251400,98662900,999993254300,6745700,6745700,200,300,500
1360,10000000405287,594713,594713,71666400,101475400,10000000337756,594326,594326,128333600,98524600,999993208200,6791800,6791800,200,300,500
1370,10000000407080,592920,592920,71667400,101563900,10000000339120,592567,592567,128332600,98436100,999993168700,6831300,6831300,200,300,500
1380,10000000408826,591174,591174,71626800,101779800,10000000340407,590827,590827,128373200,98220200,999993123400,6876600,6876600,200,300,500
1390,10000000410557,589443,589443,71548000,101943000,10000000341752,589038,589038,128452000,98057000,999993079000,6921000,6921000,200,300,500
1400,10000000412272,587728,587728,71479800,102045300,10000000342966,587383,587383,128520200,97954700,999993034900,6965100,6965100,200,300,500
1410,10000000413992,586008,586008,71418800,102196800,10000000344185,585659,585659,128581200,97803200,999992984400,7015600,7015600,200,300,500
1420,10000000415703,584297,584297,71378000,102333000,10000000345489,583901,583901,128622000,97667000,999992939000,7061000,7061000,200,300,500
1430,10000000417386,582614,582614,71307800,102478300,10000000346773,582166,582166,128692200,97521700,999992893900,7106100,7106100,200,300,500
1440,10000000419131,580869,580869,71210200,102609700,10000000347998,580503,580503,128789800,97390300,999992850100,7149900,7149900,200,300,500
1450,10000000420852,579148,579148,71193400,102694900,10000000349203,578914,578914,128806600,97305100,999992811700,7188300,7188300,200,300,500
1460,10000000422489,577511,577511,71144800,102867800,10000000350365,577309,577309,128855200,97132200,999992767400,7232600,7232600,200,300,500
1470,10000000424167,575833,575833,71075200,102952200,10000000351553,575673,575673,128924800,97047800,999992722600,7277400,7277400,200,300,500
1480,10000000425819,574181,574181,71001800,103077300,10000000352753,574056,574056,128998200,96922700,999992680900,7319100,7319100,200,300,500
1490,10000000427426,572574,572574,70969200,103176200,10000000353944,572402,572402,129030800,96823800,999992634600,7365400,7365400,200,300,500
1500,10000000429093,570907,570907,70934000,103264000,10000000355188,570732,570732,129066000,96736000,999992592000,7408000,7408000,200,300,500
1510,10000000430694,569306,569306,70969000,103411500,10000000356339,569156,569156,129031000,96588500,999992549500,7450500,7450500,200,300,500
1520,10000000432311,567689,567689,70939400,103545900,10000000357484,567563,567563,129060600,96454100,999992504700,7495300,7495300,200,300,500
1530,10000000433919,566081,566081,70889200,103691200,10000000358591,566005,566005,129110800,96308800,999992459600,7540400,7540400,200,300,500
1540,10000000435497,564503,564503,70841800,103837300,10000000359690,564419,564419,129158200,96162700,999992410900,7589100,7589100,200,300,500
1550,10000000437093,562907,562907,70820600,103934100,10000000360835,562818,562818,129179400,96065900,999992365300,7634700,7634700,200,300,500
1560,10000000438600,561400,561400,70721000,104068500,10000000361977,561228,561228,129279000,95931500,999992320500,7679500,7679500,200,300,500
1570,10000000440148,559852,559852,70564000,104229000,10000000363119,559651,559651,129436000,95771000,999992277000,7723000,7723000,200,300,500
1580,10000000441700,558300,558300,70467200,104349200,10000000364221,558115,558115,129532800,95650800,999992233600,7766400,7766400,200,300,500
1590,10000000443304,556696,556696,70378800,104471800,10000000365364,556530,556530,129621200,95528200,999992189400,7810600,7810600,200,300,500
1600,10000000444850,555150,555150,70355200,104617200,10000000366472,555004,555004,129644800,95382800,999992147600,7852400,7852400,200,300,500
1610,10000000446374,553626,553626,70265000,104742500,10000000367597,553428,553428,129735000,95257500,999992102500,7897500,7897500,200,300,500
1620,10000000447972,552028,552028,70265000,104827500,10000000368702,551873,551873,129735000,95172500,999992057500,7942500,7942500,200,300,500
1630,10000000449537,550463,550463,70152800,104885800,10000000369780,550334,550334,129847200,95114200,999992011400,7988600,7988600,200,300,500
1640,10000000451092,548908,548908,70119000,105021500,10000000370848,548847,548847,129881000,94978500,999991969500,8030500,8030500,200,300,500
1650,10000000452614,547386,547386,70073400,105139900,10000000371935,547332,547332,129926600,94860100,999991926700,8073300,8073300,200,300,500
1660,10000000454148,545852,545852,70059200,105256200,10000000373051,545795,545795,129940800,94743800,999991884600,8115400,8115400,200,300,500
1670,10000000455626,544374,544374,70031800,105407300,10000000374122,544287,544287,129968200,94592700,999991840900,8159100,8159100,200,300,500
1680,10000000457111,542889,542889,70071000,105498500,10000000375221,542784,542784,129929000,94501500,999991800500,8199500,8199500,200,300,500
1690,10000000458608,541392,541392,70027800,105608300,10000000376258,541281,541281,129972200,94391700,999991753900,8246100,8246100,200,300,500
1700,10000000460072,539928,539928,69924400,105733400,10000000377303,539819,539819,130075600,94266600,999991712200,8287800,8287800,200,300,500
1710,10000000461533,538467,538467,69854200,105833700,10000000378383,538338,538338,130145800,94166300,999991672100,8327900,8327900,200,300,500
1720,10000000463022,536978,536978,69793600,105914600,10000000379451,536867,536867,130206400,94085400,999991631800,8368200,8368200,200,300,500
1730,10000000464465,535535,535535,69684000,106099000,10000000380470,535400,535400,130316000,93901000,999991587000,8413000,8413000,200,300,500
1740,10000000465857,534143,534143,69667800,106258300,10000000381497,533942,533942,130332200,93741700,999991543900,8456100,8456100,200,300,500
1750,10000000467282,532718,532718,69653800,106364300,10000000382478,532541,532541,130346200,93635700,999991501900,8498100,8498100,200,300,500
1760,10000000468648,531352,531352,69534800,106472800,10000000383515,531109,531109,130465200,93527200,999991462400,8537600,8537600,200,300,500
1770,10000000470039,529961,529961,69534200,106583700,10000000384509,529712,529712,130465800,93416300,999991422100,8577900,8577900,200,300,500
1780,10000000471472,528528,528528,69487000,106664500,10000000385513,528272,528272,130513000,93335500,999991378500,8621500,8621500,200,300,500
1790,10000000472810,527190,527190,69467800,106818300,10000000386472,526867,526867,130532200,93181700,999991333900,8666100,8666100,200,300,500
1800,10000000474134,525866,525866,69441400,106897900,10000000387409,525498,525498,130558600,93102100,999991290700,8709300,8709300,200,300,500
1810,10000000475552,524448,524448,69389600,107010600,10000000388415,524083,524083,130610400,92989400,999991249800,8750200,8750200,200,300,500
1820,10000000476927,523073,523073,69364200,107098700,10000000389315,522756,522756,130635800,92901300,999991207100,8792900,8792900,200,300,500
1830,10000000478284,521716,521716,69327600,107183600,10000000390337,521351,521351,130672400,92816400,999991168800,8831200,8831200,200,300,500
1840,10000000479687,520313,520313,69242000,107292000,10000000391239,520021,520021,130758000,92708000,999991126000,8874000,8874000,200,300,500
1850,10000000481019,518981,518981,69210600,107404100,10000000392167,518686,518686,130789400,92595900,999991085300,8914700,8914700,200,300,500
1860,10000000482442,517558,517558,69145400,107571900,10000000393061,517366,517366,130854600,92428100,999991042700,8957300,8957300,200,300,500
1870,10000000483796,516204,516204,69079800,107640300,10000000393983,516016,516016,130920200,92359700,999990999900,9000100,9000100,200,300,500
1880,10000000485080,514920,514920,69089400,107690900,10000000394896,514701,514701,130910600,92309100,999990959700,9040300,9040300,200,300,500
1890,10000000486462,513538,513538,69003000,107810500,10000000395736,513429,513429,130997000,92189500,999990916500,9083500,9083500,200,300,500
1900,10000000487779,512221,512221,68959400,107935900,10000000396627,512120,512120,131040600,92064100,999990874700,9125300,9125300,200,300,500
1910,10000000489059,510941,510941,68956600,108095100,10000000397437,510846,510846,131043400,91904900,999990828300,9171700,9171700,200,300,500
1920,10000000490413,509587,509587,68983600,108259600,10000000398324,509544,509544,131016400,91740400,999990786800,9213200,9213200,200,300,500
1930,10000000491740,508260,508260,69000200,108384700,10000000399195,508256,508256,130999800,91615300,999990745100,9254900,9254900,200,300,500
1940,10000000493021,506979,506979,68956400,108500400,10000000400085,506947,506947,131043600,91499600,999990703200,9296800,9296800,200,300,500
1950,10000000494255,505745,505745,68961600,108627600,10000000400976,505632,505632,131038400,91372400,999990660800,9339200,9339200,200,300,500
1960,10000000495550,504450,504450,68969000,108776500,10000000401807,504338,504338,131031000,91223500,999990614500,9385500,9385500,200,300,500
1970,10000000496858,503142,503142,68964600,108873100,10000000402660,503063,503063,131035400,91126900,999990572300,9427700,9427700,200,300,500
1980,10000000498110,501890,501890,68892000,109017000,10000000403548,501762,501762,131108000,90983000,999990531000,9469000,9469000,200,300,500
1990,10000000499415,500585,500585,68926600,109125100,10000000404460,500423,500423,131073400,90874900,999990488300,9511700,9511700,200,300,500
2000,10000000500691,499309,499309,68890000,109210000,10000000405291,499209,499209,131110000,90790000,999990450000,9550000,9550000,200,300,500
2010,10000000501923,498077,498077,68846200,109330700,10000000406169,497962,497962,131153800,90669300,999990413100,9586900,9586900,200,300,500
2020,10000000503101,496899,496899,68840800,109438800,10000000406989,496715,496715,131159200,90561200,999990370400,9629600,9629600,200,300,500
2030,10000000504359,495641,495641,68788800,109616800,10000000407739,495505,495505,131211200,90383200,999990324400,9675600,9675600,200,300,500
2040,10000000505649,494351,494351,68778400,109777400,10000000408576,494266,494266,131221600,90222600,999990284200,9715800,9715800,200,300,500
2050,10000000506899,493101,493101,68733200,109895200,10000000409309,493107,493107,131266800,90104800,999990241600,9758400,9758400,200,300,500
2060,10000000508053,491947,491947,68655600,110001600,10000000410173,491855,491855,131344400,89998400,999990202800,9797200,9797200,200,300,500
2070,10000000509245,490755,490755,68591000,110083500,10000000411011,490644,490644,131409000,89916500,999990165500,9834500,9834500,200,300,500
2080,10000000510411,489589,489589,68527600,110158600,10000000411716,489522,489522,131472400,89841400,999990123800,9876200,9876200,200,300,500
2090,10000000511588,488412,488412,68452800,110245800,10000000412513,488301,488301,131547200,89754200,999990081400,9918600,9918600,200,300,500
2100,10000000512780,487220,487220,68431400,110357900,10000000413242,487165,487165,131568600,89642100,999990040700,9959300,9959300,200,300,500
2110,10000000513938,486062,486062,68418600,110472100,10000000414024,485969,485969,131581400,89527900,999989999300,10000700,10000700,200,300,500
2120,10000000515055,484945,484945,68383200,110595200,10000000414834,484782,484782,131616800,89404800,999989961600,10038400,10038400,200,300,500
2130,10000000516246,483754,483754,68437200,110674200,10000000415549,483637,483637,131562800,89325800,999989918600,10081400,10081400,200,300,500
2140,10000000517428,482572,482572,68396800,110794800,10000000416282,482502,482502,131603200,89205200,999989878400,10121600,10121600,200,300,500
2150,10000000518618,481382,481382,68391600,110972600,10000000417047,481311,481311,131608400,89027400,999989835800,10164200,10164200,200,300,500
2160,10000000519811,480189,480189,68385800,111111300,10000000417751,480178,480178,131614200,88888700,999989792900,10207100,10207100,200,300,500
2170,10000000520952,479048,479048,68336000,111191000,10000000418526,479004,479004,131664000,88809000,999989753000,10247000,10247000,200,300,500
2180,10000000522083,477917,477917,68310400,111264400,10000000419257,477895,477895,131689600,88735600,999989715200,10284800,10284800,200,300,500
2190,10000000523214,476786,476786,68278200,111367700,10000000419949,476792,476792,131721800,88632300,999989674100,10325900,10325900,200,300,500
2200,10000000524366,475634,475634,68193400,111444900,10000000420679,475638,475638,131806600,88555100,999989631700,10368300,10368300,200,300,500
2210,10000000525510,474490,474490,68142800,111565800,10000000421450,474464,474464,131857200,88434200,999989591400,10408600,10408600,200,300,500
2220,10000000526634,473366,473366,68080200,111679700,10000000422152,473349,473349,131919800,88320300,999989550100,10449900,10449900,200,300,500
2230,10000000527803,472197,472197,68043200,111780200,10000000422871,472195,472195,131956800,88219800,999989506600,10493400,10493400,200,300,500
2240,10000000528937,471063,471063,68041000,111913500,10000000423539,471116,471116,131959000,88086500,999989465500,10534500,10534500,200,300,500
