Time,H2O,OH-,H+,K+,Na+,H2O:=cell_1,OH-:=cell_1,H+:=cell_1,K+:=cell_1,Na+:=cell_1,ATP:=cell_1,ADP:=cell_1,Pi:=cell_1,Na+_channel:=cell_1,K+_channel:=cell_1,Na+_K+_pump:=cell_1
51330,10000000962486,37514,37514,71819400,163620900,9999999748954,37443,37443,128180600,36379100,999878639700,121360300,121360300,200,300,500
51340,10000000962491,37509,37509,71936600,163655100,9999999748746,37437,37437,128063400,36344900,999878618300,121381700,121381700,200,300,500
51350,10000000962493,37507,37507,71907400,163683900,9999999748554,37433,37433,128092600,36316100,999878598700,121401300,121401300,200,300,500
51360,10000000962504,37496,37496,71866800,163644800,9999999748357,37427,37427,128133200,36355200,999878578400,121421600,121421600,200,300,500
51370,10000000962513,37487,37487,71909000,163661500,9999999748174,37421,37421,128091000,36338500,999878559500,121440500,121440500,200,300,500
51380,10000000962516,37484,37484,71919800,163700300,9999999747982,37417,37417,128080200,36299700,999878539900,121460100,121460100,200,300,500
51390,10000000962524,37476,37476,71956800,163714800,9999999747776,37408,37408,128043200,36285200,999878518400,121481600,121481600,200,300,500
51400,10000000962531,37469,37469,71994200,163778700,9999999747569,37402,37402,128005800,36221300,999878497100,121502900,121502900,200,300,500
51410,10000000962539,37461,37461,72034000,163769000,9999999747382,37388,37388,127966000,36231000,999878477000,121523000,121523000,200,300,500
51420,10000000962547,37453,37453,72076400,163705400,9999999747203,37379,37379,127923600,36294600,999878458200,121541800,121541800,200,300,500
51430,10000000962550,37450,37450,72015000,163697500,9999999746999,37376,37376,127985000,36302500,999878437500,121562500,121562500,200,300,500
51440,10000000962558,37442,37442,72038400,163717400,9999999746771,37371,37371,127961600,36282600,999878414200,121585800,121585800,200,300,500
51450,10000000962568,37432,37432,72007800,163618300,9999999746572,37367,37367,127992200,36381700,999878393900,121606100,121606100,200,300,500
51460,10000000962570,37430,37430,72033000,163615500,9999999746353,37362,37362,127967000,36384500,999878371500,121628500,121628500,200,300,500
51470,10000000962578,37422,37422,72042400,163656400,9999999746163,37349,37349,127957600,36343600,999878351200,121648800,121648800,200,300,500
51480,10000000962591,37409,37409,72093200,163675200,9999999745976,37340,37340,127906800,36324800,999878331600,121668400,121668400,200,300,500
51490,10000000962598,37402,37402,72090400,163709400,9999999745769,37333,37333,127909600,36290600,999878310200,121689800,121689800,200,300,500
51500,10000000962608,37392,37392,72140800,163628800,9999999745576,37328,37328,127859200,36371200,999878290400,121709600,121709600,200,300,500
51510,10000000962614,37386,37386,72050600,163599100,9999999745384,37319,37319,127949400,36400900,999878270300,121729700,121729700,200,300,500
51520,10000000962620,37380,37380,72030600,163569100,9999999745193,37310,37310,127969400,36430900,999878250300,121749700,121749700,200,300,500
51530,10000000962626,37374,37374,72052400,163576400,9999999745011,37301,37301,127947600,36423600,999878231200,121768800,121768800,200,300,500
51540,10000000962633,37367,37367,72081800,163617300,9999999744817,37292,37292,127918200,36382700,999878210900,121789100,121789100,200,300,500
51550,10000000962644,37356,37356,72067800,163603300,9999999744606,37283,37283,127932200,36396700,999878188900,121811100,121811100,200,300,500
51560,10000000962655,37345,37345,72086800,163604800,9999999744404,37280,37280,127913200,36395200,999878168400,121831600,121831600,200,300,500
51570,10000000962661,37339,37339,72093200,163580200,9999999744189,37277,37277,127906800,36419800,999878146600,121853400,121853400,200,300,500
51580,10000000962669,37331,37331,72090800,163563800,9999999743985,37269,37269,127909200,36436200,999878125400,121874600,121874600,200,300,500
51590,10000000962675,37325,37325,72098800,163566800,9999999743779,37265,37265,127901200,36433200,999878104400,121895600,121895600,200,300,500
51600,10000000962683,37317,37317,72075600,163571600,9999999743569,37259,37259,127924400,36428400,999878082800,121917200,121917200,200,300,500
51610,10000000962692,37308,37308,72081400,163577900,9999999743358,37249,37249,127918600,36422100,999878060700,121939300,121939300,200,300,500
51620,10000000962699,37301,37301,72193400,163574900,9999999743173,37244,37244,127806600,36425100,999878041700,121958300,121958300,200,300,500
51630,10000000962705,37295,37295,72227200,163529200,9999999743004,37232,37232,127772800,36470800,999878023600,121976400,121976400,200,300,500
51640,10000000962712,37288,37288,72267600,163488600,9999999742814,37224,37224,127732400,36511400,999878003800,121996200,121996200,200,300,500
51650,10000000962714,37286,37286,72277200,163459200,9999999742621,37215,37215,127722800,36540800,999877983600,122016400,122016400,200,300,500
51660,10000000962721,37279,37279,72298600,163487100,9999999742435,37208,37208,127701400,36512900,999877964300,122035700,122035700,200,300,500
51670,10000000962728,37272,37272,72358600,163427100,9999999742244,37199,37199,127641400,36572900,999877944300,122055700,122055700,200,300,500
51680,10000000962735,37265,37265,72343600,163424600,9999999742029,37189,37189,127656400,36575400,999877921800,122078200,122078200,200,300,500
51690,10000000962741,37259,37259,72392600,163366100,9999999741828,37185,37185,127607400,36633900,999877901300,122098700,122098700,200,300,500
51700,10000000962745,37255,37255,72346800,163374800,9999999741604,37180,37180,127653200,36625200,999877878400,122121600,122121600,200,300,500
51710,10000000962753,37247,37247,72285000,163397500,9999999741399,37176,37176,127715000,36602500,999877857500,122142500,122142500,200,300,500
51720,10000000962767,37233,37233,72325800,163366300,9999999741209,37170,37170,127674200,36633700,999877837900,122162100,122162100,200,300,500
51730,10000000962769,37231,37231,72273800,163399300,9999999741007,37162,37162,127726200,36600700,999877816900,122183100,122183100,200,300,500
51740,10000000962777,37223,37223,72263600,163379600,9999999740813,37155,37155,127736400,36620400,999877796800,122203200,122203200,200,300,500
51750,10000000962787,37213,37213,72312400,163431400,9999999740612,37150,37150,127687600,36568600,999877776200,122223800,122223800,200,300,500
51760,10000000962790,37210,37210,72301800,163422300,9999999740415,37144,37144,127698200,36577700,999877755900,122244100,122244100,200,300,500
51770,10000000962799,37201,37201,72337600,163468600,9999999740202,37136,37136,127662400,36531400,999877733800,122266200,122266200,200,300,500
51780,10000000962806,37194,37194,72332000,163442000,9999999740032,37128,37128,127668000,36558000,999877716000,122284000,122284000,200,300,500
51790,10000000962817,37183,37183,72307000,163409500,9999999739820,37115,37115,127693000,36590500,999877693500,122306500,122306500,200,300,500
51800,10000000962822,37178,37178,72287400,163418900,9999999739628,37109,37109,127712600,36581100,999877673700,122326300,122326300,200,300,500
51810,10000000962828,37172,37172,72275400,163391900,9999999739429,37098,37098,127724600,36608100,999877652700,122347300,122347300,200,300,500
51820,10000000962833,37167,37167,72235800,163361300,9999999739239,37090,37090,127764200,36638700,999877632900,122367100,122367100,200,300,500
51830,10000000962839,37161,37161,72257400,163358900,9999999739055,37082,37082,127742600,36641100,999877613700,122386300,122386300,200,300,500
51840,10000000962845,37155,37155,72306000,163391000,9999999738855,37075,37075,127694000,36609000,999877593000,122407000,122407000,200,300,500
51850,10000000962857,37143,37143,72307000,163409500,9999999738668,37067,37067,127693000,36590500,999877573500,122426500,122426500,200,300,500
51860,10000000962864,37136,37136,72285200,163422200,9999999738468,37058,37058,127714800,36577800,999877552600,122447400,122447400,200,300,500
51870,10000000962870,37130,37130,72207000,163409500,9999999738282,37053,37053,127793000,36590500,999877533500,122466500,122466500,200,300,500
51880,10000000962879,37121,37121,72224800,163392800,9999999738076,37048,37048,127775200,36607200,999877512400,122487600,122487600,200,300,500
51890,10000000962884,37116,37116,72235000,163402500,9999999737881,37044,37044,127765000,36597500,999877492500,122507500,122507500,200,300,500
51900,10000000962890,37110,37110,72272800,163395800,9999999737676,37038,37038,127727200,36604200,999877471400,122528600,122528600,200,300,500
51910,10000000962897,37103,37103,72242600,163396100,9999999737486,37027,37027,127757400,36603900,999877451300,122548700,122548700,200,300,500
51920,10000000962902,37098,37098,72237200,163409200,9999999737311,37025,37025,127762800,36590800,999877433600,122566400,122566400,200,300,500
51930,10000000962911,37089,37089,72214800,163412800,9999999737108,37016,37016,127785200,36587200,999877412400,122587600,122587600,200,300,500
51940,10000000962917,37083,37083,72303200,163425200,9999999736907,37009,37009,127696800,36574800,999877391600,122608400,122608400,200,300,500
51950,10000000962921,37079,37079,72272000,163427000,9999999736709,37001,37001,127728000,36573000,999877371000,122629000,122629000,200,300,500
51960,10000000962933,37067,37067,72288400,163422400,9999999736497,36995,36995,127711600,36577600,999877349200,122650800,122650800,200,300,500
51970,10000000962939,37061,37061,72257600,163473600,9999999736305,36983,36983,127742400,36526400,999877328800,122671200,122671200,200,300,500
51980,10000000962943,37057,37057,72254600,163498100,9999999736096,36977,36977,127745400,36501900,999877307300,122692700,122692700,200,300,500
51990,10000000962947,37053,37053,72282400,163571400,9999999735891,36971,36971,127717600,36428600,999877286200,122713800,122713800,200,300,500
52000,10000000962955,37045,37045,72250000,163565000,9999999735686,36964,36964,127750000,36435000,999877265000,122735000,122735000,200,300,500
52010,10000000962964,37036,37036,72304400,163573400,9999999735462,36960,36960,127695600,36426600,999877242200,122757800,122757800,200,300,500
52020,10000000962971,37029,37029,72361200,163553200,9999999735305,36951,36951,127638800,36446800,999877225600,122774400,122774400,200,300,500
52030,10000000962982,37018,37018,72380200,163584700,9999999735107,36944,36944,127619800,36415300,999877205100,122794900,122794900,200,300,500
52040,10000000962990,37010,37010,72422600,163551100,9999999734929,36934,36934,127577400,36448900,999877186300,122813700,122813700,200,300,500
52050,10000000962997,37003,37003,72459200,163536200,9999999734719,36927,36927,127540800,36463800,999877164600,122835400,122835400,200,300,500
52060,10000000963006,36994,36994,72439000,163506500,9999999734526,36919,36919,127561000,36493500,999877144500,122855500,122855500,200,300,500
52070,10000000963009,36991,36991,72458000,163488000,9999999734331,36909,36909,127542000,36512000,999877124000,122876000,122876000,200,300,500
52080,10000000963017,36983,36983,72460000,163505000,9999999734147,36903,36903,127540000,36495000,999877105000,122895000,122895000,200,300,500
52090,10000000963022,36978,36978,72509800,163515300,9999999733956,36893,36893,127490200,36484700,999877084900,122915100,122915100,200,300,500
52100,10000000963030,36970,36970,72522800,163510800,9999999733777,36887,36887,127477200,36489200,999877066400,122933600,122933600,200,300,500
52110,10000000963031,36969,36969,72482600,163511100,9999999733587,36876,36876,127517400,36488900,999877046300,122953700,122953700,200,300,500
52120,10000000963043,36957,36957,72408600,163507100,9999999733373,36870,36870,127591400,36492900,999877024300,122975700,122975700,200,300,500
52130,10000000963050,36950,36950,72384400,163503400,9999999733161,36861,36861,127615600,36496600,999877002200,122997800,122997800,200,300,500
52140,10000000963055,36945,36945,72362400,163486400,9999999732956,36856,36856,127637600,36513600,999876981200,123018800,123018800,200,300,500
52150,10000000963062,36938,36938,72330600,163449100,9999999732755,36848,36848,127669400,36550900,999876960300,123039700,123039700,200,300,500
52160,10000000963069,36931,36931,72277000,163474500,9999999732544,36841,36841,127723000,36525500,999876938500,123061500,123061500,200,300,500
52170,10000000963074,36926,36926,72323400,163479900,9999999732334,36833,36833,127676600,36520100,999876916700,123083300,123083300,200,300,500
52180,10000000963080,36920,36920,72340800,163453800,9999999732125,36829,36829,127659200,36546200,999876895400,123104600,123104600,200,300,500
52190,10000000963084,36916,36916,72330600,163454100,9999999731933,36820,36820,127669400,36545900,999876875300,123124700,123124700,200,300,500
52200,10000000963086,36914,36914,72380800,163453800,9999999731741,36813,36813,127619200,36546200,999876855400,123144600,123144600,200,300,500
52210,10000000963090,36910,36910,72420600,163384100,9999999731545,36808,36808,127579400,36615900,999876835300,123164700,123164700,200,300,500
52220,10000000963095,36905,36905,72471200,163433200,9999999731358,36798,36798,127528800,36566800,999876815600,123184400,123184400,200,300,500
52230,10000000963101,36899,36899,72517800,163488300,9999999731149,36790,36790,127482200,36511700,999876793900,123206100,123206100,200,300,500
52240,10000000963107,36893,36893,72512000,163477000,9999999730925,36785,36785,127488000,36523000,999876771000,123229000,123229000,200,300,500
52250,10000000963112,36888,36888,72491200,163468200,9999999730724,36782,36782,127508800,36531800,999876750600,123249400,123249400,200,300,500
52260,10000000963115,36885,36885,72492600,163431100,9999999730490,36773,36773,127507400,36568900,999876726300,123273700,123273700,200,300,500
52270,10000000963118,36882,36882,72562400,163451400,9999999730294,36768,36768,127437600,36548600,999876706200,123293800,123293800,200,300,500
52280,10000000963126,36874,36874,72555000,163497500,9999999730113,36762,36762,127445000,36502500,999876687500,123312500,123312500,200,300,500
52290,10000000963137,36863,36863,72515600,163546600,9999999729922,36756,36756,127484400,36453400,999876667800,123332200,123332200,200,300,500
52300,10000000963140,36860,36860,72456400,163515400,9999999729732,36750,36750,127543600,36484600,999876648200,123351800,123351800,200,300,500
52310,10000000963149,36851,36851,72406000,163506000,9999999729536,36744,36744,127594000,36494000,999876628000,123372000,123372000,200,300,500
52320,10000000963157,36843,36843,72413800,163509300,9999999729334,36735,36735,127586200,36490700,999876606900,123393100,123393100,200,300,500
52330,10000000963165,36835,36835,72425000,163547500,9999999729146,36729,36729,127575000,36452500,999876587500,123412500,123412500,200,300,500
52340,10000000963176,36824,36824,72437800,163513300,9999999728964,36725,36725,127562200,36486700,999876568900,123431100,123431100,200,300,500
52350,10000000963182,36818,36818,72424000,163569000,9999999728754,36716,36716,127576000,36431000,999876547000,123453000,123453000,200,300,500
52360,10000000963192,36808,36808,72413600,163539600,9999999728560,36708,36708,127586400,36460400,999876526800,123473200,123473200,200,300,500
52370,10000000963198,36802,36802,72380600,163544100,9999999728350,36703,36703,127619400,36455900,999876505300,123494700,123494700,200,300,500
52380,10000000963206,36794,36794,72358200,163487700,9999999728145,36696,36696,127641800,36512300,999876484100,123515900,123515900,200,300,500
52390,10000000963215,36785,36785,72390800,163488800,9999999727913,36691,36691,127609200,36511200,999876460400,123539600,123539600,200,300,500
52400,10000000963223,36777,36777,72385400,163506900,9999999727692,36685,36685,127614600,36493100,999876437700,123562300,123562300,200,300,500
52410,10000000963230,36770,36770,72352800,163480800,9999999727484,36680,36680,127647200,36519200,999876416400,123583600,123583600,200,300,500
52420,10000000963238,36762,36762,72442800,163480800,9999999727289,36675,36675,127557200,36519200,999876396400,123603600,123603600,200,300,500
52430,10000000963243,36757,36757,72423400,163489900,9999999727101,36666,36666,127576600,36510100,999876376700,123623300,123623300,200,300,500
52440,10000000963246,36754,36754,72454600,163528100,9999999726919,36654,36654,127545400,36471900,999876357300,123642700,123642700,200,300,500
52450,10000000963255,36745,36745,72444800,163527800,9999999726725,36649,36649,127555200,36472200,999876337400,123662600,123662600,200,300,500
52460,10000000963265,36735,36735,72447600,163543600,9999999726546,36642,36642,127552400,36456400,999876318800,123681200,123681200,200,300,500
52470,10000000963275,36725,36725,72476200,163505700,9999999726345,36636,36636,127523800,36494300,999876298100,123701900,123701900,200,300,500
52480,10000000963283,36717,36717,72474200,163498700,9999999726139,36632,36632,127525800,36501300,999876277100,123722900,123722900,200,300,500
52490,10000000963288,36712,36712,72502800,163480800,9999999725938,36626,36626,127497200,36519200,999876256400,123743600,123743600,200,300,500
52500,10000000963293,36707,36707,72520400,163484400,9999999725731,36621,36621,127479600,36515600,999876235200,123764800,123764800,200,300,500
52510,10000000963300,36700,36700,72531200,163453200,9999999725542,36614,36614,127468800,36546800,999876215600,123784400,123784400,200,300,500
52520,10000000963305,36695,36695,72518200,163447700,9999999725340,36601,36601,127481800,36552300,999876194100,123805900,123805900,200,300,500
52530,10000000963312,36688,36688,72542400,163451400,9999999725164,36598,36598,127457600,36548600,999876176200,123823800,123823800,200,300,500
52540,10000000963319,36681,36681,72551400,163452900,9999999724963,36594,36594,127448600,36547100,999876155700,123844300,123844300,200,300,500
52550,10000000963325,36675,36675,72530800,163403800,9999999724767,36587,36587,127469200,36596200,999876135400,123864600,123864600,200,300,500
52560,10000000963332,36668,36668,72574200,163443700,9999999724540,36581,36581,127425800,36556300,999876112100,123887900,123887900,200,300,500
52570,10000000963336,36664,36664,72462000,163467000,9999999724338,36572,36572,127538000,36533000,999876091000,123909000,123909000,200,300,500
52580,10000000963343,36657,36657,72523200,163435200,9999999724149,36567,36567,127476800,36564800,999876071600,123928400,123928400,200,300,500
52590,10000000963348,36652,36652,72478200,163512700,9999999723932,36559,36559,127521800,36487300,999876049100,123950900,123950900,200,300,500
52600,10000000963353,36647,36647,72472200,163506700,9999999723758,36553,36553,127527800,36493300,999876031100,123968900,123968900,200,300,500
52610,10000000963358,36642,36642,72443600,163534600,9999999723573,36545,36545,127556400,36465400,999876011800,123988200,123988200,200,300,500
52620,10000000963362,36638,36638,72405400,163511900,9999999723390,36537,36537,127594600,36488100,999875992700,124007300,124007300,200,300,500
52630,10000000963368,36632,36632,72404800,163542800,9999999723195,36529,36529,127595200,36457200,999875972400,124027600,124027600,200,300,500
52640,10000000963375,36625,36625,72444600,163533100,9999999723004,36519,36519,127555400,36466900,999875952300,124047700,124047700,200,300,500
52650,10000000963387,36613,36613,72427000,163549500,9999999722827,36508,36508,127573000,36450500,999875933500,124066500,124066500,200,300,500
52660,10000000963392,36608,36608,72487600,163538600,9999999722634,36504,36504,127512400,36461400,999875913800,124086200,124086200,200,300,500
52670,10000000963396,36604,36604,72446200,163520700,9999999722431,36500,36500,127553800,36479300,999875893100,124106900,124106900,200,300,500
52680,10000000963403,36597,36597,72419000,163506500,9999999722253,36492,36492,127581000,36493500,999875874500,124125500,124125500,200,300,500
52690,10000000963409,36591,36591,72413600,163479600,9999999722085,36483,36483,127586400,36520400,999875856800,124143200,124143200,200,300,500
52700,10000000963410,36590,36590,72384200,163478700,9999999721892,36479,36479,127615800,36521300,999875837100,124162900,124162900,200,300,500
52710,10000000963418,36582,36582,72417400,163453900,9999999721713,36474,36474,127582600,36546100,999875818700,124181300,124181300,200,300,500
52720,10000000963419,36581,36581,72536800,163434800,9999999721520,36464,36464,127463200,36565200,999875798400,124201600,124201600,200,300,500
52730,10000000963424,36576,36576,72524800,163397800,9999999721318,36456,36456,127475200,36602200,999875777400,124222600,124222600,200,300,500
52740,10000000963433,36567,36567,72577400,163398900,9999999721085,36452,36452,127422600,36601100,999875753700,124246300,124246300,200,300,500
52750,10000000963441,36559,36559,72551400,163397900,9999999720864,36443,36443,127448600,36602100,999875730700,124269300,124269300,200,300,500
52760,10000000963449,36551,36551,72539800,163450300,9999999720661,36438,36438,127460200,36549700,999875709900,124290100,124290100,200,300,500
52770,10000000963456,36544,36544,72537600,163463600,9999999720456,36432,36432,127462400,36536400,999875688800,124311200,124311200,200,300,500
52780,10000000963459,36541,36541,72552200,163481700,9999999720234,36427,36427,127447800,36518300,999875666100,124333900,124333900,200,300,500
52790,10000000963463,36537,36537,72569400,163495900,9999999720027,36420,36420,127430600,36504100,999875644700,124355300,124355300,200,300,500
52800,10000000963469,36531,36531,72655200,163532200,9999999719809,36417,36417,127344800,36467800,999875622600,124377400,124377400,200,300,500
52810,10000000963477,36523,36523,72626400,163575400,9999999719573,36409,36409,127373600,36424600,999875598200,124401800,124401800,200,300,500
52820,10000000963483,36517,36517,72623200,163590200,9999999719362,36404,36404,127376800,36409800,999875576600,124423400,124423400,200,300,500
52830,10000000963489,36511,36511,72618800,163561800,9999999719193,36401,36401,127381200,36438200,999875559400,124440600,124440600,200,300,500
52840,10000000963497,36503,36503,72628400,163602400,9999999718999,36393,36393,127371600,36397600,999875539200,124460800,124460800,200,300,500
52850,10000000963507,36493,36493,72650000,163640000,9999999718817,36383,36383,127350000,36360000,999875520000,124480000,124480000,200,300,500
52860,10000000963509,36491,36491,72679400,163620900,9999999718621,36376,36376,127320600,36379100,999875499700,124500300,124500300,200,300,500
52870,10000000963516,36484,36484,72597600,163583600,9999999718417,36371,36371,127402400,36416400,999875478800,124521200,124521200,200,300,500
52880,10000000963518,36482,36482,72568800,163601800,9999999718230,36364,36364,127431200,36398200,999875459400,124540600,124540600,200,300,500
52890,10000000963528,36472,36472,72525000,163607500,9999999718015,36360,36360,127475000,36392500,999875437500,124562500,124562500,200,300,500
52900,10000000963532,36468,36468,72590600,163584100,9999999717798,36355,36355,127409400,36415900,999875415300,124584700,124584700,200,300,500
52910,10000000963539,36461,36461,72559600,163585600,9999999717600,36348,36348,127440400,36414400,999875394800,124605200,124605200,200,300,500
52920,10000000963544,36456,36456,72559400,163555900,9999999717412,36335,36335,127440600,36444100,999875374700,124625300,124625300,200,300,500
52930,10000000963548,36452,36452,72585200,163527200,9999999717244,36332,36332,127414800,36472800,999875357600,124642400,124642400,200,300,500
52940,10000000963554,36446,36446,72645800,163536300,9999999717051,36328,36328,127354200,36463700,999875337900,124662100,124662100,200,300,500
52950,10000000963562,36438,36438,72627800,163563300,9999999716867,36322,36322,127372200,36436700,999875318900,124681100,124681100,200,300,500
52960,10000000963572,36428,36428,72697400,163603900,9999999716667,36320,36320,127302600,36396100,999875298700,124701300,124701300,200,300,500
52970,10000000963581,36419,36419,72704400,163578400,9999999716461,36311,36311,127295600,36421600,999875277200,124722800,124722800,200,300,500
52980,10000000963586,36414,36414,72672800,163610800,9999999716258,36306,36306,127327200,36389200,999875256400,124743600,124743600,200,300,500
52990,10000000963594,36406,36406,72713600,163609600,9999999716071,36297,36297,127286400,36390400,999875236800,124763200,124763200,200,300,500
53000,10000000963600,36400,36400,72741000,163588500,9999999715914,36291,36291,127259000,36411500,999875220500,124779500,124779500,200,300,500
53010,10000000963606,36394,36394,72775000,163542500,9999999715742,36283,36283,127225000,36457500,999875202500,124797500,124797500,200,300,500
53020,10000000963616,36384,36384,72790800,163598800,9999999715528,36276,36276,127209200,36401200,999875180400,124819600,124819600,200,300,500
53030,10000000963621,36379,36379,72791600,163527600,9999999715339,36269,36269,127208400,36472400,999875160800,124839200,124839200,200,300,500
53040,10000000963633,36367,36367,72778800,163501800,9999999715129,36265,36265,127221200,36498200,999875139400,124860600,124860600,200,300,500
53050,10000000963639,36361,36361,72735800,163516300,9999999714922,36257,36257,127264200,36483700,999875117900,124882100,124882100,200,300,500
53060,10000000963649,36351,36351,72698600,163552100,9999999714741,36252,36252,127301400,36447900,999875099300,124900700,124900700,200,300,500
53070,10000000963658,36342,36342,72643200,163570200,9999999714526,36240,36240,127356800,36429800,999875076600,124923400,124923400,200,300,500
53080,10000000963668,36332,36332,72699200,163616200,9999999714316,36230,36230,127300800,36383800,999875054600,124945400,124945400,200,300,500
53090,10000000963675,36325,36325,72707800,163618300,9999999714114,36225,36225,127292200,36381700,999875033900,124966100,124966100,200,300,500
53100,10000000963681,36319,36319,72693000,163665500,9999999713896,36219,36219,127307000,36334500,999875011500,124988500,124988500,200,300,500
53110,10000000963688,36312,36312,72726200,163690700,9999999713721,36210,36210,127273800,36309300,999874993100,125006900,125006900,200,300,500
53120,10000000963697,36303,36303,72743200,163745200,9999999713517,36199,36199,127256800,36254800,999874971600,125028400,125028400,200,300,500
53130,10000000963707,36293,36293,72737200,163699200,9999999713350,36186,36186,127262800,36300800,999874953600,125046400,125046400,200,300,500
53140,10000000963713,36287,36287,72769600,163645600,9999999713170,36178,36178,127230400,36354400,999874934800,125065200,125065200,200,300,500
53150,10000000963716,36284,36284,72805000,163662500,9999999712954,36171,36171,127195000,36337500,999874912500,125087500,125087500,200,300,500
53160,10000000963724,36276,36276,72788400,163607400,9999999712777,36165,36165,127211600,36392600,999874894200,125105800,125105800,200,300,500
53170,10000000963729,36271,36271,72747400,163608900,9999999712577,36160,36160,127252600,36391100,999874873700,125126300,125126300,200,300,500
53180,10000000963735,36265,36265,72772400,163626400,9999999712353,36159,36159,127227600,36373600,999874851200,125148800,125148800,200,300,500
53190,10000000963741,36259,36259,72819200,163591200,9999999712137,36159,36159,127180800,36408800,999874829600,125170400,125170400,200,300,500
53200,10000000963745,36255,36255,72809800,163520300,9999999711944,36155,36155,127190200,36479700,999874809900,125190100,125190100,200,300,500
53210,10000000963755,36245,36245,72799000,163551500,9999999711742,36153,36153,127201000,36448500,999874789500,125210500,125210500,200,300,500
53220,10000000963762,36238,36238,72935600,163536600,9999999711529,36149,36149,127064400,36463400,999874767800,125232200,125232200,200,300,500
53230,10000000963769,36231,36231,72933200,163540200,9999999711327,36139,36139,127066800,36459800,999874746600,125253400,125253400,200,300,500
53240,10000000963773,36227,36227,72910600,163494100,9999999711121,36132,36132,127089400,36505900,999874725300,125274700,125274700,200,300,500
53250,10000000963775,36225,36225,72958400,163497400,9999999710919,36123,36123,127041600,36502600,999874704200,125295800,125295800,200,300,500
53260,10000000963780,36220,36220,72896400,163450400,9999999710714,36118,36118,127103600,36549600,999874683200,125316800,125316800,200,300,500
53270,10000000963791,36209,36209,72930400,163429400,9999999710487,36115,36115,127069600,36570600,999874660200,125339800,125339800,200,300,500
53280,10000000963794,36206,36206,72961200,163468200,9999999710301,36105,36105,127038800,36531800,999874640600,125359400,125359400,200,300,500
53290,10000000963801,36199,36199,72965800,163446300,9999999710079,36100,36100,127034200,36553700,999874617900,125382100,125382100,200,300,500
53300,10000000963811,36189,36189,72985400,163396900,9999999709886,36091,36091,127014600,36603100,999874597700,125402300,125402300,200,300,500
53310,10000000963814,36186,36186,72932200,163361700,9999999709675,36086,36086,127067800,36638300,999874576100,125423900,125423900,200,300,500
53320,10000000963818,36182,36182,72995000,163377500,9999999709492,36083,36083,127005000,36622500,999874557500,125442500,125442500,200,300,500
53330,10000000963824,36176,36176,73021000,163373500,9999999709279,36076,36076,126979000,36626500,999874535500,125464500,125464500,200,300,500
53340,10000000963832,36168,36168,73018000,163358000,9999999709070,36070,36070,126982000,36642000,999874514000,125486000,125486000,200,300,500
53350,10000000963837,36163,36163,72953000,163335500,9999999708852,36063,36063,127047000,36664500,999874491500,125508500,125508500,200,300,500
53360,10000000963842,36158,36158,72902800,163345800,9999999708657,36057,36057,127097200,36654200,999874471400,125528600,125528600,200,300,500
53370,10000000963852,36148,36148,72923000,163335500,9999999708463,36052,36052,127077000,36664500,999874451500,125548500,125548500,200,300,500
53380,10000000963857,36143,36143,72909600,163400600,9999999708253,36045,36045,127090400,36599400,999874429800,125570200,125570200,200,300,500
53390,10000000963867,36133,36133,72903400,163469900,9999999708026,36041,36041,127096600,36530100,999874406700,125593300,125593300,200,300,500
53400,10000000963868,36132,36132,72873800,163469300,9999999707835,36034,36034,127126200,36530700,999874386900,125613100,125613100,200,300,500
53410,10000000963874,36126,36126,72869000,163476500,9999999707622,36023,36023,127131000,36523500,999874364500,125635500,125635500,200,300,500
53420,10000000963886,36114,36114,72859400,163555900,9999999707431,36016,36016,127140600,36444100,999874344700,125655300,125655300,200,300,500
53430,10000000963890,36110,36110,72855200,163532200,9999999707220,36006,36006,127144800,36467800,999874322600,125677400,125677400,200,300,500
53440,10000000963894,36106,36106,72844200,163553700,9999999707019,36002,36002,127155800,36446300,999874302100,125697900,125697900,200,300,500
53450,10000000963899,36101,36101,72894200,163553700,9999999706822,35999,35999,127105800,36446300,999874282100,125717900,125717900,200,300,500
53460,10000000963910,36090,36090,72913800,163564300,9999999706626,35993,35993,127086200,36435700,999874261900,125738100,125738100,200,300,500
53470,10000000963915,36085,36085,72875200,163562200,9999999706439,35987,35987,127124800,36437800,999874242600,125757400,125757400,200,300,500
53480,10000000963923,36077,36077,72891200,163598200,9999999706223,35983,35983,127108800,36401800,999874220600,125779400,125779400,200,300,500
53490,10000000963930,36070,36070,72807400,163553900,9999999706011,35976,35976,127192600,36446100,999874198700,125801300,125801300,200,300,500
53500,10000000963935,36065,36065,72775800,163556300,9999999705808,35971,35971,127224200,36443700,999874177900,125822100,125822100,200,300,500
53510,10000000963943,36057,36057,72729800,163565300,9999999705585,35964,35964,127270200,36434700,999874154900,125845100,125845100,200,300,500
53520,10000000963946,36054,36054,72750400,163564400,9999999705392,35960,35960,127249600,36435600,999874135200,125864800,125864800,200,300,500
53530,10000000963958,36042,36042,72742000,163537000,9999999705155,35955,35955,127258000,36463000,999874111000,125889000,125889000,200,300,500
53540,10000000963968,36032,36032,72717400,163593900,9999999704937,35950,35950,127282600,36406100,999874088700,125911300,125911300,200,300,500
53550,10000000963973,36027,36027,72687600,163613600,9999999704744,35944,35944,127312400,36386400,999874068800,125931200,125931200,200,300,500
