Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,10000000009077,90923,90923,951520,0,0,1857,9999961567,94,94,9,28868,0,3000,2000,922,265,6249,1532,9961561,10038439,10038439,1000,500,300,9999961495,89,89,1,28892,0,3000,2000,900,245,6015,1742,9961484,10038516,10038516,1000,500,300,9999992349,96,96,2095,0,0,3000,2000,645,39093,4782,1618,9992345,10007655,10007655,1000,100,300,9999992327,94,94,2194,0,0,3000,2000,597,39116,4590,1865,9992321,10007679,10007679,1000,100,300,9999992298,91,91,1941,0,0,3000,2000,659,39095,5047,1386,9992289,10007711,10007711,1000,100,300,999995955,97,97,0,45374,95699,253,10000,995952,1004048,1004048,5000,3000,2000,999995927,88,88,5,45717,95657,258,10000,995915,1004085,1004085,5000,3000,2000,999995846,103,103,1,45420,95605,244,10000,995849,1004151,1004151,5000,3000,2000,999995947,110,110,7,45619,95679,278,10000,995957,1004043,1004043,5000,3000,2000,999993248,94,94,1,53898,92991,251,10000,993242,1006758,1006758,5000,1000,2000,999993158,100,100,1,53803,92919,239,10000,993158,1006842,1006842,5000,1000,2000,999993240,104,104,2,53855,92950,294,10000,993244,1006756,1006756,5000,1000,2000
1100,10000000009923,90077,90077,946797,0,0,2082,9999961568,93,93,10,27907,0,3000,2000,935,129,7192,1501,9961561,10038439,10038439,1000,500,300,9999961495,89,89,0,27934,0,3000,2000,945,132,6914,1695,9961484,10038516,10038516,1000,500,300,9999992351,94,94,3055,0,0,3000,2000,402,35471,5131,1569,9992345,10007655,10007655,1000,100,300,9999992327,94,94,3165,0,0,3000,2000,377,35489,4918,1808,9992321,10007679,10007679,1000,100,300,9999992298,91,91,2814,0,0,3000,2000,393,35518,5450,1345,9992289,10007711,10007711,1000,100,300,999995506,96,96,8,44990,95239,263,10000,995502,1004498,1004498,5000,3000,2000,999995437,85,85,4,45296,95176,246,10000,995422,1004578,1004578,5000,3000,2000,999995425,105,105,9,45028,95160,270,10000,995430,1004570,1004570,5000,3000,2000,999995473,104,104,2,45214,95214,263,10000,995477,1004523,1004523,5000,3000,2000,999992901,92,92,0,57276,92747,146,10000,992893,1007107,1007107,5000,1000,2000,999992833,97,97,0,57209,92698,132,10000,992830,1007170,1007170,5000,1000,2000,999992844,97,97,2,57166,92684,157,10000,992841,1007159,1007159,5000,1000,2000
1200,10000000010737,89263,89263,942153,0,0,2302,9999961569,92,92,7,27025,0,3000,2000,862,67,8127,1455,9961561,10038439,10038439,1000,500,300,9999961495,89,89,6,27039,0,3000,2000,918,75,7869,1660,9961484,10038516,10038516,1000,500,300,9999992354,91,91,3983,0,0,3000,2000,242,32281,5346,1525,9992345,10007655,10007655,1000,100,300,9999992328,93,93,4119,0,0,3000,2000,237,32260,5107,1743,9992321,10007679,10007679,1000,100,300,9999992298,91,91,3796,0,0,3000,2000,236,32268,5677,1315,9992289,10007711,10007711,1000,100,300,999995033,101,101,7,44561,94775,259,10000,995034,1004966,1004966,5000,3000,2000,999994967,88,88,1,44828,94681,274,10000,994955,1005045,1005045,5000,3000,2000,999994962,96,96,4,44594,94701,257,10000,994958,1005042,1005042,5000,3000,2000,999994992,102,102,0,44776,94744,250,10000,994994,1005006,1005006,5000,3000,2000,999992681,97,97,1,60307,92588,90,10000,992678,1007322,1007322,5000,1000,2000,999992642,99,99,0,60298,92558,83,10000,992641,1007359,1007359,5000,1000,2000,999992611,103,103,1,60258,92526,88,10000,992614,1007386,1007386,5000,1000,2000
1300,10000000011549,88451,88451,937502,0,0,2553,9999961572,89,89,0,26056,0,3000,2000,932,34,9058,1419,9961561,10038439,10038439,1000,500,300,9999961498,86,86,4,26139,0,3000,2000,935,42,8770,1604,9961484,10038516,10038516,1000,500,300,9999992357,88,88,4924,0,0,3000,2000,137,29304,5475,1474,9992345,10007655,10007655,1000,100,300,9999992330,91,91,5016,0,0,3000,2000,153,29271,5226,1677,9992321,10007679,10007679,1000,100,300,9999992298,91,91,4749,0,0,3000,2000,154,29374,5803,1273,9992289,10007711,10007711,1000,100,300,999994570,97,97,2,44108,94304,263,10000,994567,1005433,1005433,5000,3000,2000,999994508,83,83,0,44409,94247,244,10000,994491,1005509,1005509,5000,3000,2000,999994508,102,102,5,44183,94272,238,10000,994510,1005490,1005490,5000,3000,2000,999994533,108,108,4,44342,94295,246,10000,994541,1005459,1005459,5000,3000,2000,999992557,92,92,1,63179,92483,66,10000,992549,1007451,1007451,5000,1000,2000,999992516,106,106,1,63204,92475,47,10000,992522,1007478,1007478,5000,1000,2000,999992483,105,105,0,63069,92443,45,10000,992488,1007512,1007512,5000,1000,2000
1400,10000000012326,87674,87674,932937,0,0,2765,9999961574,87,87,4,25196,0,3000,2000,926,22,9949,1376,9961561,10038439,10038439,1000,500,300,9999961499,85,85,1,25194,0,3000,2000,976,20,9675,1560,9961484,10038516,10038516,1000,500,300,9999992358,87,87,5831,0,0,3000,2000,87,26553,5558,1437,9992345,10007655,10007655,1000,100,300,9999992332,89,89,5940,0,0,3000,2000,83,26513,5299,1625,9992321,10007679,10007679,1000,100,300,9999992299,90,90,5677,0,0,3000,2000,102,26579,5863,1237,9992289,10007711,10007711,1000,100,300,999994089,96,96,1,43642,93833,252,10000,994085,1005915,1005915,5000,3000,2000,999994095,87,87,0,44020,93851,231,10000,994082,1005918,1005918,5000,3000,2000,999994072,102,102,6,43749,93828,246,10000,994074,1005926,1005926,5000,3000,2000,999994068,104,104,6,43897,93838,234,10000,994072,1005928,1005928,5000,3000,2000,999992476,90,90,0,65879,92432,34,10000,992466,1007534,1007534,5000,1000,2000,999992441,108,108,0,65891,92404,45,10000,992449,1007551,1007551,5000,1000,2000,999992421,107,107,0,65812,92391,37,10000,992428,1007572,1007572,5000,1000,2000
1500,10000000013105,86895,86895,928330,0,0,3001,9999961574,87,87,15,24312,0,3000,2000,902,12,10876,1329,9961561,10038439,10038439,1000,500,300,9999961499,85,85,2,24292,0,3000,2000,947,14,10572,1513,9961484,10038516,10038516,1000,500,300,9999992359,86,86,6830,0,0,3000,2000,53,24083,5606,1391,9992345,10007655,10007655,1000,100,300,9999992336,85,85,6858,0,0,3000,2000,54,24040,5350,1579,9992321,10007679,10007679,1000,100,300,9999992300,89,89,6569,0,0,3000,2000,59,24093,5912,1187,9992289,10007711,10007711,1000,100,300,999993606,96,96,0,43190,93377,225,10000,993602,1006398,1006398,5000,3000,2000,999993647,91,91,2,43575,93400,238,10000,993638,1006362,1006362,5000,3000,2000,999993615,90,90,7,43276,93351,254,10000,993605,1006395,1006395,5000,3000,2000,999993637,107,107,3,43443,93382,262,10000,993644,1006356,1006356,5000,3000,2000,999992435,83,83,0,68315,92398,20,10000,992418,1007582,1007582,5000,1000,2000,999992393,105,105,0,68335,92375,23,10000,992398,1007602,1007602,5000,1000,2000,999992369,110,110,0,68255,92348,31,10000,992379,1007621,1007621,5000,1000,2000
1600,10000000013875,86125,86125,923751,0,0,3202,9999961574,87,87,0,23296,0,3000,2000,967,9,11754,1293,9961561,10038439,10038439,1000,500,300,9999961500,84,84,1,23384,0,3000,2000,914,8,11507,1474,9961484,10038516,10038516,1000,500,300,9999992359,86,86,7769,0,0,3000,2000,35,21850,5633,1352,9992345,10007655,10007655,1000,100,300,9999992336,85,85,7759,0,0,3000,2000,35,21779,5383,1521,9992321,10007679,10007679,1000,100,300,9999992301,88,88,7400,0,0,3000,2000,31,21875,5951,1158,9992289,10007711,10007711,1000,100,300,999993176,98,98,1,42725,92910,264,10000,993174,1006826,1006826,5000,3000,2000,999993197,91,91,3,43094,92918,270,10000,993188,1006812,1006812,5000,3000,2000,999993138,92,92,4,42811,92883,247,10000,993130,1006870,1006870,5000,3000,2000,999993173,111,111,2,42969,92905,279,10000,993184,1006816,1006816,5000,3000,2000,999992402,89,89,0,70530,92380,11,10000,992391,1007609,1007609,5000,1000,2000,999992364,101,101,0,70577,92356,9,10000,992365,1007635,1007635,5000,1000,2000,999992334,106,106,0,70445,92320,20,10000,992340,1007660,1007660,5000,1000,2000
1700,10000000014608,85392,85392,919197,0,0,3392,9999961574,87,87,7,22365,0,3000,2000,918,4,12714,1260,9961561,10038439,10038439,1000,500,300,9999961501,83,83,12,22453,0,3000,2000,936,1,12449,1431,9961484,10038516,10038516,1000,500,300,9999992359,86,86,8673,0,0,3000,2000,24,19783,5652,1315,9992345,10007655,10007655,1000,100,300,9999992336,85,85,8660,0,0,3000,2000,16,19824,5403,1475,9992321,10007679,10007679,1000,100,300,9999992302,87,87,8269,0,0,3000,2000,24,19776,5972,1127,9992289,10007711,10007711,1000,100,300,999992716,98,98,0,42232,92415,299,10000,992714,1007286,1007286,5000,3000,2000,999992690,98,98,1,42609,92430,258,10000,992688,1007312,1007312,5000,3000,2000,999992671,102,102,9,42368,92436,237,10000,992673,1007327,1007327,5000,3000,2000,999992700,99,99,0,42513,92446,253,10000,992699,1007301,1007301,5000,3000,2000,999992381,91,91,0,72586,92369,3,10000,992372,1007628,1007628,5000,1000,2000,999992348,97,97,0,72513,92337,8,10000,992345,1007655,1007655,5000,1000,2000,999992317,102,102,0,72537,92313,6,10000,992319,1007681,1007681,5000,1000,2000
1800,10000000015340,84660,84660,914704,0,0,3589,9999961574,87,87,8,21419,0,3000,2000,959,0,13669,1224,9961561,10038439,10038439,1000,500,300,9999961501,83,83,0,21559,0,3000,2000,864,1,13387,1382,9961484,10038516,10038516,1000,500,300,9999992360,85,85,9567,0,0,3000,2000,14,17890,5660,1274,9992345,10007655,10007655,1000,100,300,9999992336,85,85,9525,0,0,3000,2000,9,18011,5414,1427,9992321,10007679,10007679,1000,100,300,9999992302,87,87,9174,0,0,3000,2000,15,17942,5979,1104,9992289,10007711,10007711,1000,100,300,999992230,101,101,5,41785,91966,265,10000,992231,1007769,1007769,5000,3000,2000,999992219,97,97,3,42162,91981,235,10000,992216,1007784,1007784,5000,3000,2000,999992209,107,107,7,41891,91959,257,10000,992216,1007784,1007784,5000,3000,2000,999992217,101,101,2,42024,91957,261,10000,992218,1007782,1007782,5000,3000,2000,999992373,91,91,0,74469,92359,5,10000,992364,1007636,1007636,5000,1000,2000,999992333,101,101,0,74319,92330,4,10000,992334,1007666,1007666,5000,1000,2000,999992312,100,100,0,74362,92304,8,10000,992312,1007688,1007688,5000,1000,2000
1900,10000000016032,83968,83968,910076,0,0,3775,9999961574,87,87,0,20505,0,3000,2000,948,0,14587,1192,9961561,10038439,10038439,1000,500,300,9999961502,82,82,0,20620,0,3000,2000,932,1,14287,1333,9961484,10038516,10038516,1000,500,300,9999992362,83,83,10463,0,0,3000,2000,9,16245,5667,1235,9992345,10007655,10007655,1000,100,300,9999992336,85,85,10468,0,0,3000,2000,6,16397,5420,1388,9992321,10007679,10007679,1000,100,300,9999992302,87,87,10118,0,0,3000,2000,13,16250,5989,1077,9992289,10007711,10007711,1000,100,300,999991766,111,111,5,41363,91544,233,10000,991777,1008223,1008223,5000,3000,2000,999991754,98,98,5,41661,91480,272,10000,991752,1008248,1008248,5000,3000,2000,999991765,108,108,1,41457,91525,248,10000,991773,1008227,1008227,5000,3000,2000,999991759,102,102,2,41581,91514,247,10000,991761,1008239,1008239,5000,3000,2000,999992363,94,94,0,76109,92354,3,10000,992357,1007643,1007643,5000,1000,2000,999992325,103,103,0,75930,92327,1,10000,992328,1007672,1007672,5000,1000,2000,999992301,101,101,0,76052,92302,0,10000,992302,1007698,1007698,5000,1000,2000
2000,10000000016738,83262,83262,905529,0,0,3958,9999961576,85,85,7,19615,0,3000,2000,941,0,15486,1160,9961561,10038439,10038439,1000,500,300,9999961503,81,81,0,19712,0,3000,2000,915,1,15199,1297,9961484,10038516,10038516,1000,500,300,9999992363,82,82,11385,0,0,3000,2000,7,14789,5671,1199,9992345,10007655,10007655,1000,100,300,9999992336,85,85,11372,0,0,3000,2000,4,14843,5423,1340,9992321,10007679,10007679,1000,100,300,9999992304,85,85,11034,0,0,3000,2000,4,14722,5995,1046,9992289,10007711,10007711,1000,100,300,999991345,105,105,2,40934,91115,235,10000,991350,1008650,1008650,5000,3000,2000,999991283,97,97,9,41194,91013,267,10000,991280,1008720,1008720,5000,3000,2000,999991323,108,108,2,41018,91086,245,10000,991331,1008669,1008669,5000,3000,2000,999991289,102,102,1,41095,91028,263,10000,991291,1008709,1008709,5000,3000,2000,999992350,103,103,0,77563,92352,1,10000,992353,1007647,1007647,5000,1000,2000,999992326,99,99,0,77482,92325,0,10000,992325,1007675,1007675,5000,1000,2000,999992294,102,102,0,77571,92293,3,10000,992296,1007704,1007704,5000,1000,2000
2100,10000000017383,82617,82617,901033,0,0,4141,9999961576,85,85,0,18725,0,3000,2000,873,0,16429,1123,9961561,10038439,10038439,1000,500,300,9999961503,81,81,0,18820,0,3000,2000,905,0,16082,1254,9961484,10038516,10038516,1000,500,300,9999992364,81,81,12302,0,0,3000,2000,7,13368,5672,1172,9992345,10007655,10007655,1000,100,300,9999992336,85,85,12287,0,0,3000,2000,3,13444,5424,1299,9992321,10007679,10007679,1000,100,300,9999992306,83,83,11923,0,0,3000,2000,1,13278,5998,1011,9992289,10007711,10007711,1000,100,300,999990881,105,105,8,40449,90630,256,10000,990886,1009114,1009114,5000,3000,2000,999990796,105,105,6,40724,90543,258,10000,990801,1009199,1009199,5000,3000,2000,999990891,105,105,5,40565,90633,263,10000,990896,1009104,1009104,5000,3000,2000,999990836,107,107,3,40652,90584,259,10000,990843,1009157,1009157,5000,3000,2000,999992354,98,98,0,78984,92352,0,10000,992352,1007648,1007648,5000,1000,2000,999992323,101,101,0,78880,92324,0,10000,992324,1007676,1007676,5000,1000,2000,999992291,102,102,0,79012,92290,3,10000,992293,1007707,1007707,5000,1000,2000
2200,10000000018061,81939,81939,896571,0,0,4290,9999961576,85,85,0,17824,0,3000,2000,870,0,17346,1089,9961561,10038439,10038439,1000,500,300,9999961503,81,81,3,17914,0,3000,2000,918,0,17020,1234,9961484,10038516,10038516,1000,500,300,9999992366,79,79,13143,0,0,3000,2000,5,12091,5674,1128,9992345,10007655,10007655,1000,100,300,9999992336,85,85,13166,0,0,3000,2000,2,12197,5425,1272,9992321,10007679,10007679,1000,100,300,9999992306,83,83,12855,0,0,3000,2000,1,12029,6001,987,9992289,10007711,10007711,1000,100,300,999990424,107,107,0,39997,90178,253,10000,990431,1009569,1009569,5000,3000,2000,999990321,118,118,1,40259,90078,261,10000,990339,1009661,1009661,5000,3000,2000,999990419,99,99,1,40105,90173,245,10000,990418,1009582,1009582,5000,3000,2000,999990377,106,106,3,40215,90147,236,10000,990383,1009617,1009617,5000,3000,2000,999992353,97,97,0,80259,92350,0,10000,992350,1007650,1007650,5000,1000,2000,999992320,103,103,0,80126,92323,0,10000,992323,1007677,1007677,5000,1000,2000,999992283,107,107,0,80261,92290,0,10000,992290,1007710,1007710,5000,1000,2000
2300,10000000018727,81273,81273,892121,0,0,4465,9999961577,84,84,8,16900,0,3000,2000,903,0,18248,1050,9961561,10038439,10038439,1000,500,300,9999961503,81,81,10,17042,0,3000,2000,900,0,17914,1202,9961484,10038516,10038516,1000,500,300,9999992367,78,78,14006,0,0,3000,2000,3,10925,5676,1095,9992345,10007655,10007655,1000,100,300,9999992336,85,85,14009,0,0,3000,2000,2,10995,5425,1235,9992321,10007679,10007679,1000,100,300,9999992307,82,82,13788,0,0,3000,2000,1,10860,6001,953,9992289,10007711,10007711,1000,100,300,999989979,102,102,2,39552,89733,248,10000,989981,1010019,1010019,5000,3000,2000,999989867,120,120,3,39817,89636,251,10000,989887,1010113,1010113,5000,3000,2000,999989974,94,94,6,39653,89721,247,10000,989968,1010032,1010032,5000,3000,2000,999989940,99,99,0,39779,89711,228,10000,989939,1010061,1010061,5000,3000,2000,999992349,99,99,0,81423,92348,0,10000,992348,1007652,1007652,5000,1000,2000,999992322,101,101,0,81328,92323,0,10000,992323,1007677,1007677,5000,1000,2000,999992289,101,101,0,81430,92290,0,10000,992290,1007710,1007710,5000,1000,2000
2400,10000000019372,80628,80628,887714,0,0,4625,9999961578,83,83,1,15979,0,3000,2000,922,0,19138,1007,9961561,10038439,10038439,1000,500,300,9999961503,81,81,7,16153,0,3000,2000,903,0,18789,1175,9961484,10038516,10038516,1000,500,300,9999992367,78,78,14900,0,0,3000,2000,2,9896,5676,1072,9992345,10007655,10007655,1000,100,300,9999992336,85,85,14833,0,0,3000,2000,0,10006,5426,1192,9992321,10007679,10007679,1000,100,300,9999992308,81,81,14677,0,0,3000,2000,0,9838,6002,929,9992289,10007711,10007711,1000,100,300,999989503,110,110,0,39074,89255,258,10000,989513,1010487,1010487,5000,3000,2000,999989453,112,112,0,39388,89207,258,10000,989465,1010535,1010535,5000,3000,2000,999989522,96,96,0,39206,89274,244,10000,989518,1010482,1010482,5000,3000,2000,999989511,103,103,1,39335,89267,247,10000,989514,1010486,1010486,5000,3000,2000,999992354,94,94,0,82451,92347,1,10000,992348,1007652,1007652,5000,1000,2000,999992317,105,105,0,82315,92321,1,10000,992322,1007678,1007678,5000,1000,2000,999992283,106,106,0,82451,92289,0,10000,992289,1007711,1007711,5000,1000,2000
2500,10000000019954,80046,80046,883295,0,0,4774,9999961580,81,81,12,15159,0,3000,2000,862,0,20006,987,9961561,10038439,10038439,1000,500,300,9999961503,81,81,8,15222,0,3000,2000,941,0,19691,1141,9961484,10038516,10038516,1000,500,300,9999992367,78,78,15793,0,0,3000,2000,1,8949,5678,1045,9992345,10007655,10007655,1000,100,300,9999992336,85,85,15731,0,0,3000,2000,0,9066,5427,1158,9992321,10007679,10007679,1000,100,300,9999992309,80,80,15542,0,0,3000,2000,0,8951,6002,895,9992289,10007711,10007711,1000,100,300,999989060,115,115,0,38614,88795,280,10000,989075,1010925,1010925,5000,3000,2000,999989017,118,118,1,38969,88788,247,10000,989035,1010965,1010965,5000,3000,2000,999989060,99,99,0,38756,88824,235,10000,989059,1010941,1010941,5000,3000,2000,999989074,97,97,1,38892,88824,247,10000,989071,1010929,1010929,5000,3000,2000,999992350,96,96,0,83397,92346,0,10000,992346,1007654,1007654,5000,1000,2000,999992329,92,92,0,83255,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992278,111,111,0,83338,92289,0,10000,992289,1007711,1007711,5000,1000,2000
2600,10000000020592,79408,79408,879010,0,0,4930,9999961580,81,81,0,14245,0,3000,2000,930,0,20893,958,9961561,10038439,10038439,1000,500,300,9999961504,80,80,2,14330,0,3000,2000,891,0,20615,1112,9961484,10038516,10038516,1000,500,300,9999992367,78,78,16632,0,0,3000,2000,0,8072,5679,1019,9992345,10007655,10007655,1000,100,300,9999992337,84,84,16523,0,0,3000,2000,0,8204,5427,1110,9992321,10007679,10007679,1000,100,300,9999992311,78,78,16408,0,0,3000,2000,0,8087,6002,871,9992289,10007711,10007711,1000,100,300,999988614,111,111,0,38211,88392,233,10000,988625,1011375,1011375,5000,3000,2000,999988588,110,110,0,38525,88344,254,10000,988598,1011402,1011402,5000,3000,2000,999988620,98,98,7,38306,88374,244,10000,988618,1011382,1011382,5000,3000,2000,999988593,95,95,9,38415,88347,241,10000,988588,1011412,1011412,5000,3000,2000,999992349,96,96,0,84273,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992324,97,97,0,84117,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992275,114,114,0,84202,92289,0,10000,992289,1007711,1007711,5000,1000,2000
2700,10000000021230,78770,78770,874632,0,0,5086,9999961580,81,81,12,13391,0,3000,2000,912,0,21782,927,9961561,10038439,10038439,1000,500,300,9999961505,79,79,12,13498,0,3000,2000,894,0,21451,1081,9961484,10038516,10038516,1000,500,300,9999992368,77,77,17482,0,0,3000,2000,0,7289,5679,986,9992345,10007655,10007655,1000,100,300,9999992337,84,84,17439,0,0,3000,2000,0,7366,5427,1070,9992321,10007679,10007679,1000,100,300,9999992312,77,77,17312,0,0,3000,2000,0,7357,6002,850,9992289,10007711,10007711,1000,100,300,999988151,116,116,2,37760,87941,226,10000,988167,1011833,1011833,5000,3000,2000,999988155,112,112,0,38106,87925,242,10000,988167,1011833,1011833,5000,3000,2000,999988205,100,100,2,37876,87944,261,10000,988205,1011795,1011795,5000,3000,2000,999988167,98,98,0,38002,87934,231,10000,988165,1011835,1011835,5000,3000,2000,999992353,92,92,0,85056,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992328,93,93,0,84955,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992281,108,108,0,84932,92289,0,10000,992289,1007711,1007711,5000,1000,2000
2800,10000000021866,78134,78134,870213,0,0,5203,9999961580,81,81,0,12477,0,3000,2000,871,0,22682,906,9961561,10038439,10038439,1000,500,300,9999961505,79,79,11,12616,0,3000,2000,924,0,22313,1062,9961484,10038516,10038516,1000,500,300,9999992368,77,77,18361,0,0,3000,2000,0,6594,5679,963,9992345,10007655,10007655,1000,100,300,9999992338,83,83,18290,0,0,3000,2000,0,6679,5427,1043,9992321,10007679,10007679,1000,100,300,9999992312,77,77,18218,0,0,3000,2000,0,6692,6002,823,9992289,10007711,10007711,1000,100,300,999987723,115,115,4,37289,87470,268,10000,987738,1012262,1012262,5000,3000,2000,999987693,103,103,8,37632,87451,245,10000,987696,1012304,1012304,5000,3000,2000,999987764,99,99,7,37465,87533,230,10000,987763,1012237,1012237,5000,3000,2000,999987747,98,98,2,37568,87500,245,10000,987745,1012255,1012255,5000,3000,2000,999992347,98,98,0,85751,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992326,95,95,0,85642,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992280,109,109,0,85597,92289,0,10000,992289,1007711,1007711,5000,1000,2000
2900,10000000022467,77533,77533,866055,0,0,5339,9999961580,81,81,1,11596,0,3000,2000,922,0,23557,882,9961561,10038439,10038439,1000,500,300,9999961506,78,78,1,11850,0,3000,2000,836,0,23183,1036,9961484,10038516,10038516,1000,500,300,9999992369,76,76,19200,0,0,3000,2000,0,5992,5679,933,9992345,10007655,10007655,1000,100,300,9999992339,82,82,19159,0,0,3000,2000,0,6070,5427,1011,9992321,10007679,10007679,1000,100,300,9999992312,77,77,19030,0,0,3000,2000,0,6090,6002,799,9992289,10007711,10007711,1000,100,300,999987276,115,115,3,36872,87053,238,10000,987291,1012709,1012709,5000,3000,2000,999987270,98,98,2,37212,87031,237,10000,987268,1012732,1012732,5000,3000,2000,999987322,97,97,0,37030,87098,221,10000,987319,1012681,1012681,5000,3000,2000,999987328,91,91,5,37145,87077,242,10000,987319,1012681,1012681,5000,3000,2000,999992349,96,96,0,86353,92345,0,10000,992345,1007655,1007655,5000,1000,2000,999992321,100,100,0,86251,92321,0,10000,992321,1007679,1007679,5000,1000,2000,999992282,107,107,0,86199,92289,0,10000,992289,1007711,1007711,5000,1000,2000
