Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
a:=C1_1,0,1,0,0,1,9,2,7,10,8,9,10,7,0,4,15,0,7,8,0,7,0,0,8,1,12,0,12,0,1,8,0,1,1,4,2,0,17,0,8,0,1,8,15,762,1543,2296,3105,3890,4684,5463,6228,7009,7748,8497,9287,10037,10814,11540,12242,13042,13774,14488,15213,15959,16678,17407,18116,18847,19541,20230,20960,21669,22334,23024,23726,24412,25113,25780,26433,27118,27808,28485,29157,29820,30486,31143,31760,32381,33029,33640,34309,34940,35572,36208,36814,37419,38066,38686,39268,39899
b:=C1_1,0,36197,36494,35496,34533,33535,32581,31649,30721,29832,28868,27907,27025,26056,25196,24312,23296,22365,21419,20505,19615,18725,17824,16900,15979,15159,14245,13391,12477,11596,10730,9843,8981,8109,7291,6446,5615,4852,4031,3260,2408,1638,835,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c:=C1_1,0,1818,1417,856,307,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en_X:=C1_1,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
en_Z:=C1_1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
l:=C1_1,0,590,833,926,965,963,949,949,937,889,922,935,862,932,926,902,967,918,959,948,941,873,870,903,922,862,930,912,871,922,906,911,905,863,821,840,843,797,856,761,836,780,759,735,286,97,43,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m:=C1_1,100000,57216,32126,17883,9917,5345,2907,1616,891,511,265,129,67,34,22,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q:=C1_1,0,94,239,493,840,1566,2495,3424,4360,5304,6249,7192,8127,9058,9949,10876,11754,12714,13669,14587,15486,16429,17346,18248,19138,20006,20893,21782,22682,23557,24442,25301,26205,27086,27929,28795,29620,30475,31237,32080,32874,33678,34506,35293,35959,36330,36469,36517,36536,36548,36553,36554,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555,36555
r:=C1_1,0,66,460,1001,1507,1701,1710,1665,1615,1574,1532,1501,1455,1419,1376,1329,1293,1260,1224,1192,1160,1123,1089,1050,1007,987,958,927,906,882,861,833,807,792,767,740,716,700,688,666,642,628,612,588,572,554,541,526,502,490,468,459,446,435,426,410,401,389,369,360,347,340,325,313,302,290,282,276,269,258,247,242,236,232,224,215,206,201,187,180,174,170,166,164,156,152,146,144,139,133,130,129,126,124,122,120,119,115,112,107,105
ATP:=C1_1,10000000,9962862,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561,9961561
ADP:=C1_1,10000000,10037138,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439
Pi:=C1_1,10000000,10037138,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439,10038439
mem_P1:=C1_1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
mem_P2:=C1_1,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
mem_P6:=C1_1,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
H2O:=C1_2,10000000000,9999962875,9999961485,9999961485,9999961485,9999961489,9999961492,9999961493,9999961494,9999961495,9999961495,9999961495,9999961495,9999961498,9999961499,9999961499,9999961500,9999961501,9999961501,9999961502,9999961503,9999961503,9999961503,9999961503,9999961503,9999961503,9999961504,9999961505,9999961505,9999961506,9999961507,9999961508,9999961508,9999961508,9999961509,9999961510,9999961511,9999961513,9999961513,9999961513,9999961514,9999961515,9999961516,9999961516,9999961516,9999961517,9999961517,9999961518,9999961518,9999961518,9999961518,9999961518,9999961518,9999961518,9999961519,9999961520,9999961520,9999961520,9999961521,9999961522,9999961522,9999961522,9999961522,9999961522,9999961522,9999961523,9999961523,9999961523,9999961523,9999961523,9999961524,9999961526,9999961526,9999961527,9999961527,9999961527,9999961527,9999961527,9999961527,9999961529,9999961529,9999961529,9999961530,9999961530,9999961531,9999961531,9999961531,9999961531,9999961531,9999961532,9999961532,9999961533,9999961533,9999961534,9999961534,9999961534,9999961534,9999961534,9999961534,9999961534,9999961534
OH-:=C1_2,100,100,99,99,99,95,92,91,90,89,89,89,89,86,85,85,84,83,83,82,81,81,81,81,81,81,80,79,79,78,77,76,76,76,75,74,73,71,71,71,70,69,68,68,68,67,67,66,66,66,66,66,66,66,65,64,64,64,63,62,62,62,62,62,62,61,61,61,61,61,60,58,58,57,57,57,57,57,57,55,55,55,54,54,53,53,53,53,53,52,52,51,51,50,50,50,50,50,50,50,50
H+:=C1_2,100,100,99,99,99,95,92,91,90,89,89,89,89,86,85,85,84,83,83,82,81,81,81,81,81,81,80,79,79,78,77,76,76,76,75,74,73,71,71,71,70,69,68,68,68,67,67,66,66,66,66,66,66,66,65,64,64,64,63,62,62,62,62,62,62,61,61,61,61,61,60,58,58,57,57,57,57,57,57,55,55,55,54,54,53,53,53,53,53,52,52,51,51,50,50,50,50,50,50,50,50
a:=C1_2,0,13,10,11,16,3,0,2,8,13,1,0,6,4,1,2,1,12,0,0,0,0,3,10,7,8,2,12,11,1,11,16,8,6,2,10,2,10,0,12,7,1,13,5,544,1335,2107,2934,3691,4474,5257,6099,6883,7640,8397,9120,9877,10621,11353,12093,12806,13564,14258,15013,15748,16503,17199,17888,18592,19246,19974,20645,21329,22032,22728,23438,24107,24726,25401,26091,26745,27408,28010,28662,29363,30022,30647,31287,31924,32577,33235,33880,34487,35132,35782,36418,37032,37636,38214,38823,39426
b:=C1_2,0,36169,36600,35651,34644,33646,32648,31654,30763,29826,28892,27934,27039,26139,25194,24292,23384,22453,21559,20620,19712,18820,17914,17042,16153,15222,14330,13498,12616,11850,11048,10212,9328,8494,7627,6778,5945,5162,4317,3474,2626,1815,1060,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c:=C1_2,0,2108,1667,1049,469,113,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en_X:=C1_2,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
en_Z:=C1_2,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
l:=C1_2,0,583,768,883,949,993,1000,979,923,931,900,945,918,935,976,947,914,936,864,932,915,905,918,900,903,941,891,894,924,836,814,830,837,808,822,833,814,779,827,860,857,834,826,844,408,154,56,14,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m:=C1_2,100000,57180,32176,17975,9949,5470,3013,1638,892,474,245,132,75,42,20,14,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q:=C1_2,0,81,211,385,678,1277,2168,3177,4093,5041,6015,6914,7869,8770,9675,10572,11507,12449,13387,14287,15199,16082,17020,17914,18789,19691,20615,21451,22313,23183,24003,24835,25687,26525,27434,28243,29090,29945,30732,31558,32380,33227,33998,34805,35583,36024,36216,36291,36326,36334,36334,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337,36337
r:=C1_2,0,71,500,1095,1622,1931,1969,1918,1852,1797,1742,1695,1660,1604,1560,1513,1474,1431,1382,1333,1297,1254,1234,1202,1175,1141,1112,1081,1062,1036,992,969,942,905,875,849,827,807,785,768,740,715,694,677,658,640,624,601,578,566,551,530,516,503,491,474,454,442,427,408,395,380,373,366,356,347,331,321,312,301,292,290,280,275,264,257,252,241,230,225,219,212,207,202,199,193,188,186,183,177,169,164,161,157,154,148,142,138,134,127,126
ATP:=C1_2,10000000,9962875,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484,9961484
ADP:=C1_2,10000000,10037125,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516
Pi:=C1_2,10000000,10037125,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516,10038516
mem_P1:=C1_2,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
mem_P2:=C1_2,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
mem_P6:=C1_2,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
H2O:=C2_1,10000000000,9999992607,9999992345,9999992346,9999992347,9999992347,9999992347,9999992347,9999992347,9999992347,9999992349,9999992351,9999992354,9999992357,9999992358,9999992359,9999992359,9999992359,9999992360,9999992362,9999992363,9999992364,9999992366,9999992367,9999992367,9999992367,9999992367,9999992368,9999992368,9999992369,9999992369,9999992369,9999992370,9999992371,9999992372,9999992372,9999992372,9999992372,9999992373,9999992374,9999992375,9999992376,9999992376,9999992377,9999992379,9999992380,9999992381,9999992381,9999992381,9999992381,9999992381,9999992382,9999992383,9999992384,9999992384,9999992385,9999992385,9999992386,9999992386,9999992387,9999992388,9999992388,9999992388,9999992388,9999992388,9999992388,9999992388,9999992389,9999992389,9999992389,9999992389,9999992390,9999992390,9999992390,9999992390,9999992391,9999992392,9999992392,9999992392,9999992392,9999992392,9999992392,9999992392,9999992393,9999992393,9999992394,9999992395,9999992395,9999992395,9999992397,9999992397,9999992398,9999992398,9999992398,9999992398,9999992398,9999992398,9999992398,9999992398,9999992398,9999992398
