Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1
2300,10000000018727.0,81273,9999961577.0,84,1000,0,0.0,8,0,300,9999961503.0,81,1000,0,0.0,10,0,300,9999992367.0,78,1000,0,0.0,0,0,300,9999992336.0,85,1000,0,0.0,0,0,300,9999992307.0,82,1000,0,0.0,0,0,300,999989979.0,103,899,0,7,255,999989867.0,120,903,0,3,253,999989973.0,94,907,0,6,247,999989940.0,99,910,0,0,228,999992349.0,99,3,1000,1,0,999992322.0,101,2,1000,0,0,999992289.0,101,1,1000,0,0,2300,9.999999999e-11,8.126639523625997e-05,9.999999999e-11,8.399294459265421e-05,0.008841952445366797,0.0475712451899609,0.09090909090909091,0.9620493358633777,0.10766543944114039,0.0010488986564107686,9.999999999e-11,8.099343953139796e-05,0.008842227515687525,0.04757124482119694,0.09090909090909091,0.9620964919213703,0.10696160964833723,0.0012005569305694555,9.999999999e-11,7.799391647451498e-05,0.008842129276304794,0.00989108153905965,0.09090909090909091,0.9608814368628312,0.06034702730288339,0.0010938022864962866,9.999999999e-11,8.499277561407282e-05,0.008842001565078127,0.00989108151530835,0.09090909090909091,0.9608828956122722,0.05861696380334955,0.001233476656329433,9.999999999e-11,8.19932765513228e-05,0.008842325755050784,0.009891081483639786,0.09090909090909091,0.9607737475843615,0.06250651000979106,0.0009520926556991187,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8769006714160783,0.017807146356029296,9.999999999e-11,0.001198561725928885,0.0049751243781094535,0.0029910269192422734,0.8770341529429919,0.017806991219381462,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.0029910269192422734,0.8769544608428,0.017807124902575605,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.0029910269192422734,0.8770217169491533,0.017807077042982393,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.010806934243390954,0.8884407571859501,0.01781104402704152,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.010875424705364515,0.8884269158033782,0.017811002948518777,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.010743327463743742,0.8884357025070837,0.017810948721994214
2400,10000000019377.0,80628,9999961578.0,83,1000,0,0.0,6,0,300,9999961503.0,81,1000,0,0.0,7,0,300,9999992367.0,78,1000,0,0.0,0,0,300,9999992336.0,85,1000,0,0.0,0,0,300,9999992308.0,81,1000,0,0.0,0,0,300,999989497.0,110,922,0,6,263,999989446.0,112,916,0,0,258,999989522.0,96,897,0,0,244,999989507.0,103,903,0,1,247,999992354.0,94,2,1000,0,1,999992317.0,105,0,1000,0,1,999992283.0,106,0,1000,0,0,2400,9.999999999e-11,8.062149964972624e-05,9.999999999e-11,8.299311157173954e-05,0.008799029780771917,0.0475712451899609,0.09090909090909091,0.9617232655697976,0.10946759100372938,0.001005986971120082,9.999999999e-11,8.099343953139796e-05,0.008798902058438224,0.04757124482119694,0.09090909090909091,0.9617876997397999,0.10878222716169442,0.0011736209953304869,9.999999999e-11,7.799391647451498e-05,0.008798951182416616,0.00989108153905965,0.09090909090909091,0.9612924724016726,0.06034702730288339,0.0010708520466060384,9.999999999e-11,8.499277561407282e-05,0.008798980656801316,0.00989108151530835,0.09090909090909091,0.9612626777476372,0.05862396819222957,0.001190580827653437,9.999999999e-11,8.099343953139796e-05,0.008798793985668619,0.009891081483639787,0.09090909090909091,0.9611929611623993,0.0625130192059326,0.0009281377600209406,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.0029910269192422734,0.8765844795400023,0.017806373708570706,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.0029910269192422734,0.8767536673348355,0.017806294425142286,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8766601995193097,0.017806381966883972,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8767309511792338,0.0178063753602469,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.00979902881088746,0.888575067624396,0.017811044027050426,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.009906871840365305,0.8885547949251231,0.017811001305331777,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.009742156662751847,0.8885690853147612,0.017810947078706146
2500,10000000019954.0,80046,9999961580.0,81,1000,0,0.0,21,0,300,9999961503.0,81,1000,0,0.0,21,0,300,9999992367.0,78,1000,0,0.0,0,0,300,9999992336.0,85,1000,0,0.0,0,0,300,9999992309.0,80,1000,0,0.0,0,0,300,999989060.0,115,858,0,0,280,999989017.0,118,862,0,1,248,999989060.0,99,953,0,0,235,999989068.0,97,941,0,9,247,999992350.0,96,1,1000,0,0,999992331.0,92,0,1000,0,0,999992278.0,111,0,1000,0,0,2500,9.999999999e-11,8.003959315072667e-05,9.999999999e-11,8.099343953139796e-05,0.008755484382437121,0.04757124518996091,0.09090909090909091,0.9613998296087555,0.11112222000044437,0.0009860267915567334,9.999999999e-11,8.099343953139796e-05,0.008755612115960328,0.04757124482119694,0.09090909090909091,0.9614259066659369,0.11055372253271385,0.0011396996027532586,9.999999999e-11,7.799391647451498e-05,0.008755395951517156,0.00989108153905965,0.09090909090909091,0.961656656382545,0.06036059021133648,0.0010439091149748512,9.999999999e-11,8.499277561407282e-05,0.008755248566615484,0.00989108151530835,0.09090909090909091,0.9616289802979454,0.05863097167304077,0.0011566605870402074,9.999999999e-11,7.999360051195904e-05,0.008755297694920911,0.00989108148363979,0.09090909090909091,0.9615551183538117,0.0625130192059326,0.0008941996912763076,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.0029910269192422734,0.8762736786483498,0.01780564998823732,9.999999999e-11,0.0011786092410955074,0.0049751243781094535,0.0029910269192422734,0.8764744671109994,0.017805583866042033,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.0029910269192422734,0.8763579201787183,0.017805623539972688,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.876435009756449,0.017805643376268943,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.00886962571943676,0.8886975306345328,0.017811040740834522,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.00898454610501196,0.8886766190696102,0.0178109996621756,9.999999999e-11,0.0011087692661146129,0.0049751243781094535,0.008871590394379906,0.8886824285471672,0.01781094707869724
2600,10000000020592.0,79408,9999961580.0,81,1000,0,0.0,8,0,300,9999961504.0,80,1000,0,0.0,2,0,300,9999992367.0,78,1000,0,0.0,0,0,300,9999992337.0,84,1000,0,0.0,0,0,300,9999992311.0,78,1000,0,0.0,0,0,300,999988614.0,112,930,0,0,233,999988588.0,110,925,0,0,254,999988614.0,98,889,0,7,244,999988590.0,96,891,0,13,241,999992349.0,96,0,1000,0,0,999992324.0,97,0,1000,0,0,999992275.0,114,0,1000,0,0,2600,9.999999999e-11,7.940169487021374e-05,9.999999999e-11,8.099343953139796e-05,0.008713458266167476,0.04757124518996091,0.09090909090909091,0.9609957386523348,0.11273097957994889,0.0009570831143764273,9.999999999e-11,7.999360051195904e-05,0.008713133991888816,0.04757124482119694,0.09090909090909091,0.9610354771645094,0.11224312086381052,0.0011107648295095853,9.999999999e-11,7.799391647451498e-05,0.008713379654240613,0.00989108153905965,0.09090909090909091,0.9619581562854257,0.06036737036800817,0.001017962696012763,9.999999999e-11,8.399294459265421e-05,0.008713261736326946,0.009891081515308351,0.09090909090909091,0.9619202310052337,0.05863097167304077,0.0011087692661146129,9.999999999e-11,7.799391647451498e-05,0.008713507398615431,0.009891081483639791,0.09090909090909091,0.9618814501966193,0.0625130192059326,0.0008702420192012757,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.0029910269192422734,0.8759959668476183,0.017804905833446606,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.0029910269192422734,0.876172767210389,0.0178048611645963,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8760493795312054,0.01780489425287079,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8761096287674759,0.017804844620043177,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.008007364553325555,0.8888051301703572,0.01781103909772384,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.008137242066089798,0.888783325183517,0.017810999662163138,9.999999999e-11,0.001138701879856963,0.0049751243781094535,0.00802212507452234,0.8887905638429576,0.017810947078691897
2700,10000000021230.0,78770,9999961580.0,81,1000,0,0.0,20,0,300,9999961505.0,79,1000,0,0.0,20,0,300,9999992368.0,77,1000,0,0.0,0,0,300,9999992337.0,84,1000,0,0.0,0,0,300,9999992312.0,77,1000,0,0.0,0,0,300,999988150.0,116,912,0,6,230,999988150.0,112,908,0,0,242,999988205.0,100,887,0,2,262,999988167.0,98,894,0,7,231,999992353.0,92,0,1000,0,0,999992328.0,93,0,1000,0,0,999992281.0,108,0,1000,0,0,2700,9.999999999e-11,7.876379577580675e-05,9.999999999e-11,8.099343953139796e-05,0.00867037706144145,0.04757124518996091,0.09090909090909091,0.960568694541881,0.1142260818492648,0.0009261414668602206,9.999999999e-11,7.899375949300005e-05,0.008670170687170011,0.04757124482119695,0.09090909090909091,0.9606251393705906,0.11368428860560978,0.0010798327008503805,9.999999999e-11,7.699407145649784e-05,0.008670092068377338,0.00989108153905965,0.09090909090909091,0.9622405885707684,0.06036737036800817,0.000985028761641022,9.999999999e-11,8.399294459265421e-05,0.00867029844268151,0.009891081515308351,0.09090909090909091,0.9622242780605066,0.05863097167304077,0.0010688563237336052,9.999999999e-11,7.699407145649784e-05,0.008670485162216007,0.009891081483639791,0.09090909090909091,0.9621840332584869,0.0625130192059326,0.0008492781136034371,9.999999999e-11,0.0011586559590874585,0.0049751243781094535,0.0029910269192422734,0.8756789776969328,0.017804147817240913,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.0029910269192422734,0.8758823706570451,0.017804147817248032,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8757485109159829,0.017804210733716703,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8758220873897729,0.01780414450575927,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.007236254937758676,0.8889010920408479,0.017811039097730966,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.007312138785704501,0.8888863365140376,0.01781099966217026,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.007303269843759461,0.8888802333884182,0.017810947078702583
2800,10000000021873.0,78134,9999961580.0,81,1000,0,0.0,0,0,300,9999961505.0,79,1000,0,0.0,17,0,300,9999992368.0,77,1000,0,0.0,0,0,300,9999992338.0,83,1000,0,0.0,0,0,300,9999992312.0,77,1000,0,0.0,0,0,300,999987725.0,115,866,0,4,271,999987687.0,103,871,0,13,245,999987757.0,100,939,0,7,237,999987747.0,98,924,0,4,249,999992347.0,98,0,1000,0,0,999992326.0,95,0,1000,0,0,999992280.0,109,0,1000,0,0,2800,9.999999999e-11,7.81278955550087e-05,9.999999999e-11,8.099343953139796e-05,0.008626820358193243,0.04757124518996091,0.09090909090909091,0.9600473983487524,0.11567955620819059,0.0009051799070042541,9.999999999e-11,7.899375949300005e-05,0.00862697760949331,0.04757124482119695,0.09090909090909091,0.9601315081837462,0.11509900990099012,0.0010608733524996455,9.999999999e-11,7.699407145649784e-05,0.008626751560733777,0.00989108153905965,0.09090909090909091,0.9625029687478172,0.06036737036800817,0.0009620735231971611,9.999999999e-11,8.299311157173954e-05,0.008627056235124634,0.009891081515308353,0.09090909090909091,0.9624818966998516,0.05863097167304077,0.0010419132844443249,9.999999999e-11,7.699407145649784e-05,0.00862691864026163,0.009891081483639791,0.09090909090909091,0.9624589245903026,0.0625130192059326,0.0008223232279833696,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.0029910269192422734,0.8753407100095124,0.017803437218719145,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.875546981726456,0.017803367619525234,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8754552417412634,0.01780347864429455,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8755139169744762,0.01780344881809193,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.006550803998434324,0.888985415226369,0.01781103909772028,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.006634686926021104,0.8889697789194859,0.017810999662166697,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.006647514830752604,0.8889610824732643,0.017810947078700803
2900,10000000022474.0,77533,9999961580.0,81,1000,0,0.0,8,0,300,9999961506.0,78,1000,0,0.0,6,0,300,9999992369.0,76,1000,0,0.0,0,0,300,9999992339.0,82,1000,0,0.0,0,0,300,9999992312.0,77,1000,0,0.0,0,0,300,999987273.0,115,926,0,3,241,999987270.0,98,922,0,6,237,999987322.0,97,836,0,4,224,999987328.0,91,832,0,5,246,999992349.0,97,0,1000,0,0,999992321.0,100,0,1000,0,0,999992282.0,107,0,1000,0,0,2900,9.999999999e-11,7.752698909995411e-05,9.999999999e-11,8.099343953139796e-05,0.008586188881879042,0.04757124518996091,0.09090909090909091,0.9594678081285027,0.11699993046656933,0.0008812227615243354,9.999999999e-11,7.799391647451498e-05,0.008586120078780126,0.047571244821196956,0.09090909090909091,0.959643676609529,0.11644014505419444,0.001034927814783884,9.999999999e-11,7.599422443894264e-05,0.008586070933703626,0.009891081539059652,0.09090909090909091,0.9627300657056129,0.06036737036800817,0.0009321303224091922,9.999999999e-11,8.19932765513228e-05,0.008585982472553644,0.009891081515308353,0.09090909090909091,0.9627212250533451,0.05863097167304077,0.0010099789113206547,9.999999999e-11,7.699407145649784e-05,0.008585825208248035,0.009891081483639791,0.09090909090909091,0.9626831694855235,0.0625130192059326,0.0007983621086751685,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.0029910269192422734,0.8750348590558464,0.01780269620833561,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8752435045275061,0.01780265806383317,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8751385900435132,0.01780274264301198,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.0029910269192422734,0.8752074439369354,0.01780274264302266,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.005956309791727966,0.8890570880366799,0.01781103909772384,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.006033377399186935,0.8890422236635301,0.017810999662157795,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.006053136399328092,0.8890323010991326,0.017810947078704363
3000,10000000023063.0,76947,9999961581.0,80,1000,0,0.0,11,0,300,9999961507.0,77,1000,0,0.0,19,0,300,9999992369.0,76,1000,0,0.0,0,0,300,9999992340.0,81,1000,0,0.0,0,0,300,9999992312.0,77,1000,0,0.0,0,0,300,999986830.0,109,913,0,7,221,999986843.0,93,906,0,8,253,999986931.0,103,811,0,5,233,999986884.0,96,814,0,8,234,999992347.0,98,0,1000,0,0,999992316.0,105,0,1000,0,0,999992287.0,102,0,1000,0,0,3000,9.999999999e-11,7.694107961474688e-05,9.999999999e-11,7.999360051195904e-05,0.00854375521468805,0.04757124518996092,0.09090909090909091,0.958806183540345,0.1182789455347811,0.000860259316728297,9.999999999e-11,7.699407145649784e-05,0.00854362742655849,0.04757124482119696,0.09090909090909091,0.9590610785096705,0.11765138370143813,0.0009910169112240658,9.999999999e-11,7.599422443894264e-05,0.008543883002784672,0.009891081539059652,0.09090909090909091,0.9629447217056334,0.06036737036800817,0.0009051799070042541,9.999999999e-11,8.099343953139796e-05,0.00854396164159699,0.009891081515308354,0.09090909090909091,0.9629390076190446,0.05863097167304077,0.0009860267915567334,9.999999999e-11,7.699407145649784e-05,0.008543725725122615,0.009891081483639791,0.09090909090909091,0.9629054022464085,0.0625130192059326,0.0007684090934071699,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.0029910269192422734,0.8747122453569325,0.017801944629658926,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.0029910269192422734,0.8749182706963063,0.017801941310070044,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8748475542402074,0.01780210395693651,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8748917530633175,0.017802020977509523,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.005350221160378325,0.8891282414725442,0.01781103909772028,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0054778281227001666,0.8891077194697717,0.01781099966214889,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.005471893641186194,0.8891019661668114,0.01781094707871327
3100,10000000023629.0,76377,9999961583.0,78,1000,0,0.0,0,0,300,9999961508.0,76,1000,0,0.0,16,0,300,9999992369.0,76,1000,0,0.0,0,0,300,9999992341.0,80,1000,0,0.0,0,0,300,9999992313.0,76,1000,0,0.0,0,0,300,999986415.0,110,911,0,10,258,999986398.0,93,905,0,8,253,999986495.0,107,830,0,6,227,999986479.0,96,843,0,1,229,999992343.0,102,0,1000,0,0,999992321.0,100,0,1000,0,0,999992291.0,98,0,1000,0,0,3100,9.999999999e-11,7.637116699937809e-05,9.999999999e-11,7.799391647451498e-05,0.008502232168839696,0.04757124518996092,0.09090909090909091,0.9580090386168905,0.11945365098250288,0.0008323066885284557,9.999999999e-11,7.599422443894264e-05,0.008502458274387566,0.04757124482119696,0.09090909090909091,0.9583573162491554,0.11882206592985983,0.0009680619479724147,9.999999999e-11,7.599422443894264e-05,0.008502310814259346,0.009891081539059652,0.09090909090909091,0.9631285878389081,0.06036737036800817,0.0008702420192012757,9.999999999e-11,7.999360051195904e-05,0.008502350136964494,0.009891081515308356,0.09090909090909091,0.9631299070061324,0.05863097167304077,0.0009500964582681871,9.999999999e-11,7.599422443894264e-05,0.008502536919771347,0.009891081483639793,0.09090909090909091,0.9630969228339532,0.0625130192059326,0.0007464424075215814,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.0029910269192422734,0.8743712211836244,0.017801258869343556,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.0029910269192422734,0.8745822615708023,0.017801200730127746,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.0029910269192422734,0.8745249677006117,0.017801395066628926,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8745900796350496,0.01780134856257165,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.00485134967035701,0.8891871719284969,0.017811039097713158,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.004927598532069193,0.8891723881571647,0.017810999662157795,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0049513620225756635,0.8891624006704799,0.017810947078718612
3200,10000000024212.0,75790,9999961584.0,77,1000,0,0.0,1,0,300,9999961508.0,76,1000,0,0.0,11,0,300,9999992370.0,75,1000,0,0.0,0,0,300,9999992343.0,78,1000,0,0.0,0,0,300,9999992314.0,75,1000,0,0.0,0,0,300,999985982.0,103,906,0,5,231,999985921.0,102,905,0,9,226,999986081.0,98,848,0,7,236,999986051.0,100,843,0,3,244,999992342.0,103,0,1000,0,0,999992324.0,97,0,1000,0,0,999992282.0,108,0,1000,0,0,3200,9.999999999e-11,7.578425631121419e-05,9.999999999e-11,7.699407145649784e-05,0.008460243564007158,0.04757124518996093,0.09090909090909091,0.957085158306425,0.12063632346442776,0.0008063492761341597,9.999999999e-11,7.599422443894264e-05,0.008460381205140454,0.04757124482119696,0.09090909090909091,0.9574773837710595,0.11997217008003438,0.0009411134711102142,9.999999999e-11,7.499437542184335e-05,0.008459968281625926,0.009891081539059652,0.09090909090909091,0.9632998996099893,0.06036737036800817,0.0008542695994924339,9.999999999e-11,7.799391647451498e-05,0.008460076428293925,0.009891081515308358,0.09090909090909091,0.9633129106075147,0.05863097167304077,0.0009301340452039152,9.999999999e-11,7.499437542184335e-05,0.008460351710615108,0.009891081483639794,0.09090909090909091,0.9632859914029986,0.0625130192059326,0.0007264718549614431,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8740439609207464,0.017800532690631126,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8742435479858914,0.017800424627847016,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8741901286179351,0.01780069060529073,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8742490447301022,0.01780063741606937,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0044045144281697765,0.8892386080640347,0.017811039097711374,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.004449116896589143,0.8892274811708771,0.017810999662163138,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.004473894318930725,0.8892176797376752,0.017810947078702583
3300,10000000024773.0,75237,9999961584.0,77,1000,0,0.0,1,0,300,9999961508.0,76,1000,0,0.0,15,0,300,9999992371.0,74,1000,0,0.0,0,0,300,9999992344.0,77,1000,0,0.0,0,0,300,9999992315.0,74,1000,0,0.0,0,0,300,999985545.0,101,864,0,7,248,999985481.0,96,861,0,5,248,999985658.0,101,808,0,8,255,999985630.0,97,804,0,4,258,999992340.0,105,0,1000,0,0,999992326.0,95,0,1000,0,0,999992280.0,109,0,1000,0,0,3300,9.999999999e-11,7.523133981968599e-05,9.999999999e-11,7.699407145649784e-05,0.008419037989568806,0.04757124518996093,0.09090909090909091,0.9559531434813875,0.12173455908122828,0.0007913732323999393,9.999999999e-11,7.599422443894264e-05,0.008419008492583802,0.04757124482119696,0.09090909090909091,0.9564812659995345,0.12103582021446499,0.0009041817155474296,9.999999999e-11,7.399452440519402e-05,0.008418772516640593,0.009891081539059654,0.09090909090909091,0.9634593230331746,0.06036737036800817,0.00082831332825088,9.999999999e-11,7.699407145649784e-05,0.008418920001618261,0.00989108151530836,0.09090909090909091,0.9634828828675349,0.05863097167304077,0.0009051799070042541,9.999999999e-11,7.399452440519402e-05,0.008418634863955185,0.009891081483639794,0.09090909090909091,0.963451158080821,0.0625130192059326,0.0007084976751483198,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8736888404285669,0.017799809254729747,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8738727350947072,0.017799682801838176,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8738496398109584,0.017799993910707114,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8739084320086702,0.01779994068043237,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.0039880319201915536,0.8892856970191456,0.017811039097709595,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.004031679760330183,0.8892757788619664,0.017810999662168477,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.004110037873695259,0.8892599346388631,0.017810947078700803
