Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999300108,799892,799892,951710,0,0,1788,9999960919,801,801,1,28751,0,3000,2000,925,272,5943,1832,9961620,10038380,10038380,1000,500,300,9999960752,783,783,15,28907,0,3000,2000,985,258,6184,1615,9961435,10038565,10038565,1000,500,300,9999991576,804,804,1882,0,0,3000,2000,694,39217,4735,1644,9992280,10007720,10007720,1000,100,300,9999991583,823,823,1909,0,0,3000,2000,660,39130,4720,1697,9992306,10007694,10007694,1000,100,300,9999991658,801,801,2141,0,0,3000,2000,660,39130,4996,1424,9992359,10007641,10007641,1000,100,300,999995873,95,95,4,45638,95623,245,10000,995868,1004132,1004132,5000,3000,2000,999995943,104,104,1,45391,95678,269,10000,995947,1004053,1004053,5000,3000,2000,999995886,97,97,1,45671,95613,270,10000,995883,1004117,1004117,5000,3000,2000,999995965,100,100,2,45401,95717,248,10000,995965,1004035,1004035,5000,3000,2000,999993270,96,96,0,53757,92974,292,10000,993266,1006734,1006734,5000,1000,2000,999993240,92,92,0,53836,92966,266,10000,993232,1006768,1006768,5000,1000,2000,999993254,107,107,0,53889,93019,242,10000,993261,1006739,1006739,5000,1000,2000
1100,9999999266868,833132,833132,947030,0,0,2011,9999960882,838,838,0,27787,0,3000,2000,934,147,6867,1786,9961620,10038380,10038380,1000,500,300,9999960718,817,817,11,27984,0,3000,2000,948,135,7131,1571,9961435,10038565,10038565,1000,500,300,9999991564,816,816,2726,0,0,3000,2000,412,35614,5154,1601,9992280,10007720,10007720,1000,100,300,9999991560,846,846,2886,0,0,3000,2000,388,35493,5088,1645,9992306,10007694,10007694,1000,100,300,9999991621,838,838,3118,0,0,3000,2000,402,35567,5330,1386,9992359,10007641,10007641,1000,100,300,999995416,100,100,6,45226,95152,264,10000,995416,1004584,1004584,5000,3000,2000,999995470,105,105,0,44974,95195,280,10000,995475,1004525,1004525,5000,3000,2000,999995389,101,101,5,45253,95141,249,10000,995390,1004610,1004610,5000,3000,2000,999995504,107,107,2,44986,95233,278,10000,995511,1004489,1004489,5000,3000,2000,999992852,95,95,0,57078,92692,155,10000,992847,1007153,1007153,5000,1000,2000,999992876,88,88,4,57205,92698,166,10000,992864,1007136,1007136,5000,1000,2000,999992919,108,108,0,57194,92761,166,10000,992927,1007073,1007073,5000,1000,2000
1200,9999999239463,860537,860537,942391,0,0,2248,9999960847,873,873,0,26840,0,3000,2000,978,89,7811,1737,9961620,10038380,10038380,1000,500,300,9999960695,840,840,12,27032,0,3000,2000,964,67,8092,1522,9961435,10038565,10038565,1000,500,300,9999991531,849,849,3617,0,0,3000,2000,261,32397,5362,1550,9992280,10007720,10007720,1000,100,300,9999991527,879,879,3816,0,0,3000,2000,223,32147,5320,1603,9992306,10007694,10007694,1000,100,300,9999991602,857,857,4036,0,0,3000,2000,233,32343,5555,1340,9992359,10007641,10007641,1000,100,300,999994948,102,102,6,44812,94710,240,10000,994950,1005050,1005050,5000,3000,2000,999994996,101,101,8,44551,94742,255,10000,994997,1005003,1005003,5000,3000,2000,999994947,97,97,5,44821,94676,268,10000,994944,1005056,1005056,5000,3000,2000,999994991,105,105,0,44548,94760,236,10000,994996,1005004,1005004,5000,3000,2000,999992648,91,91,0,60144,92541,98,10000,992639,1007361,1007361,5000,1000,2000,999992640,92,92,0,60382,92529,103,10000,992632,1007368,1007368,5000,1000,2000,999992696,106,106,2,60251,92594,108,10000,992702,1007298,1007298,5000,1000,2000
1300,9999999215941,884059,884059,937658,0,0,2474,9999960844,876,876,9,25877,0,3000,2000,977,47,8737,1688,9961620,10038380,10038380,1000,500,300,9999960668,867,867,1,26096,0,3000,2000,947,31,9018,1479,9961435,10038565,10038565,1000,500,300,9999991510,870,870,4577,0,0,3000,2000,158,29428,5498,1509,9992280,10007720,10007720,1000,100,300,9999991520,886,886,4753,0,0,3000,2000,142,29185,5448,1554,9992306,10007694,10007694,1000,100,300,9999991575,884,884,4975,0,0,3000,2000,145,29373,5696,1296,9992359,10007641,10007641,1000,100,300,999994479,107,107,0,44352,94230,256,10000,994486,1005514,1005514,5000,3000,2000,999994530,105,105,3,44078,94247,288,10000,994535,1005465,1005465,5000,3000,2000,999994478,95,95,1,44356,94194,279,10000,994473,1005527,1005527,5000,3000,2000,999994541,100,100,0,44092,94285,256,10000,994541,1005459,1005459,5000,3000,2000,999992512,91,91,0,63010,92438,65,10000,992503,1007497,1007497,5000,1000,2000,999992505,99,99,1,63264,92449,55,10000,992504,1007496,1007496,5000,1000,2000,999992553,108,108,0,63131,92504,57,10000,992561,1007439,1007439,5000,1000,2000
1400,9999999196308,903692,903692,932972,0,0,2710,9999960823,897,897,0,24905,0,3000,2000,970,27,9716,1636,9961620,10038380,10038380,1000,500,300,9999960653,882,882,10,25178,0,3000,2000,933,19,9948,1427,9961435,10038565,10038565,1000,500,300,9999991473,907,907,5517,0,0,3000,2000,98,26644,5589,1470,9992280,10007720,10007720,1000,100,300,9999991471,935,935,5628,0,0,3000,2000,93,26456,5532,1505,9992306,10007694,10007694,1000,100,300,9999991561,898,898,5956,0,0,3000,2000,97,26597,5775,1252,9992359,10007641,10007641,1000,100,300,999993992,104,104,1,43872,93741,255,10000,993996,1006004,1006004,5000,3000,2000,999994044,102,102,8,43605,93763,283,10000,994046,1005954,1005954,5000,3000,2000,999994000,97,97,4,43908,93738,259,10000,993997,1006003,1006003,5000,3000,2000,999994088,99,99,4,43627,93816,271,10000,994087,1005913,1005913,5000,3000,2000,999992431,81,81,0,65734,92378,34,10000,992412,1007588,1007588,5000,1000,2000,999992412,108,108,0,65943,92399,21,10000,992420,1007580,1007580,5000,1000,2000,999992470,112,112,0,65859,92456,26,10000,992482,1007518,1007518,5000,1000,2000
1500,9999999180088,919912,919912,928261,0,0,2924,9999960810,910,910,10,24003,0,3000,2000,935,13,10685,1587,9961620,10038380,10038380,1000,500,300,9999960594,941,941,0,24223,0,3000,2000,921,11,10926,1389,9961435,10038565,10038565,1000,500,300,9999991477,903,903,6505,0,0,3000,2000,58,24179,5641,1426,9992280,10007720,10007720,1000,100,300,9999991476,930,930,6613,0,0,3000,2000,60,23984,5564,1460,9992306,10007694,10007694,1000,100,300,9999991529,930,930,6837,0,0,3000,2000,50,24091,5825,1214,9992359,10007641,10007641,1000,100,300,999993512,103,103,8,43426,93287,228,10000,993515,1006485,1006485,5000,3000,2000,999993550,108,108,9,43136,93288,270,10000,993558,1006442,1006442,5000,3000,2000,999993525,93,93,8,43419,93244,274,10000,993518,1006482,1006482,5000,3000,2000,999993589,99,99,1,43158,93344,244,10000,993588,1006412,1006412,5000,3000,2000,999992378,82,82,0,68159,92338,22,10000,992360,1007640,1007640,5000,1000,2000,999992373,115,115,0,68382,92366,22,10000,992388,1007612,1007612,5000,1000,2000,999992425,107,107,0,68318,92409,23,10000,992432,1007568,1007568,5000,1000,2000
1600,9999999166572,933428,933428,923698,0,0,3135,9999960777,943,943,7,23102,0,3000,2000,915,8,11569,1527,9961620,10038380,10038380,1000,500,300,9999960598,937,937,0,23302,0,3000,2000,921,6,11884,1350,9961435,10038565,10038565,1000,500,300,9999991447,933,933,7441,0,0,3000,2000,29,21892,5675,1387,9992280,10007720,10007720,1000,100,300,9999991471,935,935,7498,0,0,3000,2000,35,21776,5598,1425,9992306,10007694,10007694,1000,100,300,9999991531,928,928,7760,0,0,3000,2000,25,21849,5854,1176,9992359,10007641,10007641,1000,100,300,999993090,94,94,2,42949,92807,277,10000,993084,1006916,1006916,5000,3000,2000,999993099,106,106,1,42683,92833,272,10000,993105,1006895,1006895,5000,3000,2000,999993043,97,97,1,42976,92799,241,10000,993040,1006960,1006960,5000,3000,2000,999993115,93,93,1,42678,92861,247,10000,993108,1006892,1006892,5000,3000,2000,999992345,81,81,0,70417,92309,17,10000,992326,1007674,1007674,5000,1000,2000,999992339,115,115,0,70565,92341,13,10000,992354,1007646,1007646,5000,1000,2000,999992400,103,103,0,70535,92384,19,10000,992403,1007597,1007597,5000,1000,2000
1700,9999999155317,944683,944683,919095,0,0,3340,9999960741,979,979,5,22181,0,3000,2000,883,4,12538,1473,9961620,10038380,10038380,1000,500,300,9999960575,960,960,10,22365,0,3000,2000,959,3,12775,1310,9961435,10038565,10038565,1000,500,300,9999991441,939,939,8350,0,0,3000,2000,19,19860,5685,1343,9992280,10007720,10007720,1000,100,300,9999991453,953,953,8432,0,0,3000,2000,21,19794,5615,1387,9992306,10007694,10007694,1000,100,300,9999991508,951,951,8654,0,0,3000,2000,12,19810,5879,1147,9992359,10007641,10007641,1000,100,300,999992600,105,105,2,42461,92317,288,10000,992605,1007395,1007395,5000,3000,2000,999992607,108,108,6,42227,92375,240,10000,992615,1007385,1007385,5000,3000,2000,999992592,98,98,0,42499,92321,269,10000,992590,1007410,1007410,5000,3000,2000,999992669,98,98,2,42259,92440,227,10000,992667,1007333,1007333,5000,3000,2000,999992328,88,88,0,72439,92299,17,10000,992316,1007684,1007684,5000,1000,2000,999992315,122,122,1,72534,92328,9,10000,992337,1007663,1007663,5000,1000,2000,999992382,96,96,0,72561,92371,7,10000,992378,1007622,1007622,5000,1000,2000
1800,9999999145319,954681,954681,914529,0,0,3557,9999960736,984,984,8,21230,0,3000,2000,921,3,13467,1415,9961620,10038380,10038380,1000,500,300,9999960579,956,956,0,21490,0,3000,2000,927,2,13691,1270,9961435,10038565,10038565,1000,500,300,9999991444,936,936,9255,0,0,3000,2000,16,18083,5696,1309,9992280,10007720,10007720,1000,100,300,9999991431,975,975,9357,0,0,3000,2000,11,17939,5630,1332,9992306,10007694,10007694,1000,100,300,9999991503,956,956,9571,0,0,3000,2000,6,17933,5891,1117,9992359,10007641,10007641,1000,100,300,999992124,108,108,1,42029,91884,248,10000,992132,1007868,1007868,5000,3000,2000,999992158,101,101,6,41746,91894,265,10000,992159,1007841,1007841,5000,3000,2000,999992129,100,100,7,42070,91892,237,10000,992129,1007871,1007871,5000,3000,2000,999992212,100,100,1,41788,91968,244,10000,992212,1007788,1007788,5000,3000,2000,999992323,82,82,0,74213,92296,9,10000,992305,1007695,1007695,5000,1000,2000,999992308,114,114,0,74378,92317,5,10000,992322,1007678,1007678,5000,1000,2000,999992368,98,98,0,74432,92365,1,10000,992366,1007634,1007634,5000,1000,2000
1900,9999999137129,962871,962871,910091,0,0,3739,9999960743,977,977,0,20378,0,3000,2000,864,0,14368,1383,9961620,10038380,10038380,1000,500,300,9999960553,982,982,0,20566,0,3000,2000,982,0,14561,1229,9961435,10038565,10038565,1000,500,300,9999991439,941,941,10134,0,0,3000,2000,8,16334,5707,1266,9992280,10007720,10007720,1000,100,300,9999991422,984,984,10281,0,0,3000,2000,9,16243,5634,1296,9992306,10007694,10007694,1000,100,300,9999991477,982,982,10438,0,0,3000,2000,5,16242,5893,1087,9992359,10007641,10007641,1000,100,300,999991659,110,110,2,41549,91404,265,10000,991669,1008331,1008331,5000,3000,2000,999991718,103,103,4,41319,91464,257,10000,991721,1008279,1008279,5000,3000,2000,999991734,96,96,2,41675,91497,233,10000,991730,1008270,1008270,5000,3000,2000,999991743,98,98,0,41310,91488,253,10000,991741,1008259,1008259,5000,3000,2000,999992312,82,82,0,75954,92288,6,10000,992294,1007706,1007706,5000,1000,2000,999992309,109,109,0,76072,92315,3,10000,992318,1007682,1007682,5000,1000,2000,999992367,97,97,0,76122,92364,0,10000,992364,1007636,1007636,5000,1000,2000
2000,9999999130072,969928,969928,905690,0,0,3921,9999960747,973,973,10,19475,0,3000,2000,885,0,15284,1352,9961620,10038380,10038380,1000,500,300,9999960537,998,998,11,19749,0,3000,2000,853,0,15488,1189,9961435,10038565,10038565,1000,500,300,9999991446,934,934,11037,0,0,3000,2000,8,14873,5712,1227,9992280,10007720,10007720,1000,100,300,9999991377,1029,1029,11143,0,0,3000,2000,8,14764,5637,1260,9992306,10007694,10007694,1000,100,300,9999991481,978,978,11333,0,0,3000,2000,3,14742,5894,1051,9992359,10007641,10007641,1000,100,300,999991217,104,104,2,41125,90980,241,10000,991221,1008779,1008779,5000,3000,2000,999991249,104,104,0,40857,91002,251,10000,991253,1008747,1008747,5000,3000,2000,999991249,99,99,0,41163,90985,263,10000,991248,1008752,1008752,5000,3000,2000,999991302,94,94,1,40875,91053,243,10000,991296,1008704,1008704,5000,3000,2000,999992316,73,73,0,77415,92288,1,10000,992289,1007711,1007711,5000,1000,2000,999992309,106,106,0,77550,92314,1,10000,992315,1007685,1007685,5000,1000,2000,999992370,93,93,0,77620,92362,1,10000,992363,1007637,1007637,5000,1000,2000
2100,9999999124376,975624,975624,901200,0,0,4086,9999960735,985,985,10,18592,0,3000,2000,918,0,16142,1312,9961620,10038380,10038380,1000,500,300,9999960527,1008,1008,1,18793,0,3000,2000,960,0,16339,1159,9961435,10038565,10038565,1000,500,300,9999991452,928,928,11929,0,0,3000,2000,2,13511,5718,1193,9992280,10007720,10007720,1000,100,300,9999991379,1027,1027,12034,0,0,3000,2000,3,13380,5640,1224,9992306,10007694,10007694,1000,100,300,9999991495,964,964,12211,0,0,3000,2000,2,13376,5895,1026,9992359,10007641,10007641,1000,100,300,999990783,108,108,3,40691,90546,245,10000,990791,1009209,1009209,5000,3000,2000,999990828,97,97,0,40442,90587,238,10000,990825,1009175,1009175,5000,3000,2000,999990821,97,97,1,40746,90568,250,10000,990818,1009182,1009182,5000,3000,2000,999990882,93,93,1,40444,90622,253,10000,990875,1009125,1009125,5000,3000,2000,999992306,77,77,0,78771,92282,1,10000,992283,1007717,1007717,5000,1000,2000,999992307,105,105,0,78929,92309,3,10000,992312,1007688,1007688,5000,1000,2000,999992368,94,94,0,78985,92361,1,10000,992362,1007638,1007638,5000,1000,2000
2200,9999999120150,979850,979850,896771,0,0,4284,9999960749,971,971,0,17669,0,3000,2000,925,0,17000,1268,9961620,10038380,10038380,1000,500,300,9999960526,1009,1009,0,17927,0,3000,2000,898,0,17230,1124,9961435,10038565,10038565,1000,500,300,9999991434,946,946,12838,0,0,3000,2000,1,12252,5720,1152,9992280,10007720,10007720,1000,100,300,9999991395,1011,1011,12919,0,0,3000,2000,3,12170,5642,1185,9992306,10007694,10007694,1000,100,300,9999991481,978,978,13068,0,0,3000,2000,2,12150,5896,987,9992359,10007641,10007641,1000,100,300,999990368,109,109,3,40249,90104,273,10000,990377,1009623,1009623,5000,3000,2000,999990381,100,100,2,39970,90115,266,10000,990381,1009619,1009619,5000,3000,2000,999990387,103,103,6,40313,90135,255,10000,990390,1009610,1009610,5000,3000,2000,999990411,101,101,2,39955,90133,279,10000,990412,1009588,1009588,5000,3000,2000,999992297,84,84,0,80029,92281,0,10000,992281,1007719,1007719,5000,1000,2000,999992311,99,99,0,80139,92309,1,10000,992310,1007690,1007690,5000,1000,2000,999992374,87,87,0,80211,92361,0,10000,992361,1007639,1007639,5000,1000,2000
2300,9999999116616,983384,983384,892378,0,0,4460,9999960750,970,970,0,16816,0,3000,2000,893,0,17907,1222,9961620,10038380,10038380,1000,500,300,9999960544,991,991,2,17052,0,3000,2000,862,0,18147,1095,9961435,10038565,10038565,1000,500,300,9999991439,941,941,13679,0,0,3000,2000,1,11061,5720,1115,9992280,10007720,10007720,1000,100,300,9999991410,996,996,13871,0,0,3000,2000,3,11066,5643,1139,9992306,10007694,10007694,1000,100,300,9999991485,974,974,13938,0,0,3000,2000,2,10998,5896,969,9992359,10007641,10007641,1000,100,300,999989909,108,108,3,39795,89650,267,10000,989917,1010083,1010083,5000,3000,2000,999989933,101,101,5,39542,89687,247,10000,989934,1010066,1010066,5000,3000,2000,999989939,102,102,0,39849,89671,270,10000,989941,1010059,1010059,5000,3000,2000,999989950,94,94,1,39501,89679,265,10000,989944,1010056,1010056,5000,3000,2000,999992293,88,88,0,81220,92281,0,10000,992281,1007719,1007719,5000,1000,2000,999992312,97,97,0,81243,92309,0,10000,992309,1007691,1007691,5000,1000,2000,999992368,93,93,0,81363,92361,0,10000,992361,1007639,1007639,5000,1000,2000
2400,9999999114435,985565,985565,888125,0,0,4618,9999960770,950,950,1,15941,0,3000,2000,899,0,18826,1195,9961620,10038380,10038380,1000,500,300,9999960554,981,981,10,16212,0,3000,2000,875,0,19051,1059,9961435,10038565,10038565,1000,500,300,9999991443,937,937,14475,0,0,3000,2000,1,10053,5720,1081,9992280,10007720,10007720,1000,100,300,9999991423,983,983,14717,0,0,3000,2000,1,10017,5645,1108,9992306,10007694,10007694,1000,100,300,9999991474,985,985,14825,0,0,3000,2000,0,9979,5897,939,9992359,10007641,10007641,1000,100,300,999989451,108,108,0,39363,89218,241,10000,989459,1010541,1010541,5000,3000,2000,999989474,99,99,0,39097,89242,231,10000,989473,1010527,1010527,5000,3000,2000,999989482,101,101,1,39449,89271,212,10000,989483,1010517,1010517,5000,3000,2000,999989500,98,98,8,39082,89260,238,10000,989498,1010502,1010502,5000,3000,2000,999992292,89,89,0,82228,92281,0,10000,992281,1007719,1007719,5000,1000,2000,999992305,102,102,0,82290,92307,0,10000,992307,1007693,1007693,5000,1000,2000,999992372,88,88,0,82380,92359,1,10000,992360,1007640,1007640,5000,1000,2000
2500,9999999112334,987666,987666,883763,0,0,4783,9999960791,929,929,11,15061,0,3000,2000,874,0,19701,1171,9961620,10038380,10038380,1000,500,300,9999960523,1012,1012,14,15407,0,3000,2000,852,0,19875,1027,9961435,10038565,10038565,1000,500,300,9999991405,975,975,15363,0,0,3000,2000,1,9119,5720,1042,9992280,10007720,10007720,1000,100,300,9999991438,968,968,15586,0,0,3000,2000,1,9068,5645,1069,9992306,10007694,10007694,1000,100,300,9999991465,994,994,15731,0,0,3000,2000,0,9032,5897,908,9992359,10007641,10007641,1000,100,300,999989004,114,114,2,38907,88762,256,10000,989018,1010982,1010982,5000,3000,2000,999989035,104,104,0,38650,88795,244,10000,989039,1010961,1010961,5000,3000,2000,999989093,102,102,1,39044,88866,229,10000,989095,1010905,1010905,5000,3000,2000,999989059,103,103,0,38651,88829,233,10000,989062,1010938,1010938,5000,3000,2000,999992293,88,88,0,83162,92281,0,10000,992281,1007719,1007719,5000,1000,2000,999992311,96,96,0,83239,92307,0,10000,992307,1007693,1007693,5000,1000,2000,999992370,90,90,0,83327,92359,1,10000,992360,1007640,1007640,5000,1000,2000
2600,9999999110487,989513,989513,879414,0,0,4950,9999960780,940,940,0,14197,0,3000,2000,838,0,20629,1132,9961620,10038380,10038380,1000,500,300,9999960525,1010,1010,6,14558,0,3000,2000,843,0,20754,983,9961435,10038565,10038565,1000,500,300,9999991386,994,994,16326,0,0,3000,2000,1,8269,5720,1013,9992280,10007720,10007720,1000,100,300,9999991448,958,958,16426,0,0,3000,2000,1,8202,5645,1037,9992306,10007694,10007694,1000,100,300,9999991482,977,977,16583,0,0,3000,2000,0,8178,5898,885,9992359,10007641,10007641,1000,100,300,999988546,115,115,1,38475,88330,231,10000,988561,1011439,1011439,5000,3000,2000,999988572,96,96,1,38182,88327,241,10000,988568,1011432,1011432,5000,3000,2000,999988649,108,108,1,38617,88439,218,10000,988657,1011343,1011343,5000,3000,2000,999988625,96,96,0,38220,88398,223,10000,988621,1011379,1011379,5000,3000,2000,999992292,89,89,0,84012,92281,0,10000,992281,1007719,1007719,5000,1000,2000,999992311,96,96,0,84105,92307,0,10000,992307,1007693,1007693,5000,1000,2000,999992364,95,95,0,84181,92359,0,10000,992359,1007641,1007641,5000,1000,2000
2700,9999999107781,992219,992219,875076,0,0,5102,9999960763,957,957,0,13398,0,3000,2000,818,0,21426,1086,9961620,10038380,10038380,1000,500,300,9999960516,1019,1019,6,13703,0,3000,2000,886,0,21573,952,9961435,10038565,10038565,1000,500,300,9999991412,968,968,17202,0,0,3000,2000,0,7475,5721,984,9992280,10007720,10007720,1000,100,300,9999991436,970,970,17339,0,0,3000,2000,0,7442,5645,1011,9992306,10007694,10007694,1000,100,300,9999991494,965,965,17478,0,0,3000,2000,0,7443,5898,865,9992359,10007641,10007641,1000,100,300,999988163,114,114,1,38059,87914,263,10000,988177,1011823,1011823,5000,3000,2000,999988158,97,97,4,37782,87927,228,10000,988155,1011845,1011845,5000,3000,2000,999988237,113,113,7,38224,88046,204,10000,988250,1011750,1011750,5000,3000,2000,999988219,90,90,7,37814,87992,217,10000,988209,1011791,1011791,5000,3000,2000,999992288,92,92,0,84805,92280,0,10000,992280,1007720,1007720,5000,1000,2000,999992313,94,94,0,84864,92306,1,10000,992307,1007693,1007693,5000,1000,2000,999992369,90,90,0,84916,92359,0,10000,992359,1007641,1007641,5000,1000,2000
2800,9999999106182,993818,993818,870735,0,0,5242,9999960750,970,970,0,12552,0,3000,2000,852,0,22249,1060,9961620,10038380,10038380,1000,500,300,9999960508,1027,1027,6,12846,0,3000,2000,876,0,22388,919,9961435,10038565,10038565,1000,500,300,9999991397,983,983,18063,0,0,3000,2000,0,6744,5721,960,9992280,10007720,10007720,1000,100,300,9999991441,965,965,18277,0,0,3000,2000,0,6670,5646,974,9992306,10007694,10007694,1000,100,300,9999991500,959,959,18317,0,0,3000,2000,0,6727,5898,845,9992359,10007641,10007641,1000,100,300,999987743,106,106,4,37648,87503,246,10000,987749,1012251,1012251,5000,3000,2000,999987766,94,94,5,37385,87530,230,10000,987760,1012240,1012240,5000,3000,2000,999987828,112,112,2,37777,87599,241,10000,987840,1012160,1012160,5000,3000,2000,999987817,87,87,5,37387,87565,239,10000,987804,1012196,1012196,5000,3000,2000,999992294,86,86,0,85536,92280,0,10000,992280,1007720,1007720,5000,1000,2000,999992313,93,93,0,85636,92306,0,10000,992306,1007694,1007694,5000,1000,2000,999992365,94,94,0,85632,92359,0,10000,992359,1007641,1007641,5000,1000,2000
2900,9999999105453,994547,994547,866425,0,0,5396,9999960746,974,974,10,11652,0,3000,2000,891,0,23129,1023,9961620,10038380,10038380,1000,500,300,9999960519,1016,1016,13,11992,0,3000,2000,872,0,23252,883,9961435,10038565,10038565,1000,500,300,9999991382,998,998,18932,0,0,3000,2000,0,6093,5721,928,9992280,10007720,10007720,1000,100,300,9999991443,963,963,19112,0,0,3000,2000,0,6043,5646,948,9992306,10007694,10007694,1000,100,300,9999991483,976,976,19152,0,0,3000,2000,0,6110,5898,822,9992359,10007641,10007641,1000,100,300,999987295,104,104,3,37208,87063,236,10000,987299,1012701,1012701,5000,3000,2000,999987330,100,100,0,36958,87103,227,10000,987330,1012670,1012670,5000,3000,2000,999987385,115,115,1,37330,87152,248,10000,987400,1012600,1012600,5000,3000,2000,999987385,95,95,2,36972,87150,230,10000,987380,1012620,1012620,5000,3000,2000,999992288,92,92,0,86187,92280,0,10000,992280,1007720,1007720,5000,1000,2000,999992318,88,88,0,86263,92306,0,10000,992306,1007694,1007694,5000,1000,2000,999992368,91,91,0,86249,92359,0,10000,992359,1007641,1007641,5000,1000,2000
