Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1
0,10000000000000.0,100990,10000000000.0,100,1000,500,10000.0,0,0,0,10000000000.0,101,1000,500,8260.0,8,0,0,10000000000.0,102,1000,100,7521.0,0,0,0,9999999905.0,100,1000,100,9072.0,6,0,0,10000000000.0,103,1000,100,6836.0,9,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,3000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,1000000000.0,100,0,1000,0,0,0,9.999999999e-11,0.00010097980204979099,9.999999999e-11,9.999000099990002e-05,0.009900705813073946,0.9075675584160786,0.09090909090909091,0.06331022007838409,0.014153245485602733,0.0002999100269919024,9.999999999e-11,0.00010098980003019696,0.009900931281243443,0.9081818181827264,0.09090909090909091,0.7930592756492373,0.0,0.0002999100269919024,9.999999999e-11,0.00010198959706109977,0.00990085285754396,0.9076478231855231,0.09090909090909091,0.0,0.01068476056777414,0.0002999100269919024,9.999999999e-11,9.999000099990002e-05,0.009900990099009901,0.9078054333348496,0.09090909090909091,0.47146401985111663,0.01251695646812184,0.0002999100269919024,9.999999999e-11,0.00010298939209261447,0.009900637192306327,0.9077262793405206,0.09090909090909091,0.46890588626538077,0.0,0.0002999100269919024,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09069168355706865,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.187429669332729,0.01782352958999822,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09066770451792659,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.07431935854135871,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.09090909090909091,0.0,0.01782352959
100,9999999902328.0,197715,9999962706.0,200,1000,500,0.0,0,69,66,9999962621.0,212,1000,500,0.0,11,78,83,9999992445.0,196,1000,100,0.0,14,47,32,9999992477.0,220,1000,100,0.0,0,45,35,9999992486.0,202,1000,100,0.0,11,54,40,999999919.0,103,611,3000,7,116,999999941.0,102,607,3000,4,90,999999911.0,102,608,3000,2,85,999999926.0,101,598,3000,3,101,999999927.0,95,796,1000,6,133,999999918.0,102,786,1000,0,134,999999909.0,96,757,1000,11,119,100,9.999999999e-11,0.00019767591650616796,9.999999999e-11,0.00019996000799840034,0.009852678752484082,0.2594372941735527,0.09090909090909091,0.965078767627952,0.029785370127025843,0.0002999100269919024,9.999999999e-11,0.00021195506552610844,0.009852904242527818,0.25169206107492265,0.09090909090909091,0.9650847637774354,0.0264338802412004,0.0002999100269919024,9.999999999e-11,0.00019596159152806048,0.009853031693376672,0.24406896331365352,0.09090909090909091,0.9529672494459492,0.027406417112299467,0.0002999100269919024,9.999999999e-11,0.00021995161064565795,0.009852796399476237,0.2610224114759797,0.09090909090909091,0.9529446581828944,0.027928077915591445,0.0002999100269919024,9.999999999e-11,0.00020195920424074336,0.00985312973246885,0.2531991411434151,0.09090909090909091,0.952942395256254,0.024253040530918,0.0002999100269919024,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.05410876235806902,0.8598532501536417,0.017823404816416158,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.053961112125475025,0.8598950563590393,0.01782344046779436,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.053975431741962336,0.8596345838415789,0.017823388610775377,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.05411323588807889,0.8597901554984148,0.0178234129191305,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.08358191173977392,0.8061967298454744,0.01782340319587942,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.08364909258351393,0.805396832974292,0.017823409678053247,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.08361634315268968,0.8064306427614162,0.01782337726666095
200,9999999808128.0,291946,9999961442.0,278,1000,0,0.0,18,208,300,9999961226.0,309,1000,0,0.0,1,233,300,9999992098.0,283,1000,0,0.0,18,156,300,9999992097.0,309,1000,0,0.0,8,148,288,9999992163.0,296,1000,0,0.0,1,173,284,999999625.0,99,863,3000,11,195,999999700.0,102,858,3000,11,192,999999648.0,112,851,3000,2,180,999999663.0,100,855,3000,8,189,999999550.0,92,1230,1000,11,299,999999572.0,89,1261,1000,0,260,999999544.0,97,1211,1000,7,258,200,9.999999999e-11,0.00029186079240909934,9.999999999e-11,0.0002779227374789808,0.009805735371533363,0.047571245472515525,0.09090909090909091,0.9650945768859122,0.025135869565217395,0.0004607875769270366,9.999999999e-11,0.0003089045484945152,0.009805441226041475,0.04757124458652492,0.09090909090909091,0.9651092688294901,0.02202840695420753,0.0004438029514895386,9.999999999e-11,0.00028291993365877455,0.009805823615146855,0.009891081474732766,0.09090909090909091,0.9511880193791178,0.024179989171012512,0.0002999100269919024,9.999999999e-11,0.0003089045484945152,0.009805509860005213,0.009891081500463514,0.09090909090909091,0.9511624950952489,0.024895089032550756,0.0002999100269919024,9.999999999e-11,0.0002959124099266617,0.00980561771335758,0.009891081552914302,0.09090909090909091,0.9510969073537734,0.021207889684063543,0.0002999100269919024,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.031216153114349433,0.8739719945660905,0.017822921761792624,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.03113355436406513,0.8738745012628018,0.017823044981799513,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.030984277719906007,0.8739996636317798,0.01782297526729076,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.031075351332077606,0.873820241384446,0.017822984995239516,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.07670290607760312,0.8476540818035718,0.017822801768059286,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.07692875736149316,0.8472121337548436,0.01782282284921645,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.07686570057585118,0.8473808564598153,0.01782278717311658
300,9999999719844.0,381173,9999961354.0,366,1000,0,0.0,0,389,300,9999961140.0,396,1000,0,0.0,6,429,300,9999992000.0,381,1000,0,0.0,13,286,300,9999992021.0,386,1000,0,0.0,20,280,300,9999992105.0,354,1000,0,0.0,19,314,300,999999208.0,102,916,3000,7,255,999999319.0,102,921,3000,2,262,999999255.0,112,932,3000,5,243,999999265.0,101,934,3000,1,245,999998981.0,94,1577,1000,14,365,999998988.0,90,1576,1000,2,390,999998991.0,96,1530,1000,13,396,300,9.999999999e-11,0.0003810277625046828,9.999999999e-11,0.0003658660930099583,0.00975677735087182,0.04757124547251511,0.09090909090909091,0.9650219547776008,0.01728361865495504,0.001062869107269865,9.999999999e-11,0.00039584324607455445,0.0097569832729734,0.04757124458652451,0.09090909090909091,0.9650373103043516,0.014181152790484906,0.0010139708196180877,9.999999999e-11,0.0003808548942852773,0.009757110748517173,0.00989108147473267,0.09090909090909091,0.9478418339933533,0.01865008880994672,0.0007174848458806577,9.999999999e-11,0.00038585106149026475,0.009756845991581864,0.009891081500463438,0.09090909090909091,0.947635101170888,0.019343528094522527,0.0007154877107990678,9.999999999e-11,0.00035387472834616545,0.009756924438095975,0.009891081552914243,0.09090909090909091,0.947635101170888,0.015618391637967497,0.0006875269814367715,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.017432708879067584,0.8781921894523638,0.017822248615128034,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.01748290911520406,0.878086798203203,0.017822428711372847,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.017430777998309978,0.8781959314268883,0.017822347591422122,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.01748870112006288,0.8780710575171098,0.017822339479042566,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.07037018788748134,0.8624606046411116,0.01782186721025654,9.999999999e-11,0.00089919072834449,0.0049751243781094535,0.0706699726033508,0.8617530843964663,0.01782188344358342,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.07057496091767711,0.8620295710480869,0.017821886690199094
400,9999999637814.0,462388,9999961263.0,458,1000,0,0.0,0,519,300,9999961051.0,484,1000,0,0.0,9,383,300,9999991906.0,474,1000,0,0.0,13,462,300,9999991941.0,465,1000,0,0.0,0,498,300,9999992023.0,438,1000,0,0.0,19,525,300,999998739.0,103,887,3000,2,244,999998831.0,105,890,3000,12,263,999998826.0,108,986,3000,0,262,999998828.0,99,984,3000,0,270,999998255.0,93,1709,1000,11,480,999998217.0,87,1717,1000,3,458,999998238.0,98,1692,1000,21,479,400,9.999999999e-11,0.000462174296151551,9.999999999e-11,0.0004577903320279312,0.009709393378772423,0.04757124547251467,0.09090909090909091,0.9649494324237531,0.010816033913097689,0.0016602390225055733,9.999999999e-11,0.0004837658573250547,0.009709295311214155,0.047571244586524085,0.09090909090909091,0.9649624256596936,0.01164232784547174,0.0015166961385655188,9.999999999e-11,0.00047377543044596854,0.009709442412544272,0.009891081474732577,0.09090909090909091,0.9428322331548138,0.01113599601841483,0.0012314815832079045,9.999999999e-11,0.00046478387549789355,0.009709187436877625,0.009891081500463358,0.09090909090909091,0.9424216336658734,0.011555762370094617,0.0012524294534653542,9.999999999e-11,0.000437808239990884,0.0097095600935769,0.009891081552914162,0.09090909090909091,0.9424150070493285,0.00864384817167599,0.0011726233401986067,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.00979216527757011,0.879847021062221,0.01782148889028035,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.009763729625888737,0.8797185147253958,0.017821649655269924,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.009720582759631457,0.8798934741028401,0.017821644784023725,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.009750982079463523,0.879710069082669,0.01782163179393414,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.06456468114284003,0.8697129852057822,0.017820697634475392,9.999999999e-11,0.0008692437579306005,0.0049751243781094535,0.06475365143555639,0.8693915416768057,0.017820614731373124,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.06475452612047083,0.8694297843030266,0.017820676503033407
500,9999999563157.0,537141,9999961180.0,541,1000,0,0.0,9,128,300,9999960996.0,539,1000,0,0.0,4,76,300,9999991814.0,567,1000,0,0.0,11,264,300,9999991870.0,536,1000,0,0.0,11,265,300,9999991952.0,507,1000,0,0.0,12,168,300,999998313.0,107,975,3000,2,263,999998350.0,115,981,3000,8,261,999998366.0,110,977,3000,10,284,999998357.0,102,973,3000,6,279,999997405.0,89,1756,1000,14,498,999997350.0,90,1735,1000,0,522,999997357.0,101,1757,1000,1,484,500,9.999999999e-11,0.0005368526344390848,9.999999999e-11,0.0005407074772548052,0.009663024870797916,0.047571245472514276,0.09090909090909091,0.9648674829473104,0.017870428235574203,0.0019840556972738196,9.999999999e-11,0.000538709635506462,0.00966256390994093,0.04757124458652382,0.09090909090909091,0.9648834450526678,0.02013363812203271,0.0017708584970262755,9.999999999e-11,0.0005666786931809664,0.009662907178705013,0.009891081474732485,0.09090909090909091,0.9351580319322256,0.0132689062739684,0.0016413017000051916,9.999999999e-11,0.0005357128579081612,0.009662809101939557,0.00989108150046329,0.09090909090909091,0.934325432186776,0.013452227737942024,0.0016971149046620744,9.999999999e-11,0.0005067430812578023,0.00966270121747512,0.009891081552914092,0.09090909090909091,0.9341397849462366,0.01606879310864131,0.0014837950805103614,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.005459035354936752,0.880561492719808,0.01782080328412303,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.005444198457642863,0.8804272561120332,0.017820876418859908,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.00539572817465251,0.8805926881317071,0.017820900795790486,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.00537990012024957,0.8804287900627141,0.017820865042761053,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.059152936571854366,0.8741300346712809,0.017819306769920114,9.999999999e-11,0.00089919072834449,0.0049751243781094535,0.05934144494560642,0.8738977967718214,0.01781922210940779,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.05934763877444285,0.8739427817106562,0.017819257928275687
600,9999999495894.0,604436,9999961111.0,611,1000,0,0.0,7,16,300,9999960916.0,619,1000,0,0.0,0,8,300,9999991765.0,615,1000,0,0.0,6,40,300,9999991796.0,612,1000,0,0.0,22,49,300,9999991881.0,578,1000,0,0.0,26,17,300,999997858.0,106,989,3000,9,309,999997879.0,117,997,3000,10,277,999997894.0,110,976,2971,7,312,999997877.0,103,973,2982,4,290,999996557.0,93,1802,1000,17,509,999996474.0,96,1785,1000,14,529,999996481.0,107,1847,1000,4,504,600,9.999999999e-11,0.0006040708778148971,9.999999999e-11,0.0006106269069598476,0.00961558288272658,0.04757124547251395,0.09090909090909091,0.964779036899939,0.02787030868310016,0.002037838733306588,9.999999999e-11,0.0006186170760299375,0.009615406327662245,0.047571244586523447,0.09090909090909091,0.9647975172665593,0.03067885117493473,0.0018027442438955249,9.999999999e-11,0.0006146220074654087,0.009615622117176773,0.009891081474732439,0.09090909090909091,0.920695657628554,0.021524572556532846,0.0018137044989254526,9.999999999e-11,0.0006116256850807306,0.009615288624251052,0.009891081500463214,0.09090909090909091,0.9181903770873594,0.02212875437227185,0.0018485764364397136,9.999999999e-11,0.0005776661089890044,0.009615514222431263,0.009891081552914023,0.09090909090909091,0.9164844177145982,0.025135869565217395,0.0015834885871008578,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.003004943101492103,0.8808199695670063,0.01782007160683154,9.999999999e-11,0.0011686326997413028,0.0049751243781094535,0.003015876972159218,0.8806997278581338,0.01782011715089804,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.0029910269192422734,0.8808430190635121,0.017820126910055304,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8806919451567539,0.01782009437917032,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.05412844557360488,0.8771548754464618,0.017817934933268966,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.05427604358274281,0.8770083824847416,0.01781780774438113,9.999999999e-11,0.0010688563237336052,0.0049751243781094535,0.05427336039372491,0.8770042127947846,0.0178178370972482
700,9999999436346.0,664611,9999961060.0,661,1000,0,0.0,0,0,300,9999960879.0,658,1000,0,0.0,10,0,300,9999991702.0,678,1000,0,0.0,12,0,300,9999991728.0,678,1000,0,0.0,3,2,300,9999991831.0,628,1000,0,0.0,2,1,300,999997322.0,112,947,1627,4,279,999997402.0,109,945,1624,0,278,999997378.0,104,997,1601,6,299,999997395.0,102,990,1606,7,285,999995629.0,94,1812,1000,8,504,999995563.0,96,1890,1000,18,506,999995540.0,110,1915,1000,12,501,700,9.999999999e-11,0.0006641695855875531,9.999999999e-11,0.0006605633676140071,0.009567842062360244,0.0475712454725137,0.09090909090909091,0.9646911428370948,0.03863880780457828,0.00200497201122944,9.999999999e-11,0.0006575673207029774,0.009568057872602306,0.04757124458652326,0.09090909090909091,0.9647064537377404,0.040908976583918115,0.0017628867420136042,9.999999999e-11,0.0006775406274545858,0.00956795977704939,0.009891081474732374,0.09090909090909091,0.8827777620436715,0.032019173802983796,0.001797762230223368,9.999999999e-11,0.0006775406274545858,0.009567763585885267,0.00989108150046315,0.09090909090909091,0.866301481030635,0.03220384563668146,0.001842598563052605,9.999999999e-11,0.0006276058635177108,0.009567891110150788,0.009891081552913973,0.09090909090909091,0.8566349394466871,0.03551568565732872,0.001546604309923928,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.0029910269192422734,0.8808351205939627,0.017819197686578164,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.0029910269192422734,0.8807503821883071,0.017819324677810517,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8808671545555282,0.017819292117686864,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8807377223601514,0.01781930839790506,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.04960130774860054,0.8791827581369818,0.017816409104730025,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.04958595212004109,0.8791543420453102,0.017816312735141608,9.999999999e-11,0.0010987913295375086,0.0049751243781094535,0.04964375896304729,0.8791247562978941,0.01781630130074831
800,9999999384564.0,715962,9999961004.0,716,1000,0,0.0,1,0,300,9999960835.0,701,1000,0,0.0,21,0,300,9999991662.0,718,1000,0,0.0,27,0,300,9999991681.0,728,1000,0,0.0,5,0,300,9999991749.0,710,1000,0,0.0,0,0,300,999996854.0,102,969,878,8,270,999996928.0,109,966,879,8,273,999996832.0,108,939,886,6,291,999996912.0,102,922,889,11,298,999994764.0,93,1874,1000,9,565,999994651.0,92,1765,1000,13,567,999994611.0,106,1740,1000,9,518,800,9.999999999e-11,0.00071544976515524,9.999999999e-11,0.0007154877107990678,0.009520832426425846,0.04757124547251343,0.09090909090909091,0.9645958303620119,0.04739754782691665,0.0019432165573628148,9.999999999e-11,0.0007005089432307952,0.009520989394237993,0.04757124458652305,0.09090909090909091,0.9646119078770276,0.0499778291208663,0.0017080774794326907,9.999999999e-11,0.0007174848458806577,0.009520714700534083,0.009891081474732336,0.09090909090909091,0.30490499337163063,0.04082351756770362,0.0017459463398515995,9.999999999e-11,0.0007274704015476733,0.009520793184465035,0.0098910815004631,0.09090909090909091,0.4178885630498534,0.04143812457735368,0.0017927801668203907,9.999999999e-11,0.0007094962576570635,0.009520901099849781,0.009891081552913893,0.09090909090909091,0.6079865691329897,0.0444770283479961,0.00149575935248997,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8807550517424313,0.01781842069343462,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.0029910269192422734,0.8806683418930172,0.017818552683288573,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.0029910269192422734,0.8807504524918035,0.017818407656329974,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8806352017415584,0.017818515206678702,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.04534697341577717,0.880682924279226,0.01781499355252786,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.045283173784239725,0.880675865224417,0.017814807042802985,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.04533056861066003,0.8806445782462107,0.017814764500031513
900,9999999338715.0,762329,9999960968.0,753,1000,0,0.0,10,0,300,9999960788.0,747,1000,0,0.0,9,0,300,9999991596.0,784,1000,0,0.0,0,0,300,9999991621.0,785,1000,0,0.0,0,0,300,9999991698.0,762,1000,0,0.0,0,0,300,999996369.0,97,927,463,0,293,999996440.0,106,929,464,1,288,999996361.0,104,1011,474,0,280,999996421.0,103,1004,476,2,259,999993879.0,91,1175,1000,2,415,999993803.0,88,1079,1000,0,406,999993797.0,105,1078,1000,13,370,900,9.999999999e-11,0.0007617482971823572,9.999999999e-11,0.0007524334176365197,0.00947291567620149,0.04757124547251327,0.09090909090909091,0.9644936072901148,0.055206313114425205,0.001888427095934492,9.999999999e-11,0.0007464424075215814,0.009473111904943573,0.04757124458652283,0.09090909090909091,0.9645072876615438,0.057276625536011205,0.0016592423392321962,9.999999999e-11,0.000783385825512798,0.00947338662505187,0.00989108147473227,0.09090909090909091,0.8754881761431779,0.04874770058016132,0.0016941250697566229,9.999999999e-11,0.0007843842583571895,0.009473043224892687,0.009891081500463042,0.09090909090909091,0.8798453019249363,0.04897253018854601,0.0017459463398515995,9.999999999e-11,0.0007614197981138373,0.00947324926501677,0.009891081552913841,0.09090909090909091,0.8919594816480158,0.051438053097345136,0.0014548802394910615,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8805803377023034,0.01781762182038169,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.0029910269192422734,0.8804983994343263,0.017817752297392336,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8805997862851465,0.017817620189285892,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8804885142873429,0.01781772783440551,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.04134947317360298,0.8819412586408669,0.017813541350479085,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.04127870411559878,0.881935767022905,0.01781341189695295,9.999999999e-11,0.0010488986564107686,0.0049751243781094535,0.04132833545838886,0.8819555529634873,0.017813429923218535
