Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000:=C1_2,r2_1_001:=C1_2,r2_2_100:=C1_2,rM_110:=C1_2,r1_1_120:=C1_2,r3_2_130:=C1_2,r3_2_140:=C1_2,r2_2_150:=C1_2,r1_2_000:=C2_1,r2_1_001:=C2_1,r2_2_100:=C2_1,rM_110:=C2_1,r1_1_120:=C2_1,r3_2_130:=C2_1,r3_2_140:=C2_1,r2_2_150:=C2_1,r1_2_000:=C2_2,r2_1_001:=C2_2,r2_2_100:=C2_2,rM_110:=C2_2,r1_1_120:=C2_2,r3_2_130:=C2_2,r3_2_140:=C2_2,r2_2_150:=C2_2,r1_2_000:=C2_3,r2_1_001:=C2_3,r2_2_100:=C2_3,rM_110:=C2_3,r1_1_120:=C2_3,r3_2_130:=C2_3,r3_2_140:=C2_3,r2_2_150:=C2_3,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r2_2_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,r1_2_000::C1_1::M1_2,r2_1_001::C1_1::M1_2,r2_2_100::C1_1::M1_2,r2_2_110::C1_1::M1_2,rM_120::C1_1::M1_2,rM_130::C1_1::M1_2,r1_2_000::C1_2::M1_1,r2_1_001::C1_2::M1_1,r2_2_100::C1_2::M1_1,r2_2_110::C1_2::M1_1,rM_120::C1_2::M1_1,rM_130::C1_2::M1_1,r1_2_000::C1_2::M1_2,r2_1_001::C1_2::M1_2,r2_2_100::C1_2::M1_2,r2_2_110::C1_2::M1_2,rM_120::C1_2::M1_2,rM_130::C1_2::M1_2,r1_2_000::C2_1::M2_1,r2_1_001::C2_1::M2_1,r2_2_100::C2_1::M2_1,r2_2_110::C2_1::M2_1,rM_120::C2_1::M2_1,rM_130::C2_1::M2_1,r1_2_000::C2_2::M2_1,r2_1_001::C2_2::M2_1,r2_2_100::C2_2::M2_1,r2_2_110::C2_2::M2_1,rM_120::C2_2::M2_1,rM_130::C2_2::M2_1,r1_2_000::C2_3::M2_1,r2_1_001::C2_3::M2_1,r2_2_100::C2_3::M2_1,r2_2_110::C2_3::M2_1,rM_120::C2_3::M2_1,rM_130::C2_3::M2_1
2400,9999999115394.0,985565,9999960770.0,951,1000,0,0.0,1,0,300,9999960554.0,981,1000,0,0.0,17,0,300,9999991443.0,938,1000,0,0.0,0,0,300,9999991425.0,983,1000,0,0.0,0,0,300,9999991474.0,985,1000,0,0.0,0,0,300,999989446.0,108,899,0,2,241,999989474.0,99,897,0,4,231,999989477.0,101,889,0,1,212,999989501.0,98,875,0,11,247,999992292.0,89,1,1000,0,0,999992305.0,102,1,1000,0,0,999992372.0,88,0,1000,0,1,2400,9.999999999e-11,0.0009845946180053059,9.999999999e-11,0.0009500964582681871,0.008802822136604813,0.047571245472512326,0.09090909090909091,0.9617090077643781,0.10886453492404802,0.0011935736794530536,9.999999999e-11,0.00098003858215091,0.008802949857928257,0.04757124458652172,0.09090909090909091,0.9618092360265152,0.10930616740088107,0.0010578797053919901,9.999999999e-11,0.0009371209805202719,0.0088030677545053,0.009891081474732118,0.09090909090909091,0.9611076588301116,0.060644614079728584,0.0010798327008503805,9.999999999e-11,0.0009820346599292895,0.008802753363570864,0.00989108150046285,0.09090909090909091,0.9612106407853229,0.06013635879407692,0.0011067736947462212,9.999999999e-11,0.0009840307297312148,0.00880288108491203,0.00989108155291362,0.09090909090909091,0.9612579024153024,0.061825082300643736,0.0009381191061593163,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.0029910269192422734,0.876741078636213,0.01780628451423008,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.0029910269192422734,0.8765959330368297,0.017806307639554722,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8767942044290682,0.01780632415726487,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.0029910269192422734,0.8765895012016455,0.017806348933274027,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.0099529430633838,0.8885408120164273,0.01781093393239477,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.009917654851353987,0.8885501107745635,0.017810976657277912,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.009880403453933201,0.8885681623275922,0.01781106374408245
2500,9999999113290.0,987666,9999960791.0,931,1000,0,0.0,11,0,300,9999960525.0,1012,1000,0,0.0,14,0,300,9999991405.0,975,1000,0,0.0,0,0,300,9999991438.0,969,1000,0,0.0,0,0,300,9999991465.0,994,1000,0,0.0,0,0,300,999989001.0,114,878,0,2,258,999989035.0,104,885,0,0,244,999989093.0,102,848,0,1,230,999989059.0,103,852,0,0,233,999992293.0,88,1,1000,0,0,999992311.0,96,1,1000,0,0,999992370.0,90,0,1000,0,1,2500,9.999999999e-11,0.00098669147837432,9.999999999e-11,0.0009301340452039152,0.008760210500871187,0.047571245472512416,0.09090909090909091,0.961358834530874,0.11056127830516843,0.0011696303628451082,9.999999999e-11,0.0010109768913859176,0.008759837129328839,0.04757124458652157,0.09090909090909091,0.9615012574966144,0.11088612961165592,0.001025946353095371,9.999999999e-11,0.0009740503009565674,0.008759915733887444,0.009891081474732081,0.09090909090909091,0.9614834996338816,0.060644614079728584,0.0010409153661884317,9.999999999e-11,0.0009680619479724147,0.008760013989568171,0.009891081500462862,0.09090909090909091,0.9615724726795623,0.06013635879407692,0.001067858459307001,9.999999999e-11,0.0009930129451325384,0.008760112245229417,0.009891081552913612,0.09090909090909091,0.9616328392432052,0.061825082300643736,0.0009071762839341878,9.999999999e-11,0.001138701879856963,0.0049751243781094535,0.0029910269192422734,0.8764366646894886,0.01780555576265111,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.876294282778451,0.017805590478504527,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8765251609948272,0.017805683047534052,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.876298589869408,0.017805628499079722,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.009036595287572625,0.8886608263740378,0.01781093393239655,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.008986510324378534,0.8886717539847552,0.017810976657288598,9.999999999e-11,0.00089919072834449,0.0049751243781094535,0.008951153184438156,0.8886882575497835,0.017811063744078887
2600,9999999110487.0,990524,9999960780.0,942,1000,0,0.0,10,0,300,9999960525.0,1010,1000,0,0.0,6,0,300,9999991386.0,994,1000,0,0.0,0,0,300,9999991451.0,958,1000,0,0.0,0,0,300,9999991482.0,977,1000,0,0.0,0,0,300,999988546.0,115,846,0,1,232,999988572.0,96,838,0,3,244,999988649.0,109,849,0,1,219,999988625.0,96,842,0,4,223,999992292.0,89,1,1000,0,0,999992311.0,97,1,1000,0,0,999992364.0,95,0,1000,0,0,2600,9.999999999e-11,0.0009895438330842778,9.999999999e-11,0.0009411134711102142,0.008717477284314915,0.047571245472512375,0.09090909090909091,0.9609730893239502,0.11225200518027578,0.0011307200249317773,9.999999999e-11,0.001008980929261446,0.00871737902020119,0.04757124458652158,0.09090909090909091,0.9611397937490923,0.11248550653966605,0.0009820346599292895,9.999999999e-11,0.0009930129451325384,0.008717320061723603,0.009891081474732064,0.09090909090909091,0.9618554273604898,0.060644614079728584,0.0010119748694572398,9.999999999e-11,0.0009570831143764273,0.008717182491915295,0.009891081500462875,0.09090909090909091,0.9618860602842833,0.06013635879407692,0.0010359257450024324,9.999999999e-11,0.0009760464026645967,0.008717084227743126,0.009891081552913628,0.09090909090909091,0.9619411686224919,0.06183167694049567,0.0008842174675412261,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.0029910269192422734,0.8761424061341319,0.017804799948118902,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8759717878015285,0.01780481152996628,9.999999999e-11,0.0010888131936189554,0.0049751243781094535,0.0029910269192422734,0.8762361167556029,0.017804958771444546,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.0029910269192422734,0.8760018927525102,0.01780489921600719,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.008201184406145581,0.8887661467093714,0.01781093393239477,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.008135274478725493,0.8887803908782619,0.017810976657286818,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.008111662821446212,0.8887964217944269,0.017811062101001418
2700,9999999108759.0,992219,9999960765.0,957,1000,0,0.0,0,0,300,9999960516.0,1020,1000,0,0.0,6,0,300,9999991412.0,968,1000,0,0.0,0,0,300,9999991436.0,971,1000,0,0.0,0,0,300,9999991494.0,965,1000,0,0.0,0,0,300,999988157.0,114,816,0,3,263,999988151.0,97,818,0,6,233,999988237.0,114,886,0,11,204,999988215.0,90,882,0,12,217,999992288.0,92,0,1000,0,0,999992313.0,94,0,1000,0,1,999992369.0,90,0,1000,0,0,2700,9.999999999e-11,0.000991235477325923,9.999999999e-11,0.0009560850266295154,0.008674848482889866,0.047571245472512305,0.09090909090909091,0.9605724145512596,0.11364214812929499,0.0010848218834345902,9.999999999e-11,0.001018960660126671,0.008674632283220388,0.04757124458652153,0.09090909090909091,0.9607308369148363,0.11388897685170526,0.0009510945579808023,9.999999999e-11,0.000967063882162067,0.008674691246775964,0.009891081474732088,0.09090909090909091,0.9621486980807739,0.06065135805610331,0.000983032695827306,9.999999999e-11,0.0009700580736105241,0.008674592974179442,0.00989108150046286,0.09090909090909091,0.962192638302359,0.06013635879407692,0.0010099789113206547,9.999999999e-11,0.0009640696727657809,0.008674740383066915,0.00989108155291364,0.09090909090909091,0.9622365199901637,0.06183167694049567,0.0008642524216552682,9.999999999e-11,0.001138701879856963,0.0049751243781094535,0.0029910269192422734,0.8758534797497232,0.017804164374630317,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8756905654688465,0.017804127948010017,9.999999999e-11,0.001138701879856963,0.0049751243781094535,0.0029910269192422734,0.8759650566284466,0.017804285234328424,9.999999999e-11,0.00089919072834449,0.0049751243781094535,0.0029910269192422734,0.875716948451939,0.017804217356262825,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.007419538946375841,0.8888638137092113,0.017810932289083183,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.00738702575433623,0.8888736998116293,0.017810976657292157,9.999999999e-11,0.00089919072834449,0.0049751243781094535,0.007388011033874869,0.8888855059744242,0.01781106210101032
2800,9999999107145.0,993818,9999960750.0,970,1000,0,0.0,10,0,300,9999960508.0,1027,1000,0,0.0,16,0,300,9999991397.0,985,1000,0,0.0,0,0,300,9999991441.0,966,1000,0,0.0,0,0,300,9999991501.0,959,1000,0,0.0,0,0,300,999987737.0,106,856,0,4,246,999987766.0,94,852,0,10,237,999987828.0,112,876,0,4,243,999987811.0,87,874,0,10,239,999992294.0,86,0,1000,0,0,999992313.0,93,0,1000,0,0,999992365.0,94,0,1000,0,0,2800,9.999999999e-11,0.0009928313063767593,9.999999999e-11,0.0009690600117885652,0.008632186530612672,0.047571245472512236,0.09090909090909091,0.9600930109226643,0.11500470123885395,0.0010588775897548597,9.999999999e-11,0.001025946353095371,0.008631862203159844,0.047571244586521504,0.09090909090909091,0.9602667158370003,0.11521680969726905,0.0009181562144389307,9.999999999e-11,0.0009840307297312148,0.008631930999909995,0.009891081474732074,0.09090909090909091,0.9624138402601532,0.06065135805610331,0.000959079283887468,9.999999999e-11,0.0009650677445587561,0.008632088249588768,0.009891081500462865,0.09090909090909091,0.9624778910132233,0.06014316758276876,0.0009730522471113136,9.999999999e-11,0.0009580812001290762,0.008632019452860443,0.009891081552913647,0.09090909090909091,0.9624873232479809,0.06183167694049567,0.0008442865778417238,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.0029910269192422734,0.8755624962351332,0.017803455446208413,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.0029910269192422734,0.8754062019809756,0.01780347367333793,9.999999999e-11,0.0011187470033562409,0.0049751243781094535,0.0029910269192422734,0.8756507070122441,0.017803606223003515,9.999999999e-11,0.0008692437579306005,0.0049751243781094535,0.0029910269192422734,0.8754113743607286,0.01780354657809673,9.999999999e-11,0.0008592610355094617,0.0049751243781094535,0.006698823136765652,0.8889533133396277,0.01781093228909387,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.006625805874814984,0.8889675121229202,0.017810975014065922,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.006682049850654647,0.8889725001947495,0.017811062101003198
2900,9999999105453.0,995484,9999960746.0,975,1000,0,0.0,10,0,300,9999960523.0,1016,1000,0,0.0,13,0,300,9999991383.0,998,1000,0,0.0,0,0,300,9999991443.0,964,1000,0,0.0,0,0,300,9999991483.0,979,1000,0,0.0,0,0,300,999987295.0,104,901,0,3,236,999987330.0,100,899,0,0,227,999987383.0,115,878,0,6,248,999987379.0,95,872,0,2,232,999992288.0,92,0,1000,0,0,999992318.0,89,0,1000,0,0,999992368.0,91,0,1000,0,0,2900,9.999999999e-11,0.0009944939971377534,9.999999999e-11,0.0009740503009565674,0.008589737143034805,0.047571245472512215,0.09090909090909091,0.9595072355563363,0.11637193956585593,0.0010219545405050633,9.999999999e-11,0.0010149687917076252,0.00858957987992037,0.04757124458652157,0.09090909090909091,0.9597387769039515,0.11655642413309282,0.0008822209988580084,9.999999999e-11,0.000997004989020957,0.008589481590448514,0.00989108147473206,0.09090909090909091,0.962657120774519,0.06065135805610331,0.0009271396144378016,9.999999999e-11,0.0009630715989785847,0.008589658511483822,0.009891081500462867,0.09090909090909091,0.9627047611371925,0.06014316758276876,0.0009471021471644881,9.999999999e-11,0.0009780424963960284,0.008589825603514747,0.009891081552913626,0.09090909090909091,0.9627175757129148,0.06183167694049567,0.0008213248709560741,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8752446965179062,0.017802709475640464,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8750943319386387,0.017802760884534034,9.999999999e-11,0.0011486790191280029,0.0049751243781094535,0.0029910269192422734,0.8753297181905434,0.017802876958307474,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.0029910269192422734,0.8751084186260202,0.017802843795925127,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.006056100181593551,0.8890299521293457,0.017810932289083183,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.006006701502818468,0.8890420928693357,0.017810975014073045,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.006072894613909015,0.8890454345200189,0.01781106210100854
3000,9999999104520.0,996441,9999960739.0,983,1000,0,0.0,26,0,300,9999960510.0,1026,1000,0,0.0,0,0,300,9999991392.0,988,1000,0,0.0,0,0,300,9999991428.0,978,1000,0,0.0,0,0,300,9999991465.0,997,1000,0,0.0,0,0,300,999986857.0,106,875,0,4,247,999986900.0,101,871,0,8,248,999986972.0,104,871,0,8,242,999986957.0,97,866,0,8,246,999992282.0,98,0,1000,0,0,999992320.0,86,0,1000,0,0,999992370.0,89,0,1000,0,0,3000,9.999999999e-11,0.000995449093709615,9.999999999e-11,0.0009820346599292895,0.008548031183107664,0.04757124547251217,0.09090909090909091,0.9588505174805277,0.11763552208362754,0.0009999990009999988,9.999999999e-11,0.001024948402938585,0.008547706800589397,0.04757124458652151,0.09090909090909091,0.9591336635083874,0.11779511088956007,0.0008452848889839196,9.999999999e-11,0.0009870248194783554,0.008548139310566584,0.009891081474732069,0.09090909090909091,0.9628815973015403,0.06065135805610331,0.0008941996912763076,9.999999999e-11,0.0009770444505273841,0.008547814928119072,0.009891081500462851,0.09090909090909091,0.9629189006695981,0.06014316758276876,0.0009151617118719254,9.999999999e-11,0.0009960069810399034,0.008547903396080355,0.009891081552913612,0.09090909090909091,0.9629234633892491,0.06183167694049567,0.0007943684770607367,9.999999999e-11,0.0010588775897548597,0.0049751243781094535,0.0029910269192422734,0.8749201860573446,0.017801991103024543,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8747617096718682,0.01780205582979685,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.0029910269192422734,0.8750277896502074,0.017802171994378602,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8747873520990632,0.01780214378436649,9.999999999e-11,0.000979040540270535,0.0049751243781094535,0.005466948185822533,0.8891008032774297,0.017810932289072497,9.999999999e-11,0.0008592610355094617,0.0049751243781094535,0.00548475159495383,0.8891036047378178,0.017810975014078387,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.005508488482296559,0.8891130388032574,0.017811062101012104
3100,9999999104156.0,996905,9999960743.0,979,1000,0,0.0,0,0,300,9999960493.0,1043,1000,0,0.0,12,0,300,9999991397.0,983,1000,0,0.0,0,0,300,9999991442.0,964,1000,0,0.0,0,0,300,9999991512.0,949,1000,0,0.0,0,0,300,999986429.0,108,827,0,8,250,999986456.0,97,820,0,6,222,999986548.0,102,857,0,0,243,999986542.0,94,862,0,8,254,999992278.0,102,0,1000,0,0,999992320.0,86,0,1000,0,0,999992366.0,93,0,1000,0,0,3100,9.999999999e-11,0.0009959121701779887,9.999999999e-11,0.0009780424963960284,0.008506243069334701,0.047571245472512194,0.09090909090909091,0.9581365564716241,0.11886734732897405,0.000979040540270535,9.999999999e-11,0.0010419132844443249,0.008506203746938343,0.047571244586521434,0.09090909090909091,0.9584447701895692,0.11897403613193691,0.0008163330558933351,9.999999999e-11,0.0009820346599292895,0.008506321714118066,0.009891081474732074,0.09090909090909091,0.9630857483423974,0.06065135805610331,0.0008662489621498162,9.999999999e-11,0.0009630715989785847,0.008506390528293275,0.009891081500462865,0.09090909090909091,0.9631182281953671,0.06014316758276876,0.000890206825718285,9.999999999e-11,0.0009481002528600358,0.008506459342458934,0.009891081552913657,0.09090909090909091,0.9631177863273158,0.06183167694049567,0.0007753982909262412,9.999999999e-11,0.0010788348583529788,0.0049751243781094535,0.0029910269192422734,0.8745925444743755,0.017801280462970154,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8744403026195298,0.017801312021970783,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0029910269192422734,0.8747070086077959,0.017801473121664385,9.999999999e-11,0.0009391172298039843,0.0049751243781094535,0.0029910269192422734,0.8744579804651313,0.017801449871951338,9.999999999e-11,0.001018960660126671,0.0049751243781094535,0.0049256181899596995,0.8891637768255524,0.017810932289065374,9.999999999e-11,0.0008592610355094617,0.0049751243781094535,0.004978094592752459,0.8891634641226531,0.017810975014078387,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.00497908466035956,0.8891744654666346,0.01781106210100498
3200,9999999103606.0,997367,9999960738.0,982,1000,0,0.0,11,0,300,9999960522.0,1013,1000,0,0.0,10,0,300,9999991409.0,972,1000,0,0.0,0,0,300,9999991438.0,968,1000,0,0.0,0,0,300,9999991475.0,986,1000,0,0.0,0,0,300,999985991.0,101,855,0,5,236,999986086.0,95,857,0,6,244,999986110.0,97,822,0,6,251,999986108.0,99,829,0,1,227,999992281.0,100,0,1000,0,0,999992313.0,93,0,1000,0,0,999992357.0,103,0,1000,0,0,3200,9.999999999e-11,0.0009963732502005671,9.999999999e-11,0.0009810366220371594,0.008464726712700939,0.04757124547251217,0.09090909090909091,0.9572469573309171,0.11995646609306543,0.0009520926556991187,9.999999999e-11,0.0010119748694572398,0.00846481519549088,0.047571244586521566,0.09090909090909091,0.9576423536065607,0.12012473238387789,0.0007853826892062839,9.999999999e-11,0.000971056133438298,0.008464667724165539,0.009891081474732085,0.09090909090909091,0.9632684831865295,0.06065135805610331,0.0008392949922065466,9.999999999e-11,0.000967063882162067,0.008464903678265025,0.009891081500462862,0.09090909090909091,0.9633060080201569,0.06014316758276876,0.0008562661798838394,9.999999999e-11,0.000985028761641022,0.008464589072774089,0.009891081552913619,0.09090909090909091,0.9632921380979786,0.06183167694049567,0.0007514349209394534,9.999999999e-11,0.001008980929261446,0.0049751243781094535,0.0029910269192422734,0.8742641122485073,0.01780053934023154,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.0029910269192422734,0.8741380842298468,0.017800693929518115,9.999999999e-11,0.0009690600117885652,0.0049751243781094535,0.0029910269192422734,0.8743632811522211,0.017800738805313913,9.999999999e-11,0.000989020869339354,0.0049751243781094535,0.0029910269192422734,0.8741450889172709,0.01780073548125358,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.004456054699166531,0.8892177765771301,0.017810932289068934,9.999999999e-11,0.000929135903609643,0.0049751243781094535,0.00448975122198883,0.8892200055147775,0.017810975014065922,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.004483804942538805,0.8892321990254906,0.01781106210098717
3300,9999999103105.0,997871,9999960726.0,995,1000,0,0.0,9,0,300,9999960523.0,1013,1000,0,0.0,0,0,300,9999991393.0,989,1000,0,0.0,0,0,300,9999991426.0,984,1000,0,0.0,0,0,300,9999991480.0,979,1000,0,0.0,0,0,300,999985571.0,100,896,0,6,250,999985674.0,88,892,0,1,263,999985711.0,91,810,0,0,242,999985690.0,103,816,0,2,231,999992276.0,104,0,1000,0,0,999992315.0,92,0,1000,0,0,999992364.0,95,0,1000,0,0,3300,9.999999999e-11,0.0009968762461034246,9.999999999e-11,0.0009940109590956998,0.008423590336552437,0.047571245472512125,0.09090909090909091,0.9561160112228922,0.12103582021446499,0.0009261414668602206,9.999999999e-11,0.0010119748694572398,0.008423767316800565,0.04757124458652157,0.09090909090909091,0.956722327928828,0.12116040955631402,0.00076940755618174,9.999999999e-11,0.0009880228454058938,0.008423855806900938,0.009891081474732067,0.09090909090909091,0.963426475347934,0.06065135805610331,0.00082831332825088,9.999999999e-11,0.000983032695827306,0.00842395412921616,0.009891081500462851,0.09090909090909091,0.963476500295737,0.06014316758276876,0.0008353016877890084,9.999999999e-11,0.0009780424963960284,0.008423668994448292,0.009891081552913626,0.09090909090909091,0.963452109093145,0.06183167694049567,0.0007244747558020434,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8739286988381666,0.017799852510869633,9.999999999e-11,0.0008792262808728319,0.0049751243781094535,0.0029910269192422734,0.8737851331755748,0.01779999224733144,9.999999999e-11,0.0009091726528858739,0.0049751243781094535,0.0029910269192422734,0.8740560365442813,0.01780006876049996,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.8738162814115942,0.017800050464439904,9.999999999e-11,0.0010389195236953567,0.0049751243781094535,0.004065405016721742,0.8892625102894222,0.01781093228906181,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.004105078864918805,0.889263612793553,0.0178109750140677,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.004076315640085132,0.8892783453652078,0.017811062101001418
3400,9999999102686.0,998309,9999960729.0,993,1000,0,0.0,0,0,300,9999960522.0,1015,1000,0,0.0,15,0,300,9999991387.0,993,1000,0,0.0,0,0,300,9999991425.0,981,1000,0,0.0,0,0,300,9999991500.0,960,1000,0,0.0,0,0,300,999985114.0,103,909,0,2,242,999985227.0,92,910,0,7,251,999985291.0,89,796,0,8,221,999985272.0,100,788,0,0,247,999992285.0,95,0,1000,0,0,999992310.0,96,0,1000,0,0,999992364.0,95,0,1000,0,0,3400,9.999999999e-11,0.00099731337308383,9.999999999e-11,0.0009920149291753287,0.008381722900463231,0.04757124547251213,0.09090909090909091,0.9546855143359504,0.12213077519172702,0.0009021853266500349,9.999999999e-11,0.0010139708196180877,0.00838180156500159,0.04757124458652156,0.09090909090909091,0.9555843734803048,0.12219850586979725,0.0007554288957548095,9.999999999e-11,0.0009920149291753287,0.008381683568189371,0.009891081474732064,0.09090909090909091,0.9635878234668557,0.06065135805610331,0.0008123395679312719,9.999999999e-11,0.00098003858215091,0.008381850730331725,0.00989108150046285,0.09090909090909091,0.9636235341923404,0.06014316758276876,0.0008083460480471299,9.999999999e-11,0.000959079283887468,0.008381929394849802,0.009891081552913645,0.09090909090909091,0.9636064629165283,0.06183167694049567,0.0007015075417057227,9.999999999e-11,0.0010289401916026492,0.0049751243781094535,0.0029910269192422734,0.873563341087117,0.01779909023400389,9.999999999e-11,0.0009191543779722655,0.0049751243781094535,0.0029910269192422734,0.8734373261321884,0.017799251730645352,9.999999999e-11,0.0008892086043421354,0.0049751243781094535,0.0029910269192422734,0.8737371029113967,0.01779935494016968,9.999999999e-11,0.0009990009990009992,0.0049751243781094535,0.0029910269192422734,0.8734576516196789,0.017799341623455218,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.0036804045854613053,0.889306514406851,0.01781093228907784,9.999999999e-11,0.000959079283887468,0.0049751243781094535,0.003734004949449463,0.8893065098382202,0.01781097501406058,9.999999999e-11,0.0009490983565612668,0.0049751243781094535,0.0036933089038932677,0.889321723571859,0.017811062101001418
