Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
323000,10580,62901,322000000,1932000000,1000,6000,9997476296370,24576301,659767931,1339931719,2160,66141,1023035,321989420,1000,5943,288719,641932770,25069054,1974930946,2130002543,889711421,1110288579,524678313,99879696067,101960046,451429,2408530,214841491,902188840,133833169,98194,628,2935,163288,1242112,1880902036,1931931156,136443630,9779346,164514108,269706,90220654,99998727,1273,35147784,29290917,1551,99998449,165802949,6965878,39240746,116965738,51634327,48365673,99928543,71457,29359319,1000,1000,1000,1000,1000,1000,1000
324000,10340,63470,323000000,1938000000,1000,6000,9997481292167,19079907,656268003,1339929334,2824,67862,1023837,322989660,1000,6442,287379,643931646,25057887,1974942113,2130384449,889490203,1110509797,526455958,99879863455,102164794,455336,2402850,215073635,904190196,133833164,98456,601,3119,163136,1244888,1886798463,1937930088,136625931,9712421,164926308,270438,90287579,99998772,1228,34844015,29411329,1506,99998494,165996499,6965891,39303514,117188309,51485773,48514227,99928786,71214,29370568,1000,1000,1000,1000,1000,1000,1000
325000,10720,63569,324000000,1944000000,1000,6000,9997475472893,24391648,663583934,1339932983,2772,64265,1022846,323989280,1000,1125,286821,645932868,25043298,1974956702,2130767914,889268288,1110731712,528235246,99880035324,102368610,453159,2392098,215305028,906183624,133833614,98720,621,2817,162968,1247636,1892701641,1943935306,136807366,9645508,165336699,271167,90354492,99998780,1220,34542060,29531800,1670,99998330,166189240,6965910,39367183,117410801,51338256,48661744,99928636,71364,29381874,1000,1000,1000,1000,1000,1000,1000
326000,10610,63230,325000000,1950000000,1000,6000,9997477669503,21690029,662875654,1339929912,3122,66986,1024083,324989390,1000,6983,284799,647930614,25022872,1974977128,2131155201,889047346,1110952654,530012036,99880224942,102572392,434507,2354603,215546701,908175340,133833586,98948,567,3019,162848,1250036,1898594117,1949929787,136988812,9577248,165744099,271797,90422752,99998752,1248,34243431,29652243,1682,99998318,166381728,6965924,39430799,117633779,51189936,48810064,99929090,70910,29392916,1000,1000,1000,1000,1000,1000,1000
327000,10120,63646,326000000,1956000000,1000,6000,9997478350955,20504728,663686508,1339929526,2944,67550,1025775,325989880,1000,1073,284115,649928210,25004475,1974995525,2131539302,888827026,1111172974,531789297,99880352835,102774960,475967,2386212,215777985,910155852,133833830,99202,627,2839,162724,1252792,1904498200,1955935281,137169376,9510270,166151328,272517,90489730,99998786,1214,33944739,29772555,1632,99998368,166573347,6965939,39493364,117854798,51042537,48957463,99929273,70727,29403971,1000,1000,1000,1000,1000,1000,1000
328000,10750,63179,327000000,1962000000,1000,6000,9997477117962,21234509,666415660,1339932337,2175,65508,1026103,326989250,1000,1083,284140,651926294,24987273,1975012727,2131919381,888606080,1111393920,533566424,99880522312,102977280,475905,2368722,216016262,912133648,133833600,99462,674,2942,162804,1255452,1910397367,1961935738,137349546,9442667,166555935,273162,90557333,99998783,1217,33649462,29893646,1579,99998421,166764633,6965950,39556358,118075730,50895715,49104285,99929493,70507,29415087,1000,1000,1000,1000,1000,1000,1000
329000,10620,62424,328000000,1968000000,1000,6000,9997480526804,17327942,664509642,1339930387,3143,66490,1025636,327989380,1000,6922,283519,653927488,24970750,1975029250,2132297561,888386469,1111613531,535347997,99880691409,103178252,475225,2361800,216242499,914098156,133833379,99744,639,2886,163116,1258404,1916291656,1967930654,137528533,9376559,166960371,273822,90623441,99998732,1268,33353862,30014173,1535,99998465,166954651,6965960,39619675,118295972,50749821,49250179,99929732,70268,29426118,1000,1000,1000,1000,1000,1000,1000
330000,10560,62105,329000000,1974000000,1000,6000,9997478213273,19142854,668319487,1339929504,2520,67996,1027123,328989440,1000,604,283448,655924634,24951821,1975048179,2132676878,888166233,1111833767,537124894,99880902903,103378192,432020,2309679,216471283,916053096,133833167,100006,589,2844,163420,1261132,1922198192,1973937291,137706769,9308175,167361708,274428,90691825,99998876,1124,33062002,30134981,1675,99998325,167143612,6965973,39683209,118516292,50603760,49396240,99930095,69905,29436843,1000,1000,1000,1000,1000,1000,1000
331000,10710,63139,330000000,1980000000,1000,6000,9997476016502,20841261,672019625,1339933652,3079,63289,1028075,329989290,1000,6270,282125,657922430,24937391,1975062609,2133049397,887947769,1112052231,538904218,99881057832,103578174,445810,2307739,216706381,918008968,133832548,100288,614,2922,163936,1264084,1928091360,1979930591,137885500,9240136,167761617,275037,90759864,99998833,1167,32771909,30256119,1533,99998467,167333056,6965981,39745699,118736087,50457168,49542832,99930336,69664,29447556,1000,1000,1000,1000,1000,1000,1000
332000,10280,63226,331000000,1986000000,1000,6000,9997478823982,17542359,670712084,1339930766,2717,66537,1029917,330989720,1000,6415,279935,659919606,24920452,1975079548,2133422497,887730175,1112269825,540683785,99881236309,103776796,434092,2292690,216929575,919952012,133832555,100512,657,2864,163944,1266468,1933991705,1985930359,138062865,9173249,168161187,275631,90826751,99998834,1166,32482636,30377689,1562,99998438,167521100,6965996,39809491,118955886,50311840,49688160,99930415,69585,29458235,1000,1000,1000,1000,1000,1000,1000
333000,10470,62228,332000000,1992000000,1000,6000,9997475638469,20233822,675401925,1339930766,2908,66346,1030963,331989530,1000,6822,280418,661917134,24901884,1975098116,2133795358,887511750,1112488250,542462873,99881379534,103975306,458382,2300780,217163217,921893496,133832200,100774,598,2890,164332,1269232,1939892910,1991930950,138240155,9105799,168557898,276225,90894201,99998813,1187,32195772,30498687,1604,99998396,167708947,6966011,39871272,119173843,50166221,49833779,99930726,69274,29468792,1000,1000,1000,1000,1000,1000,1000
334000,10510,64063,333000000,1998000000,1000,6000,9997476095565,19289995,676457094,1339930602,2194,67224,1030525,332989490,1000,605,280215,663917930,24887963,1975112037,2134162004,887293779,1112706221,544245693,99881510384,104171842,493370,2326424,217390642,923816272,133832037,101002,631,2852,164500,1271656,1945798910,1997935332,138415951,9036660,168951495,276789,90963340,99998849,1151,31912222,30619650,1605,99998395,167895095,6966016,39934359,119392022,50021481,49978519,99930984,69016,29479144,1000,1000,1000,1000,1000,1000,1000
335000,10600,62314,334000000,2004000000,1000,6000,9997471983105,22912021,682071968,1339928569,2619,68832,1032451,333989400,1000,6848,278290,665913898,24867119,1975132881,2134532572,887077733,1112922267,546025603,99881681064,104367966,487847,2311735,217617764,925735080,133831945,101260,631,2920,164524,1274308,1951696225,2003930838,138591357,8969116,169344048,277446,91030884,99998854,1146,31630047,30741124,1540,99998460,168080940,6966028,39997814,119610005,49877392,50122608,99931135,68865,29489583,1000,1000,1000,1000,1000,1000,1000
336000,10750,62280,335000000,2010000000,1000,6000,9997475713210,18694923,679854931,1339929354,2258,68408,1032100,334989250,1000,6714,277896,667914300,24849642,1975150358,2134897217,886860518,1113139482,547808780,99881870284,104563952,463808,2279136,217843728,927651908,133831558,101510,663,2827,164972,1276976,1957598275,2009931006,138766505,8903287,169736283,278001,91096713,99998857,1143,31348711,30863048,1432,99998568,168266558,6966038,40061225,119827624,49733654,50266346,99931381,68619,29500053,1000,1000,1000,1000,1000,1000,1000
337000,10100,61709,336000000,2016000000,1000,6000,9997475263370,18654645,681817690,1339932858,2704,64458,1033406,335989900,1000,1165,277867,669912988,24831174,1975168826,2135261869,886643283,1113356717,549590215,99882021784,104759436,477145,2273283,218079980,929563376,133831536,101738,630,2762,165092,1279340,1963506539,2015937126,138940935,8834898,170124708,278562,91165102,99998872,1128,31070931,30984564,1564,99998436,168451298,6966056,40124697,120044906,49590154,50409846,99931893,68107,29510363,1000,1000,1000,1000,1000,1000,1000
338000,10790,63825,337000000,2022000000,1000,6000,9997474634663,18802698,683956882,1339928713,2581,68726,1034269,336989210,1000,626,276513,671909882,24811312,1975188688,2135625281,886427835,1113572165,551371651,99882166590,104953570,496240,2277844,218311154,931463352,133831311,102010,643,2822,165244,1282144,1969407759,2021935549,139114799,8767553,170511531,279225,91232447,99998862,1138,30794716,31106074,1537,99998463,168635401,6966066,40188123,120261718,49447007,50552993,99931974,68026,29520602,1000,1000,1000,1000,1000,1000,1000
339000,10920,63455,338000000,2028000000,1000,6000,9997473966394,18991152,686142729,1339928290,2743,68987,1035273,337989080,1000,6359,276281,673907614,24794732,1975205268,2135982736,886211770,1113788230,553153310,99882356061,105146294,469254,2239626,218538797,933348380,133831346,102250,661,2913,165100,1284676,1975305914,2027930186,139287128,8698554,170895222,279894,91301446,99998857,1143,30522835,31228695,1502,99998498,168817872,6966074,40252383,120478023,49305104,50694896,99932352,67648,29530744,1000,1000,1000,1000,1000,1000,1000
340000,10550,64016,339000000,2034000000,1000,6000,9997474145065,18333503,687483290,1339928275,2870,68875,1036550,338989450,1000,6412,276076,675905800,24777653,1975222347,2136339571,885996062,1114003938,554935778,99882513735,105339214,474408,2229185,218770574,935236004,133831591,102474,681,2856,164892,1287036,1981208728,2033929572,139459855,8630944,171278676,280536,91369056,99998921,1079,30250753,31350726,1528,99998472,169000616,6966084,40315613,120693946,49162428,50837572,99932699,67301,29540761,1000,1000,1000,1000,1000,1000,1000
341000,10570,63580,340000000,2040000000,1000,6000,9997476249793,15751690,686898478,1339928314,2625,69081,1036749,339989430,1000,1087,273972,677905362,24760971,1975239029,2136694754,885782758,1114217242,556722030,99882629869,105530648,520733,2265413,218996006,937108600,133831609,102710,660,2743,165008,1289468,1987118654,2039935333,139631308,8561927,171659940,281115,91438073,99998932,1068,29981280,31472834,1583,99998417,169181807,6966090,40379050,120909360,49020189,50979811,99933379,66621,29550499,1000,1000,1000,1000,1000,1000,1000
342000,10390,62153,341000000,2046000000,1000,6000,9997475186166,16336376,689484443,1339930905,2790,66325,1037869,340989610,1000,1095,274225,679903482,24742552,1975257448,2137048264,885567811,1114432189,558505188,99882814827,105720576,496225,2234842,219216379,938968448,133831287,102980,610,2707,165416,1292240,1993024974,2045936752,139801634,8493963,172039140,281706,91506037,99998903,1097,29714124,31595509,1560,99998440,169362173,6966105,40443513,121124069,48879983,51120017,99933179,66821,29560539,1000,1000,1000,1000,1000,1000,1000
343000,10930,64373,342000000,2052000000,1000,6000,9997469939697,21109067,696253828,1339930477,2026,67517,1037766,341989070,1000,599,273768,681902608,24724023,1975275977,2137400686,885354333,1114645667,560290817,99882988912,105910738,483544,2203804,219448975,940829316,133831216,103202,702,2686,165416,1294508,1998928058,2051935028,139972342,8424224,172415571,282273,91575776,99998954,1046,29450021,31718057,1388,99998612,169542534,6966124,40506065,121338023,48738234,51261766,99933702,66298,29570192,1000,1000,1000,1000,1000,1000,1000
344000,10500,64138,343000000,2058000000,1000,6000,9997471790350,18782675,695922594,1339929785,2817,67418,1040042,342989500,1000,1108,271737,683898916,24702472,1975297528,2137753482,885141805,1114858195,562074588,99883151243,106099420,481344,2193158,219671611,942676836,133831003,103446,655,2822,165540,1297032,2004833321,2057934754,140141699,8355944,172791081,282873,91644056,99998968,1032,29187070,31840901,1459,99998541,169721576,6966133,40570646,121552591,48597932,51402068,99933821,66179,29579877,1000,1000,1000,1000,1000,1000,1000
345000,10490,62690,344000000,2064000000,1000,6000,9997472895988,17209384,696342949,1339927382,2485,70153,1041000,343989510,1000,6830,270359,685897020,24684508,1975315492,2138100767,884929403,1115070597,563860277,99883321754,106288062,471592,2168512,219899760,944523396,133830505,103706,691,2712,166112,1299740,2010734596,2063930480,140311003,8287399,173164908,283407,91712601,99998951,1049,28926277,31964004,1571,99998429,169900415,6966146,40634205,121766384,48457233,51542767,99934224,65776,29589412,1000,1000,1000,1000,1000,1000,1000
346000,10520,61206,345000000,2070000000,1000,6000,9997468209175,21426935,702563305,1339929366,2337,68317,1040999,344989480,1000,6304,271549,687896962,24667086,1975332914,2138445327,884715036,1115284964,565645837,99883483418,106475320,469554,2159311,220119378,946356748,133829776,103982,666,2770,166808,1302608,2016642839,2069932490,140479230,8220191,173537625,283950,91779809,99998933,1067,28666329,32086870,1529,99998471,170078196,6966161,40698278,121979576,48317668,51682332,99934450,65550,29598966,1000,1000,1000,1000,1000,1000,1000
347000,10980,63982,346000000,2076000000,1000,6000,9997469965662,19206100,702339665,1339929566,1991,68463,1041167,345989020,1000,1103,270503,689895706,24650695,1975349305,2138786954,884502600,1115497400,567432134,99883614657,106661688,496024,2172303,220346487,948180804,133829901,104196,671,2828,166620,1304868,2022551973,2075934915,140646347,8150800,173906145,284562,91849200,99998932,1068,28410483,32209737,1526,99998474,170254894,6966172,40763816,122193069,48179294,51820706,99934745,65255,29608547,1000,1000,1000,1000,1000,1000,1000
348000,10790,63025,347000000,2082000000,1000,6000,9997466228831,22477150,707606727,1339929584,2270,68166,1042445,346989210,1000,1101,268134,691893530,24631699,1975368301,2139129548,884293475,1115706525,569220814,99883773699,106848274,495169,2150595,220578909,950007568,133829853,104452,694,2681,166792,1307524,2028459511,2081935874,140813918,8082386,174274008,285183,91917614,99998962,1038,28155329,32332627,1468,99998532,170432025,6966191,40826878,122404582,48040403,51959597,99934935,65065,29618107,1000,1000,1000,1000,1000,1000,1000
349000,10490,63512,348000000,2088000000,1000,6000,9997470156929,18083635,705206874,1339927877,2965,69178,1045412,347989510,1000,5833,267461,693888196,24610027,1975389973,2139473502,884082257,1115917743,571004248,99883919962,107033544,506430,2150460,220801814,951822096,133829521,104688,670,2813,167016,1309992,2034361539,2087930655,140980432,8014873,174641295,285744,91985127,99998912,1088,27900510,32455102,1484,99998516,170607985,6966205,40891161,122616487,47902227,52097773,99935005,64995,29627553,1000,1000,1000,1000,1000,1000,1000
350000,10900,63063,349000000,2094000000,1000,6000,9997468871841,18904698,708029421,1339929456,3047,67517,1045500,348989100,1000,598,268209,695887200,24589515,1975410485,2139812408,883870225,1116129775,572791209,99884074026,107216886,508232,2148279,221016904,953617276,133829312,104946,695,2685,167328,1312644,2040275423,2093936339,141145144,7947166,175005453,286329,92052834,99999008,992,27649919,32578560,1513,99998487,170782003,6966216,40956356,122827782,47765433,52234567,99935241,64759,29636859,1000,1000,1000,1000,1000,1000,1000
351000,10500,62512,350000000,2100000000,1000,6000,9997472558548,14763601,705885425,1339926073,2744,71203,1045107,349989500,1000,1076,267723,697888786,24571167,1975428833,2140147324,883658969,1116341031,574581529,99884235720,107400446,503196,2133940,221237668,955414580,133828918,105216,709,2681,167712,1315392,2046183581,2099936412,141310293,7880528,175368798,286920,92119472,99998978,1022,27399959,32701720,1438,99998562,170956336,6966226,41021327,123039534,47627836,52372164,99935619,64381,29646043,1000,1000,1000,1000,1000,1000,1000
352000,10850,61964,351000000,2106000000,1000,6000,9997467565068,19298837,712414147,1339925105,2057,72858,1046481,350989150,1000,6130,267009,699885338,24549227,1975450773,2140483529,883449167,1116550833,576368269,99884385413,107582062,508315,2133995,221452906,957194544,133828689,105446,678,2825,167828,1317824,2052088152,2105931906,141473954,7812537,175729056,287499,92187463,99999011,989,27153718,32825414,1499,99998501,171129095,6966236,41086388,123250060,47491469,52508531,99935537,64463,29655141,1000,1000,1000,1000,1000,1000,1000
353000,10440,63239,352000000,2112000000,1000,6000,9997467902910,18502571,713618541,1339927747,2309,69964,1047743,351989560,1000,1134,266241,701883634,24528805,1975471195,2140815356,883239754,1116760246,578157138,99884529225,107764710,519483,2128460,221680191,958983300,133828868,105678,721,2635,167796,1320204,2058000433,2111935627,141638300,7746673,176088498,288102,92253327,99998984,1016,26908150,32949117,1377,99998623,171302667,6966250,41150689,123460255,47354801,52645199,99935727,64273,29664367,1000,1000,1000,1000,1000,1000,1000
354000,10490,63246,353000000,2118000000,1000,6000,9997463047493,22907717,720025076,1339928809,1886,69325,1047292,352989510,1000,1245,266622,703884436,24512025,1975487975,2141141730,883030028,1116969972,579948204,99884691420,107945078,511268,2113475,221895801,960750336,133828382,105936,709,2713,168216,1322868,2063910002,2117935509,141800723,7680584,176445540,288663,92319416,99999096,904,26664757,33072375,1382,99998618,171474138,6966260,41215717,123669610,47219522,52780478,99935819,64181,29673415,1000,1000,1000,1000,1000,1000,1000
355000,10800,64305,354000000,2124000000,1000,6000,9997468254726,17249287,716359810,1339926909,2029,71082,1048657,353989200,1000,1083,264761,705881086,24490332,1975509668,2141471316,882822937,1117177063,581737752,99884825607,108125604,531115,2117644,222120157,962519016,133828315,106182,712,2585,168408,1325436,2069818719,2123934612,141963208,7614040,176800779,289257,92385960,99999046,954,26423358,33195743,1606,99998394,171645557,6966271,41280063,123878573,47083839,52916161,99936003,63997,29682349,1000,1000,1000,1000,1000,1000,1000
356000,10570,62149,355000000,2130000000,1000,6000,9997462924608,22130763,723237458,1339925015,2588,72417,1050215,354989430,1000,6215,264370,707878430,24469396,1975530604,2141797049,882614430,1117385570,583526584,99885027875,108305618,483125,2045988,222352601,964282908,133828023,106430,711,2582,168704,1327988,2075725612,2129931636,142125831,7546119,177152580,289821,92453881,99999042,958,26186478,33319987,1437,99998563,171816939,6966276,41343861,124087476,46947493,53052507,99936288,63712,29691108,1000,1000,1000,1000,1000,1000,1000
357000,11080,63685,356000000,2136000000,1000,6000,9997467715895,16888025,719993095,1339927700,2813,69507,1051510,355988920,1000,637,263234,709874820,24448106,1975551894,2142121462,882406382,1117593618,585314912,99885130852,108484874,533484,2076730,222580901,966038724,133827607,106662,654,2703,169056,1330380,2081639910,2135935678,142287277,7479140,177503427,290331,92520860,99999082,918,25950374,33444115,1422,99998578,171987260,6966290,41409363,124296674,46812672,53187328,99936581,63419,29699983,1000,1000,1000,1000,1000,1000,1000
358000,10470,62729,357000000,2142000000,1000,6000,9997467371390,16790771,721894466,1339926586,3172,70262,1052787,356989530,1000,5813,263598,711873486,24431088,1975568912,2142439171,882197892,1117802108,587105079,99885259948,108662496,556165,2090230,222798116,967778840,133827424,106872,747,2529,169320,1332624,2087546774,2141931458,142447291,7412355,177852951,290826,92587645,99999059,941,25716445,33568920,1526,99998474,172155989,6966299,41474914,124504809,46678803,53321197,99936856,63144,29708698,1000,1000,1000,1000,1000,1000,1000
359000,10260,63078,358000000,2148000000,1000,6000,9997464652982,19062795,726160195,1339926475,2355,71190,1054028,357989740,1000,6293,261126,713871424,24406622,1975593378,2142762243,881992377,1118007623,588897486,99885459607,108839422,507829,2031865,223015900,969512240,133827159,107082,731,2570,169560,1334880,2093457377,2147930629,142606836,7346569,178200795,291330,92653431,99999073,927,25483639,33693160,1477,99998523,172324232,6966315,41540768,124712812,46545352,53454648,99937084,62916,29717396,1000,1000,1000,1000,1000,1000,1000
360000,10690,62372,359000000,2154000000,1000,6000,9997467843060,15431583,724532640,1339928924,2810,68286,1053924,358989310,1000,5702,262087,715870772,24388770,1975611230,2143076060,881784826,1118215174,590689272,99885605531,109014850,511699,2028154,223230075,971231476,133827205,107308,712,2551,169552,1337200,2099370847,2153931926,142765107,7280524,178545957,291912,92719476,99999051,949,25253697,33817573,1492,99998508,172491114,6966326,41606320,124919413,46412914,53587086,99937219,62781,29726007,1000,1000,1000,1000,1000,1000,1000
361000,10690,63933,360000000,2160000000,1000,6000,9997467659304,15181205,726276800,1339925916,2034,72070,1054155,359989310,1000,1029,261657,717870310,24368148,1975631852,2143389162,881577953,1118422047,592481927,99885732762,109189916,534491,2034577,223453815,972946580,133827156,107530,721,2447,169696,1339504,2105286315,2159935038,142923171,7213915,178887594,292452,92786085,99999126,874,25027901,33942389,1403,99998597,172657613,6966336,41672439,125126726,46280155,53719845,99937652,62348,29734442,1000,1000,1000,1000,1000,1000,1000
362000,10480,63240,361000000,2166000000,1000,6000,9997464290154,18110035,731205421,1339928225,2849,68946,1055715,360989520,1000,1079,260215,719867610,24346385,1975653615,2143701268,881373815,1118626185,594275083,99885891770,109363702,525159,2022961,223661273,974651112,133826699,107770,772,2613,169936,1341976,2111199945,2165935681,143080568,7150263,179230590,293010,92849737,99999101,899,24801185,34067479,1460,99998540,172823262,6966342,41737132,125332312,46147514,53852486,99937714,62286,29742694,1000,1000,1000,1000,1000,1000,1000
363000,10640,63454,362000000,2172000000,1000,6000,9997462537113,19428557,734520200,1339927441,2536,70043,1056613,361989360,1000,594,260012,721865494,24324497,1975675503,2144012230,881167480,1118832520,596066618,99886038787,109537952,527985,2006205,223887075,976358660,133826404,108016,730,2530,170356,1344532,2117112968,2171935952,143238053,7084662,179569863,293544,92915338,99999091,909,24577702,34192133,1413,99998587,172989077,6966356,41802859,125538864,46015019,53984981,99938098,61902,29751024,1000,1000,1000,1000,1000,1000,1000
364000,10540,63079,363000000,2178000000,1000,6000,9997464612405,16924646,734011218,1339924291,3075,72654,1057694,362989460,1000,633,258984,723863532,24304609,1975695391,2144319061,880963090,1119036910,597860257,99886206559,109710106,508011,1981440,224097240,978046200,133826351,108244,770,2471,170428,1346884,2123027113,2177936288,143393665,7020382,179908107,294114,92979618,99999140,860,24355088,34316532,1493,99998507,173152888,6966365,41869072,125744291,45884004,54115996,99938381,61619,29759223,1000,1000,1000,1000,1000,1000,1000
365000,10830,63005,364000000,2184000000,1000,6000,9997462846861,18256581,737341930,1339927081,1857,71082,1058438,363989170,1000,630,259485,725861464,24280775,1975719225,2144626336,880757508,1119242492,599652597,99886337320,109882368,525812,1992226,224308878,979734448,133825954,108498,680,2566,170820,1349508,2128940932,2183936365,143549561,6958817,180246069,294672,93041183,99999111,889,24133183,34441294,1384,99998616,173316931,6966375,41934561,125949382,45752549,54247451,99938806,61194,29767370,1000,1000,1000,1000,1000,1000,1000
366000,10620,63895,365000000,2190000000,1000,6000,9997461569304,19103889,740184461,1339927588,2084,70348,1060382,364989380,1000,6449,257226,727857996,24258756,1975741244,2144931083,880555679,1119444321,601447289,99886469145,110054676,541885,1986287,224534514,981424100,133825384,108746,753,2503,171380,1352024,2134847945,2189929656,143705322,6895002,180580881,295161,93104998,99999106,894,23914265,34566062,1435,99998565,173481077,6966386,41999669,126153481,45621943,54378057,99938769,61231,29775755,1000,1000,1000,1000,1000,1000,1000
367000,11000,62906,366000000,2196000000,1000,6000,9997465988841,14262870,737342753,1339926757,2710,70553,1060210,365989000,1000,1186,256544,729857580,24241390,1975758610,2145227678,880350983,1119649017,603242165,99886610865,110225210,546109,1982833,224747754,983095332,133825513,108936,720,2595,171192,1353984,2140768835,2195935908,143859403,6832658,180914106,295698,93167342,99999093,907,23697367,34691154,1326,99998674,173643386,6966398,42067434,126358871,45492546,54507454,99939053,60947,29783983,1000,1000,1000,1000,1000,1000,1000
368000,10660,63711,367000000,2202000000,1000,6000,9997463396758,16432371,741509484,1339927674,2062,70284,1061604,366989340,1000,1147,256273,731855472,24221374,1975778626,2145524343,880147424,1119852576,605036486,99886736644,110395118,566190,1995348,224959166,984761344,133825435,109130,770,2507,171308,1355984,2146683018,2201935142,144013133,6771195,181246344,296169,93228805,99999128,872,23482216,34816802,1344,99998656,173805206,6966410,42133726,126562713,45363086,54636914,99939215,60785,29792073,1000,1000,1000,1000,1000,1000,1000
369000,10790,62537,368000000,2208000000,1000,6000,9997460635469,18771687,745844015,1339925600,2117,72303,1062570,367989210,1000,1113,255656,733853280,24198100,1975801900,2145823526,879943861,1120056139,606830719,99886911567,110564318,536552,1951744,225177277,986419824,133825506,109364,764,2310,171440,1358444,2152599509,2207936350,144166071,6707953,181575234,296751,93292047,99999104,896,23269525,34941611,1450,99998550,173966172,6966422,42201036,126766905,45234232,54765768,99939537,60463,29800101,1000,1000,1000,1000,1000,1000,1000
370000,10720,63074,369000000,2214000000,1000,6000,9997457916613,21066180,750137248,1339927424,2108,70488,1063936,368989280,1000,1040,255194,735850688,24173807,1975826193,2146120668,879740892,1120259108,608625146,99887031067,110732592,562220,1968973,225388987,988069476,133825394,109568,729,2433,171464,1360508,2158514806,2213935886,144318462,6646216,181903368,297261,93353784,99999159,841,23058468,35067017,1440,99998560,174126382,6966434,42267726,126970348,45105298,54894702,99939984,60016,29807920,1000,1000,1000,1000,1000,1000,1000
371000,10670,62988,370000000,2220000000,1000,6000,9997460884982,17683810,748750190,1339924713,2578,72729,1065305,369989330,1000,609,254929,737848050,24153137,1975846863,2146412012,879537757,1120462243,610419359,99887190459,110900416,547228,1943848,225603005,989715252,133825532,109748,858,2406,171224,1362452,2164431321,2219936403,144470668,6585683,182230083,297807,93414317,99999158,842,22848326,35191915,1365,99998635,174286367,6966448,42334492,127173762,44976429,55023571,99940285,59715,29815699,1000,1000,1000,1000,1000,1000,1000
372000,10510,61998,371000000,2226000000,1000,6000,9997463419842,14733256,747795501,1339926084,2501,71435,1067319,370989490,1000,640,253301,739844342,24132545,1975867455,2146700801,879336696,1120663304,612214574,99887352260,111067442,530033,1913093,225818666,991353004,133825166,109964,760,2510,171584,1364672,2170348659,2225937362,144622040,6524173,182554203,298272,93475827,99999171,829,22641652,35317526,1407,99998593,174445439,6966464,42401225,127376467,44848157,55151843,99940697,59303,29823399,1000,1000,1000,1000,1000,1000,1000
373000,10590,62940,372000000,2232000000,1000,6000,9997457218037,20524409,755578739,1339920874,2665,76481,1068601,371989410,1000,6297,253002,741841618,24108328,1975891672,2146990625,879135233,1120864767,614010377,99887458372,111234508,567813,1934110,226036876,992992308,133824941,110230,734,2381,171964,1367368,2176258394,2231930763,144773587,6464955,182878008,298851,93535045,99999153,847,22435245,35443400,1455,99998545,174604883,6966474,42467244,127578239,44720301,55279699,99940630,59370,29831296,1000,1000,1000,1000,1000,1000,1000
374000,11070,63307,373000000,2238000000,1000,6000,9997463153484,14176806,751235129,1339924524,2135,73361,1067531,372988930,1000,600,253238,743842798,24088832,1975911168,2147273924,878932817,1121067183,615809128,99887611635,111399664,557957,1911597,226251119,994612712,133824201,110488,774,2553,172492,1370008,2182181017,2237936093,144923698,6403643,183198114,299379,93596357,99999178,822,22232779,35569137,1402,99998598,174762563,6966487,42534464,127780432,44592897,55407103,99940835,59165,29838865,1000,1000,1000,1000,1000,1000,1000
