Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
106000,20387600,1259432,2100000000,12600000000,20000,120000,9962021680504,8447893,1252718484,2219,2079612400,2000,1095,2813529,4159220362,3406385997,16593614003,18655745703,9488531871,511468129,729988933,102270577446,6839011000,211506,8128344,2119592100,59254627600,1344233320,4192771170,3426304122,811585341,10128262500,188414659,999996725,3275,15284,14603462,985396538,4568400038,972136900,110,1142112400,999983626,16374,999839384,160616,1142095916,1000,1000,1000,1000,1000,1000,1000,102271340827,6840117300,229310,8167551,2119752800,59265065000,1329533686,4178585586,3426553180,813564631,10130208600,186435369,999996310,3690,9979,14505799,985494201,4568731401,972853100,102,1142196840,999981483,18517,999835279,164721,1142178221,1000,1000,1000,1000,1000,1000,1000,102271153880,6839540100,155173,8199186,2119569800,59259950600,1378578317,4227382717,3426309104,812659910,10129334400,187340090,999994561,5439,20751,14494847,985505153,4568409353,972773300,54,1142108660,999991643,8357,999831051,168949,1142100249,1000,1000,1000,1000,1000,1000,1000
107000,20485110,1272468,2120000000,12720000000,20000,120000,9961715977871,14651354,1269224250,3811,2099514890,2000,1038,2817238,4199022158,3406503925,16593496075,18655396175,9493433062,506566938,745188720,102296750878,6898000300,215486,7885781,2128098200,59778907000,1358536996,4232468646,3450898743,811561205,10219915800,188438795,999989093,10907,108488,14539645,985460355,4601198055,981988600,8021,1150308140,999999193,807,999837688,162312,1150299312,1000,1000,1000,1000,1000,1000,1000,102297591502,6899113600,152127,7776993,2128325600,59789390400,1346044888,4220492588,3451168309,813540164,10221852600,186459836,999996907,3093,108343,14449434,985550566,4601552566,982675200,105,1150399900,999984462,15538,999833943,166057,1150384257,1000,1000,1000,1000,1000,1000,1000,102297374491,6898540600,168572,8157598,2127806200,59784391600,1391558360,4265765260,3450880787,812753157,10221104700,187246843,999995978,4022,10521,14512934,985487066,4601171366,982602700,8531,1150308160,999990950,9050,999836221,163779,1150290579,1000,1000,1000,1000,1000,1000,1000
108000,20580930,1254205,2140000000,12840000000,20000,120000,9961420602154,10504770,1275489280,2093,2119419070,2000,125479,2823056,4238833954,3406593424,16593406576,18655079376,9498215004,501784996,760376458,102323001843,6956988200,189671,7824577,2136352000,60303288400,1372978115,4272310115,3475481224,811660160,10311679800,188339840,999996398,3602,101038,14520414,985479586,4633972386,991847000,8420,1158507320,999992262,7738,999833038,166962,1158491162,1000,1000,1000,1000,1000,1000,1000,102323744590,6958151800,181924,7627489,2136737200,60314010800,1360234687,4260091387,3475797083,813607790,10313587800,186392210,999992228,7772,108238,14431255,985568745,4634393045,992450700,8861,1158614020,999990803,9197,999842438,157562,1158595962,1000,1000,1000,1000,1000,1000,1000,102323591972,6957541700,140126,7853695,2136286900,60308705000,1406617464,4306218814,3475485735,812733272,10312758600,187266728,999995238,4762,100566,14512631,985487369,4633976269,992374800,8433,1158513100,999985867,14133,999848466,151534,1158490534,1000,1000,1000,1000,1000,1000,1000
109000,20676600,1254629,2160000000,12960000000,20000,120000,9961116461391,15093557,1290524302,21887,2139323400,2000,1033,2785519,4278603026,3406653848,16593346152,18654789752,9502895861,497104139,775541087,102349159990,7016013900,166210,8217352,2144247300,60827729400,1386580023,4311311373,3500153822,811817853,10403488800,188182147,999994153,5847,18400,14430478,985569522,4666866322,1001614700,98,1166728920,999983678,16322,999838700,161300,1166712500,1000,1000,1000,1000,1000,1000,1000,102349823114,7017136900,165468,8341448,2144343700,60838099400,1376967947,4302207047,3500491414,813764475,10405391400,186235525,999981969,18031,16294,14311380,985688620,4667321620,1002186500,58,1166831060,999999204,796,999828494,171506,1166830206,1000,1000,1000,1000,1000,1000,1000,102349693559,7016535700,223188,8320200,2144107300,60833045000,1420227568,4345225918,3500095321,812904819,10404601500,187095181,999991868,8132,2549,14512128,985487872,4666788972,1002156600,8421,1166716440,999985632,14368,999845349,154651,1166693651,1000,1000,1000,1000,1000,1000,1000
110000,20771740,1268211,2180000000,13080000000,20000,120000,9960815062832,17008883,1303011224,21858,2159228260,2000,949,2781437,4318412804,3406781615,16593218385,18654434785,9507464983,492535017,790685887,102375255501,7075070600,162147,8124201,2152668000,61352377200,1401341858,4351481608,3524863970,811894166,10495200000,188105834,999991882,8118,8316,14333446,985666554,4699818254,1011336700,8098,1174963500,999998882,1118,999836816,163184,1174954284,1000,1000,1000,1000,1000,1000,1000,102376015291,7076171000,172524,7725873,2153106000,61362702800,1392541200,4343188750,3525116654,813768132,10497039000,186231868,999995237,4763,110305,14393651,985606349,4700152749,1011872800,8536,1175053000,999991631,8369,999839805,160195,1175036095,1000,1000,1000,1000,1000,1000,1000,102375904834,7075562500,148465,8183703,2152508700,61357577000,1433657232,4384060482,3524764991,812968947,10496321700,187031053,999984880,15120,5733,14385042,985614958,4699683058,1011982400,123,1174928980,999989210,10790,999837933,162067,1174918067,1000,1000,1000,1000,1000,1000,1000
111000,20869520,1238756,2200000000,13200000000,20000,120000,9960523392879,9154523,1305847820,21959,2179130480,2000,10245,2787055,4358217042,3406876602,16593123398,18654120798,9511939665,488060335,805845907,102401420653,7134050000,199399,7803386,2161122900,61876592800,1416558535,4392089335,3549451511,811866799,10586857500,188133201,999991983,8017,104484,14437773,985562227,4732599027,1021036400,8181,1183164660,999991037,8963,999840884,159116,1183147516,1000,1000,1000,1000,1000,1000,1000,102402205892,7135198000,128110,7944548,2161057100,61887229600,1405419860,4381471960,3549782772,813950807,10588869900,186049193,999995741,4259,3134,14403262,985596738,4733039838,1021567300,8160,1183276800,999988426,11574,999836734,163266,1183257066,1000,1000,1000,1000,1000,1000,1000,102402049211,7134576700,142808,7754709,2161155800,61882035000,1449384604,4425189704,3549421954,812973203,10587972000,187026797,999988576,11424,80473,14374919,985625081,4732561681,1021707100,120,1183142620,999997227,2773,999826773,173227,1183139727,1000,1000,1000,1000,1000,1000,1000
112000,20965640,1277034,2220000000,13320000000,20000,120000,9960222531211,10472836,1317804569,20263,2199034360,2000,11644,2788339,4398028194,3406939447,16593060553,18653816753,9516444781,483555219,820988175,102427614779,7193096100,143778,7590296,2169569600,62401242600,1432522785,4433463435,3574145177,811955578,10678581300,188044422,999996097,3903,103119,14379942,985620058,4765519758,1030766800,45,1191396060,999978566,21434,999840219,159781,1191374581,1000,1000,1000,1000,1000,1000,1000,102428261459,7194219800,187923,8127158,2169203800,62411578000,1422396850,4423843000,3574453769,814020280,10680582600,185979720,999997474,2526,14894,14356525,985643475,4765935075,1031273200,8403,1191499560,999990149,9851,999846194,153806,1191481306,1000,1000,1000,1000,1000,1000,1000,102428186533,7193572200,165841,8167764,2168973800,62406296400,1460207887,4461404887,3574043121,813116074,10679778000,186883926,999988432,11568,15858,14380337,985619663,4765390663,1031444800,8023,1191356060,999999505,495,999830658,169342,1191347542,1000,1000,1000,1000,1000,1000,1000
113000,21061190,1256341,2240000000,13440000000,20000,120000,9959918852194,14677637,1332837853,2257,2218938810,2000,103,2827410,4437873106,3407089431,16592910569,18653449069,9520777850,479222150,836110656,102453704565,7252119800,145700,7728725,2177734000,62925619600,1446851475,4473187725,3598842980,812033230,10770298800,187966770,999995885,4115,100055,14310575,985689425,4798450725,1040463900,110,1199627600,999980255,19745,999839555,160445,1199607745,1000,1000,1000,1000,1000,1000,1000,102454385241,7253234700,151232,7710758,2177836400,62935968600,1435503777,4462347477,3599152137,813999286,10772205000,186000714,999995977,4023,106091,14329654,985670346,4798869446,1040941000,8061,1199725580,999999790,210,999829991,170009,1199717309,1000,1000,1000,1000,1000,1000,1000,102454359802,7252592600,131353,8226882,2177120700,62930666800,1476615754,4503208354,3598711754,813192962,10771503900,186807038,999995447,4553,17185,14365631,985634369,4798276769,1041135400,136,1199581860,999983291,16709,999842385,157615,1199565015,1000,1000,1000,1000,1000,1000,1000
114000,21154820,1236199,2260000000,13560000000,20000,120000,9959623457688,10542015,1339559466,21871,2238845180,2000,123825,2793933,4477646618,3407175103,16592824897,18653129297,9524989327,475010673,851212845,102479714505,7311150200,194251,7843289,2185910800,63449985200,1460775834,4512506134,3623568430,812102357,10861995000,187897643,999998309,1691,110852,14306822,985693178,4831419378,1050044800,126,1207866660,999984414,15586,999838652,161348,1207850948,1000,1000,1000,1000,1000,1000,1000,102480472982,7312254300,190042,7809421,2185960600,63460335800,1450766131,4503005331,3623820767,814083670,10863935100,185916330,999994478,5522,105508,14371041,985628959,4831759559,1050571900,7837,1207951020,999995609,4391,999837108,162892,1207938792,1000,1000,1000,1000,1000,1000,1000,102480426300,7311640600,157468,8211386,2185459000,63455245200,1491130761,4543128511,3623430514,813261218,10863220200,186738782,999985574,14426,10356,14309242,985690758,4831234758,1050806400,134,1207822160,999982218,17782,999840856,159144,1207804244,1000,1000,1000,1000,1000,1000,1000
115000,21248600,1279676,2280000000,13680000000,20000,120000,9959318463474,16038124,1356054925,2294,2258751400,2000,80,2837589,4517498212,3407293398,16592706602,18652781302,9529139011,470860989,866318223,102505844423,7370204100,154055,7768327,2194198900,63974571400,1476479692,4553614892,3648281958,812194234,10953715800,187805766,999998060,1940,100326,14294868,985705132,4864372932,1059668900,8030,1216108040,999990964,9036,999842726,157274,1216090974,1000,1000,1000,1000,1000,1000,1000,102506551590,7371275800,219833,7845285,2194161400,63984741200,1462162353,4539799203,3648514693,814159169,10955659800,185840831,999988010,11990,100441,14392448,985607552,4864682452,1060196700,125,1216179300,999988584,11416,999834341,165659,1216167759,1000,1000,1000,1000,1000,1000,1000,102506491342,7370681700,205690,8128917,2193819000,63979818600,1507902699,4585306149,3648128911,813344368,10954942200,186655632,999990012,9988,2844,14312833,985687167,4864165867,1060453400,61,1216055060,999981957,18043,999837844,162156,1216036956,1000,1000,1000,1000,1000,1000,1000
116000,21342080,1232439,2300000000,13800000000,20000,120000,9959020872576,14097222,1365125393,3778,2278657920,2000,11307,2832387,4557308284,3407376798,16592623202,18652465902,9533211133,466788867,881406917,102531911768,7429253900,143526,7943066,2202270000,64499145400,1491407020,4593946870,3673033078,812350121,11045493600,187649879,999995819,4181,20398,14288320,985711680,4897374880,1069242300,8386,1224357860,999992328,7672,999832398,167602,1224341802,1000,1000,1000,1000,1000,1000,1000,102532645700,7430320100,219173,7845227,2202396300,64509228200,1475604164,4578640914,3673230625,814241625,11047368600,185758375,999996416,3584,106091,14401966,985598034,4897633834,1069791100,113,1224424320,999979002,20998,999843391,156609,1224403209,1000,1000,1000,1000,1000,1000,1000,102532558604,7429706400,208798,8136736,2202057200,64504205600,1523368920,4626168470,3672833472,813412027,11046643500,186587973,999990261,9739,9534,14301662,985698338,4897111038,1070079100,8460,1224286800,999999226,774,999829734,170266,1224277566,1000,1000,1000,1000,1000,1000,1000
117000,21435830,1250439,2320000000,13920000000,20000,120000,9958727731054,7748521,1369709176,3912,2298564170,2000,182,2829939,4597120516,3407484875,16592515125,18652108225,9537356081,462643919,896486797,102557914721,7488301300,156161,7762295,2210789400,65023569000,1506976266,4634911666,3697810788,812336085,11137098300,187663915,999986779,13221,104794,14214706,985785294,4930411094,1078814500,64,1232610240,999990130,9870,999830194,169806,1232600306,1000,1000,1000,1000,1000,1000,1000,102558762337,7489374100,184008,8041459,2210489200,65033903400,1489099966,4617547166,3697961646,814424907,11139176700,185575093,999988322,11678,2815,14315669,985684331,4930611331,1079487700,44,1232662320,999987409,12591,999830015,169985,1232649685,1000,1000,1000,1000,1000,1000,1000,102558744289,7488750400,128103,8123040,2210235200,65028691200,1538091147,4666290547,3697549381,813507060,11138366700,186492940,999997424,2576,3764,14301083,985698917,4930058517,1079687600,111,1232531220,999978027,21973,999842464,157536,1232509136,1000,1000,1000,1000,1000,1000,1000
118000,21528500,1263384,2340000000,14040000000,20000,120000,9958424930950,11034616,1384083909,3840,2318471500,2000,193,2839073,4636935320,3407595966,16592404034,18651779234,9541358007,458641993,911568227,102583910404,7547337200,209675,7953552,2218897500,65547955200,1519939333,4673269383,3722542430,812414018,11228811000,187585982,999983211,16789,93093,14215863,985784137,4963389437,1088377700,8824,1240857240,999998591,1409,999830093,169907,1240847007,1000,1000,1000,1000,1000,1000,1000,102584826629,7548414100,187880,7765993,2219025300,65558315400,1503759838,4657602788,3722689456,814407977,11230785900,185592023,999998380,1620,100603,14304547,985695453,4963580253,1089072900,98,1240907960,999982935,17065,999837403,162597,1240890797,1000,1000,1000,1000,1000,1000,1000,102584746756,7547764300,179037,7828531,2218808200,65552983800,1554273302,4707864252,3722267505,813470880,11229963600,186529120,999991011,8989,110831,14305126,985694874,4963019874,1089274500,53,1240762820,999989602,10398,999830031,169969,1240752369,1000,1000,1000,1000,1000,1000,1000
119000,21620730,1249402,2360000000,14160000000,20000,120000,9958119777769,16651481,1400827387,20303,2338379270,2000,1129,2809472,4676717934,3407681950,16592318050,18651465550,9545264068,454735932,926630502,102610057592,7606413900,147652,8011164,2226959700,66072673400,1536700725,4715441075,3747297380,812593615,11320603500,187406385,999995363,4637,4848,14289968,985710032,4996389532,1097868000,104,1249113180,999979076,20924,999841048,158952,1249092152,1000,1000,1000,1000,1000,1000,1000,102610929640,7607457800,161775,7830200,2227148300,66082751600,1517550158,4696789908,3747407050,814485581,11322500700,185514419,999998186,1814,100305,14338855,985661145,4996536745,1098625600,7920,1249155580,999982035,17965,999848605,151395,1249129695,1000,1000,1000,1000,1000,1000,1000,102610790616,7606833200,211336,7701883,2227208600,66077676800,1567517836,4746518486,3747001331,813551797,11321675700,186448203,999988281,11719,98184,14310053,985689947,4996001447,1098857900,8101,1249009200,999999017,983,999831784,168216,1249000116,1000,1000,1000,1000,1000,1000,1000
120000,21712060,1263874,2380000000,14280000000,20000,120000,9957822836645,14098289,1409455521,2288,2358287940,2000,80,2839828,4716571304,3407810934,16592189066,18651104466,9549165332,450834668,941682736,102635997586,7665480800,211591,8124634,2235248200,66597220000,1550843020,4754984170,3772077282,812665209,11412282300,187334791,999995368,4632,11259,14208577,985791423,5029435323,1107439900,8620,1257369820,999996841,3159,999840459,159541,1257358041,1000,1000,1000,1000,1000,1000,1000,102636966953,7666529400,142583,7648980,2235658900,66607447600,1531934359,4736583659,3772197749,814550734,11414179800,185449266,999992946,7054,108212,14246763,985753237,5029594437,1108226600,7687,1257412060,999992315,7685,999834112,165888,1257396688,1000,1000,1000,1000,1000,1000,1000,102636806997,7665862600,229165,7847498,2235345700,66602000400,1582776017,4787168217,3771766227,813622557,11413365300,186377443,999994311,5689,109254,14302827,985697173,5029015973,1108387400,125,1257266860,999983011,16989,999828454,171546,1257249746,1000,1000,1000,1000,1000,1000,1000
121000,21803950,1259696,2400000000,14400000000,20000,120000,9957524535656,12871918,1419510645,2089,2378196050,2000,11624,2846405,4756387922,3407902774,16592097226,18650778626,9552935575,447064425,956727897,102662069255,7724548800,152678,7978385,2243619500,67121816800,1566742196,4796287146,3796878878,812733087,11503960500,187266913,999992798,7202,18411,14195833,985804167,5062501867,1116933300,8140,1265641040,999990089,9911,999835911,164089,1265622989,1000,1000,1000,1000,1000,1000,1000,102662938512,7725544700,202220,7822688,2243752100,67131731800,1546030802,4776070952,3796941292,814640724,11505889200,185359276,999993868,6132,100444,14283652,985716348,5062588148,1117744100,8640,1265656220,999999276,724,999817544,182456,1265646856,1000,1000,1000,1000,1000,1000,1000,102662869540,7724936800,230117,8198739,2243219200,67126621600,1596573832,4826370582,3796505181,813798678,11505166800,186201322,999996397,3603,10319,14328538,985671462,5062003462,1117918200,7741,1265516360,999989662,10338,999845019,154981,1265498281,1000,1000,1000,1000,1000,1000,1000
122000,21895590,1268170,2420000000,14520000000,20000,120000,9957222388222,15480744,1433277601,22049,2398104410,2000,920,2799235,4796164722,3407973266,16592026734,18650464134,9556770725,443229275,971768347,102688075701,7783590000,158352,7881998,2251985200,67646153600,1582349731,4837285581,3821661437,812741465,11595575700,187258535,999997416,2584,100551,14193614,985806386,5095540986,1126418800,121,1273902460,999977210,22790,999838751,161249,1273879549,1000,1000,1000,1000,1000,1000,1000,102688978446,7784632600,187234,8226122,2251650400,67656380400,1563355996,4818800696,3821745408,814815038,11597671500,185184962,999994098,5902,5060,14239752,985760248,5095653648,1127252800,112,1273929040,999979312,20688,999834960,165040,1273908240,1000,1000,1000,1000,1000,1000,1000,102688942870,7783972400,177424,7788744,2251879700,67651055200,1607450233,4862644633,3821278578,813778285,11596761900,186221715,999994183,5817,107898,14274620,985725380,5095035080,1127495500,66,1273765640,999990928,9072,999827098,172902,1273756502,1000,1000,1000,1000,1000,1000,1000
123000,21987740,1224220,2440000000,14640000000,20000,120000,9956927984702,10419718,1439575230,2137,2418012260,2000,122445,2847066,4836020246,3408117620,16591882380,18650071380,9560490574,439509426,986799020,102714070887,7842667500,173420,7797206,2260309900,68170824600,1594791014,4875134114,3846453775,812830878,11687279100,187169122,999978347,21653,83769,14224894,985775106,5128601406,1135878600,67,1282158580,999989118,10882,999833669,166331,1282147631,1000,1000,1000,1000,1000,1000,1000,102715025002,7843683400,164643,8122094,2259957500,68180859600,1577150310,4857993610,3846506546,814874050,11689346700,185125950,999989565,10435,21815,14259669,985740331,5128672531,1136757600,44,1282174620,999991409,8591,999830815,169185,1282165985,1000,1000,1000,1000,1000,1000,1000,102714994109,7843079700,160647,8040704,2259983400,68175918600,1624915661,4905525611,3846084949,813954331,11688549300,186045669,999993783,6217,7852,14177503,985822497,5128106997,1137075600,107,1282040960,999981195,18805,999837752,162248,1282022048,1000,1000,1000,1000,1000,1000,1000
124000,22078250,1259869,2460000000,14760000000,20000,120000,9956629024556,9854286,1450378738,2269,2437921750,2000,126037,2844190,4875838962,3408212142,16591787858,18649747158,9564135490,435864510,1001815752,102740086086,7901722100,137475,8028726,2268301200,68695290600,1612042140,4917782540,3871259158,812973018,11779020600,187026982,999980805,19195,19187,14227929,985772071,5161678571,1145333000,48,1290420380,999999081,919,999821887,178113,1290419413,1000,1000,1000,1000,1000,1000,1000,102741016687,7902789300,175983,7564377,2268840500,68705722600,1590532735,4896791735,3871327104,814871199,11780942700,185128801,999987989,12011,98690,14222286,985777714,5161769214,1146255200,8296,1290451180,999999226,774,999829190,170810,1290442110,1000,1000,1000,1000,1000,1000,1000,102740946968,7902157300,206037,7703042,2268668100,68700518600,1638027069,4944039819,3870889680,813935342,11780132100,186064658,999995977,4023,108035,14142355,985857645,5161180845,1146570500,110,1290307460,999983815,16185,999840635,159365,1290291165,1000,1000,1000,1000,1000,1000,1000
125000,22168410,1257434,2480000000,14880000000,20000,120000,9956325620021,13755310,1465631016,3959,2457831590,2000,100,2847544,4915655262,3408320931,16591679069,18649401569,9567800516,432199484,1016828678,102766081106,7960801800,161720,8180393,2276514500,69219895600,1627954347,4959097597,3896050275,813071449,11870720700,186928551,999990291,9709,4242,14162167,985837833,5194731833,1154877200,8181,1298695340,999994399,5601,999833742,166258,1298681558,1000,1000,1000,1000,1000,1000,1000,102767027566,7961835700,180897,7760656,2276879700,69230075400,1606366141,4938016391,3896105420,814961743,11872637100,185038257,999995164,4836,101321,14259201,985740799,5194803099,1155703000,8598,1298718660,999987617,12383,999837521,162479,1298697679,1000,1000,1000,1000,1000,1000,1000,102767008335,7961209200,146775,8065745,2276484900,69224974400,1650218728,4981628478,3895666600,814110043,11871917700,185889957,999993513,6487,7670,14161170,985838830,5194221730,1156046900,8700,1298565040,999998790,1210,999834570,165430,1298555130,1000,1000,1000,1000,1000,1000,1000
126000,22258420,1285127,2500000000,15000000000,20000,120000,9956023552145,16295034,1479606209,22005,2477741580,2000,10835,2818925,4955439150,3408407379,16591592621,18649076321,9571346095,428653905,1031838345,102792088265,8019896000,139471,7687951,2285282000,69744604800,1644230028,5000780828,3920880532,813063466,11962299300,186936534,999995178,4822,101612,14141280,985858720,5227838820,1164327100,7804,1306971760,999994332,5668,999836112,163888,1306958288,1000,1000,1000,1000,1000,1000,1000,102793000634,8020905000,202369,7632366,2285256800,69754677200,1617249832,4974304032,3920908138,815030951,11964313200,184969049,999994552,5448,106001,14291963,985708037,5227876937,1165142900,8220,1306978760,999998259,1741,999827801,172199,1306968799,1000,1000,1000,1000,1000,1000,1000,102792914328,8020257400,205465,7873380,2285002100,69749379600,1666815128,5023619178,3920490786,814100751,11963513100,185899249,999983182,16818,86431,14161345,985838655,5227320555,1165476900,112,1306831360,999998521,1479,999819531,180469,1306829769,1000,1000,1000,1000,1000,1000,1000
127000,22347320,1287590,2520000000,15120000000,20000,120000,9955732630471,7658292,1482385212,21840,2497652680,2000,82,2817640,4995261680,3408459163,16591540837,18648787537,9574926640,425073360,1046835920,102818038065,8078969600,164242,7841073,2293435900,70269089600,1657790211,5039737111,3945717700,813137681,12053973600,186862319,999992750,7250,100069,14143369,985856631,5260948531,1173726100,62,1315256100,999974793,25207,999844969,155031,1315230831,1000,1000,1000,1000,1000,1000,1000,102819044839,8079969000,176212,8118430,2293057500,70279155600,1633890140,5016341240,3945699135,815200209,12056089800,184799791,999997026,2974,20917,14244782,985755218,5260926518,1174664100,131,1315244500,999983014,16986,999839417,160583,1315227383,1000,1000,1000,1000,1000,1000,1000,102818902537,8079331700,213637,7933148,2293263100,70273952200,1680428427,5062633977,3945304749,814181703,12055196100,185818297,999983861,16139,86358,14124909,985875091,5260403391,1174962200,55,1315107520,999991177,8823,999821958,178042,1315098642,1000,1000,1000,1000,1000,1000,1000
128000,22435700,1277117,2540000000,15240000000,20000,120000,9955427042181,13739408,1500044695,21834,2517564300,2000,92,2819255,5035084932,3408569589,16591430411,18648442411,9578345585,421654415,1061831617,102843988990,8138033800,169072,7816349,2301680000,70793574800,1672453736,5079797936,3970534491,813214459,12145642200,186785541,999994313,5687,100954,14194763,985805237,5294044937,1183103300,8441,1323522040,999996847,3153,999834954,165046,1323510446,1000,1000,1000,1000,1000,1000,1000,102844964107,8139048000,178097,7794013,2301729800,70803756800,1645952674,5053806474,3970567284,815188095,12147673800,184811905,999983263,16737,93468,14185484,985814516,5294089416,1184092300,8180,1323531200,999999112,888,999818268,181732,1323522132,1000,1000,1000,1000,1000,1000,1000,102844892931,8138422200,218915,8131228,2301332400,70798630800,1697506731,5105118381,3970114175,814341365,12146943000,185658635,999991947,8053,19182,14136107,985863893,5293484993,1184403300,8281,1323380820,999998279,1721,999828082,171918,1323370818,1000,1000,1000,1000,1000,1000,1000
129000,22525510,1272178,2560000000,15360000000,20000,120000,9955125840097,15421785,1513304201,20325,2537474490,2000,93,2828186,5074908330,3408671282,16591328718,18648106218,9581750334,418249666,1076804564,102869891093,8197134300,212355,8174757,2309699600,71318290200,1687166751,5119918101,3995409858,813378590,12237398400,186621410,999989506,10494,8916,14147758,985852242,5327209942,1192513400,70,1331809760,999990394,9606,999831516,168484,1331800084,1000,1000,1000,1000,1000,1000,1000,102870987856,8198142300,163525,8025570,2309784600,71328463800,1661296271,5094557471,3995380532,815354364,12239430000,184645636,999994191,5809,19127,14152595,985847405,5327171205,1193578700,54,1331799240,999991487,8513,999829227,170773,1331790673,1000,1000,1000,1000,1000,1000,1000,102870905709,8197514800,189309,7768611,2309899500,71323259200,1711237807,5144252157,3994947928,814343004,12238539600,185656996,999998010,1990,100206,14187778,985812222,5326592822,1193762000,8440,1331666580,999986754,13246,999841206,158794,1331644894,1000,1000,1000,1000,1000,1000,1000
