Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C1_1::M2_1,OH-::C1_1::M2_1,H+::C1_1::M2_1,l::C1_1::M2_1,m::C1_1::M2_1,n::C1_1::M2_1,q::C1_1::M2_1,en_Y::C1_1::M2_1,ATP::C1_1::M2_1,ADP::C1_1::M2_1,Pi::C1_1::M2_1,mem_P3::C1_1::M2_1,mem_P4::C1_1::M2_1,mem_P5::C1_1::M2_1,H2O::C1_2::M2_1,OH-::C1_2::M2_1,H+::C1_2::M2_1,l::C1_2::M2_1,m::C1_2::M2_1,n::C1_2::M2_1,q::C1_2::M2_1,en_Y::C1_2::M2_1,ATP::C1_2::M2_1,ADP::C1_2::M2_1,Pi::C1_2::M2_1,mem_P3::C1_2::M2_1,mem_P4::C1_2::M2_1,mem_P5::C1_2::M2_1,H2O::C2_1::M1_1,OH-::C2_1::M1_1,H+::C2_1::M1_1,l::C2_1::M1_1,m::C2_1::M1_1,n::C2_1::M1_1,q::C2_1::M1_1,en_Y::C2_1::M1_1,ATP::C2_1::M1_1,ADP::C2_1::M1_1,Pi::C2_1::M1_1,mem_P3::C2_1::M1_1,mem_P4::C2_1::M1_1,mem_P5::C2_1::M1_1,H2O::C2_1::M1_2,OH-::C2_1::M1_2,H+::C2_1::M1_2,l::C2_1::M1_2,m::C2_1::M1_2,n::C2_1::M1_2,q::C2_1::M1_2,en_Y::C2_1::M1_2,ATP::C2_1::M1_2,ADP::C2_1::M1_2,Pi::C2_1::M1_2,mem_P3::C2_1::M1_2,mem_P4::C2_1::M1_2,mem_P5::C2_1::M1_2,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
1000,9999999337591,762409,762409,956454,0,0,1676,9999960833,768,768,0,29874,0,3000,2000,659,202,5328,1746,9961501,10038499,10038499,1000,500,300,9999960834,799,799,7,29808,0,3000,2000,651,195,5321,1798,9961533,10038467,10038467,1000,500,300,9999991571,794,794,968,0,0,3000,2000,118,188,5424,1577,9992265,10007735,10007735,1000,100,300,9999991676,786,786,1149,0,0,3000,2000,1082,43011,4120,1719,9992362,10007638,10007638,1000,100,300,9999991685,754,754,1104,0,0,3000,2000,1060,43039,4451,1484,9992339,10007661,10007661,1000,100,300,999997533,109,109,6,40385,97374,168,10000,997542,1002458,1002458,5000,3000,2000,999997548,87,87,1,39819,97344,191,10000,997535,1002465,1002465,5000,3000,2000,999997507,108,108,0,40082,97350,165,10000,997515,1002485,1002485,5000,3000,2000,999997529,95,95,3,40222,97344,180,10000,997524,1002476,1002476,5000,3000,2000,999997482,101,101,4,11639,97327,156,10000,997483,1002517,1002517,5000,1000,2000,999997475,90,90,0,11496,97301,164,10000,997465,1002535,1002535,5000,1000,2000,999997578,92,92,2,40313,97469,101,10000,997570,1002430,1002430,5000,3000,2000,999997558,105,105,0,40138,97473,90,10000,997563,1002437,1002437,5000,3000,2000,999997520,99,99,0,11746,97443,76,10000,997519,1002481,1002481,5000,1000,2000,999993854,98,98,1,50434,93445,407,10000,993852,1006148,1006148,5000,1000,2000,999993783,105,105,1,50361,93400,388,10000,993788,1006212,1006212,5000,1000,2000
1100,9999999298828,801172,801172,951677,0,0,1930,9999960785,816,816,0,28900,0,3000,2000,657,96,6293,1688,9961501,10038499,10038499,1000,500,300,9999960799,834,834,15,28869,0,3000,2000,627,107,6276,1732,9961533,10038467,10038467,1000,500,300,9999991531,834,834,1939,0,0,3000,2000,29,99,5704,1540,9992265,10007735,10007735,1000,100,300,9999991628,834,834,2105,0,0,3000,2000,641,39052,4727,1668,9992362,10007638,10007638,1000,100,300,9999991645,794,794,2033,0,0,3000,2000,663,39038,5013,1442,9992339,10007661,10007661,1000,100,300,999997215,113,113,2,40109,97051,177,10000,997228,1002772,1002772,5000,3000,2000,999997203,85,85,4,39521,97004,184,10000,997188,1002812,1002812,5000,3000,2000,999997186,109,109,4,39806,97039,156,10000,997195,1002805,1002805,5000,3000,2000,999997215,90,90,1,39947,97027,178,10000,997205,1002795,1002795,5000,3000,2000,999997173,106,106,2,11340,97011,168,10000,997179,1002821,1002821,5000,1000,2000,999997152,97,97,7,11181,96975,174,10000,997149,1002851,1002851,5000,1000,2000,999997478,90,90,1,40324,97438,30,10000,997468,1002532,1002532,5000,3000,2000,999997473,97,97,0,40142,97444,26,10000,997470,1002530,1002530,5000,3000,2000,999997432,102,102,0,11730,97413,21,10000,997434,1002566,1002566,5000,1000,2000,999993248,97,97,6,53957,93009,236,10000,993245,1006755,1006755,5000,1000,2000,999993219,107,107,2,53966,93004,222,10000,993226,1006774,1006774,5000,1000,2000
1200,9999999266334,833666,833666,946929,0,0,2183,9999960765,836,836,13,28005,0,3000,2000,587,49,7238,1630,9961501,10038499,10038499,1000,500,300,9999960770,863,863,6,27896,0,3000,2000,635,43,7222,1681,9961533,10038467,10038467,1000,500,300,9999991497,868,868,2897,0,0,3000,2000,10,54,5785,1488,9992265,10007735,10007735,1000,100,300,9999991587,875,875,3063,0,0,3000,2000,400,35516,5061,1616,9992362,10007638,10007638,1000,100,300,9999991615,824,824,2993,0,0,3000,2000,417,35351,5335,1402,9992339,10007661,10007661,1000,100,300,999996896,114,114,5,39809,96734,176,10000,996910,1003090,1003090,5000,3000,2000,999996886,84,84,7,39230,96692,178,10000,996870,1003130,1003130,5000,3000,2000,999996896,98,98,0,39503,96706,188,10000,996894,1003106,1003106,5000,3000,2000,999996897,86,86,0,39648,96707,176,10000,996883,1003117,1003117,5000,3000,2000,999996865,105,105,2,11019,96681,189,10000,996870,1003130,1003130,5000,1000,2000,999996827,99,99,5,10875,96656,170,10000,996826,1003174,1003174,5000,1000,2000,999997446,92,92,0,40331,97427,11,10000,997438,1002562,1002562,5000,3000,2000,999997450,91,91,0,40158,97439,2,10000,997441,1002559,1002559,5000,3000,2000,999997401,111,111,0,11732,97409,3,10000,997412,1002588,1002588,5000,1000,2000,999992908,103,103,1,57247,92763,148,10000,992911,1007089,1007089,5000,1000,2000,999992905,99,99,0,57405,92756,148,10000,992904,1007096,1007096,5000,1000,2000
1300,9999999238589,861411,861411,942202,0,0,2411,9999960741,860,860,10,27075,0,3000,2000,616,26,8141,1585,9961501,10038499,10038499,1000,500,300,9999960723,910,910,14,26911,0,3000,2000,667,18,8208,1631,9961533,10038467,10038467,1000,500,300,9999991471,894,894,3842,0,0,3000,2000,1,34,5804,1444,9992265,10007735,10007735,1000,100,300,9999991598,864,864,4006,0,0,3000,2000,242,32269,5284,1567,9992362,10007638,10007638,1000,100,300,9999991557,882,882,3912,0,0,3000,2000,254,32127,5527,1362,9992339,10007661,10007661,1000,100,300,999996610,117,117,1,39551,96461,166,10000,996627,1003373,1003373,5000,3000,2000,999996584,92,92,3,38937,96394,182,10000,996576,1003424,1003424,5000,3000,2000,999996570,97,97,2,39214,96408,159,10000,996567,1003433,1003433,5000,3000,2000,999996561,95,95,2,39344,96390,166,10000,996556,1003444,1003444,5000,3000,2000,999996538,106,106,0,10682,96341,203,10000,996544,1003456,1003456,5000,1000,2000,999996496,98,98,5,10544,96322,172,10000,996494,1003506,1003506,5000,1000,2000,999997433,94,94,1,40336,97424,3,10000,997427,1002573,1002573,5000,3000,2000,999997448,91,91,0,40166,97439,0,10000,997439,1002561,1002561,5000,3000,2000,999997402,104,104,0,11731,97404,2,10000,997406,1002594,1002594,5000,1000,2000,999992688,100,100,2,60337,92606,82,10000,992688,1007312,1007312,5000,1000,2000,999992714,98,98,0,60466,92593,119,10000,992712,1007288,1007288,5000,1000,2000
1400,9999999215049,884951,884951,937550,0,0,2627,9999960727,874,874,0,26108,0,3000,2000,637,14,9098,1550,9961501,10038499,10038499,1000,500,300,9999960697,936,936,3,26022,0,3000,2000,615,8,9133,1589,9961533,10038467,10038467,1000,500,300,9999991445,920,920,4745,0,0,3000,2000,0,20,5811,1399,9992265,10007735,10007735,1000,100,300,9999991588,874,874,4976,0,0,3000,2000,130,29251,5418,1509,9992362,10007638,10007638,1000,100,300,9999991563,876,876,4856,0,0,3000,2000,155,29171,5680,1326,9992339,10007661,10007661,1000,100,300,999996308,112,112,1,39235,96137,183,10000,996320,1003680,1003680,5000,3000,2000,999996268,95,95,2,38636,96090,173,10000,996263,1003737,1003737,5000,3000,2000,999996256,97,97,3,38874,96065,188,10000,996253,1003747,1003747,5000,3000,2000,999996233,96,96,0,39012,96052,177,10000,996229,1003771,1003771,5000,3000,2000,999996197,110,110,3,10367,96025,182,10000,996207,1003793,1003793,5000,1000,2000,999996212,98,98,0,10279,96056,154,10000,996210,1003790,1003790,5000,1000,2000,999997421,102,102,0,40346,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997447,91,91,0,40167,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997394,110,110,0,11732,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992545,109,109,1,63242,92493,61,10000,992554,1007446,1007446,5000,1000,2000,999992565,94,94,0,63323,92494,65,10000,992559,1007441,1007441,5000,1000,2000
1500,9999999195217,904783,904783,932860,0,0,2839,9999960726,875,875,0,25156,0,3000,2000,643,7,10067,1505,9961501,10038499,10038499,1000,500,300,9999960682,951,951,2,25065,0,3000,2000,630,3,10067,1538,9961533,10038467,10038467,1000,500,300,9999991418,947,947,5628,0,0,3000,2000,0,10,5811,1354,9992265,10007735,10007735,1000,100,300,9999991574,888,888,5954,0,0,3000,2000,81,26541,5498,1476,9992362,10007638,10007638,1000,100,300,9999991551,888,888,5777,0,0,3000,2000,96,26490,5769,1288,9992339,10007661,10007661,1000,100,300,999995994,113,113,0,38929,95825,182,10000,996007,1003993,1003993,5000,3000,2000,999995946,94,94,1,38321,95774,166,10000,995940,1004060,1004060,5000,3000,2000,999995924,94,94,0,38544,95732,186,10000,995918,1004082,1004082,5000,3000,2000,999995928,98,98,2,38706,95745,181,10000,995926,1004074,1004074,5000,3000,2000,999995863,111,111,2,10046,95704,170,10000,995874,1004126,1004126,5000,1000,2000,999995923,91,91,4,9981,95757,157,10000,995914,1004086,1004086,5000,1000,2000,999997420,103,103,0,40351,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997448,90,90,0,40172,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997390,114,114,0,11732,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992474,100,100,1,65903,92444,30,10000,992474,1007526,1007526,5000,1000,2000,999992472,98,98,2,65947,92437,33,10000,992470,1007530,1007530,5000,1000,2000
1600,9999999178358,921642,921642,928241,0,0,3046,9999960699,902,902,8,24242,0,3000,2000,614,3,10989,1457,9961501,10038499,10038499,1000,500,300,9999960682,951,951,7,24161,0,3000,2000,609,2,10979,1500,9961533,10038467,10038467,1000,500,300,9999991427,938,938,6527,0,0,3000,2000,0,4,5811,1310,9992265,10007735,10007735,1000,100,300,9999991556,906,906,6909,0,0,3000,2000,47,24022,5541,1429,9992362,10007638,10007638,1000,100,300,9999991515,924,924,6711,0,0,3000,2000,56,24058,5826,1258,9992339,10007661,10007661,1000,100,300,999995684,108,108,1,38637,95529,163,10000,995692,1004308,1004308,5000,3000,2000,999995652,88,88,5,38006,95459,181,10000,995640,1004360,1004360,5000,3000,2000,999995610,91,91,0,38238,95425,176,10000,995601,1004399,1004399,5000,3000,2000,999995612,98,98,9,38391,95430,180,10000,995610,1004390,1004390,5000,3000,2000,999995555,112,112,5,9722,95380,187,10000,995567,1004433,1004433,5000,1000,2000,999995642,93,93,4,9685,95461,174,10000,995635,1004365,1004365,5000,1000,2000,999997421,102,102,0,40356,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997443,95,95,0,40172,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997383,121,121,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992435,96,96,0,68387,92409,22,10000,992431,1007569,1007569,5000,1000,2000,999992415,98,98,0,68337,92395,18,10000,992413,1007587,1007587,5000,1000,2000
1700,9999999164412,935588,935588,923678,0,0,3244,9999960659,942,942,0,23299,0,3000,2000,626,1,11938,1420,9961501,10038499,10038499,1000,500,300,9999960651,982,982,9,23277,0,3000,2000,576,1,11932,1454,9961533,10038467,10038467,1000,500,300,9999991384,981,981,7458,0,0,3000,2000,0,1,5811,1264,9992265,10007735,10007735,1000,100,300,9999991558,904,904,7804,0,0,3000,2000,29,21800,5567,1397,9992362,10007638,10007638,1000,100,300,9999991503,936,936,7627,0,0,3000,2000,33,21824,5855,1221,9992339,10007661,10007661,1000,100,300,999995364,106,106,1,38319,95210,160,10000,995370,1004630,1004630,5000,3000,2000,999995350,93,93,1,37735,95187,156,10000,995343,1004657,1004657,5000,3000,2000,999995275,98,98,5,37917,95103,170,10000,995273,1004727,1004727,5000,3000,2000,999995298,101,101,0,38087,95126,173,10000,995299,1004701,1004701,5000,3000,2000,999995231,106,106,3,9376,95034,203,10000,995237,1004763,1004763,5000,1000,2000,999995322,99,99,1,9387,95163,158,10000,995321,1004679,1004679,5000,1000,2000,999997421,102,102,0,40358,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997440,98,98,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997391,113,113,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992411,94,94,0,70591,92391,14,10000,992405,1007595,1007595,5000,1000,2000,999992378,106,106,0,70548,92372,12,10000,992384,1007616,1007616,5000,1000,2000
1800,9999999153257,946743,946743,919151,0,0,3438,9999960654,947,947,3,22424,0,3000,2000,592,1,12847,1375,9961501,10038499,10038499,1000,500,300,9999960635,998,998,10,22368,0,3000,2000,585,1,12848,1415,9961533,10038467,10038467,1000,500,300,9999991377,988,988,8361,0,0,3000,2000,0,1,5811,1229,9992265,10007735,10007735,1000,100,300,9999991549,913,913,8694,0,0,3000,2000,19,19792,5584,1361,9992362,10007638,10007638,1000,100,300,9999991488,951,951,8573,0,0,3000,2000,17,19760,5873,1182,9992339,10007661,10007661,1000,100,300,999995073,107,107,2,38008,94899,181,10000,995080,1004920,1004920,5000,3000,2000,999995080,90,90,0,37451,94903,167,10000,995070,1004930,1004930,5000,3000,2000,999994976,98,98,7,37625,94811,163,10000,994974,1005026,1005026,5000,3000,2000,999994974,109,109,1,37773,94812,171,10000,994983,1005017,1005017,5000,3000,2000,999994884,107,107,2,9061,94719,172,10000,994891,1005109,1005109,5000,1000,2000,999995025,95,95,1,9096,94872,148,10000,995020,1004980,1004980,5000,1000,2000,999997423,100,100,0,40358,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997443,95,95,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997389,115,115,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992393,95,95,0,72589,92381,7,10000,992388,1007612,1007612,5000,1000,2000,999992360,106,106,0,72596,92356,10,10000,992366,1007634,1007634,5000,1000,2000
1900,9999999144037,955963,955963,914667,0,0,3637,9999960649,952,952,9,21513,0,3000,2000,609,1,13778,1330,9961501,10038499,10038499,1000,500,300,9999960649,984,984,12,21508,0,3000,2000,549,0,13730,1376,9961533,10038467,10038467,1000,500,300,9999991370,995,995,9300,0,0,3000,2000,0,1,5811,1201,9992265,10007735,10007735,1000,100,300,9999991530,932,932,9629,0,0,3000,2000,12,18011,5593,1311,9992362,10007638,10007638,1000,100,300,9999991485,954,954,9404,0,0,3000,2000,11,17912,5885,1145,9992339,10007661,10007661,1000,100,300,999994748,115,115,0,37718,94609,154,10000,994763,1005237,1005237,5000,3000,2000,999994781,97,97,0,37162,94614,164,10000,994778,1005222,1005222,5000,3000,2000,999994671,101,101,5,37330,94516,156,10000,994672,1005328,1005328,5000,3000,2000,999994669,114,114,1,37467,94505,178,10000,994683,1005317,1005317,5000,3000,2000,999994564,105,105,1,8743,94401,168,10000,994569,1005431,1005431,5000,1000,2000,999994744,96,96,2,8801,94577,163,10000,994740,1005260,1005260,5000,1000,2000,999997424,99,99,0,40358,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997443,95,95,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997393,111,111,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992383,96,96,0,74363,92374,5,10000,992379,1007621,1007621,5000,1000,2000,999992343,111,111,0,74438,92350,4,10000,992354,1007646,1007646,5000,1000,2000
2000,9999999136269,963731,963731,910154,0,0,3832,9999960637,964,964,1,20610,0,3000,2000,614,1,14650,1301,9961501,10038499,10038499,1000,500,300,9999960663,970,970,11,20585,0,3000,2000,594,0,14597,1331,9961533,10038467,10038467,1000,500,300,9999991386,979,979,10187,0,0,3000,2000,0,1,5811,1158,9992265,10007735,10007735,1000,100,300,9999991477,985,985,10519,0,0,3000,2000,11,16418,5598,1266,9992362,10007638,10007638,1000,100,300,9999991473,966,966,10323,0,0,3000,2000,4,16245,5892,1112,9992339,10007661,10007661,1000,100,300,999994472,112,112,2,37440,94331,153,10000,994484,1005516,1005516,5000,3000,2000,999994501,94,94,0,36829,94281,214,10000,994495,1005505,1005505,5000,3000,2000,999994406,97,97,0,37039,94225,178,10000,994403,1005597,1005597,5000,3000,2000,999994361,113,113,2,37158,94196,178,10000,994374,1005626,1005626,5000,3000,2000,999994255,104,104,1,8458,94116,143,10000,994259,1005741,1005741,5000,1000,2000,999994455,96,96,1,8518,94294,157,10000,994451,1005549,1005549,5000,1000,2000,999997425,98,98,0,40358,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997445,93,93,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997394,110,110,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992371,103,103,0,75955,92373,1,10000,992374,1007626,1007626,5000,1000,2000,999992336,111,111,0,76098,92343,4,10000,992347,1007653,1007653,5000,1000,2000
2100,9999999130076,969924,969924,905696,0,0,4008,9999960638,963,963,18,19747,0,3000,2000,602,1,15549,1263,9961501,10038499,10038499,1000,500,300,9999960667,966,966,1,19667,0,3000,2000,617,0,15513,1297,9961533,10038467,10038467,1000,500,300,9999991367,998,998,11118,0,0,3000,2000,0,0,5811,1118,9992265,10007735,10007735,1000,100,300,9999991483,979,979,11409,0,0,3000,2000,8,14886,5600,1229,9992362,10007638,10007638,1000,100,300,9999991463,976,976,11172,0,0,3000,2000,2,14744,5897,1085,9992339,10007661,10007661,1000,100,300,999994190,119,119,0,37144,94035,174,10000,994209,1005791,1005791,5000,3000,2000,999994173,94,94,1,36547,93999,168,10000,994167,1005833,1005833,5000,3000,2000,999994099,104,104,0,36757,93943,160,10000,994103,1005897,1005897,5000,3000,2000,999994038,113,113,0,36847,93885,166,10000,994051,1005949,1005949,5000,3000,2000,999993961,102,102,0,8159,93817,146,10000,993963,1006037,1006037,5000,1000,2000,999994162,96,96,4,8217,93993,165,10000,994158,1005842,1005842,5000,1000,2000,999997417,106,106,0,40359,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997448,90,90,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997396,108,108,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992366,106,106,0,77484,92370,2,10000,992372,1007628,1007628,5000,1000,2000,999992328,114,114,0,77597,92341,1,10000,992342,1007658,1007658,5000,1000,2000
2200,9999999124630,975370,975370,901218,0,0,4175,9999960637,964,964,8,18847,0,3000,2000,586,0,16452,1234,9961501,10038499,10038499,1000,500,300,9999960659,974,974,7,18776,0,3000,2000,586,0,16392,1259,9961533,10038467,10038467,1000,500,300,9999991369,996,996,12000,0,0,3000,2000,0,0,5811,1081,9992265,10007735,10007735,1000,100,300,9999991491,971,971,12280,0,0,3000,2000,7,13504,5602,1197,9992362,10007638,10007638,1000,100,300,9999991458,981,981,12110,0,0,3000,2000,2,13321,5898,1054,9992339,10007661,10007661,1000,100,300,999993881,110,110,3,36818,93709,182,10000,993891,1006109,1006109,5000,3000,2000,999993879,92,92,4,36271,93722,149,10000,993871,1006129,1006129,5000,3000,2000,999993820,100,100,0,36446,93632,188,10000,993820,1006180,1006180,5000,3000,2000,999993742,105,105,0,36532,93570,177,10000,993747,1006253,1006253,5000,3000,2000,999993667,107,107,1,7853,93511,163,10000,993674,1006326,1006326,5000,1000,2000,999993866,100,100,0,7917,93693,173,10000,993866,1006134,1006134,5000,1000,2000,999997422,101,101,0,40359,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997446,92,92,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997392,112,112,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992363,107,107,0,78865,92369,1,10000,992370,1007630,1007630,5000,1000,2000,999992331,110,110,0,79020,92341,0,10000,992341,1007659,1007659,5000,1000,2000
2300,9999999120478,979522,979522,896668,0,0,4339,9999960619,982,982,0,17926,0,3000,2000,594,0,17356,1196,9961501,10038499,10038499,1000,500,300,9999960663,970,970,1,17866,0,3000,2000,545,0,17316,1225,9961533,10038467,10038467,1000,500,300,9999991365,1000,1000,12915,0,0,3000,2000,0,0,5811,1047,9992265,10007735,10007735,1000,100,300,9999991481,981,981,13179,0,0,3000,2000,6,12215,5604,1167,9992362,10007638,10007638,1000,100,300,9999991450,989,989,13029,0,0,3000,2000,1,12069,5899,1026,9992339,10007661,10007661,1000,100,300,999993566,107,107,2,36521,93412,161,10000,993573,1006427,1006427,5000,3000,2000,999993590,98,98,1,35977,93428,160,10000,993588,1006412,1006412,5000,3000,2000,999993508,95,95,0,36107,93293,210,10000,993503,1006497,1006497,5000,3000,2000,999993440,105,105,3,36232,93270,175,10000,993445,1006555,1006555,5000,3000,2000,999993369,102,102,4,7530,93188,183,10000,993371,1006629,1006629,5000,1000,2000,999993565,96,96,5,7613,93389,172,10000,993561,1006439,1006439,5000,1000,2000,999997418,105,105,0,40359,97423,0,10000,997423,1002577,1002577,5000,3000,2000,999997446,92,92,0,40173,97438,0,10000,997438,1002562,1002562,5000,3000,2000,999997393,111,111,0,11733,97404,0,10000,997404,1002596,1002596,5000,1000,2000,999992357,111,111,0,80153,92368,0,10000,992368,1007632,1007632,5000,1000,2000,999992331,109,109,0,80271,92340,0,10000,992340,1007660,1007660,5000,1000,2000
