Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4,H2O::Cell_1::Mitochondria_5,H2O_created::Cell_1::Mitochondria_5,OH-::Cell_1::Mitochondria_5,H+::Cell_1::Mitochondria_5,H+_inter::Cell_1::Mitochondria_5,H+_inter_created::Cell_1::Mitochondria_5,O2::Cell_1::Mitochondria_5,O2_in::Cell_1::Mitochondria_5,CO2::Cell_1::Mitochondria_5,ATP::Cell_1::Mitochondria_5,ATP_created::Cell_1::Mitochondria_5,ADP::Cell_1::Mitochondria_5,GDP::Cell_1::Mitochondria_5,GTP::Cell_1::Mitochondria_5,Pi::Cell_1::Mitochondria_5,NAD+::Cell_1::Mitochondria_5,NADH::Cell_1::Mitochondria_5,NADH_created::Cell_1::Mitochondria_5,NADH_in::Cell_1::Mitochondria_5,Pyruvate-::Cell_1::Mitochondria_5,Pyruvate-_in::Cell_1::Mitochondria_5,CoA-SH::Cell_1::Mitochondria_5,Acetyl_CoA::Cell_1::Mitochondria_5,FAD::Cell_1::Mitochondria_5,FADH2::Cell_1::Mitochondria_5,FADH2_created::Cell_1::Mitochondria_5,Pyruvate_transport::Cell_1::Mitochondria_5,ATP_synthase::Cell_1::Mitochondria_5,ADP_ATP_transport::Cell_1::Mitochondria_5,NADH_shuttle::Cell_1::Mitochondria_5,Pi_transport::Cell_1::Mitochondria_5,Commp1-3-4::Cell_1::Mitochondria_5,Commp2-3-4::Cell_1::Mitochondria_5
260000,2590944010,1280771,5180000000,31080000000,20000,120000,9928955250408,93663150,106688753,2125,2589055990,1000,6,1056773,5178107730,2616735758,17383264242,24878562442,9990675967,9324033,2644797,103102374297,7242102800,104364,1034480783,797900,64142047200,3122803115,6226418215,3104753226,925321,11679416100,999074679,999999308,692,15687,999748361,251639,4139670739,1032938500,4480,1034922680,999999313,687,999955087,44913,1034917513,1000,1000,1000,1000,1000,1000,1000,103102699944,7241495300,1018,1034237396,710900,64137629000,3079332287,6182747187,3104133512,918766,11678840400,999081234,999999120,880,13154,999769742,230258,4138843458,1033551100,3400,1034717020,999996326,3674,999955554,44446,1034709946,1000,1000,1000,1000,1000,1000,1000,103102471180,7242778300,103062,1034610258,823600,64147675800,3105638583,6209521033,3105193090,923555,11680339800,999076445,999991269,8731,8914,999734524,265476,4140256976,1032760000,2,1035065320,999998568,1432,999949514,50486,1035063886,1000,1000,1000,1000,1000,1000,1000,103102747079,7242162100,102753,1034206861,971500,64143254600,3121419578,6225102728,3104521612,869299,11679722700,999130701,999999143,857,55644,999771632,228368,4139360768,1033438100,3940,1034847240,999995856,4144,999956644,43356,1034839156,1000,1000,1000,1000,1000,1000,1000,103102859532,7242204600,960,1034085386,1014100,64143623600,3131229160,6234930060,3104544990,904263,11679777900,999095737,999999727,273,55764,999755374,244626,4139392426,1033451200,3782,1034853900,999997318,2682,999955364,44636,1034847436,1000,1000,1000,1000,1000,1000,1000
261000,2600944400,1238344,5200000000,31200000000,20000,120000,9928717463466,91642925,104633829,10222,2599055600,1000,11199,1036548,5198090756,2616824891,17383175109,24878465109,9990700732,9299268,2655088,103114512633,7270151000,989,1038387607,790300,64390481200,3131792181,6247428381,3116761692,943214,11723497800,999056786,999999688,312,10374,999748682,251318,4155681618,1036963500,3760,1038925600,999998086,1914,999958674,41326,1038919926,1000,1000,1000,1000,1000,1000,1000,103114585663,7269472900,104154,1038104936,954400,64385404200,3090415784,6205819434,3116127421,870591,11722738800,999129409,999999330,670,56039,999759918,240082,4154833582,1037548200,1,1038715100,999991062,8938,999959439,40561,1038706161,1000,1000,1000,1000,1000,1000,1000,103114438954,7270712900,102974,1038445785,983700,64395100200,3119389452,6235244102,3117169367,893398,11724197100,999106602,999993674,6326,53276,999730609,269391,4156225491,1036749600,1,1039057120,999999005,995,999947476,52524,1039056124,1000,1000,1000,1000,1000,1000,1000,103114818327,7270126600,1982,1038185792,890900,64390883600,3133566244,6249230644,3116513713,881627,11723662200,999118373,999999830,170,58403,999770090,229910,4155350210,1037410700,4081,1038844800,999995778,4222,999961303,38697,1038836497,1000,1000,1000,1000,1000,1000,1000,103114773126,7270235000,103779,1038210433,998800,64391888400,3145314246,6261027896,3116553689,874746,11723826900,999125254,999997581,2419,58435,999751046,248954,4155404154,1037464400,3741,1038856500,999997706,2294,999957235,42765,1038850465,1000,1000,1000,1000,1000,1000,1000
262000,2610944800,1271511,5220000000,31320000000,20000,120000,9928476766597,92558383,105652957,1268,2609055200,1000,966,1057010,5218107864,2616842580,17383157420,24878507520,9990627770,9372230,2665334,103126378596,7298101200,103300,1042441004,825700,64638037600,3142552211,6270166911,3128750656,932803,11767410000,999067197,999999635,365,14932,999759776,240224,4171666824,1040931000,4860,1042923180,999997848,2152,999955632,44368,1042916168,1000,1000,1000,1000,1000,1000,1000,103126639161,7297351400,1031,1041973977,962000,64632329200,3104666127,6232017777,3128069230,864947,11766546300,999135053,999999311,689,59064,999762034,237966,4170757266,1041535900,3822,1042696980,999994878,5122,999960064,39936,1042688036,1000,1000,1000,1000,1000,1000,1000,103126452903,7298752100,104375,1042502577,915900,64643379400,3130995754,6258862954,3129183688,898739,11768251500,999101261,999999065,935,40426,999750838,249162,4172243062,1040722800,0,1043064940,999994434,5566,999958326,41674,1043059374,1000,1000,1000,1000,1000,1000,1000,103126736216,7298161300,103845,1042262584,931700,64639226600,3144114424,6271795924,3128526546,877146,11767722900,999122854,999999633,367,49287,999757441,242559,4171367859,1041439400,3960,1042847880,999997393,2607,999956987,43013,1042841313,1000,1000,1000,1000,1000,1000,1000,103126739815,7298185000,103990,1042344065,860200,64639442000,3158191957,6285883957,3128542470,865350,11767776900,999134650,999999385,615,44235,999752265,247735,4171389535,1041441200,4200,1042852540,999998725,1275,999953935,46065,1042847065,1000,1000,1000,1000,1000,1000,1000
263000,2620945200,1260217,5240000000,31440000000,20000,120000,9928236639743,92862943,105886500,10242,2619054800,1000,8,1032941,5238089116,2617028386,17382971614,24878321614,9990685119,9314881,2675735,103138395318,7326184700,104437,1046431141,872600,64886775800,3155406028,6295056428,3140803809,873833,11811523200,999126167,999989418,10582,49785,999736476,263524,4187737824,1044942600,1,1046935780,999998236,1764,999949885,50115,1046934015,1000,1000,1000,1000,1000,1000,1000,103138533242,7325359100,102857,1046196778,846600,64880406200,3116241159,6255596659,3140077094,921812,11810592900,999078188,999999245,755,14533,999756539,243461,4186769061,1045537300,3900,1046697060,999998807,1193,999956133,43867,1046691967,1000,1000,1000,1000,1000,1000,1000,103138590591,7326782000,995,1046459469,860400,64891691200,3144663956,6284546906,3141180456,919279,11812333200,999080721,999993141,6859,9762,999744706,255294,4188238894,1044766200,0,1047063580,999994858,5142,999957662,42338,1047058438,1000,1000,1000,1000,1000,1000,1000,103138794815,7326082600,1988,1046317365,765100,64886518800,3155339430,6294986530,3140501298,903324,11811635400,999096676,999993925,6075,13501,999758903,241097,4187334097,1045412800,3680,1046839380,999997099,2901,999955601,44399,1046832799,1000,1000,1000,1000,1000,1000,1000,103138825993,7326143400,1018,1046356266,741000,64887056400,3168880152,6308553252,3140520945,909357,11811736500,999090643,999999094,906,9637,999748392,251608,4187361008,1045439600,3821,1046844640,999999244,756,999957137,42863,1046840063,1000,1000,1000,1000,1000,1000,1000
264000,2630945670,1264357,5260000000,31560000000,20000,120000,9927993397703,96298008,109388846,2246,2629054330,1000,11586,1059270,5258104168,2616991711,17383008289,24878357789,9990654530,9345470,2686098,103150423484,7354223100,103478,1050510475,788400,65135097400,3168212964,6319878664,3152808571,895039,11855602500,999104961,999994993,5007,11154,999742883,257117,4203743717,1048953100,1,1050938280,999996867,3133,999956554,43446,1050935146,1000,1000,1000,1000,1000,1000,1000,103150616959,7353304000,1020,1049992121,940300,65127921600,3128197525,6279529625,3152048374,854722,11854481700,999145278,999999515,485,51593,999756419,243581,4202730781,1049537200,4260,1050687820,999998847,1153,999957393,42607,1050682407,1000,1000,1000,1000,1000,1000,1000,103150478914,7354776500,104538,1050506385,904400,65139629000,3157877492,6309757242,3153178891,889427,11856300900,999110573,999997011,2989,59084,999758593,241407,4204237907,1048746000,3981,1051064840,999998157,1843,999957984,42016,1051059016,1000,1000,1000,1000,1000,1000,1000,103150677113,7354047200,103938,1050422306,765700,65134199200,3167125029,6318756579,3152487925,912417,11855577900,999087583,999992834,7166,11717,999748492,251508,4203315608,1049414900,1,1050832560,999995124,4876,999956417,43583,1050827683,1000,1000,1000,1000,1000,1000,1000,103150792372,7354069600,979,1050077348,1004700,65134409600,3179160047,6330801947,3152491886,895458,11855561100,999104542,999999875,125,54117,999754231,245769,4203322369,1049421400,4380,1050835300,999999563,437,999955317,44683,1050830483,1000,1000,1000,1000,1000,1000,1000
265000,2640946090,1281420,5280000000,31680000000,20000,120000,9927754084963,95777074,108809377,11215,2639053910,1000,11501,1033013,5278085390,2617099837,17382900163,24878199763,9990697187,9302813,2696477,103162456325,7382240600,103877,1054259595,1011400,65383269200,3179423577,6343097827,3164796692,882078,11899583400,999117922,999999712,288,58434,999770042,229958,4219726458,1052959900,0,1054937160,999992606,7394,999962334,37666,1054929766,1000,1000,1000,1000,1000,1000,1000,103162510650,7381313100,102925,1054261850,780700,65375992600,3140510365,6303845765,3164059070,915985,11898530400,999084015,999992510,7490,20025,999751055,248945,4218745145,1053532300,3760,1054690680,999999155,845,999956225,43775,1054686075,1000,1000,1000,1000,1000,1000,1000,103162478282,7382818300,103782,1054575458,861200,65387967800,3168268367,6332164067,3165216044,913749,11900372100,999086251,999999137,863,14588,999742944,257056,4220286156,1052735400,0,1055075820,999994292,5708,999956788,43212,1055070112,1000,1000,1000,1000,1000,1000,1000,103162794911,7382042800,1851,1054319469,757900,65382168800,3182367723,6345997923,3164473532,925412,11899577100,999074588,999999566,434,9454,999754922,245078,4219295078,1053428000,0,1054830440,999991106,8894,999960854,39146,1054821546,1000,1000,1000,1000,1000,1000,1000,103162779394,7382003800,2019,1054307826,755600,65381866800,3189985297,6353601497,3164452778,932353,11899529400,999067647,999999224,776,18471,999760393,239607,4219270107,1053430500,3680,1054821800,999999209,791,999954071,45929,1054817329,1000,1000,1000,1000,1000,1000,1000
266000,2650946480,1268332,5300000000,31800000000,20000,120000,9927514711022,95362031,108434447,10223,2649053520,1000,8,1041822,5298086594,2617098953,17382901047,24878228247,9990676158,9323842,2706752,103174358081,7410082700,104064,1058456279,814900,65629850200,3190013895,6365619195,3176751150,917959,11943375600,999082041,999997774,2226,8215,999755065,244935,4235667635,1056915800,4000,1058922180,999998305,1695,999955615,44385,1058916485,1000,1000,1000,1000,1000,1000,1000,103174606267,7409278600,1056,1058096193,837100,65623688400,3152468970,6327789670,3176036738,932435,11942466900,999067565,999997076,2924,15241,999751703,248297,4234715097,1057537400,3920,1058683940,999998339,1661,999958841,41159,1058678359,1000,1000,1000,1000,1000,1000,1000,103174591309,7410840500,1926,1058510131,817500,65636160200,3181599157,6357504107,3177223130,904222,11944412700,999095778,999990767,9233,23045,999752315,247685,4236295685,1056731300,0,1059078020,999994535,5465,999958045,41955,1059072555,1000,1000,1000,1000,1000,1000,1000,103174784303,7410027500,1921,1058164817,909600,65630033400,3194350649,6369974299,3176467444,863901,11943513300,999136099,999999409,591,55408,999753564,246436,4235288136,1057425400,0,1058826060,999994632,5368,999959508,40492,1058820692,1000,1000,1000,1000,1000,1000,1000,103174707548,7410056400,103610,1058240290,936000,65630315200,3202206739,6377844389,3176471246,881066,11943563100,999118934,999999052,948,55386,999755140,244860,4235292960,1057446100,2,1058827820,999993896,6104,999959386,40614,1058821714,1000,1000,1000,1000,1000,1000,1000
267000,2660946930,1260354,5320000000,31920000000,20000,120000,9927278105385,92157582,105204853,10147,2659053070,1000,0,1038025,5318085846,2617185067,17382814933,24878142433,9990707795,9292205,2717041,103186441871,7438039900,982,1062171509,990200,65877458200,3204158229,6391744379,3188733938,883032,11987260200,999116968,999997783,2217,51251,999756713,243287,4251644087,1060903900,3800,1062917440,999996509,3491,999957451,42549,1062910149,1000,1000,1000,1000,1000,1000,1000,103186537029,7437141300,984,1062175410,744600,65870469800,3165928436,6353190136,3187992377,896769,11986267800,999103231,999999240,760,16671,999749094,250906,4250654506,1061501900,1,1062668120,999994010,5990,999955771,44229,1062662129,1000,1000,1000,1000,1000,1000,1000,103186641523,7438898000,1879,1062387715,930000,65884720000,3192319742,6380252492,3189231550,867789,11988493800,999132211,999995523,4477,51634,999766984,233016,4252305916,1060760100,2,1063082820,999991548,8452,999958134,41866,1063074366,1000,1000,1000,1000,1000,1000,1000,103186791472,7438017100,979,1062048448,1021200,65877951800,3203640305,6391260155,3188457026,896743,11987477400,999103257,999999660,340,63117,999756191,243809,4251273109,1061433000,0,1062824860,999991223,8777,999961317,38683,1062816083,1000,1000,1000,1000,1000,1000,1000,103186748300,7438130400,104223,1062254960,931400,65879023200,3214619834,6402292484,3188495838,923587,11987707800,999076413,999996828,3172,10941,999755403,244597,4251327097,1061477700,4220,1062837540,999997939,2061,999953841,46159,1062831259,1000,1000,1000,1000,1000,1000,1000
268000,2670947350,1242954,5340000000,32040000000,20000,120000,9927036239058,94236182,107312465,1246,2669052650,1000,124663,1053275,5338102808,2617351040,17382648960,24877937860,9990704325,9295675,2727333,103198439652,7466039700,963,1066469907,697600,66125469800,3215063365,6414650265,3200738369,928116,12031331100,999071884,999992721,7279,9905,999749036,250964,4267649764,1064909100,1,1066915580,999995816,4184,999954505,45495,1066911395,1000,1000,1000,1000,1000,1000,1000,103198489086,7465243100,104353,1066187633,835300,66119375000,3177714658,6377020208,3200027333,912447,12030411300,999087553,999999360,640,18313,999762980,237020,4266700220,1065515900,1,1066681560,999991328,8672,999959113,40887,1066672887,1000,1000,1000,1000,1000,1000,1000,103198495532,7466786600,103062,1066566687,837100,66131729200,3206378691,6406263441,3201181763,895273,12032336700,999104727,999997671,2329,48698,999766435,233565,4268239065,1064746900,1,1067067160,999990143,9857,999959798,40202,1067057302,1000,1000,1000,1000,1000,1000,1000,103198665334,7465987200,104315,1066140726,1028400,66125698400,3215832881,6415440631,3200447554,891728,12031435200,999108272,999996211,3789,48183,999755629,244371,4267263171,1065425000,4120,1066820440,999999297,703,999956083,43917,1066815617,1000,1000,1000,1000,1000,1000,1000,103198862776,7466147900,2001,1066136724,944700,66127160600,3225578788,6425257838,3200495922,900339,12031721700,999099661,999993098,6902,37159,999758037,241963,4267327363,1065482900,4420,1066837460,999998401,1599,999958359,41641,1066831441,1000,1000,1000,1000,1000,1000,1000
269000,2680947690,1269215,5360000000,32160000000,20000,120000,9926797436874,93241959,106328245,2084,2679052310,1000,0,1056034,5358100452,2617437433,17382562567,24877887967,9990707326,9292674,2737578,103210405964,7493971200,1895,1070341216,818100,66372834400,3230057468,6441613218,3212706194,916119,12075182700,999083881,999992372,7628,43053,999749659,250341,4283607741,1068894400,3980,1070907080,999998447,1553,999958153,41847,1070901547,1000,1000,1000,1000,1000,1000,1000,103210490637,7493272500,103147,1070042143,974800,66367599400,3192364493,6403680393,3212046544,864102,12074409900,999135898,999999730,270,51228,999777184,222816,4282726216,1069487700,3780,1070690980,999992472,7528,999961028,38972,1070679672,1000,1000,1000,1000,1000,1000,1000,103210632863,7494822800,941,1070522536,784700,66380096000,3216102216,6428005366,3213178063,885602,12076428000,999114398,999994970,5030,14468,999756105,243895,4284235895,1068797800,1,1071062400,999995433,4567,999958668,41332,1071057832,1000,1000,1000,1000,1000,1000,1000,103210628908,7493858300,103685,1070286492,852400,66372595800,3225587375,6437142325,3212378838,939576,12075290100,999060424,999999607,393,9731,999761793,238207,4283171607,1069428100,3700,1070797000,999999469,531,999955631,44369,1070792769,1000,1000,1000,1000,1000,1000,1000,103210752327,7494190400,103832,1070274433,935000,66375505600,3236594183,6448289483,3212539674,885042,12075774900,999114958,999999795,205,52153,999743779,256221,4283384821,1069462200,0,1070849380,999995767,4233,999954653,45347,1070845147,1000,1000,1000,1000,1000,1000,1000
270000,2690947980,1225235,5380000000,32280000000,20000,120000,9926555444723,95419220,108516716,11173,2689052020,1000,10994,1042202,5378081694,2617413343,17382586657,24877936957,9990692378,9307622,2747672,103222303649,7521935400,102957,1074435491,802500,66620562000,3242381730,6465924930,3224683856,920165,12119151900,999079835,999994567,5433,12402,999766046,233954,4299577454,1072893900,4420,1074901080,999996938,3062,999955402,44598,1074893598,1000,1000,1000,1000,1000,1000,1000,103222460912,7521274600,104230,1074259728,780700,66615578800,3203025402,6426339752,3224066012,930738,12118443000,999069262,999999252,748,19514,999757502,242498,4298754198,1073471100,4060,1074693700,999998546,1454,999957714,42286,1074688186,1000,1000,1000,1000,1000,1000,1000,103222492144,7522727300,103425,1074670616,718400,66627252200,3228676013,6452538363,3225133774,919099,12120293400,999080901,999999522,478,7823,999765349,234651,4300177151,1072779600,3920,1075050940,999996357,3643,999959223,40777,1075043377,1000,1000,1000,1000,1000,1000,1000,103222738429,7521866600,1851,1074247568,795800,66620649200,3238076016,6461633266,3224383077,904715,12119305500,999095285,999999175,825,21560,999758083,241917,4299174817,1073429500,3,1074799600,999992143,7857,999960360,39640,1074791740,1000,1000,1000,1000,1000,1000,1000,103222845139,7522162600,992,1074213221,878700,66623268400,3248643510,6472327460,3224524406,861262,12119748600,999138738,999992639,7361,37577,999755571,244429,4299365329,1073452300,3940,1074846500,999998363,1637,999953777,46223,1074840923,1000,1000,1000,1000,1000,1000,1000
271000,2700948350,1254528,5400000000,32400000000,20000,120000,9926316501662,94587900,107720602,2312,2699051650,1000,897,1049426,5398098676,2617537462,17382462538,24877796138,9990674414,9325586,2757690,103234352361,7550008000,103122,1078241395,998700,66869178400,3252561626,6488134276,3236702354,908384,12163211700,999091616,999999745,255,48061,999771507,228493,4315599293,1076911800,4,1078908480,999988463,11537,999965761,34239,1078896939,1000,1000,1000,1000,1000,1000,1000,103234433141,7549240000,104069,1078220319,817200,66863234400,3214401394,6449698544,3236065740,909431,12162369600,999090569,999999501,499,8970,999760230,239770,4314751770,1077436600,0,1078693680,999992350,7650,999959670,40330,1078686030,1000,1000,1000,1000,1000,1000,1000,103234577153,7550709900,964,1078396467,898200,66875060600,3242015568,6477868118,3237137682,877681,12164207400,999122319,999999620,380,53939,999758657,241343,4316180343,1076761300,0,1079052360,999990301,9699,999962139,37861,1079042661,1000,1000,1000,1000,1000,1000,1000,103234734397,7549847500,1885,1078011942,1023400,66868494200,3250860492,6486410442,3236365851,877889,12163228500,999122111,999999083,917,54494,999760143,239857,4315154057,1077438100,4161,1078793600,999998767,1233,999959394,40606,1078788206,1000,1000,1000,1000,1000,1000,1000,103234852456,7550162200,921,1078275963,818600,66871258800,3260949795,6496633195,3236515861,900407,12163762500,999099593,999992066,7934,17159,999749798,250202,4315354002,1077467600,3861,1078843440,999998562,1438,999957259,42741,1078838141,1000,1000,1000,1000,1000,1000,1000
272000,2710948680,1251708,5420000000,32520000000,20000,120000,9926076340966,94945886,108063138,10127,2709051320,1000,939,1037966,5418082386,2617551452,17382448548,24877767648,9990688754,9311246,2768040,103246306156,7577969800,103929,1082241104,1027300,67116853200,3264531602,6512088702,3248705890,877693,12207148200,999122307,999995788,4212,49595,999738005,261995,4331607595,1080913000,0,1082902480,999999225,775,999953895,46105,1082901705,1000,1000,1000,1000,1000,1000,1000,103246413281,7577248800,104444,1082303678,756400,67111290400,3225829650,6473129200,3248086529,937873,12206386800,999062127,999995348,4652,7675,999742646,257354,4330780654,1081426100,1,1082698280,999995846,4154,999955575,44425,1082694125,1000,1000,1000,1000,1000,1000,1000,103246559138,7578645300,2000,1082460640,814600,67122514600,3256078312,6503904812,3249101246,907540,12208140900,999092460,999998786,1214,10746,999766100,233900,4332132200,1080762400,2,1083039340,999991616,8384,999961346,38654,1083030954,1000,1000,1000,1000,1000,1000,1000,103246633147,7577843900,103311,1082176493,959100,67116443000,3261325275,6508872475,3248364768,884410,12207229800,999115590,999995696,4304,51586,999764218,235782,4331151082,1081429600,4360,1082796500,999994174,5826,999963186,36814,1082786314,1000,1000,1000,1000,1000,1000,1000,103246750060,7578145400,103399,1082337380,853100,67119120400,3273075314,6520752164,3248503554,892818,12207727500,999107182,999999271,729,45853,999752699,247301,4331337301,1081472000,3720,1082839780,999997687,2313,999957953,42047,1082833747,1000,1000,1000,1000,1000,1000,1000
273000,2720949040,1267028,5440000000,32640000000,20000,120000,9925836044756,95411984,108477422,11075,2719050960,1000,1020,1036968,5438079770,2617730140,17382269860,24877604460,9990749932,9250068,2778402,103258327430,7605964900,103003,1086318808,922900,67364823400,3277007021,6536562871,3260690496,879687,12251167800,999120313,999999598,402,48211,999763615,236385,4347584585,1084910300,2,1086902320,999991771,8229,999959111,40889,1086894089,1000,1000,1000,1000,1000,1000,1000,103258463745,7605284800,104467,1086157934,873400,67359645600,3239818094,6499135344,3260078031,894972,12250427700,999105028,999999476,524,42804,999772973,227027,4346767127,1085444100,1,1086699840,999989257,10743,999961204,38796,1086689096,1000,1000,1000,1000,1000,1000,1000,103258413893,7606574800,103202,1086542927,846000,67369886400,3266033301,6525829351,3261077810,885830,12252015600,999114170,999999195,805,40865,999745455,254545,4348103145,1084760800,4040,1087031180,999998195,1805,999957365,42635,1087025335,1000,1000,1000,1000,1000,1000,1000,103258728012,7605828300,1855,1086102967,928500,67364337400,3274056836,6533599386,3260361401,888789,12251222100,999111211,999998978,1022,53789,999765088,234912,4347146812,1085430000,4121,1086794700,999994832,5168,999957789,42211,1086785411,1000,1000,1000,1000,1000,1000,1000,103258877598,7606157600,923,1086072722,1014200,67367298400,3283918550,6543605000,3260499946,870515,12251737500,999129485,999999522,478,56707,999750361,249639,4347331739,1085506100,0,1086836360,999995433,4567,999952907,47093,1086831793,1000,1000,1000,1000,1000,1000,1000
