Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
H2O,10000000000000,10000000091088,10000000166629,10000000230745,10000000285664,10000000333595,10000000375129,10000000411896,10000000444712,10000000473856,10000000500136,10000000523991,10000000545495,10000000565269,10000000583063,10000000599689,10000000615046,10000000629474,10000000642749,10000000654952,10000000666360,10000000677028,10000000687133,10000000696570,10000000705486,10000000713853,10000000721976,10000000729549,10000000736608,10000000743308,10000000749682,10000000755744,10000000761561,10000000767126,10000000772541,10000000777653,10000000782430,10000000787041,10000000791548,10000000795826,10000000799869,10000000803787,10000000807556,10000000811198,10000000814686,10000000818043,10000000821335,10000000824451,10000000827483,10000000830412,10000000833291,10000000836025,10000000838649,10000000841269,10000000843787,10000000846184,10000000848523,10000000850782,10000000852905,10000000855047,10000000857125,10000000859174,10000000861151,10000000863043,10000000864849,10000000866690,10000000868547,10000000870294,10000000871992,10000000873543,10000000875134,10000000876704,10000000878229,10000000879715,10000000881162,10000000882616,10000000883927,10000000885283,10000000886626,10000000887903,10000000889144,10000000890328,10000000891454,10000000892596,10000000893723,10000000894814,10000000895929,10000000897035,10000000898061,10000000899088,10000000900079,10000000901060,10000000902018,10000000902906,10000000903866,10000000904734,10000000905653,10000000906564,10000000907406,10000000908274,10000000909111
OH-,1000000,908912,833371,769255,714336,666405,624871,588104,555288,526144,499864,476009,454505,434731,416937,400311,384954,370526,357251,345048,333640,322972,312867,303430,294514,286147,278024,270451,263392,256692,250318,244256,238439,232874,227459,222347,217570,212959,208452,204174,200131,196213,192444,188802,185314,181957,178665,175549,172517,169588,166709,163975,161351,158731,156213,153816,151477,149218,147095,144953,142875,140826,138849,136957,135151,133310,131453,129706,128008,126457,124866,123296,121771,120285,118838,117384,116073,114717,113374,112097,110856,109672,108546,107404,106277,105186,104071,102965,101939,100912,99921,98940,97982,97094,96134,95266,94347,93436,92594,91726,90889
H+,1000000,908912,833371,769255,714336,666405,624871,588104,555288,526144,499864,476009,454505,434731,416937,400311,384954,370526,357251,345048,333640,322972,312867,303430,294514,286147,278024,270451,263392,256692,250318,244256,238439,232874,227459,222347,217570,212959,208452,204174,200131,196213,192444,188802,185314,181957,178665,175549,172517,169588,166709,163975,161351,158731,156213,153816,151477,149218,147095,144953,142875,140826,138849,136957,135151,133310,131453,129706,128008,126457,124866,123296,121771,120285,118838,117384,116073,114717,113374,112097,110856,109672,108546,107404,106277,105186,104071,102965,101939,100912,99921,98940,97982,97094,96134,95266,94347,93436,92594,91726,90889
glucose,0,729000,1235600,1652200,2003400,2310100,2599300,2863100,3113700,3355800,3582900,3794700,3997200,4199800,4389500,4566500,4750400,4924900,5092200,5248900,5405600,5559700,5709400,5857000,6003100,6144300,6286400,6422700,6555000,6687900,6816700,6945500,7072400,7198100,7326600,7442700,7566300,7684900,7799600,7911800,8023500,8135000,8242800,8347600,8451700,8562300,8669300,8772800,8868300,8969800,9073800,9176800,9271100,9367800,9463800,9560500,9656600,9751100,9844400,9942400,10037000,10127200,10222400,10314700,10402400,10493900,10580700,10666200,10757000,10841800,10923500,11007800,11089900,11168900,11245300,11330700,11410000,11490300,11573700,11657800,11732600,11812100,11884500,11956400,12027900,12107600,12185200,12261500,12336500,12410600,12481200,12557800,12631600,12703500,12772300,12842700,12913900,12984500,13055900,13126600,13197800
O2,0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
H2O:=Cell_1,10000000000000,9999990575282,9999981914743,9999974013933,9999966787920,9999960150638,9999954041178,9999948399364,9999943165897,9999938304476,9999933772315,9999929532171,9999925554997,9999921806624,9999918271418,9999914924454,9999911741242,9999908705575,9999905802733,9999903017714,9999900337262,9999897751617,9999895245768,9999892809249,9999890436112,9999888116908,9999885848686,9999883619845,9999881426874,9999879263964,9999877126502,9999875008879,9999872910835,9999870827573,9999868754378,9999866695414,9999864639587,9999862591027,9999860547027,9999858503967,9999856458529,9999854411125,9999852358027,9999850299606,9999848234968,9999846164765,9999844088795,9999842004858,9999839914500,9999837815268,9999835703576,9999833587407,9999831461516,9999829325299,9999827182924,9999825029802,9999822866126,9999820700192,9999818522795,9999816337267,9999814141636,9999811938372,9999809725913,9999807504218,9999805273566,9999803035266,9999800792770,9999798536513,9999796271820,9999794005501,9999791726423,9999789443043,9999787149660,9999784850380,9999782541768,9999780227249,9999777905725,9999775575818,9999773241042,9999770904121,9999768558599,9999766203413,9999763845557,9999761482290,9999759113526,9999756743129,9999754375807,9999752007060,9999749638663,9999747274531,9999744921322,9999742584813,9999740283464,9999738065331,9999735996977,9999734102866,9999732377761,9999730813580,9999729396374,9999728113096,9999726952199
OH-:=Cell_1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H+:=Cell_1,100000,258398,746814,1328086,1942166,2556976,3085606,3507348,3802018,3936788,3951714,3881982,3731846,3543492,3335790,3109674,2854562,2634108,2427726,2225350,2047302,1883816,1725274,1583148,1462564,1343060,1267364,1215400,1162966,1121804,1077782,1044730,1031012,1008496,971920,944082,924678,912230,884870,859070,853074,821752,815022,809212,770510,757436,755628,732424,725106,712196,701034,698242,691202,680182,673386,643948,639708,634328,612488,612124,607762,582616,582844,585976,581286,553334,558120,566670,545550,537134,545866,534294,516068,530176,520630,504778,516120,498924,487548,489958,488920,485680,483928,467602,478584,473124,452706,451562,471160,441504,447220,422550,378472,228060,98204,35192,12502,4522,1680,606,230
glucose:=Cell_1,0,1095,2614,993,4272,4301,1557,5136,4535,5547,5752,4574,5744,5197,2853,2925,6783,5934,4616,6326,5952,4867,7118,11304,13522,21030,20596,18726,22659,23479,28521,27380,20143,18341,21938,25528,21424,18709,23685,27398,21582,26778,22549,19662,31681,29908,21849,25788,26195,24486,21214,18778,20427,18660,17028,26246,24602,21802,29020,21249,21807,29835,26218,21112,22027,28649,26054,19085,21089,24239,23609,22695,27231,20423,21517,23706,19402,24791,26661,24034,23703,20681,19106,25756,23751,19393,26231,25225,20188,28560,25045,42854,100587,304605,661952,1093804,1546997,2005938,2469661,2933717,3398616
glucose_channel:=Cell_1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
