Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
2600,10000000721976,278024,278024,6286400,20000,9999885848686,0,1267364,20596,50,9848200,0,26936100,0,9203236,19655208,22487394,177512606,194596106,0,531214,9468786,9193922,9999895459614,0,779906,263894,50,9855400,25023900,25023900,0,9981459,19183012,14542626,185457374,185457374,0,18541,9981459,9201553,100000335644,0,0,8176398,0,1670670,4378,5680278,9995622,4319722,9784500,215500,0,0,50,100,418150,9999490,510,9916594,10000000,0,83406,417540,2000,2000,2000,100000337752,0,230,7991676,0,1682770,136,5720636,9999864,4279364,9727170,272830,0,0,50,52,421100,9999526,474,9915934,10000000,0,84066,420574,2000,2000,2000,100000335904,0,3,7752480,0,1672703,80,5687180,9999920,4312820,9495597,504403,0,0,50,349,418800,9999633,367,9916456,10000000,0,83544,418084,2000,2000,2000
2700,10000000729549,270451,270451,6422700,20000,9999883619845,0,1215400,18726,50,10279400,0,27995900,0,9538144,20521348,22103793,177896207,195958807,0,560726,9439274,9652974,9999894062265,0,525686,556480,50,10287900,25964100,25964100,0,9994263,19462840,13425105,186574895,186574895,0,5737,9994263,9468577,100000354468,0,874,8497628,0,1768994,8,6011608,9999992,3988256,9734626,265374,0,0,50,85,442770,9999418,582,9911521,9999864,136,88479,442103,2000,2000,2000,100000356572,0,461,8314766,0,1777851,1426,6043126,9998574,3956874,9464339,535661,0,0,50,91,444970,9999445,555,9911154,10000000,0,88846,444324,2000,2000,2000,100000354258,0,661,7995730,0,1768111,30,6009330,9999970,3990456,9369939,630061,0,0,50,301,442490,9999785,215,9911516,9999786,214,88484,441974,2000,2000,2000
2800,10000000736608,263392,263392,6555000,20000,9999881426874,0,1162966,22659,50,10711900,0,29016500,0,9866924,21378482,21761656,178238344,197294644,0,547576,9452424,10107758,9999892776204,0,349026,901049,50,10723100,26943500,26943500,0,9996564,19644102,12320306,187679694,187679694,0,3436,9996564,9647538,100000373696,0,1025,8878852,0,1867105,172,6344672,9999828,3655328,9678775,321225,0,0,50,55,467210,9999495,505,9906566,10000000,0,93434,466650,2000,2000,2000,100000376444,0,3,8576496,0,1875343,7556,6376156,9992444,3623844,9185397,814603,0,0,50,280,469400,9999621,379,9906327,10000000,0,93673,468741,2000,2000,2000,100000374643,0,401,8196496,0,1866741,2356,6345556,9997644,3654249,9316099,683901,0,0,50,69,467190,9999419,581,9906728,9999805,195,93272,466540,2000,2000,2000
2900,10000000743308,256692,256692,6687900,20000,9999879263964,0,1121804,23479,50,11145300,0,29856800,0,10203243,22243642,21495806,178504194,198592394,0,590077,9409923,10560919,9999891598165,0,231916,1274374,50,11156800,28103200,28103200,0,9998384,19764852,11263017,188736983,188736983,0,1616,9998384,9766468,100000393836,0,764,9059474,0,1965974,3614,6681714,9996386,3318034,9540636,459364,0,0,50,297,492020,9999694,306,9901625,9999748,252,98375,491417,2000,2000,2000,100000396007,0,1054,8895306,0,1978544,66,6723466,9999934,3276255,9080046,919954,0,0,50,261,495110,9999716,284,9900933,9999721,279,99067,494565,2000,2000,2000,100000393752,0,921,8356374,0,1967631,114,6686814,9999886,3313186,9103779,896221,0,0,50,194,492350,9999669,331,9901517,10000000,0,98483,491825,2000,2000,2000
3000,10000000749682,250318,250318,6816700,20000,9999877126502,0,1077782,28521,50,11582300,0,30897800,0,10536200,23107558,21271960,178728040,199865940,0,410030,9589970,11014888,9999890522210,0,153424,1668833,50,11591000,29062200,29062200,0,9998879,19844334,10266544,189733456,189733456,0,1121,9998879,9845455,100000414414,0,793,9378166,0,2068683,26,7030826,9999974,2968984,9328807,671193,0,0,50,290,517790,9999561,439,9896517,9999810,190,103483,517061,2000,2000,2000,100000417360,0,248,9153790,0,2081098,90,7074890,9999910,2925110,9063352,936648,0,0,50,297,520900,9999562,438,9896005,10000000,0,103995,520165,2000,2000,2000,100000414856,0,450,8635590,0,2068800,90,7032390,9999910,2967610,9103650,896350,0,0,50,103,517780,9999364,636,9896629,10000000,0,103371,517041,2000,2000,2000
3100,10000000755744,244256,244256,6945500,20000,9999875008879,0,1044730,27380,50,12016500,0,32017700,0,10877965,23978240,21071919,178928081,201112881,0,400115,9599885,11466755,9999889543454,0,101330,2079410,50,12028000,29942300,29942300,0,9999255,19897180,9340634,190659366,190659366,0,745,9999255,9897925,100000434548,0,989,9696560,0,2170889,60,7377660,9999940,2622340,9311811,688189,0,0,50,60,543200,9999443,557,9891397,10000000,0,108603,542583,2000,2000,2000,100000438668,0,284,9510346,0,2186874,3606,7434406,9996394,2565594,8842416,1157584,0,0,50,66,547260,9999366,634,9890758,10000000,0,109242,546560,2000,2000,2000,100000435096,0,428,8895170,0,2169978,70,7376470,9999930,2623530,8932472,1067528,0,0,50,105,543060,9999386,614,9891569,10000000,0,108431,542341,2000,2000,2000
3200,10000000761561,238439,238439,7072400,20000,9999872910835,0,1031012,20143,50,12451600,0,32897200,0,11234933,24862914,20928249,179071751,202326251,0,515637,9484363,11915951,9999888651024,0,67070,2499820,50,12466000,31062800,31062800,0,9999715,19932360,8483384,191516616,191516616,0,285,9999715,9932645,100000456104,0,9,9954148,0,2273429,28,7729628,9999972,2270372,9311991,688009,0,0,50,251,568930,9999571,429,9886434,10000000,0,113566,568250,2000,2000,2000,100000459454,0,721,9706346,0,2293811,606,7796506,9999394,2203256,8583379,1416621,0,0,50,288,573980,9999681,319,9885245,9999762,238,114755,573373,2000,2000,2000,100000455376,0,723,9132856,0,2273963,16,7729016,9999984,2270984,8640577,1359423,0,0,50,291,569120,9999549,451,9886270,10000000,0,113730,568378,2000,2000,2000
3300,10000000767126,232874,232874,7198100,20000,9999870827573,0,1008496,18341,50,12888500,0,33917600,0,11582987,25740318,20797591,179202409,203532109,0,579393,9420607,12365911,9999887843266,0,44224,2925842,50,12903400,32042400,32042400,0,9999670,19955116,7698382,192301618,192301618,0,330,9999670,9955446,100000476424,0,1226,10231298,0,2379396,78,8085778,9999922,1913910,9118574,881426,0,0,50,63,595440,9999296,704,9880961,9999688,312,119039,594673,2000,2000,2000,100000481671,0,431,9921884,0,2401291,24,8162924,9999976,1836905,8352169,1647831,0,0,50,88,600980,9999241,759,9880039,9999829,171,119961,600133,2000,2000,2000,100000477443,0,6,9470278,0,2377876,3658,8084758,9996342,1914995,8573794,1426206,0,0,50,60,595000,9999372,628,9881262,9999753,247,118738,594312,2000,2000,2000
3400,10000000772541,227459,227459,7326600,20000,9999868754378,0,971920,21938,50,13324600,0,34737700,0,11916212,26605324,20695502,179304498,204740298,0,550278,9449722,12816702,9999887109632,0,29190,3353596,50,13338800,33222300,33222300,0,9999799,19970408,6980040,193019960,193019960,0,201,9999799,9970609,100000499419,0,6,10306224,0,2486966,64,8455664,9999936,1543945,9101194,898806,0,0,50,77,622300,9999358,642,9875811,9999609,391,124189,621581,2000,2000,2000,100000502452,0,1130,10157928,0,2508750,8,8525908,9999992,1473812,8328570,1671430,0,0,50,69,627840,9999222,778,9874531,9999720,280,125469,626993,2000,2000,2000,100000498844,0,6,9784852,0,2486586,72,8454372,9999928,1545628,8230194,1769806,0,0,50,223,622270,9999466,534,9875803,10000000,0,124197,621513,2000,2000,2000
3500,10000000777653,222347,222347,7442700,20000,9999866695414,0,944082,25528,50,13764000,0,35797600,0,12256773,27476944,20602358,179397642,205927642,0,571787,9428213,13266431,9999886443673,0,19274,3793059,50,13783300,34162400,34162400,0,9999878,19980482,6324155,193675845,193675845,0,122,9999878,9980604,100000520960,0,3,10560650,0,2596753,50,8828950,9999950,1171050,8853297,1146703,0,0,50,342,649990,9999387,613,9870315,10000000,0,129685,649035,2000,2000,2000,100000524099,0,857,10433238,0,2616127,18,8891918,9999982,1107819,8223143,1776857,0,0,50,229,654740,9999361,639,9869182,9999737,263,130818,653872,2000,2000,2000,100000518806,0,1620,10121438,0,2593390,2818,8812018,9997182,1187620,8138780,1861220,0,0,50,130,649010,9999290,710,9870184,9999638,362,129816,648170,2000,2000,2000
3600,10000000782430,217570,217570,7566300,20000,9999864639587,0,924678,21424,50,14200400,0,36917300,0,12605515,28357952,20538139,179461861,207102461,0,600085,9399915,13716637,9999885841566,0,12744,4229731,50,14223300,35042700,35042700,0,9999941,19987138,5728704,194271296,194271296,0,59,9999941,9987197,100000543184,0,11,10854856,0,2706251,16,9201216,9999984,798784,8655989,1344011,0,0,50,137,677410,9999053,947,9864922,10000000,0,135078,676326,2000,2000,2000,100000547529,0,1,10726860,0,2725901,8460,9268060,9991540,731591,8154699,1845301,0,0,50,74,682300,9998999,1001,9863955,9999651,349,136045,681225,2000,2000,2000,100000540768,0,1211,10456318,0,2701181,98,9179898,9999902,820102,7946689,2053311,0,0,50,56,676090,9999015,985,9864945,10000000,0,135055,675049,2000,2000,2000
3700,10000000787041,212959,212959,7684900,20000,9999862591027,0,912230,18709,50,14638400,0,38017400,0,12955586,29239382,20504709,179495291,208269591,0,558794,9441206,14163576,9999885295248,0,8402,4670928,50,14666700,35942600,35942600,0,9999973,19991544,5186792,194813208,194813208,0,27,9999973,9991571,100000565224,0,314,11049184,0,2816174,24,9573924,9999976,426076,8435086,1564914,0,0,50,72,705140,9998634,1366,9859470,10000000,0,140530,703702,2000,2000,2000,100000569355,0,926,11000686,0,2837616,46,9644746,9999954,355099,8032774,1967226,0,0,50,115,710860,9998212,1788,9858381,9999845,155,141619,708957,2000,2000,2000,100000563823,0,1003,10889688,0,2811523,68,9555768,9999932,443921,7895297,2104703,0,0,50,281,704220,9998589,1411,9859576,9999689,311,140424,702528,2000,2000,2000
3800,10000000791548,208452,208452,7799600,20000,9999860547027,0,884870,23685,50,15081400,0,38997300,0,13294940,30115430,20452457,179547543,208965143,0,517850,9482150,14615280,9999884803182,0,5584,5111811,50,15109000,36962700,36962700,0,9999981,19994378,4697560,195302440,195302440,0,19,9999981,9994397,100000586704,0,1445,11264228,0,2926065,108,9943708,9999892,196892,8316055,1683945,0,0,50,335,733520,9997775,2225,9853964,10000000,0,146036,730960,2000,2000,2000,100000594111,0,5,11332848,0,2949425,228,10028028,9999772,184201,7848595,2151405,0,0,50,88,739440,9997339,2661,9853193,9999429,571,146807,736691,2000,2000,2000,100000588449,0,3,11124628,0,2918623,4708,9923308,9995292,195335,7815897,2184103,0,0,50,66,732250,9996629,3371,9854911,9999643,357,145089,728813,2000,2000,2000
3900,10000000795826,204174,204174,7911800,20000,9999858503967,0,859070,27398,50,15526400,0,39977100,0,13637237,30998004,20442171,179557829,208957129,0,538563,9461437,15069467,9999884357272,0,3724,5553676,50,15551800,37982900,37982900,0,9999986,19996248,4253520,195746480,195746480,0,14,9999986,9996262,100000611752,0,350,11476488,0,3038370,68,10329268,9999932,200032,8061750,1938250,0,0,50,104,762320,9996502,3498,9848886,10000000,0,151114,758718,2000,2000,2000,100000615464,0,1014,11706798,0,3060184,78,10401178,9999922,199686,7846986,2153014,0,0,50,303,767830,9996692,3308,9847615,9999664,336,152385,764219,2000,2000,2000,100000609300,0,1390,11316090,0,3033740,90,10309990,9999910,200410,7621410,2378590,0,0,50,300,761150,9996780,3220,9848840,10000000,0,151160,757630,2000,2000,2000
4000,10000000799869,200131,200131,8023500,20000,9999856458529,0,853074,21582,50,15970500,0,41036700,0,13997405,31897836,20490065,179509935,208916035,0,509345,9490655,15522381,9999883953367,0,2488,5997259,50,15996000,38923300,38923300,0,9999985,19997482,3850849,196149151,196149151,0,15,9999985,9997497,100000634696,0,0,11706768,0,3154220,248,10724348,9999752,193152,7804700,2195300,0,0,50,336,791030,9997148,2852,9843002,10000000,0,156998,787842,2000,2000,2000,100000638421,0,1127,12016352,0,3177707,72,10800372,9999928,199727,7800973,2199027,0,0,50,325,796950,9997069,2931,9841622,9999699,301,158378,793694,2000,2000,2000,100000632704,0,1227,11625154,0,3151137,394,10709694,9999606,200006,7507173,2492827,0,0,50,74,790070,9997051,2949,9842935,10000000,0,157065,787047,2000,2000,2000
4100,10000000803787,196213,196213,8135000,20000,9999854411125,0,821752,26778,50,16414400,0,41977400,0,14332588,32775244,20499269,179500731,208915631,0,601702,9398298,15976746,9999883588119,0,1640,6441444,50,16440600,39982600,39982600,0,9999976,19998312,3486431,196513569,196513569,0,24,9999976,9998336,100000657302,0,1350,11977414,0,3271660,54,11119054,9999946,199692,7758750,2241250,0,0,50,338,820680,9996764,3236,9836956,9999646,354,163044,817106,2000,2000,2000,100000661824,0,1272,12246064,0,3295832,1704,11201504,9998296,198276,7410028,2589972,0,0,50,74,826180,9997136,2864,9835670,9999680,320,164330,823242,2000,2000,2000,100000657556,0,24,11856294,0,3264534,5234,11099334,9994766,179466,7428376,2571624,0,0,50,158,819050,9996322,3678,9837688,10000000,0,162312,815214,2000,2000,2000
4200,10000000807556,192444,192444,8242800,20000,9999852358027,0,815022,22549,50,16862100,0,43017700,0,14692172,33679102,20559529,179440471,208847371,0,535838,9464162,16432040,9999883257115,0,1106,6885658,50,16885100,40942300,40942300,0,9999995,19998884,3155999,196844001,196844001,0,5,9999995,9998889,100000682808,0,7,12285750,0,3389757,5350,11525150,9994650,194378,7611293,2388707,0,0,50,91,850150,9996507,3493,9831384,9999628,372,168616,846566,2000,2000,2000,100000685996,0,1015,12515118,0,3413985,1998,11604098,9998002,197766,7282785,2717215,0,0,50,373,856180,9996919,3081,9829868,9999664,336,170132,852726,2000,2000,2000,100000680178,0,1069,12105694,0,3383579,34,11500534,9999966,192512,7320931,2679069,0,0,50,122,848560,9996609,3391,9831455,9999646,354,168545,845047,2000,2000,2000
4300,10000000811198,188802,188802,8347600,20000,9999850299606,0,809212,19662,50,17310300,20000,43877500,0,15050694,34581276,20621982,179378018,208799318,0,526356,9473644,16886032,9999882957197,0,750,7332480,50,17332100,42082500,42082500,0,9999995,19999240,2856437,197143563,197143563,0,5,9999995,9999245,100000705404,0,8,12474006,0,3508498,7566,11928866,9992434,193034,7453392,2546608,0,0,50,270,879430,9997286,2714,9825252,10000000,0,174748,876446,2000,2000,2000,100000709018,0,1827,12763544,0,3534587,184,12011384,9999816,177078,7208373,2791627,0,0,50,132,885920,9997145,2855,9823619,9999562,438,176381,882933,2000,2000,2000,100000704116,0,1018,12291912,0,3506498,10032,11918632,9989968,190368,7113782,2886218,0,0,50,297,879200,9996962,3038,9825231,10000000,0,174769,875865,2000,2000,2000
4400,10000000814686,185314,185314,8451700,20000,9999848234968,0,770510,31681,50,17761200,0,44937300,0,15379784,35459038,20662106,179337894,208736894,0,386826,9613174,17344264,9999882685835,0,524,7777366,50,17777100,43022700,43022700,0,9999996,19999468,2585303,197414697,197414697,0,4,9999996,9999472,100000730173,0,344,12801996,0,3628184,11556,12334656,9988444,188235,7347356,2652644,0,0,50,99,909650,9996660,3340,9819357,9999391,609,180643,906211,2000,2000,2000,100000733504,0,1429,12991918,0,3653899,98,12418398,9999902,200302,7175071,2824929,0,0,50,146,916200,9996561,3439,9817879,10000000,0,182121,912615,2000,2000,2000,100000729356,0,5,12599876,0,3625545,136,12326836,9999864,200064,6974195,3025805,0,0,50,314,909140,9996747,3253,9819535,10000000,0,180465,905573,2000,2000,2000
4500,10000000818043,181957,181957,8562300,20000,9999846164765,0,757436,29908,50,18208900,0,46137000,0,15730790,36357984,20739849,179260151,208661951,0,384990,9615010,17800274,9999882439410,0,350,8218978,50,18218800,43823000,43823000,0,9999997,19999644,2339054,197660946,197660946,0,3,9999997,9999647,100000753488,0,1010,13129004,0,3750670,5044,12748844,9994956,192520,7192890,2807110,0,0,50,80,940170,9996770,3230,9813072,9999664,336,186928,936860,2000,2000,2000,100000759832,0,3,13296986,0,3777193,5646,12842446,9994354,194454,7027397,2972603,0,0,50,374,947220,9996603,3397,9811989,10000000,0,188011,943449,2000,2000,2000,100000753716,0,305,12947264,0,3746365,104,12736604,9999896,200096,6835695,3164305,0,0,50,82,939530,9996191,3809,9813573,10000000,0,186427,935639,2000,2000,2000
4600,10000000821335,178665,178665,8669300,20000,9999844088795,0,755628,21849,50,18654300,0,47097400,0,16091065,37264902,20825397,179174603,208582703,0,545935,9454065,18254637,9999882217049,0,236,8666521,50,18666400,44862600,44862600,0,9999997,19999758,2116807,197883193,197883193,0,3,9999997,9999761,100000779136,0,4,13435394,0,3872014,2034,13164834,9997966,198066,6979096,3020904,0,0,50,153,970960,9996262,3738,9807333,10000000,0,192667,967069,2000,2000,2000,100000782660,0,1638,13503670,0,3901688,70,13260170,9999930,200330,6923462,3076538,0,0,50,372,978260,9996712,3288,9805410,10000000,0,194590,974600,2000,2000,2000,100000775892,0,1705,13174690,0,3869055,190,13148990,9999810,191210,6537895,3462105,0,0,50,371,969980,9996873,3127,9806988,10000000,0,193012,966482,2000,2000,2000
4700,10000000824451,175549,175549,8772800,20000,9999842004858,0,732424,25788,50,19100600,100,48037900,0,16429044,38149624,20890482,179109518,208527418,0,449276,9550724,18708600,9999882015942,0,164,9116684,50,19116600,45922100,45922100,0,9999998,19999832,1915774,198084226,198084226,0,2,9999998,9999834,100000803508,0,5,13720238,0,3996775,18,13589018,9999982,192482,6910495,3089505,0,0,50,127,1001690,9996841,3159,9800950,10000000,0,199050,998404,2000,2000,2000,100000807695,0,1887,13670614,0,4024697,54,13677554,9999946,194519,6913713,3086287,0,0,50,341,1009060,9996607,3393,9799236,9999373,627,200764,1005326,2000,2000,2000,100000803723,0,8,13438608,0,3994328,11188,13580688,9988812,182661,6283592,3716408,0,0,50,161,1001230,9996684,3316,9801111,9999449,551,198889,997753,2000,2000,2000
4800,10000000827483,172517,172517,8868300,20000,9999839914500,0,725106,26195,50,19553200,0,49018100,0,16783298,39054010,20965610,179034390,208432990,0,590142,9409858,19164452,9999881833682,0,118,9568562,50,19568500,46941900,46941900,0,9999997,19999876,1733558,198266442,198266442,0,3,9999997,9999879,100000827069,0,1778,13867544,0,4120038,84,14002084,9999916,200415,6690622,3309378,0,0,50,65,1033220,9995806,4194,9794691,9999999,1,205309,1028961,2000,2000,2000,100000834785,0,2,14014870,0,4149052,8470,14106770,9991530,191653,6655998,3344002,0,0,50,367,1040330,9996400,3600,9793447,9999623,377,206553,1036363,2000,2000,2000,100000828224,0,9,13703690,0,4119359,8990,14005790,9991010,191410,6171891,3828109,0,0,50,348,1032710,9996637,3363,9794871,10000000,0,205129,1028999,2000,2000,2000
4900,10000000830412,169588,169588,8969800,20000,9999837815268,0,712196,24486,50,20001200,0,50038200,0,17132542,39953428,21064496,178935504,208357304,0,549588,9450412,19620616,9999881667929,0,74,10019039,50,20019000,47921800,47921800,0,9999998,19999922,1567851,198432149,198432149,0,2,9999998,9999924,100000853876,0,1,14029782,0,4248031,12302,14443302,9987698,174998,6570599,3429401,0,0,50,319,1064780,9996729,3271,9788416,10000000,0,211584,1061190,2000,2000,2000,100000859100,0,327,14278182,0,4277357,3802,14541902,9996198,186998,6650973,3349027,0,0,50,85,1071690,9996979,3021,9786822,10000000,0,213178,1068584,2000,2000,2000,100000851754,0,1462,14068914,0,4245272,2254,14428954,9997746,197524,5894238,4105762,0,0,50,133,1063800,9996868,3132,9788227,9999678,322,211773,1060535,2000,2000,2000
5000,10000000833291,166709,166709,9073800,20000,9999835703576,0,701034,21214,50,20448700,0,51198000,0,17481193,40854972,21164948,178835052,208239352,0,535597,9464403,20076969,9999881518291,0,52,10467526,50,20467500,48762000,48762000,0,10000000,19999948,1418239,198581761,198581761,0,0,10000000,9999948,100000878403,0,1186,14273454,0,4376096,94,14874694,9999906,194907,6355314,3644686,0,0,50,415,1096920,9996692,3308,9781785,9999701,299,218215,1093197,2000,2000,2000,100000885480,0,8,14521864,0,4404568,3804,14975504,9996196,195960,6650892,3349108,0,0,50,348,1103920,9996760,3240,9780580,9999664,336,219420,1100332,2000,2000,2000,100000877597,0,1291,14512580,0,4371991,280,14860380,9999720,199687,5677709,4322291,0,0,50,411,1095970,9996585,3415,9781996,9999667,333,218004,1092144,2000,2000,2000
5100,10000000836025,163975,163975,9176800,20000,9999833587407,0,698242,18778,50,20898600,0,52177600,0,17836453,41759644,21244151,178755849,208171949,0,539457,9460543,20530701,9999881383376,0,32,10914618,50,20914600,49782400,49782400,0,9999998,19999964,1283340,198716660,198716660,0,2,9999998,9999966,100000905528,0,4,14554724,0,4505964,4064,15320264,9995936,179636,6198996,3801004,0,0,50,84,1129080,9996660,3340,9775536,10000000,0,224464,1125656,2000,2000,2000,100000910856,0,555,14827974,0,4527765,14,15392514,9999986,200086,6445745,3554255,0,0,50,152,1135820,9995031,4969,9774743,10000000,0,225257,1130699,2000,2000,2000,100000904713,0,3,14675426,0,4499293,9186,15297586,9990814,190585,5586297,4413703,0,0,50,120,1127590,9996471,3529,9775917,9999671,329,224083,1123941,2000,2000,2000
5200,10000000838649,161351,161351,9271100,20000,9999831461516,0,691202,20427,50,21354400,0,53277600,0,18191564,42667946,21331162,178668838,208068338,0,556326,9443674,20988372,9999881261911,0,20,11364511,50,21364500,50682400,50682400,0,9999999,19999978,1161889,198838111,198838111,0,1,9999999,9999979,100000928089,0,2753,14861648,0,4630673,28,15734928,9999972,200019,6059647,3940353,0,0,50,143,1160740,9996095,3905,9768892,9999647,353,231108,1156692,2000,2000,2000,100000936324,0,2,15148636,0,4659942,5396,15843796,9994604,194704,6330298,3669702,0,0,50,371,1167860,9996662,3338,9767837,10000000,0,232163,1164151,2000,2000,2000,100000929860,0,4,14919000,0,4626004,0,15728400,10000000,200000,5371396,4628604,0,0,50,161,1159410,9996336,3664,9769615,10000000,0,230385,1155585,2000,2000,2000
5300,10000000841269,158731,158731,9367800,20000,9999829325299,0,680182,18660,50,21806500,20000,54337200,0,18542061,43575680,21426279,178573721,208005921,0,527869,9472131,21447749,9999881151353,0,12,11815707,50,21815700,51622800,51622800,0,9999999,19999986,1051339,198948661,198948661,0,1,9999999,9999987,100000956279,0,1127,15203400,0,4759127,0,16177200,10000000,179625,5754073,4245927,0,0,50,325,1193430,9995569,4431,9762926,9999625,375,237074,1188674,2000,2000,2000,100000961572,0,867,15411436,0,4789307,96,16280696,9999904,200004,6328933,3671067,0,0,50,170,1200310,9996249,3751,9761299,10000000,0,238701,1196389,2000,2000,2000,100000954062,0,2181,15121404,0,4757341,44,16167544,9999956,187046,5257019,4742981,0,0,50,94,1192130,9996399,3601,9762597,9999390,610,237403,1188435,2000,2000,2000
5400,10000000843787,156213,156213,9463800,20000,9999827182924,0,673386,17028,50,22258500,0,55417700,0,18894255,44482944,21534868,178465132,207900032,0,548935,9451065,21904779,9999881051352,0,6,12267704,50,22267700,52542300,52542300,0,9999999,19999992,951344,199048656,199048656,0,1,9999999,9999993,100000982746,0,651,15364012,0,4892131,3132,16631032,9996868,200062,5525049,4474951,0,0,50,181,1226060,9996205,3795,9756212,9999694,306,243788,1222084,2000,2000,2000,100000988965,0,14,15811612,0,4920494,132,16729632,9999868,192167,6329486,3670514,0,0,50,115,1233150,9996118,3882,9754943,9999999,1,245057,1229153,2000,2000,2000,100000981716,0,10,15422118,0,4887980,7498,16619098,9992502,161802,5017690,4982310,0,0,50,356,1224700,9996868,3132,9756382,10000000,0,243618,1221212,2000,2000,2000
5500,10000000846184,153816,153816,9560500,20000,9999825029802,0,643948,26246,50,22710700,0,56477700,0,19224568,45368908,21581810,178418190,207827590,0,407372,9592628,22362480,9999880960678,0,4,12718802,50,22718800,53482300,53482300,0,10000000,19999996,860674,199139326,199139326,0,0,10000000,9999996,100001008553,0,1257,15786242,0,5021687,1262,17069462,9998738,188421,5523843,4476157,0,0,50,98,1258750,9995693,4307,9749741,9999583,417,250259,1254345,2000,2000,2000,100001013060,0,1464,16033894,0,5051974,34,17171734,9999966,200066,6327736,3672264,0,0,50,130,1265690,9996578,3422,9747964,10000000,0,252036,1262138,2000,2000,2000,100001006888,0,1596,15607374,0,5014306,14,17043214,9999986,200386,4730304,5269696,0,0,50,137,1257420,9995058,4942,9750201,10000000,0,249799,1252341,2000,2000,2000
