Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r1_2_600:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100:=Cell_2,r2_1_110:=Cell_2,r2_3_300:=Cell_2,r1_2_400:=Cell_2,rM_500:=Cell_2,r1_2_600:=Cell_2,r3_2_700:=Cell_2,r2_2_800:=Cell_2,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r2_2_800::Cell_1::Mito_1,r2_2_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,r1_2_100::Cell_1::Mito_2,r2_1_110::Cell_1::Mito_2,rM_300::Cell_1::Mito_2,rM_400::Cell_1::Mito_2,rM_500::Cell_1::Mito_2,r2_2_510::Cell_1::Mito_2,rM_600::Cell_1::Mito_2,rM_700::Cell_1::Mito_2,rM_710::Cell_1::Mito_2,r2_2_800::Cell_1::Mito_2,r2_2_810::Cell_1::Mito_2,rM_900::Cell_1::Mito_2,r1_1_1100::Cell_1::Mito_2,r1_2_100::Cell_1::Mito_3,r2_1_110::Cell_1::Mito_3,rM_300::Cell_1::Mito_3,rM_400::Cell_1::Mito_3,rM_500::Cell_1::Mito_3,r2_2_510::Cell_1::Mito_3,rM_600::Cell_1::Mito_3,rM_700::Cell_1::Mito_3,rM_710::Cell_1::Mito_3,r2_2_800::Cell_1::Mito_3,r2_2_810::Cell_1::Mito_3,rM_900::Cell_1::Mito_3,r1_1_1100::Cell_1::Mito_3,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r1_2_600:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100:=Cell_2,r2_1_110:=Cell_2,r2_3_300:=Cell_2,r1_2_400:=Cell_2,rM_500:=Cell_2,r1_2_600:=Cell_2,r3_2_700:=Cell_2,r2_2_800:=Cell_2,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r2_2_800::Cell_1::Mito_1,r2_2_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,r1_2_100::Cell_1::Mito_2,r2_1_110::Cell_1::Mito_2,rM_300::Cell_1::Mito_2,rM_400::Cell_1::Mito_2,rM_500::Cell_1::Mito_2,r2_2_510::Cell_1::Mito_2,rM_600::Cell_1::Mito_2,rM_700::Cell_1::Mito_2,rM_710::Cell_1::Mito_2,r2_2_800::Cell_1::Mito_2,r2_2_810::Cell_1::Mito_2,rM_900::Cell_1::Mito_2,r1_1_1100::Cell_1::Mito_2,r1_2_100::Cell_1::Mito_3,r2_1_110::Cell_1::Mito_3,rM_300::Cell_1::Mito_3,rM_400::Cell_1::Mito_3,rM_500::Cell_1::Mito_3,r2_2_510::Cell_1::Mito_3,rM_600::Cell_1::Mito_3,rM_700::Cell_1::Mito_3,rM_710::Cell_1::Mito_3,r2_2_800::Cell_1::Mito_3,r2_2_810::Cell_1::Mito_3,rM_900::Cell_1::Mito_3,r1_1_1100::Cell_1::Mito_3
1000,10000000500363.0,499864,9999933728276.0,0,50,3.0,9652,0.0,1975857,43849711,9999934741266.0,0,50,200.0,2929,0.0,1838772,41066520,100000075056.0,0,50,130,228,168,100,2000,2000,2000,2000,34,0.0,100000074808.0,0,50,179,319,0,2,2000,2000,2000,2000,1,3.0,100000074588.0,0,50,188,371,0,17,2000,2000,2000,2000,1,2.0,1000,9.999999999e-11,0.0004996142608171309,9.99999000001e-07,0.9752709683641498,0.7816069361637075,0.999000999000999,0.6583299236103236,0.999999999999999,0.001955883515934993,0.0009989943894581504,9.99999000001e-07,0.9735277736010487,0.7817975517685307,0.999000999000999,0.6469850647222056,0.999999999999999,0.00229595850883958,0.0009989944902627419,9.99999000001e-07,0.5014955134596211,0.32887811305759573,0.8248649821224698,0.5661817918654708,0.9999999999000001,0.9983681193529869,0.999949741038472,0.999996899513458,0.9999999999376399,0.9999999988550865,0.9950185047039263,0.9999999999999,9.99999000001e-07,0.4121105232216343,0.32886324937703404,0.8248731298609931,0.5676524004015868,0.9999999999000001,0.9983335349683177,0.9999734889407602,0.9999967890926735,0.9999999999377176,0.9999999988569017,0.9950185052336827,0.9999999999999,9.99999000001e-07,0.005964214711729622,0.32887045609225557,0.8248776006087919,0.5689972005866842,0.9999999999000001,0.9791271451572902,0.9999494179526333,0.9999969052460174,0.9999999999375621,0.9999999988574523,0.9950185052296041,0.9999999999999
1100,10000000523991.0,476009,9999929491205.0,0,50,0.0,4574,0.0,1943974,41066823,9999930798226.0,0,50,200.0,2462,0.0,1787980,37913424,100000088000.0,0,50,142,231,139,11,2000,2000,2000,2000,24,0.0,100000088412.0,0,50,156,259,0,0,2000,2000,2000,2000,42,0.0,100000087848.0,0,50,227,377,214,87,2000,2000,2000,2000,20,0.0,1100,9.999999999e-11,0.0004757825232368965,9.99999000001e-07,0.9748868779416884,0.7912709511782754,0.999000999000999,0.6512748387560103,0.999999999999999,0.0022405323640038027,0.000998993966290503,9.99999000001e-07,0.9727962219393029,0.7914363776670073,0.999000999000999,0.6316260264361419,0.999999999999999,0.002603429340165814,0.0009989940964070416,9.99999000001e-07,0.29577464788732394,0.3427351563800666,0.8248633611504785,0.5660321077133695,0.9999999999000001,0.9985116085941941,0.9999735360523317,0.9999969478404191,0.9999999999388031,0.9999999988526089,0.9950186166253151,0.9999999999999,9.99999000001e-07,0.006951340615690169,0.3427917863168987,0.8248672777303089,0.5660406834036453,0.9999999999000001,0.9985077403699728,0.9999734813666028,0.9999969479356107,0.9999999999388031,0.9999999988526805,0.9950186162959207,0.9999999999999,9.99999000001e-07,0.4660971703150027,0.3427433642219853,0.8248701299835006,0.5661386893321667,0.9999999999000001,0.9985090779475615,0.9999496981639528,0.9999969707802632,0.9999999999388031,0.9999999988544278,0.9950186150908119,0.9999999999999
1200,10000000545704.0,454505,9999925516112.0,0,50,200.0,9744,0.0,1865923,38597009,9999927192654.0,0,50,0.0,2671,0.0,1706574,35067152,100000102108.0,0,50,407,101,0,60,2000,2000,2000,2000,1,0.0,100000102336.0,0,50,158,247,128,0,2000,2000,2000,2000,12,200.0,100000100832.0,0,50,210,172,290,87,2000,2000,2000,2000,0,0.0,1200,9.999999999e-11,0.0004542985190515985,9.99999000001e-07,0.9739237143478503,0.7998879372448572,0.999000999000999,0.6378727296586285,0.999999999999999,0.0025917207676283464,0.0009989935693673405,9.99999000001e-07,0.9715092247432127,0.7997276295762237,0.999000999000999,0.6159208607678636,0.999999999999999,0.0029020755289538855,0.0009989937328060022,9.99999000001e-07,0.2952783650458069,0.3545367578084432,0.8263939868424419,0.568393060785343,0.9999999999000001,0.9859957245388057,0.9999495682769365,0.9999971654698284,0.9999999999399711,0.9999999988198764,0.9950187117762023,0.9999999999999,9.99999000001e-07,0.0009990009990009992,0.3545446735445096,0.8248634529652028,0.5684266610509402,0.9999999999000001,0.9986349218343155,0.9999495232882346,0.9999972303622338,0.9999999999398221,0.9999999988206387,0.9950187122971266,0.9999999999999,9.99999000001e-07,0.3726474278544542,0.3545525890864267,0.8248699637615645,0.5659004388031013,0.9999999999000001,0.9986339943623063,0.9999733756788601,0.9999970724923266,0.9999999999398944,0.9999999988229431,0.9950187117762023,0.9999999999999
1300,10000000565269.0,434731,9999921806624.0,0,50,200.0,5197,0.0,1771746,36402642,9999923819971.0,0,50,0.0,7094,0.0,1599449,32493235,100000116632.0,0,50,180,175,104,31,2000,2000,2000,2000,45,200.0,100000117734.0,0,50,381,209,390,69,2000,2000,2000,2000,23,0.0,100000115475.0,0,50,309,253,343,0,2000,2000,2000,2000,46,0.0,1300,9.999999999e-11,0.0004345420910822018,9.99999000001e-07,0.9724709623711091,0.807525743431816,0.999000999000999,0.6149432242729316,0.999999999999999,0.0030472327950067228,0.0009989931952785864,9.99999000001e-07,0.9695941426156334,0.8076849109581138,0.999000999000999,0.6002042873500517,0.999999999999999,0.00318572827167358,0.0009989933962112237,9.99999000001e-07,0.1311902693310165,0.3643475373901902,0.8263885555238798,0.5624243408591908,0.9999999999000001,0.9987419800984821,0.9999494583828942,0.9999972603352121,0.9999999999410008,0.9999999987850495,0.9950187938399976,0.9999999999999,9.99999000001e-07,0.2711370262390671,0.364584709404572,0.8263894434733424,0.5650749373644399,0.9999999999000001,0.9865581439448358,0.9999494715255317,0.9999973170299028,0.999999999940931,0.9999999987548266,0.9950187941638315,0.9999999999999,9.99999000001e-07,0.3252361673414305,0.36435723453953117,0.8248567649767555,0.5625732972307145,0.9999999999000001,0.9987280102800248,0.9999493446140104,0.9999973170396165,0.9999999999410008,0.9999999987878602,0.9950187936727144,0.9999999999999
1400,10000000583063.0,416937,9999918237316.0,0,50,200.0,7353,0.0,1667895,34425812,9999920661203.0,0,50,0.0,6079,0.0,1487843,30162672,100000131172.0,0,50,315,172,98,1,2000,2000,2000,2000,57,200.0,100000132039.0,0,50,192,189,128,53,2000,2000,2000,2000,18,0.0,100000130604.0,0,50,237,359,0,19,2000,2000,2000,2000,58,0.0,1400,9.999999999e-11,0.0004167632359866774,9.99999000001e-07,0.9708946123016832,0.8144540309861769,0.999000999000999,0.6086481385669127,0.999999999999999,0.0030228150708218773,0.000998992842463963,9.99999000001e-07,0.9673770850120542,0.8142989786443825,0.999000999000999,0.5828911954919554,0.999999999999999,0.00348483703955203,0.0009989930839553426,9.99999000001e-07,0.35856318152661965,0.37454310373728006,0.8232558192848459,0.5576831586150801,0.9999999999000001,0.9990516516356248,0.9999732566567542,0.9999973265935432,0.9999999999419428,0.9999999987473801,0.9950188665962116,0.9999999999999,9.99999000001e-07,0.0049751243781094535,0.3745360621240805,0.8248497844552939,0.558708643258896,0.9999999999000001,0.9988180115637082,0.9999495315475593,0.9999972906258134,0.9999999999418754,0.9999999987146255,0.9950188661824892,0.9999999999999,9.99999000001e-07,0.008919722497522299,0.3745505363792055,0.8248529616101663,0.564826354741579,0.9999999999000001,0.9988091510326121,0.999949604109822,0.9999972905787354,0.9999999999419987,0.9999999987503858,0.9950188663929869,0.9999999999999
1500,10000000599689.0,400311,9999914924454.0,0,50,200.0,2925,0.0,1556520,32665070,9999917782098.0,0,50,0.0,7204,0.0,1377308,28076782,100000146196.0,0,50,168,154,89,74,2000,2000,2000,2000,25,0.0,100000146100.0,0,50,358,174,236,72,2000,2000,2000,2000,25,0.0,100000145656.0,0,50,56,277,0,118,2000,2000,2000,2000,40,200.0,1500,9.999999999e-11,0.0004001508152270057,9.99999000001e-07,0.9687731859094624,0.8203539028114614,0.999000999000999,0.5922332146366931,0.999999999999999,0.0033999910163882846,0.0009989925084359474,9.99999000001e-07,0.9649690186000499,0.820227950958185,0.999000999000999,0.5633599740976487,0.999999999999999,0.003805725377993134,0.0009989927936296795,9.99999000001e-07,0.1273996509598604,0.3837528661654195,0.8232526042681101,0.5537138819967012,0.9999999999000001,0.9991187578928914,0.9999729767849712,0.9999972967990518,0.999999999942835,0.9999999986713072,0.9950189302803117,0.9999999999999,9.99999000001e-07,0.36305732484076436,0.3837646385169532,0.8248420232435336,0.5599060867566273,0.9999999999000001,0.9988853773214128,0.999973243349794,0.999997351521138,0.9999999999427696,0.9999999987055667,0.99501893036912,0.9999999999999,9.99999000001e-07,0.05213270142180095,0.38375970177913504,0.8248462212880938,0.5610121069598638,0.9999999999000001,0.9988811865185371,0.999949632707893,0.9999974232778345,0.9999999999427802,0.9999999987087582,0.9950189305112077,0.9999999999999
1600,10000000615046.0,384954,9999911741242.0,0,50,0.0,10883,0.0,1427281,31074676,9999915069895.0,0,50,200.0,4501,0.0,1261776,26188133,100000161964.0,0,50,249,597,0,174,2000,2000,2000,2000,0,0.0,100000161712.0,0,50,44,385,345,133,2000,2000,2000,2000,0,0.0,100000160763.0,0,50,247,395,463,0,2000,2000,2000,2000,56,0.0,1600,9.999999999e-11,0.0003848058674421047,9.99999000001e-07,0.9660414213159356,0.8260990539788536,0.999000999000999,0.5760686820405787,0.999999999999999,0.0034381432295983077,0.0009989921907504306,9.99999000001e-07,0.9618031072408322,0.8259749752014339,0.999000999000999,0.5420757452460025,0.999999999999999,0.00413067874044019,0.000998992522951003,9.99999000001e-07,0.01477832512315271,0.39192419386478267,0.8232432739915285,0.5530881913909891,0.9999999999000002,0.9991736296296996,0.9999729392513695,0.9999974210131252,0.9999999999435397,0.9999999986596655,0.9950189855281057,0.9999999999999,9.99999000001e-07,0.001996007984031936,0.39219573242389605,0.8248313784723769,0.5584451413321048,0.9999999999000002,0.9989423127445913,0.9999499874659512,0.9999973912407134,0.9999999999435397,0.9999999986594752,0.9950189855281057,0.9999999999999,9.99999000001e-07,0.45444626295690127,0.3919179079446412,0.8248376823680454,0.5541336978632379,0.9999999999000002,0.9989274831969779,0.999973053493612,0.9999973710233665,0.9999999999436131,0.9999999986271083,0.9950189855281057,0.9999999999999
1700,10000000629616.0,370526,9999908676063.0,0,50,200.0,5934,0.0,1320391,29680581,9999912514097.0,0,50,0.0,6794,0.0,1155424,24469472,100000178466.0,0,50,317,643,594,162,2000,2000,2000,2000,0,0.0,100000177534.0,0,50,237,362,202,81,2000,2000,2000,2000,29,0.0,100000176540.0,0,50,236,342,0,0,2000,2000,2000,2000,48,200.0,1700,9.999999999e-11,0.000370388761333818,9.99999000001e-07,0.9635140627747847,0.8312207800975544,0.999000999000999,0.5559938090641023,0.999999999999999,0.003958023549433205,0.000998991887789949,9.99999000001e-07,0.9585208192304119,0.8311039048777192,0.999000999000999,0.5179398897205945,0.999999999999999,0.0044811595492231715,0.0009989922703130274,9.99999000001e-07,0.33110367892976583,0.40088441442742223,0.8248308855104187,0.557714472594642,0.9999999999000002,0.9911473923467223,0.9999493054252985,0.999997555990294,0.999999999944294,0.999999998607984,0.9950190337068432,0.9999999999999,9.99999000001e-07,0.005964214711729622,0.4011145497782806,0.8248279291375237,0.5511950379349344,0.9999999999000002,0.9989821892286971,0.9999726122004154,0.9999975354874926,0.9999999999442319,0.9999999985703404,0.9950190345577364,0.9999999999999,9.99999000001e-07,0.16107382550335572,0.40110737641671046,0.824838969232903,0.5534665081697386,0.9999999999000002,0.9989733074196088,0.9999492578810985,0.9999975965466462,0.9999999999442319,0.9999999986146457,0.9950190337068432,0.9999999999999
1800,10000000642862.0,357251,9999905774371.0,0,50,0.0,4616,0.0,1216256,28427001,9999910170493.0,0,50,200.0,7587,0.0,1053645,22938119,100000193432.0,0,50,211,569,314,42,2000,2000,2000,2000,37,0.0,100000194684.0,0,50,43,420,0,76,2000,2000,2000,2000,69,0.0,100000192371.0,0,50,209,205,0,110,2000,2000,2000,2000,38,0.0,1800,9.999999999e-11,0.0003571234173020454,9.99999000001e-07,0.9604387500860457,0.8357370478662243,0.999000999000999,0.5184655571337946,0.999999999999999,0.004384117801522267,0.0009989915980854424,9.99999000001e-07,0.9544837179155727,0.8358556843176521,0.999000999000999,0.49016555862896316,0.999999999999999,0.00485236223505173,0.000998992033989207,9.99999000001e-07,0.3002099370188943,0.40971743232513663,0.8248245690734125,0.5529517700867019,0.9999999999000002,0.9990172931131,0.9999491277187528,0.9999976544343506,0.9999999999449392,0.9999999985111315,0.9950190771884085,0.9999999999999,9.99999000001e-07,0.036608863198458574,0.40972509776280497,0.8248231880729807,0.5507145745121055,0.9999999999000002,0.9914048481667275,0.9999491151124377,0.9999976162622614,0.9999999999449998,0.9999999985105452,0.9950190765915492,0.9999999999999,9.99999000001e-07,0.3265993265993266,0.40991889748302673,0.8232408573336734,0.5458205362642594,0.9999999999000002,0.999015963437755,0.9999720363199398,0.9999976332325204,0.9999999999450602,0.9999999985173702,0.9950190763583412,0.9999999999999
1900,10000000655068.0,345048,9999903017714.0,0,50,200.0,10526,0.0,1112675,27316662,9999907949407.0,0,50,2.0,12373,0.0,967027,21580279,100000210756.0,0,50,424,233,248,42,2000,2000,2000,2000,59,0.0,100000211520.0,0,50,267,644,472,200,2000,2000,2000,2000,29,0.0,100000208401.0,0,50,549,162,248,105,2000,2000,2000,2000,38,198.0,1900,9.999999999e-11,0.000344928982944293,9.99999000001e-07,0.9569957210742469,0.8398642048457091,0.999000999000999,0.5087115134097575,0.999999999999999,0.004357755385601306,0.0009989913201397065,9.99999000001e-07,0.9508570046951218,0.8399718350429676,0.999000999000999,0.456409283283555,0.999999999999999,0.005268907774682671,0.0009989918123241546,9.99999000001e-07,0.2967651195499297,0.4183854974656439,0.8232378039662506,0.5423052464338585,0.9999999999000002,0.9992775432256911,0.9999724215646126,0.999997616950582,0.9999999999455779,0.9999999984477449,0.9950191137161387,0.9999999999999,9.99999000001e-07,0.4979919678714859,0.41839226289553755,0.8248129521878259,0.5471708404393532,0.9999999999000002,0.9990580790382094,0.9999727150719068,0.9999975786319995,0.9999999999455779,0.999999998492385,0.9950191139396793,0.9999999999999,9.99999000001e-07,0.0009990009990009992,0.4182136027593896,0.8248240711292164,0.5424887788251833,0.9999999999000002,0.9992769428735258,0.9999722088117168,0.9999975383929726,0.9999999999455186,0.99999999845173,0.9950191138429251,0.9999999999999
2000,10000000666360.0,333640,9999900311063.0,0,50,1.0,10552,0.0,1028898,26311658,9999905858054.0,0,50,200.0,6875,0.0,884979,20333452,100000226716.0,0,50,436,188,96,0,2000,2000,2000,2000,52,0.0,100000225718.0,0,50,74,313,348,199,2000,2000,2000,2000,0,0.0,100000225372.0,0,50,77,462,254,83,2000,2000,2000,2000,87,0.0,2000,9.999999999e-11,0.0003335287214773663,9.99999000001e-07,0.9536564160838189,0.8437890527368158,0.999000999000999,0.49642267754579483,0.999999999999999,0.004840470546270282,0.0009989910526297886,9.99999000001e-07,0.9462337262931058,0.8438865992256775,0.999000999000999,0.41663090954620685,0.999999999999999,0.005708126819031326,0.0009989916036064952,9.99999000001e-07,0.3932038834951456,0.4273432926351938,0.8248208001262973,0.5413802078626285,0.9999999999000002,0.9993046461440335,0.9999720512206698,0.9999976400715721,0.999999999946064,0.9999999983764816,0.995019147377992,0.9999999999999,9.99999000001e-07,0.5893223819301848,0.4275115070187089,0.8231990326914583,0.5411324180652093,0.9999999999000002,0.9993101379952812,0.9999718698725771,0.9999976029075055,0.9999999999461252,0.9999999983744875,0.9950191468600439,0.9999999999999,9.99999000001e-07,0.45414847161572053,0.42733607795880124,0.8248099460701703,0.5441144422825571,0.9999999999000002,0.9990781874608081,0.9999723489528662,0.9999976748743664,0.9999999999460057,0.9999999984309625,0.9950191472065073,0.9999999999999
2100,10000000677028.0,322972,9999897751617.0,0,50,200.0,8567,0.0,941908,25487737,9999903881633.0,0,50,0.0,14441,0.0,803717,19207163,100000244407.0,0,50,300,448,251,24,2000,2000,2000,2000,60,201.0,100000245848.0,0,50,245,250,299,91,2000,2000,2000,2000,70,0.0,100000243112.0,0,50,485,726,0,67,2000,2000,2000,2000,24,0.0,2100,9.999999999e-11,0.00032286772276584285,9.99999000001e-07,0.9495329272416212,0.8474470259797715,0.999000999000999,0.4432008623810455,0.999999999999999,0.0053250120380478605,0.0009989907945816376,9.99999000001e-07,0.9410963616400657,0.8475540039940851,0.999000999000999,0.3706197472745744,0.999999999999999,0.006152196553478257,0.0009989914063590832,9.99999000001e-07,0.19743178170144463,0.43625685828765837,0.8248119643692513,0.540154658808123,0.9999999999000002,0.9990999661325757,0.9999473293791763,0.9999978100124983,0.9999999999466167,0.9999999982962864,0.9950191744068085,0.9999999999999,9.99999000001e-07,0.3928354584092289,0.43624923083254435,0.8248008337333166,0.5423127809976281,0.9999999999000002,0.9991075784699265,0.9999482643426039,0.9999977808386081,0.9999999999465025,0.999999998344834,0.9950191742108035,0.9999999999999,9.99999000001e-07,0.4019138755980861,0.4360220923681889,0.8248056701223162,0.5402237606137168,0.9999999999000002,0.9991013462274396,0.9999482863286023,0.9999977808865315,0.9999999999465596,0.999999998298803,0.9950191739853812,0.9999999999999
2200,10000000687133.0,312867,9999895220927.0,0,50,200.0,11218,0.0,862637,24712032,9999901995369.0,0,50,0.0,16148,0.0,736975,18178984,100000261796.0,0,50,58,409,221,26,2000,2000,2000,2000,79,200.0,100000263513.0,0,50,487,208,341,68,2000,2000,2000,2000,23,0.0,100000261888.0,0,50,474,340,164,0,2000,2000,2000,2000,0,0.0,2200,9.999999999e-11,0.0003127691448559563,9.99999000001e-07,0.9451899223998922,0.8509553760395863,0.999000999000999,0.4011281994985907,0.999999999999999,0.005841012765749315,0.0009989905444971515,9.99999000001e-07,0.9360594187033873,0.850864241719237,0.999000999000999,0.31228595498966677,0.999999999999999,0.006637526043473578,0.0009989912199168504,9.99999000001e-07,0.0009990009990009992,0.444888441172913,0.8263435876761418,0.5354878783378222,0.9999999999000002,0.991991879003037,0.9999470102366176,0.9999978282662922,0.99999999994704,0.9999999982060489,0.9950191996501146,0.9999999999999,9.99999000001e-07,0.4075829383886256,0.44461627399833903,0.8263323470528023,0.5379764846039138,0.9999999999000002,0.9991276443625642,0.999946535290501,0.9999978013179796,0.9999999999470961,0.9999999981944189,0.9950191992132081,0.9999999999999,9.99999000001e-07,0.4706193753308629,0.4447741560581053,0.8232039845621156,0.5333145889723774,0.9999999999000002,0.9993472749346488,0.999970517803728,0.9999978351002459,0.9999999999470891,0.9999999982048664,0.9950191991387269,0.9999999999999
2300,10000000696570.0,303430,9999892784958.0,0,50,200.0,11304,0.0,791574,24049739,9999900226506.0,0,50,0.0,21334,0.0,677406,17253309,100000279416.0,0,50,475,173,218,112,2000,2000,2000,2000,0,0.0,100000282124.0,0,50,46,466,0,95,2000,2000,2000,2000,32,200.0,100000279499.0,0,50,428,224,0,0,2000,2000,2000,2000,0,0.0,2300,9.999999999e-11,0.00030333795816335447,9.99999000001e-07,0.9404733558740893,0.854082764256114,0.999000999000999,0.2760149529422033,0.999999999999999,0.006127063543424902,0.0009989903013318203,9.99999000001e-07,0.9308055206123435,0.8541636284089252,0.999000999000999,0.2391525876381956,0.999999999999999,0.007150506732832525,0.0009989910432999572,9.99999000001e-07,0.4655264564404062,0.45337791947436823,0.8248113462526497,0.5338629726122914,0.9999999999000003,0.9991409840283214,0.9999456647554826,0.9999978994591461,0.9999999999474768,0.9999999981036931,0.9950192208074492,0.9999999999999,9.99999000001e-07,0.0029910269192422734,0.45337044947981364,0.8263279092730574,0.5331078028063054,0.9999999999000003,0.9991459571579684,0.9999445299368491,0.9999978992912345,0.9999999999474818,0.9999999980871915,0.9950192206082583,0.9999999999999,9.99999000001e-07,0.005964214711729622,0.4533841941120185,0.8247910282602308,0.5336676421210211,0.9999999999000003,0.9991392435486826,0.9999445229019686,0.9999978746077401,0.9999999999475369,0.9999999980997777,0.9950192212860223,0.9999999999999
2400,10000000705564.0,294514,9999890412948.0,0,50,0.0,17822,0.0,736451,23453368,9999898562316.0,0,50,200.0,24037,0.0,613356,16417820,100000296303.0,0,50,309,470,495,175,2000,2000,2000,2000,0,0.0,100000300416.0,0,50,107,696,0,45,2000,2000,2000,2000,15,0.0,100000298177.0,0,50,189,150,213,0,2000,2000,2000,2000,15,0.0,2400,9.999999999e-11,0.00029442728704198414,9.99999000001e-07,0.936033733250433,0.8572060944438892,0.999000999000999,0.28228269335939254,0.999999999999999,0.0065845216798793025,0.0009989900644920315,9.99999000001e-07,0.9246256911824119,0.8571183631479682,0.999000999000999,0.14735472766546792,0.999999999999999,0.007654177908521692,0.0009989908754896423,9.99999000001e-07,0.5083579154375615,0.46206104853984536,0.8248056089063023,0.5294986316158525,0.9999999999000003,0.999160590534313,0.9999670950315163,0.9999978753904393,0.9999999999477844,0.9999999980606903,0.9950192399697158,0.9999999999999,9.99999000001e-07,0.00398406374501992,0.4620538139846642,0.824780888377015,0.5252818181105887,0.9999999999000003,0.9991608678350382,0.9999672360053371,0.9999978740222492,0.9999999999477298,0.9999999980469368,0.9950192400175945,0.9999999999999,9.99999000001e-07,0.28571428571428575,0.4622065375356443,0.8247853607088113,0.5257953563616716,0.9999999999000003,0.9991578333636285,0.9999431280799606,0.9999979195366241,0.999999999947839,0.9999999980576388,0.9950192396528663,0.9999999999999
2500,10000000713935.0,286147,9999888116908.0,0,50,1.0,21030,0.0,674660,22929308,9999896964341.0,0,50,200.0,56958,0.0,535617,15580595,100000315426.0,0,50,300,549,330,99,2000,2000,2000,2000,69,1.0,100000318592.0,0,50,209,222,0,55,2000,2000,2000,2000,21,0.0,100000316480.0,0,50,550,234,386,78,2000,2000,2000,2000,50,0.0,2500,9.999999999e-11,0.00028606514331743513,9.99999000001e-07,0.9307028120798858,0.8599439775910364,0.999000999000999,0.14841775194820833,0.999999999999999,0.0070142219386811755,0.0009989898330347725,9.99999000001e-07,0.9139995046371467,0.8600282742885937,0.999000999000999,0.06099611735381435,0.999999999999999,0.008100295300799027,0.0009989907160112554,9.99999000001e-07,0.5199231877100335,0.4704192055652587,0.8263340690510389,0.5159840607589721,0.9999999999000003,0.9932622785663803,0.9999370935168549,0.9999979569740053,0.9999999999482891,0.9999999978474626,0.9950192565042643,0.9999999999999,9.99999000001e-07,0.007936507936507936,0.4704276191061242,0.824776236580276,0.5192398612615814,0.9999999999000003,0.9991742037233714,0.9999374374546002,0.999997956203748,0.9999999999482891,0.99999999791865,0.9950192565709015,0.9999999999999,9.99999000001e-07,0.2769342010122921,0.47056752514142464,0.8245873012989624,0.51948704964624,0.9999999999000003,0.9992192060029804,0.9999335883615169,0.9999979755097639,0.9999999999482356,0.9999999978410102,0.9950192570121582,0.9999999999999
2600,10000000722066.0,278024,9999885848686.0,0,50,200.0,24696,0.0,638163,22500556,9999895459614.0,0,50,0.0,10908,0.0,389953,14542626,100000334891.0,0,50,100,510,0,83,2000,2000,2000,2000,43,200.0,100000336772.0,0,50,52,474,245,96,2000,2000,2000,2000,34,0.0,100000335904.0,0,50,659,367,0,0,2000,2000,2000,2000,0,0.0,2600,9.999999999e-11,0.0002779467241399677,9.99999000001e-07,0.9273427952389187,0.8627580149319279,0.999000999000999,0.1846851659607158,0.999999999999999,0.007302272508675081,0.000998989606665532,9.99999000001e-07,0.8854988927742932,0.8626807464674622,0.999000999000999,0.1781215020491755,0.999999999999999,0.00823662134548671,0.0009989905658390468,9.99999000001e-07,0.42954934398174555,0.47936187884553083,0.82632204344212,0.5132056292746477,0.9999999999000003,0.9991791265786756,0.9999346134128554,0.9999979650685904,0.999999999948662,0.9999999976849017,0.9950192699946057,0.9999999999999,9.99999000001e-07,0.0448901623686724,0.47935456001321186,0.822734413428699,0.5068795801248741,0.9999999999000003,0.9992727481733734,0.9999650872144672,0.9999979381795954,0.9999999999486678,0.9999999976632041,0.9950192705768834,0.9999999999999,9.99999000001e-07,0.5296331138287864,0.47925443399227086,0.822468421802205,0.5119490779052674,0.9999999999000003,0.9993118420583902,0.999961198255344,0.9999979129204459,0.9999999999487146,0.9999999977840907,0.9950192704726887,0.9999999999999
