Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4
255000,2540944010,1243042,5080000000,30480000000,20000,120000,9930486524989,93131155,110717442,10141,2539055990,1000,11151,1383489,5078091698,2615440744,17384559256,23378497656,9988270591,11729409,4473389,103801305477,8872902300,800,1266831002,1414300,78586152600,3866406089,7668927839,3803740901,1512595,14241933000,998487405,999996854,3146,7759,999675858,324142,5071653642,1265855200,4941,1267920360,999997322,2678,999946059,53941,1267912741,1000,1000,1000,1000,1000,1000,1000,103801068576,8873481400,104924,1267208924,1319300,78590500400,3798353682,7601074782,3804280400,1479818,14242569300,998520182,999998918,1082,9500,999677300,322700,5072370300,1265355400,0,1268100600,999989300,10700,999949300,50700,1268089900,1000,1000,1000,1000,1000,1000,1000,103801298369,8873626400,1676,1266960249,1472800,78591915200,3790374222,7593165622,3804294028,1469774,14242804500,998530226,999999689,311,63715,999673487,326513,5072388613,1265477100,2,1268104860,999989727,10273,999949015,50985,1268094585,1000,1000,1000,1000,1000,1000,1000,103801031872,8873388700,872,1267089725,1347000,78589499800,3812907414,7615577564,3804314701,1498898,14242350300,998501102,999993046,6954,8048,999673147,326853,5072417553,1265201200,3,1268109000,999993855,6145,999945548,54452,1268102852,1000,1000,1000,1000,1000,1000,1000
256000,2550944360,1248904,5100000000,30600000000,20000,120000,9930250239334,89714987,107339074,10138,2549055640,1000,89,1390083,5098091004,2615459321,17384540679,23378498579,9988257197,11742803,4491201,103816309068,8907873900,756,1271505147,1732700,78895923800,3880316663,7697827663,3818724439,1437015,14296819800,998562985,999999623,377,76308,999678569,321431,5091628831,1270862700,5,1272915660,999988737,11263,999947508,52492,1272904392,1000,1000,1000,1000,1000,1000,1000,103816137446,8908429200,1636,1271909134,1507000,78900010400,3814761457,7632458457,3819257512,1445067,14297428800,998554933,999999661,339,62894,999677482,322518,5092342818,1270338500,5080,1273091980,999998406,1594,999949894,50106,1273085306,1000,1000,1000,1000,1000,1000,1000,103816170808,8908583800,103832,1272306211,1208900,78901507600,3805630461,7623401711,3819273819,1525716,14297791200,998474284,999999396,604,5280,999687661,312339,5092363439,1270450100,4361,1273098940,999995041,4959,999951680,48320,1273089620,1000,1000,1000,1000,1000,1000,1000,103816018700,8908335900,1598,1272099477,1334100,78899044600,3827414876,7645063176,3819288005,1464355,14297272800,998535645,999994121,5879,18266,999671161,328839,5092380439,1270205700,3,1273103140,999989297,10703,999946866,53134,1273092434,1000,1000,1000,1000,1000,1000,1000
257000,2560944690,1271339,5120000000,30720000000,20000,120000,9930012183454,88086691,105784672,2115,2559055310,1000,92,1404991,5118106390,2615533845,17384466155,23378449155,9988216149,11783851,4509139,103831307645,8942870700,821,1276666974,1571800,79205889400,3894687635,7727196885,3833720315,1414978,14351847600,998585022,999999000,1000,62722,999675007,324993,5111623993,1275867300,1,1277912960,999990719,9281,999948522,51478,1277903678,1000,1000,1000,1000,1000,1000,1000,103831110208,8943391900,747,1276761311,1678900,79209699000,3831932983,7664615183,3834260689,1411343,14352338700,998588657,999999128,872,76785,999651596,348404,5112345504,1275339800,1,1278091060,999993756,6244,999942685,57315,1278084815,1000,1000,1000,1000,1000,1000,1000,103831102458,8943513000,104073,1277274180,1263200,79210826000,3820038272,7652775772,3834275764,1480949,14352646500,998519051,999991526,8474,12477,999662813,337187,5112365587,1275408600,2,1278096120,999993705,6295,999948177,51823,1278089823,1000,1000,1000,1000,1000,1000,1000,103831003193,8943284100,1619,1277030845,1380800,79208585800,3841514629,7674140729,3834257710,1486037,14352174000,998513963,999999441,559,60804,999682094,317906,5112340506,1275197700,2,1278092120,999990678,9322,999949104,50896,1278082796,1000,1000,1000,1000,1000,1000,1000
258000,2570944990,1255630,5140000000,30840000000,20000,120000,9929768079000,92475834,110128021,11122,2569055010,1000,1124,1383811,5138087776,2615681534,17384318466,23378280666,9988258429,11741571,4526805,103846275623,8977807200,820,1281855017,1373200,79515336800,3912150435,7759633085,3848690458,1489396,14406801000,998510604,999999077,923,10581,999674923,325077,5131587077,1280861400,5100,1282902320,999999399,601,999945281,54719,1282896619,1000,1000,1000,1000,1000,1000,1000,103846054150,8978462400,104136,1282131509,1395800,79520312800,3845800981,7693512731,3849277155,1436220,14407506600,998563780,999998782,1218,61862,999676507,323493,5132365893,1280342200,1,1283099680,999989059,10941,999950162,49838,1283088738,1000,1000,1000,1000,1000,1000,1000,103846192446,8978434100,1584,1281838734,1566500,79520188200,3834145030,7681852530,3849223200,1452045,14407474200,998547955,999998055,1945,62110,999676410,323590,5132297190,1280422300,4840,1283080060,999998770,1230,999945110,54890,1283073990,1000,1000,1000,1000,1000,1000,1000,103845995425,8978281300,1531,1282135472,1287000,79518547400,3856120850,7703744900,3849263193,1508898,14407193100,998491102,999999050,950,11652,999674159,325841,5132347241,1280193500,3,1283095100,999988951,11049,999949152,50848,1283084048,1000,1000,1000,1000,1000,1000,1000
259000,2580945340,1241405,5160000000,30960000000,20000,120000,9929528585740,92255121,109923936,2254,2579054660,1000,124228,1407403,5158104812,2615760061,17384239939,23378195939,9988283257,11716743,4544669,103861169017,9012768600,104443,1286791423,1532600,79825016400,3927843820,7790311270,3863668580,1451101,14461707000,998548899,999999121,879,59120,999674040,325960,5151556060,1285871100,0,1287893620,999993860,6140,999946220,53780,1287887480,1000,1000,1000,1000,1000,1000,1000,103861016236,9013428400,103975,1286885624,1643500,79830012800,3859800521,7722497771,3864276906,1453485,14462403300,998546515,999998922,1078,57637,999668231,331769,5152368669,1285323700,0,1288093380,999998383,1617,999942137,57863,1288091763,1000,1000,1000,1000,1000,1000,1000,103861085933,9013407300,103625,1287184666,1322400,79829962600,3848949648,7711646398,3864208327,1505341,14462495100,998494659,999993327,6673,13586,999673659,326341,5152276641,1285429400,5401,1288077100,999996615,3385,999945486,54514,1288068314,1000,1000,1000,1000,1000,1000,1000,103860909112,9013273100,103629,1287219668,1294700,79828523000,3871555378,7734178928,3864245546,1486454,14462198100,998513546,999994701,5299,3347,999677901,322099,5152323999,1285219200,0,1288088640,999989813,10187,999947547,52453,1288078453,1000,1000,1000,1000,1000,1000,1000
260000,2590945730,1255061,5180000000,31080000000,20000,120000,9929291277150,89848353,107565039,1215,2589054270,1000,119,1405276,5178106110,2615804203,17384195797,23378140897,9988251004,11748996,4562414,103876246530,9047739500,848,1291625630,1584300,80134732600,3943396661,7820850011,3878661048,1443245,14516641800,998556755,999999471,529,55726,999683078,316922,5171547822,1290843000,4660,1292892160,999999274,726,999946026,53974,1292886774,1000,1000,1000,1000,1000,1000,1000,103876085057,9048338100,857,1292102602,1327000,80139209800,3875641861,7753300211,3879235303,1480422,14517332700,998519578,999992360,7640,13638,999652035,347965,5172312565,1290330700,1,1293080780,999996483,3517,999944138,55862,1293077262,1000,1000,1000,1000,1000,1000,1000,103876084527,9048384600,104900,1291928451,1561200,80139750000,3864792072,7742478372,3879190740,1460400,14517397800,998539600,999999209,791,66409,999688369,311631,5172252131,1290420100,5162,1293073120,999993433,6567,999950609,49391,1293061391,1000,1000,1000,1000,1000,1000,1000,103875890602,9048275600,103988,1292309718,1216700,80138512800,3884493626,7762116226,3879260100,1512540,14517203400,998487460,999999270,730,12830,999669930,330070,5172343970,1290200900,0,1293092360,999991510,8490,999946530,53470,1293083870,1000,1000,1000,1000,1000,1000,1000
261000,2600946070,1273032,5200000000,31200000000,20000,120000,9929047624803,93755580,111495862,2198,2599053930,1000,12,1408118,5198103464,2615863583,17384136417,23378164417,9988247762,11752238,4579926,103891107252,9082639800,104475,1296978048,1323300,80443862000,3959821213,7852232613,3893614902,1478428,14571551700,998521572,999999637,363,7509,999681707,318293,5191485593,1295838500,5060,1297878580,999997171,2829,999946309,53691,1297870691,1000,1000,1000,1000,1000,1000,1000,103890933755,9083188900,104203,1297015883,1463600,80447895400,3889932688,7782527538,3894163346,1417968,14572065000,998582032,999993354,6646,60686,999686240,313760,5192214260,1295290000,2,1298061520,999989396,10604,999948286,51714,1298050914,1000,1000,1000,1000,1000,1000,1000,103891081814,9083429300,105067,1297009023,1521400,80450164200,3881365643,7774072243,3894229463,1447836,14572482900,998552164,999998663,1337,55927,999652564,347436,5192305236,1295439300,3,1298077920,999997856,2144,999940327,59673,1298075773,1000,1000,1000,1000,1000,1000,1000,103890920543,9083318800,103965,1296947455,1568700,80448888800,3897253862,7789894562,3894269326,1437467,14572190400,998562533,999999903,97,57736,999685210,314790,5192355290,1295203500,2,1298097400,999988566,11434,999951436,48564,1298085964,1000,1000,1000,1000,1000,1000,1000
262000,2610946510,1277028,5220000000,31320000000,20000,120000,9928809393505,92237757,109938505,11085,2609053490,1000,988,1386638,5218084810,2615881062,17384118938,23378085438,9988283422,11716578,4597532,103906070517,9117572500,104427,1302034643,1271500,80753247400,3978570172,7885951572,3908591784,1502412,14626449600,998497588,999996660,3340,6748,999669164,330836,5211454736,1300829200,5000,1302870880,999997072,2928,999946748,53252,1302862952,1000,1000,1000,1000,1000,1000,1000,103906024327,9118204600,1607,1301838152,1550500,80757984400,3903772042,7811370492,3909183883,1436966,14627054100,998563034,999999744,256,59878,999682195,317805,5212241205,1300265800,1,1303069240,999988083,11917,999950378,49622,1303057322,1000,1000,1000,1000,1000,1000,1000,103906119426,9118444800,104033,1301996653,1499900,80760338400,3896659666,7804375216,3909210873,1438903,14627525400,998561097,999999556,444,59753,999684680,315320,5212280420,1300452300,5421,1303077200,999997768,2232,999944153,55847,1303069547,1000,1000,1000,1000,1000,1000,1000,103905896877,9118242600,103832,1302218802,1292600,80758249200,3909414454,7817024704,3909225653,1505143,14627146500,998494857,999998246,1754,17903,999675750,324250,5212299250,1300223400,4861,1303083320,999995138,4862,999948503,51497,1303073597,1000,1000,1000,1000,1000,1000,1000
263000,2620946810,1246106,5240000000,31440000000,20000,120000,9928571169042,90738011,108481381,10231,2619053190,1000,11375,1391052,5238085918,2615866153,17384133847,23378061047,9988263228,11736772,4615546,103921030032,9152480600,104679,1306934608,1358300,81062451600,3991849622,7914192772,3923553066,1490618,14681291400,998509382,999993755,6245,19637,999667571,332429,5231403929,1305820500,4460,1307855800,999999523,477,999943437,56563,1307850863,1000,1000,1000,1000,1000,1000,1000,103920898340,9153135500,104443,1307135598,1343300,81067359000,3918326292,7840894292,3924145496,1508126,14681991300,998491874,999999487,513,17461,999681565,318435,5232190235,1305264700,2,1308056020,999988721,11279,999954761,45239,1308044739,1000,1000,1000,1000,1000,1000,1000,103921101711,9153414600,103345,1306984208,1498900,81070018000,3912551856,7835251156,3924206855,1456848,14682458700,998543152,999999700,300,64752,999697397,302603,5232271703,1305413500,1,1308077160,999987689,12311,999951152,48848,1308064848,1000,1000,1000,1000,1000,1000,1000,103920911444,9153303300,103876,1307164734,1368800,81068805800,3925766849,7848404299,3924264058,1497872,14682234600,998502128,999996312,3688,6740,999660682,339318,5232350918,1305234900,2,1308090340,999996522,3478,999941540,58460,1308086860,1000,1000,1000,1000,1000,1000,1000
264000,2630947240,1238214,5260000000,31560000000,20000,120000,9928332525887,89673395,107417594,11228,2629052760,1000,1036,1387535,5258083064,2615984982,17384015018,23377954518,9988276565,11723435,4633229,103936100947,9187448400,834,1311663370,1537600,81372155200,4007738013,7945066663,3938558503,1471452,14736193500,998528548,999986879,13121,51327,999654024,345976,5251410676,1310801500,3,1312854160,999998016,1984,999938927,61073,1312852173,1000,1000,1000,1000,1000,1000,1000,103935902234,9188155000,103756,1312247665,1238600,81377573200,3933276169,7870855119,3939158639,1503626,14737058400,998496374,999998256,1744,9030,999674191,325809,5252209609,1310277000,1,1313056700,999994271,5729,999946130,53870,1313050970,1000,1000,1000,1000,1000,1000,1000,103936049073,9188338500,104491,1312237345,1272600,81379340200,3925926863,7863593313,3939185382,1494627,14737392600,998505373,999988815,11185,10888,999659706,340294,5252245494,1310422100,2,1313065160,999994954,5046,999945488,54512,1313060112,1000,1000,1000,1000,1000,1000,1000,103936018741,9188260500,1596,1311908219,1495400,81378421000,3941626905,7879245655,3939231722,1427707,14737130100,998572293,999998586,1414,64379,999684257,315743,5252304443,1310225800,0,1313086280,999986441,13559,999950279,49721,1313072721,1000,1000,1000,1000,1000,1000,1000
265000,2640947610,1282343,5280000000,31680000000,20000,120000,9928091664301,90835768,108634662,1308,2639052390,1000,4,1403230,5278102164,2616095469,17383904531,23377864631,9988255390,11744610,4651054,103950981005,9222326200,104063,1316677915,1570200,81681078000,4020727020,7973003620,3953473688,1467179,14790997800,998532821,999999335,665,57756,999688868,311132,5271296732,1315794600,5320,1317832920,999995444,4556,999949956,50044,1317823044,1000,1000,1000,1000,1000,1000,1000,103950908746,9223198900,104689,1316989992,1506000,81687936200,3948135460,7900731610,3954183728,1490986,14792063700,998509014,999998731,1269,12145,999672517,327483,5272243683,1315269500,2,1318063820,999996137,3863,999946645,53355,1318059955,1000,1000,1000,1000,1000,1000,1000,103951060338,9223361000,104144,1317084901,1424700,81689590000,3942319980,7894999230,3954195631,1485528,14792414100,998514472,999998222,1778,14794,999660163,339837,5272260637,1315435200,1,1318065620,999999387,613,999937494,62506,1318065006,1000,1000,1000,1000,1000,1000,1000,103950889831,9223250400,103705,1316973229,1538200,81688286400,3957371593,7909983193,3954234116,1443850,14792089500,998556150,999996662,3338,60612,999677796,322204,5272311004,1315207200,5180,1318085520,999996548,3452,999950312,49688,1318076888,1000,1000,1000,1000,1000,1000,1000
266000,2650947930,1271921,5300000000,31800000000,20000,120000,9927850848187,91913552,109692216,11111,2649052070,1000,128076,1388846,5298081918,2616064839,17383935161,23377899261,9988279054,11720946,4668872,103965978392,9257324900,104243,1321783566,1482700,81991077800,4036477857,8003754607,3968473828,1451210,14846014800,998548790,999988155,11845,68745,999668617,331383,5291297783,1320815700,4722,1322830640,999998037,1963,999947445,52555,1322823955,1000,1000,1000,1000,1000,1000,1000,103965836188,9258031500,105038,1322181272,1300100,81996464600,3963884794,7931409894,3969111296,1467073,14846846400,998532927,999990815,9185,8042,999666746,333254,5292147954,1320254200,5100,1323043080,999998678,1322,999944642,55358,1323036658,1000,1000,1000,1000,1000,1000,1000,103966060186,9258408000,104318,1322196754,1340200,81999915200,3958008316,7925702016,3969229984,1489935,14847471900,998510065,999998703,1297,17268,999648084,351916,5292304616,1320414100,0,1323080720,999993912,6088,999945968,54032,1323074632,1000,1000,1000,1000,1000,1000,1000,103965957808,9258160100,793,1321881130,1516200,81997510600,3970159086,7937733486,3969192444,1460256,14846962500,998539744,999999323,677,50367,999673223,326777,5292256177,1320208100,4782,1323069760,999998755,1245,999947567,52433,1323063733,1000,1000,1000,1000,1000,1000,1000
267000,2660948250,1270091,5320000000,31920000000,20000,120000,9927610101659,92956025,110731761,10149,2659051750,1000,103,1385134,5318083202,2616179284,17383820716,23377724416,9988296046,11703954,4686648,103981013025,9292396900,104122,1326670974,1591400,82301706600,4050285186,8032592236,3983500541,1448459,14901103200,998551541,999997308,2692,69749,999682108,317892,5311333192,1325816000,5121,1327840360,999997412,2588,999950149,49851,1327832651,1000,1000,1000,1000,1000,1000,1000,103980816418,9292978000,103388,1326835041,1632000,82305995200,3981572257,7964074707,3984086915,1492947,14901687900,998507053,999993849,6151,56402,999671087,328913,5312115613,1325245100,5221,1328034740,999999179,821,999944402,55598,1328028698,1000,1000,1000,1000,1000,1000,1000,103981158677,9293352300,1576,1326856703,1545600,82309453400,3973052900,7955724700,3984185398,1462485,14902346700,998537515,999992436,7564,60651,999667053,332947,5312246847,1325421000,5280,1328067780,999998949,1051,999947251,52749,1328061449,1000,1000,1000,1000,1000,1000,1000,103980848869,9293148300,104938,1327152711,1347900,82307439000,3983766763,7966338163,3984190602,1474544,14901996900,998525456,999995613,4387,10269,999672867,327133,5312253933,1325210500,4600,1328068540,999999391,609,999942169,57831,1328063331,1000,1000,1000,1000,1000,1000,1000
268000,2670948690,1242424,5340000000,32040000000,20000,120000,9927372357376,90988216,108845662,11083,2669051310,1000,124167,1385492,5338080454,2616206792,17383793208,23377768808,9988232308,11767692,4704262,103996054010,9327256800,1604,1331562966,1568200,82610461600,4065118478,8062365228,3998448760,1444945,14955887400,998555055,999999883,117,63638,999693278,306722,5331261722,1330775200,4,1332822840,999990126,9874,999950338,49662,1332812962,1000,1000,1000,1000,1000,1000,1000,103995839547,9328025200,104461,1331973413,1499100,82616400000,3994954312,7992476162,3999110508,1420129,14956782900,998579871,999999865,135,63836,999675328,324672,5332144072,1330242800,0,1333043380,999990184,9816,999947936,52064,1333033564,1000,1000,1000,1000,1000,1000,1000,103996108194,9328260300,1569,1331995006,1399900,82618638200,3987086003,7984718353,3999156758,1476491,14957238900,998523509,999998812,1188,18221,999664863,335137,5332208737,1330395500,5400,1333058200,999999179,821,999943621,56379,1333051979,1000,1000,1000,1000,1000,1000,1000,103995842230,9328125000,103528,1332198770,1288400,82617202800,4001514116,7999073666,3999177448,1522693,14956961700,998477307,999999379,621,12386,999682638,317362,5332235562,1330195000,5060,1333066280,999996894,3106,999947786,52214,1333058114,1000,1000,1000,1000,1000,1000,1000
269000,2680949160,1287667,5360000000,32160000000,20000,120000,9927132213321,91456165,109322875,10238,2679050840,1000,10568,1393906,5358081204,2616213886,17383786114,23377749914,9988249254,11750746,4722058,104011026928,9362212500,1518,1336813391,1339100,82920097000,4078783264,8091012764,4013432015,1479916,15010881900,998520084,999998898,1102,16882,999665067,334933,5351242533,1335797900,5061,1337816040,999999539,461,999942982,57018,1337810518,1000,1000,1000,1000,1000,1000,1000,104010832819,9363014800,104651,1336949501,1523200,82926306400,4011810390,8024327690,4014104580,1473393,15011763000,998526607,999991683,8317,54290,999671110,328890,5352137290,1335246000,0,1338039160,999993550,6450,999947490,52510,1338032710,1000,1000,1000,1000,1000,1000,1000,104011124960,9363267500,1548,1336832338,1551400,82928702200,4000518891,8013154341,4014159826,1425027,15012210600,998574973,999999363,637,69736,999680710,319290,5352208290,1335385300,2,1338062900,999985566,14434,999948136,51864,1338048464,1000,1000,1000,1000,1000,1000,1000,104010782346,9362992600,103801,1336894994,1580900,82926018000,4017704920,8030206970,4014121702,1431992,15011678400,998568008,999999541,459,74449,999675047,324953,5352161353,1335179200,4740,1338047140,999997251,2749,999948849,51151,1338039651,1000,1000,1000,1000,1000,1000,1000
270000,2690949470,1261061,5380000000,32280000000,20000,120000,9926891529421,92422538,110295479,11086,2689050530,1000,11399,1391553,5378078888,2616350459,17383649541,23377609841,9988258487,11741513,4739875,104026007468,9397214700,1590,1341621912,1540400,83230075800,4092602267,8119830167,4028449368,1449921,15065823000,998550079,999990907,9093,51086,999656818,343182,5371265282,1340774800,0,1342817540,999998374,1626,999942986,57014,1342815914,1000,1000,1000,1000,1000,1000,1000,104025806248,9397980500,104105,1342064072,1402100,83235988200,4027037339,8054539039,4029094898,1483104,15066734700,998516896,999999055,945,18651,999675153,324847,5372126247,1340224900,5020,1343037220,999999149,851,999945751,54249,1343031349,1000,1000,1000,1000,1000,1000,1000,104026005338,9398267400,105108,1342001022,1500500,83238706800,4016180650,8043816400,4029163516,1479702,15067224900,998520298,999990184,9816,52382,999659066,340934,5372217534,1340399000,0,1343055480,999998538,1462,999941882,58118,1343054018,1000,1000,1000,1000,1000,1000,1000,104025780083,9397945100,105090,1342190297,1275000,83235645400,4033057234,8060541934,4029089478,1471400,15066696000,998528600,999994191,5809,7791,999677013,322987,5372117887,1340198800,4560,1343037220,999995749,4251,999947291,52709,1343028409,1000,1000,1000,1000,1000,1000,1000
271000,2700949860,1251826,5400000000,32400000000,20000,120000,9926651602817,92630605,110575463,2132,2699050140,1000,115,1402842,5398096016,2616407822,17383592178,23377566478,9988215878,11784122,4757894,104040999943,9432153300,816,1346652917,1468300,83539517800,4107804481,8150005181,4043408334,1434777,15120735600,998565223,999999530,470,59553,999692019,307981,5391208881,1345748600,5180,1347812420,999993307,6693,999951353,48647,1347800547,1000,1000,1000,1000,1000,1000,1000,104040791929,9432951700,104587,1346953011,1515100,83545735400,4039825776,8082315276,4044093876,1457939,15121658100,998542061,999999411,589,65772,999674696,325304,5392121704,1345209900,0,1348038220,999989608,10392,999944872,55128,1348027828,1000,1000,1000,1000,1000,1000,1000,104041026162,9433263300,103999,1347026214,1456200,83548661800,4031434883,8074068333,4044148662,1428367,15122223600,998571633,999997254,2746,63287,999678425,321575,5392194575,1345397500,4,1348056840,999989077,10923,999950487,49513,1348045913,1000,1000,1000,1000,1000,1000,1000,104040873645,9432897900,809,1346696053,1655100,83545217400,4049895419,8092359269,4044063962,1439900,15121530300,998560100,999999218,782,71518,999677456,322544,5392082044,1345198000,2,1348027800,999990284,9716,999952118,47882,1348018082,1000,1000,1000,1000,1000,1000,1000
272000,2710950260,1269917,5420000000,32520000000,20000,120000,9926409332049,95181965,113142566,1303,2709049740,1000,1061,1411227,5418096874,2616425114,17383574886,23377510986,9988226053,11773947,4775427,104055886239,9467178400,103814,1351664381,1582200,83849722400,4120974030,8178184380,4058431818,1449926,15175741800,998550074,999999777,223,74451,999672533,327467,5411242367,1350748100,4580,1352815300,999999829,171,999947151,52849,1352810549,1000,1000,1000,1000,1000,1000,1000,104055849682,9467874300,759,1351824218,1538600,83855056600,4052397496,8109854246,4059065606,1444127,15176532600,998555873,999990174,9826,68847,999660841,339159,5412086959,1350204900,0,1353022900,999998453,1547,999939447,60553,1353021353,1000,1000,1000,1000,1000,1000,1000,104056003960,9468197100,104611,1351867257,1593700,83858098200,4046471441,8104077941,4059115443,1440322,15177099900,998559678,999999179,821,65257,999688814,311186,5412150586,1350389500,3,1353045160,999989986,10014,999948957,51043,1353035143,1000,1000,1000,1000,1000,1000,1000,104055759112,9467890300,104985,1352072647,1388300,83855179800,4069150005,8126612455,4059063001,1498215,15176593500,998501785,999999114,886,10999,999670898,329102,5412083602,1350205000,5061,1353026860,999998802,1198,999944799,55201,1353020601,1000,1000,1000,1000,1000,1000,1000
