Name,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
H2O,200000000000000,200000031735404,200000031737310,200000031735288,200000031737296,200000031735438,200000031737217,200000031737304,200000031735259,200000031737216,200000031737307,200000031737302,200000031735310,200000031735315,200000031737319,200000031735337,200000031735324,200000031735349,200000031737220,200000031737310,200000031735456,200000031735438,200000031735293,200000031737210,200000031737207,200000031737250,200000031737207,200000031735423,200000031735317,200000031735402,200000031737167,200000031735437,200000031737204,200000031735364,200000031737300,200000031735274,200000031735396,200000031735321,200000031737318,200000031735313,200000031735265,200000031737303,200000031735374,200000031737215,200000031737304,200000031737219,200000031735398,200000031735306,200000031735433,200000031735344,200000031735273,200000031735321,200000031735395,200000031737227,200000031737293,200000031735431,200000031737212,200000031737213,200000031735330,200000031735339,200000031737307,200000031735440,200000031737212,200000031735264,200000031737309,200000031735321,200000031737207,200000031735356,200000031737223,200000031735426,200000031737228,200000031735354,200000031735391,200000031735390,200000031737218,200000031737235,200000031737306,200000031737315,200000031735322,200000031735349,200000031735322,200000031735403,200000031735299,200000031735435,200000031735408,200000031735278,200000031737200,200000031737298,200000031735312,200000031737204,200000031735371,200000031735433,200000031735282,200000031735477,200000031737206,200000031737305,200000031735353,200000031737316,200000031735320,200000031735383,200000031737192
OH-,31737400,1996,90,2112,104,1962,183,96,2141,184,93,98,2090,2085,81,2063,2076,2051,180,90,1944,1962,2107,190,193,150,193,1977,2083,1998,233,1963,196,2036,100,2126,2004,2079,82,2087,2135,97,2026,185,96,181,2002,2094,1967,2056,2127,2079,2005,173,107,1969,188,187,2070,2061,93,1960,188,2136,91,2079,193,2044,177,1974,172,2046,2009,2010,182,165,94,85,2078,2051,2078,1997,2101,1965,1992,2122,200,102,2088,196,2029,1967,2118,1923,194,95,2047,84,2080,2017,208
H3PO4,20000000000000,15846320421206,15343539919984,15422264371123,15311963665736,15496102518280,15409889090244,15406317543113,15325895444684,15386017369469,15550136683211,15392456262902,15296625589067,15427918855232,15313871118395,15418835059806,15550087045115,15574146520394,15313506004566,15425426503056,15420659354601,15167647859576,15470080340418,15531805657773,15343133807152,15390505979431,15386723157483,15492345746350,15281705535208,15366177016195,15412281441269,15314738333859,15516330279434,15343953333949,15362921752055,15438981845280,15556625985727,15443511562769,15375138972872,15292864435750,15507989323819,15518450687128,15272401655561,15444177256321,15335251519105,15500589518900,15408264579518,15445277608454,15486873730842,15425352652888,15355415262017,15474794248901,15520061505830,15338404844644,15296244258435,15442657347449,15290661959674,15460162039486,15330151112811,15484145116563,15498503960158,15292230854405,15576517860267,15529310062387,15363012778880,15446717090842,15273684481929,15249744202545,15583640176281,15219672904956,15438450003567,15268476487874,15349573397875,15402385213237,15178181900957,15501581383792,15424496312608,15342952274894,15388311751718,15205425865338,15462438402373,15368699052136,15393407131851,15337402691427,15437041457961,15449342588729,15359145204852,15352640148763,15477894411025,15163675656132,15453210970308,15482618130043,15519233418103,15377322363813,15462794062507,15362866662603,15274071400369,15248486815557,15390329629489,15450047430766,15396912638229
H2PO4_1-,0,4153662951179,4656440192300,4577717622923,4688019138478,4503887073885,4590093874831,4593660961887,4674084505547,4613970124158,4449845379246,4607524197038,4703357118954,4572058781522,4686115880113,4581152484831,4449900193568,4425834088878,4686480776970,4574554436892,4579329262825,4832330478291,4529909191542,4468180885912,4656851954181,4609474382782,4613259358064,4507634810711,4718283888506,4633805549511,4587701586635,4685251622950,4483659018202,4656030221232,4637067637519,4561002618967,4443353691126,4556470971594,4624850111110,4707121756334,4491995492344,4481532993122,4727587894373,4555811024720,4664730387815,4499397363727,4591717553176,4554710196306,4513109707452,4574628027034,4644571250976,4525190187029,4479927369608,4661582040427,4703742774580,4557328470342,4709323917448,4539819741632,4669827635030,4515844332352,4501485803332,4707756201838,4423463146707,4470669533084,4636968844343,4553267684007,4726295292374,4750243729126,4416340353862,4780316200742,4561535221877,4731506645648,4650413407327,4597603463532,4821803069761,4498398080936,4575483742495,4657036303665,4611674425430,4794559352159,4537545822925,4631282933340,4606576458090,4662586063126,4562947446297,4550643472491,4640841025268,4647348270786,4522087150597,4836311403426,4546778566536,4517363047552,4480755072615,4622659715382,4537184253513,4637118903440,4725909181726,4751498353641,4609659753176,4549941633005,4603066983649
HPO4_2-,0,16627149,19887321,18005499,17195298,10407418,17034607,21494620,20049450,12505929,17937031,19539596,17291558,22362871,13000962,12454856,12760890,19390354,13218065,19059544,11382156,21661795,10467632,13455975,14238156,19637419,17484061,19442381,10575685,17433867,16971554,10042813,10702012,16444418,10609908,15535370,20322791,17465285,10915583,13807440,15183302,16319500,10449745,11718538,18092721,13116927,17866913,12194808,16561288,19319690,13486465,15563618,11124118,13114334,12966638,14181698,14122231,18218537,21251658,10550721,10236097,12943293,18992582,20403995,18376356,15224714,20225161,12067899,19469591,10893897,14774180,16866066,13194251,11322775,15028913,20534909,19944591,11421090,13822406,14782135,15774318,18013972,16409613,11244919,11095356,13938264,13769533,11580049,18437901,12940080,10462711,18822112,11508840,17920508,21683661,14433524,19417451,14830373,10616888,10935828,20377579
PO4_3-,0,466,395,455,488,417,318,380,319,444,512,464,421,375,530,507,427,374,399,508,418,338,408,340,511,368,392,558,601,427,542,378,352,401,518,383,356,352,435,476,535,250,321,421,359,446,393,432,418,388,542,452,444,595,347,511,647,345,501,364,413,464,444,534,421,437,536,430,266,405,376,412,547,456,369,363,306,351,446,368,384,552,446,528,386,516,347,402,477,362,445,293,442,297,319,433,454,429,447,401,543
H+,31737400,4153696208871,4656479968217,4577753637398,4688053530642,4503907891934,4590127945182,4593703952363,4674124607545,4613995137532,4449881254937,4607563277720,4703391705423,4572103510474,4686141883708,4581177398127,4449925718705,4425872872759,4686507214477,4574592557594,4579352030335,4832373804857,4529930130137,4468207799072,4656880432219,4609513658874,4613294327555,4507673699124,4718305043762,4633840420524,4587735531602,4685271711673,4483680423478,4656063113307,4637088858989,4561033692982,4443394339780,4556505905299,4624871943663,4707149374729,4492025862688,4481565632969,4727608796852,4555834463244,4664766574430,4499423599100,4591753290183,4554734589312,4513142833249,4574666669634,4644598227659,4525221317700,4479949621181,4661608271053,4703768709004,4557356837240,4709352164039,4539856179928,4669870141919,4515865436947,4501506276858,4707782091776,4423501133391,4470710344812,4637005598409,4553298136825,4726335744497,4750267868258,4416379294019,4780337991725,4561564771537,4731540381062,4650439799479,4597626112460,4821833128876,4498439152008,4575523632689,4657059146983,4611702073658,4794588919584,4537577374791,4631318964937,4606609280755,4662608556513,4562969640159,4550671352689,4640868565575,4647371432192,4522124029918,4836337284868,4546799495322,4517400694622,4480778093739,4622695559212,4537227621986,4637147771882,4725948020037,4751528015758,4609680990373,4549963507881,4603107740644
