Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
0,0,0,0,0,0,0,10000000000000,100000,100000,0,0,1000,0,0,0,1000000000,1000000000,1000000000,1000000000,1000000000,0,100000000000,0,1000,1000,0,0,0,0,0,0,0,100000000,100000000,0,200000000,0,100000000,0,0,0,0,0,100000000,0,100000000,0,0,1000,1000,1000,1000,1000,1000,1000
1000,0,0,0,0,1000,6000,9999990001674,9998496,9998462,0,0,1000,0,0,0,999900170,1000099830,1000099830,1000000034,999999966,0,99999899423,0,101577,101611,0,0,0,0,0,0,0,100000000,100000000,0,200000000,0,99999966,34,0,34,0,0,100000000,0,100000000,0,0,1000,1000,1000,1000,1000,1000,1000
2000,10520,64292,1000000,6000000,1000,6000,9999806413945,100179878,102781355,76811,989480,1000,1128,1003320,1825338,906501905,1093498095,1093506140,998902838,1001097162,500995,99998579917,30988,529154,2028557,269519,271632,5919086,5934580,934505,252200,519,99747800,99952124,47876,199691879,37,98552101,1447899,1242144,227181,1796,321023,99988412,11588,99701923,298077,307639,1000,1000,1000,1000,1000,1000,1000
3000,10740,63574,2000000,12000000,1000,6000,9999724198330,98057341,102785877,74197,1989260,1000,587,1351741,3830126,822210278,1177789722,1177843834,998239449,1001760551,1616244,99997303032,210692,369949,3194875,1757929,1789384,11830493,11935839,2552454,742784,7740,99257216,99943414,56586,199146518,495,96279286,3720714,3398691,453331,2161,862141,99986257,13743,99233147,766853,846237,1000,1000,1000,1000,1000,1000,1000
4000,11240,63618,3000000,18000000,1000,6000,9999646501416,99412211,106022729,73637,2988760,1000,6466,1457471,5830246,745957866,1254042134,1254184249,997777463,1002222537,2930510,99995891351,528666,361836,3598445,4288984,4414372,17665583,17929916,4291230,1252516,30816,98747484,99940446,59554,198545815,2124,93916672,6083328,5716723,677199,2021,1442265,99985249,14751,98792579,1207421,1425493,1000,1000,1000,1000,1000,1000,1000
5000,10900,62405,4000000,24000000,1000,6000,9999577634296,99194725,107607076,74395,3989100,1000,6495,1483377,7829410,677002631,1322997369,1323265656,997384475,1002615525,4313449,99994522175,917732,350897,3566946,7274149,7581488,23472234,23931100,6060732,1756648,75504,98243352,99939534,60466,197914599,5323,91542386,8457614,8075952,900436,2292,2032584,99984928,15072,98383738,1616262,2015220,1000,1000,1000,1000,1000,1000,1000
6000,10430,63255,5000000,30000000,1000,6000,9999519840717,94471352,104659090,75490,4989570,1000,1135,1481659,9828160,614651647,1385348353,1385777547,997016138,1002983862,5722217,99993185017,1340192,336486,3380439,10407620,10986840,29265514,29935610,7835067,2248298,142209,97751702,99939104,60896,197261612,10384,89172711,10827289,10441630,1122081,2343,2624284,99984622,15378,97997207,2002793,2606563,1000,1000,1000,1000,1000,1000,1000
7000,10630,62493,6000000,36000000,1000,6000,9999464805096,92904334,104857010,77960,5989370,1000,6278,1471296,11822820,558246616,1441753384,1442373300,996655078,1003344922,7136458,99991844055,1775526,342296,3227025,13521170,14467588,35043466,35931229,9606276,2731272,232287,97268728,99939446,60554,196588258,17270,86809167,13190833,12803001,1341440,2240,3215066,99983899,16101,97625193,2374807,3196725,1000,1000,1000,1000,1000,1000,1000
8000,10410,63282,7000000,42000000,1000,6000,9999414840809,91616666,105336065,80726,6989590,1000,1124,1459583,13817728,507221765,1492778235,1493616480,996293228,1003706772,8553044,99990511931,2219692,348946,3105040,16599407,17998864,40825748,41935594,11376061,3204404,343353,96795596,99938736,61264,195896087,26045,84449600,15550400,15162666,1557912,2250,3805101,99983754,16246,97262909,2737091,3786605,1000,1000,1000,1000,1000,1000,1000
9000,10530,64623,8000000,48000000,1000,6000,9999366014633,94064228,109551189,84177,7989470,1000,647,1449145,15810586,461097495,1538902505,1539984312,995930400,1004069600,9968216,99989182967,2671058,365948,3027987,19632937,21565812,46599201,47934730,13139466,3668704,474012,96331296,99938945,61055,195188434,36827,82098249,17901751,17513847,1772770,2521,4393225,99983677,16323,96911811,3088189,4374381,1000,1000,1000,1000,1000,1000,1000
10000,10330,63790,9000000,54000000,1000,6000,9999326697147,91383843,108636308,88501,8989670,1000,6371,1435311,17802338,419377611,1580622389,1581969613,995571376,1004428624,11388530,99987858454,3127924,393038,2998419,22614531,25157144,52365877,53929839,14894487,4124672,623304,95875328,99938845,61155,194466949,49397,79758585,20241415,19853631,1985184,2298,4978497,99982945,17055,96571380,3428620,4959144,1000,1000,1000,1000,1000,1000,1000
11000,10500,62582,10000000,60000000,1000,6000,9999286212428,93849088,112872338,92549,9989500,1000,1129,1423642,19793902,381660028,1618339972,1619974565,995209730,1004790270,12809338,99986580852,3591558,387713,2947838,25566749,28792836,58140510,59936289,16641199,4572076,790542,95427924,99938715,61285,193732046,63919,77434048,22565952,22182530,2194294,2385,5560922,99982794,17206,96239355,3760645,5541331,1000,1000,1000,1000,1000,1000,1000
12000,10750,63363,11000000,66000000,1000,6000,9999252811007,92809118,113604060,98118,10989250,1000,6382,1413528,21782264,347541062,1652458938,1654399672,994845461,1005154539,14226875,99985285821,4062162,412208,2950699,28484221,32471708,63899174,65930255,18382974,5016472,976821,94983528,99938877,61123,192981671,80203,75119149,24880851,24504685,2400850,2309,6141861,99982159,17841,95915767,4084233,6121711,1000,1000,1000,1000,1000,1000,1000
13000,10480,64119,12000000,72000000,1000,6000,9999226444979,87980192,110543460,104433,11989520,1000,1128,1397960,23770174,316688015,1683311985,1685576347,994486422,1005513578,15651730,99984061763,4538860,378298,2909026,31372806,36191896,69665323,71934753,20117935,5455775,1180152,94544225,99938534,61466,192218397,98482,72816950,27183050,26817868,2604866,2415,6720484,99981864,18136,95599243,4400757,6699933,1000,1000,1000,1000,1000,1000,1000
14000,10840,63241,13000000,78000000,1000,6000,9999195212425,90947436,115285429,110715,12989160,1000,6397,1387033,25756890,288782516,1711217484,1713821693,994120356,1005879644,17071316,99982787870,5023210,404695,2933109,34247710,39963292,75418757,77930362,21850446,5892466,1399284,94107534,99938622,61378,191441947,118446,70522417,29477583,29127661,2805930,2525,7298541,99981199,18801,95289987,4710013,7277215,1000,1000,1000,1000,1000,1000,1000
15000,10750,64006,14000000,84000000,1000,6000,9999173421607,87128806,113239984,117907,13989250,1000,6358,1373075,27742686,263550448,1736449552,1739409322,993757898,1006242102,18496001,99981606934,5514770,352956,2881144,37103975,43781084,81172251,83929636,23575126,6324686,1634211,93675314,99938550,61450,190654094,140265,68241447,31758553,31427086,3004583,2404,7873610,99980754,19246,94989694,5010306,7851960,1000,1000,1000,1000,1000,1000,1000
16000,10580,62215,15000000,90000000,1000,6000,9999152867731,84479327,112364599,126343,14989420,1000,1176,1359613,29726154,240741197,1759258803,1762589011,993395124,1006604876,19920783,99980333394,6011566,408765,2944696,39932665,47634180,86930826,89936609,25290070,6752331,1884396,93247669,99938605,61395,189856066,163931,65977162,34022838,33713539,3200495,2626,8445758,99980337,19663,94696901,5303099,8423469,1000,1000,1000,1000,1000,1000,1000
17000,10970,63637,16000000,96000000,1000,6000,9999126699371,89610889,119276532,134972,15989030,1000,5832,1349611,31708116,220112297,1779887703,1783600477,993026290,1006973710,21342322,99979143556,6514384,391733,2943530,42739385,51528904,92673339,95930531,27000200,7179167,2150064,92820833,99937775,62225,189045834,189263,63725001,36274999,35993565,3392084,2713,9016183,99979895,20105,94410369,5589631,8993365,1000,1000,1000,1000,1000,1000,1000
18000,10850,62827,17000000,102000000,1000,6000,9999110087969,87145451,118585180,145059,16989150,1000,6893,1332676,33688182,201459001,1798540999,1802650306,992664117,1007335883,22771170,99977924104,7024932,419326,2971560,45545106,55478080,98417814,101930280,28703163,7602961,2429175,92397039,99938533,61467,188226265,216274,61486996,38513004,38263997,3581129,2841,9584336,99979339,20661,94131976,5868024,9560834,1000,1000,1000,1000,1000,1000,1000
19000,11220,63621,18000000,108000000,1000,6000,9999093665028,86261632,119486304,154568,17988780,1000,1081,1323269,35668424,184588007,1815411993,1819927867,992292657,1007707343,24194060,99976757442,7539924,403085,2969256,48326131,59457536,104165336,107935298,30401885,8025232,2721483,91974768,99938297,61703,187397191,245473,59258793,40741207,40528684,3767021,2808,10151095,99978512,21488,93858627,6141373,10126799,1000,1000,1000,1000,1000,1000,1000
20000,10570,64436,19000000,114000000,1000,6000,9999078671875,85553619,120562471,166397,18989430,1000,6341,1311502,37646066,169336396,1830663604,1835598464,991922677,1008077323,25620027,99975580453,8059424,410766,2988661,51088178,63469304,109899511,113929223,32091275,8443611,3026271,91556389,99938507,61493,186560036,276042,57048464,42951536,42781010,3948716,2732,10714537,99977930,22070,93591499,6408501,10689735,1000,1000,1000,1000,1000,1000,1000
21000,10510,62180,20000000,120000000,1000,6000,9999066966582,83002667,119795271,178847,19989490,1000,5697,1298216,39621286,155540582,1844459418,1849822094,991552988,1008447012,27047376,99974465446,8584602,370285,2952290,53839471,67522692,115639822,119932123,33772697,8860660,3343641,91139340,99938395,61605,185715059,308657,54854218,45145782,45022654,4126898,2911,11275694,99977174,22826,93330875,6669125,11249957,1000,1000,1000,1000,1000,1000,1000
22000,10530,62993,21000000,126000000,1000,6000,9999054326390,82701079,121289107,190449,20989470,1000,5826,1290435,41598042,143071959,1856928041,1862729622,991175162,1008824838,28472755,99973294183,9114158,396387,2986146,56571871,71605732,121374102,125931181,35448329,9274661,3672738,90725339,99938217,61783,184861975,342909,52673222,47326778,47256525,4300449,2915,11834852,99976259,23741,93075766,6924234,11808196,1000,1000,1000,1000,1000,1000,1000
23000,10170,62511,22000000,132000000,1000,6000,9999042353318,82911326,123285011,205779,21989830,1000,6253,1276702,43568102,131793988,1868206012,1874456810,990803260,1009196740,29900243,99972198312,9648142,360066,2965954,59277878,75718220,127107165,131931236,37115244,9687778,4015449,90312222,99938085,61915,183999509,378546,50507391,49492609,49478832,4471119,3089,12391157,99975520,24480,92827212,7172788,12363588,1000,1000,1000,1000,1000,1000,1000
24000,10790,63789,23000000,138000000,1000,6000,9999034229722,80344196,122508556,219736,22989210,1000,641,1262882,45538948,121597751,1878402249,1885110200,990427033,1009572967,31328511,99971018059,10187140,413414,3033486,61980254,79865904,132842000,137935570,38782178,10100388,4367442,89899612,99937890,62110,183129551,415882,48347229,51652771,51701067,4637470,3155,12947555,99974489,25511,92582485,7417515,12918889,1000,1000,1000,1000,1000,1000,1000
25000,10550,63314,24000000,144000000,1000,6000,9999025524429,79325457,123289482,235437,23989450,1000,729,1255846,47508026,112377817,1887622183,1894795364,990043906,1009956094,32752085,99969937428,10730458,383028,3007886,64667446,84044660,138570728,143935957,40437506,10511367,4730616,89488633,99938348,61652,182253800,454750,46207791,53792209,53907840,4799847,3257,13500095,99973496,26504,92344646,7655354,13470334,1000,1000,1000,1000,1000,1000,1000
26000,10620,62145,25000000,150000000,1000,6000,9999012215215,83791853,129551106,252552,24989380,1000,6807,1243405,49473656,104050255,1895949745,1903597608,989663944,1010336056,34179792,99968807540,11276764,411292,3053858,67326528,88241424,144292666,149931048,42086393,10919595,5104893,89080405,99938245,61755,181370787,495324,44081365,55918635,56106037,4957808,3354,14050459,99972539,27461,92111910,7888090,14019644,1000,1000,1000,1000,1000,1000,1000
27000,10640,62626,26000000,156000000,1000,6000,9999009440323,78507057,126063351,270240,25989360,1000,511,1229702,51438240,96514958,1903485042,1911615264,989283147,1010716853,35609739,99967786626,11827248,340733,2994179,69976884,92468960,150023239,155936863,43729288,11325951,5488680,88674049,99937886,62114,180481713,537356,41968469,58031531,58296251,5111648,3437,14598799,99971601,28399,91883917,8116083,14566963,1000,1000,1000,1000,1000,1000,1000
28000,10580,62144,27000000,162000000,1000,6000,9999001270312,79337200,128701755,287952,26989420,1000,1088,1221707,53402936,89707991,1910292009,1918911262,988893226,1011106774,37036074,99966703132,12382928,346017,2999578,72618966,96734568,155745304,161936768,45364941,11732910,5883594,88267090,99938202,61798,179586039,581226,39872628,60127372,60476534,5260088,3400,15145155,99969838,30162,91662085,8337915,15111593,1000,1000,1000,1000,1000,1000,1000
29000,10580,62625,28000000,168000000,1000,6000,9998996553701,77355691,128523792,307775,27989420,1000,632,1209278,55363290,83550729,1916449271,1925564133,988505857,1011494143,38464680,99965604197,12941326,374521,3031605,75242873,101019500,161466080,167936743,46994508,12138906,6287538,87861094,99938169,61831,178684401,626475,37789375,62210625,62649044,5404467,3896,15689332,99969100,30900,91443904,8556096,15654536,1000,1000,1000,1000,1000,1000,1000
30000,11260,62911,29000000,174000000,1000,6000,9998987453297,80342261,133324227,326739,28988740,1000,6309,1200843,57324002,77986745,1922013255,1931630842,988110487,1011889513,39891610,99964580283,13501550,338392,3012654,77835788,105313116,167180005,173930780,48616951,12542712,6700932,87457288,99938342,61658,177778043,673600,35721499,64278501,64811576,5542879,3848,16231549,99966924,33076,91230971,8769029,16194625,1000,1000,1000,1000,1000,1000,1000
31000,10440,63748,30000000,180000000,1000,6000,9998981143621,81070330,135865095,347815,29989560,1000,647,1187618,59283490,72962355,1927037645,1937164023,987716572,1012283428,41323719,99963516569,14064916,349960,3034057,80421582,109630528,172903147,179935605,50234312,12944675,7121730,87055325,99938220,61780,176867167,722026,33666474,66333526,66967441,5676343,4099,16772153,99965075,34925,91021529,8978471,16733129,1000,1000,1000,1000,1000,1000,1000
32000,10300,63578,31000000,186000000,1000,6000,9998978583274,78524788,135138739,369823,30989700,1000,659,1178289,61239754,68421216,1931578784,1942219834,987315912,1012684088,42751574,99962451645,14633184,376028,3061303,82995140,113982512,178619171,185935763,51843447,13347685,7553817,86652315,99938185,61815,175949450,772104,31629476,68370524,69112284,5804092,4118,17309891,99963064,36936,90818495,9181505,17268837,1000,1000,1000,1000,1000,1000,1000
33000,10550,62338,32000000,192000000,1000,6000,9998973090202,79342039,137782133,390983,31989450,1000,6289,1169596,63196934,64317633,1935682367,1946844415,986910555,1013089445,44181053,99961401447,15202404,394142,3085147,85548700,118344520,184330171,191931373,53446903,13748486,7993119,86251514,99938154,61846,175027620,823344,29606580,70393420,71249508,5926436,4592,17846285,99960912,39088,90617275,9382725,17802605,1000,1000,1000,1000,1000,1000,1000
34000,10950,63806,33000000,198000000,1000,6000,9998974212680,73935048,134200055,413328,32989050,1000,648,1156429,65151444,60613002,1939386998,1951076189,986506307,1013493693,45614885,99960386443,15773734,386882,3084336,88083177,122719172,190048679,197935546,55043024,14146391,8439978,85853609,99937884,62116,174102302,876083,27599499,72400501,73376827,6042866,4712,18380130,99958385,41615,90420739,9579261,18333803,1000,1000,1000,1000,1000,1000,1000
35000,10980,61982,34000000,204000000,1000,6000,9998967936485,76277758,138381757,435838,33989020,1000,1150,1150347,67106364,57266034,1942733966,1954955421,986090217,1013909783,47043869,99959382321,16347140,377515,3078974,90602340,127109328,195763298,203936868,56632793,14543048,8894163,85456952,99937908,62092,173173405,930336,25608349,74391651,75495561,6152712,4891,18912148,99955511,44489,90227750,9772250,18862768,1000,1000,1000,1000,1000,1000,1000
36000,10800,63722,35000000,210000000,1000,6000,9998966353893,74241169,138184534,458744,34989200,1000,6465,1139199,69060912,54239174,1945760826,1958518432,985674982,1014325018,48479148,99958366159,16922542,388541,3094981,93104306,131513724,201468542,209929813,58216439,14939218,9355728,85060782,99937988,62012,172241164,986506,23631819,76368181,77606053,6256746,5354,19442565,99952403,47597,90038310,9961690,19389614,1000,1000,1000,1000,1000,1000,1000
37000,10920,63527,36000000,216000000,1000,6000,9998962478482,74788394,140579126,481310,35989080,1000,6490,1129803,71015540,51510229,1948489771,1961789718,985254195,1014745805,49915124,99957425015,17499448,335953,3042122,95590562,135928688,207180259,215929983,59791347,15331460,9823680,84668540,99937973,62027,171306566,1043406,21673882,78326118,79704507,6354611,5586,19970613,99948133,51867,89853288,10146712,19913160,1000,1000,1000,1000,1000,1000,1000
38000,10560,63909,37000000,222000000,1000,6000,9998962579975,71617160,139257943,505351,36989440,1000,1089,1118843,72968178,49045696,1950954304,1964800517,984831171,1015168829,51353111,99956409524,18076324,366112,3076033,98053268,140342352,212896840,221935002,61357933,15719760,10296684,84280240,99937741,62259,170371768,1102348,19733035,80266965,81791829,6446238,6083,20496224,99943755,56245,89671326,10328674,20433896,1000,1000,1000,1000,1000,1000,1000
39000,11080,63420,38000000,228000000,1000,6000,9998955678533,75682534,145183568,528281,37988920,1000,6903,1109702,74921278,46821068,1953178932,1967576629,984399831,1015600169,52791163,99955408222,18655892,392796,3112086,100491348,144773624,218601731,227929677,62917889,16110236,10779993,83889764,99938286,61714,169430353,1162304,17809775,82190225,83869847,6529946,6440,21020413,99937985,62015,89494366,10505634,20951958,1000,1000,1000,1000,1000,1000,1000
40000,10810,62287,39000000,234000000,1000,6000,9998958286236,70452698,141825903,550143,38989190,1000,6460,1102337,76878094,44815543,1955184457,1970137811,983962968,1016037032,54233836,99954465247,19236276,374680,3094729,102912789,149210960,224313115,233931253,64466234,16496889,11268729,83503111,99938986,61014,168488743,1223255,15909083,84090917,85932017,6607226,7253,21541921,99931115,68885,89322167,10677833,21465783,1000,1000,1000,1000,1000,1000,1000
41000,10500,61697,40000000,240000000,1000,6000,9998952827110,73478080,146727674,573077,39989500,1000,6762,1093822,78832846,43003768,1956996232,1972508748,983521121,1016478879,55676893,99953516798,19819608,373320,3080430,105328506,153670504,230021737,239931541,66007795,16880782,11763984,83119218,99938546,61454,167545248,1286062,14026515,85973485,87984625,6677074,7996,22062131,99922695,77305,89154564,10845436,21976830,1000,1000,1000,1000,1000,1000,1000
42000,10660,64198,41000000,246000000,1000,6000,9998955069278,68974500,144109277,595095,40989340,1000,6815,1086168,80788490,41369956,1958630044,1974705969,983073470,1016926530,57122079,99952575683,20402006,377507,3085913,107705987,158118588,235727984,245928987,67537635,17261565,12265587,82738435,99938884,61116,166601394,1350253,12165850,87834150,90020907,6739881,9152,22580243,99912181,87819,88992096,11007904,22483272,1000,1000,1000,1000,1000,1000,1000
43000,11040,63108,42000000,252000000,1000,6000,9998947581309,74356714,151386436,616054,41988960,1000,1191,1078340,82745812,39896426,1960103574,1976746405,982618701,1017381299,58570083,99951657353,20985268,373909,3071503,110070668,162572592,241443067,251935701,69056687,17637487,12771588,82362513,99939300,60700,165658982,1415572,10329127,89670873,92041689,6794430,10706,23097389,99898319,101681,88835020,11164980,22985002,1000,1000,1000,1000,1000,1000,1000
44000,10290,63943,43000000,258000000,1000,6000,9998948621230,71352038,150283495,638239,42989710,1000,602,1070038,84702942,38568931,1961431069,1978644441,982159759,1017840241,60021178,99950732680,21566680,401297,3086582,112397377,167012848,247152115,257935455,70554704,18005627,13283295,81994373,99940094,59906,164721095,1482291,8529064,91470936,94032605,6841523,12824,23611726,99878999,121001,88685587,11314413,23477901,1000,1000,1000,1000,1000,1000,1000
45000,10760,63959,44000000,264000000,1000,6000,9998952187823,65950970,146800005,656860,43989240,1000,6405,1064791,86664760,37375891,1962624109,1980410817,981691717,1018308283,61475961,99949892965,22146772,373418,3040534,114686806,171441600,252856250,263929636,72029177,18365641,13801101,81634359,99941175,58825,163788826,1550390,6770086,93229914,95989640,6880516,15757,24124008,99852212,147788,88546067,11453933,23960463,1000,1000,1000,1000,1000,1000,1000
46000,10570,63495,45000000,270000000,1000,6000,9998948317348,68099318,150870845,676995,44989430,1000,5839,1057645,88624870,36300441,1963699559,1982063800,981218087,1018781913,62931969,99949103509,22724554,342800,2966153,116940790,175851204,258568389,269930666,73467454,18708545,14322720,81291455,99943185,56815,162870399,1619534,5071113,94928887,97893869,6910988,20632,24635256,99811791,188209,88422169,11577831,24426415,1000,1000,1000,1000,1000,1000,1000
47000,10510,62788,46000000,276000000,1000,6000,9998947124261,67671507,152372802,696469,45989490,1000,6938,1048633,90586042,35330006,1964669994,1983614277,980739097,1019260903,64391759,99948348963,23295518,354910,2914509,119118841,180210332,264282515,275930274,74844501,19027952,14850384,80972048,99947591,52409,161975356,1689955,3467210,96532790,99708716,6933380,29579,25145650,99748144,251856,88321997,11678003,24864215,1000,1000,1000,1000,1000,1000,1000
48000,10550,63386,47000000,282000000,1000,6000,9998944913924,68358613,155002666,714047,46989450,1000,1060,1040996,92550806,34460919,1965539081,1985066226,980252713,1019747287,65855770,99947702557,23852726,402573,2851272,121171815,184460124,270009191,281935554,76105135,19298407,15381768,80701593,99955489,44511,161129937,1761237,2033526,97966474,101354667,6947749,47969,25654040,99643461,356539,88267252,11732748,25249532,1000,1000,1000,1000,1000,1000,1000
49000,10120,62267,48000000,288000000,1000,6000,9998944711630,67122484,155716965,731964,47989880,1000,1183,1034130,94515832,33678580,1966321420,1986432153,979760757,1020239243,67321108,99947346222,24388524,420011,2636183,123035615,188542896,275742288,287936550,77147553,19484618,15918387,80515382,99969600,30400,160374249,1833733,908807,99091193,102688650,6955481,95235,26160594,99475738,524262,88294489,11705511,25541097,1000,1000,1000,1000,1000,1000,1000
50000,10460,64167,49000000,294000000,1000,6000,9998945154618,65311816,155864047,748075,48989540,1000,5932,1027716,96482930,32968408,1967031592,1987726710,979266316,1020733684,68790831,99947295720,24879540,489008,2342142,124549752,192283616,281490131,293929901,77833078,19540362,16456752,80459638,99986980,13020,159751500,1906856,261497,99738503,103531682,6958415,228513,26664383,99262734,737266,88429342,11570658,25698604,1000,1000,1000,1000,1000,1000,1000
51000,10480,62301,50000000,300000000,1000,6000,9998943278045,65892934,158408175,762674,49989520,1000,6332,1020712,98453692,32330796,1967669204,1988948181,978770696,1021229304,70265225,99947525116,25314150,538846,2025449,125619072,195592332,287274292,299931367,78155219,19484816,16998105,80515184,99996132,3868,159232339,1980840,62080,99937920,103905615,6959163,513328,27167755,99095969,904031,88636896,11363104,25750396,1000,1000,1000,1000,1000,1000,1000
52000,10570,64044,51000000,306000000,1000,6000,9998942177279,65764184,160245887,776368,50989430,1000,5877,1014951,100426124,31758251,1968241749,1990103417,978276540,1021723460,71743292,99947819332,25706840,581361,1867942,126353020,198577720,293076659,305930079,78327469,19392873,17542395,80607127,99998217,1783,158743676,2055120,28280,99971720,104096518,6959372,878510,27667881,98979678,1020322,88853621,11146379,25769049,1000,1000,1000,1000,1000,1000,1000
53000,10690,62411,52000000,312000000,1000,6000,9998940012511,66753161,163198328,789892,51989310,1000,6940,1005828,102398836,31238509,1968761491,1991204246,977787104,1022212896,73226443,99948130041,26079948,607712,1830222,126924198,201417016,298890675,311930649,78473913,19297543,18090684,80702457,99998631,1369,158258333,2130082,19857,99980143,104254978,6959497,1254782,28166565,98869282,1130718,89064551,10935449,25781065,1000,1000,1000,1000,1000,1000,1000
54000,11020,61976,53000000,318000000,1000,6000,9998941921301,63722697,162134303,801724,52988980,1000,6100,996694,104374512,30771575,1969228425,1992250542,977299508,1022700492,74714420,99948481170,26448946,595695,1784111,127459644,204224908,304707451,317931924,78616843,19202202,18639951,80797798,99998801,1199,157774482,2205460,15338,99984662,104407870,6959600,1628609,28663398,98756238,1243762,89275111,10724889,25791027,1000,1000,1000,1000,1000,1000,1000
55000,11170,63519,54000000,324000000,1000,6000,9998938963296,65601422,165983791,813410,53988830,1000,1100,991193,106350840,30346012,1969653988,1993253946,976808974,1023191026,76200150,99948827507,26811536,586253,1773152,127959788,206985144,310529613,323935381,78756916,19103259,19186005,80896741,99998956,1044,157295739,2281336,12810,99987190,104556508,6959664,2001765,29159497,98641860,1358140,89482962,10517038,25799592,1000,1000,1000,1000,1000,1000,1000
56000,10810,62059,55000000,330000000,1000,6000,9998937657014,65875306,168229898,824214,54989190,1000,1056,984368,108329952,29966450,1970033550,1994210344,976321967,1023678033,77692191,99949120373,27174628,633088,1822794,128452776,209749856,316349571,329936885,78897494,19007280,19734936,80992720,99999085,915,156815011,2357336,10911,99989089,104704883,6959728,2370677,29653393,98524673,1475327,89691717,10308283,25807389,1000,1000,1000,1000,1000,1000,1000
57000,11010,62900,56000000,336000000,1000,6000,9998939057268,63474007,167798869,834960,55988990,1000,6238,976599,110308060,29617260,1970382740,1995135782,975837481,1024162519,79185744,99949505354,27538066,589270,1791460,128934045,212516196,322161829,335930862,79037857,18915204,20287302,81084796,99999073,927,156330827,2432943,9482,99990518,104852671,6959797,2737488,30145717,98406585,1593415,89901302,10098698,25814814,1000,1000,1000,1000,1000,1000,1000
58000,11080,64142,57000000,342000000,1000,6000,9998940463374,61106900,167409133,843288,56988920,1000,1161,970822,112291264,29306516,1970693484,1996020723,975352702,1024647298,80684113,99949825889,27901936,611695,1818106,129421625,215288664,327983729,341934697,79179332,18824188,20839509,81175812,99999137,863,155847710,2509003,8293,99991707,105001116,6959853,3100565,30636329,98286020,1713980,90110890,9889110,25821784,1000,1000,1000,1000,1000,1000,1000
59000,11210,62373,58000000,348000000,1000,6000,9998937406910,63231085,171513442,851270,57988790,1000,6348,967219,114275040,29022674,1970977326,1996876598,974867383,1025132617,82182521,99950156143,28266198,625225,1832402,129910365,218064796,333798180,347931279,79320632,18735334,21392256,81264666,99999147,853,155364541,2585407,7758,99992242,105149242,6959902,3461888,31125300,98165198,1834802,90320686,9679314,25828610,1000,1000,1000,1000,1000,1000,1000
60000,10550,64065,59000000,354000000,1000,6000,9998936833700,62898078,173153099,860627,58989450,1000,607,957312,116257646,28764460,1971235540,1997706434,974390023,1025609977,83687732,99950548021,28630412,577638,1787224,130396044,220843352,339620122,353935328,79463060,18648120,21946380,81351880,99999171,829,154880157,2661788,6972,99993028,105298311,6959937,3820044,31612602,98042693,1957307,90529941,9470059,25835251,1000,1000,1000,1000,1000,1000,1000
61000,10440,63221,60000000,360000000,1000,6000,9998938473807,60377185,172605651,869750,59989560,1000,6304,948826,118239620,28531976,1971468024,1998509833,973913273,1026086727,85192913,99950871913,28993352,597582,1815263,130873837,223612328,345433799,359930475,79605092,18559706,22499829,81440294,99999242,758,154397727,2739175,6363,99993637,105446711,6959980,4176027,32097881,97919765,2080235,90738679,9261321,25841619,1000,1000,1000,1000,1000,1000,1000
