Time\ number,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1,Time\ Probability,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_110::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,rM_400::Cell_1::Mitochondria_1,rM_500::Cell_1::Mitochondria_1,r2_2_510::Cell_1::Mitochondria_1,rM_600::Cell_1::Mitochondria_1,rM_610::Cell_1::Mitochondria_1,rM_620::Cell_1::Mitochondria_1,rM_700::Cell_1::Mitochondria_1,r3_3_800::Cell_1::Mitochondria_1,rM_900::Cell_1::Mitochondria_1,r1_1_1100::Cell_1::Mitochondria_1
53600,9992671254703.0,20025892,20,201.0,9032,1043,118655837,106040808950.0,7,2000,548,4010,7919,0,0,0,0,0,1851,199.0,53600,9.99999000001e-07,0.9999008427619571,0.4736842105263158,0.999000999000999,0.998725887080368,0.041637896359543375,0.000998270588333543,9.99999000001e-07,0.9999000656868241,0.005858105076679295,0.9608381614852229,0.9549985174244808,0.9999989819581607,0.9937358742883664,0.7488077807061259,0.9700428259396063,0.6461920888640432,0.9999999498960417,0.9999949877595267,0.9999999999999
53700,9992666886106.0,9949602,16,200.0,23000,53448,118232044,106051502739.0,106194,1,249,12068,11985,800,2,464,1,2000,120,400.0,53700,9.99999000001e-07,0.9999000906028368,0.4736842105263158,0.999000999000999,0.9987262657383275,0.8239456127482782,0.0009982691632893664,9.99999000001e-07,0.9998930852226243,0.0011901613374693887,0.3328547521047784,0.9929699360381947,0.9999989999944999,0.9937449079675822,0.8529094019360725,0.9911156966761128,0.87950473362105,0.9999999866961462,0.9999949878129722,0.9999999999999
53800,9992653008277.0,9944036,23,200.0,13026,42034,118512208,106062582275.0,211824,2000,5086,818,552,552,126,124,269,24,488,200.0,53800,9.99999000001e-07,0.999900290236973,0.4736842105263158,0.999000999000999,0.9987259640117243,0.8236080637987451,0.0009982677782687575,9.99999000001e-07,0.9998962933694647,0.0058106414727856605,0.9338869349594876,0.690283677482929,0.9999989999975,0.9937587548308552,0.9692227551048425,0.9866566967872027,0.9489204249170725,0.9999999498958807,0.9999949877606291,0.9999999999999
53900,9992639112143.0,37919,17,200.0,18014,966,118539619,106073758988.0,212231,1,54,26434,0,800,3,660,0,58,2000,0.0,53900,9.99999000001e-07,0.9998995181223754,0.4736842105263158,0.999000999000999,0.9987245960414148,0.003088898119489143,0.0009982653826563488,9.99999000001e-07,0.9999022108560813,0.0011869164477863157,0.9398200648729129,0.9833887861241857,0.9999989944035541,0.993747358035904,0.9520337662791959,0.9902054078663246,0.4972207601977556,0.9999999498955185,0.9999968437328691,0.9999999999999
54000,9992625373840.0,10028160,24,200.0,12010,18414,118366193,106085203744.0,106327,12,3,13200,12680,553,127,0,10,0,2000,200.0,54000,9.99999000001e-07,0.999900691061902,0.4736842105263158,0.999000999000999,0.9987260864171458,0.03528665720134952,0.000998265020311067,9.99999000001e-07,0.9999002735198173,0.0011895004284404218,0.987691535355368,0.9600708194309171,0.9999989923529666,0.9937093284842706,0.9692282548897604,0.9780552012589339,0.9586204771970809,0.9999999498959541,0.9999963632793689,0.9999999999999
54100,9992611520092.0,9925202,18,200.0,20008,39376,118533203,106096289803.0,27,0,488,12946,0,400,1,336,10,46,2000,200.0,54100,9.99999000001e-07,0.9999008946358169,0.4736842105263158,0.999000999000999,0.9987240376512777,0.8232698634819364,0.0009982626283581274,9.99999000001e-07,0.9999000472176943,0.0011880033104992237,0.9120734499145996,0.9794167170876312,0.9999989644507328,0.9937333433804768,0.9705299822444781,0.9899152683497158,0.8482661742669255,0.9999999498955027,0.999997074850992,0.9999999999999
54200,9992597227684.0,9965019,21,200.0,10005,29472,118513912,106107109501.0,23,2000,138,4,11989,402,2,0,7,0,100,201.0,54200,9.99999000001e-07,0.9999011274884341,0.4736842105263158,0.999000999000999,0.9987240581550584,0.8236948887721395,0.0009982612169831962,9.99999000001e-07,0.9999001189583206,0.005770381485239677,0.9092057925821304,0.9720818455704742,0.9999989999966,0.9937342003133075,0.9293616836940306,0.9886382442300591,0.9051307134673996,0.9999999498957515,0.9999949877708604,0.9999999999999
54300,9992573452208.0,19939481,21,200.0,19000,1097,118380010,106118218541.0,25,2000,146,14481,13574,799,2,0,370,2000,1025,399.0,54300,9.99999000001e-07,0.9999022953339984,0.4736842105263158,0.999000999000999,0.9987245268076635,0.897958997945552,0.0009982588294934146,9.99999000001e-07,0.9998904419833332,0.0057545239400145125,0.9774734192552185,0.9861470710802247,0.9999989910232346,0.9937330318306614,0.9550733095348339,0.9899365157780525,0.9825793640759494,0.9999999873548071,0.9999949877908741,0.9999999999999
54400,9992569617160.0,9987935,24,200.0,9,23,118513854,106129231836.0,212175,1,312,6346,0,2,1,336,1,2000,1343,0.0,54400,9.99999000001e-07,0.9999015265242989,0.4736842105263158,0.999000999000999,0.9987246942647998,0.04688451610547595,0.0009982594439206598,9.99999000001e-07,0.9999020597615664,0.0011829156305146185,0.4268911305531261,0.9837029010454055,0.9999989863811181,0.9936821968427797,0.8301059976918633,0.9887240947377964,0.4946965717101905,0.9999999833395529,0.9999949877732319,0.9999999999999
54500,9992555460925.0,9984682,17,200.0,15000,110,118306754,106140410846.0,106448,2000,16635,17967,531,682,65,466,0,2000,2000,200.0,54500,9.99999000001e-07,0.9999017397818625,0.4736842105263158,0.999000999000999,0.9987262136855526,0.8230303187070623,0.0009982580430153857,9.99999000001e-07,0.9999010583099988,0.0057610751290450395,0.9543464707276537,0.9525982747331463,0.9999989787120701,0.9937244647480453,0.9692053181073849,0.9842604387396648,0.9805061695952754,0.9999999867418387,0.9999952027215159,0.9999999999999
54600,9992541415845.0,10002075,18,200.0,11000,480,118690623,106151275896.0,212666,2000,920,13073,23050,1,0,163,1,2000,1470,200.0,54600,9.99999000001e-07,0.9999019647483018,0.4736842105263158,0.999000999000999,0.9987244639352109,0.0645437175856338,0.0009982566303199814,9.99999000001e-07,0.9999021607983366,0.005755919111195652,0.9290149846189338,0.9749990260543938,0.999998993919754,0.9937523829459753,0.9409910701498091,0.9854715048530149,0.9504979130323958,0.9999999746307263,0.9999949877485518,0.9999999999999
54700,9992527226833.0,9994936,18,200.0,9,486,118564465,106162262285.0,106412,1,1726,26372,25797,800,4,5,0,2000,1592,400.0,54700,9.99999000001e-07,0.9999021908980618,0.4736842105263158,0.999000999000999,0.9987253113737504,0.03845235705245973,0.0009982552134493222,9.99999000001e-07,0.999901275754194,0.001172896108040534,0.9549179918954276,0.9778588134979738,0.9999990000006,0.9937354971246596,0.8675874313761969,0.9848789452643264,0.4931702364753408,0.9999999873172531,0.9999949877693686,0.9999999999999
54800,9992512898763.0,9875025,16,201.0,6011,71877,118184710,106172746154.0,212339,2000,1592,26357,0,798,4,4,0,2000,739,0.0,54800,9.99999000001e-07,0.9999024085744374,0.4736842105263158,0.999000999000999,0.9987244070897745,0.8233257015845953,0.000998252809830761,9.99999000001e-07,0.9998932630520342,0.005646918151730162,0.9607815566719037,0.9805380594198096,0.9999989999914,0.9937604583530473,0.9546306487478352,0.9916303068586653,0.9218174167456076,0.9999999872530894,0.999994987820005,0.9999999999999
54900,9992489536793.0,19956973,21,201.0,17000,242,118252437,106184488594.0,106413,2000,9283,10336,9740,728,37,642,339,62,2000,201.0,54900,9.99999000001e-07,0.9999035186626972,0.4736842105263158,0.999000999000999,0.9987244540325302,0.8229547977627835,0.0009982504548905564,9.99999000001e-07,0.9999007748196657,0.005711839145555257,0.9865303323394655,0.9410446533087791,0.9999989799615486,0.9937278510452762,0.9691414538580616,0.9916186872549627,0.9798135760598872,0.9999999498953351,0.9999951380895713,0.9999999999999
55000,9992476136071.0,19923449,19,200.0,13,43454,118335596,106196127106.0,105990,1,73,14246,13322,2,0,10,27,10,2000,0.0,55000,9.99999000001e-07,0.999903664946963,0.4736842105263158,0.999000999000999,0.9987253317990933,0.8981390374949992,0.0009982491176528537,9.99999000001e-07,0.9999010687542479,0.0011765727885592178,0.10151724934671784,0.9357991088045335,0.9999989530497243,0.9937260710386083,0.9515165278185984,0.9780046870698674,0.9738260414861802,0.9999999498959282,0.9999978408407773,0.9999999999999
55100,9992472265300.0,1824,22,200.0,17,67916,118499234,106207064912.0,211782,2000,70,23833,23310,405,0,304,15,62,2000,200.0,55100,9.99999000001e-07,0.9999019690071919,0.4736842105263158,0.999000999000999,0.9987258004071412,0.8231765527002778,0.0009982487308479668,9.99999000001e-07,0.9998980203818505,0.005674288578113795,0.9574753196894338,0.9774500001773658,0.9999989810772805,0.9937602832874219,0.9164941256470969,0.9728323916440614,0.9807960729647859,0.999999949896215,0.9999952038372121,0.9999999999999
55200,9992448586879.0,19982308,21,202.0,23013,4612,118587513,106218358813.0,10,1,848,563,281,1,0,132,0,2000,151,198.0,55200,9.99999000001e-07,0.9999040235937341,0.4736842105263158,0.999000999000999,0.9987248089028314,0.8226104971230284,0.000998248361806362,9.99999000001e-07,0.9998984715294879,0.0011784093477184288,0.8879917762672466,0.5027937832021586,0.9999989947689788,0.9937146955471761,0.7402481260362755,0.984776085124359,0.6479500528284486,0.9999999719475227,0.9999949877597385,0.9999999999999
55300,9992445330894.0,9997789,21,201.0,15,479,118608652,106230176005.0,13,0,9004,925,13714,401,0,496,9,2000,0,0.0,55300,9.99999000001e-07,0.9999032270669659,0.4736842105263158,0.999000999000999,0.99872561007631,0.03251943992231401,0.0009982470401944106,9.99999000001e-07,0.9998904064670705,0.0011850618965945799,0.9886283235051445,0.9644277722143916,0.9999989800455084,0.9936780575147416,0.8673048012635476,0.9818276015759007,0.9544977945105471,0.9999999873333124,0.9999949877387432,0.9999999999999
55400,9992421836039.0,19877977,28,200.0,10009,8222,118617886,106241278705.0,106334,2000,642,8427,0,321,250,240,14,70,642,200.0,55400,9.99999000001e-07,0.9999043058042609,0.4736842105263158,0.999000999000999,0.998724779504444,0.822095830160779,0.0009982456822941134,9.99999000001e-07,0.9998982809997554,0.005755313909987957,0.9186928261750985,0.9741253863590935,0.9999989935350732,0.9937338653292993,0.9692528187112641,0.9814506682790975,0.958981798539267,0.9999999498959474,0.9999949877500474,0.9999999999999
55500,9992418425824.0,9948362,20,201.0,10,18343,118459247,106252949754.0,24,2000,16002,177,994,398,2,327,32,42,2000,0.0,55500,9.99999000001e-07,0.9999035281101433,0.4736842105263158,0.999000999000999,0.9987248098708601,0.8232117184294864,0.0009982433580834318,9.99999000001e-07,0.9998994577757848,0.005825985761639486,0.9867703810528689,0.92211542733361,0.9999989939154016,0.9937302990673414,0.40594783410188723,0.9889399671072627,0.9784466301111663,0.9999999498956522,0.9999961488203308,0.9999999999999
55600,9992394936711.0,19905058,17,200.0,8018,73,118593569,106264410133.0,19,0,187,39,0,800,69,665,18,120,433,200.0,55600,9.99999000001e-07,0.9999046013300841,0.4736842105263158,0.999000999000999,0.998724274149224,0.025273780726121974,0.000998242999597218,9.99999000001e-07,0.9998990998292163,0.0011971117190874923,0.9874664869725918,0.8300526485048484,0.9999989956465295,0.9937325681447752,0.9467832948592964,0.9860399005645962,0.9486780356846145,0.9999999498957783,0.9999949877499638,0.9999999999999
55700,9992390765971.0,10028622,23,200.0,7015,48834,118619403,106275281911.0,106013,0,79,1,12920,1,0,0,16,1916,813,400.0,55700,9.99999000001e-07,0.999903890398271,0.4736842105263158,0.999000999000999,0.9987257035710444,0.8235872008783599,0.0009982406056047509,9.99999000001e-07,0.9999013874003865,0.001195311464011357,0.9702802226315794,0.9332755784364078,0.9999989931065051,0.9937266130053052,0.9485699520633716,0.9844148221880955,0.9683319246058336,0.9999999498960623,0.9999949877528094,0.9999999999999
55800,9992366943956.0,19967232,19,200.0,10,976,118538890,106286277222.0,213093,1,23,22833,0,690,55,570,0,660,573,200.0,55800,9.99999000001e-07,0.9999049927299012,0.4736842105263158,0.999000999000999,0.9987249545711799,0.022736604458919243,0.0009982382194952107,9.99999000001e-07,0.9999022232669122,0.0011940026953721893,0.9615975217418689,0.9834314266156504,0.9999989942318189,0.9937607260043491,0.9692414146312397,0.9844084003380371,0.954367222599593,0.9999999498960557,0.9999949877671094,0.9999999999999
55900,9992363201782.0,10029523,20,200.0,6016,13911,118546034,106297514476.0,16,27,0,0,0,652,74,0,0,0,148,0.0,55900,9.99999000001e-07,0.9999042556039274,0.4736842105263158,0.999000999000999,0.9987241511635467,0.07733277105675702,0.0009982388473223887,9.99999000001e-07,0.9998993228454586,0.0011950631121364584,0.9511805920582588,0.9866260289253515,0.9999990000002,0.9937373278353672,0.9692084214197594,0.9873708396543922,0.9493205359312311,0.9999999498957508,0.9999949877522264,0.9999999999999
56000,9992349156650.0,1873,21,200.0,9014,0,118683580,106308761774.0,106345,0,625,175,167,2,1,167,152,48,902,200.0,56000,9.99999000001e-07,0.9999035257289332,0.4736842105263158,0.999000999000999,0.998725316630203,0.022429136308307576,0.000998237453778837,9.99999000001e-07,0.9999008975117744,0.0011944168802343613,0.939686598874908,0.9579933815520948,0.9999989999937,0.9937307528610266,0.5682528655566714,0.981739253502991,0.9713596399503647,0.9999999498960287,0.9999949877410481,0.9999999999999
56100,9992335190282.0,10038451,23,200.0,25006,496,118490241,106319951687.0,106185,2000,1,41,13549,22,200,189,9,60,2000,199.0,56100,9.99999000001e-07,0.9999046408712321,0.4736842105263158,0.999000999000999,0.9987266497228567,0.06876418644043521,0.0009982360599085345,9.99999000001e-07,0.9999010115530407,0.005856867117661322,0.0049746262067403724,0.8989105388160048,0.9999989910904203,0.9937471904109809,0.9488297278943265,0.9560197012698886,0.6751458980239854,0.9999999498961072,0.9999965193733626,0.9999999999999
56200,9992311461260.0,19917579,24,200.0,12005,26135,118526870,106330821692.0,211402,2000,505,13332,5536,400,1,1,0,2000,814,200.0,56200,9.99999000001e-07,0.9999057206948565,0.4736842105263158,0.999000999000999,0.9987234939485634,0.8981609562319369,0.0009982326827630093,9.99999000001e-07,0.9999022092399555,0.011312143035564309,0.9323840275547328,0.9883662025433466,0.9999989923494129,0.9937345106769394,0.9332351832532125,0.9901372878577653,0.722154816538113,0.9999999748454172,0.9999949877633267,0.9999999999999
56300,9992307606641.0,9942258,24,200.0,10018,10483,118711811,106342183939.0,106402,20,101,740,22519,802,2,2,1,148,1808,401.0,56300,9.99999000001e-07,0.9999050008951861,0.4736842105263158,0.999000999000999,0.9987247483684203,0.027645074030353656,0.0009982322981226814,9.99999000001e-07,0.999901050889033,0.001192964880223618,0.6967161608893885,0.9238173891500245,0.9999989999928,0.9937455351437348,0.9166749287422309,0.9531470746207614,0.9163049733690695,0.9999999498960609,0.9999949877534678,0.9999999999999
56400,9992283745158.0,19894050,21,201.0,9032,25458,118601189,106353406317.0,8,2000,1741,40,14522,2,199,46,2,2000,1383,199.0,56400,9.99999000001e-07,0.9999060686559711,0.4736842105263158,0.999000999000999,0.9987245898584513,0.8229153410346014,0.000998230925653075,9.99999000001e-07,0.9998999687902625,0.011278307751242389,0.9285447139203614,0.9333589669337804,0.9999989999971,0.9937405340224202,0.9671964181279683,0.9853360584936005,0.8137078078823824,0.9999999605259077,0.9999949877576746,0.9999999999999
56500,9992280481684.0,10008706,17,200.0,8018,618,118751786,106365032991.0,105668,1,0,0,0,396,2,0,429,152,580,200.0,56500,9.99999000001e-07,0.9999053056279418,0.4736842105263158,0.999000999000999,0.9987254990611544,0.07866926580380715,0.0009982306000145744,9.99999000001e-07,0.9998988434570127,0.0011995891794487812,0.9953673716943808,0.9504703738677072,0.999999000001,0.9937037579231814,0.9461116693442566,0.864610420261382,0.9835588695598205,0.9999999498960922,0.9999949877258786,0.9999999999999
56600,9992256729346.0,19974874,23,200.0,36,942,118558735,106376178849.0,106521,2000,40527,1817,0,403,0,209,18,2000,816,200.0,56600,9.99999000001e-07,0.9999063616953983,0.4736842105263158,0.999000999000999,0.9987262205092368,0.03876057057037626,0.000998228229497909,9.99999000001e-07,0.9998964047045524,0.011396937797862454,0.9782101290102214,0.9765676333062205,0.9999990000001,0.993734988972266,0.6435885950413115,0.9863880883425474,0.9477158414492068,0.9999999777231886,0.9999949877641022,0.9999999999999
56700,9992252673739.0,9939409,22,200.0,20000,464,118615115,106387162498.0,8,0,268,12759,9538,400,1,1,39,0,1303,200.0,56700,9.99999000001e-07,0.9999056701512656,0.4736842105263158,0.999000999000999,0.998725129041556,0.0038772996422039197,0.000998227824779523,9.99999000001e-07,0.9998999930995238,0.0011986566068008795,0.9746115647633136,0.9286792309143007,0.9999989878104031,0.9937326744395766,0.9096546405689699,0.9853146448221958,0.972003346900819,0.9999999498957814,0.9999949877574084,0.9999999999999
56800,9992238582452.0,9958520,26,200.0,22,74,118549604,106398043515.0,213282,2000,47265,10928,0,402,0,178,3,2000,2000,200.0,56800,9.99999000001e-07,0.9999058727049156,0.4736842105263158,0.999000999000999,0.9987220150857037,0.8229129409204649,0.0009982254247327886,9.99999000001e-07,0.9999000140280319,0.005829663012919284,0.9875251171222601,0.9795800558866833,0.9999989936724134,0.9937445436526173,0.9744780695348415,0.9905254695308947,0.9657354475534183,0.9999999757291453,0.9999961838659038,0.9999999999999
56900,9992214636971.0,19968040,18,200.0,18000,510,118507112,106409260263.0,106322,2000,25085,217,8963,1,0,0,361,48,1228,400.0,56900,9.99999000001e-07,0.9999069370309708,0.4736842105263158,0.999000999000999,0.9987245621403504,0.8231757364176265,0.0009982240286218324,9.99999000001e-07,0.9999004682867576,0.005851739696123901,0.9884540060247854,0.9738107427201198,0.9999989999964,0.9937176693829207,0.8175594819190654,0.9865813596804521,0.9868339359840538,0.9999999498958289,0.9999949877718116,0.9999999999999
57000,9992211435698.0,9956995,26,200.0,14007,22701,118502708,106420891567.0,27,2000,19024,19028,5160,405,1,708,39,2000,52,0.0,57000,9.99999000001e-07,0.9999061797169684,0.4736842105263158,0.999000999000999,0.9987256736205223,0.8233931159094278,0.0009982227155407592,9.99999000001e-07,0.9998899824632046,0.005840910780878334,0.996602088205856,0.9852418373842745,0.9999989999959,0.9936134786662127,0.735617895286176,0.9871582985372935,0.9916817032790282,0.9999999903631219,0.9999949877725107,0.9999999999999
57100,9992198280369.0,9927159,23,200.0,10000,20046,118542074,106432223796.0,212168,2000,32746,18,514,794,3,323,35,2000,0,199.0,57100,9.99999000001e-07,0.9999063032455524,0.4736842105263158,0.999000999000999,0.9987254465637837,0.8231094458009423,0.0009982213875986963,9.99999000001e-07,0.9999017027733678,0.005894623671956409,0.9858341468918254,0.9586036611197446,0.9999989870310599,0.9937277531766731,0.9462689477430049,0.9868526580120326,0.9815676628893144,0.9999999828776158,0.9999949877487851,0.9999999999999
57200,9992174627641.0,19916709,16,200.0,13022,52907,118140270,106443401344.0,106773,2000,2,3,3,1104,50,49,0,0,1266,400.0,57200,9.99999000001e-07,0.9999073348834829,0.4736842105263158,0.999000999000999,0.9987220992890244,0.8985504330377203,0.0009982190268203162,9.99999000001e-07,0.999901285470475,0.005935320012622882,0.9553605536917562,0.9795338413328419,0.9999989871773616,0.9937355722361378,0.9771929186872854,0.9924024429634561,0.9764694644615352,0.9999999498947292,0.999994987826679,0.9999999999999
57300,9992170599498.0,9903432,20,200.0,14022,68081,118420736,106454860347.0,212942,2000,69900,10116,19446,998,103,107,0,2000,2000,200.0,57300,9.99999000001e-07,0.9999066410497176,0.4736842105263158,0.999000999000999,0.9987255781734685,0.823842072608865,0.0009982186453453491,9.99999000001e-07,0.999893502695287,0.0059272634078897865,0.9899538026631575,0.9867317791745277,0.9999989960612471,0.9937536247329225,0.9692294582786308,0.9819491933596375,0.9706984856278448,0.9999999898496786,0.9999958079265558,0.9999999999999
57400,9992147026138.0,19985615,21,200.0,10007,13432,118541773,106466162328.0,106321,1,24427,145,14779,1,3,474,31,84,0,200.0,57400,9.99999000001e-07,0.9999076694760582,0.4736842105263158,0.999000999000999,0.9987255098161646,0.8984693372478367,0.0009982162725258314,9.99999000001e-07,0.999895198904619,0.001211134032600191,0.9637542487794457,0.9505683811282822,0.9999989809645191,0.993661416936858,0.8770789831297707,0.9805643190975498,0.9371883527772727,0.9999999498961416,0.999994987751843,0.9999999999999
57500,9992143100648.0,10013910,21,200.0,18010,459,118663857,106477318995.0,105981,2000,1385,86,32562,2,0,348,0,80,0,0.0,57500,9.99999000001e-07,0.9999069899877735,0.4736842105263158,0.999000999000999,0.9987252479157204,0.05426935470594841,0.0009982158804558462,9.99999000001e-07,0.9998970681403764,0.005904607925702992,0.9644028513349121,0.9783006529477043,0.9999989861245056,0.9936846215336131,0.9410549339037982,0.9797190959575721,0.45564876084227324,0.9999999498959691,0.9999949877304043,0.9999999999999
57600,9992129191803.0,19814,19,200.0,9,17272,118491377,106488562358.0,106129,2000,160,33645,2878,1,0,0,35,1482,2000,200.0,57600,9.99999000001e-07,0.9999062915365693,0.4736842105263158,0.999000999000999,0.9987248294141525,0.8233203475810584,0.0009982154991580224,9.99999000001e-07,0.9999000728868364,0.0059068102926726936,0.9901058478339403,0.965303846175022,0.9999989638092774,0.9937198799688362,0.9335095862544187,0.9625768046986752,0.9492277283239452,0.9999999498960006,0.999997148098508,0.9999999999999
57700,9992115666622.0,9943677,26,202.0,19006,3230,118431549,106499949751.0,9,2000,2825,35633,34712,5,176,890,5,218,2000,202.0,57700,9.99999000001e-07,0.9999073004514408,0.4736842105263158,0.999000999000999,0.9987254015983875,0.8235363482512946,0.0009982131590118618,9.99999000001e-07,0.999887047537851,0.005904118519371213,0.9644097985403897,0.972951035513053,0.9999989636810629,0.9937463660024323,0.9467051413037233,0.9867490533497474,0.33252494572714836,0.9999999498959579,0.9999973915962413,0.9999999999999
57800,9992091879292.0,19883525,21,200.0,14017,913,118601888,106510788765.0,8,2000,4,47,25358,948,9,123,118,2000,742,400.0,57800,9.99999000001e-07,0.9999083304280725,0.4736842105263158,0.999000999000999,0.9987242926390774,0.027051733047628992,0.0009982127522193108,9.99999000001e-07,0.9998986278570852,0.011437771346664592,0.910932579703843,0.9776565390392558,0.9999989999922999,0.9937456924962526,0.8842680721384812,0.98798914174733,0.9845014253346287,0.9999999893650513,0.9999949877509529,0.9999999999999
57900,9992087792040.0,9995532,21,200.0,34,437,118709192,106521998922.0,18,2,8,224,5034,557,32,30,0,38,1075,199.0,57900,9.99999000001e-07,0.999907674091819,0.4736842105263158,0.999000999000999,0.9987243007249437,0.005034624650253924,0.0009982103603120296,9.99999000001e-07,0.9998999755340157,0.0012108163401597567,0.029123294763693013,0.9539120880923494,0.9999989896471161,0.9937454201916243,0.9103028535181633,0.9816623935828991,0.8323558388412188,0.9999999498958266,0.9999949877397938,0.9999999999999
58000,9992074504569.0,9971872,20,200.0,18013,36137,118479951,106533500039.0,212419,0,119,14891,14378,168,125,7,232,4,1851,201.0,58000,9.99999000001e-07,0.9999077855311294,0.4736842105263158,0.999000999000999,0.9987250670468721,0.8240835272473618,0.0009982100433565545,9.99999000001e-07,0.9999002147677554,0.001218241451083036,0.9803764276976499,0.9657682927436055,0.9999989999919999,0.9937091046232148,0.9468195258725156,0.9828151831888005,0.9864542065663319,0.9999999498959534,0.9999949877759068,0.9999999999999
58100,9992050784618.0,19889438,19,200.0,8,8604,118375301,106544601671.0,106908,2000,44975,24983,0,1200,2,3,0,2000,1912,200.0,58100,9.99999000001e-07,0.999908796146195,0.4736842105263158,0.999000999000999,0.9987253269022272,0.8981902844369465,0.0009982066670369018,9.99999000001e-07,0.9999012270465237,0.011519420474454008,0.9916053301201017,0.9873810957991724,0.9999989806323198,0.9937477528183082,0.9188839644343559,0.9857445966594738,0.8913299343974151,0.9999999915277503,0.9999949877915937,0.9999999999999
58200,9992046558046.0,10034299,21,200.0,7029,54179,118713602,106555855279.0,14,2000,92,485,1,14,200,204,0,56,1528,0.0,58200,9.99999000001e-07,0.9999081521260428,0.4736842105263158,0.999000999000999,0.9987228568845492,0.8235649818799844,0.000998207254355812,9.99999000001e-07,0.9999000263430586,0.005960040311966815,0.4161864629094552,0.9918599791582977,0.9999989844833111,0.9937180472232743,0.9719274349791027,0.9870502560408871,0.4751985699405876,0.9999999498957102,0.9999949877480795,0.9999999999999
58300,9992032786119.0,10010947,22,200.0,27,41910,118509506,106566721102.0,212944,2000,13135,18549,18101,0,0,8,13,0,2000,200.0,58300,9.99999000001e-07,0.9999083234995236,0.4736842105263158,0.999000999000999,0.9987258621294609,0.8234831141191834,0.0009982048714603862,9.99999000001e-07,0.9999020931601205,0.0059443888556012575,0.985531440192883,0.975040316276323,0.9999989988147969,0.9937566099164209,0.96848949825797,0.9790564198961857,0.8776538646699114,0.9999999498959771,0.9999952674032034,0.9999999999999
58400,9992019137816.0,9984829,21,200.0,10030,478,118592130,106578039305.0,213584,0,5,125,13321,401,2,0,397,2000,1315,200.0,58400,9.99999000001e-07,0.999908474094966,0.4736842105263158,0.999000999000999,0.9987232755143469,0.041259473263877564,0.0009982035083165577,9.99999000001e-07,0.9999002960906994,0.0012163055256410695,0.9346226288028937,0.9906678922975416,0.9999989880345201,0.9937595342554211,0.8924000257594561,0.9890065241425918,0.9725910691232479,0.9999999748706146,0.999994987761047,0.9999999999999
58500,9992005020465.0,9998461,21,201.0,12,433,118706004,106589273590.0,16,2000,2605,24,655,26,400,242,0,2000,257,201.0,58500,9.99999000001e-07,0.9999086550823096,0.4736842105263158,0.999000999000999,0.9987240928836455,0.05945449025088687,0.0009982021110703102,9.99999000001e-07,0.9999000195661709,0.0059350979972215495,0.9000589528109707,0.9840261191098512,0.9999989903472145,0.9937150078404444,0.9709220377103271,0.9761506944106545,0.9796136409856221,0.9999999783629778,0.9999949877279213,0.9999999999999
58600,9991991122480.0,1782,23,200.0,20006,310,118447742,106600329600.0,9,0,28000,0,0,0,107,0,0,0,1405,400.0,58600,9.99999000001e-07,0.9999079890063425,0.4736842105263158,0.999000999000999,0.9987247388396251,0.0008798787388892527,0.0009982017217925311,9.99999000001e-07,0.999898817264891,0.0012140417482377104,0.9931393608441725,0.9779793847983964,0.999999000001,0.9937172123980159,0.9692034538009533,0.9878051659312252,0.2338718538467051,0.9999999498957826,0.9999949877807476,0.9999999999999
58700,9991977346959.0,9907081,17,201.0,12000,46728,118542655,106611550388.0,25,0,9,2937,2741,398,2,0,323,2000,871,199.0,58700,9.99999000001e-07,0.9999089806380582,0.4736842105263158,0.999000999000999,0.9987264002815687,0.8235615507973026,0.0009981993583242361,9.99999000001e-07,0.9998932811293076,0.0012150896336818298,0.9859340999032912,0.9287835052640908,0.9999989999947,0.9936531540899397,0.9434024139151704,0.9734913000131273,0.985960515980491,0.9999999893344647,0.9999949877664644,0.9999999999999
58800,9991963282994.0,1809,24,200.0,7,14626,118529614,106622482823.0,15,1,1,0,47,334,0,32,0,2000,0,401.0,58800,9.99999000001e-07,0.999908339977776,0.4736842105263158,0.999000999000999,0.9987262532955661,0.8235033560357653,0.000998198943215102,9.99999000001e-07,0.9998996406331793,0.001212204668922228,0.36624950420639085,0.9850090442581346,0.9999989999998,0.9937456591480676,0.9693727292718222,0.9831596314974745,0.0009304169420011561,0.9999999695930698,0.9999949877506628,0.9999999999999
