Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
31500,20000,20000,9995725572394,559658635,25409,9014,314970000,1000,20000,70266723,629921972,118444801,81555199,95973999,99977977,22023,359697249,359697249,103563438442,103156,10058858,0,0,0,799807641,68534,2903510400,9931466,5000000,0,512666,45459,9954541,0,161,199958000,9992095,7905,7874266,125734,199949934,2000,2000,2000,2000,2000,2000,2000
31600,19000,20000,9995701730344,571676173,10038503,20,315971000,1000,0,70244045,631941960,118309377,81690623,96309123,99939755,60245,361055915,361055915,103574718031,10,10003569,0,20050,0,802451043,192853,2912649600,9807147,5000000,0,188647,857,9999143,0,3416,200642000,9965569,34431,7998047,1953,200604153,2000,2000,2000,2000,2000,2000,2000
31700,16000,20000,9995698141986,563438753,1797,12000,316974000,1000,20000,70485022,633924000,118353739,81646261,96245861,99997978,2022,362184978,362184978,103585956504,103324,10106096,6800,100,0,804928558,141724,2921862800,9858276,5000000,0,258676,642,9999358,0,9214,201254000,9983138,16862,7985676,14324,201227924,2000,2000,2000,2000,2000,2000,2000
31800,23000,20000,9995674659209,575103263,10001585,10000,317967000,1000,20100,70812311,635914000,118468972,81531028,96322128,99999989,11,363257689,363257689,103597329250,103256,9893650,179000,50,0,807372800,8086,2931080800,9991914,4976788,23212,177602,31800,9968200,0,194,201844000,9999192,808,7975802,24198,201842998,2000,2000,2000,2000,2000,2000,2000
31900,21000,20000,9995661025647,576905814,9969324,12000,318969000,1000,0,70975305,637914000,118338161,81661839,96244739,99997795,2205,364466695,364466695,103608843805,23,9846495,9200,20000,0,809848684,205824,2940339600,9794176,5000000,0,211276,145416,9854584,0,88,202472000,9987012,12988,7981876,18124,202458924,2000,2000,2000,2000,2000,2000,2000
32000,22000,20000,9995657905042,568199892,3274,12000,319968000,1000,20000,71715341,639912000,118420734,81579266,96117266,99999959,41,365183659,365183659,103620397189,103311,9437111,400200,150,0,811925841,0,2949532800,10000000,5000000,0,462000,267159,9732841,0,159,203013000,9958159,41841,7987400,12600,202971000,2000,2000,2000,2000,2000,2000,2000
32100,24000,20000,9995644500059,569778468,3030,8011,320966000,1000,0,72045320,641915978,118424005,81575995,96130695,99904780,95220,366206658,366206658,103631498054,103982,10111246,0,40050,0,814588170,39,2958691600,9999961,4994451,5549,439712,30,9999970,0,6294,203664000,9985782,14218,7994112,5888,203643488,2000,2000,2000,2000,2000,2000,2000
32200,21000,20000,9995621315400,581132682,9966196,23,321969000,1000,0,72770784,643937954,118559836,81440164,96271564,99999316,684,366994170,366994170,103643376651,103432,9611049,399200,20050,0,816690522,3994,2968116800,9996006,4988455,11545,153061,94278,9905722,0,95,204173000,9999634,366,7979461,20539,204172539,2000,2000,2000,2000,2000,2000,2000
32300,25000,20000,9995618102981,572508460,326,11001,322965000,1000,20000,73392932,645907998,118458639,81541361,95983361,99993068,6932,367831066,367831066,103655080303,103597,9315697,399200,150,0,818736000,0,2977355200,10000000,5000000,0,558000,389700,9610300,0,0,204684000,10000000,0,8000000,0,204684000,2000,2000,2000,2000,2000,2000,2000
32400,18000,20000,9995594740176,584026202,10023168,20,323972000,1000,20000,73914163,647943960,118605738,81394262,96233462,99973237,26763,368654797,368654797,103666502213,103652,10059587,72000,14000,0,821280000,41,2986684800,9999959,4999996,4,160755,0,10000000,0,26935,205375000,9962580,37420,7998955,1045,205310645,2000,2000,2000,2000,2000,2000,2000
32500,25000,20000,9995590905385,576027740,3364,7010,324965000,1000,0,73886502,649915980,118579305,81420695,96318295,99994898,5102,369990478,369990478,103677764664,19,10024736,2000,40000,0,823943198,39,2995853600,9999961,5000000,0,102361,2,9999998,0,25719,206039000,9963358,36642,7999761,239,205976639,2000,2000,2000,2000,2000,2000,2000
32600,23000,20100,9995567271339,587820622,9991758,10011,325967000,1000,19900,74053607,651913978,118544439,81455561,95976661,99968493,31507,371161371,371161371,103688835836,103500,10156664,2800,20100,0,826559500,13988,3005014000,9986012,5000000,0,464912,0,10000000,0,54964,206699000,9994452,5548,7920712,79288,206638488,2000,2000,2000,2000,2000,2000,2000
32700,31000,20000,9995563308762,579935783,1705,5009,326959000,1000,0,73957502,653907982,118526227,81473773,96160873,99983598,16402,372533480,372533480,103700220259,14,9884041,145600,28600,0,829226272,9,3014194400,9999991,5000000,0,312891,28,9999972,0,28655,207417000,9890964,109036,7999091,909,207279309,2000,2000,2000,2000,2000,2000,2000
32800,24000,20000,9995539950747,591452931,9998979,7001,327966000,1000,20100,74458373,655917998,118411176,81588824,96226924,99994327,5673,373591625,373591625,103711742854,10,9407246,374200,250,0,831471381,136490,3023466000,9863510,4992178,7822,217588,219619,9780381,0,55,207868000,9999867,133,7999788,212,207867812,2000,2000,2000,2000,2000,2000,2000
32900,20000,20000,9995526647826,592912804,9996282,10000,328970000,1000,0,75003389,657920000,118510330,81489670,96000570,99999911,89,374391611,374391611,103723133563,22,10054937,0,36050,0,833857935,4059,3032671600,9995941,4999854,146,484895,65,9999935,0,53980,208525000,9991285,8715,7999295,705,208462305,2000,2000,2000,2000,2000,2000,2000
33000,20000,20000,9995512799679,594924485,9988885,12,329970000,1000,0,74974738,659939976,118517540,81482460,96243660,99970362,29638,375760238,375760238,103734564381,9,9520319,429400,250,0,836614357,236770,3042053600,9763230,5000000,0,2030,51643,9948357,0,353,209205000,9931923,68077,7966830,33170,209136570,2000,2000,2000,2000,2000,2000,2000
33100,21000,20000,9995509049153,586839275,1687,8000,330969000,1000,0,75038606,661922000,118280528,81719472,95368972,99954194,45806,377059394,377059394,103745108030,103696,10058970,45600,36200,0,839229259,58,3050768400,9999942,5000000,0,1350442,141,9999859,0,15,209824000,9977773,22227,7999642,358,209801758,2000,2000,2000,2000,2000,2000,2000
33200,20000,20000,9995495421445,588636296,3300,11000,331970000,1000,0,75284952,663918000,118565741,81434259,96052059,99999948,52,378229048,378229048,103756942832,103777,9015068,794000,300,0,841563991,197,3060299200,9999803,5000000,0,382003,308709,9691291,0,13000,210404000,9999997,3,7966803,33197,210390997,2000,2000,2000,2000,2000,2000,2000
33300,21000,20000,9995472173627,600044528,9995630,10000,332969000,1000,0,75757051,665918000,118584655,81415345,95920845,99887949,112051,379114949,379114949,103768312061,7,10000339,600,20050,0,844154360,27244,3069539600,9972756,5000000,0,467256,140,9999860,0,72,211046000,9990216,9784,7998256,1744,211036144,2000,2000,2000,2000,2000,2000,2000
33400,18000,20000,9995468789702,591578054,51238,38,333972000,1000,20000,76369154,667943924,118703380,81296620,96114520,99952046,47954,379985770,379985770,103780160043,15,9867157,0,0,0,846286597,50707,3078976800,9949293,4999693,307,131086,134003,9865997,0,145,211589000,9977059,22941,7983286,16714,211565914,2000,2000,2000,2000,2000,2000,2000
33500,18000,20000,9995445311626,603211762,9998484,12008,334972000,1000,20100,76706653,669919984,118596772,81403228,95956028,99999947,53,381040331,381040331,103791540959,22,9809441,14000,0,0,848659619,66273,3088154800,9933727,5000000,0,380927,185581,9814419,0,8000,212173000,9999873,127,7990127,9873,212164873,2000,2000,2000,2000,2000,2000,2000
33600,23000,20000,9995442065834,594606539,3209,22,335967000,1000,20000,77269163,671933956,118669529,81330471,96113471,99938537,61463,381845793,381845793,103803038053,13,10007247,20200,50,0,851105070,54488,3097471600,9945512,4974610,25390,137122,1930,9998070,0,28364,212819000,9980842,19158,7974722,25278,212771478,2000,2000,2000,2000,2000,2000,2000
33700,18000,20000,9995427975314,596850485,201,12000,336972000,1000,20000,77064608,673920000,118678999,81321001,96115601,99994892,5108,383323392,383323392,103814048277,103711,10096623,13600,500,0,853847694,70,3106593200,9999930,4999666,334,204996,6,9999994,0,5518,213532000,9913922,86078,7999396,604,213440404,2000,2000,2000,2000,2000,2000,2000
33800,20000,20000,9995403817461,609166262,9993438,21,337970000,1000,0,76764917,675939958,118487281,81512719,96235319,99997783,2217,384913041,384913041,103824943157,8,9287743,721000,20350,0,856711811,9845,3115520800,9990155,5000000,0,267555,389,9999611,0,8124,214262000,9898769,101231,7989755,10245,214152645,2000,2000,2000,2000,2000,2000,2000
33900,21000,20100,9995389852839,611289380,9985152,10000,338969000,1000,19900,76613686,677918000,118419619,81580381,95770581,99999914,86,386400314,386400314,103835754013,103764,9703387,400000,50,0,859531515,10,3124604400,9999990,4979169,20831,788959,1385,9998615,0,8,214904000,9971849,28151,7953559,46441,214875841,2000,2000,2000,2000,2000,2000,2000
34000,17000,20000,9995386390366,602930371,3187,26,339973000,1000,0,76966532,679945948,118195985,81804015,95096315,99947768,52232,387461416,387461416,103847263013,103885,10015687,7800,50,0,861915099,330834,3133881600,9669166,5000000,0,1376866,119901,9880099,0,38503,215518000,9999037,963,7974066,25934,215478534,2000,2000,2000,2000,2000,2000,2000
34100,19000,20000,9995362534974,614949376,9951352,8000,340971000,1000,0,76927488,681926000,118563250,81436750,96183050,99999512,488,388798512,388798512,103858523538,103584,9389262,699000,150,0,864605100,30026,3143138800,9969974,5000000,0,223674,43600,9956400,0,27278,216200000,9971404,28596,7999874,126,216144126,2000,2000,2000,2000,2000,2000,2000
34200,25000,20000,9995358612877,607026664,3232,12,341965000,1000,0,76882072,683929976,118527117,81472883,96106283,99975528,24472,390166904,390166904,103869624636,4,10050964,0,40000,0,867286600,120,3152239200,9999880,5000000,0,366480,0,10000000,0,49960,216881000,9987480,12520,7996280,3720,216818520,2000,2000,2000,2000,2000,2000,2000
34300,23000,20000,9995334760218,619042391,10004009,17,342967000,1000,20100,76848742,685933966,118524075,81475925,96003225,99953158,46842,391531224,391531224,103880768509,103640,10121791,2000,0,0,870028286,95117,3161484800,9904883,5000000,0,377583,14,9999986,0,19165,217554000,9962982,37018,7997783,2217,217497817,2000,2000,2000,2000,2000,2000,2000
34400,17000,20000,9995331113671,610865828,3270,20,343973000,1000,0,77031401,687945960,118440159,81559841,95516541,99947999,52001,392754559,392754559,103892122741,11,9976459,6000,50,0,872637231,205982,3170679200,9794018,4982366,17634,819684,18669,9981331,0,117,218160000,9999233,767,7965484,34516,218159116,2000,2000,2000,2000,2000,2000,2000
34500,25000,20000,9995317199122,612956877,3119,14,344965000,1000,20000,76975207,689929972,118584071,81415929,95806629,99998993,1007,394110765,394110765,103903261659,13,9996341,4000,0,0,875264918,39,3179801600,9999961,4989563,10437,598824,682,9999318,0,10,218844000,9962986,37014,7989224,10776,218806976,2000,2000,2000,2000,2000,2000,2000
34600,19000,20000,9995293159854,625165929,10023835,18,345971000,1000,0,76769385,691941964,118414047,81585953,95840453,99969515,30485,395593579,395593579,103914208146,15,9999954,1200,40000,0,878045175,76113,3188833600,9923887,5000000,0,669387,125,9999875,0,264,219579000,9910077,89923,7987987,12013,219488813,2000,2000,2000,2000,2000,2000,2000
34700,18000,20000,9995289293287,617192958,3022,12023,346972000,1000,20100,76725059,693919954,118483799,81516201,96175801,99995041,4959,396971895,396971895,103925414767,104280,10118933,0,150,0,880754543,188751,3198184400,9811249,5000000,0,151649,657,9999343,0,14310,220223000,9973261,26739,7999249,751,220181951,2000,2000,2000,2000,2000,2000,2000
34800,24000,20000,9995275465438,619178112,1518,7,347966000,1000,20000,76748196,695931986,118557336,81442664,96114664,99992804,7196,398296790,398296790,103936580350,103986,10125850,0,0,0,883428382,137888,3207365600,9862112,5000000,0,190112,18,9999982,0,20882,220887000,9987970,12030,7969512,30488,220854088,2000,2000,2000,2000,2000,2000,2000
34900,20000,20000,9995251966596,630840110,9988504,12000,348970000,1000,20000,77064347,697916000,118560806,81439194,96096694,99999953,47,399424653,399424653,103948216805,7,9731295,5200,0,0,885707988,105696,3216616800,9894304,5000000,0,236804,264512,9735488,0,0,221427000,9999996,4,7989204,10796,221426996,2000,2000,2000,2000,2000,2000,2000
35000,22000,20000,9995248749705,622220295,3181,8011,349968000,1000,20000,77702832,699919978,118509778,81490222,96204622,99999968,32,400342146,400342146,103960144584,9,8276816,757000,150,0,887459903,3969,3225858800,9996031,5000000,0,281631,977197,9022803,0,10004,221875000,9999973,27,7999831,169,221864969,2000,2000,2000,2000,2000,2000,2000
35100,26000,20000,9995235366300,623754325,1531,9011,350964000,1000,0,78156442,701909978,118512303,81487697,95771997,99999258,742,401179536,401179536,103971121031,104389,9160069,605000,150,0,890295280,18060,3235026000,9981940,5000000,0,697640,340320,9659680,0,0,222574000,9999760,240,7980640,19360,222573760,2000,2000,2000,2000,2000,2000,2000
35200,20000,20000,9995212319368,634958707,9991409,13010,351970000,1000,0,78927291,703913980,118625355,81374645,96220745,99980609,19391,401859689,401859689,103982889059,104319,9020841,795000,400,0,892507021,46574,3244453200,9953426,5000000,0,107326,289479,9710521,0,1,223127000,9999675,325,7961126,38874,223126674,2000,2000,2000,2000,2000,2000,2000
35300,22000,20000,9995198937918,636498437,9921435,30,352968000,1000,20100,79310069,705935940,118505995,81494005,96153505,99951131,48869,402858871,402858871,103993990310,103696,9276290,764000,300,0,895019994,98,3253478800,9999902,5000000,0,340402,76406,9923594,0,12000,223767000,9999998,2,7999602,398,223754998,2000,2000,2000,2000,2000,2000,2000
35400,24000,20000,9995185335870,638253048,9998604,13,353966000,1000,20000,79676465,707931974,118543292,81456708,96053308,99998935,1065,403909509,403909509,104005853045,8,9830355,4800,200,0,897382347,196400,3263008800,9803600,4964551,35449,171551,165853,9834147,0,0,224346000,9999449,551,7964551,35449,224345449,2000,2000,2000,2000,2000,2000,2000
35500,24000,20100,9995181710793,630033581,3009,7,354966000,1000,0,79901307,709931986,118454460,81545540,96026040,99999893,107,405041679,405041679,104017144090,10,9473310,403200,50,0,899925881,261300,3272160400,9738700,5000000,0,258200,124619,9875381,0,119,224989000,9990119,9881,8000000,0,224979000,2000,2000,2000,2000,2000,2000,2000
35600,21000,20000,9995158505202,641394393,10037295,21,355969000,1000,20000,80540630,711937958,118689553,81310447,96218647,99959770,40230,405859328,405859328,104028866334,12,9628466,123200,100,0,902078735,88018,3281526400,9911982,5000000,0,3782,249465,9750535,0,119,225538000,9975737,24263,7999582,418,225513618,2000,2000,2000,2000,2000,2000,2000
35700,24000,20000,9995145180239,642871160,9964040,8000,356966000,1000,20000,81008690,713916000,118660099,81339901,96159201,99999810,190,406724310,406724310,104040182906,18,9567594,400200,50,0,904547375,40,3290670400,9999960,4999548,452,180208,37225,9962775,0,4001,226183000,9943793,56207,7981008,18992,226122792,2000,2000,2000,2000,2000,2000,2000
35800,23000,20000,9995131678855,644533076,9946818,26,357967000,1000,0,81347345,715933948,118615279,81384721,96086121,99999655,345,407867603,407867603,104051650291,9,8937309,803200,50,0,906876000,35998,3299886400,9964002,4999998,2,262600,260500,9739500,0,0,226719000,10000000,0,7998400,1600,226719000,2000,2000,2000,2000,2000,2000,2000
35900,22000,20000,9995118534367,645837449,10011233,38,358968000,1000,20000,82060304,717935924,118693940,81306060,96059660,99950596,49404,408644620,408644620,104063371079,104121,9589221,0,20000,0,908852000,0,3309273200,10000000,5000000,0,246400,533900,9466100,0,18000,227231000,10000000,0,7999200,800,227213000,2000,2000,2000,2000,2000,2000,2000
36000,23000,20000,9995115207315,637314782,27454,27,359967000,1000,0,82620609,719933946,118728343,81271657,96178957,99973991,26009,409408337,409408337,104074637971,104555,10128829,0,40000,0,911485000,59,3318504800,9999941,4999801,199,92442,0,10000000,0,23274,227905000,9986032,13968,7987642,12358,227867758,2000,2000,2000,2000,2000,2000,2000
36100,22000,20000,9995091435717,649238455,9995265,10000,360968000,1000,20000,82672805,721916000,118624872,81375128,96102428,99999995,5,410713195,410713195,104086007183,17,9375217,486000,300,0,914035748,100,3327632800,9999900,5000000,0,272600,140052,9859948,0,252,228530000,9972252,27748,7998800,1200,228502000,2000,2000,2000,2000,2000,2000,2000
36200,24000,20000,9995077632685,651191305,9896945,12,361966000,1000,0,82626858,723931976,118727666,81272334,96100234,99989242,10758,412044118,412044118,104097133508,6,10015992,0,40000,0,916833844,82,3336880400,9999918,4995420,4580,167438,56,9999944,0,15042,229261000,9950004,49996,7933038,66962,229195962,2000,2000,2000,2000,2000,2000,2000
36300,16000,20000,9995063588445,653391281,10026489,13,362974000,1000,0,82542891,725947974,118646300,81353700,95972100,99959709,40291,413331083,413331083,104108353794,103911,10105406,0,40100,0,919484197,12554,3346027600,9987446,4999989,11,369035,3,9999997,0,498,230074000,9730063,269937,7975435,24565,229803565,2000,2000,2000,2000,2000,2000,2000
36400,18000,20000,9995059266018,645871365,46951,30,363972000,1000,20000,82075563,727943940,118745023,81254977,96148877,99956037,43963,414960377,414960377,104119664184,12,9992216,7200,100,0,922458474,68332,3355334000,9931668,4981164,18836,18932,1726,9998274,0,130,230908000,9608998,391002,7963132,36868,230516868,2000,2000,2000,2000,2000,2000,2000
36500,21000,20000,9995045366985,647917820,2972,11000,364969000,1000,20000,81961026,729916000,118673105,81326895,96163795,99959874,40126,416298974,416298974,104130672227,103948,9678873,401000,150,0,925152700,5475,3364407200,9994525,5000000,0,157625,40100,9959900,0,15025,231656000,9529600,470400,7939425,60575,231170575,2000,2000,2000,2000,2000,2000,2000
36600,21000,20000,9995031191132,650247208,2926,13,365969000,1000,20000,81661096,731937974,118666514,81333486,96132686,99967404,32596,417888878,417888878,104141738153,15,9751147,277200,0,0,928010696,45,3373507200,9999955,4999701,299,200456,4,9999996,0,27336,232388000,9522680,477320,7969456,30544,231883344,2000,2000,2000,2000,2000,2000,2000
36700,19000,20000,9995017158001,652438673,1485,10022,366971000,1000,20000,81464384,733921956,118638530,81361470,96018170,99979616,20384,419408572,419408572,104152657514,104387,10104286,1000,0,0,930806437,4333,3382638400,9995667,5000000,0,338967,163,9999837,0,62,233049000,9536895,463105,7994567,5433,232585833,2000,2000,2000,2000,2000,2000,2000
