Time\ number,r2_2_100:=Cell_1,r1_1_200:=Cell_1,Time\ Probability,r2_2_100:=Cell_1,r1_1_200:=Cell_1
47200,23,200.0,47200,0.4736842105263158,0.999000999000999
47300,18,200.0,47300,0.4736842105263158,0.999000999000999
47400,19,200.0,47400,0.4736842105263158,0.999000999000999
47500,18,200.0,47500,0.4736842105263158,0.999000999000999
47600,29,200.0,47600,0.4736842105263158,0.999000999000999
47700,18,200.0,47700,0.4736842105263158,0.999000999000999
47800,18,201.0,47800,0.4736842105263158,0.999000999000999
47900,18,201.0,47900,0.4736842105263158,0.999000999000999
48000,24,200.0,48000,0.4736842105263158,0.999000999000999
48100,25,200.0,48100,0.4736842105263158,0.999000999000999
48200,20,200.0,48200,0.4736842105263158,0.999000999000999
48300,26,200.0,48300,0.4736842105263158,0.999000999000999
48400,20,200.0,48400,0.4736842105263158,0.999000999000999
48500,19,201.0,48500,0.4736842105263158,0.999000999000999
48600,21,200.0,48600,0.4736842105263158,0.999000999000999
48700,19,200.0,48700,0.4736842105263158,0.999000999000999
48800,21,200.0,48800,0.4736842105263158,0.999000999000999
48900,22,200.0,48900,0.4736842105263158,0.999000999000999
49000,17,200.0,49000,0.4736842105263158,0.999000999000999
49100,18,200.0,49100,0.4736842105263158,0.999000999000999
49200,14,200.0,49200,0.4736842105263158,0.999000999000999
49300,21,200.0,49300,0.4736842105263158,0.999000999000999
49400,20,200.0,49400,0.4736842105263158,0.999000999000999
49500,20,200.0,49500,0.4736842105263158,0.999000999000999
49600,21,200.0,49600,0.4736842105263158,0.999000999000999
49700,18,200.0,49700,0.4736842105263158,0.999000999000999
49800,22,200.0,49800,0.4736842105263158,0.999000999000999
49900,18,201.0,49900,0.4736842105263158,0.999000999000999
50000,20,200.0,50000,0.4736842105263158,0.999000999000999
50100,23,200.0,50100,0.4736842105263158,0.999000999000999
50200,17,201.0,50200,0.4736842105263158,0.999000999000999
50300,16,200.0,50300,0.4736842105263158,0.999000999000999
50400,19,200.0,50400,0.4736842105263158,0.999000999000999
50500,23,201.0,50500,0.4736842105263158,0.999000999000999
50600,22,200.0,50600,0.4736842105263158,0.999000999000999
50700,22,200.0,50700,0.4736842105263158,0.999000999000999
50800,21,201.0,50800,0.4736842105263158,0.999000999000999
50900,18,200.0,50900,0.4736842105263158,0.999000999000999
51000,18,200.0,51000,0.4736842105263158,0.999000999000999
51100,17,200.0,51100,0.4736842105263158,0.999000999000999
51200,23,200.0,51200,0.4736842105263158,0.999000999000999
51300,19,200.0,51300,0.4736842105263158,0.999000999000999
51400,20,200.0,51400,0.4736842105263158,0.999000999000999
51500,22,200.0,51500,0.4736842105263158,0.999000999000999
51600,24,200.0,51600,0.4736842105263158,0.999000999000999
51700,20,200.0,51700,0.4736842105263158,0.999000999000999
51800,15,200.0,51800,0.4736842105263158,0.999000999000999
51900,23,200.0,51900,0.4736842105263158,0.999000999000999
52000,20,201.0,52000,0.4736842105263158,0.999000999000999
52100,21,200.0,52100,0.4736842105263158,0.999000999000999
52200,18,200.0,52200,0.4736842105263158,0.999000999000999
52300,23,200.0,52300,0.4736842105263158,0.999000999000999
52400,20,200.0,52400,0.4736842105263158,0.999000999000999
52500,23,200.0,52500,0.4736842105263158,0.999000999000999
52600,20,200.0,52600,0.4736842105263158,0.999000999000999
52700,20,200.0,52700,0.4736842105263158,0.999000999000999
52800,21,200.0,52800,0.4736842105263158,0.999000999000999
52900,22,200.0,52900,0.4736842105263158,0.999000999000999
53000,22,200.0,53000,0.4736842105263158,0.999000999000999
53100,22,201.0,53100,0.4736842105263158,0.999000999000999
53200,24,200.0,53200,0.4736842105263158,0.999000999000999
53300,18,200.0,53300,0.4736842105263158,0.999000999000999
53400,17,202.0,53400,0.4736842105263158,0.999000999000999
53500,24,200.0,53500,0.4736842105263158,0.999000999000999
53600,23,200.0,53600,0.4736842105263158,0.999000999000999
53700,25,201.0,53700,0.4736842105263158,0.999000999000999
53800,21,201.0,53800,0.4736842105263158,0.999000999000999
53900,20,200.0,53900,0.4736842105263158,0.999000999000999
54000,17,200.0,54000,0.4736842105263158,0.999000999000999
54100,23,200.0,54100,0.4736842105263158,0.999000999000999
54200,22,200.0,54200,0.4736842105263158,0.999000999000999
54300,19,201.0,54300,0.4736842105263158,0.999000999000999
54400,20,200.0,54400,0.4736842105263158,0.999000999000999
54500,24,200.0,54500,0.4736842105263158,0.999000999000999
54600,19,200.0,54600,0.4736842105263158,0.999000999000999
54700,18,200.0,54700,0.4736842105263158,0.999000999000999
54800,21,200.0,54800,0.4736842105263158,0.999000999000999
54900,17,200.0,54900,0.4736842105263158,0.999000999000999
55000,17,200.0,55000,0.4736842105263158,0.999000999000999
55100,22,200.0,55100,0.4736842105263158,0.999000999000999
55200,21,200.0,55200,0.4736842105263158,0.999000999000999
55300,19,200.0,55300,0.4736842105263158,0.999000999000999
55400,22,201.0,55400,0.4736842105263158,0.999000999000999
55500,19,200.0,55500,0.4736842105263158,0.999000999000999
55600,23,200.0,55600,0.4736842105263158,0.999000999000999
55700,25,200.0,55700,0.4736842105263158,0.999000999000999
55800,24,200.0,55800,0.4736842105263158,0.999000999000999
55900,19,200.0,55900,0.4736842105263158,0.999000999000999
56000,20,200.0,56000,0.4736842105263158,0.999000999000999
56100,19,200.0,56100,0.4736842105263158,0.999000999000999
56200,15,200.0,56200,0.4736842105263158,0.999000999000999
56300,19,200.0,56300,0.4736842105263158,0.999000999000999
56400,22,200.0,56400,0.4736842105263158,0.999000999000999
56500,20,201.0,56500,0.4736842105263158,0.999000999000999
56600,22,200.0,56600,0.4736842105263158,0.999000999000999
56700,22,200.0,56700,0.4736842105263158,0.999000999000999
56800,26,200.0,56800,0.4736842105263158,0.999000999000999
56900,17,200.0,56900,0.4736842105263158,0.999000999000999
57000,21,200.0,57000,0.4736842105263158,0.999000999000999
57100,20,200.0,57100,0.4736842105263158,0.999000999000999
57200,17,200.0,57200,0.4736842105263158,0.999000999000999
57300,22,200.0,57300,0.4736842105263158,0.999000999000999
57400,25,201.0,57400,0.4736842105263158,0.999000999000999
57500,19,200.0,57500,0.4736842105263158,0.999000999000999
57600,16,200.0,57600,0.4736842105263158,0.999000999000999
57700,21,200.0,57700,0.4736842105263158,0.999000999000999
57800,23,202.0,57800,0.4736842105263158,0.999000999000999
57900,21,200.0,57900,0.4736842105263158,0.999000999000999
58000,21,200.0,58000,0.4736842105263158,0.999000999000999
58100,24,200.0,58100,0.4736842105263158,0.999000999000999
58200,24,200.0,58200,0.4736842105263158,0.999000999000999
58300,18,200.0,58300,0.4736842105263158,0.999000999000999
58400,17,200.0,58400,0.4736842105263158,0.999000999000999
58500,26,200.0,58500,0.4736842105263158,0.999000999000999
58600,21,200.0,58600,0.4736842105263158,0.999000999000999
58700,20,200.0,58700,0.4736842105263158,0.999000999000999
58800,22,200.0,58800,0.4736842105263158,0.999000999000999
58900,22,200.0,58900,0.4736842105263158,0.999000999000999
59000,25,202.0,59000,0.4736842105263158,0.999000999000999
59100,20,201.0,59100,0.4736842105263158,0.999000999000999
59200,23,201.0,59200,0.4736842105263158,0.999000999000999
59300,16,200.0,59300,0.4736842105263158,0.999000999000999
59400,19,200.0,59400,0.4736842105263158,0.999000999000999
59500,22,200.0,59500,0.4736842105263158,0.999000999000999
59600,25,200.0,59600,0.4736842105263158,0.999000999000999
59700,26,200.0,59700,0.4736842105263158,0.999000999000999
59800,19,200.0,59800,0.4736842105263158,0.999000999000999
59900,23,200.0,59900,0.4736842105263158,0.999000999000999
60000,23,200.0,60000,0.4736842105263158,0.999000999000999
