Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
2500,10000000000730,999270,999270,6011300,20000,9999885005364,4547352,75964,6829,50,8996500,0,23121200,0,5784837,17979342,23876458,176123542,192567942,0,4811423,5188577,11225365,9999882086811,16433735,10061865,3710,50,9002200,24878800,24878800,0,5812555,17996980,16417526,183582474,183582474,0,4187445,5812555,12184425,100000325613,324099,433,6026306,0,1299824,66,5519866,9999934,4480134,9799466,200534,0,0,50,53,325270,9999652,348,9999829,10000000,0,171,324869,2000,2000,2000,100000322536,322073,1077,7253702,0,1289834,22,5476822,9999978,4522937,9799596,200404,0,0,50,187,322800,9999794,206,9999759,9999759,241,241,322407,2000,2000,2000,100000321635,319689,19,6939064,0,1282890,904,5448704,9999096,4551296,9799870,200130,0,0,50,241,321070,9999858,142,9999825,10000000,0,175,320687,2000,2000,2000
2600,10000000000322,999678,999678,6154800,20000,9999871684360,15510282,10018104,2957,50,9428700,0,24240400,0,5655534,18851486,23307128,176692872,194053872,0,4939046,5060954,12171832,9999889595729,7323569,72751,3565,50,9426500,25759600,25759600,0,5797526,18845870,15665168,184334832,184334832,0,4202474,5797526,13048344,100000342762,339777,1173,6193280,0,1373096,180,5819780,9999820,4179901,9796904,203096,0,0,50,39,343520,9999724,276,9999135,9999681,319,865,343205,2000,2000,2000,100000341861,339849,214,7637348,0,1363785,28,5791628,9999972,4208166,9800435,199565,0,0,50,195,341280,9999815,185,9999784,9999794,206,216,340900,2000,2000,2000,100000339160,336216,524,7345752,0,1355888,1572,5751372,9998428,4248628,9797892,202108,0,0,50,72,339320,9999632,368,9999436,10000000,0,564,338880,2000,2000,2000
2700,9999999999652,1000348,1000348,6293700,20000,9999878783607,6106953,62009,3289,50,9862100,0,25320200,0,5758109,19717622,22799282,177200718,195491818,0,4838661,5161339,12881283,9999887318971,8070314,55450,7221,50,9854200,26679800,26679800,0,5839547,19693958,14983243,185016757,185016757,0,4160453,5839547,13854411,100000362614,360957,143,6576364,0,1445746,2804,6142304,9997196,3857461,9800114,199886,0,0,50,246,361840,9999790,210,9999928,9999765,235,72,361384,2000,2000,2000,100000259139,458871,101069,7723164,0,1436258,4,6099804,9999996,3899994,9799402,200598,0,0,50,190,359400,9999806,194,9999796,9999798,202,204,359016,2000,2000,2000,100000256906,454278,100367,7792006,0,1426579,1866,6053666,9998134,3946334,9798011,201989,0,0,50,214,356990,9999825,175,9999497,10000000,0,503,356601,2000,2000,2000
2800,9999999998977,1001023,1001023,6429000,20000,9999875645642,6988996,62346,5493,50,10292300,0,26201100,0,5691192,20573614,22321252,177678748,196891748,0,4904718,5095282,13750132,9999874935282,18986988,9984418,3445,50,10288700,27798900,27798900,0,5783970,20570510,14392780,185607220,185607220,0,4216030,5783970,14786540,100000379444,379220,1142,6942132,0,1518702,4652,6449052,9995348,3550948,9799178,200822,0,0,50,52,379900,9999770,230,9999738,10000000,0,262,379618,2000,2000,2000,100000377311,375751,758,7950120,0,1507807,120,6401520,9999880,3598398,9798893,201107,0,0,50,78,377350,9999573,427,9999715,9999918,82,285,376845,2000,2000,2000,100000375230,374436,778,7917474,0,1499052,14,6367214,9999986,3632648,9800458,199542,0,0,50,31,375040,9999672,328,9999861,9999862,138,139,374681,2000,2000,2000
2900,9999999998919,1001081,1001081,6564300,20000,9999872942137,7483469,72651,6060,50,10724900,0,27300300,0,5825831,21437680,21911386,178088614,198236714,0,4769769,5230231,14424249,9999882617376,9896784,49816,3928,50,10720800,28699700,28699700,0,5793388,21433744,13847904,186152096,186152096,0,4206612,5793388,15640356,100000297791,495973,101211,7228258,0,1591808,38,6754338,9999962,3245418,9797862,202138,0,0,50,35,398320,9999556,444,9999473,9999756,244,527,397841,2000,2000,2000,100000296072,493216,100195,8294958,0,1581049,38,6711838,9999962,3288162,9798521,201479,0,0,50,78,395680,9999547,453,9999665,10000000,0,335,395149,2000,2000,2000,100000394156,392972,358,8221508,0,1572706,88,6682088,9999912,3317912,9800814,199186,0,0,50,86,393600,9999550,450,10000000,10000000,0,0,393064,2000,2000,2000
3000,9999999999693,1000307,1000307,6696800,20000,9999860103943,18150037,10050381,5089,50,11158000,0,28260900,0,5859843,22305822,21557902,178442098,199540198,0,4733017,5266983,15202739,9999880542107,10612234,48538,7361,50,11155200,29739100,29739100,0,5865991,22295678,13350019,186649981,186649981,0,4134009,5865991,16429687,100000317285,514575,99996,7611756,0,1665661,116,7072816,9999884,2927184,9799279,200721,0,0,50,170,416760,9999767,233,9999691,10000000,0,309,416357,2000,2000,2000,100000314940,512058,100140,8519410,0,1655232,110,7028310,9999890,2971404,9801018,198982,0,0,50,79,414160,9999636,364,9999713,9999714,286,287,413717,2000,2000,2000,100000413001,410421,234,8406452,0,1647893,272,6997472,9999728,3002318,9800287,199713,0,0,50,40,412320,9999591,409,9999745,9999790,210,255,411871,2000,2000,2000
3100,9999999999625,1000375,1000375,6819800,20000,9999857197340,18918358,10011102,4293,50,11596500,0,29340600,0,5840919,23184414,21221812,178778188,200799888,0,4755121,5244879,16045835,9999868435428,21404386,10010766,6136,50,11593700,30659400,30659400,0,5890754,23175128,12914942,187085058,187085058,0,4109246,5890754,17284374,100000337400,532648,98677,7956396,0,1737869,7956,7384256,9992044,2615432,9801371,198629,0,0,50,55,434820,9999603,397,10000000,9999688,312,0,434368,2000,2000,2000,100000432289,431594,1121,8764392,0,1728707,112,7341212,9999888,2658525,9798873,201127,0,0,50,80,432490,9999689,311,9999737,9999737,263,263,432099,2000,2000,2000,100000329422,530123,101832,8732190,0,1720059,90,7304390,9999910,2695345,9798791,201209,0,0,50,96,430350,9999681,319,9999735,9999735,265,265,429935,2000,2000,2000
3200,10000000000068,999932,999932,6947700,20000,9999854295202,19712179,10050319,3506,50,12032400,0,30400400,0,5844244,24057788,20941969,179058031,202034831,0,4751336,5248664,16859824,9999866240241,22328699,10016111,7871,50,12029900,31599600,31599600,0,5865735,24044058,12512998,187487002,187487002,0,4134265,5865735,18178323,100000353193,552622,101279,8200916,0,1812797,76,7698076,9999924,2301645,9798943,201057,0,0,50,37,453510,9999635,365,9999720,9999721,279,280,453108,2000,2000,2000,100000351385,550032,100692,9128120,0,1803460,20,7659520,9999980,2340251,9799540,200460,0,0,50,159,451240,9999712,288,9999767,9999771,229,233,450793,2000,2000,2000,100000348421,547523,100966,9016612,0,1794423,32,7619332,9999968,2380668,9799457,200543,0,0,50,221,448970,9999809,191,9999638,10000000,0,362,448558,2000,2000,2000
3300,10000000000393,999607,999607,7073600,20000,9999851682719,20245869,10000201,3175,50,12472200,0,31400200,0,5936871,24938050,20671738,179328262,203233362,0,4657909,5342091,17591859,9999874135192,13202578,59796,6621,50,12464200,32599800,32599800,0,5886188,24915158,12152928,187847072,187847072,0,4113812,5886188,19028970,100000473154,470862,52,8484354,0,1887600,3094,8018594,9996906,1981406,9800010,199990,0,0,50,87,472380,9999476,524,9999913,10000000,0,87,471769,2000,2000,2000,100000369612,568810,100827,9412922,0,1876647,14942,7971742,9985058,2028116,9800683,199317,0,0,50,40,469480,9999629,371,9999857,9999858,142,143,469069,2000,2000,2000,100000367454,565946,100711,9281144,0,1868025,284,7933084,9999716,2066916,9799235,200765,0,0,50,69,467460,9999487,513,9999774,10000000,0,226,466878,2000,2000,2000
3400,10000000001021,998979,998979,7199000,20000,9999858747706,11126076,47248,6271,50,12910100,0,32321200,0,5900045,25807658,20420340,179579660,204418560,0,4692885,5307115,18443243,9999872187242,13951501,50603,7786,50,12900900,33678800,33678800,0,5942665,25786228,11824971,188175029,188175029,0,4057335,5942665,19843563,100000391156,590208,100341,8689036,0,1961073,13396,8333196,9986604,1666804,9802167,197833,0,0,50,220,490720,9999691,309,9999997,10000000,0,3,490191,2000,2000,2000,100000387766,584928,100283,9580618,0,1948325,4798,8272098,9995202,1727704,9799345,200655,0,0,50,196,487470,9999743,257,9999577,9999802,198,423,487017,2000,2000,2000,100000387469,584720,99828,9664490,0,1942958,2890,8254690,9997110,1745105,9800592,199408,0,0,50,49,486180,9999478,522,9999961,9999795,205,39,485609,2000,2000,2000
3500,10000000000792,999208,999208,7314900,20000,9999846288794,21552461,10028381,4317,50,13351600,0,33281200,0,6064163,26694566,20241521,179758479,205564179,0,4529857,5470143,19109323,9999860046818,24923241,10000519,6490,50,13343500,34718800,34718800,0,5875649,26674020,11544079,188455921,188455921,0,4124351,5875649,20798371,100000509120,507716,660,8954142,0,2035374,62,8644262,9999938,1355738,9799056,200944,0,0,50,176,509240,9999706,294,9999716,10000000,0,284,508770,2000,2000,2000,100000410151,602925,97471,9822274,0,2024756,12414,8602714,9987586,1397286,9801654,198346,0,0,50,86,506710,9999420,580,9999998,10000000,0,2,506044,2000,2000,2000,100000505742,504182,145,9947808,0,2018283,4688,8575888,9995312,1424112,9800737,199263,0,0,50,242,505130,9999577,423,9999999,10000000,0,1,504465,2000,2000,2000
3600,10000000000507,999493,999493,7431600,20000,9999853484420,12341257,61605,3508,50,13793500,0,34022200,0,6072826,27579984,20069761,179930239,206694339,0,4522134,5477866,19929818,9999867742613,16087318,48586,4097,50,13784900,35977800,35977800,0,5761437,27561606,11291537,188708463,188708463,0,4238563,5761437,21800169,100000428764,626061,100366,9097844,0,2111565,84,8966684,9999916,1033099,9799295,200705,0,0,50,73,528310,9999539,461,9999676,9999783,217,324,527776,2000,2000,2000,100000525172,523978,1072,10087008,0,2099414,88,8915888,9999912,1083854,9798906,201094,0,0,50,35,525280,9999478,522,9999741,9999742,258,259,524723,2000,2000,2000,100000523488,520254,633,10114142,0,2092809,562,8882262,9999438,1117568,9797721,202279,0,0,50,199,523750,9999535,465,9999400,9999830,170,600,523086,2000,2000,2000
3700,10000000000183,999817,999817,7550400,20000,9999840712724,23116956,10004246,5628,50,14235700,0,35061600,0,6040767,28460144,19893224,180106776,207810076,0,4552283,5447717,20786427,9999865844024,16870273,36899,7357,50,14223900,36938400,36938400,0,5799856,28433086,11047383,188952617,188952617,0,4200144,5799856,22633230,100000447491,644333,99790,9402186,0,2184147,4546,9277546,9995454,722554,9799943,200057,0,0,50,306,546750,9999457,543,9999837,10000000,0,163,545901,2000,2000,2000,100000544257,540147,15,10292906,0,2172858,66,9224166,9999934,775834,9798832,201168,0,0,50,40,543760,9999326,674,9999552,10000000,0,448,543046,2000,2000,2000,100000542950,540453,448,10476850,0,2167745,50,9206350,9999950,793419,9799905,200095,0,0,50,41,542440,9999383,617,9999768,9999769,231,232,541782,2000,2000,2000
3800,10000000000353,999647,999647,7671200,20000,9999847879753,13970049,66833,6363,50,14675100,0,35962000,0,6028259,29337474,19734576,180265424,208912624,0,4563671,5436329,21620345,9999853875543,27745313,10016167,5297,50,14663700,38038000,38038000,0,5793830,29316806,10837662,189162338,189162338,0,4206170,5793830,23522976,100000466027,662049,99973,9667706,0,2257914,66,9587966,9999934,412134,9800376,199624,0,0,50,50,565280,9998998,1002,9999770,10000000,0,230,564228,2000,2000,2000,100000461766,659694,101019,10577906,0,2245815,66,9535266,9999934,464734,9798775,201225,0,0,50,81,562200,9999113,887,9999666,10000000,0,334,561232,2000,2000,2000,100000462387,658280,99949,10660944,0,2242929,84,9524284,9999916,475437,9799131,200869,0,0,50,54,561390,9999195,805,9999721,9999721,279,279,560531,2000,2000,2000
3900,10000000000561,999439,999439,7790800,20000,9999835286164,24602589,9997711,6807,50,15118700,100,36941000,0,6065224,30223786,19530039,180469961,209861461,0,4520246,5479754,22414332,9999862113800,18432562,34954,5670,50,15100500,39059000,39059000,0,5896026,30189660,10636022,189363978,189363978,0,4103974,5896026,24293634,100000483206,679390,100739,9935034,0,2328459,174,9884174,9999826,200026,9798951,201049,0,0,50,243,583500,9998477,1523,9999688,10000000,0,312,581734,2000,2000,2000,100000581232,577312,455,10943878,0,2317013,11158,9839158,9988842,200042,9800757,199243,0,0,50,52,580740,9998087,1913,9999999,10000000,0,1,578775,2000,2000,2000,100000578937,570542,728,10851012,0,2314166,32,9805532,9999968,196873,9795914,204086,0,0,50,193,579990,9998326,1674,9998673,9999805,195,1327,578123,2000,2000,2000
4000,9999999999337,1000663,1000663,7903600,20000,9999832384813,25556948,10020898,4238,50,15563000,20000,37801500,0,5990217,31117524,19461885,180538115,209949515,0,4595163,5404837,23326787,9999850014338,29475563,9993179,6174,50,15543400,40198500,40198500,0,5796034,31074452,10464353,189535647,189535647,0,4203966,5796034,25278418,100000505166,695758,97689,10078782,0,2402961,7502,10203502,9992498,191998,9799869,200131,0,0,50,223,602200,9998351,1649,9999878,10000000,0,122,600328,2000,2000,2000,100000599505,596003,667,11247798,0,2392334,78,10158078,9999922,199850,9802836,197164,0,0,50,177,599360,9998534,1466,9999817,9999828,172,183,597717,2000,2000,2000,100000599587,594337,24,11070616,0,2390827,876,10149476,9999124,188124,9799113,200887,0,0,50,66,598960,9998417,1583,9999717,10000000,0,283,597311,2000,2000,2000
4100,10000000000025,999975,999975,8012500,20000,9999839825500,16174854,38176,3829,50,16011500,0,38781500,0,6082602,32015342,19384696,180615304,210048904,0,4507068,5492932,24076010,9999858017300,20433482,32918,7794,50,15986000,41218500,41218500,0,5777924,31956412,10307194,189692806,189692806,0,4222076,5777924,26178488,100000521853,718037,100333,10461010,0,2479446,3910,10530310,9996090,161796,9800004,199996,0,0,50,42,621000,9998538,1462,9999934,9999706,294,66,619496,2000,2000,2000,100000518946,714727,100322,11491574,0,2467305,14,10477814,9999986,200085,9799605,200395,0,0,50,70,618340,9998075,1925,9999997,9999999,1,3,616345,2000,2000,2000,100000519184,713556,99050,11273984,0,2464854,5024,10469824,9994976,195276,9800606,199394,0,0,50,155,617390,9998638,1362,9999999,10000000,0,1,615873,2000,2000,2000
4200,10000000000094,999906,999906,8121300,20000,9999837256637,16811400,36938,5864,50,16459100,0,39841600,0,6151405,32906472,19279109,180720891,210128291,0,4432695,5567305,24840467,9999845923756,31503309,10045429,5623,50,16429600,42158400,42158400,0,5695037,32847954,10175019,189824981,189824981,0,4304963,5695037,27152917,100000540483,735533,100480,10705488,0,2554467,68,10844368,9999932,191932,9799053,200947,0,0,50,79,640240,9997941,2059,9999802,10000000,0,198,638102,2000,2000,2000,100000537883,728609,99873,11837932,0,2542044,52,10780652,9999948,200348,9797236,202764,0,0,50,69,637530,9997400,2600,9999295,10000000,0,705,634861,2000,2000,2000,100000537065,729871,100160,11579700,0,2540789,0,10779700,10000000,200200,9798511,201489,0,0,50,39,636830,9997875,2125,9999434,10000000,0,566,634666,2000,2000,2000
4300,10000000000109,999891,999891,8225300,20000,9999824387075,27754121,10011525,4074,50,16908900,0,40881800,0,6062498,33809652,19250648,180749352,210153152,0,4523572,5476428,25776124,9999854103939,22313106,47534,8084,50,16875800,43118200,43118200,0,5734930,33735432,10052477,189947523,189947523,0,4265070,5734930,28000502,100000559421,753079,99741,10930010,0,2629312,10,11161010,9999990,200290,9799838,200162,0,0,50,168,658720,9998368,1632,9999610,10000000,0,390,656920,2000,2000,2000,100000657347,652510,237,12216904,0,2619887,44,11125344,9999956,200055,9800173,199827,0,0,50,35,656620,9997849,2151,9999998,9999999,1,2,654434,2000,2000,2000,100000656095,651593,207,11840792,0,2617294,12,11113512,9999988,195788,9799886,200114,0,0,50,192,655690,9998434,1566,9999804,10000000,0,196,653932,2000,2000,2000
4400,10000000000697,999303,999303,8333200,20000,9999821648973,28574946,9994618,4517,50,17354300,0,41941800,0,6033189,34699566,19165185,180834815,210273715,0,4553481,5446519,26639947,9999842083631,33334439,10036185,6589,50,17322500,44058200,44058200,0,5666784,34631822,9949892,190050108,190050108,0,4333216,5666784,28965038,100000677849,674391,207,11172940,0,2703916,40,11485540,9999960,175960,9799984,200016,0,0,50,154,677210,9998564,1436,10000000,10000000,0,0,675620,2000,2000,2000,100000675983,671777,223,12499960,0,2695346,7260,11447460,9992740,187940,9801254,198746,0,0,50,204,675410,9998174,1826,10000000,10000000,0,0,673380,2000,2000,2000,100000674340,668060,3,12207220,0,2689743,520,11416520,9999480,189380,9799457,200543,0,0,50,37,673810,9998217,1783,9999570,10000000,0,430,671990,2000,2000,2000
4500,9999999999923,1000077,1000077,8439800,20000,9999828889647,19422097,44547,3181,50,17799400,0,43042000,0,6024564,35592438,19081682,180918318,210321618,0,4560456,5439544,27484994,9999850049068,24378848,55410,4350,50,17770800,44958000,44958000,0,5604731,35532900,9860816,190139184,190139184,0,4395269,5604731,29928169,100000696486,692198,731,11516686,0,2780223,146,11803746,9999854,198650,9799067,200933,0,0,50,38,696350,9998325,1675,9999701,9999796,204,299,694637,2000,2000,2000,100000694533,688179,37,12805138,0,2770128,18,11758118,9999982,198282,9799042,200958,0,0,50,71,694040,9998084,1916,9999601,10000000,0,399,692053,2000,2000,2000,100000693046,684303,141,12494696,0,2761678,56,11715856,9999944,199007,9797762,202238,0,0,50,59,692490,9997318,2682,9999419,9999663,337,581,689749,2000,2000,2000
4600,10000000000394,999606,999606,8542700,20000,9999816390814,30016113,10034403,6193,50,18248800,0,44141900,0,6112312,36485214,19041141,180958859,210363659,0,4473248,5526752,28233462,9999848256465,25191437,28201,7577,50,18218500,45858100,45858100,0,5629305,36421846,9769748,190230252,190230252,0,4370695,5629305,30792541,100000615182,809882,100366,11820382,0,2856014,2,12122802,9999998,194998,9797816,202184,0,0,50,185,715270,9998558,1442,9999463,10000000,0,537,713643,2000,2000,2000,100000613894,805738,99541,13209418,0,2844773,4298,12073298,9995702,195414,9799497,200503,0,0,50,217,712800,9998147,1853,9999464,9999612,388,536,710730,2000,2000,2000,100000711232,707452,747,12714456,0,2839535,16,12057216,9999984,200084,9800105,199895,0,0,50,188,711370,9998269,1731,9999797,10000000,0,203,709451,2000,2000,2000
4700,10000000000888,999112,999112,8643500,20000,9999823747818,20758127,38145,5981,50,18697600,0,45140700,0,6134368,37383238,19017183,180982817,210397917,0,4452472,5547528,29051610,9999836509982,35965181,10011789,5483,50,18668900,46859300,46859300,0,5686721,37326834,9701997,190298003,190298003,0,4313279,5686721,31640113,100000635575,830389,99901,12161736,0,2931952,2996,12452296,9997004,197104,9800488,199512,0,0,50,71,734550,9998012,1988,9999997,10000000,0,3,732491,2000,2000,2000,100000639040,823032,94383,13448174,0,2924061,19814,12419214,9980186,180386,9801149,198851,0,0,50,44,732470,9998119,1881,9999997,10000000,0,3,730545,2000,2000,2000,100000730277,726493,741,12957112,0,2915228,32,12379332,9999968,184362,9799152,200848,0,0,50,221,730240,9998384,1616,9999793,9999794,206,207,728403,2000,2000,2000
4800,10000000001301,998699,998699,8753700,20000,9999820782891,21823872,47914,5597,50,19141900,0,46121300,0,5993924,38272606,18987669,181012331,210432531,0,4589076,5410924,30024282,9999834642890,36865633,10041019,4250,50,19114400,47878700,47878700,0,5697843,38220300,9628823,190371177,190371177,0,4302157,5697843,32522457,100000655394,847150,98601,12346978,0,3005321,58,12763158,9999942,196742,9800749,199251,0,0,50,194,753190,9997779,2221,9999999,10000000,0,1,750775,2000,2000,2000,100000652306,847698,100246,13771594,0,3000058,34,12741534,9999966,199966,9801052,198948,0,0,50,248,751800,9997950,2050,10000000,10000000,0,0,749502,2000,2000,2000,100000650934,844618,99394,13260066,0,2991166,26,12703726,9999974,182974,9802024,197976,0,0,50,81,749410,9997950,2050,9999999,10000000,0,1,747279,2000,2000,2000
4900,10000000001298,998702,998702,8853600,20000,9999808123461,32587599,9979899,4116,50,19594500,0,47121500,0,5975494,39180768,18956528,181043472,210447972,0,4610166,5389834,30894234,9999842782553,27765932,53450,4953,50,19561900,48878500,48878500,0,5700706,39113894,9562379,190437621,190437621,0,4299294,5700706,33413188,100000771666,766198,956,12550718,0,3083228,98,13084798,9999902,195102,9797342,202658,0,0,50,87,772340,9998072,1928,9999369,10000000,0,631,770325,2000,2000,2000,100000771150,764850,412,14113662,0,3078792,82,13066982,9999918,200018,9799138,200862,0,0,50,45,771180,9998084,1916,9999427,10000000,0,573,769219,2000,2000,2000,100000767487,763357,686,13545582,0,3064859,502,13013602,9999498,199506,9799171,200829,0,0,50,199,767520,9998525,1475,9999660,9999808,192,340,765846,2000,2000,2000
5000,10000000001121,998879,998879,8958500,20000,9999815455900,23362741,29899,6931,50,20043500,0,48181700,0,6001898,40073138,18928979,181071021,210509021,0,4584152,5415848,31702990,9999841160517,28435501,41479,5418,50,20008000,49818300,49818300,0,5805571,40005164,9501182,190498818,190498818,0,4194429,5805571,34199593,100000692623,886861,99685,12771030,0,3160774,30,13423030,9999970,200070,9799176,200824,0,0,50,208,791690,9998282,1718,9999826,10000000,0,174,789764,2000,2000,2000,100000690403,883281,100209,14357276,0,3154468,36,13387636,9999964,182908,9797972,202028,0,0,50,42,789970,9998252,1748,9999328,9999644,356,672,788180,2000,2000,2000,100000787007,780005,218,13970268,0,3139933,448,13327048,9999552,177960,9798587,201413,0,0,50,40,786590,9997911,2089,9999483,9999808,192,517,784461,2000,2000,2000
5100,10000000000880,999120,999120,9054200,20000,9999802718306,34210660,10028112,7159,50,20497600,100,49021600,0,5975097,40980882,18873548,181126452,210532252,0,4607733,5392267,32581715,9999839343163,29306516,25330,7590,50,20458200,50978400,50978400,0,5810017,40901220,9450899,190549101,190549101,0,4189983,5810017,35091203,100000711686,905374,99444,12995410,0,3234220,110,13736510,9999890,193890,9801430,198570,0,0,50,60,810190,9997900,2100,10000000,10000000,0,0,808030,2000,2000,2000,100000708056,895872,99834,14585744,0,3227722,84,13680784,9999916,200016,9793438,206562,0,0,50,86,808620,9997862,2138,9998356,10000000,0,1644,806396,2000,2000,2000,100000706121,898487,99656,14193762,0,3214899,82,13646682,9999918,199802,9799031,200969,0,0,50,174,805260,9998185,1815,9999475,9999784,216,525,803271,2000,2000,2000
5200,9999999999931,1000069,1000069,9148900,20000,9999810146720,24894891,39485,3523,50,20948900,0,50120800,0,6038424,41890754,18879565,181120435,210533135,0,4550226,5449774,33373080,9999827529993,40175725,9984339,5724,50,20912200,51879200,51879200,0,5810783,41812952,9418670,190581330,190581330,0,4189217,5810783,36002169,100000731186,924202,98415,13377518,0,3310183,298,14062298,9999702,194402,9800287,199713,0,0,50,149,828750,9998593,1407,10000000,10000000,0,0,827194,2000,2000,2000,100000827787,821756,192,14924618,0,3302906,2898,14023198,9997102,189235,9798764,201236,0,0,50,225,827240,9998282,1718,9999597,9999633,367,403,825297,2000,2000,2000,100000725062,918866,99129,14398002,0,3287593,22,13964922,9999978,200078,9800137,199863,0,0,50,68,823260,9998275,1725,9999999,10000000,0,1,821467,2000,2000,2000
5300,9999999999804,1000196,1000196,9246600,20000,9999797446590,35711667,10009553,6206,50,21399200,0,51100700,0,6006517,42785988,18810745,181189255,210589055,0,4578363,5421637,34244051,9999825681059,41086533,10006381,6671,50,21364200,52899300,52899300,0,5817453,42715058,9382650,190617350,190617350,0,4182547,5817453,36897605,100000745991,942143,101525,13685776,0,3380922,636,14353236,9999364,199262,9798318,201682,0,0,50,45,846780,9997994,2006,9999579,9999798,202,421,844729,2000,2000,2000,100000748611,940993,98663,15206688,0,3379190,7968,14353168,9992032,192632,9801030,198970,0,0,50,165,846440,9998030,1970,9999999,10000000,0,1,844305,2000,2000,2000,100000742080,935022,100607,14624380,0,3362285,80,14268780,9999920,199174,9797715,202285,0,0,50,53,842200,9997899,2101,9999294,9999754,246,706,840046,2000,2000,2000
5400,9999999999257,1000743,1000743,9348100,20000,9999804845991,26432887,43073,7367,50,21850000,0,52140200,0,6056146,43685266,18788044,181211956,210612656,0,4529374,5470626,35037540,9999823757923,42074221,10029085,5621,50,21811900,53859800,53859800,0,5783711,43612558,9344702,190655298,190655298,0,4216289,5783711,37828847,100000866271,857681,103,13950134,0,3456532,74,14667974,9999926,198262,9796978,203022,0,0,50,51,865750,9997912,2088,9999211,9999536,464,789,863611,2000,2000,2000,100000765263,960033,100326,15530992,0,3453973,1112,14666512,9998888,199188,9799007,200993,0,0,50,47,864930,9998147,1853,9999706,10000000,0,294,863030,2000,2000,2000,100000760197,953184,100592,14907584,0,3438768,24,14590624,9999976,200015,9796792,203208,0,0,50,191,860900,9998644,1356,9998919,9999839,161,1081,859353,2000,2000,2000
