Time\ number,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1,Time\ Probability,r1_2_000,r2_1_001,r1_2_000:=C1_1,r2_1_001:=C1_1,r2_2_100:=C1_1,rM_110:=C1_1,r1_1_120:=C1_1,r1_1_121:=C1_1,r3_2_130:=C1_1,r3_2_140:=C1_1,r2_2_150:=C1_1,r1_2_000::C1_1::M1_1,r2_1_001::C1_1::M1_1,r3_3_100::C1_1::M1_1,r2_2_110::C1_1::M1_1,rM_120::C1_1::M1_1,rM_130::C1_1::M1_1
5800,9999999100183.0,1000786,9999899064.0,1037,1000,0,4506.0,5148.0,11,0,300,999999242.0,105,5000,0,0,14,5800,9.999999999e-11,0.0009997854287399131,9.999999999e-11,0.0010359257450024324,0.009354654094928135,0.047570948536398885,0.09090909090909091,0.09090909090909091,0.9655628273202055,0.05360332858467315,0.00047277637677378605,9.999999999e-11,0.0010488986564107686,5.3271249953882135e-05,0.0029910269192422734,0.8909726021007239,0.017822308651245577
5900,9999999101492.0,999511,9999899070.0,1031,1000,0,5102.0,4572.0,21,5,300,999999222.0,104,5000,0,0,16,5900,9.999999999e-11,0.0009985129752975474,9.999999999e-11,0.0010299381337840687,0.00934548793771636,0.04757094853639891,0.09090909090909091,0.09090909090909091,0.9655159620842532,0.04870597117040602,0.0004757735317988638,9.999999999e-11,0.0010389195236953567,5.411508104178567e-05,0.0029910269192422734,0.8909663547555237,0.017822274577187103
6000,9999999101186.0,999827,9999899065.0,1035,1000,0,5049.0,4560.0,9,6,300,999999193.0,103,5000,0,0,8,6000,9.999999999e-11,0.0009988283444528508,9.999999999e-11,0.0010339298825715385,0.009336694548257978,0.04757094853639889,0.09090909090909091,0.09090909090909091,0.9654688534725874,0.05247230786799133,0.0004957541059634422,9.999999999e-11,0.0010289401916026492,5.4937868097149164e-05,0.0029910269192422734,0.8909603745400677,0.01782222589770145
6100,9999999100918.0,1000155,9999899052.0,1050,1000,0,4906.0,4672.0,7,2,300,999999180.0,100,5000,0,0,10,6100,9.999999999e-11,0.0009991556894414265,9.999999999e-11,0.0010488986564107686,0.009327478987092826,0.04757094853639882,0.09090909090909091,0.09090909090909091,0.965417365006381,0.05307161032351873,0.0004947550962273675,9.999999999e-11,0.0009990009990009992,5.581527217915736e-05,0.0029910269192422734,0.8909554783644531,0.017822199934226988
6200,9999999100073.0,1000885,9999899067.0,1034,1000,0,4661.0,4907.0,1,7,300,999999157.0,99,5000,0,0,13,6200,9.999999999e-11,0.000999884230871584,9.999999999e-11,0.0010329319483653903,0.009318626390951322,0.0475709485363989,0.09090909090909091,0.09090909090909091,0.9653658841801712,0.051739989886452446,0.0005037461119595724,9.999999999e-11,0.000989020869339354,5.662097397748499e-05,0.0029910269192422734,0.8909481285727325,0.01782216098759178
6300,9999999099991.0,1001002,9999899057.0,1043,1000,0,4558.0,4980.0,18,7,300,999999131.0,102,5000,0,0,12,6300,9.999999999e-11,0.001000000997001999,9.999999999e-11,0.0010419132844443249,0.009309508640401237,0.04757094853639885,0.09090909090909091,0.09090909090909091,0.9653110338624596,0.05227636696408145,0.0005157338813172403,9.999999999e-11,0.001018960660126671,5.7470630810944424e-05,0.0029910269192422734,0.8909418624000545,0.017822122039250394
6400,9999999099627.0,1001348,9999899060.0,1040,1000,0,4949.0,4547.0,0,9,300,999999100.0,104,5000,0,0,14,6400,9.999999999e-11,0.0010003463052279526,9.999999999e-11,0.0010389195236953567,0.009300322018014031,0.047570948536398885,0.09090909090909091,0.09090909090909091,0.9652517985014356,0.05262857794503365,0.0005267224172860903,9.999999999e-11,0.0010389195236953567,5.830361299529462e-05,0.0029910269192422734,0.8909339546938874,0.01782207822033184
6500,9999999100165.0,1000804,9999899088.0,1013,1000,0,4986.0,4487.0,12,8,300,999999069.0,108,5000,0,0,21,6500,9.999999999e-11,0.0009998033927653069,9.999999999e-11,0.0010119748694572398,0.009291066519962487,0.047570948536398996,0.09090909090909091,0.09090909090909091,0.965190680776806,0.05200091732599473,0.0005447031367904492,9.999999999e-11,0.0010788348583529788,5.913186922557921e-05,0.0029910269192422734,0.8909241275385511,0.01782203115316983
6600,9999999100354.0,1000665,9999899087.0,1014,1000,0,4937.0,4535.0,8,8,300,999999030.0,103,5000,0,0,21,6600,9.999999999e-11,0.0009996646705524416,9.999999999e-11,0.0010129728455346278,0.009282174012175565,0.047570948536399,0.09090909090909091,0.09090909090909091,0.9651279709884794,0.05200880572372042,0.0005756684149929641,9.999999999e-11,0.0010289401916026492,5.9898198083642365e-05,0.0029910269192422734,0.890912100454634,0.0178219597361977
6700,9999999101160.0,999830,9999899099.0,1002,1000,0,5012.0,4411.0,21,6,300,999998987.0,108,5000,0,0,19,6700,9.999999999e-11,0.0009988313384628647,9.999999999e-11,0.0010009970010049932,0.00927310466762153,0.04757094853639905,0.09090909090909091,0.09090909090909091,0.9650612841570826,0.04752543665260801,0.0005996402158704777,9.999999999e-11,0.0010788348583529788,6.0722826443353794e-05,0.0029910269192422734,0.8909025207700896,0.017821899676572113
6800,9999999100197.0,1000792,9999899086.0,1015,1000,0,4531.0,4873.0,13,5,300,999998969.0,95,5000,0,0,16,6800,9.999999999e-11,0.0009997914167484494,9.999999999e-11,0.0010139708196180877,0.009263701427270564,0.04757094853639899,0.09090909090909091,0.09090909090909091,0.9649874256626663,0.05460678186422825,0.0006146220074654087,9.999999999e-11,0.0009490983565612668,6.157010393573954e-05,0.0029910269192422734,0.8908948489133808,0.01782184935326377
6900,9999999101169.0,999799,9999899105.0,996,1000,0,4482.0,4859.0,0,7,300,999998937.0,96,5000,0,0,16,6900,9.999999999e-11,0.000998800400358522,9.999999999e-11,0.0009950089710648194,0.009254553218387047,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9649122807017544,0.05450874831763123,0.0006246096189881324,9.999999999e-11,0.000959079283887468,6.239203875957077e-05,0.0029910269192422734,0.890886072235686,0.017821797403620967
7000,9999999100779.0,1000197,9999899105.0,997,1000,0,4476.0,4863.0,14,7,300,999998904.0,102,5000,0,0,20,7000,9.999999999e-11,0.0009991976055525192,9.999999999e-11,0.0009960069810399034,0.009245414656504048,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9648335327205005,0.051222553162014274,0.0006415881004395178,9.999999999e-11,0.001018960660126671,6.321048520049999e-05,0.0029910269192422734,0.8908778355211535,0.01782175519229593
7100,9999999099442.0,1001527,9999899110.0,993,1000,0,4802.0,4473.0,9,8,300,999998869.0,105,5000,0,0,26,7100,9.999999999e-11,0.0010005249472511545,9.999999999e-11,0.0009920149291753287,0.009236305374414505,0.04757094853639911,0.09090909090909091,0.09090909090909091,0.9647496287046005,0.04829545454545455,0.0006605633676140071,9.999999999e-11,0.0010488986564107686,6.40186529669594e-05,0.0029910269192422734,0.8908676654516267,0.0178217048608073
7200,9999999099946.0,1001048,9999899125.0,977,1000,0,4229.0,4974.0,11,7,300,999998828.0,109,5000,0,0,19,7200,9.999999999e-11,0.0010000469050457977,9.999999999e-11,0.0009760464026645967,0.00922743151614052,0.04757094853639918,0.09090909090909091,0.09090909090909091,0.9646635821566328,0.05262857794503365,0.000674544682339421,9.999999999e-11,0.0010888131936189554,6.482182771248469e-05,0.0029910269192422734,0.8908591348245372,0.017821643160269088
7300,9999999099327.0,1001701,9999899104.0,996,1000,0,4634.0,4563.0,10,9,300,999998785.0,114,5000,0,0,22,7300,9.999999999e-11,0.0010006985992124702,9.999999999e-11,0.0009950089710648194,0.009218145206630578,0.04757094853639907,0.09090909090909091,0.09090909090909091,0.964568178644425,0.052370502445937925,0.000689524228282485,9.999999999e-11,0.001138701879856963,6.562762667455047e-05,0.0029910269192422734,0.8908478386901378,0.01782158145546149
7400,9999999100152.0,1000833,9999899130.0,970,1000,0,4286.0,4905.0,0,11,300,999998747.0,118,5000,0,0,17,7400,9.999999999e-11,0.0009998323348048602,9.999999999e-11,0.0009690600117885652,0.009209359373002317,0.047570948536399205,0.09090909090909091,0.09090909090909091,0.9644720951828714,0.05164481251437773,0.0006985117402935348,9.999999999e-11,0.0011786092410955074,6.640843866734486e-05,0.0029910269192422734,0.8908401152794252,0.017821527866245544
7500,9999999100783.0,1000281,9999899111.0,991,1000,0,4399.0,4747.0,13,9,300,999998718.0,119,5000,0,1,22,7500,9.999999999e-11,0.0009992814377641518,9.999999999e-11,0.0009900188912787427,0.009200053091024356,0.0475709485363991,0.09090909090909091,0.09090909090909091,0.9643654240729508,0.053649329807192433,0.0007005089432307952,9.999999999e-11,0.0011885855831560443,6.721994885553842e-05,0.0029910269192422734,0.8908306341461731,0.017821480770039207
7600,9999999100156.0,1000814,9999899099.0,1001,1000,0,4395.0,4706.0,7,5,300,999998681.0,114,5000,0,0,12,7600,9.999999999e-11,0.0009998133727791355,9.999999999e-11,0.0009999990009999988,0.009190717183130795,0.04757094853639905,0.09090909090909091,0.09090909090909091,0.9642479038722024,0.04986334010792628,0.0007224776486600188,9.999999999e-11,0.001138701879856963,6.806806409284954e-05,0.0029910269192422734,0.8908218811976185,0.017821412557344093
7700,9999999101385.0,999616,9999899124.0,976,1000,0,4857.0,4209.0,0,11,300,999998650.0,109,5000,0,0,16,7700,9.999999999e-11,0.0009986177657035184,9.999999999e-11,0.0009750483528076597,0.00918168543288114,0.04757094853639918,0.09090909090909091,0.09090909090909091,0.9641278564776946,0.04970760233918129,0.0007334616391568588,9.999999999e-11,0.0010888131936189554,6.884284397396159e-05,0.0029910269192422734,0.8908108104397885,0.01782135408517002
7800,9999999100760.0,1000315,9999899112.0,988,1000,0,4821.0,4243.0,6,6,300,999998623.0,110,5000,0,1,18,7800,9.999999999e-11,0.0009993153698458128,9.999999999e-11,0.0009870248194783554,0.00917255534407885,0.047570948536399114,0.09090909090909091,0.09090909090909091,0.9639978184277954,0.0460510445312877,0.0007404513255677542,9.999999999e-11,0.0010987913295375086,6.965972308184319e-05,0.0029910269192422734,0.8908029587266093,0.017821311852875114
7900,9999999099507.0,1001439,9999899110.0,992,1000,0,4338.0,4661.0,8,6,300,999998596.0,110,5000,0,0,15,7900,9.999999999e-11,0.001000437123247732,9.999999999e-11,0.0009910169112240658,0.009164043593611407,0.047570948536399094,0.09090909090909091,0.09090909090909091,0.9638680235688801,0.049904254822287615,0.000745443898851457,9.999999999e-11,0.0010987913295375086,7.043189980685479e-05,0.0029910269192422734,0.8907963960505154,0.017821267994147252
8000,9999999100224.0,1000812,9999899107.0,993,1000,0,4744.0,4259.0,3,6,300,999998567.0,108,5000,0,0,27,8000,9.999999999e-11,0.0009998113767763857,9.999999999e-11,0.0009920149291753287,0.009154913179676379,0.047570948536399094,0.09090909090909091,0.09090909090909091,0.9637185623683184,0.04978142459733035,0.0007514349209394534,9.999999999e-11,0.0010788348583529788,7.120398692295108e-05,0.0029910269192422734,0.8907844572814385,0.017821217635175052
8100,9999999098724.0,1002280,9999899114.0,986,1000,0,4718.0,4193.0,8,2,300,999998527.0,110,5000,0,0,20,8100,9.999999999e-11,0.0010012764406490662,9.999999999e-11,0.000985028761641022,0.009146273493265711,0.04757094853639913,0.09090909090909091,0.09090909090909091,0.9635666747388375,0.046068499758803665,0.000774399840123904,9.999999999e-11,0.0010987913295375086,7.19593905749724e-05,0.0029910269192422734,0.8907755613224806,0.017821154276295752
8200,9999999099864.0,1001091,9999899104.0,997,1000,0,4348.0,4535.0,11,6,300,999998492.0,106,5000,0,1,25,8200,9.999999999e-11,0.0010000898190829243,9.999999999e-11,0.0009960069810399034,0.009136946389949002,0.04757094853639908,0.09090909090909091,0.09090909090909091,0.963388032863257,0.05200880572372042,0.000782387390673103,9.999999999e-11,0.0010588775897548597,7.27587404504465e-05,0.0029910269192422734,0.8907637769132775,0.017821092537682878
8300,9999999099448.0,1001517,9999899083.0,1017,1000,0,4111.0,4717.0,11,5,300,999998452.0,105,5000,0,0,20,8300,9.999999999e-11,0.001000514967251543,9.999999999e-11,0.001015966761803246,0.009127943114193753,0.047570948536398976,0.09090909090909091,0.09090909090909091,0.9631993991738641,0.05341894860818555,0.0008043524962405265,9.999999999e-11,0.0010488986564107686,7.354332764806441e-05,0.0029910269192422734,0.8907535580430053,0.017821025920174285
8400,9999999100165.0,1000830,9999899077.0,1025,1000,0,4519.0,4273.0,14,7,300,999998411.0,107,5000,0,1,22,8400,9.999999999e-11,0.0009998293408008463,9.999999999e-11,0.0010239504507879424,0.009119028040891082,0.04757094853639894,0.09090909090909091,0.09090909090909091,0.962997404741684,0.04681432475190565,0.0008163330558933351,9.999999999e-11,0.0010688563237336052,7.429118954434906e-05,0.0029910269192422734,0.8907423005158568,0.017820962547679793
8500,9999999100096.0,1000927,9999899079.0,1022,1000,0,4660.0,4146.0,0,9,300,999998381.0,104,5000,0,0,22,8500,9.999999999e-11,0.0009999261469215402,9.999999999e-11,0.0010209565823728148,0.009110004802249272,0.04757094853639896,0.09090909090909091,0.09090909090909091,0.9627730407648123,0.04532216963960685,0.0008213248709560741,9.999999999e-11,0.0010389195236953567,7.507852653990001e-05,0.0029910269192422734,0.8907331733594189,0.017820910546382705
8600,9999999099391.0,1001634,9999899085.0,1015,1000,0,4149.0,4581.0,10,3,300,999998351.0,105,5000,0,2,15,8600,9.999999999e-11,0.0010006317332345133,9.999999999e-11,0.0010139708196180877,0.009101118862571748,0.04757094853639899,0.09090909090909091,0.09090909090909091,0.9625337016133373,0.052362663740484205,0.0008293116713128102,9.999999999e-11,0.0010488986564107686,7.586948144714225e-05,0.0029910269192422734,0.8907265516639473,0.017820861792407987
8700,9999999099149.0,1001796,9999899103.0,997,1000,0,4121.0,4576.0,18,9,300,999998320.0,97,5000,0,0,18,8700,9.999999999e-11,0.0010007934091658711,9.999999999e-11,0.0009960069810399034,0.009092615703672318,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9622794048026571,0.05233129816377399,0.0008412916324454808,9.999999999e-11,0.0009690600117885652,7.659224859181741e-05,0.0029910269192422734,0.8907152601744253,0.017820800033566432
8800,9999999099755.0,1001227,9999899103.0,999,1000,0,4087.0,4541.0,13,6,300,999998295.0,92,5000,0,1,23,8800,9.999999999e-11,0.0010002255471760774,9.999999999e-11,0.0009980029950079872,0.009083425058351855,0.04757094853639907,0.09090909090909091,0.09090909090909091,0.9619712620462808,0.04877272405743794,0.0008582627522957779,9.999999999e-11,0.0009191543779722655,7.73741840790834e-05,0.0029910269192422734,0.8907047916742908,0.017820748022804873
8900,9999999099793.0,1001199,9999899092.0,1008,1000,0,4175.0,4475.0,8,7,300,999998259.0,85,5000,0,0,19,8900,9.999999999e-11,0.0010001976031599137,9.999999999e-11,0.0010069849591611657,0.00907481358319023,0.047570948536399024,0.09090909090909091,0.09090909090909091,0.9616532105846394,0.05152561888313185,0.0008752332956330254,9.999999999e-11,0.0008492781136034371,7.81114661247231e-05,0.0029910269192422734,0.89069449931901,0.017820681379584157
9000,9999999100419.0,1000572,9999899090.0,1010,1000,0,4059.0,4514.0,1,12,300,999998218.0,84,5000,0,0,22,9000,9.999999999e-11,0.0009995718563885097,9.999999999e-11,0.001008980929261446,0.009066221597348191,0.04757094853639901,0.09090909090909091,0.09090909090909091,0.9612980552369415,0.048555500437011324,0.0008852156988907828,9.999999999e-11,0.0008392949922065466,7.881028960990977e-05,0.0029910269192422734,0.8906815674894033,0.017820611480119097
9100,9999999100632.0,1000369,9999899105.0,997,1000,0,4173.0,4373.0,10,9,300,999998171.0,86,5000,0,0,20,9100,9.999999999e-11,0.0009993692619707716,9.999999999e-11,0.0009960069810399034,0.009057295593690024,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9608872681408771,0.04755098151324567,0.0009041817155474296,9.999999999e-11,0.0008592610355094617,7.955018000769787e-05,0.0029910269192422734,0.8906691788929034,0.017820536697881483
9200,9999999099992.0,1001016,9999899106.0,994,1000,0,4368.0,4131.0,25,7,300,999998124.0,96,5000,0,0,23,9200,9.999999999e-11,0.0010000149690157756,9.999999999e-11,0.0009930129451325384,0.009048644384986704,0.04757094853639909,0.09090909090909091,0.09090909090909091,0.9604332583787893,0.04868091934494313,0.0009201525395111104,9.999999999e-11,0.000959079283887468,8.026206805434815e-05,0.0029910269192422734,0.890658182506611,0.01782047816826676
9300,9999999100276.0,1000744,9999899100.0,1001,1000,0,4485.0,3951.0,11,7,300,999998081.0,98,5000,0,0,22,9300,9.999999999e-11,0.0009997435126781484,9.999999999e-11,0.0009999990009999988,0.009039246703346089,0.04757094853639905,0.09090909090909091,0.09090909090909091,0.9598619425233313,0.04412665735362596,0.0009431097044390094,9.999999999e-11,0.000979040540270535,8.106637019757268e-05,0.0029910269192422734,0.8906468889128767,0.017820411504881343
9400,9999999101114.0,999870,9999899113.0,990,1000,0,4373.0,4030.0,10,13,300,999998047.0,91,5000,0,1,22,9400,9.999999999e-11,0.0009988712585946688,9.999999999e-11,0.000989020869339354,0.0090302612924594,0.04757094853639912,0.09090909090909091,0.09090909090909091,0.9592268282644792,0.048362672723831164,0.0009421115887717883,9.999999999e-11,0.0009091726528858739,8.181596812455946e-05,0.0029910269192422734,0.8906354842657245,0.017820344836533636
9500,9999999100483.0,1000499,9999899102.0,998,1000,0,4387.0,4003.0,13,4,300,999998012.0,95,5000,0,1,26,9500,9.999999999e-11,0.00099949900224775,9.999999999e-11,0.000997004989020957,0.009021000747673834,0.047570948536399066,0.09090909090909091,0.09090909090909091,0.9584590392202367,0.047644552357828086,0.000954088845152879,9.999999999e-11,0.0009490983565612668,8.259380060295206e-05,0.0029910269192422734,0.8906255759698358,0.017820294425436582
9600,9999999100186.0,1000835,9999899093.0,1009,1000,0,4349.0,3958.0,23,15,300,999997962.0,95,5000,0,0,22,9600,9.999999999e-11,0.0009998343308075263,9.999999999e-11,0.0010079829452082846,0.009012015005896825,0.04757094853639902,0.09090909090909091,0.09090909090909091,0.9575658898951868,0.04726083010937575,0.0009530907514231424,9.999999999e-11,0.0009490983565612668,8.332536764947481e-05,0.0029910269192422734,0.8906123477230199,0.017820213111228646
9700,9999999101167.0,999829,9999899072.0,1031,1000,0,3913.0,4360.0,3,12,300,999997922.0,99,5000,0,2,21,9700,9.999999999e-11,0.0009988303404595289,9.999999999e-11,0.0010299381337840687,0.009003392468776596,0.04757094853639892,0.09090909090909091,0.09090909090909091,0.9565178350955171,0.04739754782691665,0.0009620735231971611,9.999999999e-11,0.000989020869339354,8.406932106664886e-05,0.0029910269192422734,0.8906030717272144,0.017820156186869284
9800,9999999101222.0,999732,9999899072.0,1028,1000,0,3984.0,4280.0,21,8,300,999997886.0,100,5000,0,0,19,9800,9.999999999e-11,0.0009987335341264606,9.999999999e-11,0.0010269443012583064,0.00899452425870412,0.04757094853639895,0.09090909090909091,0.09090909090909091,0.9552161532487705,0.049953314659197015,0.0009780424963960284,9.999999999e-11,0.0009990009990009992,8.480411166963956e-05,0.0029910269192422734,0.8905927480237115,0.01782009600575047
9900,9999999101322.0,999678,9999899088.0,1014,1000,0,3871.0,4326.0,11,5,300,999997854.0,97,5000,0,0,20,9900,9.999999999e-11,0.000998679641932912,9.999999999e-11,0.0010129728455346278,0.008985822848485925,0.047570948536399,0.09090909090909091,0.09090909090909091,0.9535812399105045,0.05032807482898228,0.000983032695827306,9.999999999e-11,0.0009690600117885652,8.554021717763968e-05,0.0029910269192422734,0.8905827883661691,0.017820040700608945
10000,9999999101682.0,999355,9999899090.0,1011,1000,0,4010.0,4160.0,18,4,300,999997824.0,93,5000,0,0,29,10000,9.999999999e-11,0.000998357286653796,9.999999999e-11,0.0010099789113206547,0.008977327531952677,0.047570948536399,0.09090909090909091,0.09090909090909091,0.9515399944913401,0.048964218455743884,0.0009840307297312148,9.999999999e-11,0.000929135903609643,8.624027664495999e-05,0.0029910269192422734,0.890570535786558,0.017819985392045327
