Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
H2O,10000000000000,9999999901867,9999999808058,9999999719928,9999999638092,9999999563363,9999999496105,9999999435708,9999999383216,9999999338372,9999999299553,9999999266521,9999999238494,9999999214162,9999999194291,9999999177944,9999999164344,9999999152558,9999999143282,9999999135838,9999999129049,9999999123849,9999999119252,9999999116019,9999999113057,9999999111150,9999999109322,9999999107374,9999999106350,9999999104837,9999999103202,9999999102227,9999999101321,9999999101303,9999999100492,9999999099805,9999999099982,9999999100388,9999999099824,9999999100543,9999999100679,9999999100897,9999999100234,9999999100234,9999999100057,9999999100766,9999999101227,9999999101152,9999999100788,9999999100510,9999999100252,9999999100499,9999999100321,9999999099706,9999999099830,9999999100029,9999999100125,9999999099454,9999999100183,9999999100489,9999999100173,9999999099845,9999999099115,9999999098998,9999999099627,9999999100165,9999999100354,9999999100170,9999999100197,9999999100201,9999999099803,9999999099442,9999999098952,9999999099327,9999999099167,9999999099719,9999999100156,9999999100384,9999999099685,9999999099507,9999999099188,9999999098724,9999999098909,9999999098483,9999999099170,9999999099073,9999999099391,9999999099149,9999999099755,9999999099793,9999999099428,9999999099631,9999999099992,9999999100276,9999999101114,9999999100483,9999999100186,9999999100171,9999999100268,9999999100322,9999999100645
OH-,100000,198133,291942,380072,461908,536637,603895,664292,716784,761628,800447,833479,861506,885838,905709,922056,935656,947442,956718,964162,970951,976151,980748,983981,986943,988850,990678,992626,993650,995163,996798,997773,998679,998697,999508,1000195,1000018,999612,1000176,999457,999321,999103,999766,999766,999943,999234,998773,998848,999212,999490,999748,999501,999679,1000294,1000170,999971,999875,1000546,999817,999511,999827,1000155,1000885,1001002,1000373,999835,999646,999830,999803,999799,1000197,1000558,1001048,1000673,1000833,1000281,999844,999616,1000315,1000493,1000812,1001276,1001091,1001517,1000830,1000927,1000609,1000851,1000245,1000207,1000572,1000369,1000008,999724,998886,999517,999814,999829,999732,999678,999355
H+,100000,198133,291942,380072,461908,536637,603895,664292,716784,761628,800447,833479,861506,885838,905709,922056,935656,947442,956718,964162,970951,976151,980748,983981,986943,988850,990678,992626,993650,995163,996798,997773,998679,998697,999508,1000195,1000018,999612,1000176,999457,999321,999103,999766,999766,999943,999234,998773,998848,999212,999490,999748,999501,999679,1000294,1000170,999971,999875,1000546,999817,999511,999827,1000155,1000885,1001002,1000373,999835,999646,999830,999803,999799,1000197,1000558,1001048,1000673,1000833,1000281,999844,999616,1000315,1000493,1000812,1001276,1001091,1001517,1000830,1000927,1000609,1000851,1000245,1000207,1000572,1000369,1000008,999724,998886,999517,999814,999829,999732,999678,999355
a,1000000,999032,998036,997053,996015,995058,994065,993067,992040,991005,990034,989063,988039,987092,986152,985187,984193,983231,982271,981278,980323,979322,978339,977394,976423,975428,974446,973484,972541,971611,970650,969644,968686,967737,966769,965811,964843,963899,962942,961974,961035,960142,959253,958313,957367,956457,955529,954564,953637,952694,951789,950857,949931,948979,948046,947106,946166,945233,944299,943365,942469,941530,940628,939699,938763,937820,936914,935990,935032,934100,933169,932241,931337,930391,929496,928548,927597,926677,925747,924880,923950,923070,922120,921203,920295,919376,918471,917605,916669,915792,914917,914008,913127,912170,911255,910312,909397,908519,907616,906730,905865
b,100000,55891,17473,629,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,10000,4981,4979,5045,5102,5088,4900,5120,4915,5070,4857,5043,4954,5030,4848,4998,4915,5046,5078,5003,4930,4909,4948,4914,4950,4963,4949,4911,4897,4976,4750,4918,4841,4830,4859,4895,4890,4930,4772,4926,4876,4915,4875,4714,4672,4692,4909,4885,4688,4828,4616,4713,4644,4650,4603,4755,4573,4575,4506,4659,4642,4510,4661,4558,4566,4597,4504,4590,4531,4482,4476,4409,4229,4243,4286,4399,4395,4461,4396,4338,4322,4345,4348,4111,4152,4249,4149,4121,4087,4175,4059,4173,3996,4135,4020,4008,4014,3913,3984,3871,4010
r,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,7,7,10,14,18,20,25,28,31,31,34,41,43,46,49,54,60,64,69,75,77,83,86,90,97,104,117,122,132,150,153,157,166,172,178,186,196,207,214,229,243,256,267,280,293,302,323,333,346,360,371,385,399,416,436,445,457,481,504,525,553,577,596,620,643,667,687,713,733,758,783,811,831,849,873,901,931,952,970,1007,1034,1074,1104,1128,1160,1194
H2O:=C1_1,10000000000,9999955797,9999917306,9999900378,9999899677,9999899581,9999899511,9999899458,9999899399,9999899355,9999899339,9999899299,9999899261,9999899218,9999899212,9999899170,9999899156,9999899139,9999899150,9999899141,9999899106,9999899113,9999899111,9999899117,9999899106,9999899084,9999899096,9999899109,9999899118,9999899112,9999899107,9999899095,9999899103,9999899104,9999899125,9999899103,9999899115,9999899119,9999899097,9999899100,9999899094,9999899117,9999899103,9999899095,9999899090,9999899100,9999899093,9999899117,9999899130,9999899138,9999899135,9999899138,9999899109,9999899085,9999899083,9999899081,9999899072,9999899075,9999899064,9999899070,9999899065,9999899050,9999899067,9999899057,9999899060,9999899087,9999899087,9999899098,9999899086,9999899105,9999899105,9999899107,9999899123,9999899104,9999899130,9999899109,9999899099,9999899124,9999899112,9999899110,9999899107,9999899114,9999899103,9999899083,9999899075,9999899079,9999899085,9999899103,9999899103,9999899092,9999899090,9999899103,9999899106,9999899099,9999899113,9999899102,9999899091,9999899069,9999899072,9999899088,9999899090
OH-:=C1_1,100,194,267,351,427,519,589,642,701,745,761,801,839,882,888,930,944,961,950,959,994,987,989,983,994,1016,1004,991,982,988,993,1005,997,996,975,997,985,981,1003,1000,1006,983,997,1005,1010,1000,1007,983,970,962,965,962,991,1015,1017,1019,1028,1025,1036,1030,1035,1050,1033,1043,1040,1013,1013,1002,1014,995,995,993,977,996,970,991,1001,976,988,990,993,986,997,1017,1025,1021,1015,997,997,1008,1010,997,994,1001,987,998,1009,1031,1028,1012,1010
H+:=C1_1,100,194,267,351,427,519,589,642,701,745,761,801,839,882,888,930,944,961,950,959,994,987,989,983,994,1016,1004,991,982,988,993,1005,997,996,975,997,985,981,1003,1000,1006,983,997,1005,1010,1000,1007,983,970,962,965,962,991,1015,1017,1019,1028,1025,1036,1030,1035,1050,1033,1043,1040,1013,1013,1002,1014,995,995,993,977,996,970,991,1001,976,988,990,993,986,997,1017,1025,1021,1015,997,997,1008,1010,997,994,1001,987,998,1009,1031,1028,1012,1010
