Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1
33240,10000000001191.0,999861,9999015459822.0,10028505,97,200.0,8699,502,69337509,100355287848.0,1694,200,0,1980,1980,0,10,5,83,216,2000,2000,20,200.0,33240,9.999999999e-11,0.0009988622765652912,9.99999000001e-07,0.9999000135386668,0.09090909090909091,0.999000999000999,0.7617608885597759,0.1783821994036473,0.0009989017477372974,9.99999000001e-07,0.9999992229354965,0.9990049551152673,0.9998000293961768,0.9994592736835809,0.999998999995,0.9900886026217578,0.9900843509074365,0.994464572410583,0.9999490012071389,0.9999490025448727,0.9999999503407346,0.011889743300531951,0.9999949923757789,0.9999999999999
33250,10000000000155.0,1000850,9999015016541.0,10063912,109,201.0,18473,19,68931102,100354967970.0,0,200,1952,3950,3950,20,0,19,0,16,1016,2000,1140,201.0,33250,9.999999999e-11,0.0009998493008272669,9.99999000001e-07,0.9999000886846805,0.09090909090909091,0.999000999000999,0.7616780097188615,0.9800760395134571,0.0009989016987038035,9.99999000001e-07,0.9999992232018061,0.9687496734645686,0.999799993640233,0.9994599627074998,0.9999990000002,0.9900886071296922,0.9900843579624157,0.9944632397110463,0.9999490023889547,0.9999490025470726,0.9999999499206527,0.012110267434287943,0.9999949923994583,0.9999999999999
33260,10000000000256.0,1000788,9999014537806.0,9997901,105,200.0,26583,18,68817404,100355026330.0,2900,0,0,0,0,0,0,0,0,0,1004,2000,40,400.0,33260,9.999999999e-11,0.0009997874247427666,9.99999000001e-07,0.9999000971610056,0.09090909090909091,0.999000999000999,0.7616873011395358,0.980067547376409,0.000998902656458626,9.99999000001e-07,0.9999992233568651,0.9523806314045827,0.9998000293961768,0.9994600774553983,0.9999989999919999,0.990088609175955,0.990084360117014,0.9944675025949092,0.9999490025490725,0.9999490025448727,0.9999999499208327,0.012171703451222853,0.9999949924060849,0.9999999999999
33270,10000000000215.0,1000799,9999014480705.0,9993841,103,200.0,3938,980,68931807,100354966770.0,0,200,0,0,81,260,0,4,3,260,0,2000,1080,200.0,33270,9.999999999e-11,0.0009997984027583177,9.99999000001e-07,0.9999001434276895,0.09090909090909091,0.999000999000999,0.7616509974530986,0.20781314619344343,0.0009989026445350825,9.99999000001e-07,0.9999992237485982,0.9990256691394255,0.9998000265969047,0.9994604401558007,0.9999989998380738,0.9900886142274739,0.9900843652578495,0.9944689744434333,0.9999490025451727,0.9999490025468727,0.999999949920578,0.012221222049244926,0.9999949924020539,0.9999999999999
33280,10000000001177.0,999850,9999014240196.0,9997888,109,200.0,27114,13047,69145418,100355624910.0,33,0,0,3960,0,0,20,0,0,416,1005,2000,296,200.0,33280,9.999999999e-11,0.0009988512985291658,9.99999000001e-07,0.9999001456473591,0.09090909090909091,0.999000999000999,0.76172018362769,0.980107282018844,0.000998902624137993,9.99999000001e-07,0.9999992238211963,0.9523806317589082,0.9997994925023886,0.9994597881115147,0.9999989970312124,0.9900886153547148,0.9900843688686086,0.9944663222647445,0.9999490025278731,0.9999490013618219,0.999999949920788,0.012025168237255556,0.9999949923871098,0.9999999999999
33290,9999999999878.0,1001151,9999004010485.0,20002171,110,200.0,10888,19439,69197625,100355894310.0,102527,0,0,0,2,330,0,0,3,170,0,2000,168,400.0,33290,9.999999999e-11,0.0010001496991285676,9.99999000001e-07,0.9999011406718483,0.09090909090909091,0.999000999000999,0.7617519234364218,0.9801364244796072,0.0009989016058381095,9.99999000001e-07,0.9999992238204216,0.9523806318739529,0.9998000297960601,0.9994594513566788,0.9999989983153668,0.9900886174554304,0.9900843682029578,0.9944643372603524,0.9999490006334022,0.9999490025488725,0.9999999499208276,0.011991422174734345,0.9999949923829843,0.9999999999999
33300,10000000001012.0,999969,9999013691063.0,1996,98,201.0,20894,67,69172721,100355999460.0,0,0,0,0,0,0,0,3,0,0,24,2000,0,199.0,33300,9.999999999e-11,0.0009989700609071648,9.99999000001e-07,0.9998991753902001,0.09090909090909091,0.999000999000999,0.7617659700274819,0.009887859998984826,0.000998901570108996,9.99999000001e-07,0.999999224154383,0.9523806319262926,0.9998000297960601,0.9994593835359189,0.9999989998729839,0.9900886207402879,0.9900843762480124,0.9944647363480009,0.9999489993552582,0.9999490025488725,0.9999999499208557,0.01191392221418525,0.9999949923832292,0.9999999999999
33310,10000000000967.0,1000002,9999003498811.0,20044726,113,200.0,15269,24235,68903307,100356097190.0,103558,0,0,0,0,0,0,320,213,213,0,2000,2000,400.0,33310,9.999999999e-11,0.000999002995006987,9.99999000001e-07,0.9999011871178088,0.09090909090909091,0.999000999000999,0.7614602030635131,0.30813252649593326,0.0009989025524081104,9.99999000001e-07,0.999999224188522,0.9523806321041528,0.999800029196234,0.9994594698260242,0.9999989790125826,0.9900886200416771,0.9900843755228691,0.9944648680803609,0.9999490025508724,0.9999490025428728,0.9999999499208552,0.01206037842193574,0.9999951278767114,0.9999999999999
33320,10000000000021.0,1000992,9999013237199.0,10013771,112,200.0,25012,435,69169059,100356543049.0,101179,200,0,2002,2002,65,20,22,61,65,979,2000,1728,0.0,33320,9.999999999e-11,0.0009999910169919191,9.99999000001e-07,0.9999002196017892,0.09090909090909091,0.999000999000999,0.761802321278564,0.005032833545364733,0.000998902526666115,9.99999000001e-07,0.9999992246138415,0.9990001939113624,0.9998000090382712,0.9994589956474481,0.9999989826192711,0.9900886261188192,0.9900843830069613,0.9944567199912174,0.9999490025076727,0.9999490025508724,0.9999999499208928,0.011913114316382794,0.9999949923856222,0.9999999999999
33330,10000000000142.0,1000855,9999012986677.0,10056916,98,200.0,10457,492,69081662,100356257470.0,100544,0,0,0,0,1000,0,2,590,1038,0,2000,8,399.0,33330,9.999999999e-11,0.0009998542908337476,9.99999000001e-07,0.9999002556290632,0.09090909090909091,0.999000999000999,0.760635490188014,0.22468261875240447,0.0009989025000239208,9.99999000001e-07,0.9999992249042505,0.9523806323284034,0.9997994362680658,0.9994595056417772,0.999999,0.9904512721032309,0.9900843883878971,0.9944652154725773,0.9999489996530492,0.9999490025468727,0.999999949920847,0.01195214506604911,0.9999949923867355,0.9999999999999
33340,10000000001243.0,999768,9999002746130.0,20034796,109,200.0,12884,12781,69328552,100356959268.0,200687,0,1,2000,0,0,0,10,217,197,0,2000,1040,200.0,33340,9.999999999e-11,0.000998769462252263,9.99999000001e-07,0.9999012305193768,0.09090909090909091,0.999000999000999,0.7618556284998803,0.9897767489071327,0.000998900474992804,9.99999000001e-07,0.9999992249466767,0.9523806324657753,0.9997997924105968,0.9994584875119218,0.9999989999929999,0.9900886292397416,0.990084388668304,0.994461213291432,0.9999490025469726,0.9999490023489421,0.9999999499210948,0.01166744421718286,0.9999949923783429,0.9999999999999
33350,10000000000167.0,1000797,9999012602351.0,10032216,110,200.0,14902,22539,69648035,100357453460.0,28,200,2002,2005,2005,24,10,433,61,0,994,2000,1772,200.0,33350,9.999999999e-11,0.0009997964067555082,9.99999000001e-07,0.9999002749290563,0.09090909090909091,0.999000999000999,0.7618718798712978,0.9802087786914967,0.0009989014585317399,9.99999000001e-07,0.9999992250791947,0.9990147146063051,0.9998000259370559,0.9994582501637416,0.9999989999935,0.9900886290342916,0.9900843932338835,0.9944600630842158,0.9999490025045727,0.9999490019385295,0.9999999499210603,0.011626282112851502,0.9999949923639151,0.9999999999999
33360,10000000000261.0,1000740,9999002197863.0,19986791,110,200.0,11425,23632,69549283,100357233932.0,12,1,0,1,1920,0,9,284,61,4,1002,2000,1128,400.0,33360,9.999999999e-11,0.0009997395206720826,9.99999000001e-07,0.9999013232320715,0.09090909090909091,0.999000999000999,0.7618153997828042,0.9897831964108427,0.0009989004216181957,9.99999000001e-07,0.9999992254592589,0.9523806326686259,0.9998000294161712,0.9994587673947118,0.999998999994,0.9900886381180275,0.9900844009897686,0.9944624556958829,0.9999490007946846,0.9999490019748707,0.9999999499208823,0.0118725939756468,0.9999949923659308,0.9999999999999
33370,10000000000084.0,1000871,9999011956591.0,1274,104,200.0,18318,0,69382789,100357097950.0,102617,0,0,0,0,0,0,76,508,508,0,2000,0,0.0,33370,9.999999999e-11,0.0009998702588541503,9.99999000001e-07,0.9998993568725008,0.09090909090909091,0.999000999000999,0.7611550884583137,0.0005095690134299117,0.0009989013940494562,9.99999000001e-07,0.9999992257787896,0.9523806327474477,0.9998000299960005,0.9994589036598751,0.9999989969869488,0.99008864091386,0.9900844049747961,0.9944630313026765,0.9999490025457727,0.9999490025508724,0.999999949920864,0.011803634081695597,0.999994992370704,0.9999999999999
33380,10000000001135.0,999854,9999011435023.0,49962,109,200.0,15740,32093,69116142,100356828400.0,98020,200,1990,1990,2000,63,20,53,320,240,20,2000,232,200.0,33380,9.999999999e-11,0.00099885529054233,9.99999000001e-07,0.9998994217531292,0.09090909090909091,0.999000999000999,0.7617547119362038,0.9800678918446465,0.000998901341664967,9.99999000001e-07,0.9999992261013779,0.9990007634624789,0.9998000295961189,0.999459385438928,0.999999,0.9900886453928702,0.9900844111176451,0.9944651273754975,0.9999490025415728,0.9999490017502736,0.999999949920842,0.011961109915505202,0.9999949923887073,0.9999999999999
33390,10000000001242.0,999715,9999010980304.0,10050029,108,200.0,17067,90,68961285,100356613170.0,71,200,1930,0,1,0,1,2,442,260,1,2000,91,400.0,33390,9.999999999e-11,0.0009987165680661557,9.99999000001e-07,0.999900471412477,0.09090909090909091,0.999000999000999,0.7617168906454008,0.9801592710295179,0.0009989012984779756,9.99999000001e-07,0.9999992263810266,0.9545657859577673,0.9998000299960005,0.9994585691117704,0.9999989999110921,0.99008864960994,0.9900844170026382,0.9944668019576888,0.9999490025505724,0.9999490007276488,0.9999999499208131,0.01214052581770117,0.9999949923957498,0.9999999999999
33400,10000000000279.0,1000713,9999010745550.0,12681,107,200.0,4082,6282,68954287,100356717024.0,100625,0,2000,1,2000,0,10,87,260,258,1004,2000,744,401.0,33400,9.999999999e-11,0.000999712574630304,9.99999000001e-07,0.9998995019003643,0.09090909090909091,0.999000999000999,0.7616963739489293,0.06323257677832088,0.0009989022767290898,9.99999000001e-07,0.9999992267101879,0.9523806329071192,0.9998000299960005,0.9994590343072713,0.9999989927031415,0.9900886531309898,0.9900844210315164,0.9944657583655898,0.9999490019635582,0.999949002531173,0.9999999499207721,0.01209940126269967,0.9999949923981334,0.9999999999999
33410,10000000000269.0,1000765,9999010372702.0,9994892,112,200.0,15380,443,68865447,100356740250.0,100536,200,2000,0,0,0,0,11,301,0,0,2000,0,199.0,33410,9.999999999e-11,0.0009997644707094705,9.99999000001e-07,0.9999005282960104,0.09090909090909091,0.999000999000999,0.7617088337387375,0.9800552863332406,0.0009989022384653478,9.99999000001e-07,0.9999992269049066,0.9990030136878784,0.9997997472834138,0.99945918743721,0.9999989995558027,0.9900886559632021,0.9900844269746011,0.9944673309240247,0.9999490002249957,0.9999489997230446,0.999999949920809,0.012120912281861759,0.9999949923992828,0.9999999999999
33420,10000000001118.0,999901,9999010045589.0,12989,119,200.0,9498,14490,68882062,100356979171.0,100148,1,10,92,3998,571,21,470,7,133,26,2000,2000,400.0,33420,9.999999999e-11,0.0009989021966946231,9.99999000001e-07,0.9998995579264108,0.09090909090909091,0.999000999000999,0.7617028198284453,0.1266256033523823,0.0009989012029338405,9.99999000001e-07,0.9999992270622379,0.952380633022617,0.9998000282365128,0.9994597653991112,0.9999989985910176,0.9900886587356668,0.9900844301503198,0.9944669139327679,0.9999490012800253,0.999949002512873,0.9999999499208546,0.012146983076854606,0.9999951114552119,0.9999999999999
33430,10000000001265.0,999738,9998999869986.0,19995871,109,200.0,5786,69,68862889,100357038150.0,30,0,0,0,30,735,0,0,7,734,1002,2000,0,200.0,33430,9.999999999e-11,0.0009987395221476073,9.99999000001e-07,0.99990156524248,0.09090909090909091,0.999000999000999,0.7616826353891037,0.980067347600575,0.000998901192566583,9.99999000001e-07,0.9999992268824895,0.9523806332025518,0.9998000229976102,0.9994600052720092,0.999998999999,0.9900886620284802,0.9900844267606321,0.9944672968551469,0.9999490025507725,0.9999490025408728,0.999999949920827,0.012171569580636097,0.999994992403421,0.9999999999999
33440,10000000001313.0,999697,9999009625425.0,10049411,125,200.0,12108,18526,69026514,100357568026.0,98235,200,2000,1999,0,331,0,274,2,251,1021,2000,0,0.0,33440,9.999999999e-11,0.0009986986040016754,9.99999000001e-07,0.9999005860471409,0.09090909090909091,0.999000999000999,0.7617757698806173,0.15959275017054983,0.0009989021643564253,9.99999000001e-07,0.9999992274273042,0.9990030041472854,0.9997997780380464,0.9994585620151957,0.999998999995,0.9900886631435095,0.9900844370778678,0.9944646975676957,0.9999490009931304,0.9999490025468727,0.9999999499209614,0.011936103839943625,0.999994992389905,0.9999999999999
33450,10000000000357.0,1000612,9999009446668.0,10052507,109,200.0,13955,494,69147916,100357565690.0,0,0,0,2000,0,0,0,10,60,611,0,2000,19,0.0,33450,9.999999999e-11,0.0009996117764611316,9.99999000001e-07,0.9999006258951787,0.09090909090909091,0.999000999000999,0.7613144233293938,0.3799176695527196,0.0009989011452097346,9.99999000001e-07,0.9999992276993833,0.9523806334768838,0.9997999691772627,0.999459553131305,0.9999989998039616,0.9900886673372465,0.9900844420018958,0.9944654052835259,0.9999489969902084,0.9999490025428728,0.9999999499208285,0.012045752156295808,0.9999949923868469,0.9999999999999
33460,10000000001357.0,999633,9999009194274.0,10000721,113,200.0,22908,498,69228565,100358060630.0,0,200,1,3,3,357,10,0,4,0,0,2000,0,201.0,33460,9.999999999e-11,0.0009986347317671794,9.99999000001e-07,0.9999006238353642,0.09090909090909091,0.999000999000999,0.7618033413361319,0.9800589166420187,0.0009989021231718274,9.99999000001e-07,0.999999227558226,0.9990245791205923,0.9997996713011005,0.9994579509823721,0.9999989999922999,0.9900886687182603,0.9900844412269534,0.9944633964630956,0.9999490025410728,0.9999489989632325,0.9999999499209696,0.011903431702901552,0.9999949923800951,0.9999999999999
33470,10000000000221.0,1000828,9998999045391.0,19924563,113,200.0,6091,10341,69353741,100358279050.0,100601,200,2000,3930,0,138,20,136,27,0,1004,2000,912,200.0,33470,9.999999999e-11,0.0009998273447981603,9.99999000001e-07,0.9999016336023415,0.09090909090909091,0.999000999000999,0.7617626013281025,0.10740974818542871,0.0009989020948019897,9.99999000001e-07,0.999999228060728,0.9990259653588355,0.9998000097983271,0.9994589567532363,0.999998999997,0.9900886721449188,0.9900844490509193,0.9944632435432974,0.9999490025502724,0.9999490022718092,0.999999949920927,0.011837011570426213,0.9999949923766669,0.9999999999999
33480,10000000000942.0,1000071,9998998735098.0,20072736,107,200.0,22331,8669,69405045,100358335760.0,102750,0,0,0,0,0,0,6,340,340,0,2000,78,400.0,33480,9.999999999e-11,0.0009990718572086895,9.99999000001e-07,0.9999016667985052,0.09090909090909091,0.999000999000999,0.7617999457389072,0.9801043929789253,0.0009989020774050976,9.99999000001e-07,0.9999992283368119,0.9523806338152032,0.9997996887371936,0.9994579370335261,0.9999989994527007,0.9900886751209774,0.9900844529711241,0.9944628508877279,0.9999490025458726,0.9999490025488725,0.9999999499208919,0.011885051579325302,0.9999949923702175,0.9999999999999
33490,10000000000803.0,1000155,9998998423593.0,19996529,104,201.0,26410,3,69204308,100358766360.0,103033,200,2000,3740,0,112,1,421,22,22,1002,2000,1,201.0,33490,9.999999999e-11,0.0009991556894414265,9.99999000001e-07,0.9999016636648369,0.09090909090909091,0.999000999000999,0.7618226763039521,0.9800665925973132,0.0009989020392828726,9.99999000001e-07,0.9999992280857201,0.9990243701856413,0.9998000105987526,0.9994584142209455,0.999998999997,0.9900886768913303,0.990084454592276,0.9944620368358951,0.9999490025508724,0.9999490025488725,0.9999999499210669,0.011812551033972038,0.9999949923795322,0.9999999999999
33500,10000000000860.0,1000138,9999008276384.0,58066,104,200.0,6155,39739,69415151,100359305966.0,102380,0,0,3,0,0,0,188,0,376,1006,2000,0,401.0,33500,9.999999999e-11,0.0009991387233954608,9.99999000001e-07,0.9998996847297706,0.09090909090909091,0.999000999000999,0.7615590885506012,0.2886760865418524,0.0009989010265737015,9.99999000001e-07,0.9999992282827525,0.9523806340777574,0.9998000298560423,0.9994567632466023,0.9999989999933,0.9900886774919895,0.9900844566403812,0.9944586301464741,0.9999489997260614,0.9999490025497725,0.999999949921239,0.011590142926895452,0.999994992367735,0.9999999999999
33510,10000000000861.0,1000163,9999007860959.0,989,110,200.0,7152,3,69439709,100359287284.0,103463,200,0,2382,2379,23,12,48,72,249,990,2000,0,200.0,33510,9.999999999e-11,0.0009991636734628584,9.99999000001e-07,0.9998997226306907,0.09090909090909091,0.999000999000999,0.7618208224314597,0.9800928513177887,0.0009989019901557661,9.99999000001e-07,0.9999992286849935,0.9990106149988897,0.9998000296561015,0.9994579392864726,0.9999989999932,0.9900886802098013,0.9900844618415872,0.9944588862704605,0.9999490007775251,0.9999490025477725,0.9999999499212348,0.01154742461755146,0.9999949923657415,0.9999999999999
33520,9999999999515.0,1001488,9999007590165.0,1984,116,200.0,5206,11,69347179,100359326830.0,3360,200,1940,3999,0,427,0,17,19,427,1004,2000,68,200.0,33520,9.999999999e-11,0.001000486025251543,9.99999000001e-07,0.9998997486019752,0.09090909090909091,0.999000999000999,0.7614843027152475,0.07367637272640884,0.0009989019623023953,9.99999000001e-07,0.9999992288668572,0.9814811536498125,0.999800009197996,0.9994582061992194,0.9999989999919999,0.9900886844178522,0.9900844651464568,0.9944594494337005,0.9999489984532618,0.9999490025449728,0.9999999499212474,0.011579691981249272,0.9999949923747509,0.9999999999999
33530,10000000000295.0,1000710,9999007580870.0,49090,104,201.0,3817,81,69560212,100359576740.0,21,200,2000,3940,0,776,0,1,148,0,1004,2000,4,0.0,33530,9.999999999e-11,0.000999709580625572,9.99999000001e-07,0.9998997633119103,0.09090909090909091,0.999000999000999,0.7619090062858416,0.9800577522834275,0.0009989009576382274,9.99999000001e-07,0.9999992291339398,0.9990051463309069,0.9998000006000564,0.9994578014344434,0.999998999997,0.9900886876934477,0.9900844708618773,0.9944588027607516,0.9999490019685637,0.9999490024508676,0.9999999499211963,0.011591737311752193,0.9999949923623971,0.9999999999999
33540,10000000000219.0,1000753,9998997137670.0,19974797,100,200.0,13289,28940,69639054,100359778960.0,0,200,0,0,0,0,0,2,209,209,24,2000,8,0.0,33540,9.999999999e-11,0.0009997524946916798,9.99999000001e-07,0.9999017760467247,0.09090909090909091,0.999000999000999,0.7619138415093001,0.9800579396142294,0.000998900917975884,9.99999000001e-07,0.9999992293636613,0.9990090575258499,0.9998000297960601,0.9994577307325655,0.9999989999929999,0.9900886907273428,0.9900844751253525,0.9944581475394417,0.9999490025422728,0.9999490025488725,0.9999999499211852,0.011553394221674144,0.9999949923581426,0.9999999999999
33550,9999999998994.0,1002030,9998996922041.0,20047018,103,200.0,12460,2897,69739261,100360064140.0,2492,200,2000,3960,0,119,0,611,28,8,979,2000,84,0.0,33550,9.999999999e-11,0.0010010269409743357,9.99999000001e-07,0.9999018016787726,0.09090909090909091,0.999000999000999,0.7619310786070282,0.9897945792618897,0.0009989018963301925,9.99999000001e-07,0.9999992291127345,0.9990005858656735,0.9998000016198993,0.9994575540528586,0.9999989991573907,0.9900886881673707,0.9900844717498472,0.9944574340002312,0.9999490025411728,0.9999490025431728,0.99999994992121,0.011509172709231633,0.9999949923497402,0.9999999999999
33560,9999999999871.0,1001112,9999006834369.0,10090154,102,200.0,13599,58,69829982,100360430006.0,98625,200,2002,1908,1907,63,0,554,208,208,27,2000,0,0.0,33560,9.999999999e-11,0.0010001107770997162,9.99999000001e-07,0.9999008573088599,0.09090909090909091,0.999000999000999,0.7619265644211497,0.9801581676038706,0.0009989008830781074,9.99999000001e-07,0.9999992295107818,0.999006864678802,0.9998000290962625,0.9994575354947153,0.9999989999919999,0.9900886916415247,0.9900844766458278,0.9944573932277716,0.9999490025442728,0.9999490025419728,0.9999999499210821,0.011511193115172418,0.9999949923427778,0.9999999999999
33570,9999999998910.0,1002068,9999006401266.0,9999280,105,200.0,28913,44424,70052494,100360451268.0,51,200,2000,2060,2060,62,0,0,0,320,1006,2000,280,200.0,33570,9.999999999e-11,0.0010010648649329264,9.99999000001e-07,0.9999008929307104,0.09090909090909091,0.999000999000999,0.7619158530680247,0.31483685771907877,0.0009989018444784377,9.99999000001e-07,0.999999230124674,0.999026440452394,0.9998000283964549,0.9994572986719951,0.9999989999929999,0.9900887003923059,0.9900844875857733,0.9944564467882894,0.9999490023477416,0.999949002334837,0.9999999499210753,0.011443902320111842,0.9999949923338812,0.9999999999999
33580,9999999999024.0,1001995,9999006047300.0,1972,105,200.0,10614,0,69835587,100360364062.0,50,120,3141,2,3999,197,2,383,4,165,1006,2000,0,401.0,33580,9.999999999e-11,0.0010009920110099282,9.99999000001e-07,0.999899935135353,0.09090909090909091,0.999000999000999,0.761904594436694,0.14172363248874942,0.0009989018073788664,9.99999000001e-07,0.9999992301936448,0.9523806349469067,0.9997998638100039,0.9994575568475542,0.9999989845251792,0.9900887018792802,0.9900844931028339,0.9944583803684848,0.9999490009256196,0.9999490025412728,0.9999999499211032,0.011502346605942609,0.9999949923465723,0.9999999999999
33590,9999999999921.0,1001028,9999005911315.0,21511,109,200.0,6462,1,70028379,100361088286.0,99917,200,1990,4000,3997,950,20,785,8,419,0,2000,2000,400.0,33590,9.999999999e-11,0.0010000269450272732,9.99999000001e-07,0.9998999493794886,0.09090909090909091,0.999000999000999,0.7619460632888266,0.096217383497326,0.0009989017935180988,9.99999000001e-07,0.999999230563056,0.9990037207169944,0.9998000294561599,0.9994560012176785,0.999998967664144,0.9900887059043566,0.9900844961191788,0.9944561588341949,0.9999490015649525,0.9999489972076491,0.9999999499210723,0.011279486818870891,0.9999968401027091,0.9999999999999
33600,10000000000269.0,1000705,9999005452124.0,714,107,200.0,9439,51443,69945917,100360756075.0,4,2,20,20,0,0,0,0,0,10,1003,2000,256,201.0,33600,9.999999999e-11,0.0009997045906176458,9.99999000001e-07,0.9998999911240123,0.09090909090909091,0.999000999000999,0.7614736629347562,0.9801259602503759,0.0009989017496998707,9.99999000001e-07,0.9999992308654578,0.9523806351084824,0.9998000293961768,0.9994574709285795,0.9999989974304142,0.9900887089977525,0.9900845017653283,0.9944553849765854,0.9999490024447667,0.9999490025368729,0.9999999499211192,0.011495843439319746,0.9999949923391951,0.9999999999999
33610,10000000000178.0,1000826,9999005177499.0,13373,103,200.0,4121,0,70004044,100360991840.0,33,200,0,0,0,326,0,3,3,326,1020,2000,776,200.0,33610,9.999999999e-11,0.0009998253487954664,9.99999000001e-07,0.9999000116971316,0.09090909090909091,0.999000999000999,0.7616193514008028,0.0005395288956529537,0.0009989017223788344,9.99999000001e-07,0.9999992310287958,0.9615381413487488,0.999800029196234,0.9994570596953294,0.9999989998789853,0.9900887120606902,0.9900845050271146,0.9944562284678566,0.9999490025454726,0.9999490025428728,0.9999999499211416,0.011381745870814882,0.9999949923370806,0.9999999999999
33620,10000000000196.0,1000756,9999004785837.0,987,115,201.0,7435,0,69841073,100360848220.0,64,121,3130,1441,1441,157,0,68,0,113,985,2000,320,199.0,33620,9.999999999e-11,0.0009997554886961542,9.99999000001e-07,0.9999000643338849,0.09090909090909091,0.999000999000999,0.7619286941041765,0.0003197911499997209,0.0009989006781672928,9.99999000001e-07,0.9999992312827759,0.9523806352730474,0.9998000289962904,0.9994571381147148,0.9999990000001,0.990088715479406,0.990084509734722,0.994457175690533,0.9999490014166463,0.9999490025431728,0.9999999499211691,0.011444650235009905,0.9999949923440116,0.9999999999999
33630,9999999999363.0,1001639,9999004534597.0,9997734,119,200.0,15865,977,69995524,100360965222.0,0,0,2000,3990,0,0,20,10,0,263,23,2000,60,200.0,33630,9.999999999e-11,0.0010006367232331774,9.99999000001e-07,0.99990108910529,0.09090909090909091,0.999000999000999,0.7619241315274727,0.20951641056721967,0.0009989016582220992,9.99999000001e-07,0.9999992316000113,0.9523806354208508,0.999800009398215,0.9994574498871154,0.9999989993936326,0.9900887194256771,0.9900845155123615,0.9944572393653727,0.999948999892361,0.9999490011452724,0.9999999499210352,0.011509842081481387,0.9999949923371293,0.9999999999999
33640,10000000000476.0,1000534,9999004310742.0,10065652,112,201.0,11858,18106,70066447,100361386540.0,0,0,0,0,0,318,0,1,0,318,0,2000,4,0.0,33640,9.999999999e-11,0.0009995339323165635,9.99999000001e-07,0.9999010982730185,0.09090909090909091,0.999000999000999,0.761963621382923,0.9802586688573877,0.0009989006326317001,9.99999000001e-07,0.9999992316995717,0.9523806355524131,0.999800029196234,0.9994560896879686,0.999998999999,0.9900887209956576,0.9900845176341008,0.9944554440046058,0.9999489993568682,0.9999490025428728,0.9999999499211183,0.011390912393666897,0.9999949923329469,0.9999999999999
33650,10000000000618.0,1000405,9999004035137.0,10033318,116,200.0,22868,85,69966087,100361469470.0,22,200,2000,2000,2041,0,0,94,199,179,1019,2000,4,200.0,33650,9.999999999e-11,0.000999405190050847,9.99999000001e-07,0.9999011124511055,0.09090909090909091,0.999000999000999,0.7617101384512535,0.004854686800259138,0.000998901604916753,9.99999000001e-07,0.9999992319142469,0.999009784384924,0.9997998503275167,0.9994570622756521,0.9999989962601658,0.9900887238941319,0.9900845217309616,0.9944557752078264,0.9999490025423728,0.9999490025468727,0.9999999499212048,0.011309712052065945,0.9999949923347604,0.9999999999999
33660,9999999999690.0,1001278,9998993892460.0,20048170,101,200.0,15367,50,70264850,100361891730.0,0,200,0,1,1599,277,8,0,3,0,0,2000,287,0.0,33660,9.999999999e-11,0.0010002764452015016,9.99999000001e-07,0.999902108759017,0.09090909090909091,0.999000999000999,0.761992333138041,0.9801528497658913,0.0009988995908468013,9.99999000001e-07,0.9999992321134203,0.954545137287285,0.9998000263969508,0.9994566069971932,0.9999989972745923,0.9900887265127128,0.9900845224997937,0.9944527302484127,0.9999490025506724,0.9999489997675911,0.9999999499211194,0.011288670737363518,0.9999949923187319,0.9999999999999
