Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1
14110,10000000000331.0,1000672,9999575765145.0,10001498,102,200.0,2809,7,70149588,100137718480.0,1612,18,0,0,0,49,1,1,0,43,2000,2000,1,0.0,14110,9.999999999e-11,0.0009996716565640828,9.99999000001e-07,0.999768677771022,0.09090909090909091,0.999000999000999,0.7595649468001149,0.9796388412867337,0.0009989576629198138,9.99999000001e-07,0.9999981809419316,0.9523802048085703,0.9997999801861347,0.9994717637020768,0.999998999999,0.9900746546098388,0.9900647033324264,0.9945133763201216,0.9999490025507725,0.9999490024828713,0.9999999499583888,0.010265315255750288,0.9999949923241273,0.9999999999999
14120,10000000000341.0,1000659,9999565400486.0,19960902,101,200.0,20821,21523,69978310,100137747110.0,99,0,0,20,0,0,0,0,0,2,1026,2000,0,200.0,14120,9.999999999e-11,0.000999658682542386,9.99999000001e-07,0.9997740817236502,0.09090909090909091,0.999000999000999,0.759558165343849,0.9893245165850084,0.0009989566279636698,9.99999000001e-07,0.9999981822099618,0.9523802051706078,0.9998000265969047,0.9994717872762564,0.9999989999919999,0.9900746655199103,0.9900647220716544,0.9945141342665669,0.9999490003940421,0.9999490025428728,0.9999999499129878,0.010414075524743611,0.9999949923362732,0.9999999999999
14130,10000000000356.0,1000634,9999575181202.0,10101622,112,200.0,21466,66,69782810,100137349849.0,100486,0,0,11,11,0,1,762,0,497,21,2000,2000,400.0,14130,9.999999999e-11,0.0009996337324997139,9.99999000001e-07,0.999769208552891,0.09090909090909091,0.999000999000999,0.7592391722322601,0.011169873123852482,0.000998957597756999,9.99999000001e-07,0.9999981816441916,0.9523802059203879,0.9997995296752139,0.9994704150957107,0.9999989893672337,0.9900746603044127,0.9900647162320982,0.9945153945928321,0.9999490008613102,0.9999490025421728,0.9999999499127145,0.010244961728626517,0.999996715997472,0.9999999999999
14140,9999999999474.0,1001491,9999574798408.0,62994,128,200.0,20194,981,69953539,100137607961.0,93,200,3910,0,0,503,0,0,0,503,1000,2000,44,0.0,14140,9.999999999e-11,0.0010004890192516207,9.99999000001e-07,0.9997639293354005,0.09090909090909091,0.999000999000999,0.7592254555501471,0.16523658681965978,0.000998958570716391,9.99999000001e-07,0.9999981842200394,0.9534659817903905,0.9998000257970839,0.9994720111790747,0.9999989995578046,0.9900747188908178,0.9900647665520269,0.9945153050235288,0.9999490005824072,0.9999490025488725,0.9999999499127489,0.01020216330958615,0.9999949923375526,0.9999999999999
14150,9999999999511.0,1001504,9999574389321.0,9999524,114,200.0,14253,53,69907899,100137916412.0,1500,0,0,1520,1519,61,7,57,0,0,999,2000,0,200.0,14150,9.999999999e-11,0.0010005019932517504,9.99999000001e-07,0.9997694439736106,0.09090909090909091,0.999000999000999,0.7595208244363731,0.9796244686886032,0.000998957532133805,9.99999000001e-07,0.9999981862819628,0.9523802067340956,0.9998000298160542,0.9994718298186253,0.9999989977549711,0.9900747239026837,0.990064804266651,0.9945144427730078,0.9999490025508724,0.9999490025491725,0.999999949912897,0.010323491278009649,0.9999949923422762,0.9999999999999
14160,10000000000682.0,1000266,9999564201465.0,20003793,113,200.0,8274,12585,69821454,100137867884.0,90,190,3810,3811,0,431,0,1,121,1,0,2000,305,202.0,14160,9.999999999e-11,0.0009992664677273924,9.99999000001e-07,0.9997747785725964,0.09090909090909091,0.999000999000999,0.7595000167430147,0.9893391652658063,0.0009989565093774507,9.99999000001e-07,0.9999981876811125,0.9523802073478349,0.9997996347982877,0.999471934818043,0.9999989999541979,0.9900747465578389,0.9900648355892163,0.9945147710080893,0.9999490025465726,0.999949002492572,0.9999999499128581,0.010522171679772744,0.9999949923458192,0.9999999999999
14170,9999999999737.0,1001231,9999573919840.0,9988821,100,200.0,13095,28500,69912913,100137886520.0,0,0,1,1989,0,0,0,12,85,0,0,2000,195,0.0,14170,9.999999999e-11,0.001000229539178259,9.99999000001e-07,0.9997698601417297,0.09090909090909091,0.999000999000999,0.759463880573724,0.9797118407108197,0.0009989584746996124,9.99999000001e-07,0.9999981894613215,0.9523802077757927,0.999799970258265,0.9994720425772681,0.9999989980441822,0.9900747655233672,0.9900648620229542,0.9945151331592561,0.9999490005469686,0.9999490016992921,0.9999999499127438,0.01023050286457814,0.9999949923390324,0.9999999999999
14180,10000000000633.0,1000351,9999573467406.0,2237,112,200.0,14318,0,69681963,100137834900.0,74,0,1,3629,0,185,18,152,3,221,1027,2000,600,0.0,14180,9.999999999e-11,0.0009993512979297645,9.99999000001e-07,0.9997645872537158,0.09090909090909091,0.999000999000999,0.7594606022451774,0.0034453772471097063,0.0009989584378794862,9.99999000001e-07,0.99999819083415,0.9523802082588397,0.999799698499844,0.9994714183830817,0.999998999995,0.9900747854290982,0.9900648894014344,0.9945154713207309,0.9999490025462726,0.9999490025439727,0.9999999499128386,0.01026495992598712,0.9999949923556082,0.9999999999999
14190,9999999999750.0,1001254,9999573113406.0,4388,112,200.0,4367,272,69589722,100137874271.0,82,200,1960,0,3,0,0,104,2,2,1006,2000,60,0.0,14190,9.999999999e-11,0.0010002524931901834,9.99999000001e-07,0.9997647780506609,0.09090909090909091,0.999000999000999,0.7594366086530491,0.021500052550601497,0.0009989584020724332,9.99999000001e-07,0.9999981922177352,0.9628107020947518,0.9998000297960601,0.9994722613211813,0.9999989958561998,0.9900748026166848,0.9900649027938292,0.9945159901673298,0.9999490025441727,0.9999490025488725,0.9999999499128535,0.010289259397280348,0.9999949923610064,0.9999999999999
14200,10000000000808.0,1000165,9999572965378.0,14891,115,200.0,4467,1154,69623396,100138021161.0,101918,200,4000,5899,0,216,0,0,438,790,954,2000,0,200.0,14200,9.999999999e-11,0.0009991656694681961,9.99999000001e-07,0.9997648644428346,0.09090909090909091,0.999000999000999,0.758543434859349,0.42099466924533546,0.0009989583862276372,9.99999000001e-07,0.9999981934863484,0.9989739897799758,0.9998000109980901,0.9994720288338073,0.999999000001,0.990074816637855,0.9900649383016352,0.9945155395374845,0.9999489996417845,0.9999490025312731,0.9999999499128908,0.010278768340421079,0.9999949923590141,0.9999999999999
14210,10000000000654.0,1000337,9999572844943.0,10043407,112,200.0,15554,23831,69932477,100138938600.0,640,200,0,3,3,0,0,187,0,5,22,2000,0,0.0,14210,9.999999999e-11,0.0009993373258974237,9.99999000001e-07,0.9997702193870613,0.09090909090909091,0.999000999000999,0.7595714257465206,0.9796268793979053,0.0009989573711261675,9.99999000001e-07,0.9999981930711433,0.9629622125290754,0.9998000247972898,0.9994716540139036,0.9999989924974306,0.9900748070212041,0.9900649337490169,0.9945135789851739,0.9999490001622039,0.9999490025488725,0.9999999499130483,0.010249681326503227,0.999994992336724,0.9999999999999
14220,9999999999719.0,1001220,9999572552693.0,20188,108,200.0,5162,7978,70119525,100139221525.0,199803,200,0,2000,0,143,0,0,1,143,0,2000,124,200.0,14220,9.999999999e-11,0.0010002185611721831,9.99999000001e-07,0.9997648791260516,0.09090909090909091,0.999000999000999,0.759618970284335,0.9796286524277708,0.0009989583446099108,9.99999000001e-07,0.9999981940395529,0.9994999783100571,0.9997998660341351,0.9994714059335167,0.999998998757458,0.9900748306835057,0.9900649521111693,0.9945121043658662,0.9999490017624924,0.9999490025428728,0.9999999499131778,0.010187675901181008,0.9999949923298039,0.9999999999999
14230,10000000000035.0,1000960,9999572284202.0,9910803,106,200.0,13838,43766,70230222,100139496260.0,1844,0,0,1990,0,19,10,16,8,8,23,2000,212,0.0,14230,9.999999999e-11,0.000999959080958324,9.99999000001e-07,0.9997704207225988,0.09090909090909091,0.999000999000999,0.7596130342488993,0.97962382051075,0.0009989573288808967,9.99999000001e-07,0.9999981953752904,0.9523802115682539,0.9997999693974761,0.9994713683818286,0.999998999355585,0.9900748463300956,0.9900649820283072,0.9945124616782828,0.9999490025428728,0.9999490025418728,0.9999999499131192,0.01001645229330369,0.9999949923232604,0.9999999999999
14240,9999999999890.0,1001097,9999562035092.0,19922995,101,200.0,15398,68154,70237126,100139355940.0,102743,0,0,62,1970,15,10,0,0,13,0,2000,0,200.0,14240,9.999999999e-11,0.0010000958070878118,9.99999000001e-07,0.9997758428708736,0.09090909090909091,0.999000999000999,0.7590011023572916,0.9797479435321423,0.0009989572970148578,9.99999000001e-07,0.9999981976150146,0.9523802120020841,0.999800029196234,0.9994715214337002,0.999998999996,0.9900748708526408,0.9900650166776402,0.9945132057380299,0.9999490025418728,0.9999490025228731,0.9999999499129018,0.010416500100191356,0.9999949923228638,0.9999999999999
14250,10000000001054.0,999961,9999571724722.0,9999012,110,200.0,21588,33353,70087891,100139697960.0,100468,0,0,0,0,0,0,340,5,0,0,2000,0,201.0,14250,9.999999999e-11,0.0009989620768826382,9.99999000001e-07,0.9997707186713649,0.09090909090909091,0.999000999000999,0.7596299560247985,0.9797647518304571,0.000998957258795731,9.99999000001e-07,0.9999981965324701,0.9523802126483956,0.9998000297960601,0.9994713864812191,0.9999989999929999,0.9900748754972536,0.9900650018850764,0.99451250424353,0.9999490025469726,0.9999490024988724,0.999999949913176,0.010194473168759313,0.9999949923275265,0.9999999999999
14260,10000000000176.0,1000850,9999571322209.0,10001934,112,200.0,12393,77,70016323,100139979020.0,0,0,0,0,1980,350,10,10,79,350,0,2000,0,400.0,14260,9.999999999e-11,0.0009998493008272669,9.99999000001e-07,0.9997707670664859,0.09090909090909091,0.999000999000999,0.7594822828996867,0.16577685595676112,0.0009989582186921615,9.99999000001e-07,0.9999981980158569,0.9523802130082311,0.9997999505567472,0.9994709153735689,0.9999989999929999,0.9900748879023409,0.9900650352637295,0.9945116536796936,0.9999490017051016,0.9999490025468727,0.999999949913419,0.009965260793179428,0.9999949923328728,0.9999999999999
14270,10000000000173.0,1000841,9999561163818.0,20010865,114,200.0,3633,1,69924665,100140207562.0,131,0,1910,1910,1,966,0,797,29,84,19,2000,2000,400.0,14270,9.999999999e-11,0.0009998403188154763,9.99999000001e-07,0.9997760848423489,0.09090909090909091,0.999000999000999,0.7596369288342291,0.9893316763947407,0.0009989562057422972,9.99999000001e-07,0.9999981999538788,0.9523802137794805,0.9998000191980738,0.9994711507924617,0.9999989995939351,0.9900749085027116,0.9900650593251287,0.9945124683687864,0.9999490019995972,0.9999490019688642,0.9999999499132751,0.01037338877436995,0.9999968680094914,0.9999999999999
14280,10000000001177.0,999791,9999560756005.0,20028166,109,200.0,10397,15982,70090427,100139960566.0,101311,200,0,0,0,140,0,0,1,3,0,2000,64,0.0,14280,9.999999999e-11,0.000998792416331284,9.99999000001e-07,0.9997763607487905,0.09090909090909091,0.999000999000999,0.7596151007351373,0.9797393564833248,0.000998957169303996,9.99999000001e-07,0.9999982014694531,0.9676786294558664,0.9997998926487306,0.9994710183153357,0.9999989993525811,0.9900749303311082,0.9900650951758698,0.9945124703363488,0.9999490025484725,0.999949001177059,0.9999999499131204,0.010064684544769553,0.9999949923315224,0.9999999999999
14290,9999999999833.0,1001160,9999570688579.0,113327,96,200.0,7053,11,70119919,100140310732.0,35,0,21,21,21,613,10,539,6,613,1022,2000,2000,0.0,14290,9.999999999e-11,0.0010001586811347952,9.99999000001e-07,0.9997659966486929,0.09090909090909091,0.999000999000999,0.7589737077779977,0.006403707788889208,0.0009989581493195698,9.99999000001e-07,0.9999982028475288,0.9523802151983064,0.9998000240374331,0.9994712681449874,0.9999989575581257,0.9900749470143249,0.9900651139093526,0.9945042361859368,0.9999490025463726,0.9999490025412728,0.9999999499131694,0.010010456239097713,0.9999975363341991,0.9999999999999
14300,9999999999750.0,1001246,9999560214276.0,20023603,100,200.0,15073,22814,70091035,100140180400.0,100283,110,1030,0,2051,178,11,0,131,129,0,2000,21,200.0,14300,9.999999999e-11,0.0010002445091861554,9.99999000001e-07,0.9997766560656245,0.09090909090909091,0.999000999000999,0.7596195289045069,0.9893669744018876,0.000998956112516234,9.99999000001e-07,0.9999982038800311,0.9523802152464512,0.9998000299960005,0.9994710389175302,0.9999989999961,0.990074963968326,0.9900651321668061,0.9945126814897517,0.9999490025277731,0.999949002530873,0.9999999499131873,0.010070713103051328,0.9999949923314961,0.9999999999999
14310,10000000000498.0,1000526,9999569882095.0,9992755,115,200.0,18435,64740,70012121,100140410850.0,47,200,2000,0,0,0,10,10,367,367,999,2000,732,401.0,14310,9.999999999e-11,0.0009995259483010503,9.99999000001e-07,0.9997716733787958,0.09090909090909091,0.999000999000999,0.7592002568169297,0.9798619180799447,0.0009989570748504893,9.99999000001e-07,0.9999982051117423,0.9990051913420999,0.9998000299960005,0.9994712197331259,0.999998999996,0.990074976351429,0.9900651606639554,0.9945094762822675,0.9999490025416728,0.9999490025508724,0.9999999499133483,0.010171626201781156,0.9999949923344997,0.9999999999999
14320,9999999999682.0,1001350,9999569403186.0,78482,116,200.0,19755,90,69733350,100140109335.0,99677,200,1910,1910,1950,135,20,17,669,668,975,2000,8,200.0,14320,9.999999999e-11,0.001000348301228565,9.99999000001e-07,0.9997665430065206,0.09090909090909091,0.999000999000999,0.7591654662030489,0.9797468602382239,0.000998958024428466,9.99999000001e-07,0.9999982065113703,0.9989956850685459,0.9997999707787038,0.9994712515019135,0.9999989999929999,0.9900749981689377,0.9900651833359355,0.994512925699851,0.9999490025505724,0.9999490025351729,0.9999999499133585,0.010298302503289112,0.9999949923485236,0.9999999999999
14330,10000000000751.0,1000323,9999569112307.0,10001039,109,200.0,11914,87,69912399,100140306586.0,100546,200,0,3,3,0,10,7,0,0,0,2000,20,400.0,14330,9.999999999e-11,0.000999323353864692,9.99999000001e-07,0.9997721023384932,0.09090909090909091,0.999000999000999,0.7596115948388777,0.011306754817950104,0.0009989570035473605,9.99999000001e-07,0.9999982084104716,0.9642849690632715,0.9998000297960601,0.999471517648838,0.9999989997932572,0.9900750166645695,0.9900652175322261,0.9945131046261121,0.9999490025421728,0.9999490025488725,0.999999949913172,0.010124060718269719,0.9999949923380288,0.9999999999999
14340,10000000000773.0,1000187,9999568791408.0,10005282,117,201.0,4046,31437,69683200,100140364030.0,1177,200,2000,0,1,20,0,19,0,6,981,2000,1000,199.0,14340,9.999999999e-11,0.0009991876255263875,9.99999000001e-07,0.9997722379840117,0.09090909090909091,0.999000999000999,0.7592827777833471,0.9797632787525474,0.0009989579651989795,9.99999000001e-07,0.9999982094600076,0.9990019905541024,0.9998000293961768,0.9994715533040205,0.999998990665778,0.9900750346309802,0.990065236792969,0.9945097795438906,0.9999490000227279,0.999949002534873,0.9999999499132591,0.010164043496631293,0.9999949923555235,0.9999999999999
14350,9999999999869.0,1001121,9999568373144.0,10001715,112,201.0,3161,4880,69509547,100140021922.0,80,200,0,1,2000,201,10,11,201,201,1003,2000,0,201.0,14350,9.999999999e-11,0.0010001197591066433,9.99999000001e-07,0.9997725656283998,0.09090909090909091,0.999000999000999,0.7595402068622286,0.055963871104652375,0.0009989569247743782,9.99999000001e-07,0.9999982113056857,0.9990010250989281,0.9997998282702479,0.9994712846204012,0.9999989995548019,0.9900750596545247,0.9900652766442735,0.9945146626150401,0.9999490025410728,0.9999490025471727,0.999999949913185,0.010246150371360974,0.9999949923616424,0.9999999999999
14360,10000000000809.0,1000186,9999568008347.0,10052485,109,201.0,3305,68,69482108,100139979596.0,5025,0,0,20,21,261,0,12,0,261,2000,2000,44,401.0,14360,9.999999999e-11,0.0009991866275237634,9.99999000001e-07,0.999772812684315,0.09090909090909091,0.999000999000999,0.7592852907781553,0.010974560995242187,0.000998957891319905,9.99999000001e-07,0.9999982129369444,0.9523802171384141,0.9998000295961197,0.9994720185293512,0.9999989999961,0.9900750801878556,0.9900653051205245,0.994515088268515,0.9999489999273433,0.9999490025488725,0.9999999506095939,0.010486368509393707,0.999994992367325,0.9999999999999
14370,9999999999859.0,1001083,9999567764865.0,42586,107,200.0,28918,21,69550014,100140325018.0,203183,0,0,2,2,3,0,16,0,631,25,2000,20,0.0,14370,9.999999999e-11,0.0010000818350762964,9.99999000001e-07,0.9997674978188738,0.09090909090909091,0.999000999000999,0.7593552068451104,0.9798145283425693,0.0009989578600763207,9.99999000001e-07,0.9999982136867985,0.9523802177833971,0.9997993945725091,0.9994717005646282,0.9999989999972,0.9900750913387927,0.9900653112409632,0.9945137859396079,0.9999490006305916,0.9999490025448727,0.9999999499133045,0.010205188370504893,0.9999949923633311,0.9999999999999
14380,10000000000875.0,1000130,9999567628762.0,9999058,106,200.0,14387,9,69680936,100141114270.0,99696,200,2000,1,1890,275,0,228,1,219,999,2000,540,0.0,14380,9.999999999e-11,0.0009991307393736302,9.99999000001e-07,0.9997727157277193,0.09090909090909091,0.999000999000999,0.759657471223452,0.011174907245831771,0.0009989568552902098,9.99999000001e-07,0.9999982128126762,0.9990048390385693,0.9998000295961189,0.99947055169549,0.9999989907950416,0.9900750937171622,0.9900653240607021,0.9945125483779292,0.9999490025499724,0.9999490023468415,0.999999949913469,0.010070901125476091,0.9999949923543674,0.9999999999999
14390,10000000000880.0,1000099,9999557511065.0,19958369,104,200.0,27232,31633,69991817,100141194394.0,100485,0,0,0,0,0,0,1,0,417,996,2000,37,400.0,14390,9.999999999e-11,0.0009990998012878317,9.99999000001e-07,0.9997779495367718,0.09090909090909091,0.999000999000999,0.7596407853089414,0.9893481885398553,0.000998957835705784,9.99999000001e-07,0.9999982154077289,0.9523802197415195,0.9998000299960005,0.9994713767611454,0.9999989996708917,0.9900751110293651,0.9900653487924325,0.9945123408113572,0.999949002516473,0.9999490025508724,0.9999999499133645,0.01009658212464639,0.9999949923334337,0.9999999999999
14400,9999999999882.0,1001116,9999567253303.0,10009399,101,201.0,10928,25,70039298,100141112890.0,14,200,1910,0,11,19,1,2,0,170,0,2000,9,401.0,14400,9.999999999e-11,0.0010001147691028147,9.99999000001e-07,0.999773198898916,0.09090909090909091,0.999000999000999,0.7595855925626408,0.15182557434634725,0.0009989578126465238,9.99999000001e-07,0.9999982171517193,0.9989996320303364,0.9998000299960005,0.9994715643694452,0.9999989999120923,0.9900751367047032,0.9900653839162175,0.9945132146707905,0.9999490025287731,0.9999490025498724,0.999999949913064,0.010168944777551795,0.999994992330458,0.9999999999999
14410,10000000001109.0,999917,9999566918881.0,32718,120,200.0,8284,28081,69852986,100141358240.0,4,200,3990,0,0,40,0,3,156,156,984,2000,1636,0.0,14410,9.999999999e-11,0.0009989181647454622,9.99999000001e-07,0.9997680305622146,0.09090909090909091,0.999000999000999,0.7594053635776277,0.9796865040602757,0.000998957783134974,9.99999000001e-07,0.9999982182204372,0.9990042474592872,0.9998000293961768,0.9994714541671806,0.9999989833596304,0.9900751530487548,0.9900654059018965,0.9945127783915735,0.9999490025495725,0.9999490025448727,0.9999999499132215,0.01032667347869271,0.9999949923455619,0.9999999999999
14420,10000000000279.0,1000729,9999566606000.0,36847,119,200.0,11397,5,69887437,100141213341.0,94,145,1100,0,31,0,0,364,190,173,1001,2000,1452,201.0,14420,9.999999999e-11,0.000999728542655237,9.99999000001e-07,0.9997682840579225,0.09090909090909091,0.999000999000999,0.7595643384847485,0.00086857694199894,0.0009989567480266348,9.99999000001e-07,0.9999982200175566,0.952380221228335,0.9997998503275167,0.9994716139341725,0.9999989999930999,0.9900751748482349,0.990065438643878,0.9945139544035543,0.9999490025421728,0.9999490024868717,0.9999999499131024,0.010397127738151418,0.9999949923479527,0.9999999999999
14430,10000000000278.0,1000708,9999566368060.0,10032531,111,200.0,8711,13227,70066145,100141539866.0,200441,0,1820,0,5,166,1,0,20,166,0,2000,84,399.0,14430,9.999999999e-11,0.0009997075846224074,9.99999000001e-07,0.9997735844024197,0.09090909090909091,0.999000999000999,0.7596253888164238,0.9797525771692567,0.0009989577271453042,9.99999000001e-07,0.9999982205316513,0.952380221981436,0.9998000275966628,0.9994709101263631,0.9999989991547862,0.9900751889208103,0.9900654388513144,0.9945122684829613,0.9999490025245731,0.9999490025468727,0.9999999499131719,0.010128396548920867,0.9999949923293123,0.9999999999999
14440,10000000001299.0,999684,9999565921212.0,2187,106,200.0,23254,89,69873112,100141444944.0,89,200,2,2,3888,0,19,18,169,0,999,2000,0,200.0,14440,9.999999999e-11,0.0009986856299547045,9.99999000001e-07,0.9997685929389222,0.09090909090909091,0.999000999000999,0.7593773108950606,0.010818209387295205,0.0009989576845813707,9.99999000001e-07,0.9999982224793955,0.9583325985614563,0.9997998600384832,0.99947107152746,0.9999989993175346,0.9900752077455123,0.9900654794827196,0.9945134417925339,0.9999490025420729,0.9999490008514774,0.9999999499131473,0.010209600881234198,0.9999949923443676,0.9999999999999
14450,10000000001165.0,999839,9999565630369.0,10003156,94,200.0,26718,33230,69623483,100141126322.0,100439,0,2000,2000,1999,0,0,0,332,410,0,2000,0,400.0,14450,9.999999999e-11,0.000998840320492799,9.99999000001e-07,0.9997740676451773,0.09090909090909091,0.999000999000999,0.7595282791082029,0.9796533658484826,0.000998956650379917,9.99999000001e-07,0.9999982241924341,0.952380222484598,0.9997997167110976,0.9994719100590093,0.999998999995,0.9900752264655049,0.9900655113194075,0.9945145943491126,0.9999490025478726,0.9999490019468391,0.999999949913041,0.010482821439698566,0.9999949923549453,0.9999999999999
14460,10000000000272.0,1000747,9999565057367.0,9992390,103,201.0,13678,39664,69277050,100140993120.0,6,4,0,0,0,0,0,0,188,3,1030,2000,0,201.0,14460,9.999999999e-11,0.0009997465066826769,9.99999000001e-07,0.9997742214780643,0.09090909090909091,0.999000999000999,0.7592725532890485,0.9797246830820655,0.0009989575984859405,9.99999000001e-07,0.9999982250781456,0.952380222507163,0.9998000295961189,0.9994714615328992,0.999998999995,0.990075243931877,0.9900655361448572,0.9945150562981326,0.9999490025446728,0.9999490006935252,0.9999999499132443,0.010365072822667387,0.999994992379311,0.9999999999999
14470,10000000001130.0,999883,9999564775429.0,10047443,93,200.0,12830,6184,69095712,100140670360.0,2307,0,70,70,0,0,0,0,1,451,1000,2000,0,200.0,14470,9.999999999e-11,0.0009988842326368185,9.99999000001e-07,0.9997745557846618,0.09090909090909091,0.999000999000999,0.7591324011487613,0.21178464278832518,0.0009989565675245036,9.99999000001e-07,0.9999982267127121,0.9523802228899613,0.9998000295961189,0.9994723391884937,0.999999,0.9900752655267839,0.9900655665639103,0.9945162944385136,0.9999489999892599,0.9999490025288731,0.9999999499130818,0.010485950425817485,0.9999949923898938,0.9999999999999
14480,10000000000014.0,1001000,9999564373023.0,43284,101,200.0,7856,31213,68955642,100140423485.0,103208,0,50,2,2,0,0,20,0,347,17,2000,0,200.0,14480,9.999999999e-11,0.0009999990009999988,9.99999000001e-07,0.9997696129848334,0.09090909090909091,0.999000999000999,0.7589882224744146,0.3066588364969509,0.0009989575259059665,9.99999000001e-07,0.9999982288942939,0.9523802231187651,0.999800029196234,0.9994725805095231,0.9999989999992,0.9900752933204999,0.9900656002628652,0.9945172608051265,0.9999489981036112,0.999949002537873,0.9999999499129483,0.010584970512194296,0.9999949923980747,0.9999999999999
14490,10000000000008.0,1000991,9999564118004.0,10052145,99,200.0,3942,1140,69033094,100140890850.0,2187,0,1440,1439,4,311,0,20,0,297,1004,2000,611,0.0,14490,9.999999999e-11,0.0009999900189909003,9.99999000001e-07,0.9997748401507484,0.09090909090909091,0.999000999000999,0.7591510928251647,0.19345889405501238,0.0009989575047342294,9.99999000001e-07,0.9999982293894241,0.952380223716404,0.9997997322007192,0.9994723877801815,0.9999989946580148,0.99007530156741,0.9900656112367408,0.9945144330144815,0.999948999568257,0.9999490025508724,0.9999999499130987,0.010689818779407155,0.9999949923935436,0.9999999999999
14500,10000000000852.0,1000119,9999563820537.0,90630,115,200.0,5502,45,68969986,100140915724.0,100225,200,2001,1999,1831,60,19,19,75,513,991,2000,18,199.0,14500,9.999999999e-11,0.0009991197613434051,9.99999000001e-07,0.9997698180872343,0.09090909090909091,0.999000999000999,0.759001944608979,0.979634334812328,0.0009989574660231868,9.99999000001e-07,0.9999982307375143,0.9990014811332357,0.999799514162359,0.9994723698031841,0.9999989999981,0.9900753150379201,0.9900656416237582,0.994516482955672,0.9999489981472929,0.9999490025475726,0.9999999499131274,0.01051968963321645,0.9999949923972283,0.9999999999999
14510,9999999999923.0,1001022,9999563397591.0,10008138,120,200.0,10678,17402,68884575,100140721852.0,7,5,50,2000,0,21,0,17,59,0,1003,2000,29,200.0,14510,9.999999999e-11,0.0010000209570215604,9.99999000001e-07,0.9997752882047871,0.09090909090909091,0.999000999000999,0.7593275855392816,0.18130305327303514,0.0009989574277753177,9.99999000001e-07,0.9999982322497095,0.952380224272147,0.999800029016285,0.9994725856602227,0.999999000001,0.9900753393006635,0.9900656705002447,0.9945172949617218,0.9999490025498724,0.9999490019508438,0.9999999499130285,0.010604193811738872,0.9999949923992845,0.9999999999999
14520,9999999999951.0,1001040,9999553095598.0,20091154,120,200.0,5547,73,68840328,100140768230.0,9,7,2000,0,0,0,0,8,0,439,1022,2000,1287,0.0,14520,9.999999999e-11,0.0010000389210384835,9.99999000001e-07,0.9997804284735454,0.09090909090909091,0.999000999000999,0.7589435950305082,0.021706069226149687,0.000998955400563387,9.99999000001e-07,0.999998233531293,0.9523802249415867,0.9997995885876169,0.9994726220023691,0.9999989999919999,0.9900753599278377,0.9900656936488053,0.9945174229046009,0.9999489981343804,0.9999490025448727,0.9999999499129941,0.010957536975993668,0.9999949924087044,0.9999999999999
14530,9999999999843.0,1001139,9999562869337.0,10040046,116,201.0,13173,21,68964712,100140964475.0,100444,140,1980,0,0,224,0,2,3,204,978,2000,1764,0.0,14530,9.999999999e-11,0.0010001377231200134,9.99999000001e-07,0.9997756055517556,0.09090909090909091,0.999000999000999,0.7593934644198832,0.9796421703551298,0.0009989563763297669,9.99999000001e-07,0.9999982352611606,0.9523802255306123,0.9998000293961768,0.9994725131084249,0.999998999997,0.9900753742155551,0.9900657240716992,0.9945172935527091,0.9999490025508724,0.9999490023468415,0.9999999499129549,0.010782126092478141,0.9999949924037658,0.9999999999999
14540,9999999999482.0,1001540,9999562660557.0,10094802,121,200.0,16167,61,69053500,100141116340.0,102033,3,30,30,30,195,10,69,3,195,1004,2000,312,199.0,14540,9.999999999e-11,0.0010005379212503509,9.99999000001e-07,0.9997757966180454,0.09090909090909091,0.999000999000999,0.7593804072408598,0.9797329752424008,0.000998956352012424,9.99999000001e-07,0.9999982361673591,0.9523802260777213,0.999800029196234,0.9994725953467187,0.999998999999,0.99007539368778,0.9900657357235875,0.9945173557091086,0.9999490000974951,0.9999490025428728,0.9999999499128778,0.010800958726792096,0.999994992391577,0.9999999999999
