Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
27530,9999999999596,1000404,1000404,113000,20000,9999173896257,828265635,9982873,4456,1000,275177000,20000,550560000,0,245097069,550345088,70687092,129312908,123984508,0,0,9999931,69,279201619,100291857786,0,1063378321,5200,349858450,0,104178030,10,1303152400,9999990,25326393,0,0,9999270,730,0,0,1891,200,26046400,9999998,2,9997893,9998003,1997,2107,26044507,2000,2000,2000,2000,1000,1000
27540,9999999999694,1000306,1000306,118000,20000,9999183548200,818595633,36007,2630,1000,275272000,0,550760000,0,245195052,550538740,70600063,129399937,124012137,0,0,9960878,39122,279287718,100291783272,99618,1063893698,800,350014250,0,104223880,2069,1303564000,9997931,25385730,0,0,9999920,80,0,0,0,200,26055970,10000000,0,9999830,9999999,1,170,26055970,2000,2000,2000,2000,1000,1000
27550,9999999999725,1000275,1000275,114000,20100,9999173126922,828696582,9997776,9197,1000,275376000,19900,550959900,0,245212642,550733606,70408694,129591306,124340406,0,0,9993848,6152,279457054,100292086270,0,1063918440,200,350146100,0,104255640,2010,1303877200,9997990,25246890,0,0,9999960,40,0,0,0,200,26063910,10000000,0,9997890,9998000,2000,2110,26063910,2000,2000,2000,2000,1000,1000
27560,9999999999326,1000674,1000674,123000,20000,9999172609943,829085099,10008353,10853,1000,275467000,20100,551160000,0,245212332,550912294,69942852,130057148,124476848,0,0,9988278,11722,279628072,100291665162,99874,1064151525,250200,350325000,0,104287551,90,1303923200,9999910,25578213,0,0,9999949,51,0,0,0,200,26071890,9999997,3,9997913,9998003,1997,2087,26071887,2000,2000,2000,2000,1000,1000
27570,9999999999344,1000656,1000656,96000,20100,9999172399688,829558371,9999693,3769,1000,275594000,19900,551359900,0,245314721,551180462,69860879,130139121,124216221,0,0,9999999,1,279791461,100291491661,2301,1064913418,12600,350484500,0,104297117,1979,1304267200,9998021,25920921,0,0,9950683,49317,0,0,0,200,26074280,9999999,1,9999921,10000000,0,79,26074279,2000,2000,2000,2000,1000,1000
27580,9999999999384,1000616,1000616,100000,20000,9999171859338,830068781,9998857,13814,1000,275690000,0,551560000,0,245296043,551352372,69418629,130581371,124256071,0,0,9999967,33,279972139,100291138873,101737,1065484927,5000,350674000,0,104328800,123700,1304462400,9876300,26201600,0,0,9980800,19200,0,0,1990,200,26084190,10000000,0,10000000,10000000,0,0,26082200,2000,2000,2000,2000,1000,1000
27590,9999999999606,1000394,1000394,112000,20000,9999181286101,820610698,1164,14736,1000,275778000,20000,551760000,0,245264408,551526528,69082149,130917851,124293451,0,0,9999942,58,280171870,100290811650,0,1065882600,200,350845000,0,104353000,50,1304516000,9999950,26624350,0,0,9994200,5800,0,0,2000,200,26090250,10000000,0,9999950,10000000,0,50,26088250,2000,2000,2000,2000,1000,1000
27600,9999999999574,1000426,1000426,110000,20100,9999171085133,830838526,10009372,5375,1000,275880000,20000,551959900,0,245387393,551749250,69224299,130775701,124280501,0,0,9999347,653,280257697,100291077026,0,1066217331,26600,350951000,0,104408631,4057,1305114800,9995943,26491143,0,0,9976269,23731,0,0,2000,200,26104160,9999997,3,9999843,10000000,0,157,26102157,2000,2000,2000,2000,1000,1000
27610,9999999999376,1000624,1000624,107000,20000,9999180759692,820953994,1180,15313,1000,275983000,20000,552160000,0,245465268,551935374,69207336,130792664,124498464,0,0,9999982,18,280357956,100291414640,10,1066420910,200,351076000,0,104440600,22450,1305613600,9977550,26271750,0,0,10000000,0,0,0,2000,200,26112150,10000000,0,9999850,10000000,0,150,26110150,2000,2000,2000,2000,1000,1000
27620,9999999999173,1000827,1000827,117000,20000,9999170289183,831419709,9986975,10760,1000,276073000,0,552360000,0,245461148,552124480,68948722,131051278,124515078,0,0,9999882,118,280539362,100291169930,0,1066894320,2600,351262400,0,104488200,0,1305820800,10000000,26536150,0,0,10000000,0,0,0,1920,200,26123970,10000000,0,9999950,9999950,50,50,26122050,2000,2000,2000,2000,1000,1000
27630,9999999999139,1000861,1000861,109000,20000,9999170058947,831576265,9995749,10949,1000,276181000,0,552560000,0,245579682,552340102,68964492,131035508,124595208,0,0,9981398,18602,280630000,100291280940,101600,1067265880,15600,351388250,0,104521680,18,1306299600,9999982,26440280,0,0,9999920,80,0,0,0,200,26130420,10000000,0,9999980,9999998,2,20,26130420,2000,2000,2000,2000,1000,1000
27640,9999999999279,1000721,1000721,114000,20100,9999169830335,832206396,9999250,3694,1000,276276000,0,552759900,0,245703317,552544612,68872611,131127389,124199589,0,0,9999963,37,280704975,100290994936,2908,1067886382,79200,351525950,0,104545274,2018,1306688000,9997982,26925782,0,0,9948826,51174,0,0,0,200,26136320,9999998,2,9997882,10000000,0,2118,26136318,2000,2000,2000,2000,1000,1000
27650,9999999999260,1000740,1000740,106000,20100,9999179429011,822835630,1214,3773,1000,276384000,0,552959900,0,245731177,552760454,68783311,131216689,123979389,0,0,9992293,7707,280885247,100290772872,0,1068563477,13000,351671400,0,104569877,2049,1307063600,9997951,27235251,0,0,9997823,2177,0,0,0,200,26144030,9997919,2081,9999851,10000000,0,149,26141949,2000,2000,2000,2000,1000,1000
27660,9999999999226,1000774,1000774,113000,20000,9999169178062,833260641,10011515,13747,1000,276477000,0,553160000,0,245865527,552926506,68536783,131463217,123811417,0,0,9995353,4647,280910859,100290505267,13,1068200433,922800,351784750,0,104594350,0,1307330400,10000000,27651800,0,0,9997150,2850,0,0,70,200,26150120,9998050,1950,9999900,10000000,0,100,26148100,2000,2000,2000,2000,1000,1000
27670,9999999999556,1000444,1000444,119000,20000,9999178771405,823476013,18217,9247,1000,276571000,20000,553360000,0,245899012,553123506,68513638,131486362,124014562,0,0,9944508,55492,281062514,100290692720,0,1069412330,1000,351940200,0,104636130,50,1307788000,9999950,27471750,0,0,9999970,30,0,0,0,200,26161980,9996070,3930,9999950,10000000,0,50,26158050,2000,2000,2000,2000,1000,1000
27680,9999999999715,1000285,1000285,117000,20100,9999178464210,823983629,34665,14593,1000,276673000,0,553559900,0,245991388,553316814,68517079,131482921,123822021,0,0,9975552,24448,281155566,100290769339,81,1069964921,1000,352066900,0,104679440,120840,1308393600,9879160,27538140,0,0,9999960,40,0,0,0,200,26169860,10000000,0,9999940,9998080,1920,60,26169860,2000,2000,2000,2000,1000,1000
27690,9999999999807,1000193,1000193,113000,20000,9999168301142,834169769,10016825,11173,1000,276777000,0,553760000,0,246120443,553531654,68702141,131297859,123814659,0,0,9999987,13,281225641,100290935696,0,1070332071,23800,352184000,0,104742271,4079,1308918800,9995921,27475033,0,0,9918529,81471,0,0,0,200,26185570,9999997,3,9999633,9995912,4088,367,26185567,2000,2000,2000,2000,1000,1000
27700,9999999999897,1000103,1000103,106000,20000,9999168066133,834418402,9999914,15219,1000,276884000,0,553960000,0,246224846,553737562,68959915,131040085,123811085,0,0,9999934,66,281317096,100291374646,99994,1070738974,5600,352261850,0,104782480,88820,1309728000,9911180,27140180,0,0,9999820,180,0,0,0,200,26195620,10000000,0,9997980,10000000,0,2020,26195620,2000,2000,2000,2000,1000,1000
27710,9999999999835,1000165,1000165,104000,20000,9999167859057,834465000,10024104,2399,1000,276986000,0,554160000,0,246348567,553967202,69225187,130774813,123987513,0,0,9984563,15437,281407065,100291908861,102929,1070908909,0,352358850,0,104846280,42070,1310392800,9957930,26745230,0,0,9999920,80,0,0,0,200,26211570,10000000,0,9999830,10000000,0,170,26211570,2000,2000,2000,2000,1000,1000
27720,9999999999849,1000151,1000151,108000,20100,9999167542339,834862341,10029279,13224,1000,277082000,20000,554359900,0,246439109,554137552,69283160,130716840,123921640,0,0,9985571,14429,281472123,100291978476,100804,1071328924,61400,352454400,0,104897600,70,1310920000,9999930,26793200,0,0,10000000,0,0,0,1920,200,26226320,10000000,0,9998000,9998070,1930,2000,26224400,2000,2000,2000,2000,1000,1000
27730,9999999999900,1000100,1000100,111000,20000,9999167167406,835239924,10007356,9709,1000,277179000,0,554560000,0,246476801,554338582,69088000,130912000,123928600,0,0,9995069,4931,281625851,100291934698,92,1071739442,400,352632550,0,104935760,40,1311204800,9999960,26983360,0,0,9977540,22460,0,0,1990,200,26235930,10000000,0,9999860,10000000,0,140,26233940,2000,2000,2000,2000,1000,1000
27740,9999999999931,1000069,1000069,111000,20000,9999176873723,825444623,60441,4601,1000,277279000,0,554760000,0,246588649,554548798,69067026,130932974,124025474,0,0,9970031,29969,281716329,100292196720,0,1072004360,1400,352754100,0,104967520,60880,1311716800,9939120,26846620,0,0,9999980,20,0,0,1940,200,26243820,10000000,0,9999920,10000000,0,80,26241880,2000,2000,2000,2000,1000,1000
27750,9999999999963,1000037,1000037,109000,20000,9999166667141,835543239,9996403,10140,1000,277381000,20000,554960000,0,246693912,554741720,69104840,130895160,124141360,0,0,9999848,152,281796068,100292434297,83,1071932643,317400,352846900,0,104998960,25,1312184800,9999975,26751860,0,0,9993940,6060,0,0,2000,200,26251740,10000000,0,9998060,9998085,1915,1940,26249740,2000,2000,2000,2000,1000,1000
27760,10000000000013,999987,999987,117000,20000,9999166476305,835623614,10003056,7591,1000,277473000,20000,555160000,0,246840391,554930818,69391959,130608041,124263841,0,0,9989749,10251,281826667,100293037920,0,1072473040,1200,352939750,0,105049040,27658,1312988800,9972342,26314540,0,0,9997960,2040,0,0,0,200,26263760,9998000,2000,9997840,9997998,2002,2160,26261760,2000,2000,2000,2000,1000,1000
27770,9999999999767,1000233,1000233,113000,20000,9999166202330,835697531,10037865,13040,1000,277577000,20000,555360000,0,246956442,555127920,69516111,130483889,124475689,0,0,9980308,19692,281895928,100293476550,0,1072631600,7200,353050050,0,105096199,50,1313566400,9999950,26008150,0,0,9998001,1999,0,0,1,200,26275550,9998001,1999,9999850,10000000,0,150,26273550,2000,2000,2000,2000,1000,1000
27780,9999999999643,1000357,1000357,109000,20000,9999176026937,825774728,2256,14131,1000,277681000,0,555560000,0,247085794,555333738,69668825,130331175,124583675,0,0,9986766,13234,281962604,100293794825,103575,1072978205,200,353172700,0,105135630,5930,1314204400,9994070,25741570,0,0,9997670,2330,0,0,0,200,26285340,9998090,1910,9999970,10000000,0,30,26283430,2000,2000,2000,2000,1000,1000
27790,9999999999737,1000263,1000263,94000,20000,9999175708052,826140548,2376,4401,1000,277796000,20000,555760000,0,247141809,555583198,69353090,130646910,124544710,0,0,9999981,19,282148079,100293759716,2362,1073311990,6400,353307750,0,105173228,170010,1314491600,9829990,25930194,0,0,9964972,35028,0,0,0,200,26293310,9999996,4,9997894,9998004,1996,2106,26293306,2000,2000,2000,2000,1000,1000
27800,9999999999780,1000220,1000220,87000,20000,9999175432063,826611175,1271,15067,1000,277903000,0,555960000,0,247248783,555775866,69479008,130520992,124355892,0,0,9966687,33313,282227953,100293649514,0,1073832214,60800,353455950,0,105196514,30,1314944400,9999970,26163072,0,0,9999986,14,0,0,0,200,26299130,9999998,2,9997872,9998002,1998,2128,26299128,2000,2000,2000,2000,1000,1000
27810,9999999999593,1000407,1000407,99000,20000,9999165076162,836972092,9994940,2435,1000,277991000,20000,556160000,0,247307429,555977130,69299864,130700136,124356936,0,0,9999981,19,282364511,100293452082,100128,1074413718,3000,353590200,0,105214789,9600,1315260400,9990400,26333600,0,0,9969011,30989,0,0,1,200,26305190,9998011,1989,10000000,10000000,0,0,26303200,2000,2000,2000,2000,1000,1000
27820,9999999999763,1000237,1000237,92000,20000,9999164852499,837203755,9993533,4094,1000,278098000,20000,556360000,0,247428179,556187812,69227434,130772566,124356866,0,0,9979301,20699,282446513,100293564660,0,1074709750,800,353729950,0,105240748,10,1315654800,9999990,26415690,0,0,9949552,50448,0,0,2,200,26313120,9996092,3908,9999990,10000000,0,10,26309210,2000,2000,2000,2000,1000,1000
27830,9999999999892,1000108,1000108,110000,20000,9999164516714,837786315,10014279,11002,1000,278180000,0,556560000,0,247531212,556337996,69353989,130646011,124120711,0,0,9999048,952,282483044,100293653280,0,1074801260,504000,353823750,0,105294960,40,1316309200,9999960,26525260,0,0,9999940,60,0,0,0,200,26323740,10000000,0,9999860,10000000,0,140,26323740,2000,2000,2000,2000,1000,1000
27840,9999999999859,1000141,1000141,106000,20000,9999164484542,837945335,9993899,2017,1000,278284000,20000,556760000,0,247729707,556563966,69696727,130303273,124003673,0,0,9999943,57,282500709,100294093732,2822,1075728416,3400,353899900,0,105334194,45210,1317160400,9954790,26250452,0,0,9953206,46794,0,0,0,200,26333550,9999998,2,9996052,9996062,3938,3948,26333548,2000,2000,2000,2000,1000,1000
27850,9999999999869,1000131,1000131,111000,20000,9999164201523,838011285,10040903,3284,1000,278379000,20000,556960000,0,247858659,556751432,69793508,130206492,124228692,0,0,9999941,59,282551273,100294622122,2340,1075793197,62200,353999800,0,105364257,83229,1317795600,9916771,25892681,0,0,9977043,22957,0,0,0,200,26341500,9999419,581,9998081,9998110,1890,1919,26340919,2000,2000,2000,2000,1000,1000
27860,9999999999843,1000157,1000157,113000,20000,9999164009404,838186273,9997981,9830,1000,278477000,0,557160000,0,247985419,556934340,70043707,129956293,124259793,0,0,9999911,89,282593451,100294966574,2500,1076212004,800,354118950,0,105421514,4078,1318466800,9995922,25692422,0,0,9964586,35414,0,0,90,200,26355470,9999998,2,9999822,10000000,0,178,26355378,2000,2000,2000,2000,1000,1000
27870,9999999999812,1000188,1000188,122000,20000,9999163549280,838934007,10046563,3708,1000,278568000,20100,557360000,0,248021738,557128584,69605207,130394793,123981793,0,0,9976582,23418,282741766,100294312181,83,1076161897,774000,354250650,0,105452314,78,1318520000,9999922,26412922,0,0,9999786,214,0,0,2000,200,26365080,9999998,2,9999922,10000000,0,78,26363078,2000,2000,2000,2000,1000,1000
27880,9999999999805,1000195,1000195,118000,20000,9999163388358,839096315,10044155,3540,1000,278672000,0,557560000,0,248180190,557336920,69878913,130121087,123984487,0,0,9935650,64350,282787570,100294718220,0,1077296940,1000,354394800,0,105476640,10,1319276000,9999990,26136540,0,0,9999760,240,0,0,0,200,26369160,10000000,0,9999840,9999950,50,160,26369160,2000,2000,2000,2000,1000,1000
27890,9999999999722,1000278,1000278,117000,20000,9999173016347,829265453,1255,2808,1000,278773000,0,557760000,0,248211736,557540384,69794570,130205430,124195330,0,0,9999934,66,282951518,100294940210,0,1077483320,12200,354532100,0,105508520,2030,1319679600,9997970,26008070,0,0,9981480,18520,0,0,0,200,26377130,10000000,0,9999870,10000000,0,130,26377130,2000,2000,2000,2000,1000,1000
27900,9999999999833,1000167,1000167,108000,20000,9999162768416,839508666,9999176,14044,1000,278882000,20000,557960000,0,248328575,557735912,69745222,130254778,124210078,0,0,9999965,35,283020177,100294907397,103323,1077985763,1000,354644500,0,105536640,60,1320126000,9999940,26044640,0,0,9955660,44340,0,0,0,200,26387160,9996000,4000,9999840,10000000,0,160,26383160,2000,2000,2000,2000,1000,1000
27910,10000000000124,999876,999876,107000,20000,9999162480599,839690643,10012853,13715,1000,278983000,20000,558160000,0,248429130,557938570,69847992,130152008,124325908,0,0,9995120,4880,283112290,100295293077,102673,1077869673,345800,354736500,0,105588600,2450,1320712400,9997550,25823650,0,0,10000000,0,0,0,0,200,26397150,10000000,0,9999850,10000000,0,150,26397150,2000,2000,2000,2000,1000,1000
27920,10000000000050,999950,999950,112000,20000,9999162130625,839834201,9938555,10481,1000,279078000,20000,558360000,0,248456037,558135038,69735546,130264454,124544254,0,0,9999983,17,283269921,100295546460,0,1078357620,0,354895250,0,105624319,480,1321092000,9999520,25719720,0,0,9995081,4919,0,0,1,200,26409080,9996001,3999,9999920,10000000,0,80,26405080,2000,2000,2000,2000,1000,1000
27930,9999999999979,1000021,1000021,103000,20000,9999161732661,840539854,9994916,13379,1000,279187000,20000,558560000,0,248517301,558347242,69560855,130439145,124246045,0,0,9963639,36361,283411381,100295122300,2700,1079091820,12000,355047550,0,105668480,2120,1321390000,9997880,26190980,0,0,9999920,80,0,0,1440,200,26418560,10000000,0,9999880,10000000,0,120,26417120,2000,2000,2000,2000,1000,1000
27940,9999999999826,1000174,1000174,113000,20000,9999171445563,831024626,1240,6097,1000,279277000,20100,558760000,0,248616362,558541806,69704099,130295901,124059601,0,0,9999248,752,283495654,100295233153,57,1079643097,1800,355151100,0,105709138,50,1322023200,9999950,26236250,0,0,9996662,3338,0,0,2,200,26429790,9996662,3338,9999950,10000000,0,50,26426450,2000,2000,2000,2000,1000,1000
27950,9999999999849,1000151,1000151,118000,20100,9999170988360,831667944,57614,4289,1000,279372000,19900,558959900,0,248656895,558735422,69461324,130538676,123883276,0,0,9972325,27675,283638947,100294854862,0,1080301717,400,355310850,0,105758317,7280,1322278000,9992720,26646121,0,0,9993783,6217,0,0,0,200,26439580,9999999,1,9997821,9998001,1999,2179,26439579,2000,2000,2000,2000,1000,1000
27960,9999999999668,1000332,1000332,102000,20000,9999160761045,841798256,9989536,17374,1000,279488000,0,559160000,0,248740085,558941252,69545791,130454209,123993409,0,0,9999505,495,283748457,100295208937,413,1080549883,2800,355440850,0,105797269,30020,1322862000,9969980,26430780,0,0,9999931,69,0,0,1901,200,26452710,9998011,1989,9999980,10000000,0,20,26448820,2000,2000,2000,2000,1000,1000
27970,9999999999736,1000264,1000264,112000,20100,9999160406623,841959074,10006320,3089,1000,279578000,0,559359900,0,248802893,559149822,69491037,130508963,124198763,0,0,9980747,19253,283882469,100295399320,0,1080774740,3200,355579750,0,105849840,60,1323250400,9999940,26310140,0,0,9999960,40,0,0,2000,200,26464460,10000000,0,9999940,10000000,0,60,26462460,2000,2000,2000,2000,1000,1000
27980,9999999999603,1000397,1000397,114000,20000,9999160086152,842374237,10029087,2948,1000,279676000,0,559560000,0,248891675,559346104,69515389,130484611,124115211,0,0,9999925,75,283978829,100295347935,100471,1081351462,12800,355700450,0,105902391,97,1323759200,9999903,26369303,0,0,9974109,25891,0,0,0,200,26475600,9999997,3,9999803,10000000,0,197,26475597,2000,2000,2000,2000,1000,1000
27990,9999999999569,1000431,1000431,116000,20000,9999159899202,842343982,9997806,7789,1000,279774000,0,559760000,0,249025782,559532422,69622024,130377976,124344176,0,0,9999958,42,284019280,100295935520,0,1081402240,400,355807950,0,105937439,1660,1324369600,9998340,26032140,0,0,9970361,29639,0,0,1,200,26487360,9996001,3999,9999840,10000000,0,160,26483360,2000,2000,2000,2000,1000,1000
28000,9999999999427,1000573,1000573,104000,20000,9999169529280,832948572,39760,3000,1000,279886000,20000,559960000,0,249081574,559766000,69429912,130570088,124120988,0,0,9980686,19314,284185586,100295756468,0,1081899228,113600,355919150,0,105987588,148809,1324777200,9851191,26296704,0,0,9999812,188,0,0,1940,200,26498840,9999996,4,9996304,9996413,3587,3696,26496896,2000,2000,2000,2000,1000,1000
28010,9999999999197,1000803,1000803,106000,20000,9999159232648,843128140,10073322,6045,1000,279984000,0,560160000,0,249193131,559955910,69474368,130525632,124247732,0,0,9918049,81951,284254259,100295746702,100438,1082432618,800,356083950,0,106026080,19,1325165200,9999981,26277880,0,0,9999920,80,0,0,2000,200,26508520,10000000,0,9999880,9999999,1,120,26506520,2000,2000,2000,2000,1000,1000
28020,9999999999440,1000560,1000560,104000,20000,9999168922314,833628255,2405,11756,1000,280086000,0,560360000,0,249239975,560148488,69609069,130390931,124071631,0,0,9989525,10475,284386313,100295953204,0,1082861594,15800,356186800,0,106076794,1898,1325792400,9998102,26317402,0,0,9999906,94,0,0,0,200,26522200,9995998,4002,9999802,10000000,0,198,26518198,2000,2000,2000,2000,1000,1000
28030,9999999999323,1000677,1000677,99000,20000,9999168454008,834025679,45251,3308,1000,280191000,0,560560000,0,249252316,560375384,69258447,130741553,124150453,0,0,9978244,21756,284592928,100295599982,100598,1083045158,311000,356354400,0,106120560,40,1325894000,9999960,26591060,0,0,9999940,60,0,0,0,200,26530140,10000000,0,9999860,10000000,0,140,26530140,2000,2000,2000,2000,1000,1000
28040,9999999999400,1000600,1000600,118000,20000,9999158162584,844061685,9997055,10994,1000,280272000,0,560760000,0,249347370,560522012,69206439,130793561,124413761,0,0,9964500,35500,284636612,100296005062,150,1083436417,14200,356494900,0,106144317,79,1326381600,9999921,26379721,0,0,9999983,17,0,0,1950,200,26538030,9999999,1,9999921,10000000,0,79,26536079,2000,2000,2000,2000,1000,1000
28050,9999999999304,1000696,1000696,93000,20000,9999157648804,844731339,10001457,12733,1000,280397000,0,560960000,0,249298599,560768534,68857423,131142577,124273377,0,0,9998681,1319,284916415,100295536040,0,1083435480,595400,356650900,0,106214080,57,1326458000,9999943,26869080,0,0,9999920,80,0,0,0,200,26553520,10000000,0,9999880,9999937,63,120,26553520,2000,2000,2000,2000,1000,1000
28060,9999999999200,1000800,1000800,102000,20000,9999157317883,844952435,9993357,11046,1000,280488000,20000,561160000,0,249367966,560953908,68612528,131387472,124394872,0,0,9999944,56,285020752,100295322171,100599,1084507499,20400,356817950,0,106247080,19267,1326725600,9980733,26973330,0,0,9902720,97280,0,0,1920,200,26565190,9998000,2000,9999930,9999997,3,70,26561270,2000,2000,2000,2000,1000,1000
28070,9999999998935,1001065,1001065,112000,20000,9999166980274,835287337,2363,4742,1000,280578000,20000,561360000,0,249440868,561146516,68832021,131167979,124407579,0,0,9969342,30658,285130458,100295796330,2506,1084765457,800,356913550,0,106300751,4090,1327412400,9995910,26754313,0,0,9993749,6251,0,0,0,200,26575190,9999997,3,9997813,9998003,1997,2187,26575187,2000,2000,2000,2000,1000,1000
28080,9999999998932,1001068,1001068,101000,20000,9999166470820,836011956,2292,12831,1000,280689000,20000,561560000,0,249414778,561352338,68588996,131411004,124204504,0,0,9986542,13458,285350280,100295370760,0,1085437320,1600,357077550,0,106349120,469,1327633200,9999531,27206020,0,0,9999980,20,0,0,0,200,26587280,10000000,0,9999920,9999989,11,80,26587280,2000,2000,2000,2000,1000,1000
28090,9999999998756,1001244,1001244,106000,20000,9999166285860,836211143,69517,5411,1000,280784000,0,561760000,0,249584402,561557178,68806833,131193167,124202267,0,0,9965828,34172,285373506,100295653570,103220,1085840100,24400,357191150,0,106391080,70,1328321600,9999930,26990830,0,0,9999920,80,0,0,0,200,26599270,9998000,2000,9999930,10000000,0,70,26597270,2000,2000,2000,2000,1000,1000
28100,9999999998973,1001027,1001027,122000,20000,9999165892994,836474322,1176,8567,1000,280868000,0,561960000,0,249603252,561718866,68724966,131275034,124345434,0,0,9999798,202,285502864,100295896070,0,1086078770,800,357325050,0,106445270,40,1328752000,9999960,26929560,0,0,9998030,1970,0,0,0,200,26612750,9998090,1910,9999960,10000000,0,40,26610840,2000,2000,2000,2000,1000,1000
28110,9999999998987,1001013,1001013,111000,20000,9999155701071,846588565,10000041,10766,1000,280979000,0,562160000,0,249729523,561936468,68792006,131207994,124434894,0,0,9999647,353,285582415,100296192514,0,1086061614,271400,357430600,0,106498114,50,1329278400,9999950,26769172,0,0,9986386,13614,0,0,0,200,26624530,9999998,2,9996072,9996122,3878,3928,26624528,2000,2000,2000,2000,1000,1000
28120,9999999999025,1000975,1000975,118000,20100,9999165329013,837068028,45692,3412,1000,281072000,19900,562359900,0,249797932,562137176,68799441,131200559,124339059,0,0,9999968,32,285703144,100296181750,550,1086846600,600,357549400,0,106536600,89,1329758800,9999911,26861350,0,0,9976600,23400,0,0,1950,200,26636100,10000000,0,9999850,9999939,61,150,26634150,2000,2000,2000,2000,1000,1000
28130,9999999998957,1001043,1001043,121000,20000,9999165087398,837276689,2309,17207,1000,281169000,20000,562560000,0,249905920,562303586,68890707,131109293,124381793,0,0,9999900,100,285751786,100296470715,5,1087034285,147200,357649750,0,106583200,0,1330358800,10000000,26727500,0,0,10000000,0,0,0,80,200,26645880,10000000,0,9999800,10000000,0,200,26645800,2000,2000,2000,2000,1000,1000
28140,9999999998874,1001126,1001126,120000,20000,9999154882868,847383327,9999367,17427,1000,281270000,20000,562760000,0,250037950,562505146,68887755,131112245,124487545,0,0,9999910,90,285813456,100296622925,100357,1087049614,474000,357760050,0,106614957,2039,1330837200,9997961,26622661,0,0,9999743,257,0,0,0,200,26653740,9999999,1,9999861,10000000,0,139,26653739,2000,2000,2000,2000,1000,1000
28150,9999999998874,1001126,1001126,110000,20000,9999154525098,847990944,10045142,3557,1000,281380000,20000,562960000,0,250090989,562752886,68926922,131073078,124248878,0,0,9999991,9,285996977,100296471272,102868,1088163048,1000,357911500,0,106659680,20,1331303600,9999980,26824180,0,0,9976620,23380,0,0,0,200,26664920,10000000,0,9999880,10000000,0,120,26664920,2000,2000,2000,2000,1000,1000
28160,9999999999177,1000823,1000823,107000,20000,9999154198272,848612713,10015743,13172,1000,281483000,20000,563160000,0,250154230,562939656,68572615,131427385,123961885,0,0,10000000,0,286112556,100295953490,2100,1088841380,800,358088250,0,106691480,8069,1331448000,9991931,27457430,0,0,9912120,87880,0,0,0,200,26672870,10000000,0,9999930,9999999,1,70,26672870,2000,2000,2000,2000,1000,1000
28170,9999999999146,1000854,1000854,110000,20000,9999154091897,849040723,10001179,4553,1000,281580000,0,563360000,0,250313568,563150894,69046800,130953200,123658100,0,0,9941712,58288,286146606,100296353644,0,1089412274,200,358164300,0,106756874,13218,1332386800,9986782,27281882,0,0,9999926,74,0,0,0,200,26690720,9997998,2002,9999882,10000000,0,118,26688718,2000,2000,2000,2000,1000,1000
28180,9999999999272,1000728,1000728,117000,20000,9999163678907,839448117,1195,3327,1000,281673000,20000,563560000,0,250346539,563339346,68983824,131016176,123674976,0,0,9999961,39,286290807,100296384680,0,1089750530,67600,358276550,0,106802030,10,1332800800,9999990,27341190,0,0,9976370,23630,0,0,0,200,26702000,9998010,1990,9999990,10000000,0,10,26700010,2000,2000,2000,2000,1000,1000
28190,9999999999227,1000773,1000773,121000,20000,9999163516352,839510425,1179,3696,1000,281769000,20000,563760000,0,250499132,563530608,69128087,130871913,123790913,0,0,9976278,23722,286313786,100296772857,83,1090094428,600,358382100,0,106870742,7885,1333434400,9992115,27073115,0,0,9938158,61842,0,0,3,200,26717690,9999998,2,9996115,10000000,0,3885,26717685,2000,2000,2000,2000,1000,1000
