Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
0,10000000000000,1000000,1000000,0,0,10000000000000,100000,100000,0,1000,0,0,0,0,0,0,100000000,100000000,100000000,0,0,10000000,0,0,100000000000,1000,1000,1000,0,0,0,0,0,10000000,20000000,0,0,10000000,0,0,0,0,200,0,10000000,0,10000000,10000000,0,0,0,2000,2000,2000,2000,1000,1000
10,9999999999985,1000015,1000015,65000,20000,9999999136611,615034,94072,3737,1000,25000,20000,160000,0,34839,42526,99143785,100856215,100354415,0,0,9977301,22699,1627,99999515440,0,582860,600,125700,0,12360,0,92800,10000000,20501800,0,0,9996040,3960,0,0,0,200,6060,9996040,3960,9999900,10000000,0,100,2100,2000,2000,2000,2000,1000,1000
20,10000000000161,999839,999839,93000,20000,9999998450064,949544,95680,10871,1000,97000,20000,360000,0,111128,172258,98677428,101322572,100716772,0,0,9990192,9808,44750,99999670584,0,968734,13200,243450,0,65334,147618,618000,9852382,20458182,0,0,9993866,6134,0,0,0,200,16380,9999938,62,9999882,10000000,0,118,16318,2000,2000,2000,2000,1000,1000
30,10000000000279,999721,999721,97000,20000,9999997924232,1077742,94904,14468,1000,193000,0,560000,0,241381,357064,98550374,101449626,101122626,0,0,9973719,26281,91083,99999939151,9,1233319,18400,383050,0,91880,3270,1144000,9996730,20323730,0,0,9999920,80,0,0,130,200,24600,9998000,2000,9999930,10000000,0,70,22470,2000,2000,2000,2000,1000,1000
40,9999999999996,1000004,1000004,111000,20000,9999997375693,1242948,89096,3899,1000,279000,0,760000,0,352724,550202,98148041,101851959,101512259,0,0,9970476,29524,166578,99999946304,97896,1336996,300000,510750,0,115600,0,1523600,10000000,20337700,0,0,10000000,0,0,0,2000,200,30900,10000000,0,9999900,9998000,2000,100,28900,2000,2000,2000,2000,1000,1000
50,9999999999947,1000053,1000053,110000,20000,9999996774651,1655727,86165,11672,1000,380000,20000,960000,0,441684,736656,97888708,102111292,101706692,0,0,9999946,54,257902,100000088128,99862,2112142,2600,613300,0,140280,80400,2130800,9919600,20324130,0,0,9999420,580,0,0,2000,200,37070,10000000,0,9999930,9999930,70,70,35070,2000,2000,2000,2000,1000,1000
60,10000000000105,999895,999895,114000,20000,9999986346559,11717458,10069114,5002,1000,476000,0,1160000,0,591953,941996,97842167,102157833,102087133,0,0,9968697,31303,298893,100000484358,99894,2368191,13200,734750,0,198597,2049,2765600,9997951,20068651,0,0,9991103,8897,0,0,0,200,51150,9997999,2001,9999851,10000000,0,149,49149,2000,2000,2000,2000,1000,1000
70,9999999999955,1000045,1000045,118000,20000,9999985796484,12084429,10128545,3610,1000,572000,0,1360000,0,731588,1136780,97640773,102359227,102276427,0,0,9966272,33728,347852,100000790222,0,2722097,200,839200,0,229277,59719,3396000,9940281,20023081,0,0,9999923,77,0,0,20,200,57340,9999999,1,9999881,10000000,0,119,57319,2000,2000,2000,2000,1000,1000
80,10000000000301,999699,999699,106000,20000,9999985325320,12487408,10053102,12649,1000,684000,0,1560000,0,830112,1342702,97533058,102466942,102356742,0,0,9976718,23282,443120,100000836425,5,3284625,4200,948300,0,277800,40,3984400,9999960,20110150,0,0,9999900,100,0,0,20,200,69470,10000000,0,9999950,9999990,10,50,69450,2000,2000,2000,2000,1000,1000
90,10000000000247,999753,999753,110000,20000,9999994855333,2782563,87269,9317,1000,780000,0,1760000,0,995353,1541366,97258396,102741604,102535804,0,0,9999047,953,472313,100000936522,38,3068698,624200,1042100,0,294560,80,4480400,9999920,20205680,0,0,9999740,260,0,0,0,200,73700,9999920,80,9999780,9999960,40,220,73620,2000,2000,2000,2000,1000,1000
100,9999999999956,1000044,1000044,117000,20100,9999994313208,3144406,85950,9289,1000,873000,0,1959900,0,1111527,1727422,96920824,103079176,102720376,0,0,9999483,517,537905,100001115830,0,4167560,4000,1174550,0,305959,208890,5133600,9791110,20149910,0,0,9999941,59,0,0,1,200,77990,9998001,1999,9999810,10000000,0,190,75990,2000,2000,2000,2000,1000,1000
110,10000000000111,999889,999889,123000,20000,9999983667208,13127705,10109857,2744,1000,967000,20000,2160000,0,1178756,1928512,96646573,103353427,103389227,0,0,9983404,16596,665616,100001363036,24,4215864,400,1311650,0,328440,0,5413200,10000000,19964200,0,0,9999960,40,0,0,2000,200,84140,9999960,40,9999900,10000000,0,100,82100,2000,2000,2000,2000,1000,1000
120,10000000000208,999792,999792,119000,20000,9999993155686,3461149,84689,13215,1000,1071000,0,2360000,0,1293080,2115570,96280355,103719645,103573345,0,0,9999940,60,732310,100001186235,99825,4819345,200,1468600,0,360720,7280,5825600,9992720,20137020,0,0,9950880,49120,0,0,0,200,90180,10000000,0,9997820,9998000,2000,2180,90180,2000,2000,2000,2000,1000,1000
130,10000000000159,999841,999841,112000,20000,9999992646225,3727208,84222,12479,1000,1178000,20000,2560000,0,1404977,2331042,96094873,103905127,103822927,0,0,9990163,9837,829705,100001444702,98198,5143468,15600,1558450,0,379470,40470,6413200,9959530,20041730,0,0,9997930,2070,0,0,0,200,96360,9998010,1990,9999830,10000000,0,170,94370,2000,2000,2000,2000,1000,1000
140,9999999999985,1000015,1000015,100000,20100,9999992082817,3849459,83449,15559,1000,1290000,19900,2759900,0,1490715,2548882,95669316,104330684,104266384,0,0,9961725,38275,959507,100001586407,13,5296053,0,1717850,0,394640,60,6683200,9999940,20064240,0,0,9999960,40,0,0,0,200,98660,10000000,0,9999940,10000000,0,60,98660,2000,2000,2000,2000,1000,1000
150,9999999999885,1000115,1000115,102000,20000,9999981603797,14194718,10037406,3314,1000,1388000,0,2960000,0,1592734,2769372,95289695,104710305,104402305,0,0,9999946,54,1075818,100001440440,0,5797580,400,1884650,0,403280,20,7034800,9999980,20307980,0,0,9953120,46880,0,0,0,200,100820,10000000,0,9999980,10000000,0,20,100820,2000,2000,2000,2000,1000,1000
160,10000000000024,999976,999976,102000,20000,9999990881385,4747484,67624,15188,1000,1488000,20000,3160000,0,1627160,2945624,94775349,105224651,104578051,0,0,9999820,180,1211544,100001172340,0,6343180,600,2023600,0,427680,12820,7300400,9987180,20633780,0,0,9964420,35580,0,0,0,200,106920,10000000,0,9999880,10000000,0,120,106920,2000,2000,2000,2000,1000,1000
170,10000000000062,999938,999938,101000,20000,9999980564412,14448351,10001869,3661,1000,1589000,20000,3360000,0,1789964,3170678,94734873,105265127,105200227,0,0,9966146,33854,1267724,100001918850,0,6270730,600,2123100,0,451920,840,7962400,9999160,20064020,0,0,9999980,20,0,0,10,200,112990,10000000,0,9999820,9999960,40,180,112980,2000,2000,2000,2000,1000,1000
180,9999999999999,1000001,1000001,116000,20000,9999989827851,4814544,80538,5847,1000,1674000,0,3560000,0,1837817,3336306,94428335,105571665,105582765,0,0,9999923,77,1373329,100002095960,0,6550380,24600,2270800,0,494560,40,8422800,9999960,19988860,0,0,9997940,2060,0,0,20,200,125160,9998000,2000,9999860,10000000,0,140,123140,2000,2000,2000,2000,1000,1000
190,9999999999915,1000085,1000085,110000,20000,9999989246922,5350598,78686,13667,1000,1780000,20100,3760000,0,1914824,3532666,93956880,106043120,105631820,0,0,9999636,364,1488502,100001762600,100,6874280,314000,2394850,0,517120,80,8690400,9999920,20411220,0,0,9999980,20,0,0,60,200,129340,10000000,0,9999920,10000000,0,80,129280,2000,2000,2000,2000,1000,1000
200,9999999999965,1000035,1000035,118000,20100,9999988608551,5558238,64434,3775,1000,1872000,0,3959900,0,1952783,3736450,93421859,106578141,106064741,0,0,9999987,13,1652137,100001679663,147,7470867,400,2600750,0,526120,30,8886000,9999970,20513370,0,0,9976480,23520,0,0,0,200,131530,10000000,0,9999870,10000000,0,130,131530,2000,2000,2000,2000,1000,1000
210,10000000000116,999884,999884,113000,20000,9999978140303,15907167,10066527,2813,1000,1977000,20100,4160000,0,2073545,3948374,93087300,106912700,106190100,0,0,9998885,1115,1737259,100001529077,100413,7400293,616800,2691250,0,550280,4059,9269200,9995941,20718530,0,0,9999620,380,0,0,0,200,137570,10000000,0,9999830,9999989,11,170,137570,2000,2000,2000,2000,1000,1000
220,10000000000065,999935,999935,112000,20000,9999977607503,15916925,10099667,4845,1000,2078000,0,4360000,0,2179061,4146310,93022608,106977392,106723192,0,0,9980719,19281,1819629,100002103413,99929,8122406,200,2841300,0,590477,9619,9930800,9990381,20244581,0,0,9993923,6077,0,0,0,200,147620,9999999,1,9997981,10000000,0,2019,147619,2000,2000,2000,2000,1000,1000
230,9999999999849,1000151,1000151,109000,20000,9999977142324,16147067,10057861,13178,1000,2181000,20100,4560000,0,2288797,4335644,92803191,107196809,106964409,0,0,9999903,97,1893047,100002351600,0,8383800,6600,2943800,0,609199,0,10436400,10000000,20232400,0,0,9988701,11299,0,0,1,200,153800,9998001,1999,10000000,10000000,0,0,151800,2000,2000,2000,2000,1000,1000
240,9999999999977,1000023,1000023,108000,20100,9999986714468,6373378,75550,3342,1000,2282000,20000,4759900,0,2430941,4557316,92466556,107533444,107170044,0,0,9999969,31,1968485,100002313922,8,8797568,600,3089000,0,623560,90,10798400,9999910,20363310,0,0,9933640,66360,0,0,2000,200,157890,10000000,0,9999910,10000000,0,90,155890,2000,2000,2000,2000,1000,1000
250,10000000000006,999994,999994,113000,20000,9999986203103,6446456,60622,10674,1000,2377000,20000,4960000,0,2532458,4732652,92174909,107825091,107616691,0,0,9999992,8,2033944,100002476716,97740,9097131,1000,3220600,0,656990,60,11246400,9999940,20206353,0,0,9920910,79090,0,0,2001,200,166250,9999998,2,9997953,9998013,1987,2047,164247,2000,2000,2000,2000,1000,1000
260,10000000000111,999889,999889,92000,20100,9999975838895,16636817,10091575,6929,1000,2498000,19900,5159900,0,2696934,4982142,92156422,107843578,107796778,0,0,9905076,94924,2112718,100002901064,6,9337006,1200,3321650,0,689890,70,11892400,9999930,20046730,0,0,9999910,90,0,0,10,200,172490,9999990,10,9999930,10000000,0,70,172470,2000,2000,2000,2000,1000,1000
270,9999999999912,1000088,1000088,106000,20000,9999975201721,17029032,10074638,5700,1000,2584000,0,5360000,0,2734723,5156600,91761893,108238107,108049807,0,0,9934117,65883,2241317,100002840508,16,9675450,80600,3485000,0,722233,58,12235600,9999942,20188242,0,0,9999967,33,0,0,1,200,180560,9999999,1,9997842,10000000,0,2158,180558,2000,2000,2000,2000,1000,1000
280,9999999999928,1000072,1000072,115000,20100,9999984515676,7465836,57110,15957,1000,2675000,19900,5559900,0,2751237,5318086,91375612,108624388,108307088,0,0,9999963,37,2378249,100002710676,100724,9976924,285400,3599000,0,754400,98,12594000,9999902,20317200,0,0,9999400,600,0,0,0,200,188600,10000000,0,9999800,9999998,2,200,188600,2000,2000,2000,2000,1000,1000
290,9999999999833,1000167,1000167,119000,20000,9999984067032,7721719,71787,5145,1000,2771000,20000,5760000,0,2873829,5531710,91193641,108806359,108509859,0,0,9999961,39,2459271,100003121349,21,10519061,7800,3712400,0,786440,150098,13253200,9849902,20146390,0,0,9999960,40,0,0,2000,200,198610,10000000,0,9999790,9999988,12,210,196610,2000,2000,2000,2000,1000,1000
300,10000000000033,999967,999967,117000,20000,9999983524547,8257744,70624,5496,1000,2873000,0,5960000,0,2949330,5735008,90916971,109083029,108522429,0,0,9963150,36850,2580958,100002661703,100437,11261817,13000,3889700,0,818880,19,13525200,9999981,20560580,0,0,9999920,80,0,0,0,200,204720,10000000,0,9999880,9999999,1,120,204720,2000,2000,2000,2000,1000,1000
310,10000000000283,999717,999717,105000,20000,9999983133273,8250387,54803,15957,1000,2985000,20000,6160000,0,3091098,5938086,90846640,109153360,108927160,0,0,9989782,10218,2636168,100003273222,18,11293998,4000,3975150,0,831280,20,14155600,9999980,20226180,0,0,9999920,80,0,0,0,200,210820,9996000,4000,9999980,10000000,0,20,206820,2000,2000,2000,2000,1000,1000
320,10000000000310,999690,999690,111000,20000,9999972818393,18370499,9998011,3937,1000,3079000,0,6360000,0,3253381,6150126,90563542,109436458,109121958,0,0,9998769,1231,2685895,100003360205,145,10992845,635400,4101400,0,843400,50,14564800,9999950,20314450,0,0,10000000,0,0,0,0,200,210850,10000000,0,9999950,10000000,0,50,210850,2000,2000,2000,2000,1000,1000
330,9999999999942,1000058,1000058,106000,20000,9999972286273,18712385,10037945,2681,1000,3184000,0,6560000,0,3345275,6362638,90400748,109599252,109320252,0,0,9982815,17185,2798453,100003459662,8,12065248,800,4253350,0,875640,10,15086000,9999990,20278990,0,0,9971860,28140,0,0,0,200,218910,10000000,0,9999890,10000000,0,110,218910,2000,2000,2000,2000,1000,1000
340,9999999999691,1000309,1000309,107000,20000,9999981635922,9144504,68022,10074,1000,3283000,20000,6760000,0,3388559,6545852,90086426,109913574,109544674,0,0,9996841,3159,2932193,100003467619,1,12464671,4600,4372100,0,900360,70,15484800,9999930,20368810,0,0,9999940,60,0,0,10,200,225100,10000000,0,9999910,9999980,20,90,225090,2000,2000,2000,2000,1000,1000
350,9999999999670,1000330,1000330,106000,20000,9999981097898,9306310,68264,3528,1000,3384000,0,6960000,0,3454397,6760944,89684048,110315952,109927052,0,0,9996943,3057,3075287,100003557026,96,12702033,600,4544600,0,925037,37250,15797200,9962750,20349641,0,0,9993963,6037,0,0,0,200,231260,9999999,1,9997941,9997991,2009,2059,231259,2000,2000,2000,2000,1000,1000
360,9999999999595,1000405,1000405,111000,20100,9999970691980,19407797,10050487,6146,1000,3479000,19900,7159900,0,3589170,6945708,89420827,110579173,110239873,0,0,9999980,20,3116888,100003796260,98490,13048790,1800,4636800,0,946600,173248,16373600,9826752,20166050,0,0,9995400,4600,0,0,0,200,239650,9996000,4000,9999950,9999998,2,50,235650,2000,2000,2000,2000,1000,1000
370,9999999999451,1000549,1000549,103000,20000,9999970322397,19505670,10072082,3852,1000,3587000,20000,7360000,0,3743591,7166296,89247037,110752963,110519763,0,0,9897979,102021,3174875,100003939323,91,13281505,800,4781750,0,983313,40428,16730000,9959572,20192772,0,0,9999987,13,0,0,2001,200,247830,9999999,1,9997972,10000000,0,2028,245828,2000,2000,2000,2000,1000,1000
380,9999999999364,1000636,1000636,100000,20000,9999969851904,19699545,10083525,2721,1000,3690000,20000,7560000,0,3847080,7374558,89211829,110788171,110804371,0,0,9982700,17300,3271658,100004323902,42,13525516,12600,4886000,0,1023274,22018,17348400,9977982,19961782,0,0,9943326,56674,0,0,0,200,255820,9999998,2,9999982,10000000,0,18,255818,2000,2000,2000,2000,1000,1000
390,9999999999400,1000600,1000600,110000,20100,9999979385341,9845191,64603,10149,1000,3780000,19900,7759900,0,3957871,7539702,89163462,110836538,111135338,0,0,9992759,7241,3315961,100004762492,0,13776177,0,4985950,0,1057476,12069,18009200,9987931,19689131,0,0,9970524,29476,0,0,1,200,265870,9998000,2000,9999731,10000000,0,269,263869,2000,2000,2000,2000,1000,1000
400,9999999999566,1000434,1000434,116000,20000,9999968854903,20173867,10003151,10651,1000,3874000,0,7960000,0,4004407,7726698,88790400,111209600,111345200,0,0,9965123,34877,3448321,100004577974,100318,14311395,0,5154450,0,1095877,26469,18341600,9973531,19837931,0,0,9999923,77,0,0,0,200,273970,9999999,1,9997831,10000000,0,2169,273969,2000,2000,2000,2000,1000,1000
410,9999999999766,1000234,1000234,123000,20000,9999968333596,20615649,10035729,3242,1000,3967000,20000,8160000,0,4090375,7927516,88425215,111574785,111436885,0,0,9979495,20505,3551011,100004652047,97923,14781503,10200,5251700,0,1136600,248850,18873600,9751150,19889050,0,0,10000000,0,0,0,1980,200,286130,10000000,0,9999850,10000000,0,150,284150,2000,2000,2000,2000,1000,1000
420,9999999999570,1000430,1000430,104000,20100,9999968105738,20896828,10049702,4040,1000,4086000,20100,8359900,0,4303437,8163920,88691366,111308634,111387734,0,0,9999963,37,3570183,100004894949,51,15220151,600,5351800,0,1161200,89,19533200,9999911,19920800,0,0,9930900,69100,0,0,0,200,290300,10000000,0,9999900,9999989,11,100,290300,2000,2000,2000,2000,1000,1000
430,9999999999591,1000409,1000409,107000,20100,9999967611095,21579043,10040559,14897,1000,4183000,19900,8559900,0,4401938,8336206,88560098,111439902,111206302,0,0,9978822,21178,3637828,100004738960,0,15958690,4000,5464350,0,1179790,50,20110800,9999950,20233550,0,0,9999910,90,0,0,0,200,296440,9998010,1990,9999950,10000000,0,50,294450,2000,2000,2000,2000,1000,1000
440,9999999999659,1000341,1000341,116000,20000,9999967094008,21893069,10004249,14484,1000,4274000,20000,8760000,0,4470590,8519032,88212577,111787423,111415423,0,0,9999910,90,3745942,100004703700,0,16096800,264400,5597650,0,1210000,0,20458000,10000000,20372000,0,0,9999300,700,0,0,0,200,302500,10000000,0,9999900,10000000,0,100,302500,2000,2000,2000,2000,1000,1000
450,9999999999447,1000553,1000553,108000,20000,9999976495039,12349096,44672,3084,1000,4382000,0,8960000,0,4510338,8757832,87797735,112202265,111560665,0,0,9999962,38,3942694,100004468903,97,16825297,800,5796650,0,1219200,99,20685600,9999901,20639500,0,0,9989800,10200,0,0,0,200,304800,10000000,0,9997800,9997999,2001,2200,304800,2000,2000,2000,2000,1000,1000
460,9999999999581,1000419,1000419,103000,20000,9999966152341,22516110,9998862,7219,1000,4487000,20000,9160000,0,4643821,8959562,87623841,112376159,111746459,0,0,9952569,47431,4000831,100004517829,99943,17297480,12000,5897150,0,1259637,18420,21195600,9981580,20609291,0,0,9999963,37,0,0,0,200,314910,9999999,1,9999891,9998011,1989,109,314909,2000,2000,2000,2000,1000,1000
470,9999999999647,1000353,1000353,110000,20000,9999975561244,12908795,60875,12676,1000,4580000,20000,9360000,0,4720580,9134648,87323519,112676481,111952981,0,0,10000000,0,4091048,100004639420,0,17078010,494200,6016000,0,1284120,30,21567600,9999970,20723470,0,0,9999280,720,0,0,1990,200,323020,10000000,0,9999970,10000000,0,30,321030,2000,2000,2000,2000,1000,1000
480,9999999999577,1000423,1000423,107000,20200,9999965191616,23129654,10089866,3786,1000,4683000,0,9559800,0,4866856,9358428,87310670,112689330,112109830,0,0,9997744,2256,4160472,100004946096,4,17383004,527000,6138300,0,1318399,0,22196000,10000000,20579500,0,0,9999901,99,0,0,1,200,331100,9998001,1999,9999900,10000000,0,100,329100,2000,2000,2000,2000,1000,1000
490,9999999999671,1000329,1000329,119000,20000,9999964708870,23315928,10046664,3739,1000,4771000,20000,9760000,0,4949853,9534522,86907468,113092532,112408332,0,0,9976617,23383,4251539,100004922934,99478,18349195,2000,6282550,0,1332517,121230,22608000,9878770,20560971,0,0,9991783,8217,0,0,0,200,333130,9999999,1,9997871,9998001,1999,2129,333129,2000,2000,2000,2000,1000,1000
500,9999999999807,1000193,1000193,111000,20100,9999964244939,23824921,9985729,5015,1000,4879000,0,9959900,0,5008829,9747970,86788310,113211690,112369590,0,0,9998421,1579,4399691,100004856945,7,18849704,1000,6438000,0,1357797,10050,23026800,9989950,20830051,0,0,9999903,97,0,0,0,200,339450,9999999,1,9999951,9998001,1999,49,339449,2000,2000,2000,2000,1000,1000
510,9999999999940,1000060,1000060,111000,20000,9999963619913,24488116,10071364,5775,1000,4979000,20000,10160000,0,5063014,9946450,86340509,113659491,112341491,0,0,9999966,34,4533916,100004407128,36,19441580,81000,6581900,0,1398033,6008,23230800,9993992,21311992,0,0,9958267,41733,0,0,11,200,349520,9999999,1,9997892,10000000,0,2108,349508,2000,2000,2000,2000,1000,1000
520,9999999999843,1000157,1000157,113000,20000,9999973242289,14807916,76352,2917,1000,5077000,0,10360000,0,5200003,10148166,86255875,113744125,112406125,0,0,9999967,33,4591833,100004476038,100578,19475689,558400,6691550,0,1425311,40,23795600,9999960,21335973,0,0,9999089,911,0,0,0,200,356330,9999997,3,9999873,9998013,1987,127,356327,2000,2000,2000,2000,1000,1000
530,9999999999777,1000223,1000223,97000,20000,9999972918564,14881405,40417,15854,1000,5193000,0,10560000,0,5342846,10354292,86317949,113682051,112660551,0,0,9999934,66,4650926,100004941206,97934,20282114,2800,6812150,0,1434080,20,24507200,9999980,21021480,0,0,9999920,80,0,0,2000,200,360520,10000000,0,9999880,10000000,0,120,358520,2000,2000,2000,2000,1000,1000
540,9999999999917,1000083,1000083,96000,20000,9999972318803,15646939,56041,3296,1000,5294000,20100,10760000,0,5359886,10581408,85904812,114095188,112502888,0,0,9993084,6916,4852892,100004504885,27,20958344,400,6957550,0,1474517,6029,24724400,9993971,21586271,0,0,9999983,17,0,0,0,200,368630,9999999,1,9999971,10000000,0,29,368629,2000,2000,2000,2000,1000,1000
550,9999999999765,1000235,1000235,110000,20000,9999971808546,16172126,110546,4333,1000,5380000,20000,10960000,0,5469735,10751334,85618222,114381778,112494278,0,0,9972315,27685,4906649,100004307349,1,21489001,71000,7094200,0,1499800,60,25115600,9999940,21885450,0,0,10000000,0,0,0,0,200,374950,10000000,0,9999850,9998010,1990,150,374950,2000,2000,2000,2000,1000,1000
560,9999999999780,1000220,1000220,109000,20000,9999961407119,26424348,9980096,4535,1000,5481000,20000,11160000,0,5522959,10952930,85282037,114717963,112649663,0,0,9998611,1389,5048841,100004309609,111,21956316,13400,7235900,0,1524504,93325,25515200,9906675,21974975,0,0,9999996,4,0,0,1,200,381130,9999996,4,9999875,10000000,0,125,381125,2000,2000,2000,2000,1000,1000
570,9999999999758,1000242,1000242,96000,20000,9999970897431,16910678,106310,4171,1000,5594000,20000,11360000,0,5636826,11179658,84908929,115091071,112679571,0,0,9973894,26106,5155152,100003979620,0,21690430,779200,7372750,0,1549800,5599,25672400,9994401,22405850,0,0,9998900,1100,0,0,230,200,387680,10000000,0,9999950,9999949,51,50,387450,2000,2000,2000,2000,1000,1000
580,9999999999790,1000210,1000210,104000,20000,9999960515776,27229463,10028833,3624,1000,5686000,20000,11560000,0,5729430,11364752,85010229,114989771,112752871,0,0,9976560,23440,5237212,100004167004,99570,22988904,65200,7493850,0,1592433,2608,26425200,9997392,22234292,0,0,9999967,33,0,0,1,200,398110,9999999,1,9997692,10000000,0,2308,398108,2000,2000,2000,2000,1000,1000
590,9999999999928,1000072,1000072,114000,20100,9999969954568,17420306,36428,5265,1000,5776000,0,11759900,0,5780056,11541470,84767164,115232836,113131236,0,0,9999934,66,5355304,100004390065,100005,23265645,800,7652350,0,1624440,10,26842400,9999990,22101590,0,0,9998560,1440,0,0,0,200,406110,10000000,0,9999890,10000000,0,110,406110,2000,2000,2000,2000,1000,1000
600,9999999999871,1000129,1000129,115000,20000,9999969331271,17883975,84409,11819,1000,5875000,0,11960000,0,5819597,11726362,84203706,115796294,113292994,0,0,9975463,24537,5498525,100004108874,6,23642766,2200,7838000,0,1632960,80,26935600,9999920,22503160,0,0,9999740,260,0,0,0,200,408240,10000000,0,9999760,9999940,60,240,408240,2000,2000,2000,2000,1000,1000
610,9999999999773,1000227,1000227,119000,20000,9999958806418,28177485,10072421,5718,1000,5971000,0,12160000,0,5860528,11930564,83702623,116297377,113532777,0,0,9964192,35808,5653356,100003889408,100252,24103472,1200,8002650,0,1660720,99280,27162800,9900720,22665320,0,0,9997980,2020,0,0,0,200,416680,9998000,2000,9999920,10000000,0,80,414680,2000,2000,2000,2000,1000,1000
620,9999999999838,1000162,1000162,121000,20000,9999968427863,18721178,51564,3486,1000,6069000,20000,12360000,0,5972003,12131028,83536861,116463139,113374239,0,0,9999217,783,5735745,100003626590,100230,23991860,752800,8089150,0,1686999,50,27526800,9999950,23088850,0,0,9999001,999,0,0,31,200,423280,9998001,1999,9999950,10000000,0,50,421250,2000,2000,2000,2000,1000,1000
630,9999999999927,1000073,1000073,112000,20200,9999958077890,28955891,9998641,4486,1000,6178000,0,12559800,0,6071880,12347028,83689591,116310409,113497709,0,0,9999030,970,5843658,100004122128,2,25023962,7200,8229950,0,1725960,90,28288400,9999910,22812610,0,0,9999940,60,0,0,0,200,431490,10000000,0,9999910,10000000,0,90,431490,2000,2000,2000,2000,1000,1000
640,9999999999909,1000091,1000091,107000,20000,9999957589073,29208623,9923073,11454,1000,6283000,20000,12760000,0,6103035,12543092,83241316,116758684,113739784,0,0,9999985,15,6002577,100003856697,99363,25495983,1000,8381100,0,1749920,4089,28478800,9995911,23012820,0,0,9991980,8020,0,0,0,200,437480,10000000,0,9997920,9998009,1991,2080,437480,2000,2000,2000,2000,1000,1000
650,9999999999987,1000013,1000013,102000,20100,9999967058839,19737855,100117,3952,1000,6388000,0,12959900,0,6218931,12768096,83097594,116902406,113750806,0,0,9975169,24831,6101665,100003937093,9,25864606,26000,8529450,0,1781996,8800,28936800,9991200,23140801,0,0,9993904,6096,0,0,2001,200,447500,10000000,0,9997901,9998001,1999,2099,445499,2000,2000,2000,2000,1000,1000
660,10000000000095,999905,999905,116000,20000,9999966690475,19838003,58535,10641,1000,6474000,20000,13160000,0,6344776,12926718,82932198,117067802,114023302,0,0,9999944,56,6130162,100004061303,99657,26270227,1000,8635600,0,1806920,2630,29427200,9997370,23041870,0,0,9953780,46220,0,0,50,200,451780,10000000,0,9999870,10000000,0,130,451730,2000,2000,2000,2000,1000,1000
670,10000000000019,999981,999981,122000,20000,9999966292339,19913047,33775,2878,1000,6568000,20000,13360000,0,6442489,13130244,82549136,117450864,114349164,0,0,9999961,39,6233205,100004061390,100660,26510360,2000,8799650,0,1818200,50,29662800,9999950,23101450,0,0,9911100,88900,0,0,0,200,454550,10000000,0,9999850,9999800,200,150,454550,2000,2000,2000,2000,1000,1000
680,10000000000144,999856,999856,104000,20000,9999965804307,20297450,27344,13523,1000,6686000,20000,13560000,0,6493392,13344954,82333447,117666553,114458853,0,0,9980798,19202,6390952,100004318070,200,26783740,200,8921100,0,1842440,129606,30178800,9870394,23078090,0,0,9999960,40,0,0,0,200,460610,10000000,0,9999990,9999996,4,10,460610,2000,2000,2000,2000,1000,1000
690,10000000000023,999977,999977,107000,20000,9999965408392,20554709,49565,20217,1000,6783000,20200,13760000,0,6621253,13525566,82277451,117722549,114603649,0,0,9953797,46203,6437563,100004290741,99609,27273209,200,9052200,0,1867000,0,30628800,10000000,23118850,0,0,9999800,200,0,0,0,200,466750,10000000,0,9999850,9999950,50,150,466750,2000,2000,2000,2000,1000,1000
