Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
0,0,0,0,0,0,0,10000000000000,100000,100000,0,0,1000,0,0,0,10000000000,10000000000,10000000000,10000000000,0,0,100000000000,0,1000,1000,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,100000000000,0,1000,1000,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000
1000,0,0,0,0,10000,60000,9999989105826,9993837,9993837,0,0,1000,0,0,0,9998999663,10001000337,10001000337,10000000000,0,0,99999901474,0,99526,99526,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000,99999900361,0,100639,100639,0,0,0,0,0,0,0,1000000000,1000000000,0,1500000000,1000000000,0,0,0,0,0,1000000000,0,1000000000,0,0,1000,1000,1000,1000,1000,1000,1000
2000,1312230,631677,10000000,60000000,10000,60000,9998967498950,91975409,107209190,10152,8687770,1000,63318,3410845,17355236,9188093859,10811906141,10911903641,9988196635,11803365,19571,100011548955,39343100,94945,11473325,475100,339023000,11978937,28249987,20899200,13371258,70837800,986628742,999990558,9442,1436586500,995122400,4877600,27865600,2753100,9480,6975880,1000000000,0,999834600,165400,6966400,1000,1000,1000,1000,1000,1000,1000,100011594691,39320000,127115,11815747,37500,338971200,14784318,31055018,20820594,13609208,70982700,986390792,999982310,17690,1436408402,995222808,4777192,27760792,2779200,8742,6948940,1000000000,0,999838402,161598,6940198,1000,1000,1000,1000,1000,1000,1000
3000,1895780,628872,20000000,120000000,10000,60000,9998104114875,89776617,111648575,9522,18104220,1000,5207,3785862,36189396,8515147892,11484852108,11734483508,9981994038,18005962,80134,100037959930,102630900,143170,18925190,491600,898125000,14763253,58067203,48505800,46912615,191467800,953087385,999999815,185,1327987800,996904700,3095300,64674400,9005800,9720,16178320,1000000000,0,999854400,145600,16168600,1000,1000,1000,1000,1000,1000,1000,100038054037,102590100,141806,18795363,518000,897996200,17997718,61298718,48407158,46847159,191362200,953152841,999982040,17960,1328602881,996973523,3026477,64542877,9097500,9360,16145080,999999999,1,999852381,147619,16135719,1000,1000,1000,1000,1000,1000,1000
4000,2345560,630619,30000000,180000000,10000,60000,9997302802448,89695834,114860303,856,27654440,1000,57319,3885901,55307168,7910610482,12089389518,12490527918,9978886359,21113641,164927,100065995001,168443000,63194,27582618,156300,1480423600,17152376,88623476,76894229,83653974,317175300,916346026,999999739,261,1215757665,997961836,2038164,102522564,16957000,1,25637560,999990776,9224,999872465,127535,25628335,1000,1000,1000,1000,1000,1000,1000,100066035335,168377500,36608,27307065,436900,1479946200,19239136,90688586,76827958,83559295,317031300,916440705,999981476,18524,1215871881,997911423,2088577,102437277,17071600,9460,25618780,999999999,1,999869281,130719,25609319,1000,1000,1000,1000,1000,1000,1000
5000,2723870,637432,40000000,240000000,10000,60000,9996560107453,88544045,115474762,9757,37276130,1000,5782,3915671,74532746,7364772998,12635227002,13190526702,9977247049,22752951,262095,100094152678,234735900,45194,36776619,122500,2067063800,18727791,118577291,105502129,121246097,444239700,878753903,999980721,19279,1100354024,998323495,1676505,140669505,25669100,10043,35177420,999999999,1,999869524,130476,35167376,1000,1000,1000,1000,1000,1000,1000,100094208775,234898600,110151,36991044,52900,2068602000,20854195,120779495,105532675,121353256,444275100,878646744,999980398,19602,1101708042,998243767,1756233,140710233,25848600,1,35177560,999999999,1,999870442,129558,35177558,1000,1000,1000,1000,1000,1000,1000
6000,3056630,624079,50000000,300000000,10000,60000,9995871895285,84972553,112932646,1547,46943370,1000,56795,3976147,93883646,6871548138,13128451862,13837279562,9976382733,23617267,366679,100122685927,301693800,36705,46236590,144700,2659786000,19838531,148363431,134328169,159783619,572432400,840216381,999996063,3937,984839244,998431475,1568525,179104225,34870100,3,44776060,999999999,1,999867944,132056,44776056,1000,1000,1000,1000,1000,1000,1000,100122892324,301811300,22434,46241794,59100,2661048200,22366595,150955695,134274386,159714623,572321400,840285377,999997809,2191,986828686,998486300,1513700,179029200,35029600,2,44764760,999990056,9944,999878286,121714,44754814,1000,1000,1000,1000,1000,1000,1000
7000,3360140,631802,60000000,360000000,10000,60000,9995225953031,86179639,114734150,1459,56639860,1000,483,3986509,113276802,6425694770,13574305230,14436876330,9975906971,24093029,474973,100151462916,368938100,18096,55753682,137000,3255232200,20188955,177523705,163189490,198596081,701061300,801403919,999996785,3215,869780604,998523914,1476086,217585986,44291000,2,54396500,999999998,2,999872104,127896,54396496,1000,1000,1000,1000,1000,1000,1000,100151680161,369226900,30754,55369977,496600,3257946600,24375710,181844010,163236608,199066056,701463900,800933944,999996861,3139,869979805,998582997,1417003,217645503,44417800,2,54418820,999990077,9923,999881405,118595,54408895,1000,1000,1000,1000,1000,1000,1000
8000,3638660,634238,70000000,420000000,10000,60000,9994622375779,87458522,116389602,1495,66361340,1000,958,4006490,132719690,6022444501,13977555499,14994718399,9975661850,24338150,586440,100180398672,436428900,28457,64836146,583600,3852937800,22306772,208561772,192103272,237920830,830277600,762079170,999998673,1327,753424843,998656071,1343929,256131229,53803800,2,64047360,999980599,19401,999890943,109057,64027957,1000,1000,1000,1000,1000,1000,1000,100180592198,436838800,116022,64964700,545300,3856779200,24359182,210803032,192199718,238910803,831177600,761089197,999999843,157,752579140,998685422,1314578,256259878,53991300,2,64079400,999980762,19238,999890940,109060,64060160,1000,1000,1000,1000,1000,1000,1000
9000,3898310,618409,80000000,480000000,10000,60000,9994056731094,89241294,118433953,1525,76101690,1000,6109,4024329,152200330,5657795888,14342204112,15513360912,9975530951,24469049,699281,100209392873,504234700,101610,74593067,527400,4453532600,22444231,237760681,221139418,277973253,960258300,722026747,999990314,9686,636389761,998703543,1296457,294852557,63475000,9260,73722400,999999999,1,999888661,111339,73713139,1000,1000,1000,1000,1000,1000,1000,100209654022,504526600,14647,74460515,577300,4456264400,26164101,241614801,221243471,278672469,960882600,721327531,999980292,19708,635778323,998731152,1268848,294988048,63557000,3,73754320,999990260,9740,999880623,119377,73744577,1000,1000,1000,1000,1000,1000,1000
10000,4138600,629574,90000000,540000000,10000,60000,9993530045544,86797224,116220011,1545,85861400,1000,5643,4028877,171719710,5327980768,14672019232,15997928232,9975419183,24580817,813093,100238539364,572025400,11936,84601936,61800,5053981200,22221843,266592493,250191000,318205749,1090458000,681794251,999999649,351,518527800,998755500,1244500,333588000,73113700,10300,83407300,1000000000,0,999887100,112900,83397000,1000,1000,1000,1000,1000,1000,1000,100238781200,572485600,12038,84145074,568800,5058127200,28200040,272772290,250371942,319001477,1091141400,680998523,999998423,1577,518354046,998768604,1231396,333822696,73212100,6,83470440,999980320,19680,999890346,109654,83450754,1000,1000,1000,1000,1000,1000,1000
11000,4367790,641278,100000000,600000000,10000,60000,9993030411992,88661917,118253858,876,95632210,1000,5402,4042573,191262668,5029595709,14970404291,16449625091,9975377887,24622113,927255,100267558447,639941900,109491,94413050,47200,5655567800,23702292,297182542,279303105,358450739,1220700000,641549261,999996985,3015,401034346,998756641,1243359,372400959,82821500,3,93107400,999990457,9543,999883546,116454,93097854,1000,1000,1000,1000,1000,1000,1000,100267825083,640515400,102177,94442696,57400,5660662000,28443828,302170778,279537199,359314340,1221416700,640685660,999999460,540,401976220,998787521,1212479,372713079,82891800,1,93185440,999990441,9559,999885620,114380,93175880,1000,1000,1000,1000,1000,1000,1000
12000,4588520,636911,110000000,660000000,10000,60000,9992561971368,87789592,117545660,9812,105411480,1000,5313,4030332,210803336,4759729060,15240270940,16873716540,9975315948,24684052,1041684,100296791961,707923300,18725,103958535,92400,6257661800,25014561,327628011,308427272,398788326,1351054500,601211674,999989588,10412,283312762,998783590,1216410,411233010,92513900,4,102815800,999989942,10058,999890662,109338,102805738,1000,1000,1000,1000,1000,1000,1000,100296995251,708612900,109427,103659987,531500,6263801000,28818815,331729765,308727666,399665029,1351768500,600334971,999997055,2945,284774926,998833460,1166540,411633740,92563700,2,102915520,999990556,9444,999884926,115074,102906074,1000,1000,1000,1000,1000,1000,1000
13000,4795110,640973,120000000,720000000,10000,60000,9992119814865,86362988,116268208,10727,115204890,1000,946,4040294,230388326,4515656553,15484343447,17271606047,9975292086,24707914,1157012,100325962313,775973300,16622,113682044,52100,6860424200,24276638,356056488,337581767,439216095,1481503200,560783905,999998140,1860,165847245,998819778,1180222,450109022,102217300,10043,112537300,999999998,2,999886345,113655,112527255,1000,1000,1000,1000,1000,1000,1000,100326230290,776766900,108699,113847246,65000,6867445000,31182143,363301593,337920990,440309250,1482443400,559690750,999998413,1587,167361363,998850173,1149827,450554627,102306100,4,112653720,999979921,20079,999894363,105637,112633637,1000,1000,1000,1000,1000,1000,1000
14000,4994910,638758,130000000,780000000,10000,60000,9991698925346,86853817,116974632,1743,125005090,1000,514,4067521,250006694,4294806963,15705193037,17645379337,9975219539,24780461,1272833,100355128973,844193500,102013,123430747,115900,7464691000,23732171,384751171,366817136,479808611,1612123800,520191389,999997873,2127,48753762,998833826,1166174,489086474,111962200,0,122278460,999990878,9122,999886162,113838,122269338,1000,1000,1000,1000,1000,1000,1000,100355384024,844887800,108471,123136094,500600,7470775600,33297057,394609557,367133508,480537794,1612725900,519462206,999979459,20541,50690865,998859657,1140343,489511343,111991200,10042,122387880,999999997,3,999884965,115035,122377835,1000,1000,1000,1000,1000,1000,1000
15000,5188330,635063,140000000,840000000,10000,60000,9991300541731,85867881,116121722,1690,134811670,1000,487,4085781,269619960,4095023312,15904976688,17915280788,9975221159,24778841,1389219,100384306915,912242800,24904,70996583,62355300,8067255200,24945547,415118647,396034652,493909549,1716283200,506090451,999999322,678,99173,998697421,1302579,528039779,121712400,2,132024400,999980729,19271,999891473,108527,132005127,1000,1000,1000,1000,1000,1000,1000,100384484577,912885100,112735,73748436,59737100,8072943000,33797503,424245803,396320745,495576152,1717813200,504423848,999998456,1544,108804,998747759,1252241,528420841,121739500,7,132120560,999979543,20457,999888404,111596,132100096,1000,1000,1000,1000,1000,1000,1000
16000,5373910,639997,150000000,900000000,10000,60000,9990921357399,84743329,115137017,1851,144626090,1000,531,4079010,289248478,3914295428,16085704572,18097678972,9975191090,24808910,1505768,100411338987,978341000,106861,13847173,131456500,8650478000,26640427,445002677,425298368,493074588,1805492700,506925412,999996804,3196,99116,996591948,3408052,567058252,131457800,10160,141788760,999981284,18716,999856616,143384,141759884,1000,1000,1000,1000,1000,1000,1000,100411696628,979144400,144533,14659932,130569200,8657777600,35638745,454356795,425596146,494739308,1806997500,505260692,999996395,3605,105787,996790341,3209659,567461459,131476000,9420,141874940,999999793,207,999842987,157013,141865313,1000,1000,1000,1000,1000,1000,1000
17000,5551770,627401,160000000,960000000,10000,60000,9990556490617,86473815,117006855,10756,154448230,1000,57356,4065492,308874948,3750744232,16249255768,18262199668,9975154348,24845652,1621896,100433787635,1039825600,126189,9206583,152646500,9187500800,30550742,474791342,454591742,492586010,1895033100,507413990,999999518,482,99608,989819266,10180734,606114534,141203000,2,151546160,999976634,23366,999821608,178392,151522792,1000,1000,1000,1000,1000,1000,1000,100434313308,1040717700,155423,8986452,152607200,9195750600,39879201,484523901,454846306,494267168,1896573300,505732832,999997045,2955,99877,990203171,9796829,606453529,141204400,9540,151641400,999975363,24637,999821077,178923,151607223,1000,1000,1000,1000,1000,1000,1000
18000,5728810,623263,170000000,1020000000,10000,60000,9990207584385,87899592,118616864,1828,164271190,1000,1075,4092548,328538724,3602845477,16397154523,18410927923,9975114592,24885408,1739316,100455927182,1101014100,163441,8928118,169823200,9721418600,33843898,503805798,483847598,492261633,1984754400,507738367,999990874,9126,3541,982713443,17286557,645125657,150994400,9840,161301320,999986579,13421,999812241,187759,161278059,1000,1000,1000,1000,1000,1000,1000,100456355499,1101902700,189036,8517541,170041300,9729486200,45214814,515569864,484173310,493842684,1986159300,506157316,999994329,5671,103945,983035735,16964265,645562165,150919600,9940,161405540,999993255,6745,999803745,196255,161388855,1000,1000,1000,1000,1000,1000,1000
19000,5897640,638928,180000000,1080000000,10000,60000,9989874865269,87174702,118050428,1923,174102360,1000,5883,4097652,348200874,3468984971,16531015029,18545486929,9975078808,24921192,1856882,100478060030,1162222000,153645,8254986,187435200,10255376000,38717969,534401219,513166766,491828609,2074330200,508171391,999998634,1366,105525,975537359,24462641,684218041,160755600,9684,171073900,999987059,12941,999804225,195775,171051275,1000,1000,1000,1000,1000,1000,1000,100478522647,1163106900,141216,8538532,186912100,10263387400,48880620,544953970,513494997,493570092,2075907000,506429908,999995313,4687,17821,975863024,24136976,684656276,160667200,1,171172440,999988840,11160,999798921,201079,171161279,1000,1000,1000,1000,1000,1000,1000
20000,6061760,619118,190000000,1140000000,10000,60000,9989554574469,86769536,117782346,1064,183938240,1000,1017,4092958,367874352,3347865005,16652134995,18667194795,9975054842,24945158,1974694,100500135968,1223457800,174827,8064510,204631200,10789595600,43629619,565047119,542527708,491534498,2164061100,508465502,999971963,28037,80365,968323357,31676643,723369443,170519400,2,180844240,999997497,2503,999781065,218935,180841735,1000,1000,1000,1000,1000,1000,1000,100500600171,1224352400,192884,8471589,204021200,10797589600,52527446,574332746,542831630,493286472,2165634900,506713528,999992757,7243,3585,968662555,31337445,723771145,170435100,9860,180962460,999986915,13085,999802285,197715,180939515,1000,1000,1000,1000,1000,1000,1000
21000,6222160,633579,200000000,1200000000,10000,60000,9989247316672,84843264,115950003,2030,193777840,1000,519,4088019,387551620,3238259336,16761740664,18777312964,9975074021,24925979,2092741,100522312300,1284738100,150545,8175958,221504100,11324067400,46700348,593862298,571862868,491366793,2253889800,508633207,999990108,9892,8415,961101647,38898353,762483553,180324500,9662,190631160,999999187,813,999793515,206485,190620685,1000,1000,1000,1000,1000,1000,1000,100522666484,1285591900,218367,8483034,221050400,11331752600,57968054,605503604,572188184,493028598,2255367300,506971402,999997815,2185,11817,961424633,38575367,762917267,180208400,9682,190739700,999999065,935,999791717,208283,190729083,1000,1000,1000,1000,1000,1000,1000
22000,6377210,614016,210000000,1260000000,10000,60000,9988948375154,85061640,116304024,1157,203622790,1000,61769,4102918,407243266,3139128494,16860871506,18876914406,9975071442,24928558,2210908,100544400559,1345988700,199783,8277420,238425000,11858314200,51350613,624246663,601213311,491124037,2343659100,508875963,999998251,1749,16514,953915503,46084497,801610897,190069100,1,200418140,999979447,20553,999799014,200986,200397586,1000,1000,1000,1000,1000,1000,1000,100544885656,1346857700,199271,8440042,238029800,11866199400,61797302,635077552,601495680,492805713,2345177700,507194287,999996622,3378,5709,954240729,45759271,801987871,190034700,2,200511300,999980893,19107,999805009,194991,200492191,1000,1000,1000,1000,1000,1000,1000
23000,6531400,634213,220000000,1320000000,10000,60000,9988658513225,85617689,116964057,10929,213468600,1000,57356,4087126,426915342,3049412614,16950587386,18967026086,9975070134,24929866,2329376,100566566028,1407288400,158763,7837472,255843500,12392984800,55020283,653670783,630577506,490848496,2433384600,509151504,999996593,3407,101497,946680391,53319609,840769909,199863300,9900,210202600,999999703,297,999794997,205003,210192403,1000,1000,1000,1000,1000,1000,1000,100567011400,1408135000,199896,8272279,255174500,12400774800,66606098,665637648,630864775,492600662,2434976100,507399338,999996894,3106,4132,947049357,52950643,841149043,199792800,1,210296240,999988029,11971,999787632,212368,210284268,1000,1000,1000,1000,1000,1000,1000
24000,6679560,629978,230000000,1380000000,10000,60000,9988375627922,87751846,119278439,2098,223320440,1000,974,4103409,446636684,2968244868,17031755132,19048532432,9975024491,24975509,2447675,100588687401,1468596900,150604,8322899,272432500,12927677800,61525744,685930994,659982290,490770807,2523306300,509229193,999992042,7958,4235,939404945,60595055,879973455,209645700,9780,220009740,999991205,8795,999795235,204765,219991165,1000,1000,1000,1000,1000,1000,1000,100589222391,1469433600,135203,7761528,272591300,12935498400,68648604,693438054,660224063,492328270,2524723200,507671730,999977368,22632,88798,939858235,60141765,880298165,209567800,1,220075860,999998243,1757,999780598,219402,220074102,1000,1000,1000,1000,1000,1000,1000
25000,6823430,633189,240000000,1440000000,10000,60000,9988107677907,82658587,114300988,9970,233176570,1000,58155,4092801,466333200,2894784094,17105215906,19122294106,9975016979,24983021,2566579,100610852761,1529901400,155054,8250077,289476300,13462418800,66079228,716242728,689331068,490596214,2613140400,509403786,999989819,10181,20705,932222437,67777563,919104463,219425700,9482,229793760,999989117,10883,999801005,198995,229773395,1000,1000,1000,1000,1000,1000,1000,100611341945,1530765700,136938,7717873,289712300,13470432200,72509628,723065928,689636536,492183756,2614566600,507816244,999979117,20883,90061,932586825,67413175,919514775,219357900,2,229880060,999998181,1819,999774861,225139,229878239,1000,1000,1000,1000,1000,1000,1000
26000,6967220,622003,250000000,1500000000,10000,60000,9987835432313,88899488,120729340,2076,243032780,1000,959,4103544,486061408,2828364101,17171635899,19188981399,9974959496,25040504,2685804,100633002087,1591253900,136305,7681913,307047300,13997542200,68588400,744528050,718746032,490382057,2702913300,509617943,999991821,8179,100164,925001832,74998168,958326668,229176200,9980,239594740,999995876,4124,999793964,206036,239580636,1000,1000,1000,1000,1000,1000,1000,100633529801,1592097100,146051,8065936,306369700,14005363800,78525888,754848988,718991549,492144347,2704524000,507855653,999991831,8169,11584,925387735,74612265,958648665,229158900,3,239677320,999979799,20201,999793784,206216,239657116,1000,1000,1000,1000,1000,1000,1000
27000,7105220,619901,260000000,1560000000,10000,60000,9987576676126,87979776,119997837,1146,252894780,1000,456,4112193,505787268,2768271102,17231728898,19249296998,9974898967,25101033,2804835,100655126787,1652599500,166869,7672628,324093400,14532599000,73839018,775551518,748151851,490277736,2792794500,509722264,999996388,3612,108652,917797801,82202199,997529299,238923400,5,249396960,999980493,19507,999797052,202948,249377448,1000,1000,1000,1000,1000,1000,1000,100655648269,1653426900,143817,8166451,323332100,14540259400,81740275,783828125,748386416,492022206,2794388400,507977794,999996868,3132,16562,918118546,81881454,997847954,238958000,9940,249473280,999998198,1802,999789662,210338,249461538,1000,1000,1000,1000,1000,1000,1000
28000,7241810,632337,270000000,1620000000,10000,60000,9987324913064,85781430,117976366,2127,262758190,1000,963,4109610,525512126,2713889494,17286110506,19303863406,9974839950,25160050,2925276,100677192906,1713967600,210933,7789013,341106700,15067792000,78453317,805944367,777589933,490200618,2882697600,509799382,999990231,9769,91213,910518980,89481020,1036783020,248694600,1,259203760,999989328,10672,999792413,207587,259193087,1000,1000,1000,1000,1000,1000,1000,100677721942,1714770000,218562,7955218,340638400,15075337600,85559983,813422333,777787044,491843863,2884216800,508156137,999980031,19969,81668,910898424,89101576,1037048776,248732200,9900,259273480,999998152,1848,999783568,216432,259261732,1000,1000,1000,1000,1000,1000,1000
29000,7376430,627361,280000000,1680000000,10000,60000,9987074908662,86970078,119255366,11068,272623570,1000,5686,4097084,545225004,2664664240,17335335760,19353264660,9974857156,25142844,3045360,100699447283,1775300100,138423,7997895,357797200,15602853000,82262169,835527969,806958034,490189547,2972689800,509810453,999994149,5851,13502,903336768,96663232,1075940332,258486000,2,268993440,999988860,11140,999786202,213798,268982298,1000,1000,1000,1000,1000,1000,1000,100699891926,1776175600,193156,7784254,357915200,15610785600,90186834,843838984,807225972,491756003,2974092900,508243997,999998497,1503,104694,903582822,96417178,1076299378,258550800,9960,269089120,999994246,5754,999797894,202106,269073406,1000,1000,1000,1000,1000,1000,1000
30000,7508650,634332,290000000,1740000000,10000,60000,9986833876896,83917480,116376873,2225,282491350,1000,5724,4113543,564978250,2620163676,17379836324,19397883024,9974819737,25180263,3165587,100721591321,1836668000,182904,8199892,374698800,16138117600,85110425,864159275,836349103,490141593,3062642400,509858407,999989968,10032,10175,896083672,103916328,1115123928,268319800,7,278799460,999975372,24628,999795475,204525,278774825,1000,1000,1000,1000,1000,1000,1000,100722109494,1837549800,137845,7709545,374961000,16146084400,95764119,875200669,836641253,491682604,3064017000,508317396,999993717,6283,102613,896366960,103633040,1115516840,268312600,9581,278899660,999985508,14492,999801113,198887,278875587,1000,1000,1000,1000,1000,1000,1000
31000,7641170,637483,300000000,1800000000,10000,60000,9986590574532,87315574,119924012,10097,292358830,1000,58147,4111672,584697466,2579839806,17420160194,19438315094,9974789528,25210472,3286294,100743781942,1898069100,175850,7559758,392289400,16673667800,88495748,893341348,865738052,490011273,3152486400,509988727,999997837,2163,100864,888918612,111081388,1154316188,278078500,10140,288591920,999996356,3644,999799764,200236,288578136,1000,1000,1000,1000,1000,1000,1000,100744194025,1898930500,196304,7772394,392045000,16681443400,100739122,905963022,866070253,491630018,3153943200,508369982,999999261,739,100043,889086490,110913510,1154756410,278122200,9641,288707580,999988218,11782,999796543,203457,288686157,1000,1000,1000,1000,1000,1000,1000
32000,7770200,630979,310000000,1860000000,10000,60000,9986354313653,87553495,120272849,11057,302229800,1000,62821,4111268,604437486,2543383948,17456616052,19474839052,9974798992,25201008,3407078,100765900047,1959474500,160507,7636313,409416100,17209157000,92755963,923393963,895216664,489976503,3242408400,510023497,999993121,6879,102418,881523754,118476246,1193622146,287931600,9960,298415660,999999782,218,999793018,206982,298405482,1000,1000,1000,1000,1000,1000,1000,100766448363,1960311700,171422,8048396,408691300,17216858600,104897537,935912237,895443889,491680795,3243999000,508319205,999997890,2110,8295,881935206,118064794,1193914094,287897800,1,298503480,999966726,33274,999812095,187905,298470205,1000,1000,1000,1000,1000,1000,1000
33000,7895740,633411,320000000,1920000000,10000,60000,9986126322707,83023960,115959450,2304,312104260,1000,5837,4112978,624203912,2510447667,17489552333,19507835133,9974706022,25293978,3528534,100788011204,2020897700,175520,8112310,426104200,17744736200,96617079,953050879,924701738,490045008,3332442000,509954992,999998116,1884,14108,874206170,125793830,1232929030,297702300,6,308247160,999980138,19862,999802808,197192,308227292,1000,1000,1000,1000,1000,1000,1000,100788520328,2021685200,165001,8213392,425657800,17752128000,109512523,966309873,924912594,491642949,3333923100,508357051,999994992,5008,8243,874609049,125390951,1233216051,297679100,9560,308315240,999997777,2223,999787043,212957,308303457,1000,1000,1000,1000,1000,1000,1000
34000,8020440,629912,330000000,1980000000,10000,60000,9985894666266,85275514,118224707,11065,321979560,1000,522,4111903,643936990,2480622080,17519377920,19537709020,9974812177,25187823,3649467,100810268146,2082310900,129054,8032110,443229700,18280384200,100887873,983123023,954103476,490030851,3422415600,509969149,999994451,5549,8200,866921324,133078676,1272128176,307580200,4,318054080,999970624,29376,999815900,184100,318024700,1000,1000,1000,1000,1000,1000,1000,100810666344,2083097600,209579,7769396,443212100,18287819200,113645043,996246543,954329918,491539311,3423809700,508460689,999996652,3348,81641,867349623,132650377,1272439277,307519500,10340,318121540,999998159,1841,999785241,214759,318109359,1000,1000,1000,1000,1000,1000,1000
35000,8142020,637704,340000000,2040000000,10000,60000,9985669538694,83835083,116954010,2332,331857980,1000,5327,4126631,663711296,2453636977,17546363023,19564714223,9974778489,25221511,3770785,100832274518,2143732100,228775,7782282,460738600,18816025800,103997399,1012032499,983578878,489931681,3512271900,510068319,999996712,3288,100331,859584453,140415547,1311434847,317389000,9620,327876560,999989029,10971,999805931,194069,327855969,1000,1000,1000,1000,1000,1000,1000,100832879092,2144505100,136936,7729367,460298600,18823357400,118927770,1027324470,983779287,491504789,3513751200,508495211,999997765,2235,106476,860046289,139953711,1311705411,317330000,10281,327937320,999999085,915,999785576,214424,327926124,1000,1000,1000,1000,1000,1000,1000
36000,8262230,622495,350000000,2100000000,10000,60000,9985446223959,83153692,116338475,10154,341737770,1000,62290,4109551,683455232,2429227651,17570772349,19589149249,9974817049,25182951,3892281,100854423867,2205162100,158937,7976033,477706500,19351769800,108372829,1042213179,1013099064,490002938,3602291700,509997062,999998406,1594,16768,852186104,147813896,1350798696,327214500,9900,337709700,999999832,168,999781768,218232,337699632,1000,1000,1000,1000,1000,1000,1000,100855054776,2205936400,160172,7644384,477470600,19359159200,122896636,1057102036,1013198528,491492491,3603742500,508507509,999980907,19093,90216,852788888,147211112,1350930812,327165500,9740,337743700,999998324,1676,999793316,206684,337732284,1000,1000,1000,1000,1000,1000,1000
