Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2
119000,15247670,623579,1180000000,7080000000,10000,60000,9968656382758,79347431,130836743,2529,1164752330,1000,534,4123310,2329499602,2201155689,17798844311,19799715711,9967916810,32083190,15282812,102691162463,7311223000,151060,7490657,1907241900,63873564400,452541386,3530736286,3465098398,498721263,11076439500,501278737,999999504,496,100041,240475243,759524757,4620124157,1140957200,9860,1155056740,999978879,21121,999807441,192559,1155025759,1000,1000,1000,1000,1000,1000,1000,102691813374,7311906600,210250,7813562,1906422800,63880594000,470090801,3548639601,3465076580,500280845,11078057100,499719155,999980753,19247,6708,241010628,758989372,4620101572,1141176400,10144,1155036740,999998396,1604,999784008,215992,1155024992,1000,1000,1000,1000,1000,1000,1000
120000,15312290,630453,1190000000,7140000000,10000,60000,9968456930436,79221738,131135145,11159,1174687710,1000,532,4111005,2349353102,2201157774,17798842226,19799412626,9967650655,32349345,15453057,102713240649,7372753300,181713,7922270,1923991200,64410041800,456740947,3560774397,3494666491,498944527,11166606300,501055473,999995281,4719,18854,233171063,766828937,4659548337,1150661100,21,1164902820,999979047,20953,999804554,195446,1164881846,1000,1000,1000,1000,1000,1000,1000,102714069141,7373436600,137314,7500699,1923748000,64417051600,474208468,3578594618,3494587950,500359252,11168072400,499640748,999997937,2063,100185,233774835,766225165,4659443565,1150889600,9500,1164886220,999978895,21105,999808685,191315,1164855615,1000,1000,1000,1000,1000,1000,1000
121000,15377880,621351,1200000000,7200000000,10000,60000,9968256706823,79937431,132396732,1509,1184622120,1000,5580,4133079,2369241222,2201242054,17798757946,19799036746,9967299261,32700739,15625483,102735377094,7434286700,158288,7725246,1941258800,64946632600,460130851,3590009551,3524223152,499097811,11256687600,500902189,999998205,1795,18994,225925142,774074858,4698964158,1160338800,9760,1174750900,999999866,134,999788294,211706,1174741006,1000,1000,1000,1000,1000,1000,1000,102736098066,7434949200,212983,8006510,1940431000,64953455200,479141218,3609363518,3524145050,500595874,11258256300,499404126,999996857,3143,3583,226507233,773492767,4698856567,1160576200,9744,1174731760,999989501,10499,999793083,206917,1174711517,1000,1000,1000,1000,1000,1000,1000
122000,15443730,634820,1210000000,7260000000,10000,60000,9968058258878,78833508,131782515,2472,1194556270,1000,545,4120411,2389107596,2201272986,17798727014,19798704414,9966971949,33028051,15800545,102757451669,7495814500,171485,7976711,1958193600,65483027400,464029875,3619742275,3553802864,499255205,11346777000,500744795,999998723,1277,9718,218612254,781387746,4738403746,1170019100,9980,1184611080,999999782,218,999788818,211182,1184600882,1000,1000,1000,1000,1000,1000,1000,102758238672,7496467000,184329,7694143,1957832400,65489844400,483565460,3639622360,3553703421,500645587,11348244300,499354413,999996554,3446,107367,219233346,780766654,4738267354,1170259900,5,1184575560,999988378,11622,999789267,210733,1184563933,1000,1000,1000,1000,1000,1000,1000
123000,15507780,644331,1220000000,7320000000,10000,60000,9967858580518,78947961,132431001,10086,1204492220,1000,58829,4096372,2408964268,2201296079,17798703921,19798379521,9966589648,33410352,15976316,102779591324,7557334500,177593,7631864,1975589300,66019479400,468070472,3649621122,3583344510,499305774,11436790200,500694226,999987813,12187,95439,211412029,788587971,4777788971,1179667100,12,1194455600,999988873,11127,999788739,211261,1194444461,1000,1000,1000,1000,1000,1000,1000,102780342587,7558018800,221189,8092908,1974552500,66026476000,487773318,3669675718,3583254531,500900260,11438444400,499099740,999992752,7248,3492,212011761,787988239,4777668539,1179910500,9465,1194435980,999987493,12507,999799992,200008,1194414008,1000,1000,1000,1000,1000,1000,1000
124000,15572640,631111,1230000000,7380000000,10000,60000,9967658348943,79631144,133660862,10071,1214427360,1000,5245,4097840,2428834578,2201334687,17798665313,19798035713,9966224260,33775740,16156138,102801713961,7618865400,207418,7916659,1992384900,66556039600,473649112,3681043412,3612869834,499558684,11526979200,500441316,999996077,3923,8493,204206459,795793541,4817159241,1189346100,9580,1204300600,999998387,1613,999787393,212607,1204289407,1000,1000,1000,1000,1000,1000,1000,102802468568,7619533600,208398,7648624,1992052300,66562920800,490579382,3698320232,3612817148,500955396,11528437500,499044604,999997918,2082,101022,204787474,795212526,4817085726,1189556600,8,1204280000,999988586,11414,999783322,216678,1204268578,1000,1000,1000,1000,1000,1000,1000
125000,15635140,632147,1240000000,7440000000,10000,60000,9967461860047,76576260,131249906,1360,1224364860,1000,497,4112946,2448727000,2201370507,17798629493,19797690093,9965776814,34223186,16337514,102823929683,7680382900,189469,7461288,2009777400,67092507400,478266477,3711500327,3642372463,499617969,11617004400,500382031,999999153,847,100284,197090221,802909779,4856488979,1198973300,9,1214139440,999977085,22915,999798684,201316,1214116516,1000,1000,1000,1000,1000,1000,1000,102824645110,7681077000,145366,7853610,2008867400,67099508400,494282379,3727867029,3642380536,501200539,11618610600,498799461,999995431,4569,15192,197561456,802438544,4856507144,1199193000,9780,1214137100,999999288,712,999781092,218908,1214126608,1000,1000,1000,1000,1000,1000,1000
126000,15698590,638229,1250000000,7500000000,10000,60000,9967260693139,78181378,133547891,2479,1234301410,1000,57888,4124651,2468597862,2201403217,17798596783,19797363683,9965280029,34719971,16521891,102846061014,7741870300,161610,8053936,2026205800,67628659000,481744084,3740801484,3671906754,499843339,11707188000,500156661,999993947,6053,15808,189879854,810120146,4895871146,1208608300,10,1223977980,999986422,13578,999791108,208892,1223964392,1000,1000,1000,1000,1000,1000,1000,102846827165,7742581700,141974,7944295,2025666000,67635806600,499087199,3758502399,3671872294,501361037,11708734800,498638963,999997850,2150,4713,190505019,809494981,4895826381,1208747700,9220,1223973340,999989967,10033,999797213,202787,1223954087,1000,1000,1000,1000,1000,1000,1000
127000,15761960,632172,1260000000,7560000000,10000,60000,9967062424411,76924739,132897946,2436,1244238040,1000,488,4118599,2488471208,2201469850,17798530150,19796999550,9964854201,35145799,16708809,102868206387,7803376000,205640,7737213,2043510200,68165040800,485463837,3770356887,3701393982,499907266,11797219800,500092734,999999175,825,100509,182778927,817221073,4935185673,1218231600,10100,1233820700,999981091,18909,999798209,201791,1233791691,1000,1000,1000,1000,1000,1000,1000,102868904989,7804103800,208145,7983000,2042739700,68172274000,503756303,3789010453,3701420533,501502736,11798830500,498497264,999990814,9186,10078,183308545,816691455,4935219255,1218385000,11,1233823100,999975633,24367,999796778,203222,1233798722,1000,1000,1000,1000,1000,1000,1000
128000,15822760,641323,1270000000,7620000000,10000,60000,9966864980510,74825023,131443999,10173,1254177240,1000,58135,4107242,2508334134,2201516133,17798483867,19796651267,9964388218,35611782,16899952,102890372218,7864897200,205721,7979299,2060193200,68701524800,489124900,3799858050,3730903371,500153135,11887422600,499846865,999992948,7052,3413,175687342,824312658,4974533158,1227814900,10323,1243654120,999985990,14010,999801113,198887,1243629787,1000,1000,1000,1000,1000,1000,1000,102891083399,7865627700,158998,7978034,2059736200,68708729000,508350392,3819442492,3730968015,501650830,11888936100,498349170,999985529,14471,3699,176117584,823882416,4974615616,1228007500,7,1243672820,999974788,25212,999795899,204101,1243647601,1000,1000,1000,1000,1000,1000,1000
129000,15885010,622915,1280000000,7680000000,10000,60000,9966662593178,77691670,135055040,11240,1264114990,1000,5070,4089570,2528207500,2201588948,17798411052,19796279552,9963820170,36179830,17093970,102912515319,7926414300,166312,7528881,2077566900,69237935800,494560870,3831130070,3760459126,500218180,11977428000,499781820,999985357,14643,87577,168567551,831432449,5013945049,1237349900,9740,1253497020,999998643,1357,999789977,210023,1253485923,1000,1000,1000,1000,1000,1000,1000,102913154089,7927158200,186644,7589582,2077193700,69245192400,511312195,3848241945,3760540109,501699943,11978918100,498300057,999998254,1746,109411,168930302,831069698,5014046698,1237583800,9,1253526940,999979658,20342,999792111,207889,1253506589,1000,1000,1000,1000,1000,1000,1000
130000,15948460,639996,1290000000,7740000000,10000,60000,9966464348900,76378914,134485840,10097,1274051540,1000,5334,4086440,2548082886,2201626214,17798373786,19795942286,9963271020,36728980,17291506,102934710599,7987899300,167322,7914004,2094010100,69774131400,497013891,3859409691,3789943429,500457466,12067632300,499542534,999998173,1827,8707,161576878,838423122,5053248322,1246858700,17,1263333660,999971250,28750,999802807,197193,1263304893,1000,1000,1000,1000,1000,1000,1000,102935276702,7988695400,204193,7493767,2094314000,69781774800,517170979,3879944979,3790073159,501856692,12069023100,498143308,999998057,1943,104865,161767706,838232294,5053429194,1247203700,10191,1263371280,999994946,5054,999791365,208635,1263356035,1000,1000,1000,1000,1000,1000,1000
131000,16010100,632999,1300000000,7800000000,10000,60000,9966261679554,79496232,138543006,2510,1283989900,1000,435,4119394,2567974780,2201667486,17798332514,19795604114,9962565546,37434454,17492926,102956845500,8049396000,195875,7870352,2110888900,70310424000,501697386,3889924386,3819430662,500604357,12157747200,499395643,999996982,3018,9225,154601063,845398937,5092568537,1256342400,9528,1273164440,999982963,17037,999804125,195875,1273137875,1000,1000,1000,1000,1000,1000,1000,102957406522,8050155300,212991,8045129,2110614800,70317764200,520851330,3909442180,3819564289,502090264,12159220500,497909736,999996035,3965,17571,154751082,845248918,5092752018,1256705000,9189,1273198020,999998898,1102,999785871,214129,1273187729,1000,1000,1000,1000,1000,1000,1000
132000,16073090,634645,1310000000,7860000000,10000,60000,9966063820516,77827366,137738804,2490,1293926910,1000,523,4103898,2587848840,2201727582,17798272418,19795238618,9961891522,38108478,17699062,102978965512,8110868900,168040,7952688,2127702900,70846520200,506236317,3920285217,3848966372,500748601,12247836900,499251399,999997285,2715,17784,147512212,852487788,5131954788,1265859700,10220,1282999760,999998876,1124,999782684,217316,1282988416,1000,1000,1000,1000,1000,1000,1000,102979548490,8111681900,178641,7671846,2127880000,70854215000,524651415,3939079615,3849132962,502163822,12249252900,497836178,999973199,26801,74077,147672915,852327085,5132176385,1266181600,4,1283046120,999997307,2693,999782077,217923,1283043423,1000,1000,1000,1000,1000,1000,1000
133000,16133250,632395,1320000000,7920000000,10000,60000,9965869394313,72686553,133581148,10256,1303866750,1000,63503,4081407,2607712988,2201760766,17798239234,19794911434,9961096913,38903087,17910101,103001141381,8172390800,162860,7512935,2144949800,71382936800,510175851,3950060551,3878494862,500816134,12337867200,499183866,999999381,619,100547,140550885,859449115,5171316915,1275280200,4,1292850760,999971297,28703,999799347,200653,1292822053,1000,1000,1000,1000,1000,1000,1000,103001745104,8173157000,185731,7573596,2144683300,71390370000,528990051,3969243551,3878578790,502301025,12339367200,497698975,999982170,17830,91645,140799555,859200445,5171437845,1275619600,10040,1292870720,999998375,1625,999790945,209055,1292859055,1000,1000,1000,1000,1000,1000,1000
134000,16194270,635444,1330000000,7980000000,10000,60000,9965668670190,73901644,135890769,1430,1313805730,1000,63621,4100725,2627608600,2201852434,17798147566,19794522766,9960237075,39762925,18125475,103023251729,8233890400,172728,7851385,2161432500,71919190400,513500158,3979213258,3908009616,501053401,12428058900,498946599,999996120,3880,10619,133573203,866426797,5210677197,1284711600,9906,1302684360,999993127,6873,999796619,203381,1302667581,1000,1000,1000,1000,1000,1000,1000,103023856789,8234620100,202063,7603883,2161416500,71926429000,534013377,4000087677,3908091864,502448069,12429478800,497551931,999983753,16247,92584,133879720,866120280,5210788780,1285008600,8,1302698040,999998884,1116,999774584,225416,1302696916,1000,1000,1000,1000,1000,1000,1000
135000,16255250,620126,1340000000,8040000000,10000,60000,9965465821798,77188712,140249189,10118,1323744750,1000,5556,4082713,2647469264,2201877810,17798122190,19794184190,9959369807,40630193,18347571,103045355590,8295352500,203415,7982071,2178103600,72455228200,519565327,4011098027,3937520351,501222558,12518179200,498777442,999992493,7507,3535,126633184,873366816,5250022816,1294122300,19,1312515440,999987044,12956,999784635,215365,1312502465,1000,1000,1000,1000,1000,1000,1000,103046071286,8296098200,189458,7505854,2178132100,72462568400,536378041,4028276291,3937538304,502581656,12519601500,497418344,999983604,16396,106348,127075044,872924956,5250050556,1294369200,9740,1312523540,999998452,1548,999789448,210552,1312512252,1000,1000,1000,1000,1000,1000,1000
136000,16316600,625328,1350000000,8100000000,10000,60000,9965269360037,74132694,138415859,1339,1333683400,1000,62530,4097143,2667364122,2201949731,17798050269,19793806769,9958389777,41610223,18575799,103067561607,8356843200,165607,7537559,2195161100,72991386400,521959075,4039315325,3967005250,501285580,12608202300,498714420,999997918,2082,100838,119814688,880185312,5289334012,1303433100,14,1322347740,999981036,18964,999801938,198062,1322328762,1000,1000,1000,1000,1000,1000,1000,103068247939,8357565700,188886,7527881,2194776600,72998622600,542278617,4059996817,3967000730,502742789,12609725400,497257211,999997464,2536,109675,120227845,879772155,5289334255,1303745000,9760,1322343440,999999845,155,999795775,204225,1322333525,1000,1000,1000,1000,1000,1000,1000
137000,16376860,632500,1360000000,8160000000,10000,60000,9965070604257,73376007,138998557,1491,1343623140,1000,485,4095152,2687243298,2202031164,17797968836,19793421036,9957283648,42716352,18811046,103089768929,8418273400,165542,7471523,2211702200,73527265200,527059635,4070229535,3996431798,501436900,12698345100,498563100,999995557,4443,100457,113152759,886847241,5328567241,1312686200,28,1332160940,999974531,25469,999798157,201843,1332135443,1000,1000,1000,1000,1000,1000,1000,103090424580,8419031000,153197,7866030,2211049700,73534651600,545600630,4089137480,3996507432,502961480,12699935100,497038520,999972439,27561,16959,113413627,886586373,5328673073,1313029700,10,1332176160,999989491,10509,999791659,208341,1332165641,1000,1000,1000,1000,1000,1000,1000
138000,16436490,639558,1370000000,8220000000,10000,60000,9964869005240,75432859,142395645,11331,1353563510,1000,64025,4072628,2707104358,2202081099,17797918901,19793068101,9956164192,43835808,19054350,103111910790,8479709000,154623,7886095,2227831300,74063077200,530679827,4099658527,4025912743,501672248,12788552100,498327752,999990519,9481,11471,106421328,893578672,5367877072,1321907400,15,1341984100,999980244,19756,999787271,212729,1341964329,1000,1000,1000,1000,1000,1000,1000,103112587424,8480473900,174098,7563916,2227901900,74070588600,550285340,4119637890,4025946412,503071692,12790002000,496928308,999996466,3534,82374,106701562,893298438,5367927938,1322306800,9920,1341993280,999998166,1834,999787274,212726,1341981526,1000,1000,1000,1000,1000,1000,1000
139000,16496800,629469,1380000000,8280000000,10000,60000,9964670423921,74461573,143007919,10093,1363503200,1000,5259,4048032,2726986214,2202108694,17797891306,19792718106,9954807188,45192812,19305502,103134116107,8541190700,140917,7734573,2244388000,74599168600,534565643,4129364843,4055367864,501843621,12878687100,498156379,999999529,471,10508,99834344,900165656,5407148656,1331023100,9720,1351816000,999974512,25488,999811508,188492,1351780792,1000,1000,1000,1000,1000,1000,1000,103134709342,8541914200,196627,7709109,2244275000,74606387600,554840479,4150000429,4055426625,503217279,12880132200,496782721,999979502,20498,80823,100029198,899970802,5407231602,1331464800,9,1351816680,999988306,11694,999789323,210677,1351804977,1000,1000,1000,1000,1000,1000,1000
140000,16556520,617183,1390000000,8340000000,10000,60000,9964474156521,71217450,141477345,2599,1373443480,1000,56205,4060733,2746881762,2202191171,17797808829,19792323929,9953366487,46633513,19565649,103156170315,8602605700,206818,7932387,2260660000,75134785800,538799716,4159398116,4084844020,501994991,12968810700,498005009,999999002,998,12011,93244691,906755309,5446450909,1340092300,18,1361630260,999976647,23353,999802011,197989,1361606889,1000,1000,1000,1000,1000,1000,1000,103156883801,8603343300,219464,7892439,2260456100,75142225000,558957346,4179928496,4084841610,503446960,12970347600,496553040,999981615,18385,11555,93496045,906503955,5446454955,1340590300,10200,1361625120,999998425,1575,999787655,212345,1361613345,1000,1000,1000,1000,1000,1000,1000
141000,16616400,626949,1400000000,8400000000,10000,60000,9964271500737,74322940,146446721,10246,1383383600,1000,5244,4042373,2766746708,2202231577,17797768423,19791974423,9951754927,48245073,19836335,103178328009,8664020000,160308,7945521,2276930700,75670394400,544293209,4190690359,4114310532,502146296,13058932500,497853704,999993235,6765,11339,86733507,913266493,5485746193,1349088900,10210,1371449420,999996451,3549,999790039,209961,1371435661,1000,1000,1000,1000,1000,1000,1000,103179177141,8664736400,160325,7560604,2276881600,75677725600,561911648,4208677448,4114215321,503526721,13060423200,496473279,999997943,2057,100822,87136701,912863299,5485613699,1349576400,15,1371418580,999979813,20187,999806422,193578,1371398378,1000,1000,1000,1000,1000,1000,1000
142000,16676400,629573,1410000000,8460000000,10000,60000,9964077715953,68560129,142868211,2416,1393323600,1000,5186,4060114,2786642368,2202276082,17797723918,19791616218,9949870546,50129454,20118514,103200467349,8725396300,184925,7673732,2293319800,76205807000,548298223,4220486623,4143728265,502214468,13149009900,497785532,999970826,29174,78858,80435993,919564007,5524970107,1357951200,19,1381244600,999997261,2739,999777658,222342,1381241842,1000,1000,1000,1000,1000,1000,1000,103201300273,8726103400,184944,7918589,2292647900,76213081200,566323968,4238878618,4143626044,503761793,13150647900,496238207,999997432,2568,20839,80837595,919162405,5524834405,1358443200,9818,1381219140,999999039,961,999785739,214261,1381208361,1000,1000,1000,1000,1000,1000,1000
143000,16735370,624796,1420000000,8520000000,10000,60000,9963877896579,68785906,145355178,11283,1403264630,1000,5715,4028178,2806506694,2202288185,17797711815,19791311115,9947873702,52126298,20414796,103222639649,8786792100,211070,7586648,2309410000,76741251400,551248910,4249228110,4173117471,502357845,13239140100,497642155,999992218,7782,102473,74269402,925730598,5564153698,1366701600,9963,1391054980,999991210,8790,999797473,202527,1391036227,1000,1000,1000,1000,1000,1000,1000,103223537930,8787465400,188775,7655217,2308873800,76748378000,571800929,4270141379,4172978837,503831039,13240742400,496168961,999998574,1426,100135,74668498,925331502,5563963902,1367264000,33,1391008740,999976358,23642,999799435,200565,1390985065,1000,1000,1000,1000,1000,1000,1000
144000,16794060,626010,1430000000,8580000000,10000,60000,9963677931545,69240506,148405221,1499,1413205940,1000,56785,4041333,2826408882,2202370251,17797629749,19790916649,9945603107,54396893,20726489,103244910634,8848140000,150441,7765695,2324972300,77276483200,555696635,4279459335,4202484599,502606062,13329397500,497393938,999998987,1013,14025,68253526,931746474,5603306374,1375350900,31,1400841080,999980726,19274,999792825,207175,1400821775,1000,1000,1000,1000,1000,1000,1000,103245734698,8848847500,163104,7702382,2324670400,77283821400,575724970,4299857870,4202369532,504063393,13330970700,495936607,999989027,10973,17634,68590302,931409698,5603159198,1375934600,9780,1400799980,999999466,534,999792034,207966,1400789666,1000,1000,1000,1000,1000,1000,1000
145000,16852490,645903,1440000000,8640000000,10000,60000,9963478112755,69487992,151559201,10168,1423147510,1000,5856,4016225,2846274684,2202395147,17797604853,19790587853,9943001155,56998845,21056139,103266974872,8909440100,214682,7779977,2340698400,77811210600,559929927,4309450577,4231855233,502667716,13419483900,497332284,999973034,26966,82318,62356385,937643615,5642472815,1383813300,11,1410620080,999997513,2487,999781218,218782,1410617582,1000,1000,1000,1000,1000,1000,1000,103267889349,8910148700,185261,7631731,2340404200,77818581400,580004914,4329897664,4231713700,504130810,13421067600,495869190,999980180,19820,89370,62731570,937268430,5642284330,1384406400,9800,1410582240,999998190,1810,999792570,207430,1410570630,1000,1000,1000,1000,1000,1000,1000
146000,16911620,634008,1450000000,8700000000,10000,60000,9963280528888,67523184,152796984,11274,1433088380,1000,5877,4019188,2866154212,2202440372,17797559628,19790226128,9940151512,59848488,21406124,103289352740,8970720500,130538,7850786,2355849900,78345981800,562207414,4337491214,4261094894,502927503,13509768300,497072497,999999129,871,11226,56811132,943188868,5681456668,1392146900,9934,1420381280,999990428,9572,999791126,208874,1420361774,1000,1000,1000,1000,1000,1000,1000,103290112710,8971430200,209450,7577378,2355874300,78353303600,586216201,4361868901,4260994428,504291016,13511250000,495708984,999999536,464,102420,57105392,942894608,5681322508,1392752700,9352,1420347620,999989812,10188,999796720,203280,1420328080,1000,1000,1000,1000,1000,1000,1000
147000,16970720,628419,1460000000,8760000000,10000,60000,9963080741706,67787493,156689251,10105,1443029280,1000,569,4000808,2886038350,2202508699,17797491301,19789844901,9936878412,63121588,21779362,103311479350,9031969600,218299,7573830,2371374800,78880436000,567212748,4368243798,4290366374,502998281,13599880500,497001719,999990564,9436,91883,51402509,948597491,5720488191,1400263900,10100,1430132840,999999077,923,999785683,214317,1430121817,1000,1000,1000,1000,1000,1000,1000,103312324097,9032713600,173103,7857539,2370845900,78887916800,589721614,4391127214,4290335296,504525206,13601506200,495474794,999998906,1094,20500,51595004,948404996,5720440296,1400873500,44,1430125340,999979704,20296,999797400,202600,1430105000,1000,1000,1000,1000,1000,1000,1000
148000,17028050,623820,1470000000,8820000000,10000,60000,9962885604979,63378164,156375909,2578,1452971950,1000,5165,3990401,2905938744,2202552843,17797447157,19789480257,9933170599,66829401,22177943,103333757151,9093193500,200877,8035189,2385778800,79414595000,572119504,4398882504,4319593288,503246933,13690190400,496753067,999990609,9391,2876,46277488,953722512,5759449612,1408131400,9960,1439890600,999975684,24316,999811176,188824,1439856324,1000,1000,1000,1000,1000,1000,1000,103334538568,9093944900,170542,7578296,2386102200,79422181000,593345311,4420488511,4319598624,504605405,13691635200,495394595,999990075,9925,92370,46369846,953630154,5759458054,1408800000,36,1439879800,999979666,20334,999799070,200930,1439859430,1000,1000,1000,1000,1000,1000,1000
149000,17087350,638120,1480000000,8880000000,10000,60000,9962680848117,68571995,166059626,11300,1462912650,1000,522,3960631,2925802700,2202577312,17797422688,19789139188,9929079609,70920391,22606609,103355944965,9154355500,224303,8056135,2400436200,79948407800,577547191,4430028241,4348815868,503415488,13780402200,496584512,999998844,1156,2256,41351988,958648012,5798413812,1415802900,40,1449620020,999977964,22036,999795456,204544,1449597944,1000,1000,1000,1000,1000,1000,1000,103356781221,9155123100,209082,7443654,2400856300,79956138200,596464867,4449333117,4348770133,504763416,13781856000,495236584,999998717,1283,99901,41524568,958475432,5798352532,1416472800,10105,1449615440,999977064,22936,999804201,195799,1449582399,1000,1000,1000,1000,1000,1000,1000
150000,17145400,639836,1490000000,8940000000,10000,60000,9962487305787,62597897,165133112,11247,1472854600,1000,58192,3940109,2945686706,2202647284,17797352716,19788755016,9924475411,75524589,23070517,103378147144,9215485300,235234,7993037,2414859400,80481931400,582169512,4460354562,4377989729,503553374,13870607100,496446626,999996000,4000,15726,36713397,963286603,5837319303,1423222200,19,1459330600,999998993,1007,999785626,214374,1459329574,1000,1000,1000,1000,1000,1000,1000,103378953212,9216274200,193281,7770185,2414952900,80489744400,600372660,4478947410,4378005055,505004926,13872138600,494995074,999995957,4043,15631,36815676,963184324,5837339724,1423869400,9763,1459345480,999998952,1048,999790031,209969,1459334669,1000,1000,1000,1000,1000,1000,1000
151000,17204010,632684,1500000000,9000000000,10000,60000,9962290986495,59362019,167618506,11164,1482795990,1000,502,3924435,2965569652,2202678514,17797321486,19788407386,9919243605,80756395,23575657,103400522585,9276546100,190770,7514879,2429114700,81015019400,586649135,4490519585,4407042794,503633423,13960792800,496366577,999997708,2292,99985,32584991,967415009,5876052309,1430298400,36,1469023800,999985751,14249,999795685,204315,1469009515,1000,1000,1000,1000,1000,1000,1000,103401266473,9277335300,143700,7756618,2428831200,81022772200,604590879,4508847229,4407114749,505158200,13962390900,494841800,999996191,3809,16391,32601642,967398358,5876149258,1430939200,29,1469045760,999988778,11222,999788091,211909,1469034509,1000,1000,1000,1000,1000,1000,1000
152000,17261630,644986,1510000000,9060000000,10000,60000,9962092673628,58143652,172721802,11214,1492738370,1000,5771,3895838,2985454312,2202746180,17797253820,19788032220,9913442542,86557458,24124854,103422827488,9337553500,174524,7795265,2442318300,81547665400,589893457,4519428357,4436080845,503846482,14051148000,496153518,999980586,19414,15304,28762659,971237341,5914770441,1437053000,47,1478701700,999987943,12057,999794104,205896,1478689596,1000,1000,1000,1000,1000,1000,1000,103423544753,9338351300,153854,7912948,2442239200,81555408200,610001786,4539920886,4436158943,505327157,14052673200,494672843,999997626,2374,10869,28733626,971266374,5914872474,1437719000,39,1478731920,999981650,18350,999799569,200431,1478713531,1000,1000,1000,1000,1000,1000,1000
153000,17319230,633757,1520000000,9120000000,10000,60000,9961891339783,59944668,181537254,11229,1502680770,1000,5746,3864204,3005339082,2202801051,17797198949,19787654449,9906999576,93000424,24727958,103445079925,9398458600,231405,7663373,2455542200,82079619600,594134962,4549303862,4465029438,503941009,14141385600,496058991,999979119,20881,82110,25370372,974629628,5953371928,1443474700,82,1488344540,999998032,1968,999778310,221690,1488342490,1000,1000,1000,1000,1000,1000,1000,103445739010,9399310200,217701,7563813,2455819900,82087654000,614492035,4570056635,4465184669,505388968,14142849300,494611032,999998905,1095,110437,25236368,974763632,5953575832,1444136000,37,1488402380,999988820,11180,999789837,210163,1488391163,1000,1000,1000,1000,1000,1000,1000
