Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
H2O,10000000000000,10000000000921,10000000001911,10000000002795,10000000003783,10000000004694,10000000005681,10000000006589,10000000007473,10000000008306,10000000009172,10000000009980,10000000010746,10000000011566,10000000012355,10000000013084,10000000013813,10000000014543,10000000015288,10000000016029,10000000016741,10000000017407,10000000018113,10000000018804,10000000019449,10000000020119,10000000020764,10000000021379,10000000021972,10000000022592,10000000023168,10000000023742,10000000024298,10000000024882,10000000025462,10000000026023,10000000026566,10000000027129,10000000027647,10000000028141,10000000028656,10000000029147,10000000029656,10000000030134,10000000030637,10000000031094,10000000031578,10000000032056,10000000032505,10000000032938,10000000033402,10000000033819,10000000034211,10000000034630,10000000035078,10000000035528,10000000035956,10000000036370,10000000036768,10000000037172,10000000037557,10000000037927,10000000038301,10000000038668,10000000039053,10000000039429,10000000039786,10000000040119,10000000040466,10000000040816,10000000041141,10000000041484,10000000041810,10000000042144,10000000042468,10000000042807,10000000043127,10000000043430,10000000043733,10000000044068,10000000044371,10000000044702,10000000044987,10000000045319,10000000045614,10000000045919,10000000046218,10000000046507,10000000046786,10000000047033,10000000047280,10000000047574,10000000047834,10000000048115,10000000048370,10000000048625,10000000048900,10000000049174,10000000049450,10000000049715,10000000049973
OH-,100000,99079,98089,97205,96217,95306,94319,93411,92527,91694,90828,90020,89254,88434,87645,86916,86187,85457,84712,83971,83259,82593,81887,81196,80551,79881,79236,78621,78028,77408,76832,76258,75702,75118,74538,73977,73434,72871,72353,71859,71344,70853,70344,69866,69363,68906,68422,67944,67495,67062,66598,66181,65789,65370,64922,64472,64044,63630,63232,62828,62443,62073,61699,61332,60947,60571,60214,59881,59534,59184,58859,58516,58190,57856,57532,57193,56873,56570,56267,55932,55629,55298,55013,54681,54386,54081,53782,53493,53214,52967,52720,52426,52166,51885,51630,51375,51100,50826,50550,50285,50027
H+,100000,99079,98089,97205,96217,95306,94319,93411,92527,91694,90828,90020,89254,88434,87645,86916,86187,85457,84712,83971,83259,82593,81887,81196,80551,79881,79236,78621,78028,77408,76832,76258,75702,75118,74538,73977,73434,72871,72353,71859,71344,70853,70344,69866,69363,68906,68422,67944,67495,67062,66598,66181,65789,65370,64922,64472,64044,63630,63232,62828,62443,62073,61699,61332,60947,60571,60214,59881,59534,59184,58859,58516,58190,57856,57532,57193,56873,56570,56267,55932,55629,55298,55013,54681,54386,54081,53782,53493,53214,52967,52720,52426,52166,51885,51630,51375,51100,50826,50550,50285,50027
a,1000000,994969,990077,985260,980379,975506,970809,966062,961287,956484,951642,946916,942253,937563,932869,928158,923500,919005,914430,909796,905328,900867,896415,891886,887486,883069,878733,874380,870136,865874,861624,857403,853195,848907,844725,840590,836371,832333,828185,824222,820182,816118,812055,808176,804193,800172,796084,792131,788252,784304,780357,776486,772589,768731,764807,761017,757171,753406,749628,745979,742225,738467,734738,731119,727496,723824,720204,716563,713073,709521,706019,702560,698967,695546,692089,688648,685253,681900,678453,675000,671670,668317,664958,661660,658416,655172,651874,648712,645496,642272,639101,635901,632749,629557,626452,623400,620250,617227,614115,611013,607963
b,100000,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,0,2,39,155,334,580,836,1129,1393,1648,1861,2131,2338,2569,2803,2995,3186,3382,3574,3769,3949,4134,4300,4483,4643,4793,4954,5104,5243,5377,5516,5653,5772,5901,6035,6155,6268,6382,6494,6596,6687,6793,6888,6982,7068,7162,7249,7336,7401,7476,7558,7630,7712,7772,7824,7887,7951,8003,8083,8133,8183,8234,8292,8348,8391,8436,8479,8523,8565,8601,8638,8685,8728,8767,8806,8844,8875,8902,8933,8962,8991,9021,9049,9085,9111,9133,9166,9189,9211,9246,9269,9284,9301,9326,9344,9361,9371,9392,9411,9435,9459
H2O:=C1_1,10000000000,9999963024,9999961680,9999961680,9999961680,9999961680,9999961680,9999961681,9999961681,9999961683,9999961684,9999961685,9999961687,9999961689,9999961690,9999961693,9999961695,9999961695,9999961696,9999961697,9999961697,9999961697,9999961699,9999961700,9999961700,9999961702,9999961702,9999961702,9999961702,9999961702,9999961702,9999961702,9999961702,9999961702,9999961703,9999961703,9999961703,9999961704,9999961704,9999961704,9999961705,9999961705,9999961705,9999961708,9999961709,9999961710,9999961710,9999961710,9999961712,9999961712,9999961713,9999961714,9999961715,9999961716,9999961716,9999961716,9999961716,9999961716,9999961717,9999961718,9999961718,9999961719,9999961719,9999961719,9999961719,9999961719,9999961719,9999961719,9999961719,9999961719,9999961720,9999961721,9999961721,9999961721,9999961723,9999961723,9999961723,9999961723,9999961723,9999961724,9999961725,9999961726,9999961726,9999961726,9999961727,9999961728,9999961729,9999961729,9999961729,9999961730,9999961730,9999961730,9999961730,9999961730,9999961730,9999961732,9999961732,9999961732,9999961732,9999961732,9999961732
OH-:=C1_1,100,99,96,96,96,96,96,95,95,93,92,91,89,87,86,83,81,81,80,79,79,79,77,76,76,74,74,74,74,74,74,74,74,74,73,73,73,72,72,72,71,71,71,68,67,66,66,66,64,64,63,62,61,60,60,60,60,60,59,58,58,57,57,57,57,57,57,57,57,57,56,55,55,55,53,53,53,53,53,52,51,50,50,50,49,48,47,47,47,46,46,46,46,46,46,44,44,44,44,44,44
H+:=C1_1,100,99,96,96,96,96,96,95,95,93,92,91,89,87,86,83,81,81,80,79,79,79,77,76,76,74,74,74,74,74,74,74,74,74,73,73,73,72,72,72,71,71,71,68,67,66,66,66,64,64,63,62,61,60,60,60,60,60,59,58,58,57,57,57,57,57,57,57,57,57,56,55,55,55,53,53,53,53,53,52,51,50,50,50,49,48,47,47,47,46,46,46,46,46,46,44,44,44,44,44,44
a:=C1_1,0,0,0,0,0,11,8,11,14,10,8,1,0,17,7,0,1,0,6,1,16,1,1,6,1,7,0,11,1,10,1,0,8,0,1,1,3,0,0,8,5,0,7,439,1241,2046,2881,3650,4421,5203,6021,6758,7522,8311,9113,9916,10688,11417,12159,12899,13674,14431,15150,15887,16676,17408,18143,18862,19569,20267,20955,21614,22317,22978,23660,24355,25057,25706,26443,27082,27744,28442,29153,29802,30479,31083,31781,32404,33045,33657,34322,34968,35607,36254,36922,37530,38236,38833,39446,40041,40660
b:=C1_1,0,35994,36327,35371,34343,33368,32405,31440,30407,29419,28382,27464,26571,25638,24683,23756,22812,21889,20998,20068,19179,18303,17405,16500,15638,14768,13880,12947,12061,11199,10344,9491,8658,7784,6950,6089,5236,4401,3577,2823,2010,1203,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c:=C1_1,0,1750,1299,668,183,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en_X:=C1_1,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
en_Z:=C1_1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
l:=C1_1,0,519,624,662,704,697,625,624,662,666,706,650,564,605,606,611,597,630,578,597,598,546,607,574,577,569,604,648,611,591,585,560,565,609,599,616,607,600,563,511,557,555,569,252,57,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m:=C1_1,100000,52216,26441,13400,6718,3350,1639,811,401,202,104,50,29,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q:=C1_1,0,109,332,568,1081,1870,2851,3860,4817,5840,6840,7802,8786,9705,10678,11587,12532,13444,14367,15307,16201,17099,17959,18876,19765,20648,21485,22389,23308,24181,25087,25957,26785,27618,28468,29305,30166,30988,31859,32691,33477,34277,35112,35859,36274,36418,36466,36474,36477,36477,36477,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478,36478
r:=C1_1,0,96,540,1136,1586,1700,1677,1623,1587,1543,1510,1469,1430,1388,1347,1311,1274,1238,1209,1175,1141,1105,1064,1030,999,964,941,913,885,848,828,800,777,747,724,702,685,667,647,636,622,605,589,566,552,537,516,499,485,475,460,448,421,412,399,380,367,354,341,332,323,316,308,296,290,284,274,268,265,264,257,252,244,234,227,223,210,209,202,197,192,184,177,172,169,167,161,156,152,145,140,140,139,137,134,133,131,128,122,117,111
ATP:=C1_1,10000000,9963023,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676,9961676
ADP:=C1_1,10000000,10036977,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324
Pi:=C1_1,10000000,10036977,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324,10038324
mem_P1:=C1_1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
