Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3
157000,1560893360,1278720,3120000000,18720000000,20000,120000,9954338147251,90295728,114202267,2232,1559106640,1000,83,2115023,3118208816,2606752379,17393247621,21881332921,9983990637,16009363,5782153,103105189013,7252167300,975,1033749906,3514300,64228132200,3126412846,6234150196,3110290467,3987480,11693538900,996012520,999993776,6224,5896,999509929,490071,4147052371,1032219800,6501,1036773160,999995245,4755,999930696,69304,1036761904,1000,1000,1000,1000,1000,1000,1000,103105055122,7252346500,103846,1033369118,4059700,64229541800,3151280336,6259083386,3110449568,3883425,11693627100,996116575,999998281,1719,88156,999498988,501012,4147265612,1032101100,6480,1036823960,999998564,1436,999924356,75644,1036816044,1000,1000,1000,1000,1000,1000,1000,103104968032,7251726500,1021,1033146408,4043700,64224159400,3117943465,6225487615,3110121518,3861736,11692700100,996138264,999999187,813,79251,999525433,474567,4146828267,1032096400,6500,1036714520,999998729,1271,999931451,68549,1036706749,1000,1000,1000,1000,1000,1000,1000
158000,1570893930,1268210,3140000000,18840000000,20000,120000,9954098816571,90189857,114138908,2099,1569106070,1000,96,2095309,3138207942,2606832228,17393167772,21881167572,9983965831,16034169,5819573,103125082906,7298767200,103973,1040413394,3604900,64640902400,3143745733,6271456233,3130255114,3995770,11766759300,996004230,999999563,437,12093,999517379,482621,4173666821,1038890600,0,1043431700,999980007,19993,999934493,65507,1043411707,1000,1000,1000,1000,1000,1000,1000,103125131730,7299023300,1961,1040351030,3661300,64642889800,3172484764,6300287464,3130480286,3990560,11767043700,996009440,999987957,12043,11697,999488111,511889,4173971189,1038728200,0,1043498480,999992423,7577,999926997,73003,1043490903,1000,1000,1000,1000,1000,1000,1000,103124895911,7298217700,1999,1039871448,3977200,64635917800,3139520347,6266987997,3130055139,3885383,11765762400,996114617,999995853,4147,88070,999516231,483769,4173401269,1038735400,1,1043362880,999983251,16749,999936270,63730,1043346130,1000,1000,1000,1000,1000,1000,1000
159000,1580894460,1279386,3160000000,18960000000,20000,120000,9953858958335,90588628,114563473,1281,1579105540,1000,11574,2108527,3158208518,2606910863,17393089137,21881162237,9983991033,16008967,5857351,103145076381,7345356500,1986,1046619639,3995500,65053492200,3164391808,6312065508,3150271782,3965792,11839867200,996034208,999997481,2519,16089,999478607,521393,4200361793,1045497900,0,1050091760,999998251,1749,999919089,80911,1050090011,1000,1000,1000,1000,1000,1000,1000,103145138485,7345569600,1929,1046922635,3706600,65055260800,3193838016,6341595616,3150380204,3944968,11840218800,996055032,999999406,594,8538,999508834,491166,4200505466,1045446500,6460,1050136140,999995582,4418,999929138,70862,1050125262,1000,1000,1000,1000,1000,1000,1000,103144752484,7344812400,103584,1046800294,3809900,65048648800,3157608916,6305047916,3150030026,3970471,11839041900,996029529,999997427,2573,15356,999508130,491870,4200037670,1045397800,2,1050014740,999992906,7094,999926756,73244,1050007644,1000,1000,1000,1000,1000,1000,1000
160000,1590895160,1243376,3180000000,19080000000,20000,120000,9953623332782,86724005,110718989,2352,1589104840,1000,124663,2106708,3178204976,2606986287,17393013713,21881052313,9984006912,15993088,5895188,103165092492,7392000000,988,1053329845,3922700,65466608800,3184722058,6352385108,3170234257,3963452,11913176400,996036548,999989412,10588,16160,999499803,500197,4226978797,1052173600,6183,1056751360,999999363,637,999929360,70640,1056744540,1000,1000,1000,1000,1000,1000,1000,103164951969,7392120100,103443,1053394966,4016600,65467537000,3212574086,6380280136,3170359107,3891873,11913282000,996108127,999998677,1323,76504,999479197,520803,4227145003,1052079900,5,1056787320,999998581,1419,999922104,77896,1056785896,1000,1000,1000,1000,1000,1000,1000,103164739782,7391379700,103812,1053565618,3667000,65461109800,3178569817,6345966717,3169958704,3990664,11912254500,996009336,999993662,6338,4498,999535594,464406,4226609106,1052063200,6500,1056664400,999992502,7498,999935498,64502,1056650402,1000,1000,1000,1000,1000,1000,1000
161000,1600895950,1270504,3200000000,19200000000,20000,120000,9953380370868,90207662,114174029,11074,1599104050,1000,127162,2086415,3198185952,2607147530,17392852470,21880918170,9984052465,15947535,5932417,103184936654,7438540800,103310,1059868366,4132100,65878856800,3203720370,6391331320,3190183124,3863747,11986266000,996136253,999998035,1965,86988,999504264,495736,4253577436,1058821300,6920,1063401420,999999812,188,999924588,75412,1063394312,1000,1000,1000,1000,1000,1000,1000,103185069171,7438777900,996,1060126688,3841400,65880830200,3234082196,6421786846,3190341401,3968382,11986663500,996031618,999987471,12529,12989,999480888,519112,4253788112,1058771700,1,1063447980,999998732,1268,999921889,78111,1063446711,1000,1000,1000,1000,1000,1000,1000,103184670618,7437965600,102951,1059998720,3923400,65873709600,3198123018,6385484168,3189950872,3968188,11985398400,996031812,999998311,1689,17823,999498551,501449,4253267449,1058713000,2,1063317720,999998859,1141,999926723,73277,1063316577,1000,1000,1000,1000,1000,1000,1000
162000,1610896570,1281757,3220000000,19320000000,20000,120000,9953143800394,87306657,111376767,10108,1609103430,1000,106,2088666,3218186644,2607034251,17392965749,21881010849,9983988574,16011426,5970018,103204932335,7485219500,104617,1066711505,3965700,66292265400,3222371175,6429985325,3210192572,3939837,12059640600,996060163,999996521,3479,85384,999498312,501688,4280256688,1065482100,6560,1070070900,999999776,224,999927084,72916,1070064116,1000,1000,1000,1000,1000,1000,1000,103204883344,7485245100,103312,1066849116,3843200,66292361400,3253151366,6460768316,3210248296,3944470,12059670300,996055530,999998122,1878,16752,999500156,499844,4280331044,1065391500,6360,1070089160,999999948,52,999928452,71548,1070082748,1000,1000,1000,1000,1000,1000,1000,103204586798,7484442300,104208,1066443902,4113800,66285363000,3220684596,6427964496,3209874696,3879587,12058383000,996120413,999999089,911,82602,999514406,485594,4279831294,1065331600,6400,1069967900,999995098,4902,999925902,74098,1069956598,1000,1000,1000,1000,1000,1000,1000
163000,1620897250,1250119,3240000000,19440000000,20000,120000,9952905524044,86099100,110197755,10248,1619102750,1000,88,2090351,3238185004,2607035944,17392964056,21880944856,9983999789,16000211,6008093,103224871747,7531788500,103893,1073321212,4023200,66704712200,3247216271,6474787221,3230169419,3904397,12132804600,996095603,999981077,18923,63980,999484061,515939,4306891839,1072119400,1,1076724580,999997841,2159,999924180,75820,1076722420,1000,1000,1000,1000,1000,1000,1000,103224969254,7531826500,1973,1073165124,4080300,66704999400,3270400829,6497984979,3230205720,3915043,12132829500,996084957,999997252,2748,89709,999496889,503111,4306938411,1072074800,2,1076740340,999992353,7647,999925509,74491,1076732691,1000,1000,1000,1000,1000,1000,1000,103224540698,7531014200,104504,1073582560,3634900,66697838000,3238739493,6465977593,3229836350,4016897,12131671500,995983103,999999431,569,6934,999508684,491316,4306447016,1071982500,6622,1076621640,999995648,4352,999927334,72666,1076610666,1000,1000,1000,1000,1000,1000,1000
164000,1630897880,1253026,3260000000,19560000000,20000,120000,9952664552238,87593806,111721848,2252,1629102120,1000,953,2115206,3258199736,2607166244,17392833756,21880894656,9984032594,15967406,6045430,103244902739,7578403900,103108,1080065079,3903800,67117691800,3268508338,6516063588,3250106400,3914645,12206116800,996085355,999993294,6706,75049,999510649,489351,4333474951,1078831500,7122,1083376420,999999253,747,999924849,75151,1083368551,1000,1000,1000,1000,1000,1000,1000,103244804958,7578302400,103326,1079911118,4047200,67116610400,3289288489,6536788839,3250112980,3879571,12205861800,996120429,999999899,101,79528,999529048,470952,4333477452,1078692500,4,1083384040,999980436,19564,999937228,62772,1083364472,1000,1000,1000,1000,1000,1000,1000,103244634675,7577637000,1875,1079736905,4039700,67110794000,3258673594,6505893594,3249808040,3899111,12204844800,996100889,999995761,4239,80150,999503910,496090,4333076190,1078662900,6900,1083278640,999996410,3590,999928850,71150,1083268150,1000,1000,1000,1000,1000,1000,1000
165000,1640898440,1285739,3280000000,19680000000,20000,120000,9952422376502,90281679,114424943,11192,1639101560,1000,1015,2086328,3278180736,2607250081,17392749919,21880761519,9984025512,15974488,6082448,103264913255,7625053500,103407,1086855564,3778900,67530891000,3287451719,6555000719,3270091251,4046438,12279468300,995953562,999999492,508,10154,999505303,494697,4360118697,1085518500,1,1090036360,999991087,8913,999928054,71946,1090027446,1000,1000,1000,1000,1000,1000,1000,103264730563,7624819800,103426,1086904157,3711200,67528630800,3309643063,6577080013,3270050454,3858401,12279029100,996141599,999999264,736,85063,999517909,482091,4360064091,1085346000,6660,1090029840,999990457,9543,999932263,67737,1090013637,1000,1000,1000,1000,1000,1000,1000,103264591030,7624248700,1952,1086288428,4133400,67523543800,3279442114,6546632514,3269798110,3908765,12278039100,996091235,999999559,441,77894,999525884,474116,4359727716,1085259300,6862,1089945760,999990708,9292,999938294,61706,1089929606,1000,1000,1000,1000,1000,1000,1000
166000,1650899100,1284719,3300000000,19800000000,20000,120000,9952187287698,85902176,110133182,11095,1649100900,1000,10424,2096796,3298179610,2607278274,17392721726,21880863426,9983985944,16014056,6120154,103284817719,7671569900,103945,1093561901,3728600,67942856600,3308148052,6595630352,3290044804,3861765,12352559400,996138235,999998053,1947,17888,999502284,497716,4386726116,1092130900,6660,1096688840,999999132,868,999923988,76012,1096681312,1000,1000,1000,1000,1000,1000,1000,103284814277,7671383400,1971,1093286142,3853100,67941085200,3330665847,6618060747,3289994227,3919500,12352186200,996080500,999999516,484,81316,999540589,459411,4386652411,1092003200,1,1096677860,999980325,19675,999935416,64584,1096658184,1000,1000,1000,1000,1000,1000,1000,103284408595,7670791000,103254,1093436585,3768000,67935783600,3297876158,6585013758,3289765354,3962926,12351264600,996037074,999997209,2791,9683,999494629,505371,4386353471,1091911300,6840,1096595960,999998997,1003,999927683,72317,1096588117,1000,1000,1000,1000,1000,1000,1000
167000,1660899740,1256224,3320000000,19920000000,20000,120000,9951943504251,90222665,114475188,11231,1659100260,1000,931,2087365,3318178058,2607336816,17392663184,21880740284,9983992555,16007445,6157713,103304919294,7718239200,908,1099873806,3980300,68356176000,3327824653,6635305753,3310044132,3916244,12425823000,996083756,999990478,9522,71034,999502602,497398,4413391798,1098790800,7000,1103355800,999998866,1134,999929334,70666,1103347666,1000,1000,1000,1000,1000,1000,1000,103304635601,7717964400,103199,1099960378,3981800,68353638400,3350871642,6658228492,3309977979,3882858,12425348100,996117142,999998358,1642,86600,999495521,504479,4413303279,1098664200,7121,1103334500,999997921,2079,999925400,74600,1103325300,1000,1000,1000,1000,1000,1000,1000,103304433239,7717314400,1867,1099994414,3775100,68347876000,3318130650,6625208600,3309723869,3924423,12424379700,996075577,999980225,19775,10802,999475033,524967,4412964467,1098557900,7,1103242680,999997925,2075,999917902,82098,1103240598,1000,1000,1000,1000,1000,1000,1000
168000,1670900210,1259333,3340000000,20040000000,20000,120000,9951704495028,89737957,113976970,10131,1669099790,1000,182,2088095,3338179318,2607463685,17392536315,21880589615,9984044425,15955575,6195343,103324738642,7764723900,103307,1106866958,3742900,68767887800,3350690130,6678092630,3329975234,3914471,12498926100,996085529,999999054,946,12983,999492649,507351,4439963251,1105430200,0,1109999200,999988817,11183,999930883,69117,1109988017,1000,1000,1000,1000,1000,1000,1000,103324755500,7764662500,1915,1106436978,4083200,68767277800,3368589208,6695961258,3329989428,3918566,12498723900,996081434,999984871,15129,68805,999479377,520623,4439985323,1105361000,2,1109997640,999998257,1743,999922505,77495,1109995895,1000,1000,1000,1000,1000,1000,1000,103324376549,7763945400,104717,1106422671,4049500,68760900400,3337623497,6664686597,3329656236,3928422,12497593500,996071578,999998844,1156,86222,999531586,468414,4439538214,1105237200,6760,1109899040,999989698,10302,999937222,62778,1109881978,1000,1000,1000,1000,1000,1000,1000
169000,1680900860,1235000,3360000000,20160000000,20000,120000,9951465856249,88912003,113244719,2295,1679099140,1000,123122,2111226,3358193690,2607557152,17392442848,21880537248,9984011234,15988766,6232724,103344817836,7811269200,909,1113189204,3920900,69180195200,3368512066,6715865616,3349895870,3866962,12572038200,996133038,999991377,8623,80915,999533245,466755,4466525655,1112086100,6140,1116642440,999993485,6515,999932315,67685,1116629785,1000,1000,1000,1000,1000,1000,1000,103344738803,7811207600,1824,1112945296,4183300,69179524000,3390910867,6738230167,3349912681,3858305,12571842000,996141695,999999914,86,83709,999519928,480072,4466545672,1112004000,1,1116646700,999986292,13708,999936009,63991,1116632991,1000,1000,1000,1000,1000,1000,1000,103344322059,7810559000,104294,1113508979,3648300,69173738800,3357507295,6704546095,3349655736,3995665,12570928800,996004335,999996016,3984,7351,999507615,492385,4466206485,1111882100,6362,1116560600,999996511,3489,999930651,69349,1116550749,1000,1000,1000,1000,1000,1000,1000
170000,1690901310,1267226,3380000000,20280000000,20000,120000,9951225928317,89315123,113643292,10147,1689098690,1000,947,2091283,3378177086,2607587740,17392412260,21880473860,9984033357,15966643,6270243,103364732957,7857776800,1851,1120171722,3606500,69592112000,3389380009,6756664909,3369838787,3911918,12645194100,996088082,999993654,6346,14336,999511649,488351,4493117451,1118733700,6561,1123288020,999997205,2795,999928336,71664,1123278664,1000,1000,1000,1000,1000,1000,1000,103364701024,7857844400,1827,1119872235,3955600,69592625600,3411762910,6779071460,3369917545,3948152,12645198000,996051848,999979869,20131,11117,999481372,518628,4493222628,1118685800,1,1123307380,999997704,2296,999922217,77783,1123305083,1000,1000,1000,1000,1000,1000,1000,103364391244,7857172100,849,1120003996,3703600,69586577000,3375980908,6742995458,3369639318,4003123,12644158500,995996877,999986954,13046,10231,999513413,486587,4492851987,1118520700,6180,1123220160,999998689,1311,999930331,69669,1123212669,1000,1000,1000,1000,1000,1000,1000
171000,1700901940,1253280,3400000000,20400000000,20000,120000,9950986923618,88838646,113244257,2276,1699098060,1000,11240,2110643,3398191568,2607577464,17392422536,21880513036,9984012777,15987223,6307745,103384688765,7904341200,931,1126439655,4000000,70004554400,3407827462,6795069462,3389795976,3821471,12718279200,996178529,999993603,6397,83432,999500656,499344,4519727744,1125398400,6940,1129939380,999999328,672,999925432,74568,1129931768,1000,1000,1000,1000,1000,1000,1000,103384595311,7904435400,103398,1126790186,3761400,70005266800,3433681097,6820955847,3389864691,4000269,12718445400,995999731,999999272,728,12403,999515312,484688,4519815288,1125333000,3,1129963500,999987100,12900,999935303,64697,1129950597,1000,1000,1000,1000,1000,1000,1000,103384242741,7903695800,103874,1126431636,4015300,69998638000,3395757271,6782710171,3389569967,3906425,12717190200,996093575,999999930,70,78305,999527238,472762,4519423362,1125165200,7123,1129870300,999990218,9782,999936605,63395,1129853395,1000,1000,1000,1000,1000,1000,1000
172000,1710902460,1232045,3420000000,20520000000,20000,120000,9950747935986,88358594,112803334,10248,1709097540,1000,11420,2081656,3418174584,2607612580,17392387420,21880399220,9983982384,16017616,6345468,103404631960,7950855200,950,1133402138,3675700,70416518400,3428716523,6835892023,3409723738,3994638,12791446500,996005362,999989408,10592,11970,999507132,492868,4546296768,1132042900,6342,1136584020,999995352,4648,999931170,68830,1136573030,1000,1000,1000,1000,1000,1000,1000,103404542501,7951012300,103823,1133283219,3923000,70417829400,3454335088,6861572888,3409831004,3850134,12791598900,996149866,999997942,2058,81608,999514704,485296,4546441096,1131983100,6280,1136617100,999999272,728,999926608,73392,1136610092,1000,1000,1000,1000,1000,1000,1000,103404294734,7950354500,885,1132932225,4107500,70411851400,3414345224,6821291624,3409605373,3957340,12790472400,996042660,999999113,887,78973,999507500,492500,4546138100,1131785500,6421,1136546340,999992808,7192,999928973,71027,1136532727,1000,1000,1000,1000,1000,1000,1000
173000,1720903020,1264163,3440000000,20640000000,20000,120000,9950505630447,91220386,115766836,10201,1719096980,1000,947,2088992,3438173558,2607670433,17392329567,21880425867,9983925528,16074472,6382986,103424479275,7997416700,103108,1139973922,3885700,70828971800,3450604394,6877738044,3429687775,3889469,12864578400,996110531,999984630,15370,69061,999473986,526014,4572916414,1138727500,3,1143230500,999998142,1858,999920761,79239,1143228639,1000,1000,1000,1000,1000,1000,1000,103424535736,7997507300,886,1140145341,3621200,70829535400,3475632624,6902790174,3429792789,3922819,12864698100,996077181,999997493,2507,10674,999507485,492515,4573052615,1138562800,3,1143273140,999986689,13311,999932374,67626,1143259826,1000,1000,1000,1000,1000,1000,1000,103424250163,7996939700,910,1139802417,3882800,70824445000,3431296322,6858206672,3429572058,3910486,12863717400,996089514,999987677,12323,70991,999513633,486367,4572762267,1138425800,6300,1143197940,999998569,1431,999928791,71209,1143190209,1000,1000,1000,1000,1000,1000,1000
174000,1730903580,1268044,3460000000,20760000000,20000,120000,9950271909432,85482628,110003094,11092,1729096420,1000,11585,2088610,3458170656,2607713160,17392286840,21880299840,9983988530,16011470,6420386,103444500983,8044078000,102696,1146782554,3730500,71242320800,3470207274,6917342574,3449670131,3999078,12937969200,996000922,999998071,1929,10593,999481162,518838,4599559438,1145422600,3,1149891520,999997790,2210,999918093,81907,1149889307,1000,1000,1000,1000,1000,1000,1000,103444388884,8044115100,103420,1146666076,3875100,71242342200,3497840984,6944972984,3449777644,4010057,12937884900,995989943,999999125,875,11768,999491424,508576,4599701876,1145219600,0,1149929180,999995052,4948,999926868,73132,1149924232,1000,1000,1000,1000,1000,1000,1000,103444132154,8043457400,104153,1146465664,3941900,71236492400,3449556213,6896404813,3449482220,3872453,12936817800,996127547,999999422,578,79669,999537549,462451,4599302851,1145096600,2,1149840960,999979673,20327,999939569,60431,1149820631,1000,1000,1000,1000,1000,1000,1000
175000,1740904190,1247752,3480000000,20880000000,20000,120000,9950028996443,88942559,113518156,1209,1739095810,1000,113190,2113495,3478189202,2607872102,17392127898,21880228598,9983996285,16003715,6458387,103464623585,8090670600,920,1153005634,4016900,71655014800,3493613689,6960718289,3469592549,3886120,13011122400,996113880,999999355,645,88935,999520286,479714,4626121114,1152106400,6481,1156541900,999993146,6854,999932835,67165,1156528565,1000,1000,1000,1000,1000,1000,1000,103464371122,8090686900,104346,1153163154,4007100,71654848200,3516826133,6983918283,3469725424,3872512,13011034800,996127488,999999568,432,81556,999519632,480368,4626295368,1151866700,4,1156585540,999984408,15592,999932656,67344,1156569944,1000,1000,1000,1000,1000,1000,1000,103464064983,8090005000,103580,1153033375,4046200,71648771600,3467204886,6934002486,3469441636,3877951,13009940100,996122049,999999072,928,90221,999513885,486115,4625917515,1151754000,2,1156489880,999986001,13999,999933921,66079,1156475879,1000,1000,1000,1000,1000,1000,1000
176000,1750904730,1258766,3500000000,21000000000,20000,120000,9949789795734,88669050,113234261,11116,1749095270,1000,1037,2093103,3498168308,2607999784,17392000216,21880147216,9984023657,15976343,6495765,103484575999,8137201000,910,1160023521,3653000,72067173200,3515724063,7002772263,3489527214,3906788,13084342800,996093212,999992991,7009,5103,999511389,488611,4652700711,1158779700,6780,1163187000,999993277,6723,999931103,68897,1163173497,1000,1000,1000,1000,1000,1000,1000,103484305624,8137327100,104050,1160088256,3791500,72067948600,3535746777,7022827677,3489753724,3941147,13084380000,996058853,999990205,9795,14258,999475934,524066,4653004766,1158515800,0,1163251640,999999402,598,999914258,85742,1163251042,1000,1000,1000,1000,1000,1000,1000,103483997206,8136560200,103575,1159692113,4047700,72061124400,3486390007,6973140257,3489401965,3879556,13083099300,996120444,999999083,917,88427,999504562,495438,4652535538,1158400700,5981,1163140800,999998754,1246,999926127,73873,1163133573,1000,1000,1000,1000,1000,1000,1000
177000,1760905310,1254176,3520000000,21120000000,20000,120000,9949550551562,88469422,113084379,2308,1759094690,1000,172,2112193,3518184764,2608061884,17391938116,21879977016,9984030287,15969713,6533051,103504417252,8183791000,104486,1166625144,3842200,72479863600,3535892524,7042910124,3509516404,3846737,13157515200,996153263,999982383,17617,72446,999477242,522758,4679354558,1165447600,4,1169840100,999998058,1942,999917646,82354,1169838154,1000,1000,1000,1000,1000,1000,1000,103504287659,8183898500,103627,1166715738,3799800,72480390600,3554822611,7061859711,3509691273,3962626,13157547000,996037374,999998688,1312,15362,999490089,509911,4679585911,1165173900,3,1169902000,999992641,7359,999929662,70338,1169894638,1000,1000,1000,1000,1000,1000,1000,103504095723,8183157800,919,1166326812,3947600,72473867600,3507253817,7013975817,3509362987,3962956,13156354500,996037044,999999870,130,81914,999523927,476073,4679145773,1165060500,5,1169797420,999985371,14629,999931014,68986,1169782786,1000,1000,1000,1000,1000,1000,1000
178000,1770905920,1262078,3540000000,21240000000,20000,120000,9949311721606,87787941,112438714,11054,1769094080,1000,126270,2092321,3538166052,2608069647,17391930353,21880017453,9984012579,15987421,6571031,103524502460,8230411500,957,1173241636,3759900,72892752600,3555353602,7082349202,3529498518,3968562,13230794100,996031438,999999001,999,4139,999505421,494579,4705994779,1172070700,4,1176506000,999990265,9735,999924039,75961,1176496261,1000,1000,1000,1000,1000,1000,1000,103524339511,8230436000,1804,1173132868,3923600,72892612000,3574554156,7101537906,3529634829,3894258,13230650400,996105742,999998763,1237,83005,999495376,504624,4706177224,1171826400,1,1176550040,999992356,7644,999926105,73895,1176542395,1000,1000,1000,1000,1000,1000,1000,103523994637,8229690800,1841,1173117679,3854100,72886015200,3528059944,7054724544,3529335804,3883347,13229497200,996116653,999983573,16427,60926,999476722,523278,4705780378,1171710500,4,1176446660,999997918,2082,999917026,82974,1176444574,1000,1000,1000,1000,1000,1000,1000
179000,1780906570,1228048,3560000000,21360000000,20000,120000,9949072906590,87138619,111810573,2225,1779093430,1000,115,2100344,3558182410,2608200009,17391799991,21879828591,9984037576,15962424,6609186,103544451255,8276998400,1772,1179501745,4155700,73305332800,3576137142,7123095642,3549465842,3903576,13303891500,996096424,999991385,8615,76209,999506267,493733,4732620833,1178708500,6080,1183161940,999999131,869,999926409,73591,1183154991,1000,1000,1000,1000,1000,1000,1000,103544209855,8277018400,103356,1179986465,3818100,73305232800,3594293670,7141243420,3549588006,3967330,13303897500,996032670,999999267,733,18037,999501831,498169,4732783769,1178495000,6560,1183203040,999999283,717,999923137,76863,1183195763,1000,1000,1000,1000,1000,1000,1000,103544046467,8276364500,927,1179555731,4047800,73299437800,3547763475,7094432775,3549302702,3909820,13302810600,996090180,999997118,2882,84198,999505296,494704,4732400104,1178407300,2,1183107900,999989504,10496,999928498,71502,1183097402,1000,1000,1000,1000,1000,1000,1000
180000,1790907210,1263574,3580000000,21480000000,20000,120000,9948832716320,87860794,112614226,1194,1789092790,1000,174,2109440,3578183192,2608226014,17391773986,21879850786,9984002940,15997060,6646932,103564272175,8323516500,104293,1186607925,3793700,73717290600,3594449449,7161340549,3569413728,3917745,13377054000,996082255,999999701,299,18856,999518928,481072,4759215972,1185313000,7020,1189816260,999993004,6996,999932056,67944,1189802244,1000,1000,1000,1000,1000,1000,1000,103564287792,8323610400,1713,1186741825,3622000,73717894400,3616337454,7183254554,3569553687,4013034,13377152400,995986966,999993069,6931,4635,999494448,505552,4759402252,1185161300,3,1189856560,999992008,7992,999927635,72365,1189848565,1000,1000,1000,1000,1000,1000,1000,103563883539,8322884000,104050,1186841561,3517400,73711491200,3567533449,7134141149,3569239874,3940370,13376042700,996059630,999984433,15567,5763,999499089,500911,4758982811,1185064900,0,1189754000,999988937,11063,999925663,74337,1189742937,1000,1000,1000,1000,1000,1000,1000
