Time,N,P
255600,1310702695,15808650
255700,1311805169,15856996
255800,1312907162,15905647
255900,1314012599,15955855
256000,1315117705,16005069
256100,1316221604,16056264
256200,1317327338,16107063
256300,1318431890,16157712
256400,1319537033,16209673
256500,1320643612,16261334
256600,1321751336,16312965
256700,1322858797,16365056
256800,1323964434,16418549
256900,1325073852,16470903
257000,1326179991,16524324
257100,1327286382,16578292
257200,1328391673,16632856
257300,1329500426,16687016
257400,1330606458,16742077
257500,1331713931,16797257
257600,1332821274,16853338
257700,1333929694,16910186
257800,1335037006,16966651
257900,1336143188,17023257
258000,1337251660,17080039
258100,1338358925,17138361
258200,1339467114,17196396
258300,1340577435,17256023
258400,1341688114,17315347
258500,1342798636,17374516
258600,1343907191,17433925
258700,1345018000,17493071
258800,1346127455,17554460
258900,1347235404,17615187
259000,1348346233,17676232
259100,1349458209,17737579
259200,1350568500,17798386
259300,1351679885,17860295
259400,1352792801,17922659
259500,1353904136,17985320
259600,1355015504,18048348
259700,1356128002,18112080
259800,1357239423,18176381
259900,1358352728,18240526
260000,1359462328,18306071
260100,1360572835,18371927
260200,1361684526,18437740
260300,1362796634,18505162
260400,1363906247,18573436
260500,1365019125,18640744
260600,1366129802,18709570
260700,1367240448,18778160
260800,1368353807,18846434
260900,1369464127,18915578
261000,1370574829,18986035
261100,1371685320,19057065
261200,1372794582,19128449
261300,1373902762,19200139
261400,1375012655,19272711
261500,1376122401,19344497
261600,1377233610,19416657
261700,1378342913,19491135
261800,1379453061,19564444
261900,1380562454,19638718
262000,1381671494,19712861
262100,1382779801,19787642
262200,1383886882,19864775
262300,1384995933,19941304
262400,1386102417,20019206
262500,1387211024,20096857
262600,1388320062,20175982
262700,1389428688,20253538
262800,1390537991,20331422
262900,1391646687,20410521
263000,1392754880,20490415
263100,1393861824,20571013
263200,1394968335,20652436
263300,1396075476,20734470
263400,1397181839,20816842
263500,1398287135,20899300
263600,1399396106,20982076
263700,1400501671,21065994
263800,1401605246,21150764
263900,1402710845,21236083
264000,1403815111,21322403
264100,1404920381,21408147
264200,1406024247,21496436
264300,1407129105,21583665
264400,1408231818,21671076
264500,1409333990,21760828
264600,1410435415,21850031
264700,1411536709,21939955
264800,1412640020,22030161
264900,1413741406,22120958
265000,1414843765,22212692
265100,1415945750,22305219
265200,1417043561,22398637
265300,1418141453,22492547
265400,1419241204,22587243
265500,1420340329,22681808
265600,1421438932,22776272
265700,1422538272,22872708
265800,1423636725,22967728
265900,1424732307,23066005
266000,1425827852,23164485
266100,1426922820,23264561
266200,1428016615,23363594
266300,1429110780,23464208
266400,1430204097,23563680
266500,1431295076,23664728
266600,1432386299,23766897
266700,1433476157,23871474
266800,1434567415,23974322
266900,1435658378,24079015
267000,1436748827,24182908
267100,1437840418,24289555
267200,1438928572,24395805
267300,1440016583,24504233
267400,1441104358,24611806
267500,1442190344,24720719
267600,1443275194,24830978
267700,1444359767,24941746
267800,1445442574,25052879
267900,1446527600,25164138
268000,1447608578,25277094
268100,1448691388,25390099
268200,1449773264,25504652
268300,1450854052,25620103
268400,1451930664,25735108
268500,1453009088,25851920
268600,1454083658,25969805
268700,1455163276,26087366
268800,1456238660,26206951
268900,1457314655,26326473
269000,1458387623,26447042
269100,1459461065,26567649
269200,1460531315,26690025
269300,1461601222,26812921
269400,1462669880,26935532
269500,1463739268,27060541
269600,1464806980,27187219
269700,1465872180,27315574
269800,1466937726,27441701
269900,1468002192,27569835
270000,1469065302,27699975
270100,1470125464,27830116
270200,1471185088,27961005
270300,1472246886,28092580
270400,1473302663,28225530
270500,1474360252,28358954
270600,1475416291,28492911
270700,1476471666,28629694
270800,1477525499,28766584
270900,1478577989,28903757
271000,1479629464,29041957
271100,1480679117,29180173
271200,1481725704,29321865
271300,1482770765,29463387
271400,1483815054,29606322
271500,1484860816,29749323
271600,1485903720,29893765
271700,1486943083,30039180
271800,1487983186,30183783
271900,1489023414,30329957
272000,1490060865,30479891
272100,1491098250,30628781
272200,1492131692,30779343
272300,1493162778,30931427
272400,1494194692,31085376
272500,1495225112,31239708
272600,1496251702,31394669
272700,1497278465,31551079
272800,1498302338,31709954
272900,1499323128,31868192
273000,1500345927,32026345
273100,1501366458,32188114
273200,1502382352,32349947
273300,1503398319,32512360
273400,1504413077,32675929
273500,1505426947,32841126
273600,1506439142,33008391
273700,1507450093,33173888
273800,1508455743,33342405
273900,1509458317,33512830
274000,1510460056,33684551
274100,1511460386,33859191
274200,1512460433,34032391
274300,1513458517,34207056
274400,1514455203,34382279
274500,1515444715,34562564
274600,1516438019,34740630
274700,1517426656,34919753
274800,1518414792,35100361
274900,1519400313,35283427
275000,1520381446,35468349
275100,1521361268,35651982
275200,1522338916,35838164
275300,1523314833,36024383
275400,1524289462,36212849
275500,1525260445,36403015
275600,1526231223,36595775
275700,1527196525,36789610
275800,1528160945,36984386
275900,1529124749,37179632
276000,1530084219,37378190
276100,1531039300,37578111
276200,1531993967,37777794
276300,1532946449,37980928
276400,1533897031,38185543
276500,1534842971,38389572
276600,1535784957,38595309
276700,1536729093,38802690
276800,1537669381,39010971
276900,1538603004,39221105
277000,1539538175,39431660
277100,1540468004,39646182
277200,1541399859,39860870
277300,1542326822,40076200
277400,1543248758,40295306
277500,1544165782,40514471
277600,1545084479,40735013
277700,1545996859,40958465
277800,1546911696,41179175
277900,1547821916,41403983
278000,1548727404,41632819
278100,1549627189,41861162
278200,1550527490,42092384
278300,1551422253,42325338
278400,1552314890,42560147
278500,1553204441,42796325
278600,1554088050,43035390
278700,1554973675,43273254
278800,1555852413,43517077
278900,1556731236,43759736
279000,1557603125,44004755
279100,1558474904,44250317
279200,1559341491,44499158
279300,1560205018,44750799
279400,1561064850,45001910
279500,1561920752,45255481
279600,1562776959,45509766
279700,1563626677,45767132
279800,1564473876,46026067
279900,1565313690,46286855
280000,1566152663,46548834
280100,1566991116,46811192
280200,1567821016,47076413
280300,1568646139,47346369
280400,1569471283,47616585
280500,1570292803,47886694
280600,1571111085,48159430
280700,1571923442,48437125
280800,1572730346,48715289
280900,1573532568,48995745
281000,1574332955,49275690
281100,1575130587,49556979
281200,1575922770,49842169
281300,1576710224,50131408
281400,1577492218,50422246
281500,1578270736,50715374
281600,1579048062,51010678
281700,1579818923,51307600
281800,1580588061,51603308
281900,1581348692,51904746
282000,1582106400,52207507
282100,1582857493,52513674
282200,1583604982,52821055
282300,1584350314,53129038
282400,1585091016,53440948
282500,1585827716,53753581
282600,1586561807,54069315
282700,1587287656,54387919
282800,1588009954,54708677
282900,1588728450,55029895
283000,1589437982,55355817
283100,1590148527,55680793
283200,1590852813,56009975
283300,1591548403,56343560
283400,1592240310,56677961
283500,1592928546,57014785
283600,1593612660,57353466
283700,1594288794,57695808
283800,1594959863,58038827
283900,1595625733,58385075
284000,1596287394,58733435
284100,1596945275,59083806
284200,1597597401,59437119
284300,1598241176,59793260
284400,1598881757,60151932
284500,1599517232,60512901
284600,1600145921,60876854
284700,1600769229,61243449
284800,1601388045,61612973
284900,1602000460,61984056
285000,1602604398,62358898
285100,1603205539,62734752
285200,1603801082,63114878
285300,1604390339,63496483
285400,1604972845,63880787
285500,1605549039,64268500
285600,1606124822,64656887
285700,1606690907,65049918
285800,1607249314,65447325
285900,1607801716,65845950
286000,1608346840,66247050
286100,1608885317,66649961
286200,1609419868,67055775
286300,1609947996,67466269
286400,1610468356,67878221
286500,1610984150,68292427
286600,1611492818,68711801
286700,1611991379,69135417
286800,1612484989,69559482
286900,1612973704,69987923
287000,1613456896,70416699
287100,1613927915,70849571
287200,1614393396,71287444
287300,1614852749,71727152
287400,1615306039,72169337
287500,1615751363,72615865
287600,1616192515,73062326
287700,1616625572,73514791
287800,1617051359,73971254
287900,1617468026,74428975
288000,1617879649,74889485
288100,1618283069,75353676
288200,1618675636,75820196
288300,1619061495,76292225
288400,1619441736,76767162
288500,1619814535,77242879
288600,1620178101,77722114
288700,1620536131,78204504
288800,1620884868,78689189
288900,1621229827,79176951
289000,1621561192,79668360
289100,1621885320,80166002
289200,1622205362,80663509
289300,1622512766,81165818
289400,1622814255,81671732
289500,1623108547,82183236
289600,1623396130,82696616
289700,1623671742,83214042
289800,1623941875,83732657
289900,1624201643,84258670
290000,1624454002,84785584
290100,1624695399,85319107
290200,1624931544,85852855
290300,1625156150,86390979
290400,1625370355,86933788
290500,1625576608,87479007
290600,1625777983,88025116
290700,1625966332,88580065
290800,1626146726,89136122
290900,1626320683,89695762
291000,1626483349,90260002
291100,1626636610,90827353
291200,1626782057,91396010
291300,1626919411,91969418
291400,1627044338,92545566
291500,1627159611,93126602
291600,1627269318,93709433
291700,1627367800,94297219
291800,1627456104,94889558
291900,1627534125,95487936
292000,1627601477,96091417
292100,1627658989,96697138
292200,1627710592,97302558
292300,1627750812,97913491
292400,1627777124,98531467
292500,1627795871,99148359
292600,1627802556,99772617
292700,1627799233,100400493
292800,1627785647,101033377
292900,1627761174,101669881
293000,1627727352,102310381
293100,1627683983,102955923
293200,1627627976,103606694
293300,1627566168,104260127
293400,1627490987,104916777
293500,1627405415,105576937
293600,1627307182,106242931
293700,1627200846,106911012
293800,1627080695,107583302
293900,1626952045,108260484
294000,1626811021,108941597
294100,1626659516,109628149
294200,1626500006,110316025
294300,1626325139,111009355
294400,1626142501,111705546
294500,1625948561,112405989
294600,1625740350,113111416
294700,1625519646,113822848
294800,1625291534,114536409
294900,1625050048,115253652
295000,1624799176,115974786
295100,1624536567,116699378
295200,1624260216,117430554
295300,1623970329,118163075
295400,1623669228,118902170
295500,1623359700,119646044
295600,1623037539,120393590
295700,1622702604,121146374
295800,1622353919,121901618
295900,1621993534,122662908
296000,1621622798,123423379
296100,1621236752,124194100
296200,1620840965,124967831
296300,1620429596,125749456
296400,1620005373,126533377
296500,1619571417,127319238
296600,1619122752,128111666
296700,1618660901,128904260
296800,1618185314,129705669
296900,1617698525,130509664
297000,1617197394,131317393
297100,1616684483,132129599
297200,1616160526,132945480
297300,1615624258,133763026
297400,1615074166,134588519
297500,1614509011,135417809
297600,1613930411,136252472
297700,1613341129,137088592
297800,1612735156,137931818
297900,1612122033,138776010
298000,1611489312,139628869
298100,1610846104,140486556
298200,1610187880,141345492
298300,1609516704,142209873
298400,1608832573,143076719
298500,1608133487,143950741
298600,1607418760,144827613
298700,1606693630,145708172
298800,1605950164,146595759
298900,1605192091,147487044
299000,1604426310,148378387
299100,1603641404,149279043
299200,1602843478,150182375
299300,1602031930,151087127
299400,1601206770,152001411
299500,1600365208,152921071
299600,1599507138,153846349
299700,1598639092,154768553
299800,1597756638,155695891
299900,1596863501,156625791
300000,1595952625,157564345
300100,1595025705,158505309
300200,1594086930,159449512
300300,1593131892,160399000
300400,1592159578,161353601
300500,1591176225,162309085
300600,1590182878,163267763
300700,1589170311,164235549
300800,1588142439,165206695
300900,1587100940,166179888
301000,1586043970,167155495
301100,1584973268,168135541
301200,1583881369,169122338
301300,1582780527,170112097
301400,1581662419,171106477
301500,1580531495,172103481
301600,1579385545,173103207
301700,1578222383,174107551
301800,1577042425,175119643
301900,1575851067,176132380
302000,1574641954,177149299
302100,1573420760,178166407
302200,1572187796,179185977
302300,1570935650,180210085
302400,1569670947,181239373
302500,1568389851,182274708
302600,1567095821,183310104
302700,1565783845,184349723
302800,1564456493,185394559
302900,1563113208,186443125
303000,1561756174,187492321
303100,1560379558,188548176
303200,1558987713,189609099
303300,1557582462,190668842
303400,1556161902,191732249
303500,1554722705,192800504
303600,1553277934,193868019
303700,1551811097,194941502
303800,1550330158,196020058
303900,1548833588,197100479
304000,1547324973,198181087
304100,1545797608,199267139
304200,1544258480,200353296
304300,1542701173,201444274
304400,1541129192,202539663
304500,1539543342,203635891
304600,1537939736,204737436
304700,1536319427,205840421
304800,1534685868,206945517
304900,1533039309,208050549
305000,1531374125,209162521
305100,1529691889,210277257
305200,1527999264,211390225
305300,1526289730,212506670
305400,1524563031,213627491
305500,1522822473,214748178
305600,1521072265,215869796
305700,1519303693,216994481
305800,1517520102,218120634
305900,1515721700,219249421
306000,1513909556,220379200
306100,1512079405,221517070
306200,1510234022,222653473
306300,1508373602,223790089
306400,1506499088,224929182
306500,1504610859,226065234
306600,1502706574,227207705
306700,1500786487,228351039
306800,1498858729,229489366
306900,1496914097,230631171
307000,1494949149,231779859
307100,1492975445,232924233
307200,1490986758,234070302
307300,1488978679,235224894
307400,1486959783,236373759
307500,1484925535,237523622
307600,1482877005,238674300
307700,1480818558,239825004
307800,1478740275,240977622
307900,1476645445,242133325
308000,1474544488,243283802
308100,1472427372,244433613
308200,1470298715,245586834
308300,1468154776,246738792
308400,1465999528,247887207
308500,1463823204,249045132
308600,1461635858,250198902
308700,1459431472,251354906
308800,1457216672,252508023
308900,1454988973,253660688
309000,1452750923,254810959
309100,1450496608,255964121
309200,1448228161,257113124
309300,1445949236,258262007
309400,1443656404,259413636
309500,1441345998,260568157
309600,1439027515,261716445
309700,1436693623,262860700
309800,1434347629,264004299
309900,1431991500,265147758
310000,1429623018,266289708
310100,1427241443,267433796
310200,1424846252,268573626
310300,1422439164,269714832
310400,1420020810,270853722
310500,1417586873,271992212
310600,1415145252,273122904
310700,1412694393,274252241
310800,1410229497,275381104
310900,1407751180,276508241
311000,1405262173,277634393
311100,1402763813,278758145
311200,1400253097,279879939
311300,1397731623,280996318
311400,1395197456,282116813
311500,1392659178,283226937
311600,1390103812,284339409
311700,1387533018,285444915
311800,1384955184,286549700
311900,1382370169,287649033
312000,1379770960,288745803
312100,1377163614,289841631
312200,1374550090,290926530
312300,1371923048,292012818
312400,1369287712,293094918
312500,1366643784,294171512
312600,1363985427,295243741
312700,1361316190,296316521
312800,1358635853,297387842
312900,1355952970,298452096
313000,1353258710,299508973
313100,1350556583,300566511
313200,1347847177,301613529
313300,1345123163,302661018
313400,1342394356,303701189
313500,1339654871,304737604
313600,1336906910,305771373
313700,1334153661,306797930
313800,1331390646,307822840
313900,1328617122,308844862
314000,1325841857,309857003
314100,1323058161,310861280
314200,1320263813,311860797
314300,1317467614,312852920
314400,1314662245,313839263
314500,1311848535,314824007
314600,1309028745,315800656
314700,1306201815,316771503
314800,1303366323,317741628
314900,1300526286,318699135
315000,1297678652,319653167
315100,1294826913,320600261
315200,1291967742,321543736
315300,1289103642,322478808
315400,1286235315,323407396
315500,1283359564,324327777
315600,1280475271,325244050
315700,1277593480,326148783
315800,1274701589,327050458
315900,1271804106,327947094
316000,1268905330,328832742
316100,1266004132,329713704
316200,1263098493,330580787
316300,1260182186,331447559
316400,1257265265,332302223
316500,1254345886,333151090
316600,1251418257,333991622
316700,1248487870,334830175
316800,1245558087,335659377
316900,1242623397,336482347
317000,1239687526,337290039
317100,1236743376,338093803
317200,1233794243,338893449
317300,1230842770,339683098
317400,1227888928,340463234
317500,1224938728,341229882
317600,1221984056,341991168
317700,1219021386,342745182
317800,1216065358,343489851
317900,1213103853,344227451
318000,1210140521,344954599
318100,1207176847,345672241
318200,1204210157,346388618
318300,1201240396,347092806
318400,1198272879,347787219
318500,1195302228,348477837
318600,1192332102,349152217
318700,1189363596,349819931
318800,1186393504,350477238
318900,1183417735,351130600
319000,1180447810,351767411
319100,1177475367,352400585
319200,1174505029,353018374
319300,1171538255,353626145
319400,1168565404,354231473
319500,1165592006,354823219
319600,1162623166,355404253
319700,1159654377,355974649
319800,1156688866,356533557
319900,1153723771,357085428
320000,1150757068,357628195
320100,1147792837,358168027
320200,1144830604,358691778
320300,1141869432,359207879
320400,1138908457,359714921
320500,1135951347,360212528
320600,1132992306,360697305
320700,1130042758,361168736
320800,1127094481,361629078
320900,1124147664,362078806
321000,1121209066,362519153
321100,1118265939,362955287
321200,1115330051,363376110
321300,1112392525,363793098
321400,1109461054,364197033
321500,1106530231,364590746
321600,1103603810,364975166
321700,1100680035,365349428
321800,1097761386,365717246
321900,1094845572,366070448
322000,1091933898,366410628
322100,1089024761,366743726
322200,1086120349,367066937
322300,1083217800,367382292
322400,1080327317,367679342
322500,1077438635,367966661
322600,1074554487,368245960
322700,1071673309,368515540
322800,1068802392,368775573
322900,1065930876,369022478
323000,1063067331,369260674
323100,1060204844,369491849
323200,1057353395,369705387
323300,1054506666,369912289
323400,1051664085,370103104
323500,1048826313,370290577
323600,1045993684,370468178
323700,1043172471,370632336
323800,1040353873,370788033
323900,1037534273,370933284
324000,1034726955,371067317
324100,1031922814,371191228
324200,1029126689,371301017
324300,1026339779,371404534
324400,1023556323,371496230
324500,1020779358,371582073
324600,1018013318,371653358
324700,1015251896,371713905
324800,1012499449,371762465
324900,1009749847,371799928
325000,1007009665,371826667
325100,1004276038,371846872
325200,1001549347,371853041
325300,998829312,371853738
325400,996114712,371845547
325500,993411699,371827934
325600,990715468,371798060
325700,988031343,371755634
325800,985349724,371705742
325900,982678172,371645481
326000,980014196,371579259
326100,977356156,371497207
326200,974700225,371414198
326300,972058892,371316113
326400,969422177,371209864
326500,966794576,371093755
326600,964180830,370963245
326700,961571507,370829870
326800,958970586,370680546
326900,956378125,370521577
327000,953796017,370356141
327100,951220500,370183607
327200,948650934,369999520
327300,946095689,369802677
327400,943545671,369601611
327500,941004715,369390483
327600,938473400,369164760
327700,935953596,368930264
327800,933442825,368685381
327900,930941856,368433028
328000,928446839,368175021
328100,925961378,367907578
328200,923486390,367631725
328300,921021115,367345331
328400,918564896,367047925
328500,916118619,366741771
328600,913680704,366428702
328700,911255342,366102510
328800,908833936,365773556
328900,906426058,365431909
329000,904025932,365085945
329100,901634319,364732186
329200,899251114,364367492
329300,896876892,363998627
329400,894516564,363617451
329500,892162541,363228707
329600,889815670,362835192
329700,887480550,362429918
329800,885157828,362013394
329900,882845686,361591112
330000,880542002,361161752
330100,878243827,360727253
330200,875959733,360284951
330300,873681446,359833011
330400,871417581,359373649
330500,869162945,358907064
330600,866917723,358436008
330700,864684819,357957254
330800,862458773,357469597
330900,860244621,356971730
331000,858037894,356472770
331100,855843546,355958942
331200,853655488,355443974
331300,851480134,354923977
331400,849316298,354391294
331500,847163689,353849121
331600,845016226,353309110
331700,842879276,352755292
331800,840752228,352197506
331900,838638064,351631416
332000,836530696,351059602
332100,834435172,350483012
332200,832354166,349898063
332300,830280355,349309650
332400,828214636,348716955
332500,826165008,348112025
332600,824117787,347504663
332700,822083117,346887090
332800,820057446,346268257
332900,818046138,345640021
333000,816040110,345010944
333100,814046238,344374408
333200,812062195,343729128
333300,810083540,343087115
333400,808121145,342429393
333500,806167463,341765958
333600,804223426,341098283
333700,802289366,340425913
333800,800369002,339748711
333900,798457212,339067787
334000,796554094,338382989
334100,794661172,337690170
334200,792771340,337002694
334300,790900072,336299701
334400,789037117,335591161
334500,787183733,334879767
334600,785336938,334166938
334700,783505107,333447425
334800,781680665,332726567
334900,779864313,332000348
335000,778061198,331267979
335100,776266030,330530060
335200,774480521,329789602
335300,772706343,329044702
335400,770942988,328293903
335500,769191083,327537169
335600,767444828,326778724
335700,765713535,326014015
335800,763987676,325246757
335900,762267705,324481176
336000,760562499,323705869
336100,758863461,322929752
336200,757178719,322149057
336300,755500054,321367685
336400,753831744,320581279
336500,752174857,319792116
336600,750525386,319000593
336700,748884516,318203229
336800,747257667,317397930
336900,745638925,316593700
337000,744033048,315784763
337100,742430609,314976980
337200,740838662,314163417
337300,739258002,313348756
337400,737682158,312534843
337500,736121617,311711953
337600,734563201,310893957
337700,733018054,310067194
337800,731483334,309235343
337900,729956733,308406257
338000,728441367,307572682
338100,726936032,306733765
338200,725437258,305896768
338300,723948005,305052580
338400,722465940,304210377
338500,720995054,303365101
338600,719535567,302515105
338700,718082748,301667657
338800,716637152,300819351
338900,715201114,299972265
339000,713773429,299119044
339100,712354496,298264737
339200,710944892,297408785
339300,709543514,296549521
339400,708153380,295688271
339500,706768927,294828770
339600,705397745,293962154
339700,704035570,293093667
339800,702679714,292224746
339900,701334400,291352045
340000,699994550,290485442
340100,698665299,289615026
340200,697343499,288743680
340300,696031865,287870655
340400,694729474,286991222
340500,693436494,286113811
340600,692150509,285235801
340700,690869779,284360619
340800,689600474,283483575
340900,688336027,282605497
341000,687081806,281723278
341100,685837602,280838966
341200,684601000,279956484
341300,683372012,279073177
341400,682151016,278192781
341500,680941692,277304575
341600,679737018,276423306
341700,678541162,275538506
341800,677352856,274652891
341900,676172000,273769438
342000,675002615,272883448
342100,673837467,271997740
342200,672680764,271111979
342300,671534496,270222696
342400,670395309,269333605
342500,669265973,268447084
342600,668142285,267557348
342700,667026251,266672113
342800,665919504,265780775
342900,664818726,264894646
343000,663721893,264010103
343100,662635368,263125288
343200,661557067,262238200
343300,660485320,261354261
343400,659421578,260467606
343500,658364711,259580125
343600,657320364,258690329
343700,656279446,257804108
343800,655247660,256920332
343900,654221568,256033804
344000,653199696,255152540
344100,652190326,254267216
344200,651189923,253381755
344300,650194528,252498001
344400,649207407,251615728
344500,648227698,250734886
344600,647254649,249852560
344700,646287260,248975313
344800,645327857,248096462
344900,644375208,247217945
345000,643430679,246339366
345100,642491642,245464110
345200,641562283,244586864
345300,640636707,243711448
345400,639718977,242837251
345500,638807126,241963632
345600,637903355,241090636
345700,637007091,240221423
345800,636117417,239352275
345900,635234643,238480278
346000,634356738,237613967
346100,633487521,236743437
346200,632622447,235875817
346300,631766089,235009003
346400,630912076,234148213
346500,630069564,233287239
346600,629234389,232424853
346700,628405671,231562467
346800,627581370,230703258
346900,626763976,229847164
347000,625954732,228986163
347100,625151508,228130288
347200,624354594,227272451
347300,623563943,226420921
347400,622779560,225570784
347500,622000005,224722187
347600,621228637,223871371
347700,620461113,223025048
347800,619701055,222178409
347900,618947485,221333830
348000,618198355,220491271
348100,617453810,219652010
348200,616718123,218811763
348300,615987167,217975656
348400,615263179,217140045
348500,614544656,216303944
348600,613830847,215472662
348700,613122600,214642270
348800,612424218,213811093
348900,611729218,212985555
349000,611042054,212156006
349100,610361173,211331694
349200,609685336,210507956
349300,609014543,209688484
349400,608349226,208870603
349500,607689208,208052660
349600,607035520,207239008
349700,606389407,206424097
349800,605746665,205615776
349900,605110535,204806904
350000,604478478,203999899
350100,603853058,203191538
350200,603231121,202391570
350300,602614766,201591890
350400,602004054,200792083
350500,601401623,199992527
350600,600800764,199200394
350700,600207056,198407644
350800,599621528,197613203
350900,599040363,196823423
351000,598459690,196039377
351100,597889181,195251887
351200,597323305,194468551
351300,596762128,193686769
351400,596204252,192909726
351500,595652449,192132787
351600,595105822,191356955
351700,594564168,190586608
351800,594029494,189810278
351900,593497349,189040007
352000,592972261,188273321
352100,592451253,187510151
352200,591936446,186745170
352300,591427766,185983716
352400,590921157,185225757
352500,590419622,184467577
352600,589923372,183715856
352700,589431441,182963460
352800,588944019,182214089
352900,588460083,181467272
353000,587982492,180719957
353100,587511514,179978595
353200,587044555,179236719
353300,586581283,178497543
353400,586122541,177761009
353500,585666926,177024817
353600,585218709,176293676
353700,584775631,175562809
353800,584334898,174834778
353900,583901220,174104872
354000,583471497,173382183
354100,583047441,172657938
354200,582626582,171936880
354300,582211128,171220844
354400,581799456,170505556
354500,581392021,169793900
354600,580988318,169083339
354700,580589429,168375464
354800,580193330,167668861
354900,579802090,166967732
355000,579415400,166267122
355100,579032194,165569581
355200,578654467,164873498
355300,578280188,164182305
355400,577910042,163492764
355500,577545863,162805520
355600,577185172,162116571
355700,576828599,161431591
355800,576476963,160749816
355900,576126906,160072279
356000,575783017,159394285
356100,575441622,158720115
356200,575106046,158047115
356300,574773608,157375576
356400,574446666,156707704
356500,574122856,156041544
356600,573804326,155378693
356700,573491457,154715625
356800,573179452,154057376
356900,572869879,153402524
357000,572566344,152748371
357100,572266729,152096492
357200,571969617,151449203
357300,571678135,150800275
357400,571390507,150155821
357500,571105774,149512098
357600,570825587,148871323
357700,570549660,148233674
357800,570276953,147599298
357900,570005636,146967237
358000,569740512,146337024
358100,569477964,145708829
358200,569218623,145083758
358300,568963100,144460462
358400,568711938,143838575
358500,568464938,143218209
358600,568224083,142599943
358700,567982384,141984587
358800,567746130,141371366
358900,567511793,140762325
359000,567280737,140155761
359100,567053116,139552031
359200,566829668,138950511
359300,566610344,138349012
359400,566395193,137751536
359500,566182916,137155999
359600,565975524,136561952
359700,565769369,135972315
359800,565567024,135382848
359900,565368381,134795274
360000,565173557,134210104
360100,564982764,133627035
360200,564792988,133045078
360300,564606514,132467690
360400,564425123,131893514
360500,564245340,131320568
360600,564070405,130750081
360700,563898490,130180635
360800,563728133,129614768
360900,563563070,129050206
361000,563401875,128487136
361100,563240428,127927657
361200,563083817,127370588
361300,562931452,126816340
361400,562783175,126260769
361500,562636315,125710878
361600,562492513,125163890
361700,562350000,124617710
361800,562213313,124074180
361900,562078202,123533888
362000,561950073,122993106
362100,561821762,122455298
362200,561696370,121919569
362300,561574860,121389458
362400,561455952,120858851
362500,561341357,120329146
362600,561229629,119800974
362700,561120598,119277062
362800,561013120,118754573
362900,560910436,118234151
363000,560808378,117716997
363100,560710078,117201175
363200,560614432,116685809
363300,560524557,116171115
363400,560436520,115662242
363500,560350421,115154296
363600,560265022,114649973
363700,560183304,114147374
363800,560105476,113645826
363900,560030544,113146280
364000,559957083,112648366
364100,559888288,112153845
364200,559822056,111661352
364300,559757216,111172949
364400,559697231,110683584
364500,559638889,110198899
364600,559583771,109714333
364700,559531061,109230032
364800,559479716,108749607
364900,559433591,108271418
365000,559388315,107796005
365100,559345359,107323730
365200,559304236,106853799
365300,559267769,106382621
365400,559232057,105916012
365500,559200420,105451191
365600,559171686,104986873
365700,559148266,104524430
365800,559125810,104063819
365900,559104496,103603081
366000,559084447,103149652
366100,559068299,102698064
366200,559055777,102246239
366300,559042894,101798901
366400,559033791,101351652
366500,559027872,100905542
366600,559025434,100462680
366700,559024983,100020105
366800,559026019,99581154
366900,559028109,99143496
367000,559033934,98707904
367100,559044027,98272582
367200,559056382,97837346
367300,559069629,97405413
367400,559085622,96974989
367500,559105031,96547693
367600,559125237,96121735
367700,559147898,95697624
367800,559173571,95275058
367900,559200483,94855372
368000,559229553,94440380
368100,559261871,94025376
368200,559296486,93611755
368300,559333161,93198416
368400,559373735,92788037
368500,559414847,92380018
368600,559459107,91973153
368700,559505814,91568845
368800,559554853,91166448
368900,559604461,90767146
369000,559656266,90368266
369100,559710799,89971555
369200,559768126,89575728
369300,559828016,89180993
369400,559889425,88788738
369500,559955085,88399218
369600,560020199,88011913
369700,560089402,87625807
369800,560160800,87239315
369900,560232609,86855064
370000,560307397,86475336
370100,560382748,86095154
370200,560461576,85717649
370300,560541640,85342050
370400,560623340,84970733
370500,560709204,84597583
370600,560796295,84227383
370700,560884296,83860377
370800,560976152,83493244
370900,561071589,83126350
371000,561168746,82762045
371100,561266217,82398892
371200,561365390,82037499
371300,561467260,81679228
371400,561571136,81322738
371500,561676936,80965567
371600,561784651,80611835
371700,561894523,80260833
371800,562007149,79909676
371900,562119855,79561243
372000,562237827,79213602
372100,562356462,78866818
372200,562476588,78520785
372300,562597889,78178473
372400,562722399,77837797
372500,562848259,77499126
372600,562974482,77162112
372700,563103123,76826693
372800,563233977,76493458
372900,563367080,76160951
373000,563502613,75829088
373100,563639187,75499560
373200,563778632,75170630
373300,563919227,74844391
373400,564062676,74518693
373500,564206407,74194074
373600,564352319,73873656
373700,564498669,73553392
373800,564649338,73232296
373900,564802159,72912214
374000,564957332,72595265
374100,565112391,72280099
374200,565269929,71966531
374300,565429082,71654816
374400,565588778,71344996
374500,565753368,71035502
374600,565917082,70730030
374700,566081440,70421857
374800,566250242,70116234
374900,566420831,69812875
375000,566591652,69510420
375100,566763108,69210505
375200,566939393,68909133
375300,567117325,68611645
375400,567296374,68314879
375500,567476165,68019828
375600,567659258,67725585
375700,567844541,67434474
375800,568030817,67144151
375900,568220308,66853651
376000,568409421,66566253
376100,568599262,66281099
376200,568792504,65996140
376300,568988232,65711121
