Time,H2O,OH-,H+,a,b,c,r,H2O:=C1_1,OH-:=C1_1,H+:=C1_1,a:=C1_1,b:=C1_1,c:=C1_1,en_X:=C1_1,en_Z:=C1_1,l:=C1_1,m:=C1_1,q:=C1_1,r:=C1_1,ATP:=C1_1,ADP:=C1_1,Pi:=C1_1,mem_P1:=C1_1,mem_P2:=C1_1,mem_P6:=C1_1,H2O:=C1_2,OH-:=C1_2,H+:=C1_2,a:=C1_2,b:=C1_2,c:=C1_2,en_X:=C1_2,en_Z:=C1_2,l:=C1_2,m:=C1_2,q:=C1_2,r:=C1_2,ATP:=C1_2,ADP:=C1_2,Pi:=C1_2,mem_P1:=C1_2,mem_P2:=C1_2,mem_P6:=C1_2,H2O:=C2_1,OH-:=C2_1,H+:=C2_1,a:=C2_1,b:=C2_1,c:=C2_1,en_X:=C2_1,en_Z:=C2_1,l:=C2_1,m:=C2_1,q:=C2_1,r:=C2_1,ATP:=C2_1,ADP:=C2_1,Pi:=C2_1,mem_P1:=C2_1,mem_P2:=C2_1,mem_P6:=C2_1,H2O:=C2_2,OH-:=C2_2,H+:=C2_2,a:=C2_2,b:=C2_2,c:=C2_2,en_X:=C2_2,en_Z:=C2_2,l:=C2_2,m:=C2_2,q:=C2_2,r:=C2_2,ATP:=C2_2,ADP:=C2_2,Pi:=C2_2,mem_P1:=C2_2,mem_P2:=C2_2,mem_P6:=C2_2,H2O:=C2_3,OH-:=C2_3,H+:=C2_3,a:=C2_3,b:=C2_3,c:=C2_3,en_X:=C2_3,en_Z:=C2_3,l:=C2_3,m:=C2_3,q:=C2_3,r:=C2_3,ATP:=C2_3,ADP:=C2_3,Pi:=C2_3,mem_P1:=C2_3,mem_P2:=C2_3,mem_P6:=C2_3,H2O::C1_1::M1_1,OH-::C1_1::M1_1,H+::C1_1::M1_1,l::C1_1::M1_1,m::C1_1::M1_1,n::C1_1::M1_1,q::C1_1::M1_1,en_Y::C1_1::M1_1,ATP::C1_1::M1_1,ADP::C1_1::M1_1,Pi::C1_1::M1_1,mem_P3::C1_1::M1_1,mem_P4::C1_1::M1_1,mem_P5::C1_1::M1_1,H2O::C1_1::M1_2,OH-::C1_1::M1_2,H+::C1_1::M1_2,l::C1_1::M1_2,m::C1_1::M1_2,n::C1_1::M1_2,q::C1_1::M1_2,en_Y::C1_1::M1_2,ATP::C1_1::M1_2,ADP::C1_1::M1_2,Pi::C1_1::M1_2,mem_P3::C1_1::M1_2,mem_P4::C1_1::M1_2,mem_P5::C1_1::M1_2,H2O::C1_2::M1_1,OH-::C1_2::M1_1,H+::C1_2::M1_1,l::C1_2::M1_1,m::C1_2::M1_1,n::C1_2::M1_1,q::C1_2::M1_1,en_Y::C1_2::M1_1,ATP::C1_2::M1_1,ADP::C1_2::M1_1,Pi::C1_2::M1_1,mem_P3::C1_2::M1_1,mem_P4::C1_2::M1_1,mem_P5::C1_2::M1_1,H2O::C1_2::M1_2,OH-::C1_2::M1_2,H+::C1_2::M1_2,l::C1_2::M1_2,m::C1_2::M1_2,n::C1_2::M1_2,q::C1_2::M1_2,en_Y::C1_2::M1_2,ATP::C1_2::M1_2,ADP::C1_2::M1_2,Pi::C1_2::M1_2,mem_P3::C1_2::M1_2,mem_P4::C1_2::M1_2,mem_P5::C1_2::M1_2,H2O::C1_1::M2_1,OH-::C1_1::M2_1,H+::C1_1::M2_1,l::C1_1::M2_1,m::C1_1::M2_1,n::C1_1::M2_1,q::C1_1::M2_1,en_Y::C1_1::M2_1,ATP::C1_1::M2_1,ADP::C1_1::M2_1,Pi::C1_1::M2_1,mem_P3::C1_1::M2_1,mem_P4::C1_1::M2_1,mem_P5::C1_1::M2_1,H2O::C1_2::M2_1,OH-::C1_2::M2_1,H+::C1_2::M2_1,l::C1_2::M2_1,m::C1_2::M2_1,n::C1_2::M2_1,q::C1_2::M2_1,en_Y::C1_2::M2_1,ATP::C1_2::M2_1,ADP::C1_2::M2_1,Pi::C1_2::M2_1,mem_P3::C1_2::M2_1,mem_P4::C1_2::M2_1,mem_P5::C1_2::M2_1,H2O::C2_1::M2_1,OH-::C2_1::M2_1,H+::C2_1::M2_1,l::C2_1::M2_1,m::C2_1::M2_1,n::C2_1::M2_1,q::C2_1::M2_1,en_Y::C2_1::M2_1,ATP::C2_1::M2_1,ADP::C2_1::M2_1,Pi::C2_1::M2_1,mem_P3::C2_1::M2_1,mem_P4::C2_1::M2_1,mem_P5::C2_1::M2_1,H2O::C2_2::M2_1,OH-::C2_2::M2_1,H+::C2_2::M2_1,l::C2_2::M2_1,m::C2_2::M2_1,n::C2_2::M2_1,q::C2_2::M2_1,en_Y::C2_2::M2_1,ATP::C2_2::M2_1,ADP::C2_2::M2_1,Pi::C2_2::M2_1,mem_P3::C2_2::M2_1,mem_P4::C2_2::M2_1,mem_P5::C2_2::M2_1,H2O::C2_3::M2_1,OH-::C2_3::M2_1,H+::C2_3::M2_1,l::C2_3::M2_1,m::C2_3::M2_1,n::C2_3::M2_1,q::C2_3::M2_1,en_Y::C2_3::M2_1,ATP::C2_3::M2_1,ADP::C2_3::M2_1,Pi::C2_3::M2_1,mem_P3::C2_3::M2_1,mem_P4::C2_3::M2_1,mem_P5::C2_3::M2_1
0,10000000000000,100000,100000,1000000,100000,10000,0,10000000000,100,100,0,0,0,3000,2000,0,100000,0,0,10000000,10000000,10000000,1000,500,300,10000000000,100,100,0,0,0,3000,2000,0,100000,0,0,10000000,10000000,10000000,1000,500,300,10000000000,100,100,0,0,0,3000,2000,0,100000,0,0,10000000,10000000,10000000,1000,100,300,10000000000,100,100,0,0,0,3000,2000,0,100000,0,0,10000000,10000000,10000000,1000,100,300,10000000000,100,100,0,0,0,3000,2000,0,100000,0,0,10000000,10000000,10000000,1000,100,300,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,3000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,3000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,3000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,3000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,1000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,1000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,1000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,1000,2000,1000000000,100,100,0,0,100000,0,10000,1000000,1000000,1000000,5000,1000,2000
100,10000000000974,99026,99026,995056,3438,0,4,9999962823,100,100,1,36225,1954,3000,2000,525,51764,95,87,9962823,10037177,10037177,1000,500,300,9999962842,100,100,0,36136,1775,3000,2000,524,51863,104,98,9962842,10037158,10037158,1000,500,300,9999992572,100,100,2,6471,2193,3000,2000,762,91317,44,36,9992572,10007428,10007428,1000,100,300,9999992527,98,98,0,6482,1887,3000,2000,787,91259,51,29,9992525,10007475,10007475,1000,100,300,9999992676,100,100,2,6309,1908,3000,2000,777,91245,45,29,9992676,10007324,10007324,1000,100,300,999999951,100,100,0,20403,99872,79,10000,999951,1000049,1000049,5000,3000,2000,999999944,106,106,0,20720,99872,78,10000,999950,1000050,1000050,5000,3000,2000,999999926,98,98,2,20308,99824,100,10000,999924,1000076,1000076,5000,3000,2000,999999935,99,99,4,20676,99854,80,10000,999934,1000066,1000066,5000,3000,2000,999999918,98,98,2,6688,99831,85,10000,999916,1000084,1000084,5000,1000,2000,999999943,96,96,2,6663,99832,107,10000,999939,1000061,1000061,5000,1000,2000,999999918,102,102,1,8489,99806,114,10000,999920,1000080,1000080,5000,1000,2000,999999921,98,98,9,8544,99803,116,10000,999919,1000081,1000081,5000,1000,2000,999999921,104,104,7,8524,99769,156,10000,999925,1000075,1000075,5000,1000,2000
200,10000000001948,98052,98052,990129,0,0,38,9999961492,98,98,6,36612,1485,3000,2000,617,26466,282,548,9961490,10038510,10038510,1000,500,300,9999961551,99,99,10,36490,1284,3000,2000,595,26573,349,577,9961550,10038450,10038450,1000,500,300,9999992297,99,99,4,5746,1935,3000,2000,1254,83053,149,286,9992296,10007704,10007704,1000,100,300,9999992251,98,98,0,5732,1626,3000,2000,1268,83270,181,288,9992249,10007751,10007751,1000,100,300,9999992415,100,100,11,5580,1627,3000,2000,1262,83117,159,306,9992415,10007585,10007585,1000,100,300,999999733,102,102,0,30869,99577,158,10000,999735,1000265,1000265,5000,3000,2000,999999731,107,107,7,31410,99589,149,10000,999738,1000262,1000262,5000,3000,2000,999999682,102,102,3,30847,99547,137,10000,999684,1000316,1000316,5000,3000,2000,999999705,95,95,2,31330,99567,133,10000,999700,1000300,1000300,5000,3000,2000,999999697,91,91,1,9982,99561,127,10000,999688,1000312,1000312,5000,1000,2000,999999683,94,94,0,9890,99526,151,10000,999677,1000323,1000323,5000,1000,2000,999999562,95,95,0,16243,99296,261,10000,999557,1000443,1000443,5000,1000,2000,999999534,94,94,9,15988,99258,270,10000,999528,1000472,1000472,5000,1000,2000,999999531,99,99,13,16153,99270,260,10000,999530,1000470,1000470,5000,1000,2000
300,10000000002875,97125,97125,985290,0,0,143,9999961492,98,98,1,35658,846,3000,2000,631,13326,494,1159,9961490,10038510,10038510,1000,500,300,9999961552,98,98,2,35515,664,3000,2000,628,13410,577,1175,9961550,10038450,10038450,1000,500,300,9999992298,98,98,8,4752,1482,3000,2000,1559,75656,258,725,9992296,10007704,10007704,1000,100,300,9999992251,98,98,8,4774,1136,3000,2000,1512,75810,282,753,9992249,10007751,10007751,1000,100,300,9999992416,99,99,12,4622,1168,3000,2000,1548,75613,273,749,9992415,10007585,10007585,1000,100,300,999999441,103,103,3,36254,99273,171,10000,999444,1000556,1000556,5000,3000,2000,999999446,106,106,1,36655,99265,187,10000,999452,1000548,1000548,5000,3000,2000,999999405,100,100,7,36143,99249,156,10000,999405,1000595,1000595,5000,3000,2000,999999440,97,97,5,36680,99263,174,10000,999437,1000563,1000563,5000,3000,2000,999999420,94,94,2,11550,99247,167,10000,999414,1000586,1000586,5000,1000,2000,999999384,87,87,2,11474,99195,176,10000,999371,1000629,1000629,5000,1000,2000,999998998,97,97,6,22957,98613,382,10000,998995,1001005,1001005,5000,1000,2000,999998942,95,95,7,22732,98542,395,10000,998937,1001063,1001063,5000,1000,2000,999998958,99,99,0,22972,98585,372,10000,998957,1001043,1001043,5000,1000,2000
400,10000000003866,96134,96134,980499,0,0,315,9999961492,98,98,7,34648,312,3000,2000,650,6628,925,1657,9961490,10038510,10038510,1000,500,300,9999961552,98,98,0,34586,198,3000,2000,648,6780,1029,1593,9961550,10038450,10038450,1000,500,300,9999992298,98,98,18,3785,892,3000,2000,1691,68976,433,1287,9992296,10007704,10007704,1000,100,300,9999992251,98,98,0,3817,655,3000,2000,1723,69112,521,1208,9992249,10007751,10007751,1000,100,300,9999992417,98,98,0,3688,653,3000,2000,1742,68827,444,1230,9992415,10007585,10007585,1000,100,300,999999118,108,108,0,38738,98938,188,10000,999126,1000874,1000874,5000,3000,2000,999999105,107,107,1,39222,98931,181,10000,999112,1000888,1000888,5000,3000,2000,999999099,99,99,2,38718,98930,168,10000,999098,1000902,1000902,5000,3000,2000,999999131,103,103,0,39242,98972,162,10000,999134,1000866,1000866,5000,3000,2000,999999115,92,92,1,12202,98921,186,10000,999107,1000893,1000893,5000,1000,2000,999999065,98,98,1,12047,98885,178,10000,999063,1000937,1000937,5000,1000,2000,999998230,100,100,11,28807,97783,447,10000,998230,1001770,1001770,5000,1000,2000,999998218,99,99,1,28678,97790,427,10000,998217,1001783,1001783,5000,1000,2000,999998265,106,106,0,29018,97845,426,10000,998271,1001729,1001729,5000,1000,2000
500,10000000004755,95245,95245,975717,0,0,536,9999961492,98,98,9,33750,54,3000,2000,573,3282,1635,1859,9961490,10038510,10038510,1000,500,300,9999961552,98,98,0,33594,32,3000,2000,655,3334,1814,1714,9961550,10038450,10038450,1000,500,300,9999992299,97,97,8,2791,373,3000,2000,1798,62761,769,1765,9992296,10007704,10007704,1000,100,300,9999992254,95,95,9,2895,220,3000,2000,1843,62881,867,1597,9992249,10007751,10007751,1000,100,300,9999992419,96,96,1,2714,245,3000,2000,1835,62672,840,1605,9992415,10007585,10007585,1000,100,300,999998796,100,100,3,39799,98622,174,10000,998796,1001204,1001204,5000,3000,2000,999998786,109,109,0,40362,98589,206,10000,998795,1001205,1001205,5000,3000,2000,999998792,101,101,1,39820,98604,189,10000,998793,1001207,1001207,5000,3000,2000,999998815,103,103,0,40433,98639,179,10000,998818,1001182,1001182,5000,3000,2000,999998788,98,98,1,12374,98606,180,10000,998786,1001214,1001214,5000,1000,2000,999998734,99,99,3,12216,98560,173,10000,998733,1001267,1001267,5000,1000,2000,999997370,105,105,10,34134,96895,480,10000,997375,1002625,1002625,5000,1000,2000,999997441,95,95,12,34118,96999,437,10000,997436,1002564,1002564,5000,1000,2000,999997466,101,101,1,34293,96965,502,10000,997467,1002533,1002533,5000,1000,2000
600,10000000005670,94330,94330,970934,0,0,797,9999961495,95,95,0,32814,6,3000,2000,625,1611,2533,1849,9961490,10038510,10038510,1000,500,300,9999961553,97,97,0,32561,0,3000,2000,691,1660,2781,1690,9961550,10038450,10038450,1000,500,300,9999992299,97,97,16,1892,66,3000,2000,1802,57103,1351,2017,9992296,10007704,10007704,1000,100,300,9999992255,94,94,1,1927,30,3000,2000,1881,57272,1563,1737,9992249,10007751,10007751,1000,100,300,9999992419,96,96,8,1765,41,3000,2000,1887,57129,1544,1767,9992415,10007585,10007585,1000,100,300,999998487,87,87,3,40241,98317,157,10000,998474,1001526,1001526,5000,3000,2000,999998466,102,102,8,40779,98294,174,10000,998468,1001532,1001532,5000,3000,2000,999998452,98,98,0,40212,98272,178,10000,998450,1001550,1001550,5000,3000,2000,999998479,105,105,4,40819,98303,181,10000,998484,1001516,1001516,5000,3000,2000,999998489,100,100,2,12311,98331,158,10000,998489,1001511,1001511,5000,1000,2000,999998412,99,99,5,12120,98236,175,10000,998411,1001589,1001589,5000,1000,2000,999996482,104,104,10,38897,96000,486,10000,996486,1003514,1003514,5000,1000,2000,999996553,97,97,7,38792,96064,486,10000,996550,1003450,1003450,5000,1000,2000,999996562,97,97,9,38947,96076,483,10000,996559,1003441,1003441,5000,1000,2000
700,10000000006547,93453,93453,966106,0,0,1055,9999961496,94,94,0,31834,0,3000,2000,637,827,3444,1802,9961490,10038510,10038510,1000,500,300,9999961554,96,96,5,31629,0,3000,2000,662,819,3765,1640,9961550,10038450,10038450,1000,500,300,9999992299,97,97,0,883,1,3000,2000,1913,51869,2189,2024,9992296,10007704,10007704,1000,100,300,9999992256,93,93,14,991,1,3000,2000,1833,52215,2457,1707,9992249,10007751,10007751,1000,100,300,9999992419,96,96,1,789,3,3000,2000,1945,52010,2391,1767,9992415,10007585,10007585,1000,100,300,999998175,84,84,3,40249,97996,163,10000,998159,1001841,1001841,5000,3000,2000,999998163,102,102,6,40793,97984,181,10000,998165,1001835,1001835,5000,3000,2000,999998126,102,102,3,40251,97954,174,10000,998128,1001872,1001872,5000,3000,2000,999998155,110,110,0,40860,97971,194,10000,998165,1001835,1001835,5000,3000,2000,999998195,95,95,1,12102,97991,199,10000,998190,1001810,1001810,5000,1000,2000,999998074,94,94,0,11914,97919,149,10000,998068,1001932,1001932,5000,1000,2000,999995585,98,98,2,43225,95094,489,10000,995583,1004417,1004417,5000,1000,2000,999995635,92,92,0,42858,95073,554,10000,995627,1004373,1004373,5000,1000,2000,999995673,101,101,1,43140,95150,524,10000,995674,1004326,1004326,5000,1000,2000
800,10000000007407,92593,92593,961348,0,0,1342,9999961498,92,92,5,30897,0,3000,2000,658,399,4374,1749,9961490,10038510,10038510,1000,500,300,9999961554,96,96,9,30683,0,3000,2000,639,404,4707,1580,9961550,10038450,10038450,1000,500,300,9999992301,95,95,58,10,0,3000,2000,1844,47199,3126,1963,9992296,10007704,10007704,1000,100,300,9999992256,93,93,30,19,0,3000,2000,1862,47380,3401,1649,9992249,10007751,10007751,1000,100,300,9999992420,95,95,159,0,0,3000,2000,1782,47202,3352,1717,9992415,10007585,10007585,1000,100,300,999997860,87,87,2,40106,97678,169,10000,997847,1002153,1002153,5000,3000,2000,999997854,100,100,6,40669,97677,177,10000,997854,1002146,1002146,5000,3000,2000,999997803,106,106,1,40126,97650,159,10000,997809,1002191,1002191,5000,3000,2000,999997846,102,102,2,40740,97664,184,10000,997848,1002152,1002152,5000,3000,2000,999997892,91,91,0,11879,97698,185,10000,997883,1002117,1002117,5000,1000,2000,999997767,95,95,2,11607,97563,199,10000,997762,1002238,1002238,5000,1000,2000,999994648,97,97,1,46952,94151,494,10000,994645,1005355,1005355,5000,1000,2000,999994685,97,97,1,46751,94131,551,10000,994682,1005318,1005318,5000,1000,2000,999994713,97,97,4,46999,94201,509,10000,994710,1005290,1005290,5000,1000,2000
900,10000000008290,91710,91710,956543,0,0,1618,9999961501,89,89,0,29968,0,3000,2000,640,198,5328,1678,9961490,10038510,10038510,1000,500,300,9999961555,95,95,13,29719,0,3000,2000,640,219,5647,1533,9961550,10038450,10038450,1000,500,300,9999992301,95,95,983,0,0,3000,2000,1139,42939,3948,1910,9992296,10007704,10007704,1000,100,300,9999992257,92,92,955,0,0,3000,2000,1151,43113,4285,1609,9992249,10007751,10007751,1000,100,300,9999992420,95,95,1193,0,0,3000,2000,1056,42885,4182,1652,9992415,10007585,10007585,1000,100,300,999997554,88,88,3,39867,97358,184,10000,997542,1002458,1002458,5000,3000,2000,999997519,106,106,1,40436,97358,167,10000,997525,1002475,1002475,5000,3000,2000,999997520,106,106,0,39891,97346,180,10000,997526,1002474,1002474,5000,3000,2000,999997520,101,101,2,40501,97338,183,10000,997521,1002479,1002479,5000,3000,2000,999997574,89,89,0,11601,97386,177,10000,997563,1002437,1002437,5000,1000,2000,999997432,100,100,5,11305,97232,200,10000,997432,1002568,1002568,5000,1000,2000,999993823,100,100,1,50497,93436,387,10000,993823,1006177,1006177,5000,1000,2000,999993810,88,88,1,50288,93401,397,10000,993798,1006202,1006202,5000,1000,2000,999993881,99,99,1,50587,93472,408,10000,993880,1006120,1006120,5000,1000,2000
