Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
262000,10660,61897,261000000,1566000000,1000,6000,9997506647116,27591703,540913636,1339940803,3192,56025,992157,260989340,1000,6178,344325,519994366,25752965,1974247035,2103722260,904235310,1095764690,417265751,100000826715,88159820,376732,2925076,199833156,767758824,1338891,526,8,25,1096,7420,1521851752,1565931925,124195770,13302045,136432683,1581,86697955,99998272,1728,57221002,22194936,1677,99998323,152735440,6963925,35267860,102384290,61423240,38576760,99919634,80366,28539670,1000,1000,1000,1000,1000,1000,1000
263000,10500,62279,262000000,1572000000,1000,6000,9997510939019,22726361,538045392,1339940015,3126,56879,992863,261989500,1000,6205,343449,521993274,25745941,1974254059,2104183019,903980182,1096019818,419009517,100001024707,88405592,379335,2925241,200091526,770155968,1338844,532,4,40,1132,7480,1527728454,1571931516,124411281,13256202,136938993,1587,86743798,99998304,1696,56813142,22308470,1708,99998292,152966029,6963939,35338523,102640308,61252963,38747037,99919700,80300,28554748,1000,1000,1000,1000,1000,1000,1000
264000,10370,62617,263000000,1578000000,1000,6000,9997505483734,27612727,544933574,1339938014,2978,59028,991331,262989630,1000,6457,344253,523996598,25741635,1974258365,2104640611,903723146,1096276854,420755790,100001209773,88650436,394077,2940692,200346978,772544280,1338866,534,5,33,1116,7500,1533605441,1577930926,124625965,13209289,137443839,1596,86790711,99998293,1707,56406758,22421946,1818,99998182,153195718,6963954,35410096,102896555,61083294,38916706,99919727,80273,28569753,1000,1000,1000,1000,1000,1000,1000
265000,11010,63320,264000000,1584000000,1000,6000,9997504812927,27708805,547026026,1339938464,2912,58644,991644,263988990,1000,612,342233,525994692,25732753,1974267247,2105101314,903470474,1096529526,422501194,100001393976,88895496,409908,2949836,200608552,774934632,1338901,536,4,27,1088,7520,1539488052,1583936068,124841093,13162634,137947623,1608,86837366,99998307,1693,56001606,22535588,1674,99998326,153425844,6963972,35479674,103151265,60913160,39086840,99919791,80209,28584751,1000,1000,1000,1000,1000,1000,1000
266000,10690,63487,265000000,1590000000,1000,6000,9997508796749,23148003,544462900,1339940167,3248,56605,993213,264989310,1000,6506,340051,527992194,25722121,1974277879,2105562969,903218958,1096781042,424247161,100001603350,89141028,400622,2934875,200867966,777328912,1338943,536,10,27,1040,7520,1545359225,1589930007,125056182,13118807,138453018,1620,86881193,99998250,1750,55594353,22648874,1706,99998294,153656065,6963991,35548566,103404982,60743467,39256533,99919919,80081,28599883,1000,1000,1000,1000,1000,1000,1000
267000,10870,62734,266000000,1596000000,1000,6000,9997503942135,27432628,550745969,1339940359,2637,57024,993449,265989130,1000,643,340363,529991362,25715696,1974284304,2106020204,902964724,1097035276,425992089,100001819634,89385140,383541,2909189,201130533,779709672,1338947,536,5,40,1028,7520,1551243785,1595936623,125270268,13071138,138954273,1623,86928862,99998336,1664,55191298,22762047,1666,99998334,153885121,6963997,35618348,103658910,60574291,39425709,99920039,79961,28614853,1000,1000,1000,1000,1000,1000,1000
268000,11170,62698,267000000,1602000000,1000,6000,9997507069767,23737215,549046484,1339937440,3082,59498,993844,266988830,1000,6177,339728,531989972,25708232,1974291768,2106477198,902712632,1097287368,427738589,100002013349,89629192,388561,2901480,201395912,782090944,1338952,540,3,33,1032,7560,1557116259,1601931125,125484292,13024016,139454931,1632,86975984,99998232,1768,54788786,22875308,1762,99998238,154114251,6964015,35687281,103911655,60405585,39594415,99919745,80255,28629959,1000,1000,1000,1000,1000,1000,1000
269000,10670,62677,268000000,1608000000,1000,6000,9997507401147,22834504,550143537,1339938005,3440,58575,994415,267989330,1000,6270,338363,533989830,25700395,1974299605,2106934199,902461828,1097538172,429487633,100002219678,89872130,380676,2890451,201651229,784459552,1338955,542,3,34,1028,7592,1562994717,1607931053,125697192,12976280,139954902,1641,87023720,99998256,1744,54387382,22988715,1771,99998229,154341982,6964025,35756222,104163834,60237178,39762822,99920104,79896,28644790,1000,1000,1000,1000,1000,1000,1000
270000,10800,63658,269000000,1614000000,1000,6000,9997507498138,22164232,551471062,1339941094,3093,55833,995085,268989200,1000,601,335374,535988230,25692071,1974307929,2107390431,902213227,1097786773,431237423,100002395040,90115680,403947,2891172,201925386,786835660,1338907,546,5,40,1068,7632,1568877628,1613935741,125910952,12925979,140451813,1641,87074021,99998270,1730,53989789,23103022,1719,99998281,154570731,6964034,35824039,104415433,60068385,39931615,99919963,80037,28659779,1000,1000,1000,1000,1000,1000,1000
271000,10920,63843,270000000,1620000000,1000,6000,9997505337699,23759608,555063806,1339936237,3245,60538,993646,269989080,1000,1082,334670,537990868,25682987,1974317013,2107845644,901963219,1098036781,432990040,100002612172,90356840,384131,2866577,202180891,789187640,1338941,546,6,29,1044,7644,1574756382,1619935075,126122559,12875450,140947293,1650,87124550,99998333,1667,53594252,23217577,1754,99998246,154796941,6964047,35892363,104666158,59900587,40099413,99920262,79738,28674382,1000,1000,1000,1000,1000,1000,1000
272000,10950,63431,271000000,1626000000,1000,6000,9997507464547,21060299,554363989,1339938211,3543,58266,994835,270989050,1000,580,334046,539988430,25672661,1974327339,2108301817,901713763,1098286237,434738130,100002815305,90598478,378868,2849760,202442571,791544740,1338957,548,5,30,1028,7664,1580636476,1625935989,126334794,12825527,141442644,1659,87174473,99998328,1672,53198323,23331593,1738,99998262,155023761,6964063,35959394,104916254,59732107,40267893,99920497,79503,28688967,1000,1000,1000,1000,1000,1000,1000
273000,10620,63716,272000000,1632000000,1000,6000,9997504398803,23560632,558860547,1339938910,2928,58182,996029,271989380,1000,1099,332548,541986702,25666427,1974333573,2108752676,901465856,1098534144,436488477,100002973176,90837940,417107,2892176,202687835,793880872,1338952,550,14,42,1012,7684,1586515940,1631935185,126545173,12774996,141936744,1668,87225004,99998331,1669,52804232,23446061,1733,99998267,155248590,6964081,36027338,105165677,59565078,40434922,99920669,79331,28703417,1000,1000,1000,1000,1000,1000,1000
274000,10690,62023,273000000,1638000000,1000,6000,9997505152440,22243259,559542597,1339939393,2695,57932,995755,272989310,1000,1171,331558,543987110,25660575,1974339425,2109201989,901217191,1098782809,438240208,100003202561,91078820,384432,2839340,202957650,796230904,1338941,554,6,33,1040,7724,1592397119,1637936806,126756636,12723570,142428255,1671,87276430,99998294,1706,52412160,23560234,1719,99998281,155474784,6964093,36095004,105415344,59397808,40602192,99920630,79370,28718148,1000,1000,1000,1000,1000,1000,1000
275000,10380,63363,274000000,1644000000,1000,6000,9997501820662,25014468,564311854,1339935884,3633,60503,996149,273989620,1000,6765,331421,545986942,25654403,1974345597,2109650019,900969288,1099030712,439992123,100003364824,91318518,418019,2863537,203215168,798569180,1338975,554,8,33,1004,7724,1598270336,1643929872,126967076,12672645,142919667,1680,87327355,99998312,1688,52021245,23675344,1683,99998317,155699828,6964107,36161826,105663398,59231180,40768820,99920702,79298,28732752,1000,1000,1000,1000,1000,1000,1000
276000,10950,63666,275000000,1650000000,1000,6000,9997501668324,24603098,565899630,1339937567,2968,59485,995877,274989050,1000,5774,330824,547986346,25647602,1974352398,2110098183,900722919,1099277081,441745144,100003558741,91558340,419980,2852240,203475334,800908464,1338957,556,4,35,1024,7744,1604151112,1649930560,127177450,12622545,143410815,1680,87377455,99998297,1703,51629967,23789870,1729,99998271,155924858,6964121,36227744,105910378,59064774,40935226,99920780,79220,28747408,1000,1000,1000,1000,1000,1000,1000
277000,10650,63275,276000000,1656000000,1000,6000,9997506648181,19059503,562350521,1339934890,3007,62123,996818,275989350,1000,633,329202,549985064,25635815,1974364185,2110549635,900477285,1099522715,443498217,100003762034,91795926,411460,2842975,203723418,803227004,1338957,558,6,37,1020,7764,1610037850,1655936092,127386494,12571158,143899698,1686,87428842,99998339,1661,51241731,23904794,1661,99998339,156148173,6964132,36294509,106157645,58898543,41101457,99920839,79161,28761679,1000,1000,1000,1000,1000,1000,1000
278000,10580,63708,277000000,1662000000,1000,6000,9997501789692,23351141,568643376,1339937536,3061,59423,997008,276989420,1000,586,327918,551984824,25625325,1974374675,2110999252,900231896,1099768104,445252575,100003994595,92033454,374110,2798350,203977276,805544700,1338950,560,5,37,1028,7784,1615918699,1661935706,127595412,12518959,144387024,1689,87481041,99998363,1637,50854827,24019328,1755,99998245,156371200,6964145,36360495,106404331,58731952,41268048,99921126,78874,28775788,1000,1000,1000,1000,1000,1000,1000
279000,10600,63104,278000000,1668000000,1000,6000,9997498697913,25885155,573177361,1339937287,3263,59470,996843,277989400,1000,6443,327460,553985114,25620401,1974379599,2111442282,899985645,1100014355,447006598,100004164131,92270644,399101,2816047,204231398,807858720,1338963,564,2,47,1008,7824,1621794849,1667930453,127803997,12466585,144873303,1704,87533415,99998364,1636,50469096,24134110,1659,99998341,156594004,6964161,36427073,106651056,58566024,41433976,99921377,78623,28790007,1000,1000,1000,1000,1000,1000,1000
280000,10790,62442,279000000,1674000000,1000,6000,9997502396036,21628558,570917032,1339936832,2538,60650,996820,278989210,1000,555,325977,555984780,25612618,1974387382,2111886322,899741672,1100258328,448762281,100004376091,92505862,379937,2790452,204483316,810153932,1338988,564,3,45,984,7824,1627683790,1673937003,128010825,12410806,145355223,1710,87589194,99998398,1602,50088652,24249724,1665,99998335,156814964,6964171,36493975,106896522,58401592,41598408,99921487,78513,28804139,1000,1000,1000,1000,1000,1000,1000
281000,10330,63918,280000000,1680000000,1000,6000,9997502672586,20792246,572080020,1339936348,3242,60430,998002,279989670,1000,5736,325810,557983336,25603868,1974396132,2112331046,899496684,1100503316,450515836,100004562258,92742502,387670,2784480,204742054,812462980,1338991,566,10,39,980,7844,1633558812,1679930346,128218720,12358166,145839096,1716,87641834,99998427,1573,49705347,24364542,1817,99998183,157037103,6964184,36559736,107141690,58236429,41763571,99921581,78419,28818383,1000,1000,1000,1000,1000,1000,1000
282000,10490,63621,281000000,1686000000,1000,6000,9997504626077,18279500,571562635,1339934658,3324,62038,998478,280989510,1000,5836,323981,559982064,25592809,1974407191,2112776781,899253701,1100746299,452271569,100004699971,92977842,442653,2832096,204994378,814758700,1338996,566,1,55,968,7844,1639441339,1685930543,128425558,12304618,146321163,1719,87695382,99998397,1603,49324189,24479670,1671,99998329,157258157,6964196,36626154,107386514,58072239,41927761,99921785,78215,28832599,1000,1000,1000,1000,1000,1000,1000
283000,10630,63956,282000000,1692000000,1000,6000,9997501080224,21264404,576547985,1339937168,3507,59345,999180,281989370,1000,1144,323254,561980380,25581548,1974418452,2113220116,899010311,1100989689,454026476,100004945453,93213098,389807,2758088,205259661,817054284,1339044,566,6,26,944,7844,1645328068,1691934900,128632289,12250621,146800008,1725,87749379,99998355,1645,48946070,24594591,1744,99998256,157479077,6964215,36691937,107630650,57908075,42091925,99921840,78160,28846788,1000,1000,1000,1000,1000,1000,1000
284000,10330,62441,283000000,1698000000,1000,6000,9997497258064,24529766,581806912,1339935582,2893,61545,1000156,282989670,1000,6392,320996,563979028,25570195,1974429805,2113663371,898768738,1101231262,455783540,100005135404,93446254,391414,2750970,205512190,819329944,1339014,568,5,37,964,7876,1651207756,1697931167,128837581,12193770,147276855,1728,87806230,99998422,1578,48571086,24710334,1750,99998250,157698246,6964226,36758241,107874492,57744414,42255586,99921935,78065,28860665,1000,1000,1000,1000,1000,1000,1000
285000,10660,61829,284000000,1704000000,1000,6000,9997495326515,25906063,585184839,1339935863,3270,60887,999394,283989340,1000,1145,320735,565979892,25561665,1974438335,2114102175,898525285,1101474715,457540943,100005319445,93677672,397331,2764630,205748168,821587852,1339036,570,3,21,960,7896,1657097905,1703937026,129041092,12138038,147753390,1734,87861962,99998399,1601,48196521,24826124,1769,99998231,157915571,6964234,36826080,108118214,57582345,42417655,99922189,77811,28874479,1000,1000,1000,1000,1000,1000,1000
286000,10610,61376,285000000,1710000000,1000,6000,9997499128879,21548458,582824176,1339934606,3584,61830,1000259,284989390,1000,6817,319952,567978262,25551012,1974448988,2114542400,898283529,1101716471,459297541,100005500651,93910712,407846,2768324,205997521,823862460,1339012,572,5,35,968,7916,1662976165,1709931807,129246386,12083657,148230714,1737,87916343,99998441,1559,47821372,24942083,1772,99998228,158134646,6964250,36890903,108360769,57418394,42581606,99922356,77644,28888260,1000,1000,1000,1000,1000,1000,1000
287000,10820,62071,286000000,1716000000,1000,6000,9997495618423,24503916,587777517,1339936142,2619,61259,1000729,285989180,1000,6729,319610,569976902,25540696,1974459304,2114981400,898041937,1101958063,461054568,100005703883,94143542,395641,2741156,206254478,826135584,1339026,572,4,34,956,7916,1668859143,1715931200,129451498,12028657,148705899,1740,87971343,99998434,1566,47447681,25057510,1745,99998255,158353688,6964271,36955606,108602724,57255072,42744928,99922220,77780,28902190,1000,1000,1000,1000,1000,1000,1000
288000,10410,62462,287000000,1722000000,1000,6000,9997499546282,20020487,585291057,1339935530,2652,61838,1002356,286989590,1000,6249,319566,571974468,25526644,1974473356,2115420932,897800697,1102199303,462810887,100005873766,94376524,416689,2744555,206513437,828410028,1339027,574,5,24,964,7936,1674742740,1721931289,129656630,11975317,149180616,1743,88024683,99998454,1546,47075561,25174127,1729,99998271,158572837,6964278,37019799,108844015,57091991,42908009,99922047,77953,28916207,1000,1000,1000,1000,1000,1000,1000
289000,10390,62735,288000000,1728000000,1000,6000,9997494866589,24147076,591415767,1339936419,3043,60558,1002535,287989610,1000,6370,316349,573974150,25515308,1974484692,2115856629,897562666,1102437334,464572523,100006078308,94606510,400751,2721591,206761638,830654792,1338942,580,3,51,1024,7996,1680627350,1727930895,129859009,11918704,149650725,1743,88081296,99998395,1605,46707754,25290254,1728,99998272,158789041,6964293,37086333,109085278,56931087,43068913,99921996,78004,28930032,1000,1000,1000,1000,1000,1000,1000
290000,10700,61517,289000000,1734000000,1000,6000,9997492242919,26216936,595479925,1339934295,2792,62933,1003796,288989300,1000,6682,316424,575971008,25499481,1974500519,2116296253,897322826,1102677174,466329532,100006262710,94836796,405227,2711067,207016521,832901680,1338948,580,5,43,1024,8008,1686513113,1733931801,130061595,11861055,150119586,1746,88138945,99998440,1560,46341651,25406815,1629,99998371,159005427,6964302,37151121,109325052,56769901,43230099,99922186,77814,28943832,1000,1000,1000,1000,1000,1000,1000
291000,10230,63189,290000000,1740000000,1000,6000,9997496200858,21711868,592978313,1339935886,2707,61427,1003070,289989770,1000,567,316092,577973400,25492629,1974507371,2116725095,897083316,1102916684,468092389,100006395917,95065986,460235,2754603,207267832,835138196,1338959,582,12,29,1020,8028,1692402960,1739936244,130263210,11803045,150586692,1752,88196955,99998436,1564,45977667,25523596,1682,99998318,159220695,6964327,37216679,109564919,56609245,43390755,99922379,77621,28957485,1000,1000,1000,1000,1000,1000,1000
292000,11020,63361,291000000,1746000000,1000,6000,9997494580033,22779720,596043792,1339936805,3311,59904,1003868,290988980,1000,572,314781,579970224,25478880,1974521120,2117159822,896845887,1103154113,469851771,100006641253,95294384,402259,2693539,207509609,837366848,1338962,584,0,54,1004,8048,1698288583,1745936067,130464039,11746570,151054230,1761,88253430,99998432,1568,45613160,25640319,1725,99998275,159435207,6964340,37281969,109803672,56449465,43550535,99922528,77472,28971168,1000,1000,1000,1000,1000,1000,1000
293000,10620,63544,292000000,1752000000,1000,6000,9997490986732,25825604,601084631,1339935440,2848,61732,1005410,291989380,1000,1127,314332,581967940,25467192,1974532808,2117592439,896607558,1103392442,471611137,100006811461,95522426,419711,2701880,207757741,839592724,1338995,584,8,37,980,8048,1704173824,1751935329,130665150,11687715,151519509,1767,88312285,99998402,1598,45251056,25756947,1552,99998448,159649765,6964361,37346551,110042471,56288695,43711305,99922717,77283,28984615,1000,1000,1000,1000,1000,1000,1000
294000,10410,62738,293000000,1758000000,1000,6000,9997495197655,21065799,598325700,1339937276,2921,59823,1005666,292989590,1000,1169,313329,583967848,25455830,1974544170,2118022367,896370718,1103629282,473374192,100007029849,95749582,388061,2655670,208010116,841810672,1339008,584,9,23,980,8060,1710061010,1757936093,130865369,11627737,151981641,1770,88372263,99998432,1568,44892498,25873992,1608,99998392,159863452,6964374,37411124,110280327,56128880,43871120,99922649,77351,28998083,1000,1000,1000,1000,1000,1000,1000
295000,11220,62589,294000000,1764000000,1000,6000,9997498158727,17562429,596817365,1339932835,3442,63743,1005164,293988780,1000,6291,312389,585967232,25443753,1974556247,2118451662,896134249,1103865751,475137097,100007199265,95975710,404659,2661508,208258117,844018040,1338974,588,9,41,996,8100,1715942971,1763931120,131064485,11567676,152442252,1776,88432324,99998511,1489,44535420,25990915,1752,99998248,160075952,6964384,37476195,110517746,55969916,44030084,99922743,77257,29011467,1000,1000,1000,1000,1000,1000,1000
296000,10370,63382,295000000,1770000000,1000,6000,9997498469574,16704037,597957772,1339935016,3217,61787,1006629,294989630,1000,1075,310701,587966002,25430802,1974569198,2118879756,895899731,1104100269,476901335,100007350859,96201380,438807,2680811,208509258,846220756,1338955,590,10,39,1016,8120,1721834558,1769935543,131263424,11506915,152900772,1776,88493085,99998552,1448,44181079,26108410,1659,99998341,160288207,6964398,37540108,110753966,55810925,44189075,99922923,77077,29024783,1000,1000,1000,1000,1000,1000,1000
297000,10360,61988,296000000,1776000000,1000,6000,9997495542616,19085750,602338930,1339936736,3144,60140,1007309,295989640,1000,6306,309928,589964662,25418740,1974581260,2119305683,895663960,1104336040,478664208,100007574854,96427128,400339,2628460,208759627,848423740,1338978,590,5,33,1004,8120,1727717847,1775931706,131462044,11447494,153359508,1779,88552506,99998527,1473,43826610,26226081,1746,99998254,160500228,6964414,37604850,110990526,55652508,44347492,99923146,76854,29038184,1000,1000,1000,1000,1000,1000,1000
298000,10490,62489,297000000,1782000000,1000,6000,9997493307608,20779791,606031505,1339937652,2705,59663,1007337,296989510,1000,1086,308747,591964346,25408550,1974591450,2119729219,895428378,1104571622,480428303,100007715177,96651256,444884,2663174,209006257,850611612,1338994,592,5,33,988,8140,1733610501,1781936425,131659746,11386288,153815580,1788,88613712,99998458,1542,43474401,26343035,1733,99998267,160711012,6964421,37670082,111227296,55494052,44505948,99923416,76584,29051266,1000,1000,1000,1000,1000,1000,1000
299000,10680,63355,298000000,1788000000,1000,6000,9997489850909,23694990,610939831,1339934415,2589,63016,1008707,297989320,1000,1015,308469,593961226,25392936,1974607064,2120156166,895193229,1104806771,482190028,100007901660,96874552,442692,2653604,209249107,852791484,1338997,592,4,31,988,8140,1739498058,1787935630,131856801,11324864,154270359,1788,88675136,99998493,1507,43124527,26460941,1695,99998305,160921068,6964427,37734462,111462729,55336000,44664000,99923687,76313,29064267,1000,1000,1000,1000,1000,1000,1000
300000,10190,63397,299000000,1794000000,1000,6000,9997494622048,18386100,607633859,1339934567,3398,62055,1007879,298989810,1000,606,306988,595963862,25383361,1974616639,2120575018,894958705,1105041295,483958133,100008104586,97097038,423133,2636640,209482485,854963440,1338991,596,7,30,992,8180,1745387180,1793935997,132052977,11265892,154725519,1797,88734108,99998525,1475,42774254,26578879,1734,99998266,161130286,6964434,37800382,111698741,55178950,44821050,99923871,76129,29077309,1000,1000,1000,1000,1000,1000,1000
301000,10580,62212,300000000,1800000000,1000,6000,9997489003540,23463813,614703913,1339934826,2621,62573,1009803,299989420,1000,6222,305263,597959234,25368165,1974631835,2120998128,894726380,1105273620,485721169,100008266149,97320014,445781,2644907,209730962,857140344,1338963,600,5,32,1020,8220,1751271259,1799931566,132249866,11205316,155178075,1800,88794684,99998574,1426,42426965,26697082,1667,99998333,161340108,6964445,37863420,111932802,55020860,44979140,99924152,75848,29090242,1000,1000,1000,1000,1000,1000,1000
302000,10690,63031,301000000,1806000000,1000,6000,9997489935689,21999914,615238909,1339931177,3451,65392,1009690,300989310,1000,6378,306157,599959240,25358443,1974641557,2121415155,894491517,1105508483,487486296,100008499278,97541818,395556,2581728,209978000,859306880,1338974,600,5,33,1008,8220,1757159382,1805930591,132445903,11143826,155628564,1803,88856174,99998476,1524,42081052,26814624,1579,99998421,161549108,6964461,37927294,112166787,54863712,45136288,99924065,75935,29103205,1000,1000,1000,1000,1000,1000,1000
303000,11260,63839,302000000,1812000000,1000,6000,9997491717001,19680883,614922073,1339934732,2881,62407,1008854,301988740,1000,6320,305421,601959772,25347056,1974652944,2121831435,894258707,1105741293,489254002,100008639304,97761932,437565,2617378,210217870,861456324,1338974,602,4,26,1016,8240,1763048574,1811929841,132640336,11080999,156076344,1806,88919001,99998519,1481,41739029,26933078,1628,99998372,161756235,6964477,37991811,112400349,54707361,45292639,99924295,75705,29115899,1000,1000,1000,1000,1000,1000,1000
304000,11110,62264,303000000,1818000000,1000,6000,9997490405744,20452124,617687887,1339934110,3362,62548,1011381,302988890,1000,6705,304418,603955018,25329102,1974670898,2122253317,894027539,1105972461,491018070,100008818527,97981950,439910,2608472,210461255,863605564,1338963,606,9,40,1008,8292,1768939753,1817931031,132834750,11018565,156523239,1821,88981435,99998558,1442,41397574,27051353,1674,99998326,161963469,6964487,38055218,112632530,54551407,45448593,99924207,75793,29128719,1000,1000,1000,1000,1000,1000,1000
305000,10760,62844,304000000,1824000000,1000,6000,9997488125126,22206285,621437330,1339931683,2881,65456,1011754,303989240,1000,1156,303150,605954972,25320726,1974679274,2122663658,893796408,1106203592,492786878,100009023948,98201952,416232,2570161,210708331,865753208,1338984,608,11,21,1004,8312,1774834720,1823936000,133028903,10955757,156968625,1827,89044243,99998601,1399,41058460,27170377,1670,99998330,162170368,6964502,38118971,112864944,54395492,45604508,99924555,75445,29141465,1000,1000,1000,1000,1000,1000,1000
306000,10770,63405,305000000,1830000000,1000,6000,9997486108096,23690175,624922020,1339932794,2919,64307,1011706,304989230,1000,570,302699,607955048,25308250,1974691750,2123077609,893565097,1106434903,494555631,100009184294,98421144,437309,2576298,210955075,867893224,1338981,612,2,29,1008,8352,1780725147,1829936025,133222567,10892586,157412433,1836,89107414,99998533,1467,40720088,27288417,1619,99998381,162376627,6964514,38182271,113096718,54239613,45760387,99924936,75064,29154060,1000,1000,1000,1000,1000,1000,1000
307000,10450,62415,306000000,1836000000,1000,6000,9997488775941,20486666,623716606,1339933707,3435,62878,1013058,305989550,1000,1116,300925,609952984,25292771,1974707229,2123493433,893336222,1106663778,496324680,100009334161,98639060,467969,2598694,211193960,870021432,1338976,614,6,34,1004,8372,1786616632,1835936469,133415228,10829067,157855161,1842,89170933,99998572,1428,40383301,27406828,1662,99998338,162581752,6964526,38245199,113327379,54084344,45915656,99925210,74790,29166524,1000,1000,1000,1000,1000,1000,1000
308000,10660,64208,307000000,1842000000,1000,6000,9997485591086,23143327,628375087,1339934174,3107,62739,1011476,306989340,1000,6541,300203,611955728,25281590,1974718410,2123902437,893106235,1106893765,498097424,100009544626,98856004,436940,2556198,211436141,872140112,1338950,618,8,30,1032,8412,1792500940,1841929251,133606975,10764076,158294523,1845,89235924,99998578,1422,40050475,27525879,1648,99998352,162786011,6964539,38309198,113558101,53930133,46069867,99925388,74612,29179036,1000,1000,1000,1000,1000,1000,1000
309000,10900,63373,308000000,1848000000,1000,6000,9997485112555,23090957,630316389,1339932672,3472,63876,1013511,307989100,1000,6375,299207,613951178,25264749,1974735251,2124316032,892877664,1107122336,499864293,100009734704,99071562,425672,2541810,211668686,874245596,1338919,622,5,36,1060,8452,1798394160,1847930252,133797626,10699827,158733147,1848,89300173,99998637,1363,39718029,27644322,1763,99998237,162988924,6964549,38372648,113787678,53776268,46223732,99925650,74350,29191298,1000,1000,1000,1000,1000,1000,1000
310000,10550,63371,309000000,1854000000,1000,6000,9997489647154,18024079,627247700,1339936096,2889,61035,1015511,308989450,1000,6333,298450,615947878,25249541,1974750459,2124726632,892649032,1107350968,501632349,100009921786,99287718,417444,2517526,211914360,876357452,1338946,622,8,30,1036,8452,1804286126,1853930296,133989104,10634826,159169983,1854,89365174,99998600,1400,39387601,27763160,1579,99998421,163192826,6964561,38435419,114017079,53622062,46377938,99925652,74348,29203722,1000,1000,1000,1000,1000,1000,1000
311000,10710,62533,310000000,1860000000,1000,6000,9997485000168,22150668,633369811,1339931993,3169,64858,1015537,309989290,1000,6447,297898,617947506,25237946,1974762054,2125131546,892420165,1107579835,503403099,100010075904,99502354,440770,2529523,212155066,878454404,1338950,624,7,43,1020,8472,1810179531,1859931020,134178927,10568848,159604218,1863,89431152,99998606,1394,39060266,27882466,1634,99998366,163395046,6964572,38499820,114246509,53469430,46530570,99925607,74393,29216119,1000,1000,1000,1000,1000,1000,1000
312000,10720,63545,311000000,1866000000,1000,6000,9997486241921,20383281,633603270,1339935088,2454,62478,1015508,310989280,1000,6209,297057,619947544,25225844,1974774156,2125535557,892192942,1107807058,505175898,100010282811,99717074,411681,2487848,212395763,880551332,1338937,628,5,30,1048,8512,1816071395,1865930246,134368808,10504175,160038465,1866,89495825,99998528,1472,38732952,28001709,1586,99998414,163597234,6964588,38562633,114474589,53316470,46683530,99925868,74132,29228426,1000,1000,1000,1000,1000,1000,1000
313000,10780,63442,312000000,1872000000,1000,6000,9997488988195,17115658,632336544,1339935821,3218,60981,1015464,311989220,1000,644,295736,621947512,25214763,1974785237,2125936313,891965405,1108034595,506948318,100010417243,99929704,453579,2524741,212629507,882628128,1338880,634,5,27,1108,8572,1821970745,1871935914,134556863,10438597,160469454,1866,89561403,99998611,1389,38408938,28120805,1659,99998341,163797410,6964599,38627689,114703458,53164778,46835222,99926123,73877,29240547,1000,1000,1000,1000,1000,1000,1000
314000,10760,63463,313000000,1878000000,1000,6000,9997484645722,20943339,638157351,1339930248,2829,66943,1015709,312989240,1000,621,295676,623947062,25201732,1974798268,2126337398,891737515,1108262485,508719965,100010594852,100142620,452921,2519786,212861794,884708120,1338865,636,8,31,1116,8592,1827864288,1877935916,134745519,10374882,160901463,1869,89625118,99998614,1386,38084602,28240474,1623,99998377,163998059,6964612,38690982,114931421,53012101,46987899,99926422,73578,29252540,1000,1000,1000,1000,1000,1000,1000
