Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,DHO:=Cell_1,OD-:=Cell_1,D+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,DHO::Cell_1::Mitochondria_1,DHO_created::Cell_1::Mitochondria_1,OD-::Cell_1::Mitochondria_1,D+::Cell_1::Mitochondria_1,D+_inter::Cell_1::Mitochondria_1,D+_inter_by_D+::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ATP_created_by_D+::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,Pi_in::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
160000,10620,63184,159000000,954000000,1000,6000,9997562324809,32823016,342384493,1339954423,4933,40664,968941,158989380,1000,641,518791,316040878,26089606,1973910394,2053557792,934120547,1065879453,243198964,99978435877,60735806,342900,3509092,169153399,500152852,1338751,316,4,49,1216,5104,923568114,953936175,100097374,15680909,79891104,972,84319091,99998068,1932,104669761,11435037,2271,99997729,126970574,6962461,25972149,72323123,80522226,19477774,99927616,72384,26873200,1000,1000,1000,1000,1000,1000,1000
161000,10240,61476,160000000,960000000,1000,6000,9997559832831,34705060,346262789,1339954675,4045,41300,969524,159989760,1000,1147,516989,318040472,26086699,1973913301,2054070661,933782743,1066217257,244860738,99978706723,61020534,308218,3464763,169502674,502937284,1338746,318,2,48,1224,5124,929426951,959937377,100350200,15673817,80475468,975,84326183,99998081,1919,104166904,11532738,2256,99997744,127239591,6962477,26091327,72662745,80317973,19682027,99927137,72863,26889391,1000,1000,1000,1000,1000,1000,1000
162000,11140,63815,161000000,966000000,1000,6000,9997557881441,36047017,349604054,1339954413,4619,40988,968202,160988860,1000,595,514579,320041316,26084842,1973915158,2054582205,933446190,1066553810,246525017,99978879634,61304900,371279,3530461,169839021,505717904,1338772,318,4,32,1212,5124,935282981,965935590,100602651,15669380,81062142,978,84330620,99998109,1891,103661682,11630315,2277,99997723,127508164,6962489,26210095,73001720,80113888,19886112,99926775,73225,26905513,1000,1000,1000,1000,1000,1000,1000
163000,10420,63401,162000000,972000000,1000,6000,9997557704393,35614221,351168135,1339956061,4085,39874,969578,161989580,1000,6295,512208,322040004,26083358,1973916642,2055093702,933110846,1066889154,248188341,99979124549,61589346,362368,3507036,170191332,508499204,1338787,320,7,54,1172,5144,941135471,971930304,100855188,15661238,81645081,993,84338762,99998117,1883,103159819,11727548,2236,99997764,127776843,6962509,26327577,73339455,79909777,20090223,99926423,73577,26921655,1000,1000,1000,1000,1000,1000,1000
164000,10150,63225,163000000,978000000,1000,6000,9997556672529,36038220,353587978,1339954895,4449,40676,969485,162989850,1000,5846,507776,324040730,26082430,1973917570,2055604496,932777954,1067222046,249856163,99979358075,61872792,363371,3505053,170531691,511269480,1338820,320,3,37,1160,5144,946994373,977930929,101106292,15652745,82228092,996,84347255,99998053,1947,102658382,11825421,2224,99997776,128044243,6962521,26446401,73676791,79707561,20292439,99926173,73827,26937951,1000,1000,1000,1000,1000,1000,1000
165000,10450,63064,164000000,984000000,1000,6000,9997559312169,32791127,352337472,1339954404,4715,40901,969327,163989550,1000,5891,504622,326040446,26082850,1973917150,2056114387,932445261,1067554739,251523170,99979651390,62156388,305365,3435418,170879128,514040868,1338782,322,6,52,1180,5176,952852690,983931045,101357603,15642305,82809633,999,84357695,99998059,1941,102158517,11923208,2247,99997753,128311662,6962537,26563169,74012654,79504574,20495426,99926205,73795,26954059,1000,1000,1000,1000,1000,1000,1000
166000,10610,61989,165000000,990000000,1000,6000,9997561069705,30426662,351971288,1339954661,4311,41048,969087,164989390,1000,6389,503307,328040606,26082950,1973917050,2056623126,932111435,1067888565,253189491,99979854182,62438584,336139,3474804,171205767,516798812,1338826,324,3,39,1152,5196,958712168,989931622,101607646,15634600,83392875,1011,84365400,99998079,1921,101657403,12021545,2188,99997812,128577902,6962550,26680674,74347808,79303122,20696878,99926012,73988,26970256,1000,1000,1000,1000,1000,1000,1000
167000,10770,63798,166000000,996000000,1000,6000,9997558705442,32181091,355725130,1339955273,4225,40522,968962,165989230,1000,6181,502368,330040536,26080174,1973919826,2057133908,931778477,1068221523,254856445,99980084148,62721920,340443,3472069,171546641,519568144,1338865,324,4,35,1116,5208,964568899,995930021,101858497,15626850,83975358,1023,84373150,99998024,1976,101157092,12120071,2309,99997691,128845095,6962568,26796422,74681723,79101297,20898703,99925674,74326,26986598,1000,1000,1000,1000,1000,1000,1000
168000,10940,62817,167000000,1002000000,1000,6000,9997561860946,28418425,353954459,1339953334,4471,42215,969980,166989060,1000,6782,498200,332038160,26077814,1973922186,2057644208,931449318,1068550682,256524896,99980338056,63005048,320526,3447014,171885066,522334024,1338846,328,3,39,1132,5248,970427713,1001930401,102108845,15619017,84557583,1029,84380983,99998068,1932,100657029,12218626,2342,99997658,129111830,6962582,26912189,75015064,78900110,21099890,99925637,74363,27002985,1000,1000,1000,1000,1000,1000,1000
169000,10650,63522,168000000,1008000000,1000,6000,9997556544881,33122911,360657068,1339954490,4260,41270,970520,167989350,1000,1163,496102,334037660,26073033,1973926967,2058156062,931119239,1068880761,258194304,99980530626,63287288,361071,3493940,172211078,525091184,1338870,330,8,50,1092,5268,976291506,1007935315,102358567,15612626,85140675,1044,84387374,99998057,1943,100156336,12317406,2173,99997827,129377918,6962595,27027389,75347254,78699486,21300514,99925581,74419,27019351,1000,1000,1000,1000,1000,1000,1000
170000,10940,63107,169000000,1014000000,1000,6000,9997556360070,32697041,362227807,1339955968,4479,39573,971534,168989060,1000,1087,493415,336035052,26069526,1973930474,2058665912,930792149,1069207851,259864594,99980755558,63570204,370457,3481189,172562904,527855876,1338860,332,6,42,1112,5300,982150538,1013935806,102609069,15601768,85719108,1047,84398232,99998036,1964,99660830,12416540,2259,99997741,129644624,6962607,27139084,75677043,78497596,21502404,99925491,74509,27035555,1000,1000,1000,1000,1000,1000,1000
171000,10280,64060,170000000,1020000000,1000,6000,9997555347346,33108961,364637596,1339954082,3946,41992,971422,169989720,1000,5881,492704,338036596,26072199,1973927801,2059169749,930463526,1069536474,261537503,99981009394,63851748,349048,3456777,172895338,530607260,1338875,334,9,28,1108,5320,988004018,1019930059,102858286,15592186,86298999,1053,84407814,99998086,1914,99163952,12515926,2195,99997805,129910208,6962619,27251947,76006389,78297480,21702520,99925138,74862,27051922,1000,1000,1000,1000,1000,1000,1000
172000,10320,63385,171000000,1026000000,1000,6000,9997559483013,28370271,361898832,1339951873,4711,43436,970433,170989680,1000,600,491420,340038494,26074275,1973925725,2059675042,930135903,1069864097,263211769,99981245450,64133242,345345,3459293,173218092,533357416,1338840,338,1,31,1148,5360,993869225,1025936015,103107291,15584029,86881056,1053,84415971,99998019,1981,98664673,12615100,2087,99997913,130175609,6962628,27364650,76335305,78097663,21902337,99924938,75062,27068318,1000,1000,1000,1000,1000,1000,1000
173000,10530,63186,172000000,1032000000,1000,6000,9997557556431,29691087,365216360,1339952654,4761,42605,970500,171989470,1000,5827,487820,342037940,26075901,1973924099,2060180459,929812341,1070187659,264887638,99981469569,64415668,354310,3451937,173561514,536116992,1338773,342,7,52,1188,5412,999722982,1031930987,103357048,15573101,87460215,1056,84426899,99998021,1979,98168560,12714618,2108,99997892,130441835,6962643,27475008,76662482,77897313,22102687,99924637,75363,27084787,1000,1000,1000,1000,1000,1000,1000
174000,10650,63526,173000000,1038000000,1000,6000,9997556479431,30163960,367686311,1339952593,4125,43302,970035,172989350,1000,1088,485557,344038630,26077612,1973922388,2060685390,929487542,1070512458,266563513,99981735887,64696764,319127,3422561,173882809,538861968,1338811,344,6,31,1172,5432,1005586832,1037935386,103604980,15564168,88041162,1065,84435832,99998025,1975,97670855,12814511,2120,99997880,130706409,6962659,27587438,76989560,77699307,22300693,99924491,75509,27101429,1000,1000,1000,1000,1000,1000,1000
175000,10600,62273,174000000,1044000000,1000,6000,9997552065315,33967187,373486985,1339953668,4431,41921,971419,173989400,1000,585,483997,346035962,26074745,1973925255,2061194959,929164320,1070835680,268237611,99981978368,64977932,308619,3413767,174205878,541607804,1338792,346,4,44,1180,5464,1011448003,1043937142,103853286,15554611,88621869,1071,84445389,99997990,2010,97173675,12914450,2108,99997892,130971121,6962671,27696738,77314354,77500219,22499781,99924543,75457,27117835,1000,1000,1000,1000,1000,1000,1000
176000,10450,62405,175000000,1050000000,1000,6000,9997554093512,31330030,372847038,1339953705,4787,41528,972527,174989550,1000,1102,482393,348034046,26072008,1973927992,2061703551,928842020,1071157980,269913376,99982186085,65258980,332322,3430808,174536499,544353524,1338794,350,5,25,1196,5504,1017306828,1049936493,104101618,15544067,89200650,1077,84455933,99997946,2054,96678320,13014425,2076,99997924,131235996,6962690,27805415,77638277,77301516,22698484,99924190,75810,27134378,1000,1000,1000,1000,1000,1000,1000
177000,11150,62776,176000000,1056000000,1000,6000,9997556889948,27930066,371442259,1339952905,4326,42789,971688,175988850,1000,6441,479036,350034324,26072003,1973927997,2062207988,928521812,1071478188,271593432,99982423766,65539532,325437,3420547,174863387,547093476,1338785,350,3,48,1184,5504,1023160842,1055930783,104349121,15534113,89778828,1080,84465887,99998006,1994,96183902,13114777,2130,99997870,131500088,6962704,27914669,77961856,77103780,22896220,99923993,76007,27150967,1000,1000,1000,1000,1000,1000,1000
178000,10480,63396,177000000,1062000000,1000,6000,9997553319038,30892489,376402166,1339953894,4626,41500,973027,176989520,1000,6360,476286,352032986,26069974,1973930026,2062715139,928202058,1071797942,273272323,99982683424,65820672,297387,3383472,175194984,549838732,1338827,352,7,42,1144,5524,1029019732,1061930244,104597215,15523890,90357231,1095,84476110,99998038,1962,95689035,13214824,2129,99997871,131764678,6962721,28022088,78284377,76905174,23094826,99924033,75967,27167463,1000,1000,1000,1000,1000,1000,1000
179000,10660,64059,178000000,1068000000,1000,6000,9997554765614,28840695,376347722,1339952520,4232,43268,972011,177989340,1000,618,474140,354034658,26068438,1973931562,2063221557,927882596,1072117404,274954519,99982850676,66101848,361466,3430748,175533552,552584964,1338808,354,7,41,1164,5544,1034884222,1067935323,104845537,15511833,90934005,1095,84488167,99998035,1965,95196207,13315392,1967,99998033,132029622,6962735,28128632,78605999,76706718,23293282,99923793,76207,27184085,1000,1000,1000,1000,1000,1000,1000
180000,10210,63084,179000000,1074000000,1000,6000,9997551426900,31574807,381077555,1339952146,4012,43862,973326,178989790,1000,6355,472419,356032928,26069261,1973930739,2063726106,927563844,1072436156,276634023,99983081169,66381126,360927,3443019,175841169,555312648,1338810,356,5,33,1172,5564,1040739820,1073930561,105092029,15502081,91513860,1098,84497919,99998002,1998,94700554,13416039,2025,99997975,132292556,6962749,28235511,78926486,76509552,23490448,99923625,76375,27200527,1000,1000,1000,1000,1000,1000,1000
181000,10680,63492,180000000,1080000000,1000,6000,9997551670406,30727203,382230695,1339951706,4055,44259,971894,179989320,1000,5757,471606,358034852,26068758,1973931242,2064229534,927243975,1072756025,278316065,99983316412,66660856,355756,3434934,176164766,558045212,1338807,358,3,42,1168,5584,1046600144,1079930751,105339004,15491645,92090835,1104,84508355,99998022,1978,94208085,13517106,2030,99997970,132556086,6962762,28342341,79247181,76312242,23687758,99923254,76746,27217082,1000,1000,1000,1000,1000,1000,1000
182000,10830,62127,181000000,1086000000,1000,6000,9997548977541,32813068,386314233,1339951572,4329,44119,971383,180989170,1000,561,468155,360035574,26066239,1973933761,2064735000,926928528,1073071472,280001328,99983573182,66939994,328844,3410451,176481260,560770736,1338865,358,1,34,1120,5608,1052467136,1085937312,105585223,15480661,92667744,1122,84519339,99998044,1956,93716144,13618500,2071,99997929,132818713,6962774,28447848,79566091,76115247,23884753,99923304,76696,27233490,1000,1000,1000,1000,1000,1000,1000
183000,10710,64288,182000000,1092000000,1000,6000,9997547248401,33935054,389434459,1339951661,4111,44248,971572,181989290,1000,5964,466891,362035436,26063894,1973936106,2065240882,926611570,1073388430,281684221,99983825399,67220726,307322,3376670,176811787,563513372,1338899,358,9,28,1084,5620,1058319206,1091929748,105833096,15470072,93245421,1134,84529928,99998039,1961,93223191,13719901,2086,99997914,133083251,6962785,28551538,79884324,75917369,24082631,99922807,77193,27250155,1000,1000,1000,1000,1000,1000,1000
184000,10120,63274,183000000,1098000000,1000,6000,9997547205538,33370840,390864991,1339950287,4309,45424,972837,182989880,1000,6892,463984,364034086,26060221,1973939779,2065747274,926296486,1073703514,283367768,99984001032,67500280,361122,3418378,177141930,566243688,1338888,360,1,39,1092,5640,1064179514,1097929834,106079681,15456769,93819999,1137,84543231,99998021,1979,92733757,13821762,2018,99997982,133346550,6962804,28656391,80202334,75720926,24279074,99922399,77601,27266869,1000,1000,1000,1000,1000,1000,1000
185000,10730,63258,184000000,1104000000,1000,6000,9997549941912,30029618,389524298,1339951160,4400,44460,972065,183989270,1000,1094,463141,366034410,26060206,1973939794,2066249900,925981731,1074018269,285053330,99984248847,67779074,342370,3403593,177453496,568964580,1338892,362,8,56,1064,5660,1070045930,1103935648,106325044,15446454,94397016,1149,84553546,99997972,2028,92241412,13923020,2108,99997892,133608487,6962811,28759781,80517939,75525285,24474715,99922587,77413,27283443,1000,1000,1000,1000,1000,1000,1000
186000,10840,62252,185000000,1110000000,1000,6000,9997546391520,32973120,394464795,1339951117,4289,44614,972154,184989160,1000,7021,460817,368034012,26057567,1973942433,2066755493,925669455,1074330545,286740638,99984469579,68058784,351274,3392978,177787641,571695896,1338883,366,4,53,1080,5700,1075901152,1109930727,106571622,15432670,94970946,1155,84567330,99997960,2040,91752230,14024471,2083,99997917,133871762,6962829,28861215,80832557,75328798,24671202,99922336,77664,27300140,1000,1000,1000,1000,1000,1000,1000
187000,10570,62413,186000000,1116000000,1000,6000,9997551286731,27472679,390960036,1339952676,3533,43811,972851,185989430,1000,680,457323,370033158,26056744,1973943256,2067258169,925358941,1074641059,288429253,99984702784,68336074,345511,3385262,178103610,574403132,1338908,370,7,21,1084,5740,1081768685,1115936907,106815835,15418118,95543325,1164,84581882,99998016,1984,91264985,14126222,2123,99997877,134132583,6962846,28964243,81146582,75134409,24865591,99922144,77856,27316748,1000,1000,1000,1000,1000,1000,1000
188000,10680,63206,187000000,1122000000,1000,6000,9997552525685,25628650,391115352,1339952145,3942,43933,973076,186989320,1000,6995,457072,372032488,26055011,1973944989,2067761537,925046343,1074953657,290115964,99984958200,68612926,317353,3369841,178403725,577105800,1338899,370,5,32,1084,5752,1087623151,1121929799,107059666,15406473,96118506,1167,84593527,99998116,1884,90775095,14228051,2128,99997872,134392949,6962867,29066352,81459452,74940183,25059817,99922069,77931,27333283,1000,1000,1000,1000,1000,1000,1000
189000,11260,63040,188000000,1128000000,1000,6000,9997546590265,30963461,398449370,1339951318,3872,44830,971698,187988740,1000,641,455665,374034084,26057298,1973942702,2068260813,924735529,1075264471,291806731,99985133907,68891316,369943,3410329,178727995,579822920,1338861,372,5,50,1104,5784,1093490475,1127936319,107304610,15391992,96691161,1170,84608008,99998059,1941,90287956,14330281,2158,99997842,134654604,6962882,29167066,81771688,74745372,25254628,99922050,77950,27349994,1000,1000,1000,1000,1000,1000,1000
190000,10730,62960,189000000,1134000000,1000,6000,9997549719622,27226998,396706557,1339950787,3767,45466,973044,188989270,1000,6856,451698,376032452,26052410,1973947590,2068766051,924428078,1075571922,293497638,99985371785,69168602,359248,3402199,179036943,582529612,1338845,376,7,36,1132,5824,1099345695,1133930184,107548738,15379652,97264971,1173,84620348,99998053,1947,89799940,14432785,2061,99997939,134915439,6962892,29267780,82083116,74551365,25448635,99921885,78115,27366701,1000,1000,1000,1000,1000,1000,1000
191000,10570,62113,190000000,1140000000,1000,6000,9997545151841,31187413,402663502,1339948922,4414,46684,973780,189989430,1000,1147,449960,378031300,26046312,1973953688,2069272401,924119690,1075880310,295188089,99985611079,69445122,346243,3396633,179339637,585227236,1338873,376,2,49,1096,5824,1105213991,1139936740,107791599,15367082,97838145,1182,84632918,99998050,1950,89312255,14535019,2081,99997919,135175036,6962901,29368526,82393251,74358712,25641288,99922043,77957,27383437,1000,1000,1000,1000,1000,1000,1000
192000,10570,63904,191000000,1146000000,1000,6000,9997547939622,27794308,401271437,1339951745,4092,44183,973427,190989430,1000,1114,448132,380032006,26046453,1973953547,2069772132,923812235,1076187765,296881323,99985844249,69722704,340056,3364597,179674921,587937896,1338880,380,6,34,1100,5864,1111073440,1145934982,108036134,15349047,98406216,1191,84650953,99998035,1965,88830403,14638111,1961,99998039,135436435,6962918,29467019,82702551,74164769,25835231,99921469,78531,27400301,1000,1000,1000,1000,1000,1000,1000
193000,10690,63070,192000000,1152000000,1000,6000,9997546468738,28662271,404136031,1339949763,3973,46284,973209,191989310,1000,6371,446807,382032202,26044962,1973955038,2070274676,923504698,1076495302,298573962,99986066851,69999338,343559,3363333,179988451,590637768,1338906,380,4,34,1076,5876,1116930700,1151930559,108279158,15333285,98977182,1200,84666715,99997994,2006,88345071,14740589,2102,99997898,135696294,6962938,29566547,83011433,73972250,26027750,99921248,78752,27417136,1000,1000,1000,1000,1000,1000,1000
194000,10930,62997,193000000,1158000000,1000,6000,9997547090999,27438118,404911583,1339950485,3685,45850,972314,192989070,1000,5701,445068,384033512,26045720,1973954280,2070772983,923198225,1076801775,300268787,99986278995,70275772,357451,3377189,180296688,593335900,1338867,384,3,46,1104,5916,1122793224,1157931302,108522236,15319540,99548868,1203,84680460,99997962,2038,87859719,14843740,2084,99997916,135956186,6962950,29665321,83319657,73779614,26220386,99920986,79014,27433950,1000,1000,1000,1000,1000,1000,1000
195000,10900,63078,194000000,1164000000,1000,6000,9997545391783,28531981,407999047,1339948596,4559,46865,973792,193989100,1000,543,441722,386030616,26041619,1973958381,2071275976,922895981,1077104019,301963631,99986539566,70552172,322854,3339533,180605473,596033868,1338899,386,2,31,1088,5936,1128660100,1163936379,108765405,15305609,100120320,1212,84694391,99998038,1962,87374834,14947115,1994,99998006,136216154,6962966,29761356,83625263,73586842,26413158,99920695,79305,27450749,1000,1000,1000,1000,1000,1000,1000
196000,10320,63471,195000000,1170000000,1000,6000,9997543332397,29989263,411452767,1339947820,4202,47998,974940,194989680,1000,6821,440800,388029480,26040635,1973959365,2071775863,922591587,1077408413,303658087,99986781702,70828458,306764,3313636,180920583,598730264,1338927,386,3,38,1052,5936,1134515286,1169929708,109008267,15289537,100689804,1221,84710463,99997989,2011,86891954,15050465,2051,99997949,136475753,6962980,29857298,83930593,73394191,26605809,99920574,79426,27467486,1000,1000,1000,1000,1000,1000,1000
197000,10970,62088,196000000,1176000000,1000,6000,9997542130376,30586007,414047838,1339949916,3805,46299,974740,195989030,1000,646,438747,390028580,26038492,1973961508,2072276370,922287356,1077712644,305352934,99986943921,71102380,367911,3377355,181224376,601403412,1338924,388,5,31,1060,5956,1140385882,1175937266,109248856,15271559,101256375,1224,84728441,99998019,1981,86411598,15153536,1993,99998007,136733195,6963002,29956721,84236899,73204161,26795839,99920239,79761,27484339,1000,1000,1000,1000,1000,1000,1000
198000,10550,63799,197000000,1182000000,1000,6000,9997539683318,32427504,417886367,1339949507,4530,45983,976175,196989450,1000,1076,436783,392026550,26034290,1973965710,2072777901,921985464,1078014536,307048997,99987170599,71377500,366545,3379122,181524854,604087052,1338903,390,6,43,1068,5976,1146246180,1181935125,109490222,15256977,101826237,1227,84743023,99998005,1995,85928837,15257250,2234,99997766,136991171,6963017,30052446,84540770,73012625,26987375,99920519,79481,27500949,1000,1000,1000,1000,1000,1000,1000
199000,10250,62972,198000000,1188000000,1000,6000,9997544655938,26853465,414310657,1339950177,3818,46025,975925,197989750,1000,1190,434782,394027650,26033353,1973966647,2073275686,921683809,1078316191,308748426,99987427196,71653454,335242,3331554,181844930,606778912,1338908,394,1,51,1060,6016,1152108914,1187935838,109732500,15240357,102393264,1239,84759643,99997982,2018,85448586,15360926,2090,99997910,137250337,6963033,30147616,84844442,72821011,27178989,99920551,79449,27517837,1000,1000,1000,1000,1000,1000,1000
200000,10180,63966,199000000,1194000000,1000,6000,9997542960922,27945734,417401228,1339947927,3918,48175,975634,198989820,1000,6468,434430,396028372,26028761,1973971239,2073776800,921381809,1078618191,310447130,99987661304,71927774,325467,3318580,182150651,609455552,1338944,394,2,38,1036,6016,1157965482,1193929566,109973626,15223594,102960048,1245,84776406,99998084,1916,84968929,15464709,1976,99998024,137508113,6963051,30242160,85146812,72629835,27370165,99920541,79459,27534487,1000,1000,1000,1000,1000,1000,1000
201000,10810,61945,200000000,1200000000,1000,6000,9997542131168,28172816,419629199,1339948739,4149,47132,974257,199989190,1000,718,432566,398029866,26027512,1973972488,2074275011,921081955,1078918045,312148755,99987881732,72203386,330312,3306627,182469109,612145224,1338917,396,3,44,1056,6036,1163835446,1199937337,110215776,15206876,103526997,1245,84793124,99998008,1992,84488609,15568127,2024,99997976,137767052,6963066,30335321,85448545,72438052,27561948,99920364,79636,27551276,1000,1000,1000,1000,1000,1000,1000
202000,10790,61873,201000000,1206000000,1000,6000,9997541349880,28347868,421794937,1339947309,4393,48318,976580,200989210,1000,6828,428810,400025260,26020362,1973979638,2074778441,920785680,1079214320,313847864,99988089721,72477464,345993,3307176,182784381,614819660,1338937,396,3,36,1044,6036,1169692369,1205931299,110456541,15187243,104090790,1248,84812757,99998055,1945,84012009,15672119,1945,99998055,138024613,6963076,30428189,85748586,72247675,27752325,99920154,79846,27568072,1000,1000,1000,1000,1000,1000,1000
203000,10520,62296,202000000,1212000000,1000,6000,9997538667646,30429216,425879183,1339948637,4027,47356,975883,201989480,1000,1110,429190,402027194,26021019,1973978981,2075273961,920484702,1079515298,315548808,99988320960,72750040,336932,3298823,183084397,617478652,1338952,398,6,46,1016,6056,1175561375,1211936594,110695714,15167025,104654433,1260,84832975,99997969,2031,83535964,15776523,1852,99998148,138280580,6963088,30523214,86049196,72058884,27941116,99920052,79948,27584866,1000,1000,1000,1000,1000,1000,1000
204000,10660,62851,203000000,1218000000,1000,6000,9997539026116,29469455,426918907,1339949540,4041,46439,975593,202989340,1000,683,427461,404027494,26020178,1973979822,2075769815,920188047,1079811953,317252436,99988514708,73022798,366224,3323707,183387045,620140464,1338946,402,9,45,1020,6096,1181424866,1217936466,110935281,15147782,105218094,1269,84852218,99998014,1986,83060239,15881043,2013,99997987,138536722,6963105,30615198,86347597,71869042,28130958,99919919,80081,27601441,1000,1000,1000,1000,1000,1000,1000
205000,10420,63334,204000000,1224000000,1000,6000,9997540193038,27701873,427141832,1339946008,3811,50201,976996,203989580,1000,6451,424305,406025168,26015110,1973984890,2076269145,919892468,1080107532,318954512,99988778810,73295102,324340,3277681,183689889,622796288,1338926,406,4,42,1048,6136,1187282461,1223930215,111174039,15127138,105780066,1272,84872862,99998044,1956,82586651,15986135,2035,99997965,138792185,6963124,30708604,86646351,71680399,28319601,99920018,79982,27618146,1000,1000,1000,1000,1000,1000,1000
206000,10680,63544,205000000,1230000000,1000,6000,9997539936626,27357952,428799211,1339947632,3351,49037,975946,204989320,1000,1053,423337,408026748,26014955,1973985045,2076763554,919595730,1080404270,320659338,99988979518,73567944,346367,3287400,183999981,625458440,1338902,408,4,34,1080,6168,1193151227,1229935403,111413678,15106623,106341891,1272,84893377,99998007,1993,82112875,16090895,1949,99998051,139048535,6963140,30800109,86944073,71490893,28509107,99919871,80129,27634857,1000,1000,1000,1000,1000,1000,1000
207000,10630,61703,206000000,1236000000,1000,6000,9997539799799,26897270,430336961,1339946969,3588,49463,976066,205989370,1000,611,422114,410026608,26015278,1973984722,2077256343,919301591,1080698409,322365043,99989171719,73840418,376211,3307557,184305035,628117620,1338935,408,6,35,1044,6168,1199017273,1235937686,111652900,15087444,106904136,1281,84912556,99998034,1966,81638969,16196041,1997,99998003,139304555,6963156,30889861,87239451,71302065,28697935,99919463,80537,27651655,1000,1000,1000,1000,1000,1000,1000
208000,11170,63740,207000000,1242000000,1000,6000,9997537927657,28166625,433603601,1339947542,3838,48640,975970,206988830,1000,6873,419222,412025720,26011874,1973988126,2077753153,919009070,1080990930,324071626,99989422269,74112040,347132,3274412,184604557,630765768,1338937,408,4,47,1032,6168,1204873163,1241929387,111890816,15066461,107465004,1284,84933539,99998023,1977,81166535,16301195,1960,99998040,139559188,6963164,30980800,87534872,71114300,28885700,99919764,80236,27668372,1000,1000,1000,1000,1000,1000,1000
209000,10960,64372,208000000,1248000000,1000,6000,9997537257912,28236567,435670103,1339946604,3930,49486,976673,207989040,1000,583,417544,414024734,26009226,1973990774,2078248634,918715640,1081284360,325777188,99989657085,74382556,332513,3260420,184899045,633406256,1338926,412,4,30,1060,6208,1210743561,1247935045,112128364,15045385,108025212,1287,84954615,99997959,2041,80694714,16406363,1964,99998036,139813514,6963186,31071938,87830002,70927086,29072914,99919154,80846,27685150,1000,1000,1000,1000,1000,1000,1000
210000,10480,63378,209000000,1254000000,1000,6000,9997536708740,28185884,437620199,1339948158,3809,48053,976651,208989520,1000,626,416023,416025738,26008810,1973991190,2078742028,918423510,1081576490,327486046,99989853830,74653236,356155,3276475,185200285,636045712,1338893,418,8,47,1072,6268,1216609169,1253935996,112365433,15022564,108583509,1299,84977436,99998059,1941,80224657,16511391,1953,99998047,140067359,6963202,31162088,88123669,70740345,29259655,99919214,80786,27701926,1000,1000,1000,1000,1000,1000,1000
211000,10660,63258,210000000,1260000000,1000,6000,9997536634680,27660987,439091039,1339946420,3889,49711,977233,209989340,1000,562,414877,418024214,26005843,1973994157,2079237074,918131674,1081868326,329192671,99990112453,74923496,317885,3235926,185495596,638683080,1338923,418,4,45,1048,6268,1222474223,1259936180,112602756,15000612,109142631,1305,84999388,99998000,2000,79754471,16616960,1940,99998060,140321309,6963217,31251016,88416666,70552903,29447097,99918895,81105,27718553,1000,1000,1000,1000,1000,1000,1000
212000,10570,62370,211000000,1266000000,1000,6000,9997536217833,27478844,440906500,1339945786,3385,50849,977066,210989430,1000,6332,413619,420024728,26001793,1973998207,2079731506,917839953,1082160047,330901454,99990296927,75194040,353934,3271555,185789116,641321208,1338951,422,3,38,1028,6308,1228334067,1265931298,112839885,14981003,109702359,1320,85018997,99998060,1940,79283758,16722656,1855,99998145,140575104,6963227,31340208,88709655,70365772,29634228,99919057,80943,27735219,1000,1000,1000,1000,1000,1000,1000
