Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_610::Cell_1::Mito_1,rM_620::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r3_3_800::Cell_1::Mito_1,r3_3_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1
33100,10000000001682.0,999336,9999021978484.0,1030,118,200.0,9130,2265,69967744,100359545500.0,101801,0,2000,2,2,366,0,314,22,140,0,2000,20,200.0,33100,9.999999999e-11,0.0009983383245720755,9.99999000001e-07,0.999897744418153,0.09090909090909091,0.999000999000999,0.7628112030002272,0.9801098564942529,0.000998903399163719,9.99999000001e-07,0.9999992142931399,0.9523806297426154,0.9998000279965604,0.9994452496858078,0.9999989998011605,0.9900884990326266,0.9900842100007259,0.9944111804464092,0.9999490025443727,0.9999490002858711,0.9999999499240564,0.008946818688562804,0.9999949923387923,0.9999999999999
33200,10000000001128.0,999900,9999018882839.0,10000235,96,200.0,5805,8842,69620704,100360922855.0,196497,200,4001,0,0,0,10,2,504,464,12,2000,28,200.0,33200,9.999999999e-11,0.0009989011986914283,9.99999000001e-07,0.9998990191617069,0.09090909090909091,0.999000999000999,0.7629207131267728,0.9800946680919426,0.0009989020861794421,9.99999000001e-07,0.9999992165318511,0.9994961299979123,0.9997995632061651,0.999444180090192,0.9999989997190211,0.9900885262480489,0.9900842479718307,0.99440425329584,0.999949002532473,0.9999490025432727,0.999999949924542,0.008730424776527728,0.9999949923552734,0.9999999999999
33300,10000000001447.0,999614,9999005338528.0,20003425,114,200.0,2563,79,68750407,100360710610.0,1763,200,2000,2400,0,219,0,185,0,219,0,2000,1852,200.0,33300,9.999999999e-11,0.0009986157696959912,9.99999000001e-07,0.9999004323179964,0.09090909090909091,0.999000999000999,0.762506098576306,0.9800680724233614,0.0009989007334508815,9.99999000001e-07,0.999999219240709,0.9990183569938986,0.9998000257970999,0.9994473297826908,0.9999989887529098,0.9900885637308198,0.9900843003483081,0.9944133584848945,0.9999490007454122,0.9999490025488725,0.9999999499243151,0.009303660916043316,0.999994992409956,0.9999999999999
33400,9999999999797.0,1001148,9999002145457.0,19962012,100,200.0,10037,31304,68077486,100361360815.0,100229,0,0,2,1988,0,0,10,161,3,1015,2000,0,0.0,33400,9.999999999e-11,0.001000146705126456,9.99999000001e-07,0.9999007024988399,0.09090909090909091,0.999000999000999,0.7627282830779706,0.9897778309901311,0.0009989004152267836,9.99999000001e-07,0.9999992214018827,0.9523806319906895,0.9998000267968579,0.9994482648341562,0.9999989999919999,0.9900885918103512,0.9900843413101955,0.9944204104083458,0.9999490010282365,0.9999490025488725,0.9999999499246872,0.00938720623114006,0.9999949924448305,0.9999999999999
33500,9999999999405.0,1001599,9999009660639.0,10008973,112,200.0,3106,477,68812544,100363630568.0,69,200,1880,1880,0,0,0,7,20,416,1995,2000,0,200.0,33500,9.999999999e-11,0.001000596803242469,9.99999000001e-07,0.9998999452859801,0.09090909090909091,0.999000999000999,0.7624229225278523,0.29474227504225076,0.0009989011704274787,9.99999000001e-07,0.9999992234563212,0.9995038029844598,0.999800028796346,0.9994444889390602,0.999998999998,0.9900886201234692,0.9900843811826024,0.9944104787130853,0.9999489990252683,0.9999490025508724,0.9999999499248595,0.008971712982521814,0.999994992406085,0.9999999999999
33600,9999999999079.0,1001884,9999006741437.0,16870,112,200.0,4868,0,68940338,100365132270.0,35,80,770,770,11,23,0,19,331,320,0,2000,76,0.0,33600,9.999999999e-11,0.0010008812331066502,9.99999000001e-07,0.9998992027871832,0.09090909090909091,0.999000999000999,0.7629436090822634,0.2888075485147018,0.0009989018766274138,9.99999000001e-07,0.9999992255661463,0.9523806341181267,0.9997997054429123,0.9994441736028508,0.9999989999981,0.9900886493162455,0.9900844213962843,0.9944043359126069,0.9999490017975444,0.999949002514873,0.999999949924969,0.008735200785551202,0.9999949923958013,0.9999999999999
33700,9999999999963.0,1001100,9999004174252.0,10073329,112,200.0,10777,74,69362586,100367765340.0,50,200,0,5,3995,460,0,401,3,165,1032,2000,1196,200.0,33700,9.999999999e-11,0.0010000988010902285,9.99999000001e-07,0.9999003964013065,0.09090909090909091,0.999000999000999,0.7631440289708735,0.2594197232893465,0.0009989016222483756,9.99999000001e-07,0.9999992270193201,0.9990060661978183,0.9997997337094895,0.9994392052448386,0.9999989882966153,0.9900886725554575,0.990084450674512,0.9943868112904821,0.9999490025448727,0.9999489995877715,0.9999999499254103,0.008069999639944167,0.9999949923743506,0.9999999999999
33800,9999999998572.0,1002441,9999001194138.0,87519,113,201.0,16825,11,69062217,100369486142.0,1922,0,0,850,0,0,5,15,25,457,1013,2000,0,0.0,33800,9.999999999e-11,0.0010014371183736204,9.99999000001e-07,0.9998995958319575,0.09090909090909091,0.999000999000999,0.7632763060819385,0.30194129108741175,0.000998901324783643,9.99999000001e-07,0.9999992290155371,0.9523806362399293,0.9998000211979168,0.9994370075566463,0.999998999994,0.990088696296724,0.9900844906310908,0.9943756580987887,0.9999489982050924,0.9999490025431728,0.9999999499260449,0.007773073974654889,0.9999949923878231,0.9999999999999
33900,9999999999154.0,1001909,9998988527876.0,20029924,109,200.0,13727,67,69457037,100371000447.0,19,110,60,2,2,211,0,276,0,211,1007,2000,828,200.0,33900,9.999999999e-11,0.0010009061830870095,9.99999000001e-07,0.9999018542008625,0.09090909090909091,0.999000999000999,0.7632874737718164,0.009917314799384442,0.0009989000607079045,9.99999000001e-07,0.9999992314454518,0.9523806373157041,0.9998000285964007,0.9994354249314477,0.9999989888727469,0.990088726940807,0.9900845324715439,0.9943719268156362,0.9999490004297927,0.9999490025474727,0.9999999499258941,0.00766751455692363,0.9999949923688022,0.9999999999999
34000,9999999999038.0,1002010,9998985685580.0,19993773,116,200.0,23355,41325,69597979,100371951390.0,1600,0,0,2,2,1,0,9,0,365,0,2000,51,200.0,34000,9.999999999e-11,0.0010010069809949732,9.99999000001e-07,0.9999021591000482,0.09090909090909091,0.999000999000999,0.7632678971034655,0.980077163821526,0.0009988997734674142,9.99999000001e-07,0.9999992338428024,0.9523806382834382,0.999800028196508,0.9994366318216914,0.9999989998441757,0.9900887601348787,0.9900845788522998,0.9943741601415184,0.999948998883461,0.9999490025428728,0.9999999499257451,0.00775085541878426,0.9999949923584246,0.9999999999999
34100,9999999999190.0,1001797,9998992852152.0,77288,112,200.0,4801,43,69650318,100372902330.0,100472,200,0,0,0,304,0,0,2,76,0,2000,208,200.0,34100,9.999999999e-11,0.001000794407165285,9.99999000001e-07,0.9999005277266707,0.09090909090909091,0.999000999000999,0.7632345777432806,0.23819104109465267,0.0009989004922366027,9.99999000001e-07,0.9999992361288516,0.9990245565085112,0.9998000273967127,0.9994372954312157,0.9999989999919999,0.9900887921773451,0.9900846238426517,0.9943769251988348,0.9999490025477725,0.9999490025448727,0.999999949925632,0.00787450843836717,0.9999949923550242,0.9999999999999
34200,9999999999768.0,1001225,9998990237358.0,10001141,106,200.0,3185,5404,69730926,100374037470.0,132,170,1580,0,0,15,5,16,588,587,1015,2000,191,200.0,34200,9.999999999e-11,0.0010002235511749748,9.99999000001e-07,0.999901780523553,0.09090909090909091,0.999000999000999,0.7624761256160251,0.3892115728530376,0.0009988992264621606,9.99999000001e-07,0.9999992385738558,0.9523806403699804,0.9998000299960005,0.9994376837152262,0.999998999996,0.9900888229082695,0.9900846670847006,0.9943778830111302,0.9999490025477725,0.999949002532873,0.9999999499255567,0.007901142464720132,0.9999949923524424,0.9999999999999
34300,9999999999793.0,1001200,9998986773096.0,1930,111,200.0,23696,52,69128639,100374408802.0,100709,110,0,2000,1999,354,10,6,6,0,17,2000,0,399.0,34300,9.999999999e-11,0.0010001986011605182,9.99999000001e-07,0.999901141079681,0.09090909090909091,0.999000999000999,0.7631532533574854,0.9800674219961639,0.0009988998853604392,9.99999000001e-07,0.9999992409848657,0.9523806410621781,0.9997997142140127,0.9994388038809544,0.9999989997609429,0.9900888543561437,0.9900847076818577,0.9943863334505479,0.9999490025507725,0.9999490024811711,0.999999949925567,0.008175200209246284,0.999994992383947,0.9999999999999
34400,9999999998935.0,1002021,9998983843301.0,10000277,105,200.0,20046,57574,69128433,100375993986.0,101963,0,0,0,0,0,0,1,270,270,0,2000,12,400.0,34400,9.999999999e-11,0.0010010179589837213,9.99999000001e-07,0.9999023497719866,0.09090909090909091,0.999000999000999,0.762898403639069,0.9801906404260433,0.0009988985952228413,9.99999000001e-07,0.9999992429355609,0.9523806419566034,0.9998000293961768,0.9994377852005103,0.9999989999169931,0.9900888809256404,0.990084748953615,0.9943787699735362,0.9999490025474727,0.9999490025448727,0.9999999499258823,0.007979725158602647,0.999994992386219,0.9999999999999
34500,9999999999259.0,1001757,9998981088799.0,10037178,111,201.0,22100,34162,69056670,100378060034.0,2070,150,0,2,1998,0,0,10,0,343,0,2000,236,400.0,34500,9.999999999e-11,0.0010007544871871788,9.99999000001e-07,0.9999025308319784,0.09090909090909091,0.999000999000999,0.7633878746612037,0.9801441286709355,0.0009988983132563978,9.99999000001e-07,0.9999992445042676,0.9523806429332489,0.9998000298360483,0.9994328675148664,0.9999989995928343,0.990088903439479,0.9900847809899289,0.9943634014998138,0.9999489991231403,0.9999490025494725,0.9999999499263927,0.007527657824910216,0.9999949923895228,0.9999999999999
34600,9999999999769.0,1001216,9998967848197.0,20043567,128,200.0,3151,34,68306694,100377854437.0,101561,6,61,1909,1907,0,0,0,0,727,1000,2000,84,0.0,34600,9.999999999e-11,0.0010002145691699142,9.99999000001e-07,0.9999038100481153,0.09090909090909091,0.999000999000999,0.7623662664234582,0.9897995013718963,0.000998896992519818,9.99999000001e-07,0.9999992470677875,0.9523806436605445,0.9997992391044996,0.9994383076059298,0.9999989999919999,0.9900889367836375,0.9900848279566636,0.9943808462748513,0.9999489957058884,0.9999490019715671,0.9999999499262773,0.008104215671609585,0.9999949924323954,0.9999999999999
34700,9999999998942.0,1002055,9998974883900.0,964,122,200.0,2275,3472,68083232,100379752670.0,1705,4,80,80,3,528,0,437,0,528,1015,2000,2000,400.0,34700,9.999999999e-11,0.0010010518909474165,9.99999000001e-07,0.9999021369115841,0.09090909090909091,0.999000999000999,0.7633069544641448,0.9800846142994414,0.0009988976942957104,9.99999000001e-07,0.9999992487402792,0.9523806444780857,0.9998000249972502,0.9994349854654657,0.9999989580254082,0.9900889607299439,0.9900848624318774,0.9943613635797254,0.9999489972396861,0.9999490025508724,0.9999999499266753,0.007635551348823059,0.9999975101236025,0.9999999999999
34800,9999999999654.0,1001333,9998962121159.0,20033243,115,200.0,17704,96,68402158,100380692930.0,101846,200,0,0,0,183,0,148,6,0,0,2000,592,400.0,34800,9.999999999e-11,0.001000331335223107,9.99999000001e-07,0.9999043027249015,0.09090909090909091,0.999000999000999,0.7633204674230673,0.9897963484220546,0.00099889842204214,9.99999000001e-07,0.9999992510432065,0.9990178998363991,0.9998000293961768,0.999435785451345,0.9999989940366493,0.9900889912848667,0.9900849047069061,0.9943717929648135,0.9999490025508724,0.999949000711591,0.9999999499265118,0.007738159663242028,0.9999949924295459,0.9999999999999
34900,9999999998569.0,1002450,9998969276957.0,10051513,109,200.0,3867,493,68591059,100381931902.0,98568,200,0,1,2000,60,10,60,200,199,17,2000,1188,400.0,34900,9.999999999e-11,0.0010014461003566974,9.99999000001e-07,0.999903653814714,0.09090909090909091,0.999000999000999,0.7631001968073654,0.20593644119232296,0.0009988981393845796,9.99999000001e-07,0.9999992532195523,0.9990062159455709,0.9997999689971097,0.9994350916316063,0.9999989975952309,0.9900890200844095,0.9900849446104347,0.9943685693803657,0.9999490025419728,0.999949002531173,0.9999999499264836,0.0076700719570645184,0.999994992422079,0.9999999999999
35000,9999999999746.0,1001280,9998966067143.0,10023848,109,200.0,1988,31,67864080,100383266611.0,199908,0,2000,2000,0,0,11,0,454,374,19,2000,36,200.0,35000,9.999999999e-11,0.0010002784412023928,9.99999000001e-07,0.999903838467211,0.09090909090909091,0.999000999000999,0.7630157128452423,0.9801237353738956,0.0009988978189158714,9.99999000001e-07,0.999999254788758,0.9523806469996963,0.999800029196234,0.9994326303290989,0.9999989996388696,0.9900890409427135,0.9900849756761699,0.994358466837943,0.9999490025508724,0.9999490017422611,0.9999999499272175,0.007405259821889996,0.9999949924574527,0.9999999999999
35100,9999999998683.0,1002330,9998963449595.0,1950,107,200.0,23588,0,68139795,100385311545.0,58,200,2001,1219,1218,52,6,49,20,0,1978,2000,0,199.0,35100,9.999999999e-11,0.0010013263405690576,9.99999000001e-07,0.9999031075550361,0.09090909090909091,0.999000999000999,0.7635315045976514,0.000839026790162735,0.0009988965563135755,9.99999000001e-07,0.9999992565087116,0.9994995754814546,0.9998000298560423,0.9994284695196514,0.9999989980361509,0.9900890659214725,0.9900850104394509,0.9943418833614664,0.9999490025424728,0.9999490023495424,0.9999999499275104,0.00710891700908405,0.9999949924433051,0.9999999999999
35200,9999999998849.0,1002203,9998960445813.0,19810,113,200.0,7395,59,67732299,100385316420.0,1800,78,2710,0,0,89,0,401,1,89,1000,2000,1593,0.0,35200,9.999999999e-11,0.00100119959476253,9.99999000001e-07,0.9999034653573542,0.09090909090909091,0.999000999000999,0.7634293820599044,0.9800709486787744,0.000998896253619902,9.99999000001e-07,0.9999992587211127,0.9523806487082279,0.9998000295961189,0.999434087914531,0.999998999995,0.9900890953761107,0.9900850523777799,0.9943640937571352,0.9999490025507725,0.9999490025468727,0.9999999499271374,0.007539233348381068,0.9999949924684844,0.9999999999999
35300,9999999998912.0,1002099,9998957861268.0,55462,114,200.0,11342,29,68212114,100386470800.0,1900,200,2000,0,0,0,0,0,454,435,0,2000,8,400.0,35300,9.999999999e-11,0.0010010958028970128,9.99999000001e-07,0.9999037628443016,0.09090909090909091,0.999000999000999,0.7634184220260636,0.9800843282742195,0.0009988959950387687,9.99999000001e-07,0.9999992612400116,0.9990023155480383,0.9997995932267181,0.9994323570848009,0.999999000001,0.9900891282884419,0.9900850992827324,0.9943623730475601,0.9999490008187671,0.9999490025508724,0.9999999499269164,0.007546469980468694,0.9999949924410415,0.9999999999999
35400,9999999999290.0,1001709,9998955059317.0,10006977,107,200.0,14738,0,68581619,100386920074.0,100305,0,1,2,2,0,0,114,0,0,17,2000,19,0.0,35400,9.999999999e-11,0.0010007065832092399,9.99999000001e-07,0.9999050310456029,0.09090909090909091,0.999000999000999,0.7632964318543521,0.9800949729950634,0.000998896720409454,9.99999000001e-07,0.999999263837394,0.9523806505982062,0.9998000296561014,0.9994367273730972,0.9999989955000411,0.9900891621783279,0.99008514458149,0.9943745873334389,0.9999490002890854,0.9999490025475726,0.999999949926327,0.007919590265531504,0.9999949924158623,0.9999999999999
35500,9999999999075.0,1001907,9998941933183.0,20057876,105,200.0,5719,40,67700743,100386015614.0,103090,2,2010,0,0,488,0,0,0,468,0,2000,0,0.0,35500,9.999999999e-11,0.0010009041870886267,9.99999000001e-07,0.9999062902655501,0.09090909090909091,0.999000999000999,0.7625338759355454,0.009378195604867752,0.0009988964073108985,9.99999000001e-07,0.9999992665600078,0.9523806512888544,0.9998000293961768,0.9994431255204109,0.9999989999919999,0.9900891973215629,0.9900851900037863,0.9944000450961078,0.9999489987134006,0.9999490023438403,0.9999999499258059,0.008890484139891906,0.9999949924669082,0.9999999999999
35600,9999999999999.0,1001014,9998949150248.0,10074970,97,200.0,25330,35,68009726,100387728920.0,100404,0,0,0,3160,407,15,96,0,407,0,2000,415,200.0,35600,9.999999999e-11,0.0010000129730138314,9.99999000001e-07,0.9999056360617301,0.09090909090909091,0.999000999000999,0.7630852143970223,0.004592351890496287,0.0009988961306887614,9.99999000001e-07,0.9999992684211432,0.9523806521459903,0.9997996210523261,0.9994410402792787,0.999999000001,0.9900892224974011,0.9900852263513873,0.9943923648564689,0.9999489984609239,0.9999490025468727,0.9999999499259664,0.008520890854752572,0.9999949924511033,0.9999999999999
35700,9999999999588.0,1001379,9998946402661.0,1562,105,201.0,22990,852,68236970,100389702539.0,543,200,0,0,0,0,0,316,0,416,2000,2000,1252,400.0,35700,9.999999999e-11,0.0010003772432365448,9.99999000001e-07,0.9999049305906703,0.09090909090909091,0.999000999000999,0.7631454329400348,0.061859050894517965,0.0009988958527932718,9.99999000001e-07,0.9999992701327901,0.9995062071547346,0.9998000299960005,0.9994367998323391,0.9999989873171601,0.9900892464019762,0.9900852640255021,0.9943786958770171,0.9999490018979803,0.9999490025508724,0.9999999500617547,0.00808212518810914,0.9999949924375535,0.9999999999999
35800,9999999999276.0,1001728,9998943753949.0,10001886,106,200.0,7643,11713,68614029,100392049235.0,102031,0,0,3,2897,89,0,74,1,0,0,2000,409,0.0,35800,9.999999999e-11,0.0010007255452010567,9.99999000001e-07,0.9999060057538953,0.09090909090909091,0.999000999000999,0.7634206544157413,0.9801327252429608,0.0009988945940568364,9.99999000001e-07,0.9999992716558822,0.9523806539870531,0.9998000293961768,0.9994333623828359,0.999998999071138,0.9900892680181831,0.9900852930952277,0.9943607265148054,0.999949002527573,0.999949001655017,0.9999999499266944,0.007600173242102195,0.9999949924178428,0.9999999999999
35900,9999999999209.0,1001775,9998941057952.0,60176,104,201.0,3676,31664,68424327,100393168632.0,50,0,2000,2001,3260,2,6,187,316,296,1000,2000,0,399.0,35900,9.999999999e-11,0.0010007724511777215,9.99999000001e-07,0.9999053619405234,0.09090909090909091,0.999000999000999,0.7631101180765766,0.9800882754798199,0.0009988943181351965,9.99999000001e-07,0.9999992736548867,0.9523806548808805,0.9998000294161712,0.9994332709414091,0.9999989925428018,0.9900892921815371,0.99008533086083,0.9943622083482474,0.9999490025444727,0.9999490023451408,0.9999999499268084,0.007649182746329118,0.9999949924248488,0.9999999999999
36000,9999999998924.0,1002093,9998927840426.0,20077632,111,200.0,22113,75,67850582,100394527600.0,55,0,1,2,0,456,10,377,6,456,22,2000,2000,400.0,36000,9.999999999e-11,0.001001089814904113,9.99999000001e-07,0.9999073291020432,0.09090909090909091,0.999000999000999,0.7634555930216624,0.980105953540523,0.0009988940005548066,9.99999000001e-07,0.9999992750521405,0.9523806556101655,0.9998000240574306,0.999431474275026,0.9999989741918992,0.990089317084664,0.990085364040094,0.9943524891924945,0.9999489991538472,0.9999490025415728,0.9999999499271911,0.00744764837673896,0.9999960178562001,0.9999999999999
36100,9999999999359.0,1001643,9998935284493.0,10000664,98,200.0,11211,95,68313388,100396515614.0,90,200,1210,1212,0,18,10,590,0,6,1002,2000,20,0.0,36100,9.999999999e-11,0.001000640715232073,9.99999000001e-07,0.9999066497071091,0.09090909090909091,0.999000999000999,0.7635993699439643,0.9800893209428361,0.0009988947468440416,9.99999000001e-07,0.9999992765492677,0.9990223731700193,0.9998000236375063,0.9994281238604545,0.9999989999951999,0.9900893351857254,0.9900853905074893,0.9943403271951413,0.9999490025505724,0.9999490025474727,0.9999999499275274,0.006995574628262371,0.9999949924351675,0.9999999999999
36200,10000000000688.0,1000318,9998922639930.0,19999456,104,200.0,18221,28454,68688735,100397600010.0,102404,200,0,80,0,0,1,1,6,3,12,2000,4,200.0,36200,9.999999999e-11,0.0009993183638529073,9.99999000001e-07,0.9999077820984754,0.09090909090909091,0.999000999000999,0.7635896451052115,0.2229995890637677,0.0009988944756947535,9.99999000001e-07,0.9999992791688215,0.9989998006197864,0.9998000297960601,0.9994280288554079,0.999998999996,0.9900893680506696,0.9900854369963412,0.9943399808403977,0.9999490025442728,0.999949002518873,0.9999999499272878,0.007046320904678311,0.999994992411866,0.9999999999999
36300,9999999999682.0,1001319,9998929905651.0,16707,109,201.0,4841,300,68890710,100399041920.0,101121,0,2000,1530,1530,46,8,273,3,77,0,2000,1088,398.0,36300,9.999999999e-11,0.0010003173632181798,9.99999000001e-07,0.9999062926039212,0.09090909090909091,0.999000999000999,0.763619669654624,0.009235995910919356,0.0009988932055101198,9.99999000001e-07,0.9999992810717867,0.952380658310723,0.9998000295961189,0.9994271102153001,0.999998999998,0.9900893938832601,0.9900854720810365,0.9943362701172473,0.9999490025508724,0.9999490023468415,0.9999999499272982,0.0069667993773305115,0.9999949924041376,0.9999999999999
36400,10000000000788.0,1000212,9998926820361.0,100891,103,201.0,19394,25925,68483474,100399747774.0,197003,200,4000,0,2,245,0,203,0,205,0,2000,108,0.0,36400,9.999999999e-11,0.0009992125755913428,9.99999000001e-07,0.9999065527793617,0.09090909090909091,0.999000999000999,0.763621138917497,0.20715054218735496,0.0009988938891312416,9.99999000001e-07,0.9999992829389742,0.999497439530283,0.9997998242350173,0.9994273256087863,0.9999989999951999,0.9900894210848891,0.9900855070162967,0.9943371797506644,0.9999489999517691,0.9999490025468727,0.9999999499274664,0.0069975417086900575,0.999994992422055,0.9999999999999
36500,9999999999761.0,1001228,9998913811227.0,19992544,107,200.0,12631,900,68332578,100400185730.0,101027,0,2000,0,0,0,0,10,25,5,0,2000,0,199.0,36500,9.999999999e-11,0.001000226545176626,9.99999000001e-07,0.9999085642805762,0.09090909090909091,0.999000999000999,0.7635120095245318,0.17905498203202852,0.000998892601924564,9.99999000001e-07,0.9999992853056782,0.9523806597745874,0.9998000243973667,0.9994308366193289,0.9999989995918335,0.9900894504743011,0.9900855521346578,0.9943513143590774,0.9999490006153336,0.9999490025448727,0.9999999499271641,0.007393687068453749,0.9999949924340861,0.9999999999999
36600,9999999999686.0,1001334,9998911351956.0,19935724,110,200.0,11265,872,68697069,100401454726.0,100984,0,0,4000,3997,0,20,33,120,291,13,2000,0,400.0,36600,9.999999999e-11,0.001000332333223444,9.99999000001e-07,0.9999088099335951,0.09090909090909091,0.999000999000999,0.763357432575721,0.9897651710399508,0.000998891353265757,9.99999000001e-07,0.9999992873564786,0.9523806607556005,0.9998000296561015,0.9994308084105843,0.999998999995,0.9900894770379126,0.9900855894808214,0.9943507975396431,0.9999490025502724,0.9999490025477725,0.9999999499269886,0.0074310107291325825,0.9999949924090618,0.9999999999999
36700,9999999999517.0,1001478,9998918695971.0,69020,106,200.0,15119,56164,69497076,100403890020.0,98352,200,2000,3419,0,15,0,13,1,416,1008,2000,0,200.0,36700,9.999999999e-11,0.001000476045251154,9.99999000001e-07,0.9999073302746195,0.09090909090909091,0.999000999000999,0.7631548722463389,0.3876917419056765,0.0009988930822750865,9.99999000001e-07,0.9999992890573169,0.9527183853125031,0.9998000157982437,0.9994249776435352,0.999998999999,0.9900894999326922,0.9900856224805528,0.9943259043018838,0.9999489985168728,0.9999490013238324,0.9999999499272033,0.006812169989221552,0.9999949923623747,0.9999999999999
36800,10000000000272.0,1000756,9998905572652.0,19925336,101,200.0,13589,22767,69006081,100404124492.0,100680,200,1,1220,0,59,6,56,213,213,0,2000,0,400.0,36800,9.999999999e-11,0.0009997554886961542,9.99999000001e-07,0.9999092845265894,0.09090909090909091,0.999000999000999,0.763574802734211,0.9799637114198463,0.000998891781713028,9.99999000001e-07,0.999999291188667,0.952380662328291,0.9997999946197502,0.9994283499381996,0.999998999996,0.990089528243111,0.9900856621908243,0.9943414572737727,0.9999490025476725,0.9999490025431728,0.9999999499270811,0.007172210689177532,0.9999949923923115,0.9999999999999
36900,10000000001849.0,999174,9998912926705.0,42693,103,200.0,13417,13,69285025,100405685860.0,102046,0,0,0,0,0,0,5,204,204,0,2000,20,200.0,36900,9.999999999e-11,0.0009981766478460651,9.99999000001e-07,0.999907847112436,0.09090909090909091,0.999000999000999,0.7636248387001996,0.008607607226850635,0.0009988915105285088,9.99999000001e-07,0.9999992930701264,0.9523806632848297,0.9998000297960601,0.999426100968532,0.9999989997929571,0.9900895533802881,0.9900856967163322,0.9943348177273222,0.9999490025417728,0.9999490025488725,0.9999999499270757,0.006987113883408682,0.9999949923749224,0.9999999999999
37000,10000000001360.0,999642,9998899873453.0,20038554,123,201.0,11813,868,69021878,100406819872.0,0,0,1230,1229,0,12,7,253,37,220,0,2000,0,201.0,37000,9.999999999e-11,0.0009986437138006488,9.99999000001e-07,0.9999097491898036,0.09090909090909091,0.999000999000999,0.7636215546114056,0.18151397850761203,0.0009988922076217778,9.99999000001e-07,0.9999992947444035,0.9523806640451246,0.9998000297960601,0.9994268695264377,0.9999989999929999,0.9900895767558421,0.9900857297123592,0.9943353398210342,0.9999490006990455,0.9999490025472726,0.999999949927191,0.0069582349230192025,0.99999499239123,0.9999999999999
37100,10000000001711.0,999290,9998907050168.0,10023981,117,200.0,9125,86,68941435,100407568630.0,1603,0,1,2000,2000,204,0,185,62,202,0,2000,0,201.0,37100,9.999999999e-11,0.0009982924163712444,9.99999000001e-07,0.999909186193496,0.09090909090909091,0.999000999000999,0.7635756025812825,0.004552790155167332,0.0009988909261320574,9.99999000001e-07,0.9999992967955141,0.9523806648459339,0.9998000074187109,0.9994285683165683,0.999998992536712,0.9900896053244703,0.9900857680252985,0.9943421055768138,0.9999490011479798,0.9999490025448727,0.9999999499270613,0.007216738022121212,0.999994992395672,0.9999999999999
37200,10000000000191.0,1000788,9998894276115.0,20013741,113,200.0,4978,76,69157608,100408508178.0,1342,200,2000,0,0,82,0,0,0,76,2000,2000,0,200.0,37200,9.999999999e-11,0.0009997874247427666,9.99999000001e-07,0.9999102533373192,0.09090909090909091,0.999000999000999,0.7635612530030972,0.9801191224583916,0.000998890654280173,9.99999000001e-07,0.9999992989785244,0.9995037707305777,0.999800029196234,0.9994289008705852,0.999998999999,0.9900896332164222,0.9900858087337454,0.99434348445111,0.9999490025508724,0.9999490024828713,0.9999999502602125,0.007259116895010493,0.9999949923862719,0.9999999999999
37300,9999999999880.0,1001125,9998901162145.0,10000363,120,201.0,4517,153,68568435,100409294890.0,0,0,0,0,0,0,0,309,1,0,11,2000,1808,201.0,37300,9.999999999e-11,0.0010001237511096705,9.99999000001e-07,0.9999096982562083,0.09090909090909091,0.999000999000999,0.7634979868193162,0.00465680117429035,0.0009988913346378274,9.99999000001e-07,0.999999300842496,0.952380666384063,0.999800028196508,0.999430311762879,0.9999989940791498,0.9900896577998936,0.9900858435764552,0.9943490632183789,0.9999490025455726,0.999949002532873,0.9999999499270154,0.007381025295497652,0.9999949924200502,0.9999999999999
37400,10000000000204.0,1000798,9998898109175.0,1807,107,200.0,3746,14312,68287563,100409812354.0,98243,140,0,2000,1999,0,10,10,86,7,0,2000,60,399.0,37400,9.999999999e-11,0.0009997974047569142,9.99999000001e-07,0.9999091301900446,0.09090909090909091,0.999000999000999,0.7633492335890371,0.9801214326247916,0.0009988910359657046,9.99999000001e-07,0.9999993027945916,0.9523806670842799,0.9997999429864621,0.9994324361573715,0.9999989999961,0.990089683963728,0.9900858794936467,0.9943576020780067,0.9999490025482726,0.9999490017508744,0.9999999499270149,0.007624606663797891,0.999994992436315,0.9999999999999
