Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,Pi_total:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,H+_inter::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,Pi-::Cell_1::Mito_1,Pi_total::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ATP_ase::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,Commp1::Cell_1::Mito_1,Commp2::Cell_1::Mito_1
16200,10000000000275,999725,999725,110000,20100,9999508863455,504940030,10003820,12205,1000,161880000,19900,323959900,0,143789500,323735590,69944995,130055005,101006105,0,0,9999910,90,165236500,100144478630,0,638728560,6200,207928600,0,58826358,330090,753800400,9669910,48718810,0,0,9992042,7958,0,0,2,200,14709590,9996002,3998,9999810,10000000,0,190,14705590,2000,2000,2000,2000,1000,1000
16300,10000000000878,999122,999122,121000,20000,9999515413325,498443716,1938,9133,1000,162869000,20000,325960000,0,144464176,325719734,69312671,130687329,101055629,0,0,9999954,46,166442888,100144458213,2759,642110466,802600,209275600,0,59242717,7579,757748000,9992421,49624121,0,0,9998683,1317,0,0,1990,200,14812670,9999999,1,9999921,10000000,0,79,14810679,2000,2000,2000,2000,1000,1000
16400,10000000000907,999093,999093,103000,20000,9999502163863,511243074,10062788,5087,1000,163887000,0,327960000,0,145227297,327763826,69101017,130898983,101606883,0,0,9999983,17,167622709,100145761324,16,646072696,336400,210609150,0,59649279,20,762344800,9999980,49292080,0,0,9999521,479,0,0,1,200,14913820,9998001,1999,9999980,10000000,0,20,14911820,2000,2000,2000,2000,1000,1000
16500,10000000000650,999350,999350,118000,20000,9999509287506,503572995,49883,3804,1000,164872000,0,329960000,0,146164989,329736392,68516391,131483609,102224909,0,0,9975501,24499,168585993,100146849569,1,649008441,707200,211938550,0,59935640,10,766596400,9999990,49258690,0,0,9997960,2040,0,0,0,200,14985410,9998000,2000,9999990,10000000,0,10,14983410,2000,2000,2000,2000,1000,1000
16600,10000000000491,999509,999509,117000,20000,9999506718289,506091680,49110,3657,1000,165873000,0,331960000,0,147225310,331738686,68987059,131012941,102358141,0,0,9977280,22720,169445266,100148684670,0,652969040,322800,213154550,0,60272440,10,771838400,9999990,48654790,0,0,9999760,240,0,0,0,200,15068110,10000000,0,9999890,10000000,0,110,15068110,2000,2000,2000,2000,1000,1000
16700,10000000000039,999961,999961,114000,20000,9999504020675,507356009,43473,3311,1000,166876000,0,333960000,0,148229787,333745378,69254694,130745306,103885106,0,0,9978423,21577,170353801,100151669320,101510,655668070,400,214375650,0,60639160,102490,777016400,9897510,46757710,0,0,9999940,60,0,0,2000,200,15161790,10000000,0,9999810,10000000,0,190,15159790,2000,2000,2000,2000,1000,1000
16800,9999999999914,1000086,1000086,107000,20100,9999491023270,519634764,10050628,4064,1000,167883000,19900,335959900,0,149086712,335757872,69234194,130765806,104702606,0,0,9999948,52,171410520,100153505525,3757,658696714,15400,215633000,0,61042557,39,781694400,9999961,46063161,0,0,9963543,36457,0,0,0,200,15260640,9999999,1,9999961,10000000,0,39,15260639,2000,2000,2000,2000,1000,1000
16900,9999999999347,1000653,1000653,113000,20100,9999497671042,513582785,71661,5377,1000,168877000,19900,337959900,0,149780848,337743246,68435147,131564853,104198753,0,0,9966072,33928,172609818,100153087559,1,663237421,89600,217008950,0,61410320,880,785707600,9999120,47365220,0,0,9999880,120,0,0,0,200,15352580,10000000,0,9999820,10000000,0,180,15352580,2000,2000,2000,2000,1000,1000
17000,9999999998923,1001077,1001077,114000,20000,9999484085512,527594681,10002165,13356,1000,169876000,20000,339960000,0,150247202,339725288,67396313,132603687,103881187,0,0,9999918,82,174016706,100152454762,0,667773817,69000,218438300,0,61837517,10460,789378800,9989540,48710121,0,0,9999983,17,0,0,2000,200,15461380,9999999,1,9998021,9998081,1919,1979,15459379,2000,2000,2000,2000,1000,1000
17100,9999999999276,1000724,1000724,105000,20100,9999481268878,531254282,10071574,5774,1000,170885000,19900,341959900,0,151130926,341758452,67540720,132459280,103139880,0,0,9964334,35666,175064486,100152799532,99468,672451548,1000,219708600,0,62246279,880,794128000,9999120,49318520,0,0,9997221,2779,0,0,1,200,15563040,9998041,1959,9999920,10000000,0,80,15561080,2000,2000,2000,2000,1000,1000
17200,9999999998987,1001013,1001013,111000,20100,9999488515141,523829710,1872,17603,1000,171879000,19900,343959900,0,151994971,343722794,67869531,132130469,103427469,0,0,9999409,591,176055503,100154527796,102846,675764723,168800,220930050,0,62689277,20,799116800,9999980,48700981,0,0,9993723,6277,0,0,0,200,15672320,9999999,1,9997881,9998001,1999,2119,15672319,2000,2000,2000,2000,1000,1000
17300,9999999999350,1000650,1000650,109000,20000,9999475516318,537484813,10080271,6484,1000,172881000,20000,345960000,0,152799884,345749032,67765041,132234959,102875259,0,0,9958626,41374,177172758,100154851943,104191,680234045,117000,222231700,0,63105554,3788,803648400,9996212,49355912,0,0,9999946,54,0,0,0,200,15776390,9999998,2,9999812,10000000,0,188,15776388,2000,2000,2000,2000,1000,1000
17400,9999999999828,1000172,1000172,115000,20100,9999472583385,540054751,10001507,6622,1000,173875000,0,347959900,0,153579753,347736756,67381786,132618214,103333814,0,0,9999797,203,178285053,100156317150,0,683626200,8000,223554350,0,63487800,277250,808205600,9722750,49007150,0,0,10000000,0,0,0,0,200,15871950,10000000,0,9999850,10000000,0,150,15871950,2000,2000,2000,2000,1000,1000
17500,10000000000126,999874,999874,118000,20000,9999479627166,533022281,3683,11832,1000,174872000,0,349960000,0,154384801,349720336,67498647,132501353,103423953,0,0,9981899,18101,179362135,100157245802,0,687421997,600,224857500,0,63893597,10799,812721600,9989201,49066601,0,0,9999903,97,0,0,0,200,15973400,9999999,1,9998001,10000000,0,1999,15973399,2000,2000,2000,2000,1000,1000
17600,9999999999473,1000527,1000527,117000,20000,9999467098693,546867370,10001432,4041,1000,175873000,20000,351960000,0,155377826,351737918,68214253,131785747,102229747,0,0,9999464,536,180264282,100158243172,3000,692238837,26200,225972400,0,64383237,249209,818314800,9750791,49306791,0,0,9983263,16737,0,0,0,200,16095810,9999999,1,9999791,10000000,0,209,16095809,2000,2000,2000,2000,1000,1000
17700,9999999999553,1000447,1000447,97000,20000,9999463904958,549562676,10090240,7258,1000,176893000,0,353960000,0,156113547,353771484,67977264,132022736,102836736,0,0,9954583,45417,181453567,100159266362,101228,695753608,1000,227327400,0,64809480,98870,822614400,9901130,49087130,0,0,9981020,18980,0,0,2000,200,16204370,10000000,0,9999830,10000000,0,170,16202370,2000,2000,2000,2000,1000,1000
17800,9999999999873,1000127,1000127,108000,20000,9999470653947,542833356,1748,6104,1000,177882000,20000,355960000,0,156725656,355751792,67743723,132256277,102928877,0,0,9999964,36,182709956,100160023890,3870,699569290,1000,228632800,0,65264720,4480,826960000,9995520,49322920,0,0,9991880,8120,0,0,0,200,16316180,10000000,0,9999820,10000000,0,180,16316180,2000,2000,2000,2000,1000,1000
17900,9999999999414,1000586,1000586,108000,20000,9999468003861,546006019,58763,4666,1000,178882000,0,357960000,0,157705307,357754668,68173550,131826450,102515350,0,0,9935263,64737,183624131,100161081031,99781,703758398,59800,229865100,0,65700917,30,832048800,9999970,49309071,0,0,9999883,117,0,0,0,200,16425230,9999999,1,9997971,9998001,1999,2029,16425229,2000,2000,2000,2000,1000,1000
18000,10000000000195,999805,999805,124000,20000,9999454968507,559855921,9997929,11778,1000,179866000,0,359960000,0,158476399,359708444,68058618,131941382,101803382,0,0,9999891,109,184704235,100161394684,100586,708434926,1200,231138450,0,66111240,100410,836773200,9899590,50037590,0,0,9999960,40,0,0,0,200,16527810,10000000,0,9999990,10000000,0,10,16527810,2000,2000,2000,2000,1000,1000
18100,10000000000385,999615,999615,116000,20100,9999461905701,553719106,38444,2961,1000,180874000,20000,361959900,0,159256579,361742078,67684927,132315073,101099273,0,0,9952841,47159,185861419,100161246660,0,712906420,79000,232464000,0,66496320,4030,840984000,9995970,51209820,0,0,9999980,20,0,0,0,200,16624080,10000000,0,9997920,9998050,1950,2080,16624080,2000,2000,2000,2000,1000,1000
18200,10000000000031,999969,999969,101000,20100,9999449541824,566130738,9996842,16860,1000,181889000,0,363959900,0,160381772,363744280,68226802,131773198,101127698,0,0,9999968,32,186662248,100163137420,0,716243840,273200,233668450,0,66801040,60,846252000,9999940,50645440,0,0,9999660,340,0,0,0,200,16700260,10000000,0,9999940,10000000,0,60,16700260,2000,2000,2000,2000,1000,1000
18300,9999999999821,1000179,1000179,111000,20000,9999457103603,558365084,1756,8071,1000,182879000,20000,365960000,0,161493871,365741858,69180957,130819043,101442343,0,0,9999699,301,187436957,100165782174,99740,719953454,4800,234760150,0,67244114,142028,852116400,9857972,49234672,0,0,9999986,14,0,0,0,200,16811030,9999998,2,9999972,10000000,0,28,16811028,2000,2000,2000,2000,1000,1000
18400,9999999999416,1000584,1000584,99000,20000,9999444043490,571165685,10048117,3983,1000,183891000,20100,367960000,0,162319966,367774034,68960075,131039925,101803225,0,0,9975934,24066,188541668,100166918578,103422,723571822,400,236057850,0,67649600,143200,856664000,9856800,49093500,0,0,9993800,6200,0,0,0,200,16912400,10000000,0,10000000,10000000,0,0,16912400,2000,2000,2000,2000,1000,1000
18500,9999999998954,1001046,1001046,110000,20000,9999450713514,564911627,1749,2169,1000,184880000,0,369960000,0,162962771,369755662,68401461,131598539,101491439,0,0,9972749,27251,189776311,100166858459,1,727902721,200,237447600,0,68058320,80,860730400,9999920,50107020,0,0,9999980,20,0,0,2000,200,17016580,10000000,0,9999820,10000000,0,180,17014580,2000,2000,2000,2000,1000,1000
18600,9999999999330,1000670,1000670,98000,20100,9999437780213,576546561,9999809,6193,1000,185892000,19900,371959900,0,163806664,371771614,68567354,131432646,102905746,0,0,9999216,784,190832430,100169699878,62,730354242,3200,238644650,0,68522080,159220,865794400,9840780,48367680,0,0,9999820,180,0,0,2000,200,17132520,10000000,0,9999880,10000000,0,120,17130520,2000,2000,2000,2000,1000,1000
18700,9999999999724,1000276,1000276,110000,20000,9999444374724,569360381,1769,10351,1000,186880000,0,373960000,0,164435519,373739298,67775455,132224545,103592545,0,0,9999631,369,192076129,100170216523,101607,733895737,3400,240065500,0,68902640,62819,869664400,9937181,48567240,0,0,9999960,40,0,0,1990,200,17227650,10000000,0,9997940,9998059,1941,2060,17225660,2000,2000,2000,2000,1000,1000
18800,9999999999563,1000437,1000437,102000,20000,9999441444019,572492021,1681,10017,1000,187888000,20100,375960000,0,165265475,375755966,67580630,132419370,103481670,0,0,9999415,585,193172781,100170955965,3665,737668215,94800,241359250,0,69263120,80,874085600,9999920,48937620,0,0,9999980,20,0,0,1930,200,17317710,10000000,0,9999820,10000000,0,180,17315780,2000,2000,2000,2000,1000,1000
18900,9999999999866,1000134,1000134,109000,20000,9999428370841,585991323,10084975,6658,1000,188881000,0,377960000,0,166047361,377748684,67245134,132754866,103151266,0,0,9959009,40991,194287893,100171237190,0,741995800,0,242716750,0,69653560,6890,878404400,9993110,49596710,0,0,9999940,60,0,0,40,200,17413430,10000000,0,9999810,10000000,0,190,17413390,2000,2000,2000,2000,1000,1000
19000,9999999999529,1000471,1000471,111000,20100,9999435727705,578380408,1122,9735,1000,189879000,0,379959900,0,166950452,379738530,67563303,132436697,103510097,0,0,9954838,45162,195269868,100173015998,72,745363612,12400,243952650,0,70072840,10,883353600,9999990,48926590,0,0,9999960,40,0,0,0,200,17518210,10000000,0,9999990,10000000,0,10,17518210,2000,2000,2000,2000,1000,1000
19100,9999999999665,1000335,1000335,115000,20000,9999432632313,581466512,88526,6930,1000,190875000,20000,381960000,0,167735442,381736140,67116495,132883505,103606605,0,0,9956028,43972,196395268,100173524823,99667,749258667,1400,245282900,0,70413960,2090,887576000,9997910,49274810,0,0,9999940,60,0,0,1940,200,17605430,10000000,0,9999910,10000000,0,90,17603490,2000,2000,2000,2000,1000,1000
19200,10000000000028,999972,999972,106000,20000,9999429875838,583715238,1712,2899,1000,191884000,0,383960000,0,168539582,383762202,67371266,132628734,104222034,0,0,9998508,1492,197509510,100175547374,3100,752245734,25000,246557700,0,70852434,4008,892390000,9995992,48402692,0,0,9987966,12034,0,0,0,200,17713110,9999998,2,9999892,10000000,0,108,17713108,2000,2000,2000,2000,1000,1000
19300,10000000000103,999897,999897,112000,20000,9999427170827,586397374,1670,15583,1000,192878000,20000,385960000,0,169488873,385724834,67605151,132394849,104336549,0,0,9999377,623,198431211,100177041150,0,755885600,600,247781700,0,71219000,849,897316000,9999151,48057450,0,0,10000000,0,0,0,0,200,17804750,10000000,0,9999850,9999999,1,150,17804750,2000,2000,2000,2000,1000,1000
19400,10000000000059,999941,999941,124000,20000,9999424283457,588807962,3420,4042,1000,193866000,0,387960000,0,170326689,387723916,67238139,132761861,104899061,0,0,9999931,69,199506747,100178215362,0,759152517,12600,249141700,0,71561917,480,901597600,9999520,47860321,0,0,9967183,32817,0,0,0,200,17890480,9999999,1,9999921,9998001,1999,79,17890479,2000,2000,2000,2000,1000,1000
19500,9999999999882,1000118,1000118,110000,20000,9999411616492,601635775,10072815,5668,1000,194880000,0,389960000,0,171266140,389748664,67415507,132584493,104849993,0,0,10000000,0,200480264,100179371270,100650,761998190,995800,250355800,0,72001040,60,906362800,9999940,47734440,0,0,9938760,61240,0,0,2000,200,18002260,10000000,0,9999940,10000000,0,60,18000260,2000,2000,2000,2000,1000,1000
19600,9999999999608,1000392,1000392,115000,20000,9999409074902,604767969,9822947,4126,1000,195875000,20000,391960000,0,172162049,391741748,68296491,131703509,104371509,0,0,9999971,29,201465319,100181085262,0,767111317,800,251521950,0,72449517,31679,911970800,9968321,47300321,0,0,9997983,2017,0,0,2000,200,18114380,9999999,1,9999821,10000000,0,179,18112379,2000,2000,2000,2000,1000,1000
19700,9999999999685,1000315,1000315,118000,20000,9999416394906,596669001,1575,3234,1000,196872000,0,393960000,0,173226932,393737532,68966897,131033103,105259903,0,0,9999958,42,202286790,100183958781,3451,769935298,400,252698450,0,72887517,98880,917450800,9901120,45672421,0,0,9965083,34917,0,0,1930,200,18223810,9999999,1,9997921,9998101,1899,2079,18221879,2000,2000,2000,2000,1000,1000
19800,9999999999403,1000597,1000597,108000,20000,9999404059051,608328253,10002597,4465,1000,197882000,20000,395960000,0,174421322,395755070,70325004,129674996,106051396,0,0,9972478,27522,202995048,100187533640,3200,772775790,3000,253727200,0,73354590,88428,923633200,9911572,43535170,0,0,9999910,90,0,0,0,200,18338700,9999930,70,9999970,9999998,2,30,18338630,2000,2000,2000,2000,1000,1000
19900,9999999999550,1000450,1000450,112000,20000,9999401180863,610628610,9918880,12598,1000,198878000,0,397960000,0,175373225,397730804,70688853,129311147,106737347,0,0,9999155,845,203910759,100189689060,80,776086360,600,254938400,0,73779280,20,928884400,9999980,42573780,0,0,9999920,80,0,0,2000,200,18446820,10000000,0,9999980,10000000,0,20,18444820,2000,2000,2000,2000,1000,1000
20000,10000000000110,999890,999890,112000,20000,9999397827790,614075884,10061436,4729,1000,199878000,20000,399960000,0,176173201,399746542,70347124,129652876,106753576,0,0,9962949,37051,205016091,100190345993,59,780222656,11200,256208350,0,74220997,4049,933467600,9995951,42895251,0,0,9993903,6097,0,0,2000,200,18557250,9999999,1,9999751,10000000,0,249,18555249,2000,2000,2000,2000,1000,1000
20100,9999999999783,1000217,1000217,105000,20100,9999395100560,616188064,10002808,5127,1000,200885000,0,401959900,0,177202642,401759746,70252764,129747236,107456236,0,0,9999998,2,205912244,100192086438,100984,782497821,1007000,257435500,0,74571437,2059,938303600,9997941,42288941,0,0,9987063,12937,0,0,2000,200,18644860,9999999,1,9999941,10000000,0,59,18642859,2000,2000,2000,2000,1000,1000
20200,10000000000424,999576,999576,105000,20000,9999391839819,618998572,9973954,15602,1000,201885000,20000,403960000,0,177980931,403738796,70052471,129947529,108006129,0,0,9999949,51,207013345,100193649042,38,786999658,7000,258716100,0,74978020,119699,943164800,9880301,41821700,0,0,9999980,20,0,0,0,200,18744520,9999980,20,9999900,9999999,1,100,18744500,2000,2000,2000,2000,1000,1000
20300,9999999999894,1000106,1000106,110000,20100,9999389314705,620996482,9949002,3573,1000,202880000,0,405959900,0,179128185,405752854,70669137,129330863,108623663,0,0,9999965,35,207789819,100196067503,7,790200467,200,259903500,0,75339080,70,948596800,9999930,40707130,0,0,9976120,23880,0,0,80,200,18834850,10000000,0,9999830,10000000,0,170,18834770,2000,2000,2000,2000,1000,1000
20400,9999999999943,1000057,1000057,103000,20000,9999396353277,614102078,61422,4790,1000,203887000,0,407960000,0,180138092,407764420,70556595,129443405,108568905,0,0,9970048,29952,208702068,100197031919,1,794259941,1000,261158800,0,75697040,60,953442400,9999940,40874440,0,0,9948760,51240,0,0,0,200,18924260,10000000,0,9999940,10000000,0,60,18924260,2000,2000,2000,2000,1000,1000
20500,10000000000863,999137,999137,111000,20000,9999383629209,627050298,10000818,2825,1000,204879000,0,409960000,0,181184465,409752350,71138217,128861783,108446883,0,0,9999645,355,209541495,100198790630,2700,798255160,12400,262303650,0,76105560,9,959003600,9999991,40414810,0,0,9970440,29560,0,0,0,200,19026390,10000000,0,9999810,9999919,81,190,19026390,2000,2000,2000,2000,1000,1000
20600,10000000000418,999582,999582,108000,20100,9999390210940,621108364,57928,4519,1000,205882000,0,411959900,0,181937602,411754962,70306544,129693456,107908556,0,0,9971838,28162,210689500,100198516068,100752,803109992,10400,263626850,0,76503440,240060,963382800,9759940,41544840,0,0,9999560,440,0,0,2000,200,19127860,10000000,0,9999940,10000000,0,60,19125860,2000,2000,2000,2000,1000,1000
20700,10000000000434,999566,999566,101000,20000,9999377860841,633887109,9975137,4147,1000,206889000,20000,413960000,0,183160114,413769706,71639150,128360850,107583450,0,0,9999186,814,211378192,100200837302,0,807060297,21600,264674350,0,76917597,10,969458800,9999990,40775401,0,0,9994003,5997,0,0,2000,200,19231400,9999999,1,9999601,9998011,1989,399,19229399,2000,2000,2000,2000,1000,1000
20800,10000000000918,999082,999082,112000,20000,9999374463700,636968326,10030212,2875,1000,207878000,0,415960000,0,183961013,415750250,70714066,129285934,107982934,0,0,9954827,45173,212474277,100201257260,0,810944930,400,266061250,0,77253930,15690,973574800,9984310,41287310,0,0,9999970,30,0,0,0,200,19314960,9998030,1970,9999810,10000000,0,190,19312990,2000,2000,2000,2000,1000,1000
20900,10000000000452,999548,999548,108000,20000,9999381416924,630714098,1206,4626,1000,208882000,20000,417960000,0,184852314,417754748,70502342,129497658,107387658,0,0,9971206,28794,213483754,100201726758,3102,815597322,4800,267282250,0,77662718,186080,978497600,9813920,41923920,0,0,9995982,4018,0,0,2,200,19418680,9996002,3998,9999920,10000000,0,80,19414680,2000,2000,2000,2000,1000,1000
21000,10000000000661,999339,999339,107000,20000,9999368955435,643587767,10049389,3757,1000,209883000,0,419960000,0,186109266,419758486,71084212,128915788,107045188,0,0,9921744,78256,214160830,100203138030,0,819726960,0,268479450,0,77953560,90,983886400,9999910,41870510,0,0,9999940,60,0,0,0,200,19488390,10000000,0,9999810,10000000,0,190,19488390,2000,2000,2000,2000,1000,1000
21100,10000000000499,999501,999501,117000,20000,9999366298866,646174487,9995465,9873,1000,210873000,20000,421960000,0,187236064,421726254,71756103,128243897,107212197,0,0,9999986,14,214904640,100205347928,2,823444532,400,269579950,0,78341840,460,989620000,9999540,41031240,0,0,9971260,28740,0,0,90,200,19585550,10000000,0,9999940,10000000,0,60,19585460,2000,2000,2000,2000,1000,1000
21200,10000000000803,999197,999197,114000,20100,9999372635178,638604041,52867,4077,1000,211876000,19900,423959900,0,187894003,423743846,70750099,129249901,108543401,0,0,9974277,25723,216167223,100206527800,0,826462990,9000,270958200,0,78730360,90,993632800,9999910,40706410,0,0,9999940,60,0,0,30,200,19682620,10000000,0,9999810,10000000,0,190,19682590,2000,2000,2000,2000,1000,1000
21300,10000000000920,999080,999080,109000,20000,9999359094354,652587334,10042958,9345,1000,212881000,0,425960000,0,188543412,425743310,69668988,130331012,108190612,0,0,9999988,12,217427598,100205927492,8,831109008,800,272381950,0,79089200,0,997490800,10000000,42140400,0,0,9979000,21000,0,0,0,200,19772300,10000000,0,9999900,10000000,0,100,19772300,2000,2000,2000,2000,1000,1000
21400,10000000000779,999221,999221,108000,20000,9999355797186,656273692,10005798,10620,1000,213882000,0,427960000,0,189231438,427742760,69095148,130904852,107909652,0,0,9999932,68,218630792,100205965737,75,835439192,93600,273718950,0,79522116,29,1001735600,9999971,42995171,0,0,9967684,32316,0,0,1,200,19880530,10000000,0,9999871,10000000,0,129,19880529,2000,2000,2000,2000,1000,1000
21500,10000000001490,998510,998510,98000,20100,9999353034724,658298017,9993865,16900,1000,214892000,19900,429959900,0,190197964,429750200,69451821,130548179,108751279,0,0,9978016,21984,219568216,100208344104,16,838524726,400,274907950,0,79924110,30,1006907200,9999970,41796870,0,0,9999990,10,0,0,0,200,19984020,9996010,3990,9999970,10000000,0,30,19980030,2000,2000,2000,2000,1000,1000
21600,10000000002312,997688,997688,98000,20000,9999350650882,660489700,10002016,10949,1000,215892000,0,431960000,0,191400953,431762102,70423772,129576228,109045828,0,0,9942937,57063,220274739,100210984379,2891,841948831,800,276028850,0,80345640,10,1012759200,9999990,40530390,0,0,9999960,40,0,0,0,200,20086410,10000000,0,9999990,10000000,0,10,20086410,2000,2000,2000,2000,1000,1000
21700,10000000002486,997514,997514,100000,20000,9999347991542,662761046,9925476,5999,1000,216890000,20000,433960000,0,192468610,433768002,70969678,129030322,109529922,0,0,9999180,820,221116882,100213324372,3100,845309737,5200,277162550,0,80730037,80,1018274400,9999920,39498391,0,0,9994163,5837,0,0,0,200,20182510,9999999,1,9997891,9998071,1929,2109,20182509,2000,2000,2000,2000,1000,1000
21800,10000000002385,997615,997615,116000,20000,9999344499439,665964882,10046992,3766,1000,217874000,0,435960000,0,193234005,435740468,69934921,130065079,109905579,0,0,9999995,5,222236563,100213660479,1,849194081,1600,278558650,0,81073780,90060,1022318400,9909940,40069440,0,0,9957220,42780,0,0,0,200,20269900,9998060,1940,9999840,10000000,0,160,20267960,2000,2000,2000,2000,1000,1000
21900,10000000001609,998391,998391,119000,20000,9999341588736,668418151,9999753,14277,1000,218871000,0,437960000,0,194181356,437713446,69688597,130311403,110444603,0,0,9999954,46,223180600,100215124330,0,852620360,7000,279832200,0,81399960,134490,1027050800,9865510,39732310,0,0,9973440,26560,0,0,0,200,20351490,9998000,2000,9999910,10000000,0,90,20349490,2000,2000,2000,2000,1000,1000
22000,10000000001256,998744,998744,111000,20000,9999338684099,670764616,10004834,14593,1000,219879000,0,439960000,0,195111234,439728814,69911165,130088835,111104435,0,0,9996816,3184,224164430,100217083279,100471,855971071,4600,281046600,0,81812600,152950,1032150800,9847050,38831450,0,0,10000000,0,0,0,0,200,20453150,10000000,0,9999850,10000000,0,150,20453150,2000,2000,2000,2000,1000,1000
22100,10000000000435,999565,999565,121000,20000,9999345409655,663517988,11706,13771,1000,220869000,0,441960000,0,195894999,441710458,69288323,130711677,111711377,0,0,9999981,19,225276439,100217957240,3300,859414780,0,282408050,0,82144080,20,1036300000,9999980,39000280,0,0,9990820,9180,0,0,0,200,20539020,9996000,4000,9999980,10000000,0,20,20535020,2000,2000,2000,2000,1000,1000
22200,10000000000317,999683,999683,113000,20000,9999342870400,666131359,1425,6014,1000,221877000,0,443960000,0,196985953,443741972,70193799,129806201,111746701,0,0,9999987,13,226107559,100220131014,103906,863220446,1400,283522200,0,82593840,11567,1042054000,9988433,38047840,0,0,9998960,1040,0,0,0,200,20648460,10000000,0,9999940,9999907,93,60,20648460,2000,2000,2000,2000,1000,1000
22300,10000000001048,998952,998952,105000,20000,9999339409265,669146432,2878,10578,1000,222885000,0,445960000,0,197621088,445748844,69337527,130662473,112297973,0,0,9999942,58,227374086,100220760890,0,866774780,5600,284903850,0,83002679,14770,1046040000,9985230,38349730,0,0,9985321,14679,0,0,1,200,20753670,9996001,3999,9999930,10000000,0,70,20749670,2000,2000,2000,2000,1000,1000
22400,10000000000868,999132,999132,114000,20000,9999326510882,681439095,9999503,12537,1000,223876000,20000,447960000,0,198543079,447726926,69325327,130674673,112995273,0,0,9999571,429,228338597,100222451484,103266,869865366,222000,286132950,0,83381000,50,1050846400,9999950,37679350,0,0,10000000,0,0,0,0,200,20845250,10000000,0,9999950,10000000,0,50,20845250,2000,2000,2000,2000,1000,1000
22500,10000000000765,999235,999235,113000,20000,9999323598618,684022458,10001776,13186,1000,224877000,0,449960000,0,199448874,449727628,69205406,130794594,113418094,0,0,9999956,44,229339584,100224040794,0,873459374,23600,287424550,0,83756674,98090,1055644000,9901910,37274432,0,0,9987626,12374,0,0,0,200,20939170,9999998,2,9999432,9996022,3978,568,20939168,2000,2000,2000,2000,1000,1000
22600,10000000000225,999775,999775,113000,20000,9999331192321,676600313,47339,3649,1000,225877000,0,451960000,0,200645053,451746702,69816814,130183186,113335986,0,0,9977027,22973,230073029,100226082102,0,877221237,6800,288566350,0,84114237,255239,1061251200,9744761,36591961,0,0,9993963,6037,0,0,0,200,21028620,9999919,81,9999861,10000000,0,139,21028539,2000,2000,2000,2000,1000,1000
22700,10000000000133,999867,999867,111000,20000,9999318177736,689838787,10036353,12266,1000,226879000,0,453960000,0,201531258,453733468,69856673,130143327,113211527,0,0,9979592,20408,231074160,100226689360,102394,881492488,11200,289843650,0,84512194,2048,1065935200,9997952,36929752,0,0,9953806,46194,0,0,0,200,21128050,9999998,2,9999752,10000000,0,248,21128048,2000,2000,2000,2000,1000,1000
22800,10000000000099,999901,999901,109000,20100,9999315249440,692641654,10067472,5243,1000,227881000,0,455959900,0,202456629,455751514,69937034,130062966,113440666,0,0,9962311,37689,232063125,100228286545,100479,885180013,2000,291063250,0,84927033,138060,1071007200,9861940,36480242,0,0,9987967,12033,0,0,1,200,21231760,9999999,1,9995842,9996002,3998,4158,21231758,2000,2000,2000,2000,1000,1000
22900,10000000000548,999452,999452,114000,20000,9999312526405,695474358,9933000,4742,1000,228876000,20100,457960000,0,203436546,457742516,70386913,129613087,113429487,0,0,9999204,796,232975720,100229915109,27,888936748,45000,292236300,0,85313030,3569,1076238400,9996431,36178043,0,0,9999970,30,0,0,1991,200,21330250,9999998,2,9999943,9998012,1988,57,21328257,2000,2000,2000,2000,1000,1000
23000,10000000000615,999385,999385,108000,20100,9999319682027,688534325,1497,3708,1000,229882000,0,459959900,0,204454751,459756584,70197482,129802518,113301318,0,0,9975779,24221,233884163,100231052779,11,893003491,9400,293491700,0,85670680,287269,1081228400,9712731,36213930,0,0,9999920,80,0,0,0,200,21417670,10000000,0,9999930,9999999,1,70,21417670,2000,2000,2000,2000,1000,1000
