Time\ number,r2_1_100,r2_1_200,r1_1_300,r1_1_400,Time\ Probability,r2_1_100,r2_1_200,r1_1_300,r1_1_400
138400,998,998,1002.0,998.0,138400,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
138500,1000,1000,1000.0,1000.0,138500,9.999000099990002e-05,9.999000099990002e-05,9.99990000099999e-06,9.99990000099999e-06
138600,990,990,990.0,1010.0,138600,0.00010098980003019696,0.00010098980003019696,9.99990000099999e-06,9.99990000099999e-06
138700,995,996,995.0,1005.0,138700,0.00010048990076497312,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
138800,997,997,997.0,1003.0,138800,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
138900,996,996,996.0,1004.0,138900,0.00010038992085194648,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
139000,998,998,998.0,1002.0,139000,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
139100,996,996,996.0,1004.0,139100,0.00010038992085194648,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
139200,996,996,996.0,1004.0,139200,0.00010038992085194648,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
139300,997,997,997.0,1003.0,139300,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
139400,997,997,997.0,1003.0,139400,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
139500,991,991,992.0,1009.0,139500,0.00010088982021714009,0.00010088982021714009,9.99990000099999e-06,9.99990000099999e-06
139600,982,983,983.0,1017.0,139600,0.00010178963781487044,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
139700,982,983,983.0,1018.0,139700,0.00010178963781487044,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
139800,978,978,978.0,1022.0,139800,0.00010218955622735357,0.00010218955622735357,9.99990000099999e-06,9.99990000099999e-06
139900,981,982,982.0,1019.0,139900,0.00010188961744798205,0.00010178963781487044,9.99990000099999e-06,9.99990000099999e-06
140000,983,983,983.0,1017.0,140000,0.00010168965816176495,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
140100,995,995,995.0,1005.0,140100,0.00010048990076497312,0.00010048990076497312,9.99990000099999e-06,9.99990000099999e-06
140200,994,994,994.0,1006.0,140200,0.00010058988065800582,0.00010058988065800582,9.99990000099999e-06,9.99990000099999e-06
140300,987,987,987.0,1013.0,140300,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
140400,981,981,981.0,1019.0,140400,0.00010188961744798205,0.00010188961744798205,9.99990000099999e-06,9.99990000099999e-06
140500,988,988,988.0,1012.0,140500,0.00010118975959632885,0.00010118975959632885,9.99990000099999e-06,9.99990000099999e-06
140600,986,986,986.0,1014.0,140600,0.00010138971908248506,0.00010138971908248506,9.99990000099999e-06,9.99990000099999e-06
140700,994,994,994.0,1006.0,140700,0.00010058988065800582,0.00010058988065800582,9.99990000099999e-06,9.99990000099999e-06
140800,1000,1000,1001.0,1000.0,140800,9.999000099990002e-05,9.999000099990002e-05,9.99990000099999e-06,9.99990000099999e-06
140900,998,998,998.0,1002.0,140900,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
141000,997,997,1003.0,997.0,141000,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
141100,995,995,1005.0,995.0,141100,0.00010048990076497312,0.00010048990076497312,9.99990000099999e-06,9.99990000099999e-06
141200,999,999,999.0,1001.0,141200,0.0001000899809929026,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
141300,999,999,999.0,1001.0,141300,0.0001000899809929026,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
141400,998,998,998.0,1002.0,141400,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
141500,995,995,995.0,1005.0,141500,0.00010048990076497312,0.00010048990076497312,9.99990000099999e-06,9.99990000099999e-06
141600,990,990,990.0,1010.0,141600,0.00010098980003019696,0.00010098980003019696,9.99990000099999e-06,9.99990000099999e-06
141700,995,995,995.0,1005.0,141700,0.00010048990076497312,0.00010048990076497312,9.99990000099999e-06,9.99990000099999e-06
141800,998,998,1002.0,998.0,141800,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
141900,993,993,1007.0,993.0,141900,0.00010068986053104453,0.00010068986053104453,9.99990000099999e-06,9.99990000099999e-06
142000,993,993,1007.0,993.0,142000,0.00010068986053104453,0.00010068986053104453,9.99990000099999e-06,9.99990000099999e-06
142100,993,993,1007.0,993.0,142100,0.00010068986053104453,0.00010068986053104453,9.99990000099999e-06,9.99990000099999e-06
142200,999,999,1001.0,999.0,142200,0.0001000899809929026,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
142300,998,998,1002.0,998.0,142300,0.0001001899609659112,0.0001001899609659112,9.99990000099999e-06,9.99990000099999e-06
142400,992,992,1008.0,992.0,142400,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
142500,990,990,1010.0,990.0,142500,0.00010098980003019696,0.00010098980003019696,9.99990000099999e-06,9.99990000099999e-06
142600,985,985,1015.0,985.0,142600,0.00010148969879557225,0.00010148969879557225,9.99990000099999e-06,9.99990000099999e-06
142700,991,991,1009.0,991.0,142700,0.00010088982021714009,0.00010088982021714009,9.99990000099999e-06,9.99990000099999e-06
142800,982,982,1018.0,982.0,142800,0.00010178963781487044,0.00010178963781487044,9.99990000099999e-06,9.99990000099999e-06
142900,981,981,1019.0,981.0,142900,0.00010188961744798205,0.00010188961744798205,9.99990000099999e-06,9.99990000099999e-06
143000,980,980,1020.0,980.0,143000,0.00010198959706109978,0.00010198959706109978,9.99990000099999e-06,9.99990000099999e-06
143100,984,984,1016.0,984.0,143100,0.00010158967848866555,0.00010158967848866555,9.99990000099999e-06,9.99990000099999e-06
143200,986,985,1015.0,985.0,143200,0.00010138971908248506,0.00010148969879557225,9.99990000099999e-06,9.99990000099999e-06
143300,985,984,1015.0,985.0,143300,0.00010148969879557225,0.00010158967848866555,9.99990000099999e-06,9.99990000099999e-06
143400,981,981,1019.0,981.0,143400,0.00010188961744798205,0.00010188961744798205,9.99990000099999e-06,9.99990000099999e-06
143500,980,980,1020.0,980.0,143500,0.00010198959706109978,0.00010198959706109978,9.99990000099999e-06,9.99990000099999e-06
143600,975,975,1025.0,975.0,143600,0.00010248949482678026,0.00010248949482678026,9.99990000099999e-06,9.99990000099999e-06
143700,975,975,1025.0,975.0,143700,0.00010248949482678026,0.00010248949482678026,9.99990000099999e-06,9.99990000099999e-06
143800,979,979,1021.0,979.0,143800,0.0001020895766542236,0.0001020895766542236,9.99990000099999e-06,9.99990000099999e-06
143900,972,972,1028.0,972.0,143900,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
144000,980,980,1020.0,980.0,144000,0.00010198959706109978,0.00010198959706109978,9.99990000099999e-06,9.99990000099999e-06
144100,980,980,1020.0,980.0,144100,0.00010198959706109978,0.00010198959706109978,9.99990000099999e-06,9.99990000099999e-06
144200,987,987,1013.0,987.0,144200,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
144300,989,989,1011.0,989.0,144300,0.00010108977982325986,0.00010108977982325986,9.99990000099999e-06,9.99990000099999e-06
144400,989,989,1011.0,989.0,144400,0.00010108977982325986,0.00010108977982325986,9.99990000099999e-06,9.99990000099999e-06
144500,989,989,1011.0,989.0,144500,0.00010108977982325986,0.00010108977982325986,9.99990000099999e-06,9.99990000099999e-06
144600,987,987,1013.0,987.0,144600,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
144700,988,988,1012.0,988.0,144700,0.00010118975959632885,0.00010118975959632885,9.99990000099999e-06,9.99990000099999e-06
144800,997,997,1003.0,997.0,144800,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
144900,997,997,1003.0,997.0,144900,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
145000,999,999,999.0,1001.0,145000,0.0001000899809929026,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
145100,1000,1000,1000.0,1000.0,145100,9.999000099990002e-05,9.999000099990002e-05,9.99990000099999e-06,9.99990000099999e-06
145200,992,992,1008.0,992.0,145200,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
145300,992,992,1008.0,992.0,145300,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
145400,994,994,1006.0,994.0,145400,0.00010058988065800582,0.00010058988065800582,9.99990000099999e-06,9.99990000099999e-06
145500,992,992,1008.0,992.0,145500,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
145600,989,988,1012.0,988.0,145600,0.00010108977982325986,0.00010118975959632885,9.99990000099999e-06,9.99990000099999e-06
145700,984,983,1017.0,983.0,145700,0.00010158967848866555,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
145800,977,977,1023.0,977.0,145800,0.00010228953578048966,0.00010228953578048966,9.99990000099999e-06,9.99990000099999e-06
145900,970,970,1030.0,970.0,145900,0.00010298939209261448,0.00010298939209261448,9.99990000099999e-06,9.99990000099999e-06
146000,968,968,1032.0,968.0,146000,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
146100,966,965,1035.0,965.0,146100,0.000103389309545393,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
146200,964,964,1036.0,964.0,146200,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
146300,955,955,1045.0,955.0,146300,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
146400,954,954,1046.0,954.0,146400,0.00010458905998432565,0.00010458905998432565,9.99990000099999e-06,9.99990000099999e-06
146500,949,949,1051.0,949.0,146500,0.00010508895515081363,0.00010508895515081363,9.99990000099999e-06,9.99990000099999e-06
146600,955,955,1045.0,955.0,146600,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
146700,953,953,1047.0,953.0,146700,0.00010468903905761067,0.00010468903905761067,9.99990000099999e-06,9.99990000099999e-06
146800,955,955,1045.0,955.0,146800,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
146900,951,951,1049.0,951.0,146900,0.00010488899714419958,0.00010488899714419958,9.99990000099999e-06,9.99990000099999e-06
147000,953,953,1047.0,953.0,147000,0.00010468903905761067,0.00010468903905761067,9.99990000099999e-06,9.99990000099999e-06
147100,949,949,1051.0,949.0,147100,0.00010508895515081363,0.00010508895515081363,9.99990000099999e-06,9.99990000099999e-06
147200,951,951,1049.0,951.0,147200,0.00010488899714419958,0.00010488899714419958,9.99990000099999e-06,9.99990000099999e-06
147300,948,948,1052.0,948.0,147300,0.00010518893412413015,0.00010518893412413015,9.99990000099999e-06,9.99990000099999e-06
147400,947,947,1053.0,947.0,147400,0.00010528891307745295,0.00010528891307745295,9.99990000099999e-06,9.99990000099999e-06
147500,945,945,1056.0,945.0,147500,0.0001054888709241175,0.0001054888709241175,9.99990000099999e-06,9.99990000099999e-06
147600,937,937,1063.0,937.0,147600,0.0001062887015110294,0.0001062887015110294,9.99990000099999e-06,9.99990000099999e-06
147700,935,935,1065.0,935.0,147700,0.000106488658957821,0.000106488658957821,9.99990000099999e-06,9.99990000099999e-06
147800,931,931,1069.0,931.0,147800,0.00010688857361148093,0.00010688857361148093,9.99990000099999e-06,9.99990000099999e-06
147900,932,931,1068.0,931.0,147900,0.00010678859497805635,0.00010688857361148093,9.99990000099999e-06,9.99990000099999e-06
148000,935,935,1065.0,935.0,148000,0.000106488658957821,0.000106488658957821,9.99990000099999e-06,9.99990000099999e-06
148100,939,939,1061.0,939.0,148100,0.00010608874398426327,0.00010608874398426327,9.99990000099999e-06,9.99990000099999e-06
148200,942,942,1058.0,942.0,148200,0.00010578880754416181,0.00010578880754416181,9.99990000099999e-06,9.99990000099999e-06
148300,942,942,1058.0,942.0,148300,0.00010578880754416181,0.00010578880754416181,9.99990000099999e-06,9.99990000099999e-06
148400,953,953,1047.0,953.0,148400,0.00010468903905761067,0.00010468903905761067,9.99990000099999e-06,9.99990000099999e-06
148500,956,956,1044.0,956.0,148500,0.0001043891017777744,0.0001043891017777744,9.99990000099999e-06,9.99990000099999e-06
148600,963,963,1037.0,963.0,148600,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
148700,965,965,1035.0,965.0,148700,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
148800,962,962,1038.0,962.0,148800,0.0001037892266782708,0.0001037892266782708,9.99990000099999e-06,9.99990000099999e-06
148900,965,965,1035.0,965.0,148900,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
149000,961,961,1039.0,961.0,149000,0.00010388920591150579,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
149100,963,963,1037.0,963.0,149100,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
149200,964,964,1036.0,964.0,149200,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
149300,970,970,1030.0,970.0,149300,0.00010298939209261448,0.00010298939209261448,9.99990000099999e-06,9.99990000099999e-06
149400,977,977,1023.0,977.0,149400,0.00010228953578048966,0.00010228953578048966,9.99990000099999e-06,9.99990000099999e-06
149500,972,972,1028.0,971.0,149500,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
149600,960,960,1040.0,960.0,149600,0.00010398918512474702,0.00010398918512474702,9.99990000099999e-06,9.99990000099999e-06
149700,963,963,1037.0,963.0,149700,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
149800,962,962,1038.0,962.0,149800,0.0001037892266782708,0.0001037892266782708,9.99990000099999e-06,9.99990000099999e-06
149900,962,962,1038.0,962.0,149900,0.0001037892266782708,0.0001037892266782708,9.99990000099999e-06,9.99990000099999e-06
150000,965,965,1035.0,966.0,150000,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
150100,959,958,1043.0,957.0,150100,0.0001040891643179945,0.00010418914349124821,9.99990000099999e-06,9.99990000099999e-06
150200,960,960,1040.0,960.0,150200,0.00010398918512474702,0.00010398918512474702,9.99990000099999e-06,9.99990000099999e-06
150300,966,966,1034.0,966.0,150300,0.000103389309545393,0.000103389309545393,9.99990000099999e-06,9.99990000099999e-06
150400,961,961,1039.0,961.0,150400,0.00010388920591150579,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
150500,961,961,1039.0,961.0,150500,0.00010388920591150579,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
150600,965,965,1035.0,965.0,150600,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
150700,967,967,1033.0,967.0,150700,0.00010328933021218909,0.00010328933021218909,9.99990000099999e-06,9.99990000099999e-06
150800,966,966,1034.0,966.0,150800,0.000103389309545393,0.000103389309545393,9.99990000099999e-06,9.99990000099999e-06
150900,967,967,1033.0,967.0,150900,0.00010328933021218909,0.00010328933021218909,9.99990000099999e-06,9.99990000099999e-06
151000,959,959,1041.0,959.0,151000,0.0001040891643179945,0.0001040891643179945,9.99990000099999e-06,9.99990000099999e-06
151100,964,964,1036.0,964.0,151100,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
151200,961,961,1039.0,961.0,151200,0.00010388920591150579,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
151300,964,964,1036.0,964.0,151300,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
151400,966,966,1034.0,966.0,151400,0.000103389309545393,0.000103389309545393,9.99990000099999e-06,9.99990000099999e-06
151500,967,966,1034.0,967.0,151500,0.00010328933021218909,0.000103389309545393,9.99990000099999e-06,9.99990000099999e-06
151600,968,968,1032.0,968.0,151600,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
151700,964,964,1036.0,964.0,151700,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
151800,958,958,1042.0,958.0,151800,0.00010418914349124821,0.00010418914349124821,9.99990000099999e-06,9.99990000099999e-06
151900,958,958,1041.0,959.0,151900,0.00010418914349124821,0.00010418914349124821,9.99990000099999e-06,9.99990000099999e-06
152000,960,960,1040.0,960.0,152000,0.00010398918512474702,0.00010398918512474702,9.99990000099999e-06,9.99990000099999e-06
152100,955,955,1045.0,955.0,152100,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
152200,960,960,1040.0,960.0,152200,0.00010398918512474702,0.00010398918512474702,9.99990000099999e-06,9.99990000099999e-06
152300,964,964,1036.0,964.0,152300,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
152400,972,972,1028.0,972.0,152400,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
152500,962,962,1038.0,962.0,152500,0.0001037892266782708,0.0001037892266782708,9.99990000099999e-06,9.99990000099999e-06
152600,964,964,1036.0,964.0,152600,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
152700,968,968,1032.0,968.0,152700,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
152800,967,967,1033.0,967.0,152800,0.00010328933021218909,0.00010328933021218909,9.99990000099999e-06,9.99990000099999e-06
152900,964,964,1036.0,964.0,152900,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
153000,957,957,1043.0,957.0,153000,0.00010428912264450817,0.00010428912264450817,9.99990000099999e-06,9.99990000099999e-06
153100,954,954,1046.0,954.0,153100,0.00010458905998432565,0.00010458905998432565,9.99990000099999e-06,9.99990000099999e-06
153200,957,957,1043.0,957.0,153200,0.00010428912264450817,0.00010428912264450817,9.99990000099999e-06,9.99990000099999e-06
153300,963,963,1037.0,963.0,153300,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
153400,961,961,1039.0,961.0,153400,0.00010388920591150579,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
153500,959,959,1041.0,959.0,153500,0.0001040891643179945,0.0001040891643179945,9.99990000099999e-06,9.99990000099999e-06
153600,955,955,1045.0,955.0,153600,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
153700,955,955,1045.0,955.0,153700,0.0001044890808910469,0.0001044890808910469,9.99990000099999e-06,9.99990000099999e-06
153800,958,958,1042.0,958.0,153800,0.00010418914349124821,0.00010418914349124821,9.99990000099999e-06,9.99990000099999e-06
153900,967,967,1033.0,967.0,153900,0.00010328933021218909,0.00010328933021218909,9.99990000099999e-06,9.99990000099999e-06
154000,972,972,1028.0,972.0,154000,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
154100,968,968,1032.0,968.0,154100,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
154200,968,968,1032.0,968.0,154200,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
154300,971,971,1029.0,971.0,154300,0.0001028894126794353,0.0001028894126794353,9.99990000099999e-06,9.99990000099999e-06
154400,975,975,1025.0,975.0,154400,0.00010248949482678026,0.00010248949482678026,9.99990000099999e-06,9.99990000099999e-06
154500,971,971,1029.0,971.0,154500,0.0001028894126794353,0.0001028894126794353,9.99990000099999e-06,9.99990000099999e-06
154600,972,972,1028.0,972.0,154600,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
154700,974,974,1026.0,974.0,154700,0.00010258947431993479,0.00010258947431993479,9.99990000099999e-06,9.99990000099999e-06
154800,972,972,1028.0,972.0,154800,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
154900,970,970,1030.0,970.0,154900,0.00010298939209261448,0.00010298939209261448,9.99990000099999e-06,9.99990000099999e-06
155000,967,967,1033.0,967.0,155000,0.00010328933021218909,0.00010328933021218909,9.99990000099999e-06,9.99990000099999e-06
155100,962,961,1038.0,962.0,155100,0.0001037892266782708,0.00010388920591150579,9.99990000099999e-06,9.99990000099999e-06
155200,958,958,1042.0,958.0,155200,0.00010418914349124821,0.00010418914349124821,9.99990000099999e-06,9.99990000099999e-06
155300,953,953,1047.0,953.0,155300,0.00010468903905761067,0.00010468903905761067,9.99990000099999e-06,9.99990000099999e-06
155400,956,956,1044.0,956.0,155400,0.0001043891017777744,0.0001043891017777744,9.99990000099999e-06,9.99990000099999e-06
155500,956,956,1044.0,956.0,155500,0.0001043891017777744,0.0001043891017777744,9.99990000099999e-06,9.99990000099999e-06
155600,963,963,1037.0,962.0,155600,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
155700,968,968,1032.0,967.0,155700,0.00010318935085899135,0.00010318935085899135,9.99990000099999e-06,9.99990000099999e-06
155800,969,969,1031.0,969.0,155800,0.0001030893714857998,0.0001030893714857998,9.99990000099999e-06,9.99990000099999e-06
155900,969,969,1031.0,969.0,155900,0.0001030893714857998,0.0001030893714857998,9.99990000099999e-06,9.99990000099999e-06
156000,963,963,1037.0,963.0,156000,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
156100,964,964,1036.0,964.0,156100,0.00010358926815181946,0.00010358926815181946,9.99990000099999e-06,9.99990000099999e-06
156200,963,963,1037.0,963.0,156200,0.00010368924742504205,0.00010368924742504205,9.99990000099999e-06,9.99990000099999e-06
156300,962,962,1038.0,962.0,156300,0.0001037892266782708,0.0001037892266782708,9.99990000099999e-06,9.99990000099999e-06
156400,965,965,1035.0,965.0,156400,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
156500,965,965,1035.0,965.0,156500,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
156600,966,966,1034.0,966.0,156600,0.000103389309545393,0.000103389309545393,9.99990000099999e-06,9.99990000099999e-06
156700,973,973,1027.0,973.0,156700,0.00010268945379309543,0.00010268945379309543,9.99990000099999e-06,9.99990000099999e-06
156800,974,974,1026.0,974.0,156800,0.00010258947431993479,0.00010258947431993479,9.99990000099999e-06,9.99990000099999e-06
156900,975,974,1025.0,975.0,156900,0.00010248949482678026,0.00010258947431993479,9.99990000099999e-06,9.99990000099999e-06
157000,983,983,1017.0,983.0,157000,0.00010168965816176495,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
157100,984,984,1016.0,984.0,157100,0.00010158967848866555,0.00010158967848866555,9.99990000099999e-06,9.99990000099999e-06
157200,986,986,1014.0,986.0,157200,0.00010138971908248506,0.00010138971908248506,9.99990000099999e-06,9.99990000099999e-06
157300,990,990,1010.0,990.0,157300,0.00010098980003019696,0.00010098980003019696,9.99990000099999e-06,9.99990000099999e-06
157400,991,991,1009.0,991.0,157400,0.00010088982021714009,0.00010088982021714009,9.99990000099999e-06,9.99990000099999e-06
157500,988,988,1012.0,988.0,157500,0.00010118975959632885,0.00010118975959632885,9.99990000099999e-06,9.99990000099999e-06
157600,987,987,1013.0,987.0,157600,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
157700,987,987,1013.0,987.0,157700,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
157800,992,992,1008.0,992.0,157800,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
157900,1000,999,1000.0,1000.0,157900,9.999000099990002e-05,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
158000,999,999,999.0,1001.0,158000,0.0001000899809929026,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
158100,992,992,1008.0,992.0,158100,0.00010078984038408928,0.00010078984038408928,9.99990000099999e-06,9.99990000099999e-06
158200,986,986,1014.0,986.0,158200,0.00010138971908248506,0.00010138971908248506,9.99990000099999e-06,9.99990000099999e-06
158300,989,989,1011.0,989.0,158300,0.00010108977982325986,0.00010108977982325986,9.99990000099999e-06,9.99990000099999e-06
158400,996,996,1004.0,996.0,158400,0.00010038992085194648,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
158500,996,996,1004.0,996.0,158500,0.00010038992085194648,0.00010038992085194648,9.99990000099999e-06,9.99990000099999e-06
158600,997,997,1003.0,997.0,158600,0.00010028994091892584,0.00010028994091892584,9.99990000099999e-06,9.99990000099999e-06
158700,998,999,998.0,1001.0,158700,0.0001001899609659112,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
158800,998,999,998.0,1002.0,158800,0.0001001899609659112,0.0001000899809929026,9.99990000099999e-06,9.99990000099999e-06
158900,995,995,995.0,1005.0,158900,0.00010048990076497312,0.00010048990076497312,9.99990000099999e-06,9.99990000099999e-06
159000,990,990,990.0,1010.0,159000,0.00010098980003019696,0.00010098980003019696,9.99990000099999e-06,9.99990000099999e-06
159100,989,989,989.0,1011.0,159100,0.00010108977982325986,0.00010108977982325986,9.99990000099999e-06,9.99990000099999e-06
159200,987,988,988.0,1013.0,159200,0.00010128973934940391,0.00010118975959632885,9.99990000099999e-06,9.99990000099999e-06
159300,983,983,983.0,1017.0,159300,0.00010168965816176495,0.00010168965816176495,9.99990000099999e-06,9.99990000099999e-06
159400,981,981,981.0,1019.0,159400,0.00010188961744798205,0.00010188961744798205,9.99990000099999e-06,9.99990000099999e-06
159500,984,984,984.0,1016.0,159500,0.00010158967848866555,0.00010158967848866555,9.99990000099999e-06,9.99990000099999e-06
159600,984,984,984.0,1016.0,159600,0.00010158967848866555,0.00010158967848866555,9.99990000099999e-06,9.99990000099999e-06
159700,987,987,987.0,1013.0,159700,0.00010128973934940391,0.00010128973934940391,9.99990000099999e-06,9.99990000099999e-06
159800,979,979,979.0,1021.0,159800,0.0001020895766542236,0.0001020895766542236,9.99990000099999e-06,9.99990000099999e-06
159900,977,977,977.0,1023.0,159900,0.00010228953578048966,0.00010228953578048966,9.99990000099999e-06,9.99990000099999e-06
160000,978,978,978.0,1022.0,160000,0.00010218955622735357,0.00010218955622735357,9.99990000099999e-06,9.99990000099999e-06
160100,972,973,973.0,1027.0,160100,0.00010278943324626227,0.00010268945379309543,9.99990000099999e-06,9.99990000099999e-06
160200,974,974,974.0,1026.0,160200,0.00010258947431993479,0.00010258947431993479,9.99990000099999e-06,9.99990000099999e-06
160300,976,976,976.0,1024.0,160300,0.00010238951531363188,0.00010238951531363188,9.99990000099999e-06,9.99990000099999e-06
160400,979,979,979.0,1021.0,160400,0.0001020895766542236,0.0001020895766542236,9.99990000099999e-06,9.99990000099999e-06
160500,978,978,978.0,1022.0,160500,0.00010218955622735357,0.00010218955622735357,9.99990000099999e-06,9.99990000099999e-06
160600,981,981,981.0,1020.0,160600,0.00010188961744798205,0.00010188961744798205,9.99990000099999e-06,9.99990000099999e-06
160700,982,982,982.0,1018.0,160700,0.00010178963781487044,0.00010178963781487044,9.99990000099999e-06,9.99990000099999e-06
160800,973,973,973.0,1027.0,160800,0.00010268945379309543,0.00010268945379309543,9.99990000099999e-06,9.99990000099999e-06
160900,972,972,972.0,1028.0,160900,0.00010278943324626227,0.00010278943324626227,9.99990000099999e-06,9.99990000099999e-06
161000,969,969,969.0,1031.0,161000,0.0001030893714857998,0.0001030893714857998,9.99990000099999e-06,9.99990000099999e-06
161100,965,965,965.0,1035.0,161100,0.00010348928885860313,0.00010348928885860313,9.99990000099999e-06,9.99990000099999e-06
