time_msec,min,max,mean,std,geom_mean,std_log,geoSD
0,1000.0,1000.0,1000.0,0.0,1000.0,0.0,1.0
1000,99695.0,101567.0,100575.96666666666,644.2330100703998,100573.9734185848,0.0027805345650341096,1.0064229567248353
2000,1998436.0,2067196.0,2027338.8333333333,19037.169977818867,2027252.505991087,0.004075548387331867,1.009428467539002
3000,3163494.0,3231668.0,3189369.566666667,16529.06191652236,3189328.218970617,0.0022484878530460817,1.0051907601685781
4000,3555281.0,3618139.0,3582983.2333333334,19309.12242810838,3582932.968295866,0.0023394245729305052,1.0054012586323697
5000,3483196.0,3594848.0,3542633.033333333,27455.672016823813,3542530.064609035,0.0033688930171640956,1.007787327576027
6000,3348972.0,3425094.0,3388578.5,19415.717798678757,3388524.6804633513,0.002490158681407202,1.0057502719661389
7000,3194615.0,3271705.0,3238565.5,21044.40443238518,3238499.3962994427,0.0028223835877750018,1.0065199412555612
8000,3071720.0,3147564.0,3112084.8333333335,20789.46872666018,3112017.680924481,0.002902119995746336,1.0067047551456385
9000,2985968.0,3067747.0,3031075.5,21860.670309863595,3030999.1965252385,0.0031353235786755174,1.0072454716606043
10000,2949913.0,3026570.0,2980407.6,18978.292624415164,2980349.2943928656,0.00276177793122563,1.006379491518601
11000,2907012.0,2983364.0,2944112.066666667,22647.343526846336,2944027.9452588,0.003338392617388553,1.0077165533932373
12000,2904966.0,2973223.0,2927111.1333333333,16578.19363258676,2927065.9182285434,0.0024529416132636904,1.005664087420454
13000,2892696.0,2956944.0,2920152.3666666667,17703.4590843308,2920100.5437942976,0.0026309552514384477,1.0060763851245347
14000,2892875.0,2957153.0,2917833.6666666665,14743.224244595778,2917797.744545648,0.0021905965870526885,1.0050567776065162
15000,2873640.0,2967403.0,2918822.2,22818.202574200306,2918735.9445664696,0.0033962787351436855,1.007850878578566
16000,2878244.0,2973356.0,2920207.1333333333,24188.41868893592,2920110.665875041,0.003587026620310708,1.008293637250882
17000,2892890.0,2968770.0,2932822.8333333335,21260.44024600674,2932748.2784082987,0.0031503143688110242,1.0072802399266316
18000,2900153.0,2966887.0,2939635.6333333333,20113.637026831482,2939568.9686351917,0.0029765060725283057,1.0068771985771021
19000,2904244.0,2989021.0,2947500.2666666666,23266.58095287706,2947411.4978478258,0.0034282369112895975,1.007925045445411
20000,2915843.0,2991643.0,2949066.2333333334,17461.070553511676,2949016.3200322133,0.0025692664879004017,1.005933488534438
21000,2920365.0,3000481.0,2960081.2666666666,19556.76033028201,2960018.8167318297,0.0028693183159083724,1.006628722956794
22000,2933275.0,3009309.0,2968323.3333333335,21887.054459646697,2968245.3772907136,0.003200888303905216,1.0073975453353785
23000,2953517.0,3025184.0,2984579.5,19096.315444843425,2984520.53425234,0.002775606354145885,1.0064115362794026
24000,2943691.0,3032034.0,2991186.7333333334,22872.28182144362,2991102.1835450972,0.0033214230785992443,1.0076771788403296
25000,2950772.0,3038254.0,3000834.8333333335,22466.801730681367,3000753.421188624,0.0032549270626187027,1.007522902442481
26000,2964948.0,3052885.0,3003987.7666666666,17078.642219073692,3003940.885799825,0.002467176413528515,1.0056970504504357
27000,2974672.0,3057835.0,3019930.3666666667,18234.982127925083,3019877.0998327797,0.0026241868989881523,1.0060607058405728
28000,2978022.0,3060954.0,3025178.3333333335,20804.055715890714,3025109.0872451654,0.002989778569227186,1.0069079702747836
29000,3005765.0,3074081.0,3040191.7666666666,19410.154405545734,3040131.892857033,0.002771988010798897,1.0064031513528873
30000,3001122.0,3090211.0,3040122.3,19090.836137375907,3040064.528767904,0.0027211592108488947,1.0062853711986135
31000,3009035.0,3101510.0,3053477.8666666667,21990.030508726282,3053401.35447304,0.0031267371869627253,1.0072255577104248
32000,3007335.0,3091871.0,3051391.033333333,18348.585653439593,3051337.717917515,0.0026110672777655817,1.006030314167243
33000,3033037.0,3097765.0,3064338.8666666667,18067.02770763652,3064287.4233792177,0.0025590094151488503,1.0059097308963314
34000,3024628.0,3102375.0,3066590.3333333335,20820.194721228836,3066522.0032389266,0.002948876594561037,1.006813143868547
35000,3026539.0,3110890.0,3071962.2333333334,22572.11993723495,3071881.9569852133,0.003194518399776449,1.0073827696958277
36000,3025390.0,3105825.0,3070538.8,21352.322006331513,3070466.953655313,0.0030226056244283335,1.006984082392604
37000,3045686.0,3132128.0,3086531.6666666665,20297.500944074684,3086467.1226656474,0.00285698113348065,1.0066001276457412
38000,3038539.0,3128019.0,3076324.066666667,22265.99435807938,3076246.230848375,0.003141670281361529,1.0072601914751953
39000,3045613.0,3116269.0,3080110.2666666666,18552.22831106137,3080056.177311677,0.0026187680698637594,1.006048152982386
40000,3036590.0,3113464.0,3078395.0,19733.98745207417,3078333.7674639467,0.0027870942872397424,1.006438158172588
41000,3038377.0,3116021.0,3073415.3666666667,21549.407895671357,3073342.410493199,0.003042828340613662,1.007030973219626
42000,3029835.0,3102176.0,3070407.966666667,17185.73850907487,3070361.3849397427,0.0024343406116243077,1.0056210153586997
43000,3026171.0,3098479.0,3063531.1,18502.116777966712,3063477.073735117,0.002623558205774237,1.006059249448408
44000,3018814.0,3089138.0,3053070.466666667,19218.721771578188,3053012.01639045,0.002733045001826323,1.0063129116389213
45000,2991447.0,3056390.0,3034013.933333333,16711.947978520686,3033969.3216881407,0.002397014952815761,1.0055345904661028
46000,2965335.0,3034989.0,2997526.0,19310.43116002869,2997465.9113373063,0.002796477009355892,1.0064599020168379
47000,2904945.0,2971769.0,2941576.3,16479.8120661154,2941531.696509817,0.0024322491903665117,1.0056161726259634
48000,2798543.0,2864878.0,2831863.433333333,17324.42159194362,2831812.195491908,0.0026573505410455367,1.0061375336900074
49000,2588836.0,2665970.0,2639263.9,17900.96267368958,2639204.9744372186,0.0029547708327453213,1.0068268084141383
50000,2288149.0,2367038.0,2328684.3666666667,19853.59354336281,2328602.695386442,0.003697953622562121,1.0085512073567948
51000,1996355.0,2050241.0,2023919.2666666666,14870.44897157083,2023866.4337527677,0.003192068661951115,1.0073770873378467
52000,1819740.0,1901343.0,1861534.0333333334,22487.858387603734,1861402.7686872839,0.005245450382129536,1.0121513306041172
53000,1765592.0,1834418.0,1805023.1,16125.456042415111,1804953.3776782984,0.003883838016917196,1.008982974428878
54000,1753075.0,1820676.0,1790794.5333333334,19025.19199184168,1790696.629700964,0.004621508012754819,1.0106982366927197
55000,1758888.0,1816058.0,1788696.2666666666,15646.811767199122,1788630.0650775656,0.0038011149265712012,1.0087908047271186
