Time\ number,r2_1_100,Time\ Probability,r2_1_100
7680,8,7680,0.0008992705845322741
7690,8,7690,0.0008992705845322741
7700,8,7700,0.0008992705845322741
7710,8,7710,0.0008992705845322741
7720,8,7720,0.0008992705845322741
7730,8,7730,0.0008992705845322741
7740,8,7740,0.0008992705845322741
7750,8,7750,0.0008992705845322741
7760,7,7760,0.0008992606025094995
7770,7,7770,0.0008992606025094995
7780,7,7780,0.0008992606025094995
7790,7,7790,0.0008992606025094995
7800,7,7800,0.0008992606025094995
7810,7,7810,0.0008992606025094995
7820,7,7820,0.0008992606025094995
7830,6,7830,0.000899250620486525
7840,6,7840,0.000899250620486525
7850,6,7850,0.000899250620486525
7860,6,7860,0.000899250620486525
7870,6,7870,0.000899250620486525
7880,6,7880,0.000899250620486525
7890,6,7890,0.000899250620486525
7900,6,7900,0.000899250620486525
7910,6,7910,0.000899250620486525
7920,6,7920,0.000899250620486525
7930,6,7930,0.000899250620486525
7940,6,7940,0.000899250620486525
7950,6,7950,0.000899250620486525
7960,6,7960,0.000899250620486525
7970,5,7970,0.0008992406384633511
7980,5,7980,0.0008992406384633511
7990,5,7990,0.0008992406384633511
8000,5,8000,0.0008992406384633511
8010,5,8010,0.0008992406384633511
8020,4,8020,0.0008992306564399777
8030,4,8030,0.0008992306564399777
8040,4,8040,0.0008992306564399777
8050,4,8050,0.0008992306564399777
8060,4,8060,0.0008992306564399777
8070,4,8070,0.0008992306564399777
8080,4,8080,0.0008992306564399777
8090,4,8090,0.0008992306564399777
8100,4,8100,0.0008992306564399777
8110,4,8110,0.0008992306564399777
8120,4,8120,0.0008992306564399777
8130,4,8130,0.0008992306564399777
8140,4,8140,0.0008992306564399777
8150,4,8150,0.0008992306564399777
8160,4,8160,0.0008992306564399777
8170,4,8170,0.0008992306564399777
8180,4,8180,0.0008992306564399777
8190,4,8190,0.0008992306564399777
8200,4,8200,0.0008992306564399777
8210,4,8210,0.0008992306564399777
8220,4,8220,0.0008992306564399777
8230,4,8230,0.0008992306564399777
8240,4,8240,0.0008992306564399777
8250,4,8250,0.0008992306564399777
8260,4,8260,0.0008992306564399777
8270,4,8270,0.0008992306564399777
8280,4,8280,0.0008992306564399777
8290,4,8290,0.0008992306564399777
8300,3,8300,0.000899220674416405
8310,3,8310,0.000899220674416405
8320,3,8320,0.000899220674416405
8330,3,8330,0.000899220674416405
8340,3,8340,0.000899220674416405
8350,3,8350,0.000899220674416405
8360,3,8360,0.000899220674416405
8370,3,8370,0.000899220674416405
8380,3,8380,0.000899220674416405
8390,3,8390,0.000899220674416405
8400,3,8400,0.000899220674416405
8410,3,8410,0.000899220674416405
8420,3,8420,0.000899220674416405
8430,3,8430,0.000899220674416405
8440,3,8440,0.000899220674416405
8450,3,8450,0.000899220674416405
8460,3,8460,0.000899220674416405
8470,3,8470,0.000899220674416405
8480,3,8480,0.000899220674416405
8490,3,8490,0.000899220674416405
8500,3,8500,0.000899220674416405
8510,3,8510,0.000899220674416405
8520,3,8520,0.000899220674416405
8530,2,8530,0.0008992106923926327
8540,2,8540,0.0008992106923926327
8550,2,8550,0.0008992106923926327
8560,2,8560,0.0008992106923926327
8570,2,8570,0.0008992106923926327
8580,2,8580,0.0008992106923926327
8590,2,8590,0.0008992106923926327
8600,2,8600,0.0008992106923926327
8610,2,8610,0.0008992106923926327
8620,2,8620,0.0008992106923926327
8630,2,8630,0.0008992106923926327
8640,2,8640,0.0008992106923926327
8650,2,8650,0.0008992106923926327
8660,2,8660,0.0008992106923926327
8670,2,8670,0.0008992106923926327
8680,2,8680,0.0008992106923926327
8690,2,8690,0.0008992106923926327
8700,2,8700,0.0008992106923926327
8710,2,8710,0.0008992106923926327
8720,2,8720,0.0008992106923926327
8730,2,8730,0.0008992106923926327
8740,2,8740,0.0008992106923926327
8750,2,8750,0.0008992106923926327
8760,2,8760,0.0008992106923926327
8770,2,8770,0.0008992106923926327
8780,2,8780,0.0008992106923926327
8790,2,8790,0.0008992106923926327
8800,2,8800,0.0008992106923926327
8810,2,8810,0.0008992106923926327
8820,2,8820,0.0008992106923926327
8830,2,8830,0.0008992106923926327
8840,2,8840,0.0008992106923926327
8850,2,8850,0.0008992106923926327
8860,2,8860,0.0008992106923926327
8870,2,8870,0.0008992106923926327
8880,2,8880,0.0008992106923926327
8890,2,8890,0.0008992106923926327
8900,2,8900,0.0008992106923926327
8910,2,8910,0.0008992106923926327
8920,2,8920,0.0008992106923926327
8930,2,8930,0.0008992106923926327
8940,2,8940,0.0008992106923926327
8950,2,8950,0.0008992106923926327
8960,2,8960,0.0008992106923926327
8970,2,8970,0.0008992106923926327
8980,2,8980,0.0008992106923926327
8990,2,8990,0.0008992106923926327
9000,2,9000,0.0008992106923926327
9010,2,9010,0.0008992106923926327
9020,2,9020,0.0008992106923926327
9030,2,9030,0.0008992106923926327
9040,2,9040,0.0008992106923926327
9050,2,9050,0.0008992106923926327
9060,2,9060,0.0008992106923926327
9070,2,9070,0.0008992106923926327
9080,2,9080,0.0008992106923926327
9090,2,9090,0.0008992106923926327
9100,2,9100,0.0008992106923926327
9110,2,9110,0.0008992106923926327
9120,2,9120,0.0008992106923926327
9130,2,9130,0.0008992106923926327
9140,2,9140,0.0008992106923926327
9150,2,9150,0.0008992106923926327
9160,2,9160,0.0008992106923926327
9170,2,9170,0.0008992106923926327
9180,2,9180,0.0008992106923926327
9190,2,9190,0.0008992106923926327
9200,2,9200,0.0008992106923926327
9210,2,9210,0.0008992106923926327
9220,2,9220,0.0008992106923926327
9230,2,9230,0.0008992106923926327
9240,2,9240,0.0008992106923926327
9250,2,9250,0.0008992106923926327
9260,1,9260,0.0008992007103686611
9270,1,9270,0.0008992007103686611
9280,1,9280,0.0008992007103686611
9290,1,9290,0.0008992007103686611
9300,1,9300,0.0008992007103686611
9310,1,9310,0.0008992007103686611
9320,1,9320,0.0008992007103686611
9330,1,9330,0.0008992007103686611
9340,1,9340,0.0008992007103686611
9350,1,9350,0.0008992007103686611
9360,1,9360,0.0008992007103686611
9370,1,9370,0.0008992007103686611
9380,1,9380,0.0008992007103686611
9390,1,9390,0.0008992007103686611
9400,1,9400,0.0008992007103686611
9410,1,9410,0.0008992007103686611
9420,1,9420,0.0008992007103686611
9430,1,9430,0.0008992007103686611
9440,1,9440,0.0008992007103686611
9450,1,9450,0.0008992007103686611
9460,1,9460,0.0008992007103686611
9470,1,9470,0.0008992007103686611
9480,1,9480,0.0008992007103686611
9490,1,9490,0.0008992007103686611
9500,1,9500,0.0008992007103686611
9510,1,9510,0.0008992007103686611
9520,1,9520,0.0008992007103686611
9530,1,9530,0.0008992007103686611
9540,1,9540,0.0008992007103686611
9550,1,9550,0.0008992007103686611
9560,1,9560,0.0008992007103686611
9570,1,9570,0.0008992007103686611
9580,1,9580,0.0008992007103686611
9590,1,9590,0.0008992007103686611
9600,1,9600,0.0008992007103686611
9610,1,9610,0.0008992007103686611
9620,1,9620,0.0008992007103686611
9630,1,9630,0.0008992007103686611
9640,1,9640,0.0008992007103686611
9650,1,9650,0.0008992007103686611
9660,1,9660,0.0008992007103686611
9670,1,9670,0.0008992007103686611
9680,1,9680,0.0008992007103686611
9690,1,9690,0.0008992007103686611
9700,1,9700,0.0008992007103686611
9710,1,9710,0.0008992007103686611
9720,1,9720,0.0008992007103686611
9730,1,9730,0.0008992007103686611
9740,1,9740,0.0008992007103686611
9750,1,9750,0.0008992007103686611
9760,1,9760,0.0008992007103686611
9770,1,9770,0.0008992007103686611
9780,1,9780,0.0008992007103686611
9790,1,9790,0.0008992007103686611
9800,1,9800,0.0008992007103686611
9810,1,9810,0.0008992007103686611
9820,1,9820,0.0008992007103686611
9830,1,9830,0.0008992007103686611
9840,1,9840,0.0008992007103686611
9850,1,9850,0.0008992007103686611
9860,1,9860,0.0008992007103686611
9870,1,9870,0.0008992007103686611
9880,1,9880,0.0008992007103686611
9890,1,9890,0.0008992007103686611
9900,1,9900,0.0008992007103686611
9910,1,9910,0.0008992007103686611
9920,1,9920,0.0008992007103686611
9930,1,9930,0.0008992007103686611
9940,1,9940,0.0008992007103686611
9950,1,9950,0.0008992007103686611
9960,1,9960,0.0008992007103686611
9970,1,9970,0.0008992007103686611
9980,1,9980,0.0008992007103686611
9990,1,9990,0.0008992007103686611
10000,1,10000,0.0008992007103686611
