Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1,H2O::Cell_1::Mitochondria_2,H2O_created::Cell_1::Mitochondria_2,OH-::Cell_1::Mitochondria_2,H+::Cell_1::Mitochondria_2,H+_inter::Cell_1::Mitochondria_2,H+_inter_created::Cell_1::Mitochondria_2,O2::Cell_1::Mitochondria_2,O2_in::Cell_1::Mitochondria_2,CO2::Cell_1::Mitochondria_2,ATP::Cell_1::Mitochondria_2,ATP_created::Cell_1::Mitochondria_2,ADP::Cell_1::Mitochondria_2,GDP::Cell_1::Mitochondria_2,GTP::Cell_1::Mitochondria_2,Pi::Cell_1::Mitochondria_2,NAD+::Cell_1::Mitochondria_2,NADH::Cell_1::Mitochondria_2,NADH_created::Cell_1::Mitochondria_2,NADH_in::Cell_1::Mitochondria_2,Pyruvate-::Cell_1::Mitochondria_2,Pyruvate-_in::Cell_1::Mitochondria_2,CoA-SH::Cell_1::Mitochondria_2,Acetyl_CoA::Cell_1::Mitochondria_2,FAD::Cell_1::Mitochondria_2,FADH2::Cell_1::Mitochondria_2,FADH2_created::Cell_1::Mitochondria_2,Pyruvate_transport::Cell_1::Mitochondria_2,ATP_synthase::Cell_1::Mitochondria_2,ADP_ATP_transport::Cell_1::Mitochondria_2,NADH_shuttle::Cell_1::Mitochondria_2,Pi_transport::Cell_1::Mitochondria_2,Commp1-3-4::Cell_1::Mitochondria_2,Commp2-3-4::Cell_1::Mitochondria_2,H2O::Cell_1::Mitochondria_3,H2O_created::Cell_1::Mitochondria_3,OH-::Cell_1::Mitochondria_3,H+::Cell_1::Mitochondria_3,H+_inter::Cell_1::Mitochondria_3,H+_inter_created::Cell_1::Mitochondria_3,O2::Cell_1::Mitochondria_3,O2_in::Cell_1::Mitochondria_3,CO2::Cell_1::Mitochondria_3,ATP::Cell_1::Mitochondria_3,ATP_created::Cell_1::Mitochondria_3,ADP::Cell_1::Mitochondria_3,GDP::Cell_1::Mitochondria_3,GTP::Cell_1::Mitochondria_3,Pi::Cell_1::Mitochondria_3,NAD+::Cell_1::Mitochondria_3,NADH::Cell_1::Mitochondria_3,NADH_created::Cell_1::Mitochondria_3,NADH_in::Cell_1::Mitochondria_3,Pyruvate-::Cell_1::Mitochondria_3,Pyruvate-_in::Cell_1::Mitochondria_3,CoA-SH::Cell_1::Mitochondria_3,Acetyl_CoA::Cell_1::Mitochondria_3,FAD::Cell_1::Mitochondria_3,FADH2::Cell_1::Mitochondria_3,FADH2_created::Cell_1::Mitochondria_3,Pyruvate_transport::Cell_1::Mitochondria_3,ATP_synthase::Cell_1::Mitochondria_3,ADP_ATP_transport::Cell_1::Mitochondria_3,NADH_shuttle::Cell_1::Mitochondria_3,Pi_transport::Cell_1::Mitochondria_3,Commp1-3-4::Cell_1::Mitochondria_3,Commp2-3-4::Cell_1::Mitochondria_3,H2O::Cell_1::Mitochondria_4,H2O_created::Cell_1::Mitochondria_4,OH-::Cell_1::Mitochondria_4,H+::Cell_1::Mitochondria_4,H+_inter::Cell_1::Mitochondria_4,H+_inter_created::Cell_1::Mitochondria_4,O2::Cell_1::Mitochondria_4,O2_in::Cell_1::Mitochondria_4,CO2::Cell_1::Mitochondria_4,ATP::Cell_1::Mitochondria_4,ATP_created::Cell_1::Mitochondria_4,ADP::Cell_1::Mitochondria_4,GDP::Cell_1::Mitochondria_4,GTP::Cell_1::Mitochondria_4,Pi::Cell_1::Mitochondria_4,NAD+::Cell_1::Mitochondria_4,NADH::Cell_1::Mitochondria_4,NADH_created::Cell_1::Mitochondria_4,NADH_in::Cell_1::Mitochondria_4,Pyruvate-::Cell_1::Mitochondria_4,Pyruvate-_in::Cell_1::Mitochondria_4,CoA-SH::Cell_1::Mitochondria_4,Acetyl_CoA::Cell_1::Mitochondria_4,FAD::Cell_1::Mitochondria_4,FADH2::Cell_1::Mitochondria_4,FADH2_created::Cell_1::Mitochondria_4,Pyruvate_transport::Cell_1::Mitochondria_4,ATP_synthase::Cell_1::Mitochondria_4,ADP_ATP_transport::Cell_1::Mitochondria_4,NADH_shuttle::Cell_1::Mitochondria_4,Pi_transport::Cell_1::Mitochondria_4,Commp1-3-4::Cell_1::Mitochondria_4,Commp2-3-4::Cell_1::Mitochondria_4
98000,94800,636903,970000000,5820000000,10000,60000,9968142370424,89511016,104481063,2329,969905200,2000,479,1401605,1939805742,2612812640,17387187360,23380878860,9988132755,11867245,1701197,101441107944,3378022700,103316,491825016,1008300,29907914200,132652,1447124452,1452777580,1594074,5603680800,998405926,999993394,6606,9520,991536740,8463260,1937035360,481372400,4720,484266740,999995760,4240,999781320,218680,484257780,1000,1000,1000,1000,1000,1000,1000,101449262893,3385894600,4126,483191707,1343700,29986019600,10313083,1461202483,1452513614,1496086,5619158700,998503914,999989759,10241,16673,999645159,354841,1936684541,481333300,4680,484176440,999999167,833,999944873,55127,484170927,1000,1000,1000,1000,1000,1000,1000,101449225914,3385631700,103564,483170785,1375900,29984021800,11639292,1462436692,1452276647,1524108,5618862900,998475892,999999834,166,21226,999655979,344021,1936365421,481536500,1,484099100,999989675,10325,999948126,51874,484088774,1000,1000,1000,1000,1000,1000,1000,101444160994,3380585200,4106,488226826,1884600,29934169600,286541,1448598991,1452462560,1572432,5608862700,998427568,999998732,1268,56100,994053340,5946660,1936616160,481995100,5300,484160660,999998240,1760,999806700,193300,484153600,1000,1000,1000,1000,1000,1000,1000
99000,95440,637432,980000000,5880000000,10000,60000,9967898743941,93255922,108220383,11381,979904560,2000,63894,1388803,1959786358,2601521363,17398478637,23393089737,9988143037,11856963,1718695,101452730429,3409527400,4041,500058411,1108600,30183354800,126983,1460395733,1467804400,1115472,5651796900,998884528,999998662,1338,54290,988110190,11889810,1957072410,486365000,4780,489273160,999999630,370,999721890,278110,489268010,1000,1000,1000,1000,1000,1000,1000,101464277710,3420942100,4018,488015690,1530600,30296455400,11656361,1477567061,1467547348,1446178,5674189800,998553822,999998654,1346,71376,999644628,355372,1956727572,486328500,0,489186900,999993324,6676,999940476,59524,489180224,1000,1000,1000,1000,1000,1000,1000,101464165812,3420515100,101584,488035124,1510300,30293032600,13494864,1479245014,1467235352,1490596,5673660600,998509404,999990028,9972,52532,999635580,364420,1956313320,486536600,4,489079420,999998552,1448,999936832,63168,489077968,1000,1000,1000,1000,1000,1000,1000,101456429700,3412695700,2053,496609460,1088500,30216018600,176666,1462090866,1467404478,1127094,5658516900,998872906,999990545,9455,9251,991443473,8556527,1956537027,486980600,0,489139380,999993169,6831,999734751,265249,489132549,1000,1000,1000,1000,1000,1000,1000
100000,95760,629688,990000000,5940000000,10000,60000,9967660149786,92521601,107499774,2256,989904240,2000,44,1409905,1979803968,2600202387,17399797613,23394135613,9988168095,11831905,1736363,101468545992,3445392200,101781,503951587,1422700,30501829200,163654,1475853954,1482743557,1376993,5708407500,998623007,999999484,516,54791,988981834,11018166,1976988166,491399000,1,494254340,999990270,9730,999766991,233009,494244609,1000,1000,1000,1000,1000,1000,1000,101479179070,3455926500,101133,493112746,1520700,30606293800,12338235,1493240785,1482536554,1439549,5729161500,998560451,999999050,950,61901,999653647,346353,1976711853,491318200,4,494185960,999989343,10657,999946101,53899,494175299,1000,1000,1000,1000,1000,1000,1000,101479242343,3455436000,3995,493063274,1353500,30602290400,13169592,1493883242,1482187225,1495609,5728562700,998504391,999998555,1445,10546,999658321,341679,1976247879,491512400,5183,494071100,999994737,5263,999948046,51954,494060654,1000,1000,1000,1000,1000,1000,1000,101469923040,3446223400,2018,502443757,1823300,30511110800,225787,1476392287,1482418925,1145257,5710347900,998854743,999994843,5157,69286,989881261,10118739,1976555239,492006100,3,494146300,999990017,9983,999754086,245914,494136314,1000,1000,1000,1000,1000,1000,1000
101000,96430,627939,1000000000,6000000000,10000,60000,9967420237439,93673670,108680265,1197,999903570,2000,481,1404949,1999804746,2592004109,17407995891,23401564091,9988152351,11847649,1753997,101480577140,3477335300,1993,511503219,1809300,30781115400,181155,1489333955,1497732397,1742069,5757176100,998257931,999994480,5520,4911,985942314,14057686,1996974886,496358700,5421,499252840,999995070,4930,999787211,212789,499242489,1000,1000,1000,1000,1000,1000,1000,101494193292,3490938700,102440,498093786,1534400,30916407800,12973929,1508882079,1497536550,1456086,5784180600,998543914,999998130,1870,62144,999663094,336906,1996710406,496320400,2,499188840,999985018,14982,999948544,51456,499173856,1000,1000,1000,1000,1000,1000,1000,101494260367,3490466200,2080,498148613,1276800,30912599600,14808898,1510538098,1497197542,1540729,5783639400,998459271,999995478,4522,13349,999647707,352293,1996263193,496539700,4800,499071040,999999411,589,999942149,57851,499065651,1000,1000,1000,1000,1000,1000,1000,101483535447,3479899000,103092,509711713,890700,30807854800,113898,1490617448,1497373954,1538326,5762886600,998461674,999994239,5761,56513,988633759,11366241,1996497141,496984300,5500,499133080,999995607,4393,999768713,231287,499123187,1000,1000,1000,1000,1000,1000,1000
102000,95850,633227,1010000000,6060000000,10000,60000,9967184278145,91199213,106222553,9876,1009904150,2000,513,1394392,2019788548,2592235458,17407764542,23401677242,9988142768,11857232,1771716,101494384934,3511161100,101503,515582324,3846800,31079584600,395661,1503974561,1512681920,1335702,5809481400,998664298,999999881,119,86879,984906059,15093941,2016906041,501342400,2,504233680,999990443,9557,999779179,220821,504224121,1000,1000,1000,1000,1000,1000,1000,101509309243,3526027800,3997,503003357,1544300,31227171600,11586729,1522531479,1512577460,1500608,5839307400,998499392,999999188,812,68080,999653720,346280,2016769880,501327600,4760,504197380,999999800,200,999945880,54120,504192420,1000,1000,1000,1000,1000,1000,1000,101509204576,3525374300,2055,503172224,1254200,31221752600,16271494,1526959244,1512173446,1475556,5838487200,998524444,999992233,7767,12977,999635831,364169,2016230069,501510800,0,504060200,999996423,3577,999942177,57823,504056623,1000,1000,1000,1000,1000,1000,1000,101499061108,3515412900,101631,513866632,1201300,31122992200,140576,1505900976,1512365334,1542235,5818852500,998457765,999999548,452,56113,989164879,10835121,2016485021,501978800,5220,504131180,999993727,6273,999772413,227587,504119687,1000,1000,1000,1000,1000,1000,1000
103000,95070,628987,1020000000,6120000000,10000,60000,9966943199905,93707199,108814140,2041,1019904930,2000,5772,1402663,2039805778,2595199304,17404800696,23399054196,9988085237,11914763,1789515,101509209122,3545925600,1980,522659676,1913200,31387284000,262520,1518727070,1527720930,1340995,5864416500,998659005,999987029,12971,69634,984675704,15324296,2036960596,506296300,5002,509246600,999998068,1932,999756834,243166,509239666,1000,1000,1000,1000,1000,1000,1000,101524187016,3561005000,101706,508272583,1389400,31536956400,12616974,1538551124,1527588451,1514224,5894309400,998485776,999997298,2702,6274,999641123,358877,2036781977,506308500,1,509201400,999992127,7873,999943174,56826,509193526,1000,1000,1000,1000,1000,1000,1000,101524220487,3560324500,3971,508126373,1269700,31531401800,15211024,1540883074,1527121728,1524911,5893438200,998475089,999986897,13103,18486,999654358,345642,2036161942,506547400,5160,509046460,999998914,1086,999940186,59814,509040214,1000,1000,1000,1000,1000,1000,1000,101514813988,3550995100,1940,518517532,695800,31439200600,128323,1521203973,1527338328,1206058,5875258800,998793942,999998734,1266,35876,989907748,10092252,2036450452,506949300,5060,509119140,999998044,1956,999731676,268324,509112124,1000,1000,1000,1000,1000,1000,1000
104000,95330,626428,1030000000,6180000000,10000,60000,9966703915521,94284710,109336180,10805,1029904670,2000,5137,1390240,2059787730,2596563931,17403436069,23397785269,9988146160,11853840,1807390,101527598628,3584245500,2036,525212672,896200,31730707800,161660,1535300210,1542678824,1300133,5926345200,998699867,999999121,879,49388,988125264,11874736,2056904636,511278800,4900,514232100,999998612,1388,999742588,257412,514225812,1000,1000,1000,1000,1000,1000,1000,101539302238,3595963700,2010,513139502,1398900,31846646600,12914193,1553834143,1542538148,1502487,5949261600,998497513,999999003,997,18016,999648568,351432,2056717032,511350500,4580,514184960,999998504,1496,999944916,55084,514178884,1000,1000,1000,1000,1000,1000,1000,101539245770,3595353100,3873,512940209,1455800,31841619800,14958669,1555640769,1542121717,1446267,5948425200,998553733,999999348,652,66081,999657864,342136,2056160236,511557200,5321,514050000,999993840,6160,999950381,49619,514038519,1000,1000,1000,1000,1000,1000,1000,101526423596,3582626800,1972,526043583,1571600,31715454400,205763,1534593313,1542356727,1192826,5923316700,998807174,999999182,818,72256,986509829,13490171,2056473571,511940000,1,514123040,999993805,6195,999734856,265144,514116844,1000,1000,1000,1000,1000,1000,1000
105000,95340,622894,1040000000,6240000000,10000,60000,9966464850516,94798827,109900934,1246,1039904660,2000,2,1406679,2079806828,2593483143,17406516857,23400568657,9988129741,11870259,1825169,101542574643,3619150500,1952,530499913,544100,32039927400,71025,1550172675,1557633746,1344139,5981294700,998655861,999999104,896,17365,988173219,11826781,2076842981,516239900,4,519215280,999993959,6041,999737965,262035,519209235,1000,1000,1000,1000,1000,1000,1000,101554369517,3631094500,1983,518025902,1537300,32157840200,13260097,1569238297,1557592859,1439587,6004443600,998560413,999998887,1113,61000,999641041,358959,2076788159,516389100,1,519202260,999993041,6959,999942800,57200,519195300,1000,1000,1000,1000,1000,1000,1000,101554226156,3630323500,3874,518086363,1317200,32151376600,15547362,1571217962,1557119639,1486507,6003424800,998513493,999994217,5783,4210,999645171,354829,2076157029,516556700,1,519044860,999992531,7469,999944910,55090,519037390,1000,1000,1000,1000,1000,1000,1000,101539318084,3615606800,103689,532409074,2302600,32005044800,383720,1548748170,1557317996,1564551,5974070100,998435449,999998542,1458,21591,984504595,15495405,2076420705,516925700,2,519112580,999990131,9869,999775191,224809,519102709,1000,1000,1000,1000,1000,1000,1000
106000,96910,625287,1050000000,6300000000,10000,60000,9966230684027,90362884,105462354,2255,1049903090,2000,542,1396500,2099801670,2595163611,17404836389,23398863189,9988140020,11859980,1842990,101557770728,3654476100,101937,534817852,1025800,32353101000,126255,1565385555,1572652130,1268273,6036819900,998731727,999996728,3272,15055,988479125,11520875,2096867775,521214200,0,524220840,999994805,5195,999741855,258145,524215645,1000,1000,1000,1000,1000,1000,1000,101569316877,3665996100,3752,523177143,1366500,32466930600,12630414,1583564064,1572551014,1509946,6059319300,998490054,999999389,611,12243,999651329,348671,2096733571,521353600,5320,524191220,999996657,3343,999946243,53757,524182557,1000,1000,1000,1000,1000,1000,1000,101569245738,3665371000,3802,523039100,1391600,32461854000,16106397,1586800897,1572142258,1529639,6058503000,998470361,999998719,1281,8580,999621722,378278,2096189078,521596200,2,524048620,999998202,1798,999935180,64820,524046820,1000,1000,1000,1000,1000,1000,1000,101554409671,3650571000,1906,536999329,2611800,32314611600,281805,1563623655,1572278382,1549362,6028902300,998450638,999998521,1479,73459,984492277,15507723,2096369423,521934700,5200,524101500,999994741,5259,999796259,203741,524091041,1000,1000,1000,1000,1000,1000,1000
107000,93330,635735,1060000000,6360000000,10000,60000,9965987939161,94379717,109446412,11072,1059906670,2000,3,1393099,2119791196,2594677278,17405322722,23399359022,9988187061,11812939,1860657,101570965200,3687631000,101518,541012840,1587800,32644791600,169888,1579515488,1587626428,1290960,6088059000,998709040,999993266,6734,61506,986715578,13284422,2116834922,526200900,5260,529214700,999999054,946,999731306,268694,529208494,1000,1000,1000,1000,1000,1000,1000,101584204133,3700927300,101746,528135365,1497700,32776333000,12523384,1598428284,1587515412,1439912,6114180600,998560088,999998605,1395,58993,999647481,352519,2116683719,526361100,2,529178800,999989509,10491,999949193,50807,529168307,1000,1000,1000,1000,1000,1000,1000,101584173570,3700378800,103400,528176447,1333200,32771937600,16759211,1602457961,1587124577,1532024,6113531700,998467976,999992114,7886,17590,999637313,362687,2116165087,526613800,3,529043560,999996953,3047,999940790,59210,529040510,1000,1000,1000,1000,1000,1000,1000,101570306594,3686456300,3683,542096046,1601600,32633636600,167279,1578962529,1587282742,1478677,6085936200,998521323,999997436,2564,65459,985406417,14593583,2116376483,526941800,5120,529100380,999998481,1519,999772059,227941,529093741,1000,1000,1000,1000,1000,1000,1000
108000,94570,629511,1070000000,6420000000,10000,60000,9965749807476,93624432,108683379,10531,1069905430,2000,442,1390449,2139789798,2602444008,17397555992,23391374192,9988209631,11790369,1878129,101588613741,3725255300,3733,543202059,1813800,32980526600,251289,1595877289,1602636164,1756035,6148082700,998243965,999999493,507,67658,989205494,10794506,2136848006,531195200,5140,534217620,999999362,638,999791458,208542,534211842,1000,1000,1000,1000,1000,1000,1000,101599251075,3735821600,3705,533178544,1347800,33085406400,10694504,1611554704,1602476339,1517751,6169056900,998482249,999999211,789,11360,999642621,357379,2136631879,531344700,1,534165260,999990281,9719,999945660,54340,534155540,1000,1000,1000,1000,1000,1000,1000,101599240014,3735445800,103709,533184086,1297800,33082561200,16811361,1617540711,1602121318,1510170,6168657300,998489830,999999911,89,15641,999670823,329177,2136159977,531640800,5000,534049000,999994659,5341,999948441,51559,534038659,1000,1000,1000,1000,1000,1000,1000,101586122732,3722277000,101481,546725066,1072100,32952334800,161043,1594397343,1602250816,1247687,6142860000,998752313,999999058,942,53171,986393655,13606345,2136333945,531940600,4782,534089340,999998571,1429,999721271,278729,534083129,1000,1000,1000,1000,1000,1000,1000
109000,95570,624271,1080000000,6480000000,10000,60000,9965513121869,91046900,106186866,9697,1079904430,2000,5581,1389400,2159789466,2599808469,17400191531,23394563131,9988145140,11854860,1895706,101602504580,3759148500,103274,549621158,1403900,33279781000,96852,1610189602,1617593482,1498534,6201070200,998501466,999999452,548,55218,988285936,11714064,2156786364,536150200,2,539207720,999985164,14836,999770118,229882,539192882,1000,1000,1000,1000,1000,1000,1000,101614136296,3770823700,101525,538062422,1566100,33395398600,11491829,1627351279,1617492544,1462433,6223995600,998537567,999999940,60,65007,999644163,355837,2156653237,536316700,2,539171160,999989535,10465,999944107,55893,539160693,1000,1000,1000,1000,1000,1000,1000,101614209923,3770380400,103880,538177697,1313100,33392028800,17157111,1632861361,1617096218,1470475,6223567500,998529525,999992976,7024,14901,999650283,349717,2156128117,536658200,4780,539037200,999999479,521,999940001,59999,539031899,1000,1000,1000,1000,1000,1000,1000,101600239678,3756370500,101843,552793380,855800,33253325000,181406,1608967906,1617243264,1034703,6196117500,998965297,999999710,290,19207,985540943,14459057,2156320757,536913800,2,539088280,999989215,10785,999720007,279993,539077493,1000,1000,1000,1000,1000,1000,1000
110000,95050,627036,1090000000,6540000000,10000,60000,9965272195830,93151306,108356546,1144,1089904950,2000,62445,1407028,2179807612,2593770836,17406229164,23401178864,9988114952,11885048,1913164,101614935039,3791434100,103117,557583299,846800,33563570600,149738,1623943638,1632554974,702109,6251090100,999297891,999990161,9839,11952,985865778,14134222,2176738522,541137200,4882,544192760,999995670,4330,999662752,337248,544183548,1000,1000,1000,1000,1000,1000,1000,101629271842,3805838000,1914,543041618,1457300,33705514400,13216194,1644081094,1632474076,1460017,6279038700,998539983,999999669,331,62052,999672376,327624,2176626424,541322800,0,544169380,999982968,17032,999955852,44148,544152348,1000,1000,1000,1000,1000,1000,1000,101629297641,3805330700,3663,543067899,1292000,33701571000,17461283,1648143133,1632064084,1515765,6278489100,998484235,999995233,4767,10368,999671384,328616,2176085216,541640100,5800,544027620,999999312,688,999945868,54132,544021132,1000,1000,1000,1000,1000,1000,1000,101613819555,3789985600,101664,559591103,495500,33549412000,52604,1623142654,1632265952,1237038,6248392200,998762962,999999811,189,35873,984112721,15887279,2176352579,541909300,4962,544097660,999993929,6071,999718873,281127,544086627,1000,1000,1000,1000,1000,1000,1000
111000,95870,620766,1100000000,6600000000,10000,60000,9965033267882,94050802,109226881,9817,1099904130,2000,5637,1385853,2199788626,2588277984,17411722016,23405220616,9988140747,11859253,1930973,101630074726,3826612500,1819,561372953,2010100,33874240200,270837,1639084287,1647551889,2156519,6305823600,997843481,999995134,4866,14715,985808326,14191674,2196735674,546097300,5241,549189560,999999466,534,999801815,198185,549183785,1000,1000,1000,1000,1000,1000,1000,101644131278,3840819400,103523,548108821,1534000,34015395600,13744122,1659603922,1647487665,1476864,6334010100,998523136,999988331,11669,50367,999624502,375498,2196649598,546345700,1,549163800,999998134,1866,999937867,62133,549161933,1000,1000,1000,1000,1000,1000,1000,101644321437,3840332500,3720,547980839,1388700,34011625000,18115325,1663800325,1647055398,1497457,6333485700,998502543,999999776,224,17519,999659021,340979,2196070679,546677800,4,549024840,999990445,9555,999947219,52781,549015281,1000,1000,1000,1000,1000,1000,1000,101626095999,3822275100,101479,566249600,1551100,33832103800,162963,1636885063,1647258747,1247857,6297692400,998752143,999999383,617,22726,981394379,18605621,2196341321,546877600,1,549093600,999988975,11025,999748326,251674,549082574,1000,1000,1000,1000,1000,1000,1000
112000,94840,626808,1110000000,6660000000,10000,60000,9964797626341,91616002,106819425,2211,1109905160,2000,63048,1403425,2219805898,2590545243,17409454757,23402901457,9988148695,11851305,1948693,101645705271,3862230900,1737,565270367,2522700,34190443400,185476,1654309326,1662554246,1862800,6361953300,998137200,999999936,64,74436,986401790,13598210,2216734810,551127900,2,554193120,999987446,12554,999802636,197364,554180564,1000,1000,1000,1000,1000,1000,1000,101659254570,3875820000,1861,553176810,1332600,34325416000,14080555,1674941555,1662471286,1501578,6389065500,998498422,999989455,10545,12377,999652691,347309,2216626809,551344500,0,554160240,999995283,4717,999942477,57523,554155523,1000,1000,1000,1000,1000,1000,1000,101659230766,3875318200,103722,552890153,1557400,34321513200,17678654,1678358454,1662037767,1469728,6388425900,998530272,999999424,576,65996,999676529,323471,2216046471,551678000,1,554020360,999988345,11655,999949896,50104,554008704,1000,1000,1000,1000,1000,1000,1000,101640794994,3856953600,103321,570873886,2188500,34138772800,146709,1651700809,1662216010,1485098,6351874500,998514902,999999003,997,69105,981120995,18879005,2216286305,551855500,4640,554080060,999994875,5125,999775105,224895,554070295,1000,1000,1000,1000,1000,1000,1000
113000,95890,642029,1120000000,6720000000,10000,60000,9964558298458,92603032,107745831,9733,1119904110,2000,57859,1390845,2239788754,2594197590,17405802410,23399497110,9988214455,11785545,1966409,101660958278,3897592300,103604,570005520,2532700,34504047000,235031,1669538931,1677557910,1760130,6417668700,998239870,999999124,876,81494,986758684,13241316,2236740216,556124400,2,559193300,999989008,10992,999802194,197806,559182306,1000,1000,1000,1000,1000,1000,1000,101674268583,3910793500,3614,558178594,1316300,34635200600,13028119,1688878969,1677441939,1483228,6444035700,998516772,999997727,2273,11499,999663660,336340,2236585440,556360800,3,559154940,999988564,11436,999948299,51701,559143501,1000,1000,1000,1000,1000,1000,1000,101674292349,3910296800,1782,557921151,1450500,34631323200,18317954,1693988554,1677050046,1446605,6443412900,998553395,999984982,15018,58577,999648131,351869,2236066069,556671400,0,559018000,999998023,1977,999939577,60423,559016023,1000,1000,1000,1000,1000,1000,1000,101656275631,3892369300,101164,576259628,1286700,34453171400,116608,1666893658,1677179169,1384575,6407975700,998615425,999994540,5460,55565,981620096,18379904,2236238604,556880200,4961,559065260,999999136,864,999755765,244235,559059435,1000,1000,1000,1000,1000,1000,1000
114000,94420,640365,1130000000,6780000000,10000,60000,9964319188365,93285281,108530476,2231,1129905580,2000,4,1406397,2259806698,2592824246,17407175754,23400951454,9988145343,11854657,1984141,101677173111,3933761000,103640,574844869,1424400,34826026000,160230,1685066730,1692537326,1398427,6475344600,998601573,999998944,1056,11517,988018391,11981609,2256716409,561130200,4860,564184020,999999923,77,999768917,231083,564179083,1000,1000,1000,1000,1000,1000,1000,101689213143,3945709900,3557,562881777,1606100,34944421400,13841992,1704654592,1692412520,1452071,6498821700,998547929,999999271,729,62100,999659580,340420,2256549020,561331900,4380,564143900,999996980,3020,999948200,51800,564136500,1000,1000,1000,1000,1000,1000,1000,101689297572,3945312000,1787,563113326,1256600,34941398400,18304585,1708977985,1692058192,1540406,6498465000,998459594,999999459,541,9453,999657761,342239,2256074339,561649500,2,564025900,999990249,9751,999949053,50947,564016147,1000,1000,1000,1000,1000,1000,1000,101668798366,3924797100,3442,582442310,2580800,34737255000,181524,1680660324,1692166864,1672964,6457502100,998327036,999999400,600,74436,979042672,20957328,2256219128,561856300,4,564062340,999989928,10072,999787236,212764,564052264,1000,1000,1000,1000,1000,1000,1000
115000,94890,621681,1140000000,6840000000,10000,60000,9964081940607,91849909,107055667,11407,1139905110,2000,62550,1388752,2279787406,2596230016,17403769984,23397490584,9988184768,11815232,2001774,101692733846,3969326200,102063,580126014,557700,35141812400,97593,1700295093,1707560354,1479355,6531692700,998520645,999998658,1342,17303,988610549,11389451,2276747051,566106200,5240,569192200,999999737,263,999744503,255497,569186697,1000,1000,1000,1000,1000,1000,1000,101704087264,3980669200,101837,568227216,1370100,35254086400,13413758,1719210508,1707405506,1505119,6553821600,998494881,999999386,614,18967,999644861,355139,2276540639,566332300,5100,569140340,999999893,107,999940567,59433,569135133,1000,1000,1000,1000,1000,1000,1000,101704306523,3980317200,1806,567979656,1396000,35251490400,18335176,1724013676,1707056053,1492311,6553459800,998507689,999990854,9146,17643,999649090,350910,2276072610,566675100,1,569022940,999993618,6382,999943643,56357,569016557,1000,1000,1000,1000,1000,1000,1000,101684211138,3960111900,1802,587588720,1944900,35050647000,145042,1695796492,1707097198,1663862,6513348900,998336138,999999542,458,73280,979509582,20490418,2276127518,566856800,4842,569041400,999993762,6238,999778680,221320,569030320,1000,1000,1000,1000,1000,1000,1000
