Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1
17800,20000,20000,9999199963124,364224501,10004793,25,177970000,1000,355960000,74621,355939950,20027575,179972425,179972425,98354379,1645621,354294329,354294329,9999990938,10062,1581062,1571000,2000
17900,19000,20000,9999195970580,366217845,10016705,11011,178971000,1000,357960000,73919,357919978,20008403,179991597,179991597,98355081,1644919,356275059,356275059,10000000980,20,1571020,1571000,2000
18000,19000,20000,9999201919136,358268284,5354,10000,179971000,1000,359960000,42035,359922000,20009420,179990580,179990580,98382965,1617035,358304965,358304965,9999990947,10053,1585053,1575000,2000
18100,18000,20000,9999197997669,360189286,2740,17,180972000,1000,361960000,89210,361943966,20030921,179969079,179969079,98331790,1668210,360275756,360275756,9999991009,9991,1588991,1579000,2000
18200,26000,20000,9999193948863,362238291,5159,23,181964000,1000,363960000,54411,363927954,20015108,179984892,179984892,98359589,1640411,362287543,362287543,10000000991,9,1586009,1586000,2000
18300,24000,20000,9999179932637,374256423,10027327,25,182966000,1000,365960000,56927,365931950,20021010,179978990,179978990,98354073,1645927,364286023,364286023,10000000992,8,1589008,1589000,2000
18400,24000,20000,9999186006314,366180279,2673,8000,183966000,1000,367960000,69697,367916000,20002593,179997407,179997407,98331303,1668697,366247303,366247303,9999991010,9990,1608990,1599000,2000
18500,20000,20000,9999181986718,368199620,49040,38,184970000,1000,369960000,91672,369939924,20026262,179973738,179973738,98302328,1697672,368242252,368242252,10000000990,10,1606010,1606000,2000
18600,23000,20200,9999177931774,370253174,5094,8000,185967000,1000,371959800,27960,371918000,20002948,179997052,179997052,98358040,1641960,370276040,370276040,9999990938,10062,1624062,1614000,2000
18700,19000,20100,9999163979494,382202587,9956305,18000,186971000,1000,373959900,19359,373906000,19988081,180011919,180011919,98359641,1640359,372265641,372265641,10000000994,6,1621006,1621000,2000
18800,16000,20000,9999169963130,374219864,2678,16000,187974000,1000,375960000,36407,375916000,19998994,180001006,180001006,98337593,1662407,374253593,374253593,10000000991,9,1626009,1626000,2000
18900,27000,20000,9999165959944,376223627,5033,7000,188963000,1000,377960000,30703,377912000,19995571,180004429,180004429,98337297,1662703,376249297,376249297,9999990934,10066,1642066,1632000,2000
19000,24000,20000,9999162025453,378158898,24866,17,189966000,1000,379960000,81967,379931966,20016317,179983683,179983683,98284033,1715967,378215999,378215999,10000000992,8,1634008,1634000,2000
19100,20000,20000,9999148035227,390150190,10033996,5027,190970000,1000,381960000,87376,381929946,20015363,179984637,179984637,98273624,1726376,380203570,380203570,10000000983,17,1639017,1639000,2000
19200,16000,20000,9999144161529,392024943,9864001,9000,191974000,1000,383960000,61529,383930000,20016472,179983528,179983528,98292471,1707529,382222471,382222471,9999990884,10116,1656116,1646000,2000
19300,19000,20000,9999139969773,394217697,10002737,17022,192971000,1000,385960000,20998,385907956,19995426,180004574,180004574,98328002,1671998,384235958,384235958,9999991000,10000,1661000,1651000,2000
19400,24000,20000,9999146084371,386102659,44599,32,193966000,1000,387960000,106438,387931936,20018966,179981034,179981034,98232562,1767438,386164498,386164498,9999991110,9890,1670890,1661000,2000
19500,24000,20000,9999132135969,398049900,9938534,34,194966000,1000,389960000,76783,389931932,20017801,179982199,179982199,98256217,1743783,388188149,388188149,9999990923,10077,1677077,1667000,2000
19600,21000,20100,9999128017373,400168606,9959064,11000,195969000,1000,391959900,17729,391916000,20001979,179998021,179998021,98311271,1688729,390227271,390227271,9999990924,10076,1681076,1671000,2000
19700,22000,20000,9999124047314,402139608,10034936,28,196968000,1000,393960000,77136,393935944,20022866,179977134,179977134,98245864,1754136,392181808,392181808,10000000984,16,1677016,1677000,2000
19800,22000,20000,9999120130136,404057518,10002644,10000,197968000,1000,395960000,88563,395916000,20003654,179996346,179996346,98227437,1772563,394143437,394143437,10000000994,6,1684006,1684000,2000
19900,22000,20000,9999116113092,406073403,10005487,9000,198968000,1000,397960000,80542,397918000,20004495,179995505,179995505,98230458,1769542,396148458,396148458,9999990892,10108,1699108,1689000,2000
20000,23000,20000,9999122040773,398147056,2420,8000,199967000,1000,399960000,38682,399918000,20005829,179994171,179994171,98265318,1734682,398183318,398183318,9999991018,9982,1705982,1696000,2000
20100,19000,20000,9999118064685,400121108,4668,12000,200971000,1000,401960000,51280,401918000,20003793,179996207,179996207,98249720,1750280,400167720,400167720,9999991058,9942,1708942,1699000,2000
20200,26000,20000,9999104090659,412096959,10033249,31,201964000,1000,403960000,80614,403927938,20015556,179984444,179984444,98216386,1783614,402144324,402144324,9999991127,9873,1712873,1703000,2000
20300,21000,20000,9999110010642,404177691,28743,20,202969000,1000,405960000,39006,405937960,20026293,179973707,179973707,98249994,1750006,404187954,404187954,10000000996,4,1711004,1711000,2000
20400,20000,20000,9999106114287,406075056,26632,15,203970000,1000,407960000,87273,407939970,20029313,179970687,179970687,98195727,1804273,406135697,406135697,9999991051,9949,1726949,1717000,2000
20500,21000,20000,9999092167850,418021559,9904717,7000,204969000,1000,409960000,42079,409924000,20013409,179986591,179986591,98234921,1765079,408158921,408158921,10000000994,6,1723006,1723000,2000
20600,21000,20000,9999088073690,420114867,10002595,7022,205969000,1000,411960000,41342,411923956,20012513,179987487,179987487,98229658,1770342,410153614,410153614,10000000995,5,1729005,1729000,2000
20700,19000,20000,9999094116476,412071500,2426,12000,206971000,1000,413960000,56463,413918000,20005976,179994024,179994024,98207537,1792463,412125537,412125537,9999990907,10093,1746093,1736000,2000
20800,17000,20000,9999080119974,424066583,9948759,17011,207973000,1000,415960000,26577,415911978,19998535,180001465,180001465,98232423,1767577,414144401,414144401,10000000986,14,1741014,1741000,2000
20900,24000,20000,9999086037989,416147983,4595,6013,208966000,1000,417960000,14293,417919974,20005946,179994054,179994054,98237707,1762293,416157681,416157681,10000000983,17,1748017,1748000,2000
21000,18000,20100,9999072282974,427901912,10048046,39,209972000,1000,419959900,169028,419943922,20028808,179971192,179971192,98078972,1921028,418022894,418022894,10000000990,10,1752010,1752000,2000
21100,13000,20000,9999078322671,419861499,2421,24,210977000,1000,421960000,166437,421953952,20038122,179961878,179961878,98071563,1928437,420025515,420025515,9999990945,10055,1772055,1762000,2000
21200,21000,20000,9999074075843,422107462,4574,9000,211969000,1000,423960000,24056,423920000,20003305,179996695,179996695,98206944,1793056,422126944,422126944,9999990985,10015,1779015,1769000,2000
21300,23000,20000,9999060196089,433987699,9996611,8000,212967000,1000,425960000,76956,425918000,20001788,179998212,179998212,98150044,1849956,424068044,424068044,9999991107,9893,1782893,1773000,2000
21400,21000,20000,9999056289404,435896432,9996334,7000,213969000,1000,427960000,122451,427924000,20009836,179990164,179990164,98098549,1901451,426022549,426022549,9999991097,9903,1788903,1779000,2000
21500,17000,20000,9999052150677,438035072,9965520,23,214973000,1000,429960000,43201,429945954,20031703,179968297,179968297,98166799,1833201,428112753,428112753,9999990876,10124,1800124,1790000,2000
21600,22000,20100,9999048156531,440030515,9960313,38,215968000,1000,431959900,35361,431935924,20022970,179977030,179977030,98169639,1830361,430105563,430105563,10000000995,5,1795005,1795000,2000
21700,19000,20000,9999044254938,441933737,9894095,17,216971000,1000,433960000,51662,433941966,20030641,179969359,179969359,98149338,1850662,432091304,432091304,10000000993,7,1799007,1799000,2000
21800,19000,20000,9999040169356,444018880,10013830,11019,217971000,1000,435960000,55456,435919962,20008198,179991802,179991802,98140544,1859456,434060506,434060506,9999991017,9983,1813983,1804000,2000
21900,24000,20100,9999036178551,446010235,10038373,35,218966000,1000,437959900,76034,437931930,20020716,179979284,179979284,98115966,1884034,436047896,436047896,10000000997,3,1808003,1808000,2000
22000,18000,20100,9999042147476,438041484,2250,16000,219972000,1000,439959900,31383,439912000,20000960,179999040,179999040,98158617,1841383,438070617,438070617,10000000988,12,1810012,1810000,2000
22100,24000,20000,9999028314308,449874916,10037904,32,220966000,1000,441960000,140962,441931936,20021160,179978840,179978840,98046038,1953962,439977974,439977974,10000000993,7,1813007,1813000,2000
22200,19000,20000,9999024347441,451839810,10022662,24,221971000,1000,443960000,151902,443941952,20029203,179970797,179970797,98027098,1972902,441969050,441969050,9999990906,10094,1831094,1821000,2000
22300,19000,20100,9999030148281,444037381,4299,9000,222971000,1000,445959900,31959,445924000,20009662,179990338,179990338,98141041,1858959,444065041,444065041,9999991211,9789,1836789,1827000,2000
22400,20000,20000,9999026193717,445990647,4291,8019,223970000,1000,447960000,52803,447923962,20008326,179991674,179991674,98115197,1884803,446039159,446039159,9999990964,10036,1842036,1832000,2000
22500,24000,20000,9999022240056,447943576,2150,16,224966000,1000,449960000,74271,449931968,20015600,179984400,179984400,98083729,1916271,448015697,448015697,9999991030,9970,1851970,1842000,2000
22600,22000,20100,9999018185261,450001419,23515,11021,225968000,1000,451959900,44027,451913958,20000638,179999362,179999362,98107973,1892027,450021931,450021931,10000000989,11,1848011,1848000,2000
22700,24000,20000,9999004306962,461879563,9924669,14,226966000,1000,453960000,63539,453931972,20018497,179981503,179981503,98086461,1913539,452018433,452018433,10000000991,9,1850009,1850000,2000
22800,21000,20100,9999000409638,463776993,10037923,37,227969000,1000,455959900,173428,455937926,20024557,179975443,179975443,97974572,2025428,453912498,453912498,9999991008,9992,1861992,1852000,2000
22900,22000,20100,9999006185410,456000819,4139,8016,228968000,1000,457959900,31644,457919968,20006197,179993803,179993803,98108356,1891644,456028324,456028324,9999991009,9991,1869991,1860000,2000
23000,21000,20000,9998992385872,467801364,10027026,26,229969000,1000,459960000,148305,459937948,20025184,179974816,179974816,97984695,2015305,457922643,457922643,9999991001,9999,1876999,1867000,2000
23100,23000,20000,9998988306303,469879824,9908874,10000,230967000,1000,461960000,36025,461914000,20000127,179999873,179999873,98092975,1907025,460006975,460006975,10000000990,10,1871010,1871000,2000
23200,18000,20000,9998994202101,461983126,2112,17000,231972000,1000,463960000,27493,463910000,19995227,180004773,180004773,98098507,1901493,462008507,462008507,9999991123,9877,1883877,1874000,2000
23300,24000,20100,9998990215188,463970559,4143,12,232966000,1000,465959900,40780,465931976,20017723,179982277,179982277,98075220,1924780,464007196,464007196,9999991034,9966,1893966,1884000,2000
23400,20000,20000,9998986209665,465976133,4137,8000,233970000,1000,467960000,31002,467924000,20009798,179990202,179990202,98078998,1921002,466002998,466002998,10000000993,7,1890007,1890000,2000
23500,21000,20100,9998972293023,477893563,9939623,12009,234969000,1000,469959900,30021,469913982,20000568,179999432,179999432,98069979,1930021,467983961,467983961,10000000984,16,1900016,1900000,2000
23600,26000,20000,9998978238934,469945218,38060,30,235964000,1000,471960000,55891,471927940,20012092,179987908,179987908,98035109,1964891,469963049,469963049,9999990926,10074,1919074,1909000,2000
23700,23000,20000,9998964274399,481909846,10008400,27,236967000,1000,473960000,58750,473933946,20018191,179981809,179981809,98026250,1973750,471960196,471960196,10000000995,5,1915005,1915000,2000
23800,23000,20000,9998960410027,483771092,10027734,23,237967000,1000,475960000,135298,475933954,20015073,179984927,179984927,97944702,2055298,473878656,473878656,10000000997,3,1920003,1920000,2000
23900,23000,20000,9998966223128,475957576,2012,8017,238967000,1000,477960000,18201,477917966,19998670,180001330,180001330,98055799,1944201,475973765,475973765,10000000989,11,1926011,1926000,2000
24000,22000,20000,9998952329889,487851569,9923471,9000,239968000,1000,479960000,28451,479918000,19999458,180000542,180000542,98038549,1961451,477956549,477956549,9999990972,10028,1943028,1933000,2000
24100,25000,20000,9998948365927,489816937,10007277,6,240965000,1000,481960000,89664,481929988,20012852,179987148,179987148,97969336,2030664,479899324,479899324,9999990997,10003,1951003,1941000,2000
24200,21000,20000,9998954292140,481891461,31897,22,241969000,1000,483960000,66196,483937956,20021557,179978443,179978443,97987804,2012196,481925760,481925760,9999990822,10178,1956178,1946000,2000
24300,17000,20000,9998940295566,493888116,10021976,19,242973000,1000,485960000,63411,485945962,20029644,179970356,179970356,97983589,2016411,483929551,483929551,10000000985,15,1953015,1953000,2000
24400,25000,20000,9998936271217,495915730,9999228,6000,243965000,1000,487960000,19749,487918000,20004947,179995053,179995053,98018251,1981749,485936251,485936251,10000000993,7,1962007,1962000,2000
24500,19000,20000,9998942475711,487712135,1805,11012,244971000,1000,489960000,120323,489919976,20007822,179992178,179992178,97910677,2089323,487830653,487830653,10000000988,12,1969012,1969000,2000
24600,20000,20000,9998928322678,499863765,10000341,9034,245970000,1000,491960000,42254,491921932,20008375,179991625,179991625,97983746,2016254,489905678,489905678,9999990988,10012,1984012,1974000,2000
24700,19000,20000,9998924364537,501821845,9995995,13000,246971000,1000,493960000,57575,493916000,20002382,179997618,179997618,97967425,2032575,491883425,491883425,10000000993,7,1975007,1975000,2000
24800,20000,20000,9998920373784,503810560,10044324,46,247970000,1000,495960000,95836,495939908,20024252,179975748,179975748,97922164,2077836,493862072,493862072,10000000995,5,1982005,1982000,2000
24900,21000,20000,9998916586516,505597620,9828544,15,248969000,1000,497960000,89947,497937970,20022106,179977894,179977894,97921053,2078947,495859023,495859023,9999990876,10124,1999124,1989000,2000
25000,21000,20000,9998912587662,507594569,10015617,11019,249969000,1000,499960000,171505,499915962,19998193,180001807,180001807,97834495,2165505,497750457,497750457,9999990786,10214,2004214,1994000,2000
25100,22000,20000,9998918296337,499885284,3876,42,250968000,1000,501960000,26254,501935916,20017537,179982463,179982463,97971746,2028254,499907662,499907662,10000000993,7,2002007,2002000,2000
25200,20000,20000,9998914339344,501840306,3744,10000,251970000,1000,503960000,38719,503920000,19999650,180000350,180000350,97955281,2044719,501875281,501875281,10000000990,10,2006010,2006000,2000
25300,20000,20000,9998910353359,503829016,1920,11014,252970000,1000,505960000,39438,505917972,20000347,179999653,179999653,97948562,2051438,503866534,503866534,10000000988,12,2012012,2012000,2000
25400,22000,20000,9998906317367,505866192,21810,15,253968000,1000,507960000,38294,507935970,20019529,179980471,179980471,97946706,2053294,505882676,505882676,10000000990,10,2015010,2015000,2000
25500,19000,20000,9998902394675,507788079,3583,17000,254971000,1000,509960000,51252,509908000,19990754,180009246,180009246,97927748,2072252,507835748,507835748,9999990901,10099,2031099,2021000,2000
25600,19000,20000,9998888387561,519795979,10027143,24,255971000,1000,511960000,74058,511941952,20025492,179974508,179974508,97900942,2099058,509842894,509842894,9999991023,9977,2034977,2025000,2000
25700,19000,20000,9998884503171,521679386,9878060,21,256971000,1000,513960000,55316,513941958,20024515,179975485,179975485,97914684,2085316,511856642,511856642,10000000995,5,2030005,2030000,2000
25800,20000,20000,9998880374426,523807621,10037607,41,257970000,1000,515960000,68952,515939918,20021965,179978035,179978035,97899048,2100952,513838966,513838966,9999991064,9936,2041936,2032000,2000
25900,25000,20000,9998876360913,525820271,9982933,10,258965000,1000,517960000,27821,517929980,20011164,179988836,179988836,97935179,2064821,515865159,515865159,9999991065,9935,2046935,2037000,2000
26000,19000,20000,9998872400817,527781629,10016557,14,259971000,1000,519960000,66950,519941972,20024418,179975582,179975582,97890050,2109950,517832022,517832022,9999991031,9969,2052969,2043000,2000
26100,17000,20000,9998878351192,519830665,1871,39,260973000,1000,521960000,33064,521945922,20027779,179972221,179972221,97915936,2084064,519861858,519861858,9999990942,10058,2061058,2051000,2000
26200,21000,20000,9998864415424,531766629,10004881,10000,261969000,1000,523960000,50626,523918000,20000053,179999947,179999947,97894374,2105626,521812374,521812374,10000000993,7,2055007,2055000,2000
26300,23000,20100,9998860452158,533732831,10043065,44,262967000,1000,525959900,88573,525933912,20018901,179981099,179981099,97844427,2155573,523778339,523778339,10000000995,5,2067005,2067000,2000
26400,19000,20000,9998856454423,535731099,10000317,13000,263971000,1000,527960000,55609,527916000,20001522,179998478,179998478,97870391,2129609,525786391,525786391,9999990954,10046,2084046,2074000,2000
26500,24000,20000,9998852440454,537743405,9999637,45,264966000,1000,529960000,53571,529931910,20015769,179984231,179984231,97865429,2134571,527797339,527797339,10000000986,14,2081014,2081000,2000
26600,22000,20000,9998858393809,529792828,35558,37,265968000,1000,531960000,47328,531935926,20022563,179977437,179977437,97868672,2131328,529804598,529804598,10000000993,7,2084007,2084000,2000
26700,25000,20000,9998844440800,541746436,9955994,9001,266965000,1000,533960000,16278,533911998,19999234,180000766,180000766,97894722,2105278,531806720,531806720,9999990930,10070,2099070,2089000,2000
26800,17000,20000,9998840434540,543753612,10001406,32,267973000,1000,535960000,51365,535945936,20034088,179965912,179965912,97857635,2142365,533803571,533803571,9999991042,9958,2100958,2091000,2000
26900,23000,20100,9998846664465,535525210,1676,12000,268967000,1000,537959900,145733,537910000,19999675,180000325,180000325,97759267,2240733,535669267,535669267,9999991037,9963,2104963,2095000,2000
27000,23000,20100,9998832431734,547755863,10001059,7012,269967000,1000,539959900,31586,539919976,20007573,179992427,179992427,97866414,2133586,537786390,537786390,10000000996,4,2102004,2102000,2000
27100,19000,20000,9998838426457,539761939,1793,11026,270971000,1000,541960000,25401,541919948,20008344,179991656,179991656,97865599,2134401,539785547,539785547,9999991058,9942,2118942,2109000,2000
27200,18000,20000,9998834454533,541734667,1881,12009,271972000,1000,543960000,36598,543919982,20009182,179990818,179990818,97849402,2150598,541769384,541769384,9999991073,9927,2123927,2114000,2000
27300,16000,20100,9998820524615,553664342,10024900,13018,272974000,1000,545959900,82761,545921964,20010921,179989079,179989079,97800239,2199761,543722203,543722203,9999991029,9971,2126971,2117000,2000
27400,21000,20000,9998826435492,545754191,3585,15000,273969000,1000,547960000,16697,547908000,19997683,180002317,180002317,97859303,2140697,545767303,545767303,9999990950,10050,2134050,2124000,2000
27500,22000,20000,9998822504422,547685766,1784,32,274968000,1000,549960000,59977,549935936,20026124,179973876,179973876,97808023,2191977,547743959,547743959,10000000999,1,2132001,2132000,2000
27600,19000,20000,9998818517882,549671451,1739,37,275971000,1000,551960000,67607,551941926,20031259,179968741,179968741,97795393,2204607,549737319,549737319,10000000984,16,2137016,2137000,2000
27700,27000,20000,9998814470941,551717336,37352,26,276963000,1000,553960000,49482,553925948,20014225,179985775,179985775,97803518,2196482,551729466,551729466,9999990783,10217,2157217,2147000,2000
27800,24000,20000,9998810456548,553732414,35402,23,277966000,1000,555960000,41971,555931954,20020916,179979084,179979084,97807029,2192971,553738983,553738983,9999991062,9938,2160938,2151000,2000
27900,16000,20000,9998806462264,555726136,3466,16013,278974000,1000,557960000,19152,557915974,20004374,179995626,179995626,97825848,2174152,555741822,555741822,10000000994,6,2155006,2155000,2000
28000,26000,20000,9998792545789,567644593,10014945,18,279964000,1000,559960000,67658,559927964,20018346,179981654,179981654,97769342,2230658,557697306,557697306,10000000988,12,2163012,2163000,2000
28100,18000,20000,9998788563129,569628297,9999761,12013,280972000,1000,561960000,61719,561919974,20011400,179988600,179988600,97770281,2229719,559690255,559690255,10000000996,4,2168004,2168000,2000
28200,20000,20000,9998784572894,571619312,9921134,20,281970000,1000,563960000,34891,563939960,20032166,179967834,179967834,97793109,2206891,561733069,561733069,9999991050,9950,2181950,2172000,2000
28300,18000,20200,9998780491050,573700025,9997623,33,282972000,1000,565959800,33766,565943934,20035009,179964991,179964991,97792234,2207766,563736168,563736168,9999990952,10048,2184048,2174000,2000
28400,22000,20000,9998786522924,565666632,39304,20,283968000,1000,567960000,66816,567935960,20025516,179974484,179974484,97758184,2241816,565694144,565694144,10000000996,4,2175004,2175000,2000
28500,23000,20000,9998782602899,567587351,1725,5000,284967000,1000,569960000,79687,569924000,20014250,179985750,179985750,97741313,2258687,567665313,567665313,9999990919,10081,2189081,2179000,2000
28600,21000,20000,9998778518757,569671140,3388,10000,285969000,1000,571960000,31624,571918000,20007897,179992103,179992103,97781376,2218624,569699376,569699376,9999991073,9927,2196927,2187000,2000
28700,18000,20000,9998774613379,571577161,3275,19,286972000,1000,573960000,88538,573943962,20034502,179965498,179965498,97718462,2281538,571662424,571662424,10000000992,8,2193008,2193000,2000
28800,23000,20000,9998770544800,573644992,1714,12016,287967000,1000,575960000,34845,575909968,19999760,180000240,180000240,97768155,2231845,573678123,573678123,10000000987,13,2197013,2197000,2000
28900,28000,20000,9998766564835,575624768,35194,26,288962000,1000,577960000,67187,577923948,20013551,179986449,179986449,97732813,2267187,575656761,575656761,9999991260,9740,2209740,2200000,2000
29000,17000,20000,9998762599294,577592019,23927,15,289973000,1000,579960000,85939,579945970,20037283,179962717,179962717,97708061,2291939,577654031,577654031,9999991169,9831,2215831,2206000,2000
29100,22000,20000,9998758529483,579663252,3372,19,290968000,1000,581960000,32541,581935962,20028697,179971303,179971303,97756459,2243541,579692421,579692421,9999990951,10049,2221049,2211000,2000
29200,25000,20000,9998744567084,591625861,10024365,7029,291965000,1000,583960000,46223,583915942,20008887,179991113,179991113,97731777,2268223,581647719,581647719,9999990963,10037,2232037,2222000,2000
29300,21000,20000,9998740618241,593572471,10045481,40,292969000,1000,585960000,90965,585937920,20028632,179971368,179971368,97680035,2319965,583617955,583617955,10000000997,3,2229003,2229000,2000
29400,22000,20000,9998736672728,595515889,10002271,6000,293968000,1000,587960000,88191,587924000,20012617,179987383,179987383,97677809,2322191,585601809,585601809,10000000999,1,2234001,2234000,2000
29500,23000,20000,9998742660730,587526199,51129,37,294967000,1000,589960000,111428,589933926,20020855,179979145,179979145,97652572,2347428,587586498,587586498,9999990825,10175,2246175,2236000,2000
29600,20000,20100,9998738588858,589597254,43162,35,295970000,1000,591959900,70919,591939930,20026042,179973958,179973958,97685081,2314919,589625011,589625011,9999990985,10015,2254015,2244000,2000
29700,21000,20100,9998724652166,601534853,9978699,30,296969000,1000,593959900,64393,593937940,20024959,179975041,179975041,97682607,2317393,591620547,591620547,10000000995,5,2253005,2253000,2000
29800,20000,20000,9998720625403,603559989,10033629,37,297970000,1000,595960000,77283,595939926,20025318,179974682,179974682,97663717,2336283,593603643,593603643,10000000996,4,2259004,2259000,2000
29900,23000,20000,9998726721169,595466037,1737,18,298967000,1000,597960000,101832,597933964,20021170,179978830,179978830,97632168,2367832,595566132,595566132,10000000996,4,2266004,2266000,2000
30000,23000,20100,9998722694813,597492633,3205,11000,299967000,1000,599959900,75786,599912000,19999446,180000554,180000554,97653214,2346786,597565214,597565214,9999990934,10066,2281066,2271000,2000
30100,17000,20000,9998718749213,599438496,1506,16000,300973000,1000,601960000,96505,601914000,20001709,179998291,179998291,97619495,2380505,599533495,599533495,9999991077,9923,2293923,2284000,2000
30200,17000,20000,9998704678066,611509755,9924505,11000,301973000,1000,603960000,24375,603924000,20011821,179988179,179988179,97685625,2314375,601609625,601609625,10000000991,9,2290009,2290000,2000
30300,19000,20000,9998710831441,603355794,1674,13017,302971000,1000,605960000,134923,605915966,20003201,179996799,179996799,97573077,2426923,603489043,603489043,9999990835,10165,2302165,2292000,2000
30400,28000,20000,9998696670674,615517089,10000063,6000,303962000,1000,607960000,46487,607912000,19999763,180000237,180000237,97651513,2348487,605563513,605563513,10000000993,7,2302007,2302000,2000
30500,16000,20000,9998692621635,617564533,10051697,41,304974000,1000,609960000,62541,609947918,20034086,179965914,179965914,97627459,2372541,607575377,607575377,9999991077,9923,2319923,2310000,2000
30600,18000,20000,9998688689040,619493732,9997222,23,305972000,1000,611960000,64722,611943954,20026726,179973274,179973274,97617278,2382722,609561232,609561232,10000000997,3,2318003,2318000,2000
30700,21000,20000,9998694661469,611524122,53496,39,306969000,1000,613960000,73648,613937922,20023513,179976487,179976487,97606352,2393648,611544274,611544274,9999991049,9951,2329951,2320000,2000
30800,25000,20000,9998680740267,623445639,10009063,9,307965000,1000,615960000,85703,615929982,20015888,179984112,179984112,97592297,2407703,613522279,613522279,9999990912,10088,2332088,2322000,2000
30900,22000,20000,9998686633776,615551718,1628,7000,308968000,1000,617960000,23955,617922000,20007494,179992506,179992506,97652045,2347955,615574045,615574045,10000000991,9,2324009,2324000,2000
31000,19000,20000,9998682607030,617581008,3094,9000,309971000,1000,619960000,10043,619924000,20012038,179987962,179987962,97663957,2336043,617587957,617587957,9999990918,10082,2336082,2326000,2000
31100,25000,20000,9998668724453,629464191,9967729,31,310965000,1000,621960000,51738,621929938,20018582,179981418,179981418,97618262,2381738,619548200,619548200,10000000996,4,2330004,2330000,2000
31200,27000,20000,9998674647103,621543078,1590,3024,311963000,1000,623960000,22232,623919952,20010133,179989867,179989867,97643768,2356232,621563720,621563720,10000000995,5,2334005,2334000,2000
31300,21000,20000,9998660824574,633366812,9998536,39,312969000,1000,625960000,114323,625937922,20029308,179970692,179970692,97544677,2455323,623482599,623482599,9999990977,10023,2351023,2341000,2000
31400,26000,20200,9998656734999,635455528,9995326,10007,313964000,1000,627959800,52892,627907986,19998513,180001487,180001487,97605108,2394892,625513094,625513094,9999990953,10047,2352047,2342000,2000
31500,21000,20000,9998662750345,627440959,1561,17000,314969000,1000,629960000,58801,629904000,19995304,180004696,180004696,97594199,2405801,627498199,627498199,10000000993,7,2347007,2347000,2000
31600,21000,20000,9998648870838,639319713,9991991,9000,315969000,1000,631960000,120639,631920000,20010551,179989449,179989449,97528361,2471639,629448361,629448361,9999991052,9948,2360948,2351000,2000
31700,19000,20000,9998654711469,631479302,1432,11000,316971000,1000,633960000,43565,633920000,20010771,179989229,179989229,97601435,2398565,631521435,631521435,10000000997,3,2355003,2355000,2000
31800,19000,20000,9998640679462,643511354,10027538,9027,317971000,1000,635960000,41065,635923946,20014762,179985238,179985238,97600935,2399065,633524881,633524881,10000000996,4,2358004,2358000,2000
31900,17000,20000,9998646698300,635490664,1514,32,318973000,1000,637960000,45393,637945936,20034900,179965100,179965100,97588607,2411393,635534543,635534543,9999991001,9999,2375999,2366000,2000
32000,23000,20100,9998642690909,637497638,17556,7005,319967000,1000,639959900,35454,639919990,20008537,179991463,179991463,97595546,2404454,637515536,637515536,9999990872,10128,2379128,2369000,2000
32100,21000,20000,9998628732819,649456287,10000045,8001,320969000,1000,641960000,45378,641921998,20011104,179988896,179988896,97579622,2420378,639501620,639501620,10000000996,4,2375004,2375000,2000
32200,16000,20000,9998624696006,651491757,10005341,38,321974000,1000,643960000,39754,643947924,20035687,179964313,179964313,97578246,2421754,641526170,641526170,10000000998,2,2382002,2382000,2000
32300,19000,20000,9998630751042,643436009,41461,30,322971000,1000,645960000,80696,645941940,20028991,179971009,179971009,97533304,2466696,643475244,643475244,9999991143,9857,2395857,2386000,2000
32400,21000,20100,9998626773297,645412360,2952,8020,323969000,1000,647959900,59776,647921960,20007617,179992383,179992383,97547224,2452776,645469184,645469184,9999990999,10001,2403001,2393000,2000
32500,20000,20000,9998622783699,647400567,1445,10,324970000,1000,649960000,70429,649939980,20024246,179975754,179975754,97529571,2470429,647469551,647469551,10000000997,3,2400003,2400000,2000
32600,22000,20000,9998618865730,649317948,2854,33,325968000,1000,651960000,107920,651935934,20019612,179980388,179980388,97487080,2512920,649423014,649423014,9999990886,10114,2415114,2405000,2000
32700,20000,20000,9998604745011,661439613,10041803,36,326970000,1000,653960000,67059,653939928,20024552,179975448,179975448,97524941,2475059,651464869,651464869,10000000999,1,2408001,2408000,2000
32800,20000,20000,9998600745815,663437902,9971440,12021,327970000,1000,655960000,18248,655915958,19999675,180000325,180000325,97568752,2431248,653484710,653484710,10000000997,3,2413003,2413000,2000
32900,20000,20000,9998596769258,665413475,9999351,8000,328970000,1000,657960000,44438,657924000,20006733,179993267,179993267,97534562,2465438,655458562,655458562,10000000996,4,2421004,2421000,2000
