Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1
48300,24000,20000,9997981636059,972553728,10032550,30,482966000,1000,965960000,108881,965931940,20021727,179978273,179978273,96698119,3301881,962630059,962630059,10000000995,5,3193005,3193000,2000
48400,24000,20000,9997987609394,964581863,995,18,483966000,1000,967960000,77548,967931964,20023221,179976779,179976779,96726452,3273548,964658416,964658416,10000000997,3,3196003,3196000,2000
48500,20000,20000,9997973616139,976575284,10014290,12014,484970000,1000,969960000,74989,969915972,20007395,179992605,179992605,96720011,3279989,966635983,966635983,10000000996,4,3205004,3205000,2000
48600,20000,20000,9997969545532,978646437,9997431,13000,485970000,1000,971960000,28997,971914000,20005969,179994031,179994031,96764003,3235997,968678003,968678003,10000000995,5,3207005,3207000,2000
48700,17000,20000,9997965607025,980585418,10000350,35,486973000,1000,973960000,73931,973945930,20038373,179961627,179961627,96713069,3286931,970658999,970658999,9999991039,9961,3222961,3213000,2000
48800,25000,20000,9997961641438,982551490,9935206,20,487965000,1000,975960000,49338,975929960,20022888,179977112,179977112,96735662,3264338,972665622,972665622,10000000996,4,3215004,3215000,2000
48900,17000,20000,9997967538420,974654168,1036,8001,488973000,1000,977960000,26933,977929998,20022586,179977414,179977414,96750067,3249933,974680065,974680065,10000000996,4,3223004,3223000,2000
49000,16000,20000,9997963603057,976591048,978,37,489974000,1000,979960000,64928,979947926,20042031,179957969,179957969,96707072,3292928,976654998,976654998,9999991145,9855,3237855,3228000,2000
49100,17000,20000,9997949576516,988616177,9957641,17000,490973000,1000,981960000,10732,981912000,20004693,179995307,179995307,96757268,3242732,978669268,978669268,10000000992,8,3232008,3232000,2000
49200,23000,20200,9997945631615,990562007,10008255,12008,491967000,1000,983959800,59616,983909984,20003606,179996394,179996394,96703384,3296616,980613368,980613368,10000000998,2,3237002,3237000,2000
49300,22000,20000,9997951597469,982598679,1011,11009,492968000,1000,985960000,38657,985913982,20010130,179989870,179989870,96722343,3277657,982636325,982636325,9999991121,9879,3248879,3239000,2000
49400,24000,20000,9997947582822,984612038,21050,9021,493966000,1000,987960000,37985,987913958,20008818,179991182,179991182,96715015,3284985,984628973,984628973,10000000997,3,3247003,3247000,2000
49500,22000,20000,9997943552286,986642578,1976,10000,494968000,1000,989960000,13199,989916000,20010864,179989136,179989136,96737801,3262199,986653801,986653801,10000000993,7,3249007,3249000,2000
49600,23000,20200,9997929602679,998590081,10021399,9035,495967000,1000,991959800,47624,991915930,20008690,179991310,179991310,96700376,3299624,988616306,988616306,9999990730,10270,3262270,3252000,2000
49700,21000,20000,9997935605508,990586420,1954,26,496969000,1000,993960000,48741,993937948,20029876,179970124,179970124,96695259,3304741,990633207,990633207,10000000998,2,3256002,3256000,2000
49800,28000,20000,9997931567051,992623812,1990,6015,497962000,1000,995960000,14574,995911970,20002833,179997167,179997167,96724426,3275574,992636396,992636396,10000000996,4,3261004,3261000,2000
49900,20000,20000,9997917639983,1004549204,10000056,16,498970000,1000,997960000,61410,997939968,20029155,179970845,179970845,96670590,3329410,994610558,994610558,10000000998,2,3268002,3268000,2000
50000,21000,20000,9997923681515,996506468,19980,10,499969000,1000,999960000,90246,999937980,20025963,179974037,179974037,96638754,3361246,996576734,996576734,10000000995,5,3271005,3271000,2000
50100,23000,20000,9997919691152,998497299,1883,18,500967000,1000,1001960000,79274,1001933964,20022415,179977585,179977585,96640726,3359274,998574690,998574690,10000000993,7,3280007,3280000,2000
50200,19000,20000,9997905598516,1010589751,10028143,19,501971000,1000,1003960000,47177,1003941962,20030229,179969771,179969771,96666823,3333177,1000608785,1000608785,9999991029,9971,3295971,3286000,2000
50300,22000,20000,9997901785752,1012403198,9999340,9000,502968000,1000,1005960000,109571,1005918000,20006950,179993050,179993050,96595429,3404571,1002513429,1002513429,9999990908,10092,3305092,3295000,2000
50400,22000,20000,9997897651188,1014538998,9994254,6019,503968000,1000,1007960000,40109,1007923962,20014148,179985852,179985852,96660891,3339109,1004584853,1004584853,9999991155,9845,3308845,3299000,2000
50500,18000,20000,9997903702861,1006487412,24186,27,504972000,1000,1009960000,89860,1009943946,20034219,179965781,179965781,96609140,3390860,1006553086,1006553086,10000000991,9,3301009,3301000,2000
50600,19000,20100,9997889674241,1018514890,10005262,17010,505971000,1000,1011959900,46176,1011907980,19997111,180002889,180002889,96647824,3352176,1008555804,1008555804,9999991035,9965,3315965,3306000,2000
50700,19000,20000,9997895683432,1010504541,41119,36,506971000,1000,1013960000,85253,1013941928,20029901,179970099,179970099,96606747,3393253,1010548675,1010548675,10000000993,7,3308007,3308000,2000
50800,22000,20200,9997881793435,1022395173,9878361,22,507968000,1000,1015959800,54072,1015935956,20024564,179975436,179975436,96634928,3365072,1012570884,1012570884,10000000997,3,3311003,3311000,2000
50900,22000,20100,9997877702944,1024486214,10034200,26,508968000,1000,1017959900,82467,1017935948,20025106,179974894,179974894,96598533,3401467,1014534481,1014534481,10000000997,3,3319003,3319000,2000
51000,20000,20100,9997873684513,1026504636,9996568,23,509970000,1000,1019959900,54443,1019939954,20029103,179970897,179970897,96622557,3377443,1016562511,1016562511,9999990899,10101,3333101,3323000,2000
51100,20000,20100,9997869798513,1028391108,9871942,13000,510970000,1000,1021959900,34917,1021914000,20003621,179996379,179996379,96640083,3359917,1018554083,1018554083,9999990948,10052,3335052,3325000,2000
51200,22000,20000,9997865649313,1030540693,9967099,6000,511968000,1000,1023960000,7703,1023924000,20014006,179985994,179985994,96657297,3342703,1020581297,1020581297,9999990843,10157,3345157,3335000,2000
51300,19000,20000,9997861675755,1032514791,9997227,13000,512971000,1000,1025960000,30218,1025916000,20006546,179993454,179993454,96631782,3368218,1022547782,1022547782,10000000992,8,3338008,3338000,2000
51400,21000,20000,9997857668548,1034523189,10022073,21,513969000,1000,1027960000,47921,1027937958,20029695,179970305,179970305,96611079,3388921,1024549037,1024549037,10000000997,3,3341003,3341000,2000
51500,23000,20000,9997853669999,1036523110,9971286,37,514967000,1000,1029960000,18551,1029933926,20027035,179972965,179972965,96636449,3363551,1026570375,1026570375,10000000993,7,3345007,3345000,2000
51600,20000,20000,9997859802880,1028389279,995,9034,515970000,1000,1031960000,91824,1031921932,20014091,179985909,179985909,96558176,3441824,1028480108,1028480108,10000000998,2,3350002,3350000,2000
51700,24000,20000,9997845752028,1040438850,9965366,38,516966000,1000,1033960000,53220,1033931924,20022802,179977198,179977198,96594780,3405220,1030526704,1030526704,9999990926,10074,3362074,3352000,2000
51800,24000,20000,9997841760786,1042431557,9997705,11,517966000,1000,1035960000,69063,1035931978,20024321,179975679,179975679,96570937,3429063,1032502915,1032502915,9999990994,10006,3370006,3360000,2000
51900,22000,20000,9997847721956,1034470903,1881,18,518968000,1000,1037960000,51471,1037935964,20028823,179971177,179971177,96584529,3415471,1034520493,1034520493,9999990988,10012,3374012,3364000,2000
52000,21000,20100,9997833727574,1046465263,9948135,13019,519969000,1000,1039959900,13417,1039911962,20004799,179995201,179995201,96618583,3381417,1036530545,1036530545,9999990922,10078,3378078,3368000,2000
52100,29000,20000,9997839698605,1038494003,1865,8000,520961000,1000,1041960000,22431,1041906000,19998608,180001392,180001392,96608569,3391431,1038514569,1038514569,9999991042,9958,3378958,3369000,2000
52200,19000,20000,9997835793617,1040399218,920,14000,521971000,1000,1043960000,70351,1043914000,20006835,179993165,179993165,96554649,3445351,1040468649,1040468649,9999990997,10003,3385003,3375000,2000
52300,20000,20000,9997821814727,1052377447,10000341,10000,522970000,1000,1045960000,83447,1045920000,20012174,179987826,179987826,96540553,3459447,1042460553,1042460553,10000000997,3,3376003,3376000,2000
52400,17000,20000,9997817737569,1054452179,9941483,40,523973000,1000,1047960000,28112,1047945920,20035668,179964332,179964332,96592888,3407112,1044538808,1044538808,9999990852,10148,3389148,3379000,2000
52500,23000,20000,9997823849124,1046339815,945,12000,524967000,1000,1049960000,95065,1049910000,19998939,180001061,180001061,96523935,3476065,1046433935,1046433935,9999990926,10074,3391074,3381000,2000
52600,23000,20000,9997809804770,1058384844,9999490,14000,525967000,1000,1051960000,67823,1051906000,19995614,180004386,180004386,96547177,3452823,1048453177,1048453177,9999990983,10017,3395017,3385000,2000
52700,18000,20100,9997815723322,1050467112,912,11014,526972000,1000,1053959900,33886,1053921972,20012406,179987594,179987594,96578114,3421886,1050500086,1050500086,9999990860,10140,3398140,3388000,2000
52800,25000,20000,9997811731389,1052460387,1879,6014,527965000,1000,1055960000,34232,1055917972,20009748,179990252,179990252,96574768,3425232,1052492740,1052492740,9999990847,10153,3401153,3391000,2000
52900,22000,20100,9997797834695,1064356823,9934429,16,528968000,1000,1057959900,59287,1057935968,20027486,179972514,179972514,96545713,3454287,1054481681,1054481681,9999991025,9975,3404975,3395000,2000
53000,19000,20000,9997793774780,1066416689,10016165,18,529971000,1000,1059960000,70720,1059941964,20033433,179966567,179966567,96529280,3470720,1056471244,1056471244,9999990942,10058,3410058,3400000,2000
53100,18000,20000,9997789820377,1068370822,9941654,13010,530972000,1000,1061960000,41406,1061917980,20009179,179990821,179990821,96552594,3447406,1058470574,1058470574,9999991024,9976,3415976,3406000,2000
53200,20000,20000,9997795907583,1060282141,939,12023,531970000,1000,1063960000,112376,1063915954,20005678,179994322,179994322,96477624,3522376,1060393578,1060393578,9999990975,10025,3420025,3410000,2000
53300,22000,20100,9997781732016,1072459730,9997324,9000,532968000,1000,1065959900,19297,1065918000,20009746,179990254,179990254,96563703,3436297,1062481703,1062481703,9999991188,9812,3426812,3417000,2000
53400,22000,20000,9997777708424,1074482039,9997149,9000,533968000,1000,1067960000,5555,1067918000,20008463,179991537,179991537,96572445,3427555,1064490445,1064490445,10000000992,8,3422008,3422000,2000
53500,23000,20000,9997783847685,1066342731,947,17,534967000,1000,1069960000,83091,1069933966,20024382,179975618,179975618,96490909,3509091,1066424875,1066424875,9999991072,9928,3435928,3426000,2000
53600,23000,20000,9997769818155,1078373134,9941832,14,535967000,1000,1071960000,34835,1071933972,20025261,179974739,179974739,96532165,3467835,1068466137,1068466137,9999991129,9871,3442871,3433000,2000
53700,19000,20100,9997775736363,1070453510,1840,15016,536971000,1000,1073959900,12149,1073911968,20001841,179998159,179998159,96551851,3448149,1070463819,1070463819,10000000999,1,3436001,3436000,2000
53800,20000,20000,9997761874826,1082315139,10022909,11020,537970000,1000,1075960000,91865,1075917960,20007925,179992075,179992075,96466135,3533865,1072384095,1072384095,10000000998,2,3442002,3442000,2000
53900,23000,20000,9997767759293,1074429572,1768,7000,538967000,1000,1077960000,21598,1077920000,20008865,179991135,179991135,96529402,3470598,1074449402,1074449402,10000000995,5,3449005,3449000,2000
54000,26000,20000,9997763802451,1076388523,1767,5,539964000,1000,1079960000,43117,1079927990,20018964,179981036,179981036,96501883,3498117,1076429873,1076429873,10000000997,3,3455003,3455000,2000
54100,22000,20000,9997749813948,1088379154,10028828,37,540968000,1000,1081960000,63800,1081935926,20029028,179970972,179970972,96478200,3521800,1078414126,1078414126,10000000993,7,3458007,3458000,2000
54200,20000,20000,9997755826902,1080363792,40804,33,541970000,1000,1083960000,74973,1083939934,20030628,179969372,179969372,96458027,3541973,1080397961,1080397961,10000000999,1,3467001,3467000,2000
54300,20000,20000,9997741926273,1092263955,9992793,8022,542970000,1000,1085960000,89397,1085923956,20014184,179985816,179985816,96436603,3563397,1082360559,1082360559,9999990940,10060,3484060,3474000,2000
54400,20000,20000,9997747936658,1084255249,787,8017,543970000,1000,1087960000,96252,1087923966,20015873,179984127,179984127,96426748,3573252,1084350714,1084350714,9999990955,10045,3487045,3477000,2000
54500,17000,20000,9997733785919,1096404906,10016194,14004,544973000,1000,1089960000,24140,1089917992,20008817,179991183,179991183,96494860,3505140,1086412852,1086412852,9999991043,9957,3490957,3481000,2000
54600,23000,20000,9997739780042,1088411029,845,20,545967000,1000,1091960000,18388,1091933960,20025031,179974969,179974969,96494612,3505388,1088428572,1088428572,10000000997,3,3487003,3487000,2000
54700,19000,20000,9997735831671,1090359417,1821,26,546971000,1000,1093960000,47176,1093941948,20033036,179966964,179966964,96462824,3537176,1090404772,1090404772,10000000999,1,3490001,3490000,2000
54800,20000,20000,9997721791778,1102398159,10001845,10023,547970000,1000,1095960000,14820,1095919954,20009891,179990109,179990109,96491180,3508820,1092411134,1092411134,9999990953,10047,3504047,3494000,2000
54900,25000,20100,9997727854119,1094337221,33215,25,548965000,1000,1097959900,64472,1097929950,20021290,179978710,179978710,96438528,3561472,1094368478,1094368478,9999990924,10076,3507076,3497000,2000
55000,26000,20000,9997713863776,1106327976,9993482,8016,549964000,1000,1099960000,36737,1099911968,20003720,179996280,179996280,96459263,3540737,1096371231,1096371231,10000001000,0,3504000,3504000,2000
55100,24000,20000,9997719824088,1098366960,948,10000,550966000,1000,1101960000,18994,1101912000,20003048,179996952,179996952,96473006,3526994,1098385006,1098385006,9999991142,9858,3517858,3508000,2000
55200,22000,20100,9997705881726,1110309809,10001089,7000,551968000,1000,1103959900,49640,1103922000,20013535,179986465,179986465,96436360,3563640,1100358360,1100358360,10000000996,4,3514004,3514000,2000
55300,20000,20000,9997711827057,1102363254,1784,7000,552970000,1000,1105960000,24265,1105926000,20016311,179983689,179983689,96459735,3540265,1102385735,1102385735,10000000997,3,3516003,3516000,2000
55400,21000,20000,9997707871988,1104319316,908,11000,553969000,1000,1107960000,38796,1107916000,20007304,179992696,179992696,96441204,3558796,1104357204,1104357204,9999991023,9977,3529977,3520000,2000
55500,18000,20000,9997703952912,1106238998,874,13000,554972000,1000,1109960000,76438,1109918000,20009910,179990090,179990090,96396562,3603438,1106314562,1106314562,10000000994,6,3527006,3527000,2000
55600,20000,20100,9997699819377,1108370979,1697,11000,555970000,1000,1111959900,7859,1111918000,20008356,179991644,179991644,96459141,3540859,1108377141,1108377141,10000000995,5,3533005,3533000,2000
55700,24000,20100,9997695909787,1110282695,1779,10,556966000,1000,1113959900,57532,1113931980,20024462,179975538,179975538,96406468,3593532,1110338448,1110338448,9999990725,10275,3546275,3536000,2000
55800,18000,20000,9997692010923,1112181331,869,11,557972000,1000,1115960000,111258,1115943978,20036232,179963768,179963768,96347742,3652258,1112291720,1112291720,9999991052,9948,3550948,3541000,2000
55900,21000,20000,9997687873214,1114317583,21827,17,558969000,1000,1117960000,48605,1117937966,20028763,179971237,179971237,96406395,3593605,1114344361,1114344361,9999990921,10079,3555079,3545000,2000
56000,17000,20100,9997674021255,1126171601,10052341,52,559973000,1000,1119959900,138818,1119945896,20038752,179961248,179961248,96312182,3687818,1116258078,1116258078,10000000992,8,3549008,3549000,2000
56100,20000,20000,9997679929748,1118261584,856,13000,560970000,1000,1121960000,49136,1121914000,20005332,179994668,179994668,96395864,3604136,1118309864,1118309864,10000000995,5,3555005,3555000,2000
56200,24000,20000,9997675935311,1120255394,20778,8018,561966000,1000,1123960000,60174,1123915964,20006669,179993331,179993331,96378826,3621174,1120294790,1120294790,9999991080,9920,3570920,3561000,2000
56300,19000,20000,9997661933672,1132256817,10002033,7021,562971000,1000,1125960000,52087,1125927958,20018447,179981553,179981553,96378913,3621087,1122306871,1122306871,10000000995,5,3569005,3569000,2000
56400,25000,20100,9997667875738,1124315530,854,8000,563965000,1000,1127959900,14162,1127914000,20005268,179994732,179994732,96414838,3585162,1124328838,1124328838,9999991058,9942,3580942,3571000,2000
56500,20000,20000,9997663948097,1126242632,1770,32,564970000,1000,1129960000,62037,1129939936,20030665,179969335,179969335,96362963,3637037,1126302899,1126302899,10000000997,3,3575003,3575000,2000
56600,20000,20000,9997649947992,1138242778,10010422,15008,565970000,1000,1131960000,49314,1131909984,20000754,179999246,179999246,96371686,3628314,1128281670,1128281670,10000000996,4,3579004,3579000,2000
56700,20000,20000,9997655941918,1130247987,859,8000,566970000,1000,1133960000,46436,1133924000,20013905,179986095,179986095,96369564,3630436,1130293564,1130293564,10000000990,10,3584010,3584000,2000
56800,17000,20000,9997641955497,1142234572,9926770,22,567973000,1000,1135960000,25577,1135945956,20036025,179963975,179963975,96387423,3612577,1132333379,1132333379,9999990971,10029,3597029,3587000,2000
56900,20000,20000,9997647981673,1134209293,853,10014,568970000,1000,1137960000,59766,1137919972,20010938,179989062,179989062,96348234,3651766,1134268206,1134268206,9999991056,9944,3601944,3592000,2000
57000,26000,20000,9997643889147,1136305111,1775,10000,569964000,1000,1139960000,3832,1139908000,20002258,179997742,179997742,96399168,3600832,1136307168,1136307168,9999990971,10029,3607029,3597000,2000
57100,22000,20000,9997629975844,1148217673,9958303,15,570968000,1000,1141960000,35800,1141935970,20029487,179970513,179970513,96359200,3640800,1138295170,1138295170,10000000993,7,3605007,3605000,2000
57200,23000,20000,9997626037577,1150156935,9936701,5022,571967000,1000,1143960000,46361,1143923956,20018468,179981532,179981532,96342639,3657361,1140266595,1140266595,9999991066,9934,3620934,3611000,2000
57300,22000,20000,9997631943038,1142249719,35647,41,572968000,1000,1145960000,52923,1145935918,20028675,179971325,179971325,96331077,3668923,1142266995,1142266995,9999991045,9955,3625955,3616000,2000
57400,21000,20000,9997627965068,1144227036,38804,33,573969000,1000,1147960000,64351,1147937934,20030038,179969962,179969962,96314649,3685351,1144252583,1144252583,10000000998,2,3621002,3621000,2000
57500,17000,20100,9997613964531,1156223543,9948133,10012,574973000,1000,1149959900,13283,1149925976,20014050,179985950,179985950,96362717,3637283,1146288693,1146288693,9999990949,10051,3634051,3624000,2000
57600,19000,20000,9997609956232,1158231807,9981585,19,575971000,1000,1151960000,31870,1151941962,20030001,179969999,179969999,96340130,3659870,1148282092,1148282092,10000000993,7,3628007,3628000,2000
57700,19000,20000,9997605977998,1160209057,9998675,12000,576971000,1000,1153960000,38809,1153918000,20005055,179994945,179994945,96331191,3668809,1150249191,1150249191,9999991017,9983,3639983,3630000,2000
57800,19000,20000,9997602001115,1162186040,10031078,30,577971000,1000,1155960000,76489,1155941940,20029095,179970905,179970905,96289511,3710489,1152231451,1152231451,10000000998,2,3634002,3634000,2000
57900,23000,20000,9997607992668,1154195603,25637,23,578967000,1000,1157960000,62494,1157933954,20022225,179977775,179977775,96298506,3701494,1154232460,1154232460,9999991158,9842,3648842,3639000,2000
58000,22000,20000,9997603938523,1156251198,36834,29,579968000,1000,1159960000,39289,1159935942,20025663,179974337,179974337,96317711,3682289,1156253653,1156253653,9999990970,10030,3653030,3643000,2000
58100,25000,20000,9997590034112,1168155570,10016168,22,580965000,1000,1161960000,72277,1161929956,20019638,179980362,179980362,96281723,3718277,1158211679,1158211679,10000000996,4,3646004,3646000,2000
58200,18000,20100,9997595955172,1160233061,1775,11000,581972000,1000,1163959900,19357,1163922000,20010233,179989767,179989767,96328643,3671357,1160250643,1160250643,9999990873,10127,3662127,3652000,2000
58300,20000,20000,9997582094380,1172092093,10002803,13000,582970000,1000,1165960000,81855,1165914000,20000473,179999527,179999527,96257145,3742855,1162171145,1162171145,9999991135,9865,3670865,3661000,2000
58400,22000,20000,9997578169838,1174017139,9993995,7000,583968000,1000,1167960000,115428,1167922000,20008977,179991023,179991023,96216572,3783428,1164138572,1164138572,9999990963,10037,3678037,3668000,2000
58500,22000,20100,9997583961860,1166225512,24906,13,584968000,1000,1169959900,32184,1169935974,20023346,179976654,179976654,96296816,3703184,1166232790,1166232790,10000000995,5,3671005,3671000,2000
58600,23000,20000,9997570065804,1178120965,9991111,42,585967000,1000,1171960000,64531,1171933916,20020685,179979315,179979315,96260469,3739531,1168194385,1168194385,9999991042,9958,3684958,3675000,2000
58700,26000,20100,9997576022831,1170164917,1655,31,586964000,1000,1173959900,43838,1173927938,20015686,179984314,179984314,96279162,3720838,1170207100,1170207100,9999990985,10015,3687015,3677000,2000
58800,19000,20000,9997562070121,1182117140,9994812,12000,587971000,1000,1175960000,57836,1175918000,20005261,179994739,179994739,96262164,3737836,1172180164,1172180164,10000000996,4,3680004,3680000,2000
58900,20000,20000,9997568023093,1174164608,856,11027,588970000,1000,1177960000,35597,1177917946,20005647,179994353,179994353,96281403,3718597,1174199349,1174199349,10000000998,2,3683002,3683000,2000
59000,22000,20000,9997554011236,1186180116,10040876,38,589968000,1000,1179960000,53842,1179935924,20027276,179972724,179972724,96257158,3742842,1176193082,1176193082,10000000992,8,3689008,3689000,2000
59100,18000,20000,9997550067023,1188123790,10026986,25,590972000,1000,1181960000,77573,1181943950,20034763,179965237,179965237,96230427,3769573,1178174377,1178174377,9999990924,10076,3702076,3692000,2000
59200,22000,20000,9997555981706,1180208430,1616,11009,591968000,1000,1183960000,6084,1183913982,20004118,179995882,179995882,96298916,3701084,1180212898,1180212898,9999990905,10095,3705095,3695000,2000
59300,17000,20000,9997542076295,1192114733,10021657,26,592973000,1000,1185960000,75436,1185945948,20036976,179963024,179963024,96222564,3777436,1182168512,1182168512,9999990954,10046,3712046,3702000,2000
59400,22000,20100,9997538097499,1194094235,9996579,9000,593968000,1000,1187959900,58172,1187918000,20009734,179990266,179990266,96237828,3762172,1184155828,1184155828,9999990970,10030,3714030,3704000,2000
59500,21000,20000,9997544020626,1186169968,810,40,594969000,1000,1189960000,30381,1189937920,20028514,179971486,179971486,96261619,3738381,1186199539,1186199539,9999990805,10195,3718195,3708000,2000
59600,23000,20000,9997530035786,1198156154,9965090,16,595967000,1000,1191960000,15452,1191933968,20025908,179974092,179974092,96272548,3727452,1188206516,1188206516,9999990980,10020,3722020,3712000,2000
59700,21000,20000,9997526056101,1200134741,9954783,9009,596969000,1000,1193960000,12512,1193919982,20010824,179989176,179989176,96272488,3727512,1190192470,1190192470,9999991183,9817,3724817,3715000,2000
59800,19000,20200,9997522123709,1202068747,10022279,25,597971000,1000,1195959800,86741,1195941950,20034406,179965594,179965594,96191259,3808741,1192133209,1192133209,10000000994,6,3722006,3722000,2000
59900,22000,20000,9997518098518,1204092170,10021492,13,598968000,1000,1197960000,69148,1197935974,20026662,179973338,179973338,96203852,3796148,1194139826,1194139826,10000000998,2,3727002,3727000,2000
60000,19000,20000,9997514248148,1205942586,9838314,12017,599971000,1000,1199960000,41347,1199917966,20008700,179991300,179991300,96227653,3772347,1196145619,1196145619,10000001000,0,3731000,3731000,2000
