Time\ number,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_200::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,Time\ Probability,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_200::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1
9100,9999547438741.0,19877496,19,201.0,7000,56257,20018898,9999991028.0,20132,9,9100,9.99999000001e-07,0.9995020682888246,0.4736842105263158,0.999000999000999,0.9983553466149935,0.4266495928062827,0.0009989558352496196,9.99999000001e-07,0.9990168434382165,9.0853961260551e-06
9200,9999543498834.0,19897433,19,200.0,14,132304,20034750,10000000989.0,10090,9,9200,9.99999000001e-07,0.999506880659355,0.4736842105263158,0.999000999000999,0.9983559974386212,0.44283248438359524,0.000998954442369744,9.99999000001e-07,0.9990119455779625,1.4473426271806104e-05
9300,9999539488238.0,19845634,18,200.0,10016,93176,20015012,9999990843.0,20250,9,9300,9.99999000001e-07,0.9995116680092541,0.4736842105263158,0.999000999000999,0.9983550631513624,0.43584923457733094,0.000998955041777784,9.99999000001e-07,0.9990265271355561,1.0277355447295546e-05
9400,9999545417821.0,5104,23,200.0,7021,84306,20022191,9999990920.0,20191,70,9400,9.99999000001e-07,0.9994648843577104,0.4736842105263158,0.999000999000999,0.9983556839946461,0.43531822787728675,0.000998954633866078,9.99999000001e-07,0.9990293062160318,0.0017820312612991974
9500,9999541383914.0,10010515,18,202.0,12017,2514,20006866,10000000991.0,9813,28,9500,9.99999000001e-07,0.9994972453090109,0.4736842105263158,0.999000999000999,0.9983546743181848,0.027036261279749015,0.0009989542308557638,9.99999000001e-07,0.9990261128365145,1.5495391908317163e-05
9600,9999527421625.0,19950540,22,200.0,7000,4701,20022304,10000000995.0,9917,52,9600,9.99999000001e-07,0.9995257536043176,0.4736842105263158,0.999000999000999,0.9983557322670091,0.025743264548812695,0.0009989528379166024,9.99999000001e-07,0.9990309298131536,0.0032612363297699985
9700,9999523443324.0,19930353,21,200.0,14000,83418,20016008,10000000993.0,10031,9,9700,9.99999000001e-07,0.9995301686044933,0.4736842105263158,0.999000999000999,0.9983551289631842,0.4379304238135726,0.0009989524405338269,9.99999000001e-07,0.9990338453630857,9.215470715083688e-06
9800,9999519418878.0,19944649,20,200.0,14000,36861,20009168,10000000991.0,9970,47,9800,9.99999000001e-07,0.9995346026837257,0.4736842105263158,0.999000999000999,0.9983548372521067,0.46935724485214014,0.0009989520384685203,9.99999000001e-07,0.9990402794706181,0.003260433477275071
9900,9999525379187.0,9937043,20,201.0,12000,94232,20022841,10000000989.0,10128,52,9900,9.99999000001e-07,0.9995165249195893,0.4736842105263158,0.999000999000999,0.9983551889841484,0.4422897151921716,0.0009989526341259679,9.99999000001e-07,0.99904500691415,0.0017723232777159274
10000,9999521361397.0,9974826,19,200.0,19,40799,20026967,10000000989.0,10224,40,10000,9.99999000001e-07,0.9995213584689061,0.4736842105263158,0.999000999000999,0.9983556060746822,0.43407148316894595,0.0009989522326186446,9.99999000001e-07,0.9990541266562242,0.0017841806932384463
10100,9999517415995.0,8960,19,201.0,23000,4615,20006168,10000000991.0,10115,0,10100,9.99999000001e-07,0.9995021337105354,0.4736842105263158,0.999000999000999,0.998354569836067,0.02962098534248166,0.0009989528389648052,9.99999000001e-07,0.9990620148858238,1.1641907188769988e-05
10200,9999503412483.0,19996331,24,200.0,11000,15447,19994571,10000001000.0,13,45,10200,9.99999000001e-07,0.9995512671916101,0.4736842105263158,0.999000999000999,0.998354031136406,0.03346170528929915,0.0009989514413977997,9.99999000001e-07,0.9990628042957302,0.0017823357619150392
10300,9999499414441.0,19961214,18,200.0,15,60790,20029028,10000001000.0,7,31,10300,9.99999000001e-07,0.9995552967066155,0.4736842105263158,0.999000999000999,0.9983565582251529,0.4830887731103696,0.0009989500425616295,9.99999000001e-07,0.9990689073721121,0.0032626908305644227
10400,9999505437903.0,4639,27,201.0,17012,1,20001330,9999990966.0,20061,0,10400,9.99999000001e-07,0.9995165157190868,0.4736842105263158,0.999000999000999,0.998354289430471,0.026684620137881414,0.000998951643562089,9.99999000001e-07,0.9990942529443573,1.035315798115053e-05
10500,9999501373984.0,9887061,18,200.0,39,61153,20028817,10000000999.0,17,4,10500,9.99999000001e-07,0.9995429057484315,0.4736842105263158,0.999000999000999,0.9983565662799664,0.4455083454814531,0.0009989512379784216,9.99999000001e-07,0.9990834239979762,6.644806234216013e-06
10600,9999497483507.0,4492,22,200.0,19013,56336,19996785,10000001000.0,15,0,10600,9.99999000001e-07,0.9995256297367234,0.4736842105263158,0.999000999000999,0.9983540967163121,0.44650092869287245,0.0009989498499084091,9.99999000001e-07,0.9990900943117246,1.1040054984427895e-05
10700,9999493412476.0,8582,17,200.0,18000,73060,20050170,10000001000.0,9,8,10700,9.99999000001e-07,0.9995302083853725,0.4736842105263158,0.999000999000999,0.9983558449168805,0.45084032981602906,0.0009989504434079774,9.99999000001e-07,0.9990950299952308,7.27651435308607e-06
10800,9999489532454.0,4417,21,200.0,17000,87789,20006780,9999990807.0,20274,4,10800,9.99999000001e-07,0.9995343180559899,0.4736842105263158,0.999000999000999,0.9983545139332375,0.45416479850327196,0.0009989500557299814,9.99999000001e-07,0.9991160408530559,1.719843108110292e-05
10900,9999475618238.0,20001727,20,200.0,24000,28175,20000253,10000001000.0,19,113,10900,9.99999000001e-07,0.9995774700025145,0.4736842105263158,0.999000999000999,0.9983540509420956,0.0780680353759683,0.0009989476673813171,9.99999000001e-07,0.9991071580035695,0.0017825563117455179
11000,9999481451290.0,10018614,24,200.0,12013,14154,20020174,10000000989.0,9968,4,11000,9.99999000001e-07,0.9995630039378501,0.4736842105263158,0.999000999000999,0.9983551146576225,0.035725365972701435,0.000998949249297869,9.99999000001e-07,0.9991181408999196,9.07168334287226e-06
11100,9999477606798.0,10026745,15,200.0,8029,129027,20021043,10000001000.0,10,112,11100,9.99999000001e-07,0.9995665417175487,0.4736842105263158,0.999000999000999,0.9983550005824385,0.46487694063830787,0.0009989478666417183,9.99999000001e-07,0.9991173952568821,0.0017868641223300287
11200,9999473491596.0,26290,17,200.0,23017,4,20007693,10000000991.0,9866,0,11200,9.99999000001e-07,0.9995511720665724,0.4736842105263158,0.999000999000999,0.9983544889139033,0.026810397989713554,0.0009989484526629518,9.99999000001e-07,0.9991310891102874,1.0163748484604051e-05
11300,9999469465886.0,9887403,27,200.0,9013,58617,20014379,10000000984.0,10062,58,11300,9.99999000001e-07,0.9995738982020562,0.4736842105263158,0.999000999000999,0.9983548274153549,0.45475031816788525,0.0009989470671858435,9.99999000001e-07,0.9991357420777798,0.001770038731222923
11400,9999465537756.0,7826,21,201.0,31,4058,20026325,10000000989.0,10210,67,11400,9.99999000001e-07,0.9995590019883366,0.4736842105263158,0.999000999000999,0.9983562520543134,0.034687110663731,0.000998946661335007,9.99999000001e-07,0.9991410484362787,0.0017828044035259464
11500,9999461551428.0,59262,23,200.0,22003,7867,20005579,9999990892.0,20148,15,11500,9.99999000001e-07,0.999562893956028,0.4736842105263158,0.999000999000999,0.998354358238906,0.025600860429051745,0.0009989472577492469,9.99999000001e-07,0.9991504891483484,9.593147387540174e-06
11600,9999447723727.0,19793563,28,200.0,20012,81116,20001227,9999990791.0,20285,7,11600,9.99999000001e-07,0.9996008991821247,0.4736842105263158,0.999000999000999,0.9983541622588729,0.5035238190756143,0.000998946858507786,9.99999000001e-07,0.9991548950590939,7.867822091013088e-06
11700,9999453616010.0,9994360,22,200.0,12000,2071,20026647,9999990942.0,20001,86,11700,9.99999000001e-07,0.9995879090742141,0.4736842105263158,0.999000999000999,0.9983550637581431,0.043958150971700874,0.000998945471915305,9.99999000001e-07,0.9991603701424264,0.0017817792585104696
11800,9999449585009.0,25990,18,200.0,11028,2056,20056164,10000000990.0,9857,4,11800,9.99999000001e-07,0.9995739442649907,0.4736842105263158,0.999000999000999,0.998356551926685,0.04194248536619426,0.00099894606682825,9.99999000001e-07,0.9991560162956373,1.5965421150853192e-05
11900,9999445543586.0,7639,17,200.0,22023,22001,20011673,10000000988.0,10000,41,11900,9.99999000001e-07,0.9995775846886412,0.4736842105263158,0.999000999000999,0.9983545784484947,0.051268783904605694,0.0009989456660702224,9.99999000001e-07,0.9991624790619765,1.9430921381657625e-05
12000,9999441616439.0,28297,21,200.0,11025,14869,20026959,10000001000.0,12,0,12000,9.99999000001e-07,0.9995810306165019,0.4736842105263158,0.999000999000999,0.9983551488632758,0.05043215524354045,0.0009989452713159816,9.99999000001e-07,0.9991603778971161,1.9131902488771385e-05
12100,9999427529969.0,19922875,20,200.0,25,34882,20025704,10000001000.0,11,18,12100,9.99999000001e-07,0.9996164548111988,0.4736842105263158,0.999000999000999,0.998355284774466,0.46019318512291507,0.0009989438683082415,9.99999000001e-07,0.9991673681589928,0.0017717059562006136
12200,9999433605061.0,9946478,16,201.0,18027,101380,20046060,10000001000.0,8,65,12200,9.99999000001e-07,0.999604157361066,0.4736842105263158,0.999000999000999,0.9983553691439051,0.47342190479157786,0.000998943474631144,9.99999000001e-07,0.999175603128751,0.0017738538236045803
12300,9999429597690.0,10043386,23,200.0,10034,1982,20020606,10000000995.0,10006,3,12300,9.99999000001e-07,0.9996073943104306,0.4736842105263158,0.999000999000999,0.9983548907171808,0.039312817073163045,0.0009989430727271075,9.99999000001e-07,0.9991869958357926,1.4678611068083379e-05
12400,9999425627970.0,10026366,23,200.0,14014,15920,20048577,10000000992.0,9831,105,12400,9.99999000001e-07,0.9996103732754157,0.4736842105263158,0.999000999000999,0.9983558198255851,0.05494646382641934,0.0009989436790213827,9.99999000001e-07,0.9991888588135762,0.0017869647048339148
12500,9999411666238.0,20043978,21,201.0,12032,3744,20021474,9999990934.0,20029,119,12500,9.99999000001e-07,0.9996277239984143,0.4736842105263158,0.999000999000999,0.9983548402079611,0.06077770313717577,0.0009989412850482419,9.99999000001e-07,0.9991980940298902,0.003274096016858993
12600,9999407599513.0,19912689,24,200.0,13031,44482,20017631,10000001000.0,15,44,12600,9.99999000001e-07,0.9996305407148585,0.4736842105263158,0.999000999000999,0.998354819810895,0.46675170510774744,0.0009989418792597958,9.99999000001e-07,0.9991883215707601,0.0017750871534844201
12700,9999403684365.0,19847000,20,200.0,6019,57545,20026448,10000001000.0,17,57,12700,9.99999000001e-07,0.9996331335762777,0.4736842105263158,0.999000999000999,0.9983552150086629,0.5131628478534664,0.000998941488517724,9.99999000001e-07,0.9991942092654653,0.003253514176258285
12800,9999399745540.0,19917272,20,200.0,19000,3650,20002887,10000001000.0,15,66,12800,9.99999000001e-07,0.9996357254856985,0.4736842105263158,0.999000999000999,0.9983540124070107,0.05435628984882387,0.0009989410954091868,9.99999000001e-07,0.9991980850270445,0.003251524579240665
12900,9999405636643.0,10017770,21,200.0,8018,3672,20037810,9999990985.0,19969,7,12900,9.99999000001e-07,0.9996249651517619,0.4736842105263158,0.999000999000999,0.9983558259207241,0.038558899770572336,0.000998940683883101,9.99999000001e-07,0.9992150515436404,1.4216351850418078e-05
13000,9999401572131.0,10028696,17,200.0,19,1837,20028204,10000001000.0,16,3,13000,9.99999000001e-07,0.999627853855738,0.4736842105263158,0.999000999000999,0.9983561542357265,0.027551961041274057,0.0009989412780578289,9.99999000001e-07,0.9992076170191186,1.0000583076971457e-05
13100,9999397682697.0,10024811,19,200.0,8020,89100,20042068,10000000991.0,9905,62,13100,9.99999000001e-07,0.9996304816718337,0.4736842105263158,0.999000999000999,0.9983560527065884,0.47950569929902637,0.0009989398897285078,9.99999000001e-07,0.9992168563832078,0.001771576808108041
13200,9999383676995.0,19969363,21,200.0,13000,3541,20024379,9999991082.0,19763,33,13200,9.99999000001e-07,0.9996461588134853,0.4736842105263158,0.999000999000999,0.9983547524106225,0.0322745708600096,0.0009989404836919593,9.99999000001e-07,0.9992282539322391,0.0017728289465761711
13300,9999389700686.0,46047,19,201.0,7041,24363,20027738,10000001000.0,10,14,13300,9.99999000001e-07,0.9996220870855188,0.4736842105263158,0.999000999000999,0.9983550536178942,0.0523360038196824,0.0009989400883388129,9.99999000001e-07,0.9992199748831913,2.1921542744655593e-05
13400,9999385566330.0,9936554,18,200.0,20016,40578,20007729,9999990985.0,20175,61,13400,9.99999000001e-07,0.9996385068386155,0.4736842105263158,0.999000999000999,0.9983542471885406,0.4752673367568805,0.000998938689014887,9.99999000001e-07,0.9992361601772108,0.0017895334660274257
13500,9999371741936.0,19919719,18,200.0,7041,3415,20025916,10000001000.0,9,20,13500,9.99999000001e-07,0.9996534259110358,0.4736842105263158,0.999000999000999,0.9983550076205664,0.034934191453123105,0.0009989373007975345,9.99999000001e-07,0.9992289953269406,1.537421036692899e-05
13600,9999367749704.0,19892506,18,200.0,8013,102950,20041905,10000001000.0,5,103,13600,9.99999000001e-07,0.9996558045110054,0.4736842105263158,0.999000999000999,0.9983559580441367,0.5318705544657031,0.000998938886778387,9.99999000001e-07,0.999235476928605,0.0017828794292687044
13700,9999373611258.0,3425,19,200.0,25000,1733,19995995,10000000991.0,9895,3,13700,9.99999000001e-07,0.9996332404009743,0.4736842105263158,0.999000999000999,0.998353635710111,0.011566150112338353,0.0009989384872080773,9.99999000001e-07,0.9992452232063673,4.044067710056406e-06
13800,9999369708509.0,10005578,24,200.0,12033,79250,20015348,10000001000.0,4,3,13800,9.99999000001e-07,0.9996485765741735,0.4736842105263158,0.999000999000999,0.9983545024170453,0.48633884738114913,0.0009989380977011315,9.99999000001e-07,0.9992441443865627,1.552691060961639e-05
13900,9999355717743.0,19911884,23,202.0,17000,29443,20038925,10000000989.0,9922,40,13900,9.99999000001e-07,0.9996628072051438,0.4736842105263158,0.999000999000999,0.9983549790828504,0.48041539866517896,0.000998937688066858,9.99999000001e-07,0.9992570148938794,9.652696737667954e-06
14000,9999361835139.0,43561,23,200.0,17034,122264,20020485,10000000989.0,9926,95,14000,9.99999000001e-07,0.9996409270810336,0.4736842105263158,0.999000999000999,0.9983546618559533,0.4946092883599851,0.0009989363120353205,9.99999000001e-07,0.9992586694896533,0.0017682397258247907
14100,9999347749976.0,19935274,27,200.0,5012,67830,20004145,10000000986.0,10184,41,14100,9.99999000001e-07,0.9996672605799124,0.4736842105263158,0.999000999000999,0.9983539511540985,0.5318412871925158,0.0009989349065169784,9.99999000001e-07,0.9992610021992575,0.0032591556466548457
14200,9999343786056.0,20045076,20,200.0,8029,11288,20045164,10000001000.0,13,6,14200,9.99999000001e-07,0.9996694244381951,0.4736842105263158,0.999000999000999,0.9983558842294495,0.06994424473831319,0.0009989365105404374,9.99999000001e-07,0.9992592663922496,2.2847659873957834e-05
14300,9999349765664.0,3263,25,200.0,29,1669,20020143,10000001000.0,12,83,14300,9.99999000001e-07,0.9996485156727231,0.4736842105263158,0.999000999000999,0.9983555058836183,0.04564844957185487,0.0009989361070890912,9.99999000001e-07,0.9992641713244622,0.0017826062223385512
14400,9999345686322.0,10045526,17,200.0,34,1682,20034648,9999990929.0,19992,3,14400,9.99999000001e-07,0.9996628484387212,0.4736842105263158,0.999000999000999,0.9983562224141311,0.03458511421682095,0.0009989357024848514,9.99999000001e-07,0.9992779741688038,1.2236084911694669e-05
14500,9999341767459.0,10036219,22,200.0,32,1681,20023233,10000000991.0,10089,75,14500,9.99999000001e-07,0.9996650506824708,0.4736842105263158,0.999000999000999,0.9983556466450538,0.04135801492982584,0.0009989343093048202,9.99999000001e-07,0.9992754090497062,0.001782877808848968
14600,9999337695679.0,3235,25,200.0,6000,0,20017276,10000000983.0,9861,0,14600,9.99999000001e-07,0.9996558782727202,0.4736842105263158,0.999000999000999,0.9983548907942092,0.01489122769504339,0.0009989339026990837,9.99999000001e-07,0.9992779058692534,5.13492941504365e-06
14700,9999323718988.0,19953248,18,200.0,25,50593,20031401,10000000989.0,9950,25,14700,9.99999000001e-07,0.9996800639831082,0.4736842105263158,0.999000999000999,0.998356106152594,0.49097485053002576,0.0009989344992320014,9.99999000001e-07,0.9992826141540228,0.0017759040351828838
14800,9999329731287.0,9923070,21,200.0,13020,1629,20015998,10000000993.0,10056,3,14800,9.99999000001e-07,0.9996715457214038,0.4736842105263158,0.999000999000999,0.9983543551821926,0.02936479921901614,0.0009989341079925192,9.99999000001e-07,0.9992862526551402,1.0254634160129371e-05
14900,9999325775192.0,15165,21,201.0,25012,53767,20000613,10000000996.0,9987,77,14900,9.99999000001e-07,0.9996627621345291,0.4736842105263158,0.999000999000999,0.9983536789599711,0.4930016032149715,0.0009989327134522054,9.99999000001e-07,0.9992887558704312,0.0017815617687036577
15000,9999321734825.0,10051218,20,201.0,23000,24549,20046848,9999991107.0,19754,3,15000,9.99999000001e-07,0.9996758853200586,0.4736842105263158,0.999000999000999,0.998354590289666,0.050894488830896534,0.0009989333099156633,9.99999000001e-07,0.9992956526271453,9.209789782644162e-06
15100,9999307796695.0,19941494,18,200.0,14021,77705,20006591,9999991024.0,19881,78,15100,9.99999000001e-07,0.9996879709435048,0.4736842105263158,0.999000999000999,0.9983539179668176,0.49771974238871525,0.0009989329087477456,9.99999000001e-07,0.9992981870064939,0.0017861587171519556
15200,9999313703928.0,6032,21,200.0,22011,3059,19997314,10000000989.0,9864,0,15200,9.99999000001e-07,0.9996694928574795,0.4736842105263158,0.999000999000999,0.9983534949516298,0.013732517070481846,0.00099893250784849,9.99999000001e-07,0.9992947137384122,4.674179606261742e-06
15300,9999309832450.0,10014765,24,200.0,15,1598,20015159,10000000983.0,10004,85,15300,9.99999000001e-07,0.999681996832962,0.4736842105263158,0.999000999000999,0.9983551531622447,0.04711943652002301,0.000998931123025429,9.99999000001e-07,0.9992987396949798,0.001781461935539819
15400,9999305898288.0,9897478,20,200.0,27019,102141,19991024,10000000996.0,9973,3,15400,9.99999000001e-07,0.9996839262069596,0.4736842105263158,0.999000999000999,0.9983531238654241,0.5031891390235629,0.0009989317171902878,9.99999000001e-07,0.9993021501451876,9.958273235953947e-06
15500,9999301803066.0,25857,23,200.0,10000,4,20018589,9999991002.0,19979,63,15500,9.99999000001e-07,0.9996758586592445,0.4736842105263158,0.999000999000999,0.9983544323697057,0.035574066341967164,0.0009989303209935814,9.99999000001e-07,0.9993089049668309,0.0017821043488780038
15600,9999297841638.0,10018342,19,200.0,14,1554,20030144,10000000993.0,10019,92,15600,9.99999000001e-07,0.999687930642061,0.4736842105263158,0.999000999000999,0.9983558070810892,0.05133914273277558,0.0009989309253925645,9.99999000001e-07,0.9993074883363723,0.0017854984526645692
15700,9999293826512.0,9991950,24,201.0,32,66671,20020314,9999990900.0,20077,3,15700,9.99999000001e-07,0.9996898750454457,0.4736842105263158,0.999000999000999,0.9983553802489892,0.5008903134527221,0.000998929524942566,9.99999000001e-07,0.999315573374983,1.3064035175147595e-05
15800,9999279877017.0,19923630,31,201.0,7000,2933,20007080,10000000995.0,9909,36,15800,9.99999000001e-07,0.999700964782108,0.4736842105263158,0.999000999000999,0.998354144049918,0.020989628867766313,0.0009989301206327751,9.99999000001e-07,0.9993136153321861,0.0017706842398241968
15900,9999275800517.0,19948432,23,200.0,8000,64665,20007026,10000001000.0,3,32,15900,9.99999000001e-07,0.999702794061559,0.4736842105263158,0.999000999000999,0.9983538046418312,0.502197132915089,0.0009989287256990372,9.99999000001e-07,0.999311296188782,0.0032609490509237843
16000,9999281752778.0,9952426,24,200.0,9,62447,20020156,10000001000.0,16,62,16000,9.99999000001e-07,0.9996955534132934,0.4736842105263158,0.999000999000999,0.998355412652079,0.5026963500326492,0.0009989293196969332,9.99999000001e-07,0.9993141364703817,0.001784921734135733
16100,9999277862579.0,2922,23,200.0,12029,0,20021863,10000000989.0,9999,0,16100,9.99999000001e-07,0.9996878979593614,0.4736842105263158,0.999000999000999,0.998354416615146,0.046240155710358284,0.0009989289311925743,9.99999000001e-07,0.9993220334386668,1.614688829750322e-05
16200,9999273757396.0,9962534,18,200.0,9014,49110,20033404,10000000988.0,10176,24,16200,9.99999000001e-07,0.9996992223067902,0.4736842105263158,0.999000999000999,0.9983550802197977,0.5022131609649964,0.0009989275278082415,9.99999000001e-07,0.9993239479277651,0.0017735384893722687
16300,9999259949426.0,19874479,18,200.0,11014,148279,20055167,10000001000.0,5,65,16300,9.99999000001e-07,0.9997095869261726,0.4736842105263158,0.999000999000999,0.9983557994969514,0.5623827551624941,0.0009989261439872614,9.99999000001e-07,0.9993215762497414,0.0032508643200582056
16400,9999255882107.0,19907976,24,200.0,9010,30567,20021010,10000001000.0,16,31,16400,9.99999000001e-07,0.9997113202257358,0.4736842105263158,0.999000999000999,0.9983545731265856,0.5018301794752617,0.0009989277242821262,9.99999000001e-07,0.9993279642154386,0.0017731399259858424
16500,9999251940654.0,19927855,22,200.0,16000,2846,20007938,10000000996.0,10046,48,16500,9.99999000001e-07,0.9997129117550593,0.4736842105263158,0.999000999000999,0.9983537891696231,0.045778878386158475,0.00099892634441773,9.99999000001e-07,0.9993351267181988,0.001766069238311123
16600,9999257809321.0,10027035,18,200.0,13000,1439,20002498,10000000996.0,10148,2,16600,9.99999000001e-07,0.9997062741633376,0.4736842105263158,0.999000999000999,0.9983535432993268,0.0194982445721061,0.00099892693012851,9.99999000001e-07,0.9993378132474433,1.1607438291566952e-05
16700,9999253803246.0,10019548,24,200.0,5018,7820,20014034,10000001000.0,3,15,16700,9.99999000001e-07,0.9997079977512089,0.4736842105263158,0.999000999000999,0.998354550223078,0.024699994630283533,0.0009989265303288497,9.99999000001e-07,0.9993355494972436,8.272782650974772e-06
16800,9999239868743.0,19947604,22,200.0,11013,50278,20018106,10000001000.0,8,5,16800,9.99999000001e-07,0.9997178348344962,0.4736842105263158,0.999000999000999,0.9983541792786247,0.5079322052701184,0.000998926130987073,9.99999000001e-07,0.9993381901353269,4.824302935126097e-06
16900,9999245850474.0,9903468,19,200.0,16,53735,20026703,10000001000.0,9,54,16900,9.99999000001e-07,0.9997112455673668,0.4736842105263158,0.999000999000999,0.9983555415837245,0.5097859765594219,0.00099892573662593,9.99999000001e-07,0.9993429736617851,0.0017824051198342859
17000,9999231889775.0,20053381,26,203.0,9025,2840,20013806,10000001000.0,12,5,17000,9.99999000001e-07,0.9997209626826514,0.4736842105263158,0.999000999000999,0.9983539147410678,0.05585642738784097,0.0009989243433727174,9.99999000001e-07,0.999345126298942,1.9426616200590407e-05
17100,9999228023617.0,20021854,20,200.0,19,2816,20025092,9999991124.0,19855,132,17100,9.99999000001e-07,0.9997224248828994,0.4736842105263158,0.999000999000999,0.9983552779242841,0.07312440419848627,0.0009989249550066317,9.99999000001e-07,0.9993568532113927,0.0032709490768991086
17200,9999233926811.0,10000397,22,200.0,12037,1379,20021735,10000000997.0,10193,26,17200,9.99999000001e-07,0.9997161967231114,0.4736842105263158,0.999000999000999,0.9983543035327819,0.04079781113452924,0.0009989245446545834,9.99999000001e-07,0.9993545026345975,1.8575914429388747e-05
17300,9999219938044.0,19883361,21,200.0,32,49799,20022384,10000000994.0,10181,24,17300,9.99999000001e-07,0.9997255226695452,0.4736842105263158,0.999000999000999,0.9983552986988113,0.5114696686673136,0.0009989231505789131,9.99999000001e-07,0.9993569880290462,0.0017632004172854065
17400,9999225878493.0,10018835,21,200.0,19020,11400,20000709,10000000996.0,10012,22,17400,9.99999000001e-07,0.9997194186557689,0.4736842105263158,0.999000999000999,0.9983533200524968,0.024888485311459815,0.0009989227437701737,9.99999000001e-07,0.9993585681187829,8.223216533937686e-06
17500,9999211857813.0,20005980,19,200.0,12020,14685,20010971,9999991004.0,19959,28,17500,9.99999000001e-07,0.999728577159781,0.4736842105263158,0.999000999000999,0.9983538239845313,0.028253428855163725,0.0009989233398702707,9.99999000001e-07,0.999366269972794,9.343780553301056e-06
17600,9999207903422.0,19961388,24,200.0,11042,31691,20035511,9999991005.0,20259,37,17600,9.99999000001e-07,0.9997300029142405,0.4736842105263158,0.999000999000999,0.9983549049749563,0.5123266867545676,0.0009989229415085302,9.99999000001e-07,0.9993699830966465,0.0032627145386637437
17700,9999204221636.0,19686701,24,200.0,12,94848,20016399,10000000994.0,10096,45,17700,9.99999000001e-07,0.9997312257150507,0.4736842105263158,0.999000999000999,0.9983549764501033,0.5185177704075918,0.000998920582407716,9.99999000001e-07,0.9993667262788329,0.003225201646238367
17800,9999209961143.0,10020817,20,200.0,8025,90645,20043599,10000000996.0,10062,74,17800,9.99999000001e-07,0.9997255194209406,0.4736842105263158,0.999000999000999,0.998355440128802,0.5202332798823358,0.0009989211550747014,9.99999000001e-07,0.9993679135204562,0.0017833078579103901
17900,9999195970580.0,20011278,19,200.0,18011,20682,20008403,10000000980.0,9884,5,17900,9.99999000001e-07,0.9997342633534884,0.4736842105263158,0.999000999000999,0.998353584076486,0.062078639547835456,0.0009989197591560093,9.99999000001e-07,0.9993678423955233,1.448321572039909e-05
18000,9999201919136.0,10028205,19,200.0,10000,2677,20029374,10000000993.0,10053,2,18000,9.99999000001e-07,0.9997285347728158,0.4736842105263158,0.999000999000999,0.9983546403040506,0.02492519901575726,0.000998921352525434,9.99999000001e-07,0.9993695040455773,1.2135034157005434e-05
18100,9999198000301.0,2632,18,200.0,17,1387,20030955,9999991009.0,20026,89,18100,9.99999000001e-07,0.9997224452575034,0.4736842105263158,0.999000999000999,0.9983555516242456,0.05122569757801936,0.0009989199616009495,9.99999000001e-07,0.9993754005244138,0.0017818495931245673
18200,9999193948863.0,10001340,26,200.0,23,1297,20015154,10000000991.0,10076,2,18200,9.99999000001e-07,0.9997314242438597,0.4736842105263158,0.999000999000999,0.9983548612334584,0.03208563140870289,0.0009989205551100343,9.99999000001e-07,0.9993738557213308,1.0672031469077785e-05
18300,9999189957313.0,10027327,24,200.0,9025,74941,20039024,10000001000.0,8,56,18300,9.99999000001e-07,0.999732874891798,0.4736842105263158,0.999000999000999,0.9983551290920102,0.5206841278461265,0.0009989191585857518,9.99999000001e-07,0.9993710723468058,0.001786958388091722
18400,9999185988810.0,2673,24,200.0,8000,7988,20018569,10000000992.0,9990,15,18400,9.99999000001e-07,0.9997269850283149,0.4736842105263158,0.999000999000999,0.9983542101520061,0.04951869124012807,0.0009989197624474236,9.99999000001e-07,0.9993788781296779,1.6784247882292194e-05
18500,9999182035738.0,49040,20,200.0,38,91748,20026338,10000000990.0,10003,43,18500,9.99999000001e-07,0.9997284819354416,0.4736842105263158,0.999000999000999,0.9983552705921936,0.5243737270589374,0.0009989183686068695,9.99999000001e-07,0.9993815719575041,0.0017657312239193206
18600,9999177911710.0,10000396,23,202.0,8000,9308,20002948,9999990938.0,20055,18,18600,9.99999000001e-07,0.9997370832110288,0.4736842105263158,0.999000999000999,0.9983533303495851,0.02625707920759079,0.0009989189563390144,9.99999000001e-07,0.9993883997786007,8.561358266697626e-06
18700,9999173913261.0,9956305,19,201.0,18000,1312,19988081,10000000994.0,9978,55,18700,9.99999000001e-07,0.9997384270904763,0.4736842105263158,0.999000999000999,0.9983526342935171,0.011798632758112297,0.0009989175638970595,9.99999000001e-07,0.9993872466418052,0.0017886114401369875
18800,9999169945847.0,2678,16,200.0,21000,0,19998994,10000000991.0,9876,36,18800,9.99999000001e-07,0.9997328488022746,0.4736842105263158,0.999000999000999,0.9983531052777501,0.02193398128946756,0.0009989181613329903,9.99999000001e-07,0.9993890801746742,0.0017817684003523856
