Time\ number,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_200::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1,Time\ Probability,r1_2_10:=Cell_1,r2_1_20:=Cell_1,r2_3_100:=Cell_1,r1_1_200:=Cell_1,rM_300:=Cell_1,r3_3_400:=Cell_1,r2_2_500:=Cell_1,r1_2_100::Cell_1::Mitochondria_1,r2_1_200::Cell_1::Mitochondria_1,rM_300::Cell_1::Mitochondria_1
7100,9999637395718.0,10025261,25,200.0,21,126808,20076612,9999991045.0,19753,126,7100,9.99999000001e-07,0.9993376153717534,0.4736842105263158,0.999000999000999,0.9983582007956054,0.4079497670548258,0.0009989638129701598,9.99999000001e-07,0.9988273274910789,0.0017866237563211888
7200,9999623268671.0,19968945,18,200.0,23016,60818,20058019,10000000986.0,10133,36,7200,9.99999000001e-07,0.9993867856765226,0.4736842105263158,0.999000999000999,0.9983575083481815,0.39454950862934113,0.0009989643944053512,9.99999000001e-07,0.998822328186515,0.001776890777765893
7300,9999619281185.0,20012308,18,200.0,28006,6153,20041173,10000000974.0,10190,70,7300,9.99999000001e-07,0.9993940482522528,0.4736842105263158,0.999000999000999,0.9983566244729827,0.0316541703095481,0.0009989630051526418,9.99999000001e-07,0.9988347568720214,0.0017852170640451329
7400,9999625252102.0,9966773,24,200.0,14,3224,20064642,10000000990.0,10041,6,7400,9.99999000001e-07,0.9993631415726922,0.4736842105263158,0.999000999000999,0.9983577279574842,0.026469241502848052,0.0009989636010553854,9.99999000001e-07,0.9988532649267637,1.1446059569105498e-05
7500,9999621387572.0,9998714,19,200.0,18024,3096,20050093,10000000984.0,10032,119,7500,9.99999000001e-07,0.9993707250362658,0.4736842105263158,0.999000999000999,0.9983569047835872,0.05298330287778824,0.000998962218109754,9.99999000001e-07,0.9988636776844478,0.0017828684104086872
7600,9999617261595.0,9952276,23,200.0,9000,72611,20040605,9999991044.0,20086,72,7600,9.99999000001e-07,0.9993789167682386,0.4736842105263158,0.999000999000999,0.9983565963501371,0.40509465802311795,0.0009989618039698155,9.99999000001e-07,0.9988815393597484,0.0017843521069522503
7700,9999613379980.0,31546,22,201.0,24,16601,20057821,10000000983.0,10040,31,7700,9.99999000001e-07,0.9993462916373168,0.4736842105263158,0.999000999000999,0.9983572828329076,0.04800561052674533,0.0009989614163488146,9.99999000001e-07,0.9988802293290334,2.0770523541034462e-05
7800,9999609319913.0,26929,24,200.0,11035,14052,20049831,10000001000.0,10187,0,7800,9.99999000001e-07,0.9993548584093881,0.4736842105263158,0.999000999000999,0.9983569425668252,0.04286163843244788,0.0009989620083365937,9.99999000001e-07,0.9988878842776864,1.8429328722790835e-05
7900,9999605289022.0,10034640,19,200.0,11025,2944,20034137,10000001000.0,11,5,7900,9.99999000001e-07,0.9994012206093926,0.4736842105263158,0.999000999000999,0.9983562000120286,0.0403126558704305,0.0009989616087436478,9.99999000001e-07,0.9988814455303122,1.7333682765332375e-05
8000,9999601586022.0,9999120,23,200.0,19000,3011,20021528,10000001000.0,8,43,8000,9.99999000001e-07,0.9994072993690584,0.4736842105263158,0.999000999000999,0.998355349762053,0.085265549460264,0.0009989612371014743,9.99999000001e-07,0.9988901319411149,4.551039775515439e-05
8100,9999597329582.0,49610,19,200.0,22017,2907,20029886,10000001000.0,10,5,8100,9.99999000001e-07,0.9993789193450003,0.4736842105263158,0.999000999000999,0.9983559867594374,0.02385239172967375,0.000998960809442286,9.99999000001e-07,0.9989071157692265,1.000430476720832e-05
8200,9999593372832.0,5735,26,200.0,8028,8018,20035770,10000000990.0,9985,5,8200,9.99999000001e-07,0.9993862046612785,0.4736842105263158,0.999000999000999,0.9983561691846184,0.05059429323742189,0.0009989604194793702,9.99999000001e-07,0.9989304641250929,1.8504481081394618e-05
8300,9999589341441.0,5679,20,200.0,12014,2,20046421,10000000993.0,9856,5,8300,9.99999000001e-07,0.999393831690689,0.4736842105263158,0.999000999000999,0.998356535423037,0.02752209200534014,0.000998959017281452,9.99999000001e-07,0.9989416376675387,1.1460748276370206e-05
8400,9999585343268.0,27438,22,200.0,11012,2805,20040568,10000000979.0,10130,5,8400,9.99999000001e-07,0.999401085015946,0.4736842105263158,0.999000999000999,0.998356412667225,0.03127317751373562,0.0009989596154064539,9.99999000001e-07,0.998948619011071,1.3028592191012978e-05
8500,9999581284082.0,9917077,15,200.0,20,96894,20049751,10000000984.0,9861,55,8500,9.99999000001e-07,0.9994410514434956,0.4736842105263158,0.999000999000999,0.9983568637904336,0.4258083496487103,0.0009989582238372667,9.99999000001e-07,0.9989570959711574,0.0017827554663080512
8600,9999577312124.0,9966807,23,200.0,7017,2721,20030080,9999991047.0,19977,58,8600,9.99999000001e-07,0.9994472855899621,0.4736842105263158,0.999000999000999,0.9983562125848463,0.027764155415788926,0.0009989588166256472,9.99999000001e-07,0.9989795678878177,0.001782825955261846
8700,9999563392513.0,20058841,20,200.0,18022,5215,20008988,10000000999.0,21,10,8700,9.99999000001e-07,0.9994815431836033,0.4736842105263158,0.999000999000999,0.9983548056877555,0.06079729083027126,0.000998957427440088,9.99999000001e-07,0.9989680306205955,2.5721117273245907e-05
8800,9999569425314.0,5131,23,200.0,8018,2713,20027161,10000000990.0,10151,0,8800,9.99999000001e-07,0.9994280908451385,0.4736842105263158,0.999000999000999,0.9983556273829973,0.04905647081358159,0.0009989580290073045,9.99999000001e-07,0.9989890320082576,2.038564638362428e-05
8900,9999555436092.0,20020132,27,200.0,22,5063,20017820,9999991076.0,19793,104,8900,9.99999000001e-07,0.9994920075516125,0.4736842105263158,0.999000999000999,0.9983551835147791,0.04947153953888185,0.0009989556336294433,9.99999000001e-07,0.9990037786675141,0.0032707146817930284
9000,9999561417200.0,25236,22,200.0,10000,94566,20027291,10000001000.0,6,53,9000,9.99999000001e-07,0.9994409631042916,0.4736842105263158,0.999000999000999,0.9983556678527342,0.4341292177855942,0.000998957227810729,9.99999000001e-07,0.9989939698553127,0.0017688555020295065
