Name,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000
H2O,10000000000000,9999999999814,10000000000812,10000000000788,10000000000824,10000000000891,10000000000359,10000000000277,10000000000257,9999999999739,9999999999529,9999999999878,10000000000191,10000000000569,10000000000155,9999999999638,9999999999476,9999999998601,9999999999118,9999999999867,10000000000466,10000000000407,10000000000032,10000000000159,10000000000058,9999999999880,9999999999360,9999999998751,9999999998970,9999999999717,9999999999958,9999999999791,9999999999558,9999999999546,9999999999133,9999999999154,9999999999933,10000000000156,10000000000107,10000000000234,10000000000208,10000000000269,9999999999964,10000000000581,10000000000764,10000000000062,10000000000220,9999999999910,10000000000316,9999999999752,9999999999521,9999999999684,9999999999783,9999999999156,9999999999848,9999999999626,9999999999827,9999999999569,9999999999782,10000000000071,10000000000640,10000000000951,10000000000922,10000000000515,10000000001070,10000000000948,10000000000759,10000000000743,10000000000773,10000000000470,10000000000693,10000000001085,10000000001312,10000000001377,10000000001920,10000000001743,10000000001198,10000000000715,10000000000990,10000000001029,10000000001432,10000000000774,10000000000995,10000000000287,10000000000440,10000000000542,10000000000108,10000000000140,9999999999944,10000000000115,10000000000858,9999999999758,9999999999485,9999999999538,9999999999780,9999999999679,9999999999600,9999999999498,9999999999854,10000000000111,9999999999961
OH-,1000000,1000186,999188,999212,999176,999109,999641,999723,999743,1000261,1000471,1000122,999809,999431,999845,1000362,1000524,1001399,1000882,1000133,999534,999593,999968,999841,999942,1000120,1000640,1001249,1001030,1000283,1000042,1000209,1000442,1000454,1000867,1000846,1000067,999844,999893,999766,999792,999731,1000036,999419,999236,999938,999780,1000090,999684,1000248,1000479,1000316,1000217,1000844,1000152,1000374,1000173,1000431,1000218,999929,999360,999049,999078,999485,998930,999052,999241,999257,999227,999530,999307,998915,998688,998623,998080,998257,998802,999285,999010,998971,998568,999226,999005,999713,999560,999458,999892,999860,1000056,999885,999142,1000242,1000515,1000462,1000220,1000321,1000400,1000502,1000146,999889,1000039
H+,1000000,1000186,999188,999212,999176,999109,999641,999723,999743,1000261,1000471,1000122,999809,999431,999845,1000362,1000524,1001399,1000882,1000133,999534,999593,999968,999841,999942,1000120,1000640,1001249,1001030,1000283,1000042,1000209,1000442,1000454,1000867,1000846,1000067,999844,999893,999766,999792,999731,1000036,999419,999236,999938,999780,1000090,999684,1000248,1000479,1000316,1000217,1000844,1000152,1000374,1000173,1000431,1000218,999929,999360,999049,999078,999485,998930,999052,999241,999257,999227,999530,999307,998915,998688,998623,998080,998257,998802,999285,999010,998971,998568,999226,999005,999713,999560,999458,999892,999860,1000056,999885,999142,1000242,1000515,1000462,1000220,1000321,1000400,1000502,1000146,999889,1000039
glucose,0,734000,1232000,1646000,2009900,2322200,2614800,2881000,3131100,3368100,3585700,3803300,4008800,4204800,4392000,4577800,4749700,4925300,5091000,5251000,5407900,5569800,5722000,5865700,6006800,6150500,6294600,6434300,6571300,6698600,6827400,6954500,7073700,7198700,7318400,7439100,7553100,7665200,7778200,7891800,8007400,8117700,8224800,8333400,8438000,8545200,8652900,8751300,8860400,8963800,9066700,9162200,9256100,9358200,9452200,9546100,9639700,9739400,9832300,9920400,10013900,10102100,10193100,10283200,10369700,10453300,10538200,10622300,10708600,10799900,10883700,10968300,11051500,11135600,11219300,11300500,11380000,11460300,11540700,11621800,11700800,11781100,11858900,11937900,12013300,12083700,12161600,12238500,12309700,12384200,12455200,12525400,12599400,12673200,12746700,12818500,12891300,12965000,13034900,13110000,13181100
O2,0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
H2O:=Cell_1,10000000000000,9999980481542,9999981824694,9999964008988,9999966694473,9999960037946,9999953907138,9999938320450,9999942969215,9999938082375,9999923591237,9999929224085,9999925190755,9999911401056,9999917805922,9999904484948,9999901216608,9999897668141,9999903984847,9999900658307,9999887416233,9999884300384,9999881028267,9999877879550,9999874940462,9999871898594,9999878724458,9999866125395,9999873139919,9999870188716,9999857591564,9999864342881,9999861436473,9999858852337,9999846104085,9999843163423,9999840511018,9999847941287,9999845071537,9999832323882,9999829371711,9999826654298,9999823893695,9999821226046,9999818406912,9999815945067,9999823268393,9999820519586,9999818006910,9999805620391,9999803010275,9999810300074,9999807466236,9999804906474,9999792216239,9999799463706,9999787120011,9999794328789,9999781802886,9999779186767,9999786487017,9999784112629,9999771756377,9999769277379,9999776597330,9999763725709,9999761103206,9999768295005,9999765524457,9999752854714,9999750037845,9999757278172,9999754475739,9999741649026,9999739182755,9999746712340,9999744203946,9999731296773,9999728579180,9999725788482,9999723130811,9999720525782,9999727749849,9999715002436,9999712271167,9999709491660,9999716876730,9999714368443,9999701741237,9999708985619,9999696331873,9999693759921,9999691145667,9999698156518,9999685342573,9999692525392,9999679640245,9999677198972,9999684620559,9999681544864,9999678838903
OH-:=Cell_1,100000,10095521,91815,10008926,83907,89276,88388,10002919,88156,78134,9998992,82178,91756,10086136,95739,10015064,10048479,10510083,1235986,1724441,12234520,12712923,13432574,14104245,14633601,15324378,6201728,16553498,7332070,8115658,18580137,9727347,10561498,11096209,21816996,22749865,23411796,14007439,14916686,25721425,26742164,27537236,28386639,29149076,30072507,30646455,21439517,22310488,22950937,33466970,34206164,25049676,26016531,26710276,37538285,28427697,38910219,29840165,40508293,41263172,32103900,32618053,43113544,43728926,34541202,45540476,46287860,37218265,38110053,48899586,49835437,40715994,41639967,52589447,53176805,43770460,44401194,55430357,56267714,57176871,57953974,58677876,49572061,60437965,61285646,62177367,52907334,53529750,64272456,55144055,65910694,66592289,67312078,58404955,69323411,60242296,71227638,71774709,62456854,63640231,64452671
H+:=Cell_1,100000,10354549,838007,11322170,1921779,2345666,2666566,12787607,2802858,2724480,12436508,2227126,1886628,11284152,875029,10477202,10055773,10005737,102614,84981,10003130,9975451,10065532,9988825,9981665,9976444,61572,10030248,57368,55056,10014111,66917,68574,47271,10001908,10000907,10026440,58711,56882,10037259,10043652,10046274,10011709,10043766,10012997,10030693,48359,50968,42749,10034572,10009862,28462,43421,37150,9997833,41431,9999277,40015,9983871,10028982,42022,31337,10006168,10035652,45142,10002086,10033012,45361,31133,10026594,9994123,28720,29021,9999081,9965559,31436,30880,9977869,9970674,10007609,10010508,10025280,27671,10009071,9979958,10011419,27546,26968,10030590,26733,10030850,9979405,9984776,14487,9981513,24768,10000166,9980375,13952,33907,13319
glucose:=Cell_1,0,626,3113,3604,1318,1461,2532,5158,2751,4939,5339,5143,4962,4765,2251,2152,2218,2702,3664,3596,5253,5834,3397,3154,2835,5731,5252,6091,6450,3152,4089,5498,5946,7382,4555,5965,6781,5601,4560,6017,4497,3399,3984,4343,6861,6809,5866,5493,3919,6298,4180,5785,7162,3288,5891,7049,6566,5730,4675,3412,5423,7572,4553,4914,7417,4419,4128,3558,3541,3172,4232,3278,3191,6096,7272,6137,6898,3419,6614,6488,4582,4163,3701,4769,6445,3755,6126,7171,3648,3637,4799,3789,6013,6973,3534,6722,4312,6622,6021,3063,4167
glucose_channel:=Cell_1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
