Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
0,10000000000000,1000000,1000000,0,0,10000000000000,100000,100000,0,50,0,0,0,0,0,0,100000000,100000000,100000000,0,10000000,0,0,10000000000000,100000,100000,0,50,0,0,0,0,0,0,100000000,100000000,100000000,0,10000000,0,0,100000000000,1000,1000,0,0,0,0,0,10000000,10000000,10000000,0,0,0,50,0,0,10000000,0,10000000,10000000,0,0,0,2000,2000,2000,100000000000,1000,1000,0,0,0,0,0,10000000,10000000,10000000,0,0,0,50,0,0,10000000,0,10000000,10000000,0,0,0,2000,2000,2000,100000000000,1000,1000,0,0,0,0,0,10000000,10000000,10000000,0,0,0,50,0,0,10000000,0,10000000,10000000,0,0,0,2000,2000,2000
100,9999999999814,1000186,1000186,734000,20000,9999980481542,10095521,10354549,626,50,130300,0,939900,0,257848,259348,90757211,109242789,109263589,0,9942212,57788,160,9999990481979,96125,344459,1181,50,125700,1020100,1020100,0,248686,249038,90727142,109272858,109272858,0,9751314,248686,352,99999900352,101196,100976,278948,0,1200,228,4828,9999772,9995152,9999720,280,0,0,50,2,320,9999976,24,9999990,9999980,20,10,294,2000,2000,2000,100000000499,1484,1018,298412,0,2014,132,8432,9999868,9991565,9800066,199934,0,0,50,3,520,9999982,18,9999997,9999997,3,3,499,2000,2000,2000,100000000457,1495,1022,358766,0,1917,226,8126,9999774,9991874,9999973,27,0,0,50,20,500,9999999,1,9999999,10000000,0,1,479,2000,2000,2000
200,10000000000812,999188,999188,1232000,20000,9999981824694,91815,838007,3113,50,379000,200,1859800,0,740503,751774,82707083,117292917,117431717,0,9703817,296183,2791,9999971833794,10089432,10830756,931,50,379000,2100200,2100200,0,748731,756138,82579364,117420636,117420636,0,9251269,748731,7407,100000002563,3428,984,612230,0,10006,330,42330,9999670,9957655,9799944,200056,0,0,50,57,2590,9999958,42,9999999,9999985,15,1,2491,2000,2000,2000,99999903291,103317,100606,491488,0,11309,68,47668,9999932,9952332,9800411,199589,0,0,50,3,2900,9999907,93,10000000,10000000,0,0,2804,2000,2000,2000,99999902978,103675,100994,731312,0,11799,32,49232,9999968,9950723,9954681,45319,0,0,50,17,2990,9999969,31,9999954,9999955,45,46,2942,2000,2000,2000
300,10000000000788,999212,999212,1646000,20000,9999964008988,10008926,11322170,3604,50,676300,0,2999900,0,1306388,1345392,75640906,124359094,124736694,0,9292582,707418,16074,9999963952628,10090792,11336420,1689,50,667700,2960100,2960100,0,1288825,1332022,75275442,124724558,124724558,0,8711175,1288825,43197,100000008153,7587,348,1017112,0,29741,2032,125732,9997968,9874268,9800439,199561,0,0,50,116,7630,9999895,105,9999987,10000000,0,13,7409,2000,2000,2000,99999908263,107769,100396,877772,0,30507,92,128792,9999908,9871208,9799873,200127,0,0,50,11,7700,9999917,83,9999970,10000000,0,30,7606,2000,2000,2000,100000007548,8272,1015,1037744,0,30003,1484,126684,9998516,9873316,9799657,200343,0,0,50,16,7600,9999889,111,9999979,10000000,0,21,7473,2000,2000,2000
400,10000000000824,999176,999176,2009900,20000,9999966694473,83907,1921779,1318,50,996800,0,3980400,0,1870948,1990964,69394844,130605156,131330656,0,8727482,1272518,76546,9999966765871,85041,1768827,4547,50,983300,3979600,3979600,0,1820646,1957506,68708418,131291582,131291582,0,8179354,1820646,136860,100000014966,14398,396,1376952,0,57078,72,241672,9999928,9758328,9800102,199898,0,0,50,41,14420,9999854,146,9999983,10000000,0,17,14233,2000,2000,2000,99999916671,113417,99013,1116768,0,58316,1448,247248,9998552,9752752,9800204,199796,0,0,50,26,14710,9999860,140,10000000,10000000,0,0,14544,2000,2000,2000,99999915097,113325,100079,1358376,0,56794,36,238136,9999964,9761770,9799446,200554,0,0,50,86,14340,9999926,74,9999828,9999906,94,172,14180,2000,2000,2000
500,10000000000891,999109,999109,2322200,20000,9999960037946,89276,2345666,1461,50,1340100,0,5020400,0,2397854,2677278,63857500,136142500,137295500,0,8199866,1800134,210444,9999960198310,82285,2146635,2061,50,1327700,4939600,4939600,0,2357814,2651278,62831873,137168127,137168127,0,7642186,2357814,293464,99999923269,122947,100525,1731670,0,90628,2170,384370,9997830,9615630,9800722,199278,0,0,50,35,22830,9999816,184,9999999,10000000,0,1,22611,2000,2000,2000,99999923484,122832,100746,1431036,0,93354,1296,392496,9998704,9607504,9799286,200714,0,0,50,15,23460,9999858,142,9999785,10000000,0,215,23303,2000,2000,2000,99999922729,122659,100855,1653592,0,89876,112,379712,9999888,9620288,9799604,200396,0,0,50,35,22690,9999752,248,9999929,10000000,0,71,22407,2000,2000,2000
600,10000000000359,999641,999641,2614800,20000,9999953907138,88388,2666566,2532,50,1698800,0,6161100,0,2885457,3392536,58970262,141029738,142711938,0,7712743,2287257,407179,9999954183377,90017,2279261,4923,50,1676400,5798900,5798900,0,2766099,3342954,57516348,142483652,142483652,0,7233901,2766099,576855,99999934980,132218,99358,2100294,0,132650,2134,562734,9997866,9437140,9799960,200040,0,0,50,25,33270,9999890,110,9999967,9999874,126,33,33135,2000,2000,2000,99999933439,133270,101159,1781178,0,134259,58,565658,9999942,9434153,9799011,200989,0,0,50,24,33690,9999865,135,9999743,9999811,189,257,33531,2000,2000,2000,100000032894,33214,853,1982370,0,131189,70,556070,9999930,9443930,9800261,199739,0,0,50,115,32940,9999963,37,9999922,10000000,0,78,32788,2000,2000,2000
700,10000000000277,999723,999723,2881000,20000,9999938320450,10002919,12787607,5158,50,2066400,0,7081300,0,3318346,4122484,54622553,145377447,147654147,0,7278914,2721086,668898,9999948679825,89681,2309467,2260,50,2042600,6878700,6878700,0,3150233,4080680,52750186,147249814,147249814,0,6849767,3150233,930447,99999946162,143198,99329,2427116,0,177771,1976,753576,9998024,9246424,9799969,200031,0,0,50,155,44720,9999837,163,9999926,10000000,0,74,44402,2000,2000,2000,99999946498,145260,100264,2164494,0,182514,34,773534,9999966,9226384,9800396,199604,0,0,50,118,45880,9999822,178,9999918,9999918,82,82,45584,2000,2000,2000,99999945814,142964,99754,2087552,0,177870,72,751672,9999928,9248118,9799210,200790,0,0,50,66,44640,9999858,142,9999784,9999790,210,216,44432,2000,2000,2000
800,10000000000257,999743,999743,3131100,20000,9999942969215,88156,2802858,2751,50,2441900,0,8201000,0,3622210,4878298,50771069,149228931,152164331,0,6972500,3027500,1081798,9999933638233,10078396,12316434,5118,50,2417000,7759000,7759000,0,3530901,4823764,48440393,151559607,151559607,0,6469099,3530901,1292863,100000057413,57971,1305,2847986,0,230524,46,976446,9999954,9023390,9800566,199434,0,0,50,202,57920,9999884,116,9999836,9999836,164,164,57602,2000,2000,2000,99999959006,156654,100276,2486428,0,233742,108,986408,9999892,9013592,9799178,200822,0,0,50,31,58660,9999742,258,9999653,10000000,0,347,58371,2000,2000,2000,100000057281,57952,1359,2348534,0,229517,74,972774,9999926,9027157,9800893,199107,0,0,50,69,57710,9999651,349,9999930,9999931,69,70,57292,2000,2000,2000
900,9999999999739,1000261,1000261,3368100,20000,9999938082375,78134,2724480,4939,50,2823700,0,9280500,0,3927044,5637522,47320831,152679169,156301969,0,6669666,3330334,1495588,9999928986781,10085192,12011072,4741,50,2798200,8679500,8679500,0,3756399,5586918,44558891,155441109,155441109,0,6243601,3756399,1830519,99999971317,170868,101179,3087270,0,285361,70,1207170,9999930,8792553,9798789,201211,0,0,50,63,71560,9999791,209,9999722,9999723,277,278,71288,2000,2000,2000,99999972055,170837,100425,2886068,0,286308,48,1212848,9999952,8787152,9799812,200188,0,0,50,181,71860,9999864,136,9999801,10000000,0,199,71543,2000,2000,2000,100000071496,69518,553,2667814,0,284845,54,1202954,9999946,8796880,9798865,201135,0,0,50,168,71470,9999879,121,9999581,9999834,166,419,71181,2000,2000,2000
1000,9999999999529,1000471,1000471,3585700,20000,9999923591237,9998992,12436508,5339,50,3211200,0,10240600,0,4166069,6411722,44272251,155727749,160098049,0,6430081,3569919,1987103,9999924716335,10081361,11774043,1805,50,3193100,9719400,9719400,0,4037636,6382590,41080286,158919714,158919714,0,5962364,4037636,2344954,99999986727,185457,100413,3323162,0,344186,1082,1459382,9998918,8540450,9799744,200256,0,0,50,169,86310,9999874,126,9999831,9999832,168,169,86015,2000,2000,2000,99999985677,185919,101448,3161890,0,345379,90,1461490,9999910,8538510,9798971,201029,0,0,50,139,86600,9999845,155,9999664,10000000,0,336,86306,2000,2000,2000,99999989033,182763,97551,2984110,0,341438,10,1450610,9999990,8549250,9801312,198688,0,0,50,195,85640,9999886,114,9999999,9999860,140,1,85331,2000,2000,2000
1100,9999999999878,1000122,1000122,3803300,20000,9999929224085,82178,2227126,5143,50,3600900,0,10981200,0,4364181,7191514,41540977,158459023,163602223,0,6233969,3766031,2523283,9999930760737,93296,1339676,5808,50,3585800,10978800,10978800,0,4203182,7159984,37914017,162085983,162085983,0,5796818,4203182,2956802,100000000852,201402,101390,3538364,0,404548,104,1715504,9999896,8284306,9799212,200788,0,0,50,48,101290,9999860,140,9999810,9999810,190,190,101102,2000,2000,2000,100000002060,201170,100646,3436260,0,405876,2360,1721760,9997640,8278162,9799524,200476,0,0,50,50,101780,9999652,348,9999898,9999922,78,102,101382,2000,2000,2000,100000001722,199706,99988,3098458,0,402852,338,1708738,9999662,8291262,9799318,200682,0,0,50,120,100980,9999804,196,9999850,10000000,0,150,100664,2000,2000,2000
1200,10000000000191,999809,999809,4008800,20000,9999925190755,91756,1886628,4962,50,3996400,0,12121300,0,4538514,7982876,39089887,160910113,166834613,0,6054326,3945674,3094002,9999917118465,10090652,10933840,4519,50,3984800,11838700,11838700,0,4401875,7960562,35069679,164930321,164930321,0,5598125,4401875,3558687,100000117645,115471,38,3971458,0,466637,1438,1979038,9998562,8020962,9802333,197667,0,0,50,39,116900,9999731,269,9999822,10000000,0,178,116592,2000,2000,2000,100000116919,116041,559,3751508,0,466338,1688,1978188,9998312,8021812,9799882,200118,0,0,50,140,116810,9999886,114,9999808,10000000,0,192,116556,2000,2000,2000,100000017922,213663,99350,3352282,0,465217,2,1970402,9999998,8029477,9799813,200187,0,0,50,162,116650,9999755,245,9999663,9999879,121,337,116243,2000,2000,2000
1300,10000000000569,999431,999431,4204800,20000,9999911401056,10086136,11284152,4765,50,4398500,0,13121000,0,4595233,8787470,36896862,163103138,169825338,0,5999857,4000143,3794727,9999923741691,93976,588086,5427,50,4386700,12839000,12839000,0,4628328,8762546,32498213,167501787,167501787,0,5371672,4628328,4134218,100000132579,132271,1293,4343214,0,530832,54,2250154,9999946,7749556,9799078,200922,0,0,50,67,132940,9999780,220,9999709,9999710,290,291,132653,2000,2000,2000,100000132404,130116,13,4006874,0,526107,1514,2231114,9998486,7768886,9800403,199597,0,0,50,202,131860,9999825,175,9999759,10000000,0,241,131483,2000,2000,2000,100000032446,230174,100552,3584364,0,529938,4,2242504,9999996,7757496,9798622,201378,0,0,50,161,132710,9999914,86,9999449,10000000,0,551,132463,2000,2000,2000
1400,10000000000155,999845,999845,4392000,20000,9999917805922,95739,875029,2251,50,4802400,0,14120900,0,4744664,9600298,34940959,165059041,172598041,0,5852306,4147694,4410504,9999910674942,10028003,10193315,2793,50,4795600,13839100,13839100,0,4875463,9585614,30188559,169811441,169811441,0,5124537,4875463,4710151,100000149452,146944,238,4595452,0,594874,1972,2521372,9998028,7478628,9798806,201194,0,0,50,51,149050,9999626,374,9999691,10000000,0,309,148625,2000,2000,2000,100000148035,147469,379,4358726,0,589200,86,2503386,9999914,7496614,9800590,199410,0,0,50,193,147610,9999844,156,9999997,10000000,0,3,147261,2000,2000,2000,100000148933,147489,400,3835940,0,593011,40,2516340,9999960,7483474,9799389,200611,0,0,50,122,148470,9999873,127,9999799,9999814,186,201,148221,2000,2000,2000
1500,9999999999638,1000362,1000362,4577800,20000,9999904484948,10015064,10477202,2152,50,5211100,0,15101000,0,4946257,10417896,33176508,166823492,175182092,0,5648783,4351217,4977879,9999907270297,10524972,10077836,5584,50,5201100,14859000,14859000,0,4971948,10391032,28086301,171913699,171913699,0,5028052,4971948,5419084,100000165621,165563,729,4824918,0,660636,9398,2806598,9990602,7193402,9801234,198766,0,0,50,149,165500,9999744,256,9999999,10000000,0,1,165095,2000,2000,2000,100000164257,162033,53,4671352,0,653600,1172,2772972,9998828,7226930,9799180,200820,0,0,50,178,163650,9999904,96,9999740,9999902,98,260,163376,2000,2000,2000,100000064801,263658,100744,4127812,0,657566,32,2789632,9999968,7210125,9800514,199486,0,0,50,64,164610,9999794,206,9999756,9999757,243,244,164340,2000,2000,2000
1600,9999999999476,1000524,1000524,4749700,20000,9999901216608,10048479,10055773,2218,50,5623700,0,16221000,0,5081019,11242964,31627151,168372849,177591949,0,5514271,4485729,5617835,9999914056099,1030254,101062,2956,50,5616600,15739000,15739000,0,5149048,11227288,26213641,173786359,173786359,0,4850952,5149048,6078240,100000081937,282630,101356,5054252,0,728806,72,3094272,9999928,6905573,9799874,200126,0,0,50,107,182400,9999878,122,9999845,9999845,155,155,182171,2000,2000,2000,100000181455,180274,331,4960012,0,721037,9732,3063332,9990268,6936331,9801443,198557,0,0,50,81,180530,9999747,253,10000000,9999663,337,0,180196,2000,2000,2000,100000080955,280361,100934,4578102,0,723903,22,3071322,9999978,6928678,9799927,200073,0,0,50,37,181180,9999777,223,9999746,10000000,0,254,180920,2000,2000,2000
1700,9999999998601,1001399,1001399,4925300,20000,9999897668141,10510083,10005737,2702,50,6037700,0,17261000,0,5188655,12069996,30208320,169791680,179851780,0,5407675,4592325,6287171,9999901114746,11441926,10014922,2918,50,6027000,16699000,16699000,0,5310580,12048164,24504836,175495164,175495164,0,4689420,5310580,6737584,100000098970,297010,100661,5325430,0,795601,30,3372630,9999970,6627370,9798549,201451,0,0,50,239,199320,9999759,241,9999550,10000000,0,450,198840,2000,2000,2000,100000098822,295206,99242,5270630,0,787486,4530,3343730,9995470,6656154,9799964,200036,0,0,50,35,197100,9999742,258,9999883,9999884,116,117,196807,2000,2000,2000,100000198685,196433,32,4888136,0,789539,3896,3352196,9996104,6647686,9799701,200299,0,0,50,57,197750,9999589,411,9999906,9999882,118,94,197282,2000,2000,2000
1800,9999999999118,1000882,1000882,5091000,20000,9999903984847,1235986,102614,3664,50,6457400,0,18300900,0,5241080,12907472,28972905,171027095,181971695,0,5355150,4644850,7020422,9999907914458,2271095,81149,6537,50,6441600,17659100,17659100,0,5340090,12870126,22955679,177044321,177044321,0,4659910,5340090,7530036,100000117682,315626,99835,5652278,0,864579,3058,3673258,9996942,6326582,9800791,199209,0,0,50,33,216390,9999717,283,10000000,9999840,160,0,216074,2000,2000,2000,100000113305,311878,101683,5579972,0,857685,92,3630792,9999908,6368977,9797195,202805,0,0,50,43,214600,9999819,181,9999200,9999769,231,800,214376,2000,2000,2000,100000116972,313525,99008,5135690,0,858833,5690,3649390,9994310,6350445,9800317,199683,0,0,50,163,214980,9999855,145,9999998,9999835,165,2,214672,2000,2000,2000
1900,9999999999867,1000133,1000133,5251000,20000,9999900658307,1724441,84981,3596,50,6876000,0,19101000,0,5355104,13744808,27847556,172152444,183972444,0,5241626,4758374,7692134,9999894990826,12969875,10086733,3754,50,6863000,18859000,18859000,0,5417675,13718492,21579193,178420807,178420807,0,4582325,5417675,8300817,100000133755,332299,100838,5881438,0,933809,18,3961918,9999982,6037796,9798961,201039,0,0,50,88,233730,9999747,253,9999665,9999714,286,335,233389,2000,2000,2000,100000131359,331221,100736,5827840,0,924115,40,3925640,9999960,6074360,9799685,200315,0,0,50,190,231350,9999825,175,9999935,10000000,0,65,230985,2000,2000,2000,100000133881,327331,99216,5305648,0,928805,1028,3933528,9998972,6066072,9797115,202885,0,0,50,54,232490,9999687,313,9999261,9999600,400,739,232123,2000,2000,2000
2000,10000000000466,999534,999534,5407900,20000,9999887416233,12234520,10003130,5253,50,7297200,0,20360700,0,5426852,14583894,26850647,173149353,185865353,0,5170348,4829652,8407642,9999902391082,3477871,94729,3084,50,7284900,19599300,19599300,0,5590245,14563632,20332585,179667415,179667415,0,4409755,5590245,8973387,100000251177,250343,280,6229520,0,1001237,20,4254420,9999980,5745580,9799963,200037,0,0,50,203,250660,9999803,197,10000000,10000000,0,0,250260,2000,2000,2000,100000149776,347214,99473,6257382,0,991789,102,4214402,9999898,5785420,9800141,199859,0,0,50,169,248240,9999835,165,10000000,9999822,178,0,247906,2000,2000,2000,100000250632,249180,430,5629744,0,1000510,184,4247484,9999816,5752516,9799850,200150,0,0,50,215,250500,9999790,210,9999777,10000000,0,223,250075,2000,2000,2000
2100,10000000000407,999593,999593,5569800,20000,9999884300384,12712923,9975451,5834,50,7716700,0,21341000,0,5540260,15421732,25929339,174070661,187664961,0,5055370,4944630,9079602,9999889545937,14346805,10084733,3184,50,7703500,20619000,20619000,0,5569280,15400632,19193374,180806626,180806626,0,4430720,5569280,9831352,100000169349,365853,99567,6538100,0,1071214,3200,4547500,9996800,5452290,9799286,200714,0,0,50,222,268180,9999794,206,9999748,9999790,210,252,267752,2000,2000,2000,100000164689,363143,101171,6447000,0,1061028,0,4498200,10000000,5501800,9798472,201528,0,0,50,48,265500,9999740,260,9999408,10000000,0,592,265192,2000,2000,2000,100000268515,267213,430,5956326,0,1072007,86,4551886,9999914,5448114,9799783,200217,0,0,50,48,268190,9999813,187,9999803,10000000,0,197,267955,2000,2000,2000
2200,10000000000032,999968,999968,5722000,20000,9999881028267,13432574,10065532,3397,50,8141100,0,22300900,0,5598432,16275406,25148247,174851753,189363753,0,4996718,5003282,9821224,9999887094199,14932766,10069602,4560,50,8126900,21659100,21659100,0,5690758,16244680,18171645,181828355,181828355,0,4309242,5690758,10553922,100000186890,386418,100765,6802224,0,1145307,1464,4865264,9998536,5134736,9800953,199047,0,0,50,66,286740,9999537,463,9999981,10000000,0,19,286211,2000,2000,2000,100000283524,282164,436,6852772,0,1131652,92,4805492,9999908,5194508,9799828,200172,0,0,50,34,283160,9999716,284,9999834,10000000,0,166,282842,2000,2000,2000,100000185579,383436,100687,6084336,0,1142191,1996,4844796,9998004,5155081,9798449,201551,0,0,50,186,285850,9999845,155,9999479,9999877,123,521,285509,2000,2000,2000
2300,10000000000159,999841,999841,5865700,20000,9999877879550,14104245,9988825,3154,50,8569600,0,23400100,0,5599056,17132892,24446787,175553213,190983313,0,4997764,5002236,10624156,9999894507619,5748742,86702,3341,50,8554700,22559900,22559900,0,5720339,17102718,17259079,182740921,182740921,0,4279661,5720339,11382379,100000205797,403067,99762,7147788,0,1217715,68,5171468,9999932,4828352,9799505,200495,0,0,50,200,304760,9999825,175,9999819,9999820,180,181,304385,2000,2000,2000,100000301845,299270,34,7059454,0,1202674,1194,5106494,9998806,4893327,9799236,200764,0,0,50,33,300940,9999682,318,9999793,9999821,179,207,300589,2000,2000,2000,100000304403,301637,184,6469434,0,1214657,1374,5154774,9998626,4845226,9798753,201247,0,0,50,42,303980,9999635,365,9999649,10000000,0,351,303573,2000,2000,2000
2400,10000000000058,999942,999942,6006800,20000,9999874940462,14633601,9981665,2835,50,9001200,0,24340700,0,5708897,17996730,23816193,176183807,192529207,0,4886603,5113397,11324333,9999891784191,6790206,59668,6466,50,8982000,23619300,23619300,0,5610265,17951068,16425465,183574535,183574535,0,4389735,5610265,12340803,100000222641,421508,100688,7414500,0,1288680,100,5472300,9999900,4527483,9799820,200180,0,0,50,191,322520,9999788,212,9999783,9999783,217,217,322117,2000,2000,2000,100000319120,318084,686,7326034,0,1274712,574,5413174,9999426,4586622,9800298,199702,0,0,50,167,318980,9999820,180,9999789,9999796,204,211,318633,2000,2000,2000,100000322437,321671,344,6714532,0,1286453,5852,5466452,9994148,4533548,9800427,199573,0,0,50,218,322000,9999775,225,9999999,10000000,0,1,321557,2000,2000,2000
2500,9999999999880,1000120,1000120,6150500,20000,9999871898594,15324378,9976444,5731,50,9426800,0,25420900,0,5728702,18842138,23248710,176751290,194034890,0,4864698,5135302,12095036,9999879377974,17591506,10052268,5922,50,9412700,24539100,24539100,0,5637159,18813556,15683036,184316964,184316964,0,4362841,5637159,13176397,100000240530,438942,100409,7700928,0,1360087,8,5775308,9999992,4224692,9800533,199467,0,0,50,257,340440,9999785,215,9999756,10000000,0,244,339968,2000,2000,2000,100000237799,436829,100536,7589944,0,1348967,184,5729884,9999816,4270116,9801193,198807,0,0,50,46,337500,9999717,283,9999881,10000000,0,119,337171,2000,2000,2000,100000240370,440482,101007,7079922,0,1360155,142,5778742,9999858,4221258,9800775,199225,0,0,50,83,340460,9999549,451,10000000,10000000,0,0,339926,2000,2000,2000
2600,9999999999360,1000640,1000640,6294600,20000,9999878724458,6201728,61572,5252,50,9856400,0,26240500,0,5709170,19702296,22720182,177279818,195471518,0,4886530,5113470,12921226,9999886969935,8466053,79155,7418,50,9839000,25719500,25719500,0,5638133,19663164,14999152,185000848,185000848,0,4361867,5638133,14025031,100000358823,357592,330,8046350,0,1431988,50,6083450,9999950,3916455,9799862,200138,0,0,50,227,358380,9999792,208,9999905,9999905,95,95,357945,2000,2000,2000,100000355376,354608,772,7756466,0,1420054,226,6031226,9999774,3968590,9800936,199064,0,0,50,217,355370,9999814,186,9999811,9999816,184,189,354967,2000,2000,2000,100000358827,357425,261,7226760,0,1431236,3260,6080560,9996740,3919440,9799864,200136,0,0,50,35,358150,9999592,408,9999973,10000000,0,27,357707,2000,2000,2000
2700,9999999998751,1001249,1001249,6434300,20000,9999866125395,16553498,10030248,6091,50,10287100,0,27221000,0,5892264,20562018,22261511,177738489,196859089,0,4703416,5296584,13542634,9999884527600,9440928,68406,5923,50,10268600,26739000,26739000,0,5576416,20525354,14393882,185606118,185606118,0,4423584,5576416,14948938,100000377047,374177,205,8332308,0,1505348,1288,6389688,9998712,3610312,9798572,201428,0,0,50,42,376670,9999612,388,9999624,10000000,0,376,376240,2000,2000,2000,100000275933,471731,98539,8080998,0,1493478,6178,6346678,9993822,3653322,9800692,199308,0,0,50,227,373700,9999862,138,9999999,10000000,0,1,373335,2000,2000,2000,100000276782,474568,100539,7432136,0,1505911,96,6391796,9999904,3608038,9799129,200871,0,0,50,147,376750,9999833,167,9999552,9999834,166,448,376436,2000,2000,2000
2800,9999999998970,1001030,1001030,6571300,20000,9999873139919,7332070,57368,6450,50,10718300,0,28221300,0,5892559,21423700,21845689,178154311,198204311,0,4703801,5296199,14349201,9999872454530,20101070,9982720,4467,50,10700400,27738700,27738700,0,5636758,21391866,13847466,186152534,186152534,0,4363242,5636758,15755108,100000295751,492334,99848,8657896,0,1577354,1156,6697456,9998844,3302423,9798886,201114,0,0,50,89,394810,9999490,510,9999757,9999879,121,243,394211,2000,2000,2000,100000292748,490315,99838,8367544,0,1565783,2784,6651284,9997216,3348573,9799977,200023,0,0,50,211,391800,9999809,191,9999854,9999857,143,146,391398,2000,2000,2000,100000296436,493689,99823,7656058,0,1579704,4938,6710138,9995062,3289761,9799666,200334,0,0,50,71,395330,9999556,444,9999899,9999899,101,101,394815,2000,2000,2000
2900,9999999999717,1000283,1000283,6698600,20000,9999870188716,8115658,55056,3152,50,11154500,0,29061700,0,5884187,22302696,21501870,178498130,199492930,0,4712553,5287447,15181649,9999880212638,10983356,64634,7741,50,11136900,28898300,28898300,0,5669798,22258318,13354312,186645688,186645688,0,4330202,5669798,16588520,100000314424,512465,100111,8920454,0,1653556,94,7024094,9999906,2975749,9799654,200346,0,0,50,134,413670,9999804,196,9999842,9999843,157,158,413340,2000,2000,2000,100000410558,407245,4,8574422,0,1637889,742,6953442,9999258,3046303,9798441,201559,0,0,50,87,409770,9999719,281,9999624,9999745,255,376,409402,2000,2000,2000,100000313894,512201,100472,7861710,0,1652421,10,7018110,9999990,2981715,9799629,200371,0,0,50,44,413420,9999639,361,9999815,9999825,175,185,413015,2000,2000,2000
