Time,H2O,OH-,H+,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_channel:=Cell_1,glucose_in:=Cell_1,O2:=Cell_1,O2_in:=Cell_1,Pyruvate:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,Pi-:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,H2O:=Cell_2,OH-:=Cell_2,H+:=Cell_2,glucose:=Cell_2,glucose_channel:=Cell_2,glucose_in:=Cell_2,O2:=Cell_2,O2_in:=Cell_2,Pyruvate:=Cell_2,Pyruvate-:=Cell_2,Pyruvate_created:=Cell_2,ATP:=Cell_2,ADP:=Cell_2,Pi:=Cell_2,Pi-:=Cell_2,NAD+:=Cell_2,NADH:=Cell_2,Lactic:=Cell_2,H2O::Cell_1::Mito_1,OH-::Cell_1::Mito_1,H+::Cell_1::Mito_1,O2::Cell_1::Mito_1,O2_in::Cell_1::Mito_1,CO2::Cell_1::Mito_1,ATP::Cell_1::Mito_1,ATP_created::Cell_1::Mito_1,ADP::Cell_1::Mito_1,Pi::Cell_1::Mito_1,NAD+::Cell_1::Mito_1,NADH::Cell_1::Mito_1,NADH_created::Cell_1::Mito_1,Pyruvate::Cell_1::Mito_1,Pyruvate_trans::Cell_1::Mito_1,Pyruvate-::Cell_1::Mito_1,Pyruvate-_in::Cell_1::Mito_1,CoA-SH::Cell_1::Mito_1,Acetyl_CoA::Cell_1::Mito_1,FAD::Cell_1::Mito_1,GDP::Cell_1::Mito_1,GTP::Cell_1::Mito_1,FADH2::Cell_1::Mito_1,FADH2_created::Cell_1::Mito_1,ADP_ATP_trans::Cell_1::Mito_1,NADH_shuttle::Cell_1::Mito_1,Pi_trans::Cell_1::Mito_1,H2O::Cell_1::Mito_2,OH-::Cell_1::Mito_2,H+::Cell_1::Mito_2,O2::Cell_1::Mito_2,O2_in::Cell_1::Mito_2,CO2::Cell_1::Mito_2,ATP::Cell_1::Mito_2,ATP_created::Cell_1::Mito_2,ADP::Cell_1::Mito_2,Pi::Cell_1::Mito_2,NAD+::Cell_1::Mito_2,NADH::Cell_1::Mito_2,NADH_created::Cell_1::Mito_2,Pyruvate::Cell_1::Mito_2,Pyruvate_trans::Cell_1::Mito_2,Pyruvate-::Cell_1::Mito_2,Pyruvate-_in::Cell_1::Mito_2,CoA-SH::Cell_1::Mito_2,Acetyl_CoA::Cell_1::Mito_2,FAD::Cell_1::Mito_2,GDP::Cell_1::Mito_2,GTP::Cell_1::Mito_2,FADH2::Cell_1::Mito_2,FADH2_created::Cell_1::Mito_2,ADP_ATP_trans::Cell_1::Mito_2,NADH_shuttle::Cell_1::Mito_2,Pi_trans::Cell_1::Mito_2,H2O::Cell_1::Mito_3,OH-::Cell_1::Mito_3,H+::Cell_1::Mito_3,O2::Cell_1::Mito_3,O2_in::Cell_1::Mito_3,CO2::Cell_1::Mito_3,ATP::Cell_1::Mito_3,ATP_created::Cell_1::Mito_3,ADP::Cell_1::Mito_3,Pi::Cell_1::Mito_3,NAD+::Cell_1::Mito_3,NADH::Cell_1::Mito_3,NADH_created::Cell_1::Mito_3,Pyruvate::Cell_1::Mito_3,Pyruvate_trans::Cell_1::Mito_3,Pyruvate-::Cell_1::Mito_3,Pyruvate-_in::Cell_1::Mito_3,CoA-SH::Cell_1::Mito_3,Acetyl_CoA::Cell_1::Mito_3,FAD::Cell_1::Mito_3,GDP::Cell_1::Mito_3,GTP::Cell_1::Mito_3,FADH2::Cell_1::Mito_3,FADH2_created::Cell_1::Mito_3,ADP_ATP_trans::Cell_1::Mito_3,NADH_shuttle::Cell_1::Mito_3,Pi_trans::Cell_1::Mito_3
3000,9999999999958,1000042,1000042,6827400,20000,9999857591564,18580137,10014111,4089,50,11589600,0,30260800,0,6010408,23171022,21157323,178842677,200757277,0,4582702,5417298,15868524,9999878046769,11836264,45892,8179,50,11573000,29699200,29699200,0,5669635,23129642,12912675,187087325,187087325,0,4330365,5669635,17460007,100000336873,527321,96241,9325204,0,1726580,15644,7336044,9984356,2663826,9801680,198320,0,0,50,56,432040,9999548,452,10000000,9999870,130,0,431532,2000,2000,2000,100000428286,426614,307,8958980,0,1710393,80,7264780,9999920,2735220,9800607,199393,0,0,50,202,427990,9999747,253,9999805,10000000,0,195,427535,2000,2000,2000,100000432619,429543,23,8106316,0,1726620,1376,7330876,9998624,2669034,9799420,200580,0,0,50,162,432060,9999676,324,9999654,9999910,90,346,431574,2000,2000,2000
3100,9999999999791,1000209,1000209,6954500,20000,9999864342881,9727347,66917,5498,50,12026300,100,31240500,0,5842397,24041604,20898732,179101268,201988168,0,4753113,5246887,16851017,9999875926969,12685392,43870,6026,50,12009200,30719500,30719500,0,5682413,24006348,12518709,187481291,187481291,0,4317587,5682413,18323935,100000451488,449060,173,9469012,0,1802593,32,7655032,9999968,2344968,9798887,201113,0,0,50,48,450970,9999635,365,9999739,10000000,0,261,450557,2000,2000,2000,100000447211,446197,629,9321416,0,1786572,76,7589276,9999924,2410724,9800068,199932,0,0,50,78,447030,9999588,412,9999888,10000000,0,112,446540,2000,2000,2000,100000450851,448881,173,8411078,0,1799162,58,7642758,9999942,2357242,9800508,199492,0,0,50,62,450190,9999550,450,9999896,10000000,0,104,449678,2000,2000,2000
3200,9999999999558,1000442,1000442,7073700,20000,9999861436473,10561498,68574,5946,50,12469000,0,32420400,0,5813012,24926108,20638679,179361321,203175921,0,4781208,5218792,17709516,9999873973280,13404718,42824,7388,50,12447300,31539600,31539600,0,5758965,24879824,12157822,187842178,187842178,0,4241035,5758965,19120859,100000369808,565767,99901,9835136,0,1875574,996,7960896,9999004,2039005,9799466,200534,0,0,50,305,469440,9999678,322,9999475,9999901,99,525,468813,2000,2000,2000,100000365673,563975,100925,9625850,0,1862200,50,7905850,9999950,2093910,9798450,201550,0,0,50,59,465840,9999692,308,9999577,9999760,240,423,465473,2000,2000,2000,100000467752,466992,1126,8756636,0,1872074,96,7948996,9999904,2051004,9799066,200934,0,0,50,64,468300,9999710,290,9999642,10000000,0,358,467946,2000,2000,2000
3300,9999999999546,1000454,1000454,7198700,20000,9999858852337,11096209,47271,7382,50,12904900,0,33440500,0,5914849,25795036,20389182,179610818,204356418,0,4680251,5319749,18421987,9999871939184,14241988,50620,4023,50,12886400,32519500,32519500,0,5786693,25764754,11845926,188154074,188154074,0,4213307,5786693,19978061,100000487966,484830,17,10160180,0,1948387,480,8272880,9999520,1727120,9799413,200587,0,0,50,166,487520,9999657,343,9999629,10000000,0,371,487011,2000,2000,2000,100000384575,583238,100424,9931276,0,1933726,3436,8216236,9996564,1783563,9800414,199586,0,0,50,51,483850,9999510,490,9999999,9999799,201,1,483309,2000,2000,2000,100000487249,484199,21,8981320,0,1945622,920,8261320,9999080,1738680,9798678,201322,0,0,50,192,486830,9999690,310,9999632,10000000,0,368,486328,2000,2000,2000
3400,9999999999133,1000867,1000867,7318400,20000,9999846104085,21816996,10001908,4555,50,13346300,0,34480600,0,5920131,26683490,20204471,179795529,205495429,0,4676299,5323701,19249289,9999869993150,15017763,39735,6896,50,13325300,33479400,33479400,0,5829390,26636808,11547721,188452279,188452279,0,4170610,5829390,20807418,100000405957,603503,100787,10484848,0,2023204,28,8588128,9999972,1411664,9797916,202084,0,0,50,25,506090,9999648,352,9999471,9999792,208,529,505713,2000,2000,2000,100000503125,501026,380,10175894,0,2008364,34,8530634,9999966,1469219,9799246,200754,0,0,50,52,502560,9999444,556,9999850,9999853,147,150,501952,2000,2000,2000,100000405540,604284,100576,9284566,0,2020182,26,8581226,9999974,1418774,9799408,200592,0,0,50,121,505420,9999662,338,9999817,10000000,0,183,504961,2000,2000,2000
3500,9999999999154,1000846,1000846,7439100,20000,9999843163423,22749865,10000907,5965,50,13786300,0,35420400,0,5836856,27560670,20012058,179987942,206626042,0,4757944,5242056,20154814,9999857867587,26003853,10043573,6415,50,13764600,34539600,34539600,0,5778045,27516370,11287810,188712190,188712190,0,4221955,5778045,21738325,100000427391,620813,97748,10729594,0,2094945,134,8901234,9999866,1098766,9801065,198935,0,0,50,31,524170,9999463,537,10000000,10000000,0,0,523602,2000,2000,2000,100000421513,619456,100237,10460680,0,2081981,80,8844080,9999920,1155751,9799519,200481,0,0,50,229,520980,9999659,341,9999830,9999831,169,170,520410,2000,2000,2000,100000424240,623000,100390,9529228,0,2093010,108,8893108,9999892,1106892,9800510,199490,0,0,50,218,523850,9999494,506,9999998,10000000,0,2,523126,2000,2000,2000
3600,9999999999933,1000067,1000067,7553100,20000,9999840511018,23411796,10026440,6781,50,14226800,0,36400100,0,5902911,28440038,19826152,180173848,207737148,0,4692459,5307541,20912697,9999856263195,26491362,9970448,7405,50,14210100,35559900,35559900,0,5942238,28405390,11059947,188940053,188940053,0,4057762,5942238,22463152,100000543392,541276,250,10915062,0,2168204,82,9211382,9999918,788618,9799526,200474,0,0,50,82,542730,9999204,796,9999994,10000000,0,6,541852,2000,2000,2000,100000538922,538022,920,10766406,0,2154388,66,9151066,9999934,848934,9799902,200098,0,0,50,255,539260,9999456,544,9999837,10000000,0,163,538461,2000,2000,2000,100000543405,541283,268,9853088,0,2167505,7968,9208968,9992032,790748,9799915,200085,0,0,50,50,542440,9999315,685,9999999,9999716,284,1,541705,2000,2000,2000
3700,10000000000156,999844,999844,7665200,20000,9999847941287,14007439,58711,5601,50,14670400,0,37240700,0,6010145,29329598,19673124,180326876,208821676,0,4581265,5418735,21639163,9999854062644,27596868,9985582,5914,50,14654400,36719300,36719300,0,5842843,29296972,10856484,189143516,189143516,0,4157157,5842843,23454129,100000460467,657069,100866,11182386,0,2240987,46,9510446,9999954,489554,9798403,201597,0,0,50,62,560980,9999105,895,9999415,10000000,0,585,560023,2000,2000,2000,100000558242,555128,250,10991938,0,2227892,18,9461418,9999982,538336,9800378,199622,0,0,50,248,557740,9999308,692,9999754,9999754,246,246,556800,2000,2000,2000,100000461843,658084,100265,10037854,0,2243091,94,9523094,9999906,476731,9798419,201581,0,0,50,234,561570,9999249,751,9999597,9999825,175,403,560585,2000,2000,2000
3800,10000000000107,999893,999893,7778200,20000,9999845071537,14916686,56882,4560,50,15113900,0,38261500,0,5942638,30218680,19523503,180476497,209855197,0,4644362,5355638,22539242,9999852341245,28241579,10052845,4220,50,15097900,37698500,37698500,0,5999313,30187360,10670184,189329816,189329816,0,4000687,5999313,24188047,100000580199,574937,353,11347264,0,2314976,504,9824504,9999496,196796,9799084,200916,0,0,50,76,580050,9998360,1640,9999578,10000000,0,422,578334,2000,2000,2000,100000477004,672884,100288,11217262,0,2302134,2982,9774082,9997018,225918,9799496,200504,0,0,50,47,576590,9998654,1346,9999749,10000000,0,251,575197,2000,2000,2000,100000483270,674474,97830,10503266,0,2315246,10926,9832426,9989074,184174,9801444,198556,0,0,50,57,580160,9998278,1722,9999997,10000000,0,3,578381,2000,2000,2000
3900,10000000000234,999766,999766,7891800,20000,9999832323882,25721425,10037259,6017,50,15558800,0,39121300,0,5918400,31105566,19385873,180614127,210015227,0,4666300,5333700,23394866,9999850279616,29244753,10041517,6777,50,15539400,38838700,38838700,0,5931005,31065246,10489615,189510385,189510385,0,4068995,5931005,25134241,100000598334,588563,128,11594366,0,2389455,26,10124826,9999974,198305,9795335,204665,0,0,50,40,598690,9998285,1715,9998643,9999831,169,1357,596935,2000,2000,2000,100000595987,590819,64,11383060,0,2374645,3060,10082360,9996940,196882,9800055,199945,0,0,50,69,595090,9998187,1813,9999872,9999842,158,128,593208,2000,2000,2000,100000599368,593102,62,10789474,0,2387670,3514,10134414,9996486,196564,9799840,200160,0,0,50,53,598520,9997934,2066,9999741,9999778,222,259,596401,2000,2000,2000
4000,10000000000208,999792,999792,8007400,20000,9999829371711,26742164,10043652,4497,50,16001600,0,40061700,0,5801147,31994206,19301681,180698319,210111319,0,4787353,5212647,24346359,9999848550427,29933884,10014958,5494,50,15981000,39898300,39898300,0,6016043,31951012,10335323,189664677,189664677,0,3983957,6016043,25934969,100000517746,712560,99977,11896694,0,2461927,34,10453334,9999966,185900,9799483,200517,0,0,50,67,616790,9998345,1655,9999834,9999834,166,166,615068,2000,2000,2000,100000613582,609518,271,11629138,0,2446023,218,10387918,9999782,200282,9799947,200053,0,0,50,205,613060,9998201,1799,9999998,10000000,0,2,611056,2000,2000,2000,100000617530,613194,252,11013396,0,2461398,156,10452756,9999844,200244,9800142,199858,0,0,50,65,616850,9998086,1914,9999997,10000000,0,3,614871,2000,2000,2000
4100,10000000000269,999731,999731,8117700,20000,9999826654298,27537236,10046274,3399,50,16449000,0,41101000,0,5798710,32891202,19174636,180825364,210227264,0,4785680,5214320,25191082,9999856353778,21105177,36775,6677,50,16423300,40859000,40859000,0,5882422,32833246,10192201,189807799,189807799,0,4117578,5882422,26950824,100000535987,731493,100086,12141362,0,2534823,82,10765182,9999918,200218,9800807,199193,0,0,50,204,635280,9998173,1827,9999997,10000000,0,3,633249,2000,2000,2000,100000631829,624645,37,11975632,0,2518672,4952,10687152,9995048,192306,9799308,200692,0,0,50,31,631100,9998132,1868,9999455,9999658,342,545,629201,2000,2000,2000,100000534464,727106,100860,11302186,0,2533944,46,10744646,9999954,199888,9796346,203654,0,0,50,29,635030,9997980,2020,9999057,9999734,266,943,632981,2000,2000,2000
4200,9999999999964,1000036,1000036,8224800,20000,9999823893695,28386639,10011709,3984,50,16895100,0,42160600,0,5747801,33782232,19109166,180890834,210290334,0,4841249,5158751,26078581,9999854873867,21572570,31702,4900,50,16870100,41799400,41799400,0,6094766,33730400,10076837,189923163,189923163,0,3905234,6094766,27635634,100000554128,749342,100564,12426804,0,2608882,44,11076044,9999956,200058,9798978,201022,0,0,50,78,653770,9998038,1962,9999802,9999802,198,198,651730,2000,2000,2000,100000549788,744356,99978,12220934,0,2589732,74,10995974,9999926,200026,9799378,200622,0,0,50,39,648930,9998056,1944,9999875,10000000,0,125,646947,2000,2000,2000,100000653830,650078,135,11663426,0,2607347,86,11074786,9999914,200014,9799843,200157,0,0,50,183,653150,9998493,1507,9999998,10000000,0,2,651460,2000,2000,2000
4300,10000000000581,999419,999419,8333400,20000,9999821226046,29149076,10043766,4343,50,17341400,0,43200400,0,5774252,34674114,19026836,180973164,210400964,0,4810598,5189402,26889712,9999843008580,32438136,9992626,5352,50,17315200,42759600,42759600,0,6087093,34619696,9966412,190033588,190033588,0,3912907,6087093,28532603,100000572859,767547,99745,12731166,0,2682588,426,11391326,9999574,191996,9799802,200198,0,0,50,157,671740,9998752,1248,9999743,9999722,278,257,670335,2000,2000,2000,100000667188,663452,564,12425806,0,2663602,66,11310066,9999934,178934,9800088,199912,0,0,50,89,667080,9998546,1454,9999761,10000000,0,239,665537,2000,2000,2000,100000572041,767443,100221,12029562,0,2679008,482,11377182,9999518,200018,9803022,196978,0,0,50,66,671330,9997984,2016,9999998,10000000,0,2,669248,2000,2000,2000
4400,10000000000764,999236,999236,8438000,20000,9999818406912,30072507,10012997,6861,50,17790300,0,44360000,0,5688204,35566878,18923297,181076703,210476203,0,4897216,5102784,27813194,9999850995743,23458266,29700,4862,50,17761700,43600000,43600000,0,6042555,35513676,9867685,190132315,190132315,0,3957445,6042555,29471121,100000690779,686317,208,13076838,0,2754161,17218,11696918,9982782,182882,9801009,198991,0,0,50,50,690040,9998067,1933,9999997,10000000,0,3,688057,2000,2000,2000,100000585487,779121,100430,12713912,0,2734289,32,11604132,9999968,200268,9798291,201709,0,0,50,147,685460,9997679,2321,9999604,10000000,0,396,682992,2000,2000,2000,100000589594,786459,101299,12393792,0,2754020,12,11693212,9999988,199883,9799760,200240,0,0,50,86,689980,9998148,1852,9999794,9999795,205,206,688042,2000,2000,2000
4500,10000000000062,999938,999938,8545200,20000,9999815945067,30646455,10030693,6809,50,18238000,0,45459900,0,5803500,36462382,18876104,181123896,210541596,0,4783990,5216010,28539072,9999839299789,34172306,9967194,6768,50,18206800,44500100,44500100,0,6097476,36400064,9772159,190227841,190227841,0,3902524,6097476,30302588,100000606897,801979,101442,13504104,0,2827123,44,11994044,9999956,199256,9797237,202763,0,0,50,64,708200,9998193,1807,9999203,10000000,0,797,706329,2000,2000,2000,100000604323,800512,100043,12996374,0,2808741,2914,11931314,9997086,179835,9800069,199931,0,0,50,195,703410,9998627,1373,10000000,9999849,151,0,701842,2000,2000,2000,100000708779,703437,117,12619678,0,2826050,58,11999858,9999942,200042,9799720,200280,0,0,50,171,708200,9997978,2022,9999867,10000000,0,133,706007,2000,2000,2000
4600,10000000000220,999780,999780,8652900,20000,9999823268393,21439517,48359,5866,50,18685400,20000,46458600,0,5809795,37359068,18814478,181185522,210600422,0,4776045,5223955,29375113,9999837148198,35350265,9971195,4278,50,18651700,45501400,45501400,0,5957887,37294844,9693307,190306693,190306693,0,4042113,5957887,31336957,100000627369,821463,99954,13827576,0,2900031,36,12313236,9999964,191664,9799809,200191,0,0,50,51,726570,9997985,2015,9999804,10000000,0,196,724504,2000,2000,2000,100000621414,817802,100775,13183212,0,2880453,32,12231432,9999968,200268,9800427,199573,0,0,50,157,721540,9998307,1693,9999806,10000000,0,194,719690,2000,2000,2000,100000725598,721676,1283,12925252,0,2898187,272,12303172,9999728,192442,9798693,201307,0,0,50,169,726050,9998221,1779,9999614,9999614,386,386,724102,2000,2000,2000
4700,9999999999910,1000090,1000090,8751300,20000,9999820519586,22310488,50968,5493,50,19137300,0,47438400,0,5773267,38263614,18755988,181244012,210652412,0,4811653,5188347,30261567,9999844975635,26557552,54786,5191,50,19101400,46521600,46521600,0,5844826,38192418,9625605,190374395,190374395,0,4155174,5844826,32347592,100000646732,840340,98830,14091692,0,2973670,2712,12631612,9997288,181988,9801410,198590,0,0,50,238,744800,9998474,1526,10000000,10000000,0,0,743036,2000,2000,2000,100000640150,835978,100511,13388708,0,2952353,6788,12538588,9993212,200012,9799667,200333,0,0,50,49,739710,9997903,2097,10000000,10000000,0,0,737564,2000,2000,2000,100000644521,839023,100497,13292378,0,2967844,58,12601658,9999942,200042,9800726,199274,0,0,50,251,744270,9997256,2744,9999999,10000000,0,1,741275,2000,2000,2000
4800,10000000000316,999684,999684,8860400,20000,9999818006910,22950937,42749,3919,50,19583300,0,48538200,0,5840607,39158762,18717409,181282591,210682391,0,4741813,5258187,31033475,9999843227716,27348135,26693,6757,50,19546300,47421800,47421800,0,5878822,39079086,9554937,190445063,190445063,0,4121178,5878822,33200264,100000763490,755901,24,14458404,0,3047783,2444,12932444,9997556,197173,9798077,201923,0,0,50,145,763290,9998401,1599,9999186,9999817,183,814,761546,2000,2000,2000,100000658832,853364,100337,13672822,0,3027103,42,12852442,9999958,200058,9800627,199373,0,0,50,187,758570,9997857,2143,9999786,10000000,0,214,756240,2000,2000,2000,100000662672,856280,100610,13576970,0,3043880,70,12918470,9999930,200230,9798770,201230,0,0,50,71,762820,9997628,2372,9999533,10000000,0,467,760377,2000,2000,2000
4900,9999999999752,1000248,1000248,8963800,20000,9999805620391,33466970,10034572,6298,50,20032500,0,49358900,0,5969423,40052404,18709465,181290535,210707135,0,4617697,5382303,31742401,9999831436512,38185109,10006661,4818,50,19993700,48601100,48601100,0,5899658,39977764,9499385,190500615,190500615,0,4100342,5899658,34078106,100000686463,875033,96611,14699950,0,3122828,13950,13264250,9986050,186150,9801022,198978,0,0,50,65,782140,9998176,1824,9999999,10000000,0,1,780251,2000,2000,2000,100000777606,773192,129,13835970,0,3102487,4570,13176870,9995430,178496,9800163,199837,0,0,50,210,776950,9998509,1491,9999861,9999866,134,139,775249,2000,2000,2000,100000782222,776619,202,13819162,0,3119813,82,13247182,9999918,199801,9799017,200983,0,0,50,66,781490,9998039,1961,9999783,9999783,217,217,779463,2000,2000,2000
5000,9999999999521,1000479,1000479,9066700,20000,9999803010275,34206164,10009862,4180,50,20479500,0,50498300,0,5980089,40950640,18702779,181297221,210710821,0,4606431,5393569,32573471,9999829348873,39328435,10018337,7874,50,20443800,49461700,49461700,0,5780877,40871852,9449160,190550840,190550840,0,4219123,5780877,35090975,100000801208,794680,3,15066020,0,3195623,420,13567020,9999580,200080,9799277,200723,0,0,50,201,800720,9997849,2151,9999692,10000000,0,308,798368,2000,2000,2000,100000698424,889855,98480,14199314,0,3178435,154,13497354,9999846,188631,9799075,200925,0,0,50,46,795950,9998273,1727,9999785,9999785,215,215,794177,2000,2000,2000,100000801058,795934,113,14061856,0,3195919,16,13571916,9999984,196884,9799921,200079,0,0,50,63,800410,9998177,1823,9999824,10000000,0,176,798524,2000,2000,2000
5100,9999999999684,1000316,1000316,9162200,20000,9999810300074,25049676,28462,5785,50,20930800,0,51537600,0,5961098,41850030,18666180,181333820,210762220,0,4622692,5377308,33435622,9999827778516,39956265,9989037,7223,50,20897000,50422400,50422400,0,5906163,41779554,9414335,190585665,190585665,0,4093837,5906163,35873391,100000819737,812391,194,15368952,0,3272883,72,13889272,9999928,173628,9798197,201803,0,0,50,33,819690,9998085,1915,9999274,10000000,0,726,817742,2000,2000,2000,100000714734,906606,99924,14506092,0,3251498,12,13797812,9999988,197788,9798182,201818,0,0,50,99,814490,9997978,2022,9999267,10000000,0,733,812369,2000,2000,2000,100000819211,811853,3,14327190,0,3270500,590,13879990,9999410,199510,9797250,202750,0,0,50,197,819130,9998256,1744,9999281,10000000,0,719,817189,2000,2000,2000
5200,9999999999783,1000217,1000217,9256100,20000,9999807466236,26016531,43421,7162,50,21380100,0,52536900,0,5876883,42745876,18677143,181322857,210722357,0,4709717,5290283,34359493,9999835992565,30802361,39541,6915,50,21353800,51423100,51423100,0,5965475,42693770,9388696,190611304,190611304,0,4034525,5965475,36728295,100000838734,832998,350,15632392,0,3346532,12,14209212,9999988,200088,9798748,201252,0,0,50,31,838350,9997752,2248,9999765,10000000,0,235,836071,2000,2000,2000,100000834156,828728,169,14826922,0,3327571,42,14130842,9999958,200074,9799259,200741,0,0,50,241,833570,9998085,1915,9999812,9999816,184,188,831414,2000,2000,2000,100000737945,934151,100573,14568994,0,3345432,134,14208634,9999866,199798,9800678,199322,0,0,50,61,837580,9998452,1548,9999831,9999832,168,169,835971,2000,2000,2000
5300,9999999999156,1000844,1000844,9358200,20000,9999804906474,26710276,37150,3288,50,21829600,0,53536700,0,5924329,43652624,18665074,181334926,210743626,0,4662151,5337849,35162875,9999833982239,31875854,23850,8429,50,21802200,52423300,52423300,0,5867769,43587542,9345635,190654365,190654365,0,4132231,5867769,37719773,100000757613,950787,99639,15916726,0,3421142,3886,14525786,9996114,196214,9799548,200452,0,0,50,199,856830,9998206,1794,9999621,10000000,0,379,854837,2000,2000,2000,100000753410,947598,99388,15109508,0,3403110,788,14454488,9999212,192312,9800010,199990,0,0,50,212,852140,9998466,1534,9999870,10000000,0,130,850394,2000,2000,2000,100000857157,851951,116,14833928,0,3418785,8,14520108,9999992,197888,9799735,200265,0,0,50,295,856450,9998055,1945,9999914,9999796,204,86,854210,2000,2000,2000
5400,9999999999848,1000152,1000152,9452200,20000,9999792216239,37538285,9997833,5891,50,22282000,0,54696700,0,5884653,44552218,18639442,181360558,210769858,0,4700117,5299883,36046335,9999822272382,42652955,9999469,8619,50,22255800,53263300,53263300,0,5920438,44494362,9319699,190680301,190680301,0,4079562,5920438,38573924,100000875528,869514,642,16220064,0,3497688,104,14846304,9999896,190118,9798672,201328,0,0,50,218,875900,9998320,1680,9999310,9999822,178,690,874002,2000,2000,2000,100000770991,965789,100214,15374988,0,3476945,4768,14764568,9995232,195332,9798875,201125,0,0,50,48,870560,9998299,1701,9999693,10000000,0,307,868811,2000,2000,2000,100000874790,868307,337,15259720,0,3492830,20,14826720,9999980,200011,9798870,201130,0,0,50,214,874770,9998202,1798,9999402,9999831,169,598,872758,2000,2000,2000
5500,9999999999626,1000374,1000374,9546100,20000,9999799463706,28427697,41431,7049,50,22735600,0,55856900,0,5858978,45457102,18634905,181365095,210789795,0,4727882,5272118,36921684,9999820380221,43614667,10018059,7522,50,22708300,54103100,54103100,0,5902474,45401556,9296444,190703556,190703556,0,4097526,5902474,39499082,100000895099,890489,401,16483412,0,3571392,32,15169032,9999968,196368,9799888,200112,0,0,50,49,894550,9997796,2204,9999999,10000000,0,1,892297,2000,2000,2000,100000789494,985358,100303,15838568,0,3551165,1448,15083148,9998552,177352,9799955,200045,0,0,50,64,889020,9998447,1553,9999841,10000000,0,159,887403,2000,2000,2000,100000793969,987016,99721,15525286,0,3564395,46,15135746,9999954,199825,9799295,200705,0,0,50,179,892870,9997877,2123,9999770,9999771,229,230,890568,2000,2000,2000
5600,9999999999827,1000173,1000173,9639700,20000,9999787120011,38910219,9999277,6566,50,23187500,0,56737800,0,5993983,46361868,18614198,181385802,210791602,0,4594137,5405863,37636405,9999818536608,44530145,10029029,3906,50,23162800,55222200,55222200,0,5908336,46317788,9284541,190715459,190715459,0,4091664,5908336,40409452,100000913580,909716,175,16806944,0,3646219,84,15489584,9999916,193816,9799941,200059,0,0,50,203,912960,9998397,1603,9999998,10000000,0,2,911154,2000,2000,2000,100000810871,1001642,97803,16123654,0,3624571,11194,15396594,9988806,188853,9800739,199261,0,0,50,58,907580,9998161,1839,9999999,9999847,153,1,905683,2000,2000,2000,100000911422,907258,322,15629250,0,3638814,8350,15455550,9991650,191750,9800036,199964,0,0,50,41,910940,9998406,1594,9999845,10000000,0,155,909305,2000,2000,2000
5700,9999999999569,1000431,1000431,9739400,20000,9999794328789,29840165,40015,5730,50,23637000,0,57697800,0,5943545,47262540,18595494,181404506,210812906,0,4642505,5357495,38531345,9999826945433,35195590,46500,4844,50,23613600,56262200,56262200,0,6034211,47217512,9258535,190741465,190741465,0,3965789,6034211,41183301,100000831516,1025498,100893,16992416,0,3722035,76,15798576,9999924,199902,9797005,202995,0,0,50,32,931860,9998241,1759,9999259,9999678,322,741,930069,2000,2000,2000,100000826764,1021097,100026,16508824,0,3698389,64,15706164,9999936,200435,9799071,200929,0,0,50,50,926070,9998103,1897,9999769,9999999,1,231,924123,2000,2000,2000,100000929913,923291,172,15855828,0,3712001,8,15759408,9999992,190792,9799019,200981,0,0,50,174,929720,9997939,2061,9999539,10000000,0,461,927485,2000,2000,2000
5800,9999999999782,1000218,1000218,9832300,20000,9999781802886,40508293,9983871,4675,50,24091700,0,58697200,0,5981884,48174050,18600329,181399671,210807671,0,4604886,5395114,39349236,9999815208336,46008562,10029098,5829,50,24066000,57262800,57262800,0,6070439,48120342,9237240,190762760,190762760,0,3929561,6070439,42049903,100000951103,945681,227,17315624,0,3795006,64,16117564,9999936,200436,9799754,200246,0,0,50,30,950460,9997762,2238,9999900,10000000,0,100,948192,2000,2000,2000,100000944813,939990,372,16813568,0,3772102,48,16019848,9999952,190861,9799618,200382,0,0,50,42,944230,9998450,1550,9999706,9999709,291,294,942638,2000,2000,2000,100000948867,944265,139,16058490,0,3786224,5390,16083190,9994610,194910,9800126,199874,0,0,50,232,948240,9998064,1936,9999998,10000000,0,2,946072,2000,2000,2000
5900,10000000000071,999929,999929,9920400,20000,9999779186767,41263172,10028982,3412,50,24543500,0,59777100,0,6023543,49080176,18594315,181405685,210804985,0,4561807,5438193,40157183,9999823225996,37068707,35265,5946,50,24526100,58182900,58182900,0,6003433,49040308,9235011,190764989,190764989,0,3996567,6003433,43036875,100000968770,960334,251,17681474,0,3870627,314,16424414,9999686,199694,9796583,203417,0,0,50,43,968890,9998413,1587,9998882,9999708,292,1118,967260,2000,2000,2000,100000963035,956707,994,16998798,0,3847457,78,16330778,9999922,199768,9797613,202387,0,0,50,40,963510,9997859,2141,9999305,9999746,254,695,961329,2000,2000,2000,100000867040,1064014,100869,16420702,0,3863185,122,16409522,9999878,200024,9799945,200055,0,0,50,137,967050,9998511,1489,9999842,9999846,154,158,965424,2000,2000,2000
