Time\ number,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r1_2_600:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100:=Cell_2,r2_1_110:=Cell_2,r2_3_300:=Cell_2,r1_2_400:=Cell_2,rM_500:=Cell_2,r1_2_600:=Cell_2,r3_2_700:=Cell_2,r2_2_800:=Cell_2,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r2_2_800::Cell_1::Mito_1,r2_2_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,r1_2_100::Cell_1::Mito_2,r2_1_110::Cell_1::Mito_2,rM_300::Cell_1::Mito_2,rM_400::Cell_1::Mito_2,rM_500::Cell_1::Mito_2,r2_2_510::Cell_1::Mito_2,rM_600::Cell_1::Mito_2,rM_700::Cell_1::Mito_2,rM_710::Cell_1::Mito_2,r2_2_800::Cell_1::Mito_2,r2_2_810::Cell_1::Mito_2,rM_900::Cell_1::Mito_2,r1_1_1100::Cell_1::Mito_2,r1_2_100::Cell_1::Mito_3,r2_1_110::Cell_1::Mito_3,rM_300::Cell_1::Mito_3,rM_400::Cell_1::Mito_3,rM_500::Cell_1::Mito_3,r2_2_510::Cell_1::Mito_3,rM_600::Cell_1::Mito_3,rM_700::Cell_1::Mito_3,rM_710::Cell_1::Mito_3,r2_2_800::Cell_1::Mito_3,r2_2_810::Cell_1::Mito_3,rM_900::Cell_1::Mito_3,r1_1_1100::Cell_1::Mito_3,Time\ Probability,r1_2_100,r2_1_110,r1_2_100:=Cell_1,r2_1_110:=Cell_1,r2_3_300:=Cell_1,r1_2_400:=Cell_1,rM_500:=Cell_1,r1_2_600:=Cell_1,r3_2_700:=Cell_1,r2_2_800:=Cell_1,r1_2_100:=Cell_2,r2_1_110:=Cell_2,r2_3_300:=Cell_2,r1_2_400:=Cell_2,rM_500:=Cell_2,r1_2_600:=Cell_2,r3_2_700:=Cell_2,r2_2_800:=Cell_2,r1_2_100::Cell_1::Mito_1,r2_1_110::Cell_1::Mito_1,rM_300::Cell_1::Mito_1,rM_400::Cell_1::Mito_1,rM_500::Cell_1::Mito_1,r2_2_510::Cell_1::Mito_1,rM_600::Cell_1::Mito_1,rM_700::Cell_1::Mito_1,rM_710::Cell_1::Mito_1,r2_2_800::Cell_1::Mito_1,r2_2_810::Cell_1::Mito_1,rM_900::Cell_1::Mito_1,r1_1_1100::Cell_1::Mito_1,r1_2_100::Cell_1::Mito_2,r2_1_110::Cell_1::Mito_2,rM_300::Cell_1::Mito_2,rM_400::Cell_1::Mito_2,rM_500::Cell_1::Mito_2,r2_2_510::Cell_1::Mito_2,rM_600::Cell_1::Mito_2,rM_700::Cell_1::Mito_2,rM_710::Cell_1::Mito_2,r2_2_800::Cell_1::Mito_2,r2_2_810::Cell_1::Mito_2,rM_900::Cell_1::Mito_2,r1_1_1100::Cell_1::Mito_2,r1_2_100::Cell_1::Mito_3,r2_1_110::Cell_1::Mito_3,rM_300::Cell_1::Mito_3,rM_400::Cell_1::Mito_3,rM_500::Cell_1::Mito_3,r2_2_510::Cell_1::Mito_3,rM_600::Cell_1::Mito_3,rM_700::Cell_1::Mito_3,rM_710::Cell_1::Mito_3,r2_2_800::Cell_1::Mito_3,r2_2_810::Cell_1::Mito_3,rM_900::Cell_1::Mito_3,r1_1_1100::Cell_1::Mito_3
1000,10000000000500.0,1000471,9999923591237.0,19997561,50,0.0,5339,0.0,3368519,44282425,9999924716335.0,20084425,50,200.0,1805,0.0,4040098,41082748,100000086773.0,100413,50,169,263,311,53,2000,2000,2000,2000,27,0.0,100000087363.0,101718,50,139,155,90,64,2000,2000,2000,2000,0,0.0,99999988617.0,198268,50,345,114,209,0,1986,2000,2000,2000,0,0.0,1000,9.999999999e-11,0.0009994710581909406,9.99999000001e-07,0.9955571792584426,0.7817546922741161,0.999000999000999,0.6945686828015656,0.999999999999999,0.0040336615326118765,0.0009989943624896143,9.99999000001e-07,0.9954258608198312,0.7819307848311055,0.999000999000999,0.6794220083253409,0.999999999999999,0.0021593835632228845,0.0009989924873598204,9.99999000001e-07,0.9946368331572427,0.2940803911133475,0.8249167816896609,0.5622308992469653,0.9999999999,0.8936506440029294,0.9999734673600235,0.9999963260514536,0.999999999937694,0.9999999988291015,0.9950184861473587,0.9999999999999,9.99999000001e-07,0.9946500890760169,0.2937786275661083,0.8264360319080796,0.5663791322970619,0.9999999999,0.9545934701998485,0.9999488202873661,0.9999963421083142,0.9999999999376306,0.9999999988288232,0.9950184857298972,0.9999999999999,9.99999000001e-07,0.9964786748549214,0.29408786587161195,0.8264437264614953,0.5677112524055818,0.9999999999,0.46756186725324594,0.9999484473896868,0.999996197670288,0.9999999999377714,0.9999999988303068,0.9950184861473587,0.9999999999999
1100,10000000000811.0,1000122,9999929183048.0,10085562,50,200.0,9743,0.0,3766031,41540977,9999930809690.0,93296,50,0.0,5808,0.0,673748,37921837,100000000852.0,200896,50,48,183,298,95,2000,2000,2000,2000,33,0.0,100000002060.0,200288,50,190,348,267,51,2000,2000,2000,2000,38,200.0,100000101488.0,99001,50,260,196,121,135,2000,2000,2000,2000,3,0.0,1100,9.999999999e-11,0.0009991227553516721,9.99999000001e-07,0.9918781409259504,0.7918097974309329,0.999000999000999,0.6879668562399575,0.999999999999999,0.0024097649580720466,0.0009989939355434278,9.99999000001e-07,0.930808584717277,0.7916102277700211,0.999000999000999,0.6726228037421313,0.999999999999999,0.0016328404554148558,0.0009989940889017594,9.99999000001e-07,0.9966941165191692,0.30403303114911523,0.824908632905716,0.5659935994820506,0.9999999998999999,0.9989146843155197,0.9999734581435687,0.9999963274046844,0.999999999938966,0.9999999988209307,0.9950185972078042,0.9999999999999,9.99999000001e-07,0.9966866791247532,0.3038238657672164,0.8233215466114299,0.5617784136827225,0.9999999999000001,0.8632789652070934,0.9999734964369879,0.9999963242377028,0.999999999938961,0.9999999987917955,0.9950185973583398,0.9999999999999,9.99999000001e-07,0.9950175879146612,0.3040243123795005,0.8249176395673594,0.5631215156700066,0.9999999999,0.9984125935306406,0.9999487081951673,0.9999963382094894,0.9999999999388864,0.999999998793911,0.9950185979044064,0.9999999999999
1200,10000000001165.0,999809,9999925151951.0,10095360,50,1.0,9062,0.0,945640,39107865,9999917118465.0,20097108,50,200.0,8419,0.0,474908,35080799,100000117645.0,99191,50,39,298,156,167,2000,2000,2000,2000,71,0.0,100000116721.0,101173,50,140,114,66,41,2000,2000,2000,2000,30,0.0,100000117179.0,98084,50,312,245,259,168,1989,2000,2000,2000,57,1.0,1200,9.999999999e-11,0.00099881038039239,9.99999000001e-07,0.9916684787725336,0.8003513815684395,0.999000999000999,0.6757425854386783,0.999999999999999,0.0016565769584117127,0.0009989935330158794,9.99999000001e-07,0.995249725719163,0.8001878234459607,0.999000999000999,0.6644080974501261,0.999999999999999,0.001786313844389265,0.0009989937249171876,9.99999000001e-07,0.9953873900469102,0.3121717941737374,0.8249319869777618,0.5598865094259441,0.9999999999,0.9986672944044337,0.9999731782766779,0.9999965676298087,0.9999999999402037,0.9999999987532667,0.9950186927294095,0.9999999999999,9.99999000001e-07,0.9954073243990484,0.3127403776436644,0.826445800148567,0.5610031481610337,0.9999999999,0.9270570451676582,0.9999484297410304,0.999996594329097,0.9999999999401417,0.9999999987533988,0.9950186924566203,0.9999999999999,9.99999000001e-07,0.9953415353367837,0.3121623318907543,0.824914858815965,0.5626303481800525,0.9999999999,0.9984015936943785,0.999948350900944,0.9999964717092062,0.9999999999400699,0.9999999987840298,0.9950186919291856,0.9999999999999
1300,10000000001544.0,999431,9999921361607.0,10086136,50,200.0,4765,0.0,4000143,36903326,9999923741691.0,10094905,50,0.0,5427,0.0,298092,32505355,100000132579.0,102106,50,67,270,438,46,2000,2000,2000,2000,0,0.0,100000132417.0,13,50,202,350,0,1,2000,2000,2000,2000,15,200.0,100000132736.0,100683,50,161,217,0,275,2000,2000,2000,2000,0,0.0,1300,9.999999999e-11,0.0009984331349734803,9.99999000001e-07,0.9912062910897042,0.807869658776514,0.999000999000999,0.6786892679872841,0.999999999999999,0.002346376229074732,0.0009989931545634568,9.99999000001e-07,0.9906508477764491,0.8077329795620157,0.999000999000999,0.654798920494681,0.999999999999999,0.0019625904926341645,0.0009989923903031292,9.99999000001e-07,0.9957271165728057,0.3147057565812918,0.8249069883939106,0.5630318465364363,0.9999999999000001,0.8483298327383832,0.9999485785018906,0.9999966173534894,0.9999999999411138,0.9999999987418691,0.9950187762161655,0.9999999999999,9.99999000001e-07,0.992373165746362,0.3146907281493251,0.8249176533843414,0.5621836796372399,0.9999999999000001,0.922823672609776,0.999973356327955,0.9999964778032743,0.9999999999410571,0.9999999987450894,0.9950187762161655,0.9999999999999,9.99999000001e-07,0.9956742540251067,0.31469918172341094,0.8249044384972344,0.560418509363392,0.9999999999000001,0.9984209203500023,0.9999734824506213,0.9999965968928809,0.9999999999411265,0.9999999987109243,0.9950187748305598,0.9999999999999
1400,10000000001147.0,999845,9999917770875.0,10095925,50,0.0,6351,0.0,437514,34940959,9999920575226.0,10028003,50,200.0,6493,0.0,4875463,30188559,100000149047.0,100856,50,51,374,211,23,2000,2000,2000,2000,26,0.0,100000148413.0,379,50,193,314,0,1,2000,2000,2000,2000,0,0.0,100000149256.0,823,50,242,127,264,139,2000,2000,2000,2000,0,0.0,1400,9.999999999e-11,0.0009988463085126653,9.99999000001e-07,0.9908942924787858,0.814540059347181,0.999000999000999,0.6666869295617849,0.999999999999999,0.0018039753740894482,0.0009989927960073219,9.99999000001e-07,0.9902639283510805,0.8143989309378422,0.999000999000999,0.6442532255374211,0.999999999999999,0.00225443915913142,0.0009989930753863886,9.99999000001e-07,0.9959689934979865,0.3221361063931784,0.8264327554948092,0.5607109544960699,0.9999999999000001,0.9386562878765272,0.9999484833645493,0.9999967037738489,0.9999999999422048,0.9999999986627408,0.995018848641393,0.9999999999999,9.99999000001e-07,0.9932645872202278,0.3221282948123698,0.8249185518273124,0.5582648500317954,0.9999999999000001,0.998401790486032,0.9999732552402806,0.9999967803714065,0.9999999999421378,0.9999999986660645,0.9950188473616914,0.9999999999999,9.99999000001e-07,0.9932654944137276,0.32175303508734326,0.8264395637508776,0.55895475849672,0.9999999999000001,0.9984074904689237,0.9999484463547463,0.999996699426821,0.999999999942129,0.9999999986637222,0.9950188473616914,0.9999999999999
1500,9999999999638.0,1001349,9999914371948.0,10015064,50,0.0,2152,0.0,4347817,33177608,9999907270297.0,20084808,50,200.0,5584,0.0,48633,28093441,100000165818.0,847,50,149,374,0,0,1987,2000,2000,2000,93,0.0,100000164212.0,53,50,318,355,98,227,2000,2000,2000,2000,11,0.0,100000066433.0,200159,50,64,261,243,193,1980,2000,2000,2000,65,0.0,1500,9.999999999e-11,0.0010003473032282595,9.99999000001e-07,0.9905299425224331,0.8205763088958267,0.999000999000999,0.6654345134157822,0.999999999999999,0.002346055416299874,0.000998991466570102,9.99999000001e-07,0.9951514690757789,0.8207178457456344,0.999000999000999,0.6378406482882486,0.999999999999999,0.0022495415178738916,0.000998990746562523,9.99999000001e-07,0.9939962656772513,0.3305916150976761,0.8249133906618046,0.5555022979031081,0.9999999999000002,0.8788481652867233,0.9999482928308843,0.9999967011075451,0.9999999999429915,0.9999999986097956,0.9950189122679383,0.9999999999999,9.99999000001e-07,0.9938662724724442,0.33093616682758764,0.8233202622073085,0.5549198541443059,0.9999999999000002,0.9986693132350242,0.9999732565590813,0.9999966813075122,0.9999999999428513,0.9999999986535313,0.9950189111207332,0.9999999999999,9.99999000001e-07,0.9972640892563521,0.33060057712940644,0.824918285956864,0.555669191373799,0.9999999999000001,0.9984182318386666,0.9999482932108047,0.999996696092462,0.9999999999429166,0.999999998650495,0.9950189118319572,0.9999999999999
1600,9999999999476.0,1001540,9999911121541.0,10034999,50,0.0,6318,0.0,4485729,31627151,9999914029743.0,10107959,50,200.0,2956,0.0,50531,26213641,100000182793.0,101356,50,277,339,155,77,1995,2000,2000,2000,26,0.0,100000181680.0,563,50,281,485,337,0,2000,2000,2000,2000,97,0.0,100000181786.0,100118,50,37,254,0,127,2000,2000,2000,2000,43,0.0,1600,9.999999999e-11,0.0010005379212503509,9.99999000001e-07,0.9901463066534404,0.8260778823242951,0.999000999000999,0.6596509682125183,0.999999999999999,0.002314607122304375,0.0009989911403887844,9.99999000001e-07,0.9910182848858123,0.8259537733221943,0.999000999000999,0.6285702542341675,0.999999999999999,0.002397966936759733,0.000998992421773857,9.99999000001e-07,0.9964742798716638,0.3369060393868529,0.8249139279460187,0.5552702975062517,0.9999999999000001,0.9984146278704586,0.9999483147259736,0.9999968608317826,0.9999999999437644,0.9999999985921345,0.9950189663254722,0.9999999999999,9.99999000001e-07,0.9944834890828249,0.33691483314224324,0.8249251727639615,0.5530227266083034,0.9999999999000002,0.9984046823739373,0.9999731148571128,0.9999967452601246,0.9999999999438276,0.9999999985583157,0.9950189671079032,0.9999999999999,9.99999000001e-07,0.9964458471501025,0.3368066977217984,0.824913583588658,0.5508308637724871,0.9999999999000001,0.9984140575756824,0.9999732074735067,0.9999966406839259,0.9999999999437011,0.9999999985567233,0.9950189664763742,0.9999999999999
1700,9999999998601.0,1002376,9999907580290.0,10005737,50,1.0,2702,0.0,46794,30211968,9999911018209.0,10014922,50,200.0,2918,0.0,45191,24508436,100000098970.0,200594,50,459,241,139,53,2000,2000,2000,2000,0,0.0,100000099402.0,198861,50,235,451,116,58,1996,2000,2000,2000,65,0.0,100000198004.0,100749,50,57,411,345,32,2000,2000,2000,2000,49,0.0,1700,9.999999999e-11,0.0010013722484910465,9.99999000001e-07,0.9905750030419178,0.8311153144632845,0.999000999000999,0.6607171718248404,0.999999999999999,0.002075287968446753,0.0009989907772106968,9.99999000001e-07,0.9913359347478056,0.831232173898368,0.999000999000999,0.6195582557264951,0.999999999999999,0.002546236972515655,0.0009989921210542911,9.99999000001e-07,0.9974870772949895,0.34160518630762643,0.8249044744281275,0.54974091445603,0.9999999999000002,0.9571159408386758,0.9999733374829957,0.9999968019025051,0.9999999999443987,0.9999999984911059,0.9950190153876589,0.9999999999999,9.99999000001e-07,0.9974760986542558,0.34161385586808046,0.8249181297745382,0.5500650781915466,0.9999999999000001,0.9983993788316959,0.9999482181987582,0.9999968239399228,0.9999999999443987,0.9999999985410367,0.995019016310868,0.9999999999999,9.99999000001e-07,0.9966377626327664,0.34174863816021384,0.8249068062436824,0.5499892662276388,0.9999999999000001,0.9407892726921758,0.9999732804885972,0.9999967027947756,0.9999999999444604,0.9999999985396778,0.9950190160934899,0.9999999999999
1800,9999999999118.0,1001878,9999904055463.0,107376,50,200.0,3664,0.0,4649612,28983367,9999907914458.0,10082609,50,0.0,10537,0.0,47587,22955679,100000217043.0,99548,50,33,283,318,79,2000,2000,2000,2000,57,200.0,100000215107.0,101719,50,43,217,346,66,2000,2000,2000,2000,0,0.0,100000215255.0,98998,50,333,145,165,1,2000,2000,2000,2000,57,0.0,1800,9.999999999e-11,0.0010008752451111786,9.99999000001e-07,0.9251489162311581,0.8358233459202101,0.999000999000999,0.6511886664558122,0.999999999999999,0.00237484885265805,0.0009989914166598714,9.99999000001e-07,0.9919175950319074,0.8357073619531109,0.999000999000999,0.6154480518281296,0.999999999999999,0.0025816660092355236,0.0009989918087244577,9.99999000001e-07,0.9968416996709051,0.34360150625075153,0.8249173581201014,0.5463777649688375,0.9999999999000002,0.9984078559299832,0.9999730679412414,0.9999969176908343,0.9999999999451139,0.9999999984672112,0.9950190583401326,0.9999999999999,9.99999000001e-07,0.9968038660436336,0.34359418156631294,0.8248925997485028,0.546992865494702,0.9999999999000001,0.9487336927572019,0.9999489011487642,0.9999969330320355,0.9999999999451139,0.9999999984298892,0.9950190581462692,0.9999999999999,9.99999000001e-07,0.996820602495827,0.34408345567270077,0.8249160631805651,0.541602391575314,0.9999999999000002,0.9986402679375048,0.9999731256507421,0.9999968289156119,0.9999999999451139,0.9999999984253072,0.9950190575568455,0.9999999999999
1900,9999999999867.0,1001072,9999900658307.0,10089105,50,200.0,7996,0.0,42652,27847556,9999894969276.0,20062782,50,0.0,3754,0.0,5043366,21579193,100000133755.0,200112,50,88,328,286,167,2000,2000,2000,2000,56,0.0,100000231795.0,101003,50,420,175,89,77,2000,2000,2000,2000,0,0.0,100000232779.0,99705,50,274,313,563,451,2000,2000,2000,2000,10,0.0,1900,9.999999999e-11,0.0010000708570669743,9.99999000001e-07,0.9915458891251813,0.8399180380354742,0.999000999000999,0.6459167421456175,0.999999999999999,0.0022158775538069107,0.0009989910846378413,9.99999000001e-07,0.9956649712947404,0.8400255959046553,0.999000999000999,0.6099611329916732,0.999999999999999,0.0026411862652990447,0.000998990519053863,9.99999000001e-07,0.9976938918112405,0.3487270805662375,0.824918845274388,0.5427628131064262,0.9999999999,0.9989058269165085,0.9999483531752631,0.9999969831129921,0.9999999999457031,0.9999999983437665,0.9950190966730317,0.9999999999999,9.99999000001e-07,0.9969899554814415,0.3487507476341417,0.8249106436339219,0.5406447747285037,0.9999999999000001,0.9984120507039843,0.9999731291916407,0.9999969627760219,0.9999999999457031,0.999999998353736,0.9950190957498618,0.9999999999999,9.99999000001e-07,0.9969542930761944,0.34873641187368143,0.8249227738026625,0.5431411899703011,0.9999999999000001,0.9986541990910438,0.9999730918262396,0.9999968776897861,0.9999999999457112,0.9999999983474183,0.9950190964917847,0.9999999999999
2000,10000000001498.0,999534,9999887389400.0,20009896,50,200.0,5253,0.0,44769,26850647,9999902466184.0,98061,50,0.0,3084,0.0,49166,20332585,100000251155.0,280,50,373,197,100,0,2000,2000,2000,2000,0,200.0,100000248909.0,99615,50,169,307,178,83,2000,2000,2000,2000,1,0.0,100000250632.0,99333,50,215,210,119,171,2000,2000,2000,2000,59,0.0,2000,9.999999999e-11,0.0009985359293883547,9.99999000001e-07,0.9955226223535228,0.8438402798382185,0.999000999000999,0.6488289387877136,0.999999999999999,0.0023773270021626002,0.000998989763107196,9.99999000001e-07,0.9720504176925328,0.8439426333120055,0.999000999000999,0.5993276854699272,0.999999999999999,0.002806365524328814,0.000998991257601644,9.99999000001e-07,0.9960213731832596,0.3520645426651244,0.8249124708296064,0.538929431639745,0.9999999999000001,0.0,0.9999481381646341,0.9999969323654068,0.9999999999462034,0.9999999983180783,0.9950191294935632,0.9999999999999,9.99999000001e-07,0.9971282027718587,0.35205740564044397,0.8249156864600188,0.5394830745852258,0.9999999999000002,0.9984043790862555,0.9999480659535942,0.9999970144757897,0.9999999999462612,0.999999998271517,0.9950191296926548,0.9999999999999,9.99999000001e-07,0.9971449454113562,0.3520515279726483,0.8233228323910096,0.539086389616491,0.9999999999000001,0.9986603937135169,0.9999730721450254,0.9999969090411026,0.9999999999462034,0.9999999983183957,0.9950191296893367,0.9999999999999
2100,10000000000407.0,1000609,9999884300384.0,19944501,50,200.0,10234,0.0,4944630,25932539,9999889526946.0,20037329,50,0.0,7184,0.0,5569280,19193374,100000169349.0,199740,50,402,206,323,42,2000,2000,2000,2000,32,0.0,100000166385.0,199696,50,188,260,158,200,2000,2000,2000,2000,0,200.0,100000268879.0,736,50,48,187,102,3,2000,2000,2000,2000,1,0.0,2100,9.999999999e-11,0.0009996087824557956,9.99999000001e-07,0.9956153056875141,0.8477883649426162,0.999000999000999,0.6297883741739948,0.999999999999999,0.002493822879453031,0.0009989884547718436,9.99999000001e-07,0.995908969498463,0.8476863557437475,0.999000999000999,0.5983056075997096,0.999999999999999,0.004813677542959167,0.0009989899756522977,9.99999000001e-07,0.9978572362204218,0.35599389044283986,0.824909258202913,0.5315180899447647,0.9999999999000002,0.9474783919042205,0.9999481920177593,0.9999971245371372,0.9999999999467776,0.9999999981659082,0.9950191594423017,0.9999999999999,9.99999000001e-07,0.9978447068154681,0.3565101227392592,0.8264450488261623,0.5353905357099213,0.9999999999000002,0.9729664151365597,0.9999485997213962,0.9999970564477617,0.9999999999467135,0.9999999982461679,0.9950191601864798,0.9999999999999,9.99999000001e-07,0.9962716199438506,0.3559864249666546,0.8249111110252965,0.5345990157827591,0.9999999999000002,0.9369724302838127,0.999972979189075,0.9999969520948094,0.9999999999467702,0.9999999982294655,0.9950191601864798,0.9999999999999
2200,10000000001035.0,999968,9999890994347.0,10065532,50,0.0,7797,0.0,5034328,25148247,9999887094199.0,20024835,50,200.0,8560,0.0,5700886,18181773,100000186299.0,201883,50,66,463,233,9,2000,2000,2000,2000,17,0.0,100000283524.0,100561,50,274,512,0,25,2000,2000,2000,2000,0,0.0,100000188063.0,199129,50,186,306,123,260,2000,2000,2000,2000,19,0.0,2200,9.999999999e-11,0.000998969062904106,9.99999000001e-07,0.9926104228212608,0.8511461744566835,0.999000999000999,0.6338021253792678,0.999999999999999,0.002621956145239897,0.000998990122718422,9.99999000001e-07,0.9960053849009382,0.8512347515620351,0.999000999000999,0.5890821731881621,0.999999999999999,0.004921074391151347,0.0009989887328717727,9.99999000001e-07,0.9979505130890481,0.3583548835192746,0.8249167810970707,0.5295982696708551,0.9999999999000003,0.9983980622712623,0.9999729814159132,0.9999969809407334,0.9999999999472473,0.9999999981253854,0.9950191857352955,0.9999999999999,9.99999000001e-07,0.9973910026116064,0.3589021121739231,0.8249141471259444,0.5330686183995501,0.9999999999000003,0.8919286318710639,0.9999481207679202,0.999997073206756,0.9999999999472543,0.9999999980748898,0.995019184977285,0.9999999999999,9.99999000001e-07,0.9979373618032408,0.35890992120233617,0.8233139048520803,0.529797138760513,0.9999999999000002,0.9984019484917098,0.9999731823041497,0.999996980749331,0.9999999999473099,0.9999999980602126,0.9950191857971145,0.9999999999999
2300,10000000000159.0,1000850,9999887749322.0,9964409,50,200.0,7454,0.0,4802236,24448087,9999894507619.0,10091425,50,0.0,3341,0.0,31967,17263009,100000205797.0,199646,50,200,332,180,39,2000,2000,2000,2000,12,200.0,100000301879.0,34,50,213,318,179,191,2000,2000,2000,2000,76,0.0,100000304717.0,219,50,42,400,0,60,2000,2000,2000,2000,13,0.0,2300,9.999999999e-11,0.0009998493008272669,9.99999000001e-07,0.9929598510867702,0.854348427691277,0.999000999000999,0.6252034727146165,0.999999999999999,0.0025221621062891217,0.0009989897988089574,9.99999000001e-07,0.9936906666346994,0.8542571486868569,0.999000999000999,0.5848545831911235,0.999999999999999,0.002931505319550121,0.000998990473494127,9.99999000001e-07,0.9980150617117314,0.3584260600148794,0.8233223007555764,0.5277486163673798,0.9999999999000003,0.899949966280982,0.9999730453413,0.9999969804413711,0.9999999999476394,0.9999999980108258,0.9950192081682311,0.9999999999999,9.99999000001e-07,0.9966696639690945,0.358433469037486,0.8249046889848028,0.527832550839097,0.9999999999000002,0.9983975365572976,0.9999483402307743,0.9999970765571092,0.9999999999476394,0.9999999979564754,0.995019208129494,0.9999999999999,9.99999000001e-07,0.9966957113637791,0.3588001663528848,0.8233147932622081,0.5244640639464839,0.9999999999000003,0.9643865653635258,0.9999731611454197,0.9999968971061822,0.9999999999476437,0.9999999979351872,0.9950192077153299,0.9999999999999
2400,10000000000058.0,1000924,9999884830409.0,9981665,50,0.0,2835,0.0,4916555,23816193,9999891826641.0,59668,50,200.0,10766,0.0,442,16425465,100000323131.0,100688,50,191,356,217,23,2000,2000,2000,2000,8,0.0,100000319976.0,121,50,167,180,299,97,2000,2000,2000,2000,34,0.0,100000322437.0,101007,50,218,417,0,0,1995,2000,2000,2000,58,0.0,2400,9.999999999e-11,0.0009999231529180888,9.99999000001e-07,0.9932127929893039,0.8571938593359515,0.999000999000999,0.6410829385482201,0.999999999999999,0.002589434976955542,0.0009989885180214826,9.99999000001e-07,0.9854866458274252,0.8572814979733973,0.999000999000999,0.5865249820175953,0.999999999999999,0.0028219836058308574,0.0009989902048973833,9.99999000001e-07,0.9976331809101839,0.3630324141339031,0.8233262716981514,0.5182467879088725,0.9999999999000003,0.9150474146664452,0.999973045544099,0.9999969441433062,0.9999999999480662,0.9999999978844871,0.9950192287637257,0.9999999999999,9.99999000001e-07,0.9968660290080354,0.3635662691395512,0.8249219131460599,0.5169487895951446,0.9999999999000002,0.9383065462288113,0.9999730539200931,0.9999970239826286,0.9999999999480123,0.9999999979095404,0.9950192286208591,0.9999999999999,9.99999000001e-07,0.9976330016379629,0.36355776302009657,0.824913568589588,0.518381492123797,0.9999999999000002,0.9983821936209649,0.9999480366534415,0.9999970441611374,0.9999999999481202,0.9999999977942221,0.9950192285118936,0.9999999999999
2500,10000000000931.0,1000120,9999871898594.0,19947400,50,200.0,9931,0.0,4988222,23248810,9999879377974.0,19996066,50,0.0,10022,0.0,5637159,15694622,100000240530.0,200421,50,427,572,0,159,2000,2000,2000,2000,0,0.0,100000338107.0,100536,50,326,557,0,59,1982,2000,2000,2000,21,0.0,100000340415.0,101007,50,303,451,0,0,2000,2000,2000,2000,1,0.0,2500,9.999999999e-11,0.0009991207593461626,9.99999000001e-07,0.9960663341932326,0.8601496398853227,0.999000999000999,0.6257036025028758,0.999999999999999,0.002646553960507491,0.000998987216718356,9.99999000001e-07,0.9963885422892669,0.8600674474903097,0.999000999000999,0.5836992461966154,0.999999999999999,0.004862332869021268,0.0009989899515111037,9.99999000001e-07,0.9981479903843661,0.3636887320537156,0.8249183665319918,0.5091404243014631,0.9999999999000003,0.9631046239598589,0.9999730747643539,0.9999971000513073,0.9999999999484097,0.9999999977399557,0.9950192461308183,0.9999999999999,9.99999000001e-07,0.9977160032798192,0.36368184881475246,0.8264440269927608,0.5126198860829257,0.9999999999000002,0.9983758400183997,0.9999479525108481,0.9999970469972327,0.999999999948469,0.9999999976570426,0.9950192464747094,0.9999999999999,9.99999000001e-07,0.9977349019892091,0.3636705113906478,0.8249146712133402,0.51602594605962,0.9999999999000002,0.9983869269965717,0.999947998494443,0.9999971247877719,0.9999999999484629,0.9999999977380776,0.9950192461340033,0.9999999999999
2600,9999999999360.0,1001653,9999878724458.0,10040775,50,1.0,5252,0.0,5034293,22730096,9999887033156.0,79155,50,200.0,7418,0.0,4756,14999152,100000358312.0,99863,50,437,208,199,99,2000,2000,2000,2000,34,0.0,100000355745.0,772,50,217,364,373,60,1992,2000,2000,2000,2,0.0,100000359295.0,348,50,225,595,0,13,2000,2000,2000,2000,32,1.0,2600,9.999999999e-11,0.0010006506952291714,9.99999000001e-07,0.9938658695077832,0.8628257887517147,0.999000999000999,0.6249894715091013,0.999999999999999,0.002730470967237725,0.0009989878976124052,9.99999000001e-07,0.988326011991754,0.8629122912839635,0.999000999000999,0.579558682058673,0.999999999999999,0.002856837685761853,0.0009989897263772915,9.99999000001e-07,0.9978186656777951,0.3636929833916233,0.8249115375500335,0.504030243157009,0.9999999999000003,0.998384152919206,0.9999731348342016,0.9999970264207247,0.9999999999487875,0.9999999974466027,0.995019263322246,0.9999999999999,9.99999000001e-07,0.9971879147825695,0.36311322483924663,0.8249217245640048,0.5127119673545103,0.9999999999000003,0.8376467848337475,0.9999479534329182,0.999997115075176,0.9999999999488922,0.9999999976001177,0.9950192626096558,0.9999999999999,9.99999000001e-07,0.9972100160424078,0.3636844806589989,0.8249124845310387,0.5040992565824605,0.9999999999000003,0.7225404166180457,0.9999730344300141,0.9999969470683997,0.9999999999488399,0.9999999975722852,0.995019262710977,0.9999999999999
