,Name,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
0,Hb,10000000000,3722297691,1409849272,537719467,205643784,78725454,30154784,11553310,4423699,1696281,649639
1,O2,1000000000000,977742068637,966740265487,962570832919,960983340276,960376429296,960144189280,960055235592,960021149359,960008110478,960003107113
2,Hb-O2,0,914744402,353163754,134747479,51531747,19729529,7557148,2894621,1106970,424600,163007
3,Hb-(O2)2,0,47935385,18320539,7071938,2736314,1038832,399841,151791,58733,22552,8633
4,Hb-(O2)3,0,12773897,4736059,1568738,697271,261229,99018,34907,16187,6450,2270
5,Hb-(O2)4,0,5302248625,8213930376,9318892378,9739390884,9900244956,9961789209,9985365371,9994394411,9997850117,9999176451
