Time,glucose,O2,glucose_total,O2_total,glucose_in,O2_in,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic-:=Cell_1,H2O::Cell_1::Mitochondria_1,H2O_created::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,H+_inter_created::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,NADH_in::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
11000,100617320,1229424,200000000,1200000000,20000,120000,9993387884853,68816412,157801592,1827,99382680,1000,12139,29266074,198761706,4426264465,15573735535,16092801635,9952531206,47468794,12250312,100376004977,1004586800,152342,6757059,227526700,8791832000,774842287,1198758437,471695970,980750836,1793295300,19249164,999893409,106591,76473,923113903,76886097,628921297,139042600,4,157245320,999980011,19989,999529173,470827,157225327,1000,1000,1000,1000,1000,1000,1000
12000,110626790,1273832,220000000,1320000000,20000,120000,9992984517273,65382521,157254172,10143,109373210,1000,22366,29880817,218726134,4119355094,15880644906,16399996806,9952424103,47575897,14414937,100380754547,1078000600,144716,7199073,291557000,9388561200,866668802,1318703802,523194498,980553249,1875804300,19446751,999913670,86330,8521,875819023,124180977,697585077,156735300,17040,174430380,999977239,22761,999540021,459979,174390579,1000,1000,1000,1000,1000,1000,1000
13000,120635660,1248321,240000000,1440000000,20000,120000,9992608568415,63836254,158497029,1059,119364340,1000,12289,30417813,238726562,3841747369,16158252631,16677811631,9952406527,47593473,16649489,100385274310,1151567600,206598,7107109,356587100,9986352800,958538290,1438739390,574940787,980322247,1958222400,19677753,999901783,98217,20536,828171649,171828351,766581551,174483600,1,191659260,999981505,18495,999524636,475364,191640764,1000,1000,1000,1000,1000,1000,1000
14000,130643680,1267872,260000000,1560000000,20000,120000,9992253437213,67819374,165179424,10972,129356320,1000,13547,30819854,258690696,3590487087,16409512913,16929222013,9952411706,47588294,18951902,100390000825,1225164400,153489,6806715,421579800,10584319200,1050344181,1558718581,626631624,980116164,2040656100,19883836,999925402,74598,100138,780685914,219314086,835496786,192150500,17640,208918940,999963862,36138,999550438,449562,208865162,1000,1000,1000,1000,1000,1000,1000
15000,140650910,1260201,280000000,1680000000,20000,120000,9991931816580,62243766,162334032,1971,139349090,1000,11449,31182828,278694238,3363187446,16636812554,17156640054,9952404592,47595408,21312030,100394423402,1298854200,187121,6965934,486483400,11182915600,1142152900,1678728350,678543174,980050685,2123203200,19949315,999894126,105874,15941,732937167,267062833,904723633,209786800,17124,226199380,999998203,1797,999522841,477159,226180459,1000,1000,1000,1000,1000,1000,1000
16000,150657770,1275075,300000000,1800000000,20000,120000,9991624175230,64277448,167024726,1132,149342230,1000,127634,31447882,298682196,3157474078,16842525922,17362439922,9952419038,47580962,23718434,100398854391,1372580500,165392,6659665,551925000,11781617000,1233818791,1798597291,730541354,979864574,2205585900,20135426,999887335,112665,108761,685096607,314903393,974054093,227382800,4,243515880,999996863,3137,999510761,489239,243512739,1000,1000,1000,1000,1000,1000,1000
17000,160664230,1250173,320000000,1920000000,20000,120000,9991339355206,63045577,168424297,11044,159335770,1000,135385,31620468,318649452,2971313183,17028686817,17548664617,9952413792,47586208,26172044,100403444004,1446333300,178828,7107530,616390000,12380509000,1325624292,1918614442,782411706,979951365,2288241600,20048635,999936009,63991,6844,637538238,362461762,1043197862,244891200,17546,260856940,999946762,53238,999566844,433156,260786156,1000,1000,1000,1000,1000,1000,1000
18000,170670300,1255849,340000000,2040000000,20000,120000,9991071980921,62067349,170119779,11182,169329700,1000,136273,31747394,338637036,2802852870,17197147130,17717180930,9952366306,47633694,28671342,100407625692,1520137600,196274,7004108,681839800,12979637600,1417397728,2038607878,834600556,979861596,2370655800,20138404,999910618,89382,15222,589570666,410429334,1112800334,262332000,17300,278218300,999998778,1222,999517522,482478,278199778,1000,1000,1000,1000,1000,1000,1000
19000,180676080,1249584,360000000,2160000000,20000,120000,9990820574732,61197701,172148808,1292,179323920,1000,125680,31850751,358645256,2650468433,17349531567,17869598467,9952112549,47887451,31212905,100412048833,1593933900,176999,6605661,747135700,13578690200,1509198336,2158624736,886666906,979745138,2453084700,20254862,999913782,86218,101744,542017238,457982762,1182209562,279544900,6,295581600,999961062,38938,999538444,461556,295542656,1000,1000,1000,1000,1000,1000,1000
20000,190681330,1233153,380000000,2280000000,20000,120000,9990583391959,60557250,174236874,10250,189318670,1000,124099,31870784,378616840,2512534509,17487465491,18007562691,9951996996,48003004,33805836,100416364874,1667710900,149835,7041561,811722300,14177594600,1601006948,2278642748,938778809,979793336,2535662100,20206664,999897239,102761,6703,494326194,505673806,1251698106,296808000,5,312940220,999979082,20918,999520003,479997,312919297,1000,1000,1000,1000,1000,1000,1000
21000,200686350,1259203,400000000,2400000000,20000,120000,9990361134582,58136808,174734282,1415,199313650,1000,11629,31873404,398624470,2387749790,17612250210,18132360510,9951714836,48285164,36438906,100420605276,1741510000,217265,6867953,876848300,14776594400,1692880768,2398729168,990878275,979712066,2618099700,20287934,999899013,100987,76647,446813172,553186828,1321170028,313900400,17391,330312160,999996984,3016,999521447,478553,330291753,1000,1000,1000,1000,1000,1000,1000
22000,210691640,1254280,420000000,2520000000,20000,120000,9990148401078,58061941,177627244,10139,209308360,1000,22978,31790361,418596442,2274833519,17725166481,18245284481,9951349799,48650201,39124741,100424895239,1815297700,188337,6793936,941677100,15375528200,1784664442,2518722742,1043037351,979690292,2700603000,20309708,999879784,120216,71492,399398641,600601359,1390715359,330821500,5,347681340,999996673,3327,999503092,496908,347678008,1000,1000,1000,1000,1000,1000,1000
23000,220696220,1256665,440000000,2640000000,20000,120000,9989947118256,57299226,180106546,1363,219303780,1000,11672,31687086,438604834,2172676382,17827323618,18347436618,9950742334,49257666,41862568,100429240393,1889074200,221675,6988256,1005920900,15974313200,1876471363,2638731663,1095094857,979778739,2783206200,20221261,999911595,88405,19856,352367699,647632301,1460114701,347484600,11,365055180,999964675,35325,999533756,466244,365019844,1000,1000,1000,1000,1000,1000,1000
24000,230700370,1255997,460000000,2760000000,20000,120000,9989752720832,59328867,185488327,11310,229299630,1000,23003,31475820,458576640,2080203999,17919796001,18439901201,9949979360,50020640,44663000,100433444425,1962827300,157077,6600498,1070647500,16572890600,1968268750,2758721000,1147307135,979696286,2865639300,20303714,999876620,123380,75134,305346899,694653101,1529741801,363893000,17,382437820,999996863,3137,999488134,511866,382434666,1000,1000,1000,1000,1000,1000,1000
25000,240704860,1252836,480000000,2880000000,20000,120000,9989569143735,59341255,189174643,11393,239295140,1000,115242,31235294,478567494,1996528390,18003471610,18523565710,9948937726,51062274,47535820,100437682982,2036544200,229953,7097998,1134068700,17171011600,2060011722,2878631922,1199331410,979796636,2948267700,20203364,999896181,103819,5445,258859635,741140365,1599107565,379969400,17280,399796380,999997055,2945,999527645,472355,399776155,1000,1000,1000,1000,1000,1000,1000
26000,250708670,1265583,500000000,3000000000,20000,120000,9989395712512,57178426,191077466,2813,249291330,1000,21912,30931206,498577034,1920822838,18079177162,18599255462,9947529314,52470686,50497148,100442033466,2110196500,170531,6610878,1197915000,17768750600,2151940155,2998712505,1251376466,979732853,3030742800,20267147,999908052,91948,96899,212793333,787206667,1668490367,395609200,16,417148680,999965237,34763,999537899,462101,417113901,1000,1000,1000,1000,1000,1000,1000
27000,260712570,1254098,520000000,3120000000,20000,120000,9989227218518,57246488,195659092,11540,259287430,1000,124470,30490124,518551780,1852288906,18147711094,18667772794,9945646716,54353284,53569196,100446217334,2183763400,146282,6565900,1260801800,18365734800,2243733432,3118621432,1303417130,979731806,3113286600,20268194,999897978,102022,104472,167271042,832728958,1737888258,410629300,17586,434492460,999996254,3746,999516272,483728,434471128,1000,1000,1000,1000,1000,1000,1000
28000,270716250,1287322,540000000,3240000000,20000,120000,9989069725749,52855719,196774402,1705,269283750,1000,11822,29980893,538564090,1790300068,18209699932,18729737932,9942845927,57154073,56783717,100450332322,2257189100,227122,7128098,1322040800,18961550200,2335752606,3238700856,1355340544,979844437,3195993300,20155563,999890385,109615,7948,122857704,877142296,1807119896,424626300,17640,451799480,999997512,2488,999513248,486752,451779352,1000,1000,1000,1000,1000,1000,1000
29000,280719880,1269692,560000000,3360000000,20000,120000,9988912139265,54483285,205284924,3062,279280120,1000,115729,29264723,558554116,1734233750,18265766250,18785775550,9938674057,61325943,60210973,100454675475,2330451400,232261,6597922,1382466700,19555993200,2427671429,3358614579,1407064753,979835594,3278608500,20164406,999945106,54894,100212,80246059,919753941,1876057941,437017200,43,469078420,999914811,85189,999571912,428088,468993188,1000,1000,1000,1000,1000,1000,1000
30000,290723620,1279753,580000000,3480000000,20000,120000,9988766284815,49643756,209651376,11379,289276380,1000,22507,28270218,578530002,1683433071,18316566929,18836548229,9932209382,67790618,63946784,100458583778,2403392300,181917,6790562,1439825600,20147546200,2519900140,3478697740,1458849910,979912495,3361328700,20087505,999911460,88540,17665,39878755,960121245,1945126745,446792600,16760,486313000,999980595,19405,999520265,479735,486276835,1000,1000,1000,1000,1000,1000,1000
31000,300726950,1268007,600000000,3600000000,20000,120000,9988621240271,48850307,222595272,11730,299273050,1000,11576,26884425,598522640,1637490878,18362509122,18882455322,9921316895,78683105,68177435,100462294096,2475786700,225266,6605786,1492616900,20734271800,2612301767,3598720417,1510322794,979928887,3444101100,20071113,999888441,111559,13354,4463360,995536640,2013762440,451662100,17278,503460780,999996144,3856,999509754,490246,503439646,1000,1000,1000,1000,1000,1000,1000
32000,310729790,1278250,620000000,3720000000,20000,120000,9988482098139,46540322,238160989,11698,309270210,1000,22149,24868643,618517024,1595932261,18404067739,18923982839,9906412377,93587623,73164401,100485015385,2537940700,171951,7823936,1512824500,21275095800,2706248701,3718699601,1546851917,979923471,3534139800,20076529,999938983,61017,100412,7495,999992505,2060090405,451765000,109039,520483980,992863547,7136453,999800412,199588,513238488,1000,1000,1000,1000,1000,1000,1000
33000,320732790,1268577,640000000,3840000000,20000,120000,9988347417216,43720630,252868605,3003,319267210,1000,138551,22398261,638528414,1558325346,18441674654,18961551354,9892068519,107931481,78818233,100510614026,2598284000,169217,8326623,1529150400,21808928000,2800320372,3838592872,1581102267,980057030,3625483200,19942970,999940411,59589,6681,4114,999995886,2103023186,451778700,51491,537311920,984660490,15339510,999818081,181919,521920919,1000,1000,1000,1000,1000,1000,1000
34000,330735930,1266530,660000000,3960000000,20000,120000,9988218918629,38272953,264773150,3327,329264070,1000,128745,19771611,658521486,1524272982,18475727018,18995571318,9878165029,121834971,84893615,100535977590,2658657000,170811,8413347,1545559900,22342550000,2894527475,3958604725,1615136243,980099989,3716659500,19900011,999952856,47144,8567,53824,999946176,2145805276,451792900,58083,553856260,976870856,23129144,999833467,166533,530669033,1000,1000,1000,1000,1000,1000,1000
35000,340738870,1275707,680000000,4080000000,20000,120000,9988088248472,38227401,282174106,10275,339261130,1000,127815,17252495,678501710,1493451473,18506548527,19026353327,9864497205,135502795,91191415,100561030802,2719111700,167444,8185002,1561997400,22876320200,2988715428,4078596478,1649040540,980133395,3807738600,19866605,999948777,51223,10582,42842,999957158,2188562158,451807500,60496,570057800,969524314,30475686,999827982,172018,539521618,1000,1000,1000,1000,1000,1000,1000
36000,350741800,1245440,700000000,4200000000,20000,120000,9987958081072,40697733,302430838,3329,349258200,1000,12541,15045763,698509742,1465644305,18534355695,19054118095,9850909237,149090763,97596579,100585763743,2779584900,209642,8187459,1577824300,23409655400,3083086669,4198742019,1682702712,980179693,3898745700,19820307,999953388,46612,11295,65283,999934717,2231148817,451822400,56898,585867400,962635603,37364397,999828095,171905,548446105,1000,1000,1000,1000,1000,1000,1000
37000,360744770,1283707,720000000,4320000000,20000,120000,9987838524383,35144347,315024534,3132,359255230,1000,11725,13212791,718504196,1440423330,18559576670,19079296570,9837385369,162614631,104052765,100610098044,2840119100,216110,8034079,1593418100,23942807800,3177293968,4318704568,1716181247,980205858,3989616900,19794142,999940876,59124,15118,2571,999997429,2273683929,451836800,62757,601238640,956326799,43673201,999795218,204782,557502682,1000,1000,1000,1000,1000,1000,1000
38000,370747550,1271257,740000000,4440000000,20000,120000,9987715753286,35199423,333568617,10323,369252450,1000,12466,11736840,738484254,1417600509,18582399491,19102082691,9823931040,176068960,110563394,100634322064,2900708000,144585,7914167,1608357400,24475726400,3271571877,4438716277,1749352945,980255442,4080447300,19744558,999948225,51775,9583,57038,999942962,2315960662,451851900,46509,616184020,950470206,49529794,999811483,188517,566607717,1000,1000,1000,1000,1000,1000,1000
39000,380750400,1271520,760000000,4560000000,20000,120000,9987600978085,29445710,346633680,10585,379249600,1000,117265,10578740,758478030,1396966995,18603033005,19122679005,9810555160,189444840,117164390,100658071749,2961330400,146110,7783830,1623088200,25008261600,3365761165,4558611215,1782364273,980222063,4171098600,19777937,999938916,61084,70853,8980,999991020,2358192020,451868800,26121,630734900,945118968,54881032,999802553,197447,575827747,1000,1000,1000,1000,1000,1000,1000
40000,390752790,1290728,780000000,4680000000,20000,120000,9987480640437,31221869,367458992,11730,389247210,1000,130712,9651863,778470960,1378298106,18621701894,19141304594,9797315777,202684223,123901037,100681561465,3022019700,154723,7916838,1637110900,25540780200,3460032260,4678578560,1815108951,980336690,4261793400,19663310,999953286,46714,13896,45045,999954955,2400234755,451885700,60717,644918060,940268461,59731539,999801296,198704,585125804,1000,1000,1000,1000,1000,1000,1000
41000,400755310,1277951,800000000,4800000000,20000,120000,9987363547843,31505948,386988972,10293,399244690,1000,12413,8917830,798468794,1361379291,18638620709,19158175909,9784251130,215748870,130816324,100704724458,3082760500,215503,7605454,1651315900,26073107400,3554485486,4798709636,1847700598,980290577,4352262000,19709423,999950964,49036,105187,28789,999971211,2442203711,451903600,40268,658734640,935808741,64191259,999809087,190913,594503113,1000,1000,1000,1000,1000,1000,1000
42000,410757850,1261873,820000000,4920000000,20000,120000,9987252876074,27016179,401844903,11775,409242150,1000,126166,8288574,818460750,1346112753,18653887247,19173397847,9771384586,228615414,137924736,100727722740,3143493600,170190,8074190,1664339700,26604977600,3648737561,4918611961,1880127370,980402756,4442839800,19597244,999931166,68834,17810,3740,999996260,2484079660,451920600,24650,672247440,931729500,68270500,999792510,207490,603952290,1000,1000,1000,1000,1000,1000,1000
43000,420760160,1247555,840000000,5040000000,20000,120000,9987142373100,23786585,418059704,10559,419239840,1000,23129,7753557,838458562,1332272385,18667727615,19187194515,9758719883,241280117,145239445,100750500053,3204329700,204189,7578948,1678030400,27137154600,3743198366,5038729316,1912341813,980390376,4533192900,19609624,999957290,42710,100014,60401,999939599,2525794699,451939000,29519,685465560,928016845,71983155,999814914,185086,613452886,1000,1000,1000,1000,1000,1000,1000
44000,430762440,1236967,860000000,5160000000,20000,120000,9987024030218,29714207,443489141,11786,429237560,1000,125705,7283486,858451548,1319741425,18680258575,19199678375,9746272174,253727826,152763622,100772995164,3265179400,224670,7872610,1690720600,27669002800,3837472078,5158637328,1944448378,980516719,4623627900,19483281,999948597,51403,12078,35900,999964100,2567485600,451960100,30506,698404440,924663288,75336712,999811678,188322,623037222,1000,1000,1000,1000,1000,1000,1000
45000,440765070,1257105,880000000,5280000000,20000,120000,9986917861981,24651002,457991073,10306,439234930,1000,13323,6869623,878449248,1308407083,18691592917,19210970817,9734034097,265965903,160504545,100795314170,3326045900,185803,7369609,1703887800,28200672600,3931943272,5278729572,1976425817,980461051,4713832200,19538949,999931742,68258,92791,3474,999996526,2609117026,451978800,31681,711075080,921647810,78352190,999782091,217909,632691209,1000,1000,1000,1000,1000,1000,1000
46000,450767390,1279025,900000000,5400000000,20000,120000,9986807818912,24546218,477494567,10668,449232610,1000,12770,6503365,898443884,1298150130,18701849870,19221183670,9722006695,277993305,168451679,100817506792,3386960400,166686,7311035,1716298400,28732194400,4026316105,5398708205,2008192435,980506926,4804071900,19493074,999949452,50548,108726,46091,999953909,2650563009,451998900,37553,723488840,918919287,81080713,999805626,194374,642370574,1000,1000,1000,1000,1000,1000,1000
47000,460769670,1269348,920000000,5520000000,20000,120000,9986700181255,23019608,495609806,11714,459230330,1000,117039,6171666,918437232,1288874463,18711125537,19230412137,9710191114,289808886,176609646,100839403693,3447881100,157084,7718621,1728075000,29263455000,4120632813,5518613613,2039870076,980643851,4894344000,19356149,999939510,60490,9059,19383,999980617,2692004017,452018700,53726,735655920,916531747,83468253,999785559,214441,652133941,1000,1000,1000,1000,1000,1000,1000
48000,470771980,1257214,940000000,5640000000,20000,120000,9986594023365,20904725,513222276,2381,469228020,1000,137844,5908973,938451278,1280491790,18719508210,19238747010,9698562867,301437133,184971445,100861100519,3508853600,233903,7764806,1739997100,29794721600,4215041542,5638604942,2071383317,980696549,4984484700,19303451,999944423,55577,9074,42857,999957143,2733314443,452042700,49795,747570860,914410061,85589939,999795674,204326,661931126,1000,1000,1000,1000,1000,1000,1000
49000,480774080,1254993,960000000,5760000000,20000,120000,9986484816792,22611756,534620268,2051,479225920,1000,13314,5625374,958447738,1272888348,18727111652,19246310952,9687162386,312837614,193545524,100882763163,3569840100,148918,7252212,1752126100,30325805800,4309598843,5758731693,2102794381,980640004,5074468200,19359996,999946731,53269,107427,47446,999952554,2774579254,452064600,52205,759276840,912560238,87439762,999789527,210473,671784873,1000,1000,1000,1000,1000,1000,1000
50000,490776350,1244832,980000000,5880000000,20000,120000,9986377533085,23127071,554850407,2318,489223650,1000,12394,5370072,978442664,1266010056,18733989944,19253144044,9675951828,324048172,202305092,100904109259,3630866900,215200,7644408,1763304200,30856863400,4404047174,5878742774,2134102761,980795049,5164602300,19204951,999953402,46598,4253,34092,999965908,2815792008,452089400,43233,770767500,910964980,89035020,999786453,213547,681689247,1000,1000,1000,1000,1000,1000,1000
51000,500778510,1275304,1000000000,6000000000,20000,120000,9986270867331,23661784,575098749,12005,499221490,1000,21853,5130195,998418970,1259770315,18740229685,19259336685,9664948905,335051095,211255675,100925502372,3691895800,148975,7342781,1774735000,31387594800,4498465143,5998702843,2165230155,980755855,5254525800,19244145,999962904,37096,100049,104294,999895706,2856838506,452112200,19647,782033100,909594898,90405102,999812049,187951,691608351,1000,1000,1000,1000,1000,1000,1000
52000,510780500,1258732,1020000000,6120000000,20000,120000,9986167699712,21306586,592508007,12037,509219500,1000,137733,4922295,1018414926,1254137498,18745862502,19264917502,9654113285,345886715,220392411,100946452114,3752971100,180360,7403300,1785871200,31918347800,4592828185,6118603535,2196348678,980789222,5344444500,19210778,999936180,63820,91958,6080,999993920,2897988420,452135800,31026,793100220,908570548,91429452,999780658,219342,701639742,1000,1000,1000,1000,1000,1000,1000
53000,520782460,1253679,1040000000,6240000000,20000,120000,9986063661564,20361892,611343337,11812,519217540,1000,137659,4728089,1038411456,1249049456,18750950544,19269960744,9643459391,356540609,229712747,100967378253,3814072600,192461,7175572,1796944800,32449086800,4687299812,6238608662,2227279329,980816120,5434324200,19183880,999935258,64742,108938,42709,999957291,2938961991,452158100,56615,803970620,907768657,92231343,999772238,227762,711682662,1000,1000,1000,1000,1000,1000,1000
54000,530784170,1236256,1060000000,6360000000,20000,120000,9985959598319,19941711,630753827,2167,529215830,1000,125083,4566890,1058427326,1244464830,18755535170,19274505670,9632974710,367025290,239219936,100988125568,3875199800,212970,7235259,1807575700,32979617200,4781812561,6358638661,2258108435,980870585,5524175400,19129415,999948431,51569,107346,42511,999957489,2979879989,452182100,75173,814640500,907206227,92793773,999776046,223954,721771554,1000,1000,1000,1000,1000,1000,1000
55000,540785860,1235163,1080000000,6480000000,20000,120000,9985859302511,16148511,646715597,11808,539214140,1000,134560,4370922,1078404664,1240271122,18759728878,19278655778,9622691658,377308342,248887822,101008780666,3936360000,193716,7464863,1817871200,33510217600,4876286677,6478630277,2288897721,980999765,5614079100,19000235,999936159,63841,9494,3573,999996427,3020802327,452208500,57411,825145920,906816097,93183903,999768194,231806,731904606,1000,1000,1000,1000,1000,1000,1000
56000,550787620,1277655,1100000000,6600000000,20000,120000,9985748248563,23572582,674001261,2254,549212380,1000,22241,4240127,1098420252,1236528745,18763471255,19282346355,9612537293,387462707,258725845,101029357716,3997515300,173574,7580486,1828010700,34040467400,4970860304,6598700104,2319525762,981066481,5703877500,18933519,999946811,53189,5230,36668,999963332,3061575532,452231700,28058,835454280,906623548,93376452,999785930,214070,742049770,1000,1000,1000,1000,1000,1000,1000
