Time,H2O,OH-,H+,K+,Na+,H2O:=cell_1,OH-:=cell_1,H+:=cell_1,K+:=cell_1,Na+:=cell_1,ATP:=cell_1,ADP:=cell_1,Pi:=cell_1,Na+_channel:=cell_1,K+_channel:=cell_1,Na+_K+_pump:=cell_1
14830,9999999586236,1413764,1413764,66781800,158262300,9999999143530,1414329,1414329,133218200,41737700,999955785900,44214100,44214100,200,300,500
14840,9999999586297,1413703,1413703,66759200,158286200,9999999143590,1414056,1414056,133240800,41713800,999955764600,44235400,44235400,200,300,500
14850,9999999586145,1413855,1413855,66781400,158297900,9999999143528,1413879,1413879,133218600,41702100,999955740700,44259300,44259300,200,300,500
14860,9999999586216,1413784,1413784,66768800,158341800,9999999143649,1413545,1413545,133231200,41658200,999955719400,44280600,44280600,200,300,500
14870,9999999586202,1413798,1413798,66832400,158371400,9999999143393,1413569,1413569,133167600,41628600,999955696200,44303800,44303800,200,300,500
14880,9999999586188,1413812,1413812,66800400,158339400,9999999143279,1413423,1413423,133199600,41660600,999955670200,44329800,44329800,200,300,500
14890,9999999586130,1413870,1413870,66805400,158336900,9999999143012,1413465,1413465,133194600,41663100,999955647700,44352300,44352300,200,300,500
14900,9999999586166,1413834,1413834,66803400,158279900,9999999142776,1413491,1413491,133196600,41720100,999955626700,44373300,44373300,200,300,500
14910,9999999585998,1414002,1414002,66829000,158316500,9999999142500,1413545,1413545,133171000,41683500,999955604500,44395500,44395500,200,300,500
14920,9999999586033,1413967,1413967,66785800,158331300,9999999142185,1413644,1413644,133214200,41668700,999955582900,44417100,44417100,200,300,500
14930,9999999585852,1414148,1414148,66813000,158305500,9999999141974,1413641,1413641,133187000,41694500,999955561500,44438500,44438500,200,300,500
14940,9999999585712,1414288,1414288,66773000,158315500,9999999141799,1413616,1413616,133227000,41684500,999955541500,44458500,44458500,200,300,500
14950,9999999585593,1414407,1414407,66767000,158314500,9999999141395,1413790,1413790,133233000,41685500,999955518500,44481500,44481500,200,300,500
14960,9999999585756,1414244,1414244,66783800,158349300,9999999141165,1413804,1413804,133216200,41650700,999955496900,44503100,44503100,200,300,500
14970,9999999585921,1414079,1414079,66807000,158389500,9999999141008,1413727,1413727,133193000,41610500,999955473500,44526500,44526500,200,300,500
14980,9999999585944,1414056,1414056,66854000,158434000,9999999140631,1413889,1413889,133146000,41566000,999955452000,44548000,44548000,200,300,500
14990,9999999585769,1414231,1414231,66867400,158483900,9999999140329,1413958,1413958,133132600,41516100,999955428700,44571300,44571300,200,300,500
15000,9999999586001,1413999,1413999,66856600,158485100,9999999140124,1413959,1413959,133143400,41514900,999955408300,44591700,44591700,200,300,500
15010,9999999586089,1413911,1413911,66914200,158538700,9999999139846,1414025,1414025,133085800,41461300,999955387100,44612900,44612900,200,300,500
15020,9999999585957,1414043,1414043,66871000,158553500,9999999139797,1413858,1413858,133129000,41446500,999955365500,44634500,44634500,200,300,500
15030,9999999585887,1414113,1414113,66896600,158550100,9999999139540,1413893,1413893,133103400,41449900,999955343300,44656700,44656700,200,300,500
15040,9999999585845,1414155,1414155,66895600,158571600,9999999139273,1413955,1413955,133104400,41428400,999955322800,44677200,44677200,200,300,500
15050,9999999585769,1414231,1414231,66862000,158567000,9999999139139,1413871,1413871,133138000,41433000,999955301000,44699000,44699000,200,300,500
15060,9999999586100,1413900,1413900,66842200,158516700,9999999138940,1413871,1413871,133157800,41483300,999955281100,44718900,44718900,200,300,500
15070,9999999586069,1413931,1413931,66854600,158523100,9999999138964,1413659,1413659,133145400,41476900,999955262300,44737700,44737700,200,300,500
15080,9999999586178,1413822,1413822,66912600,158496100,9999999138750,1413663,1413663,133087400,41503900,999955241300,44758700,44758700,200,300,500
15090,9999999586309,1413691,1413691,66947800,158493300,9999999138175,1414014,1414014,133052200,41506700,999955218900,44781100,44781100,200,300,500
15100,9999999586316,1413684,1413684,66937000,158464500,9999999137915,1414070,1414070,133063000,41535500,999955198500,44801500,44801500,200,300,500
15110,9999999586244,1413756,1413756,66954400,158478400,9999999137822,1413950,1413950,133045600,41521600,999955177200,44822800,44822800,200,300,500
15120,9999999586444,1413556,1413556,66943800,158529300,9999999137479,1414090,1414090,133056200,41470700,999955156900,44843100,44843100,200,300,500
15130,9999999586526,1413474,1413474,66986600,158500100,9999999137280,1414053,1414053,133013400,41499900,999955133300,44866700,44866700,200,300,500
15140,9999999586444,1413556,1413556,66970000,158520000,9999999136963,1414137,1414137,133030000,41480000,999955110000,44890000,44890000,200,300,500
15150,9999999586367,1413633,1413633,67017400,158523900,9999999136751,1414136,1414136,132982600,41476100,999955088700,44911300,44911300,200,300,500
15160,9999999586285,1413715,1413715,67028400,158497400,9999999136183,1414459,1414459,132971600,41502600,999955064200,44935800,44935800,200,300,500
15170,9999999586567,1413433,1413433,67058600,158552100,9999999135758,1414635,1414635,132941400,41447900,999955039300,44960700,44960700,200,300,500
15180,9999999586652,1413348,1413348,67099000,158471500,9999999135640,1414555,1414555,132901000,41528500,999955019500,44980500,44980500,200,300,500
15190,9999999586603,1413397,1413397,67126200,158495700,9999999135375,1414606,1414606,132873800,41504300,999954998100,45001900,45001900,200,300,500
15200,9999999586540,1413460,1413460,67137600,158513600,9999999135124,1414664,1414664,132862400,41486400,999954978800,45021200,45021200,200,300,500
15210,9999999586880,1413120,1413120,67139800,158535300,9999999134949,1414600,1414600,132860200,41464700,999954954900,45045100,45045100,200,300,500
15220,9999999586806,1413194,1413194,67138600,158527100,9999999134898,1414445,1414445,132861400,41472900,999954934300,45065700,45065700,200,300,500
15230,9999999586645,1413355,1413355,67158600,158537100,9999999134547,1414596,1414596,132841400,41462900,999954914300,45085700,45085700,200,300,500
15240,9999999586651,1413349,1413349,67172600,158546100,9999999134350,1414563,1414563,132827400,41453900,999954891300,45108700,45108700,200,300,500
15250,9999999586513,1413487,1413487,67182000,158577000,9999999134282,1414428,1414428,132818000,41423000,999954871000,45129000,45129000,200,300,500
15260,9999999586430,1413570,1413570,67157200,158594200,9999999134090,1414396,1414396,132842800,41405800,999954848600,45151400,45151400,200,300,500
15270,9999999586443,1413557,1413557,67141800,158592300,9999999133870,1414389,1414389,132858200,41407700,999954825900,45174100,45174100,200,300,500
15280,9999999586318,1413682,1413682,67191400,158542900,9999999133728,1414329,1414329,132808600,41457100,999954805700,45194300,45194300,200,300,500
15290,9999999586141,1413859,1413859,67190400,158544400,9999999133424,1414428,1414428,132809600,41455600,999954785200,45214800,45214800,200,300,500
15300,9999999586151,1413849,1413849,67172800,158565800,9999999133169,1414445,1414445,132827200,41434200,999954761400,45238600,45238600,200,300,500
15310,9999999586160,1413840,1413840,67105800,158566300,9999999132967,1414412,1414412,132894200,41433700,999954737900,45262100,45262100,200,300,500
15320,9999999586014,1413986,1413986,67083800,158539300,9999999132499,1414670,1414670,132916200,41460700,999954716900,45283100,45283100,200,300,500
15330,9999999586138,1413862,1413862,67070400,158564400,9999999132219,1414733,1414733,132929600,41435600,999954695200,45304800,45304800,200,300,500
15340,9999999585966,1414034,1414034,67109800,158525300,9999999132061,1414688,1414688,132890200,41474700,999954674900,45325100,45325100,200,300,500
15350,9999999586021,1413979,1413979,67147000,158529500,9999999131802,1414733,1414733,132853000,41470500,999954653500,45346500,45346500,200,300,500
15360,9999999585981,1414019,1414019,67135400,158521900,9999999131598,1414729,1414729,132864600,41478100,999954632700,45367300,45367300,200,300,500
15370,9999999586175,1413825,1413825,67188800,158511800,9999999131545,1414549,1414549,132811200,41488200,999954609400,45390600,45390600,200,300,500
15380,9999999586151,1413849,1413849,67197800,158558300,9999999131165,1414674,1414674,132802200,41441700,999954583900,45416100,45416100,200,300,500
15390,9999999586056,1413944,1413944,67172600,158566100,9999999131232,1414381,1414381,132827400,41433900,999954561300,45438700,45438700,200,300,500
15400,9999999586063,1413937,1413937,67250800,158598800,9999999130887,1414517,1414517,132749200,41401200,999954540400,45459600,45459600,200,300,500
15410,9999999586033,1413967,1413967,67204200,158558700,9999999130520,1414651,1414651,132795800,41441300,999954517100,45482900,45482900,200,300,500
15420,9999999585585,1414415,1414415,67261400,158532900,9999999130270,1414687,1414687,132738600,41467100,999954495700,45504300,45504300,200,300,500
15430,9999999585803,1414197,1414197,67298800,158566800,9999999130101,1414643,1414643,132701200,41433200,999954474400,45525600,45525600,200,300,500
15440,9999999585936,1414064,1414064,67296800,158619800,9999999129957,1414577,1414577,132703200,41380200,999954453400,45546600,45546600,200,300,500
15450,9999999585877,1414123,1414123,67322200,158616700,9999999129687,1414624,1414624,132677800,41383300,999954431100,45568900,45568900,200,300,500
15460,9999999585877,1414123,1414123,67382200,158606700,9999999129655,1414456,1414456,132617800,41393300,999954411100,45588900,45588900,200,300,500
15470,9999999585799,1414201,1414201,67369600,158630600,9999999129557,1414341,1414341,132630400,41369400,999954389800,45610200,45610200,200,300,500
15480,9999999585869,1414131,1414131,67415000,158627500,9999999129210,1414465,1414465,132585000,41372500,999954367500,45632500,45632500,200,300,500
15490,9999999585669,1414331,1414331,67358600,158657100,9999999129239,1414204,1414204,132641400,41342900,999954344300,45655700,45655700,200,300,500
15500,9999999585681,1414319,1414319,67355600,158681600,9999999128884,1414344,1414344,132644400,41318400,999954322800,45677200,45677200,200,300,500
15510,9999999585753,1414247,1414247,67347000,158659500,9999999128820,1414215,1414215,132653000,41340500,999954303500,45696500,45696500,200,300,500
15520,9999999585761,1414239,1414239,67384000,158684000,9999999128750,1414070,1414070,132616000,41316000,999954282000,45718000,45718000,200,300,500
15530,9999999585705,1414295,1414295,67269200,158691200,9999999128355,1414241,1414241,132730800,41308800,999954259600,45740400,45740400,200,300,500
15540,9999999585665,1414335,1414335,67236400,158705400,9999999128330,1414052,1414052,132763600,41294600,999954238200,45761800,45761800,200,300,500
15550,9999999585436,1414564,1414564,67333600,158699600,9999999128110,1414058,1414058,132666400,41300400,999954216800,45783200,45783200,200,300,500
15560,9999999585346,1414654,1414654,67299400,158695900,9999999127961,1413986,1413986,132700600,41304100,999954194700,45805300,45805300,200,300,500
15570,9999999585030,1414970,1414970,67286200,158700700,9999999127877,1413854,1413854,132713800,41299300,999954173100,45826900,45826900,200,300,500
15580,9999999585010,1414990,1414990,67255600,158681600,9999999127641,1413887,1413887,132744400,41318400,999954152800,45847200,45847200,200,300,500
15590,9999999584920,1415080,1415080,67201800,158707300,9999999127497,1413812,1413812,132798200,41292700,999954130900,45869100,45869100,200,300,500
15600,9999999585257,1414743,1414743,67229000,158731500,9999999127272,1413823,1413823,132771000,41268500,999954109500,45890500,45890500,200,300,500
15610,9999999585421,1414579,1414579,67161200,158723200,9999999127206,1413650,1413650,132838800,41276800,999954085600,45914400,45914400,200,300,500
15620,9999999585440,1414560,1414560,67196400,158750400,9999999126807,1413825,1413825,132803600,41249600,999954063200,45936800,45936800,200,300,500
15630,9999999585721,1414279,1414279,67224600,158733100,9999999126487,1413936,1413936,132775400,41266900,999954042300,45957700,45957700,200,300,500
15640,9999999585824,1414176,1414176,67218000,158773000,9999999126387,1413803,1413803,132782000,41227000,999954019000,45981000,45981000,200,300,500
15650,9999999585911,1414089,1414089,67214000,158689000,9999999126455,1413515,1413515,132786000,41311000,999953997000,46003000,46003000,200,300,500
15660,9999999585907,1414093,1414093,67210800,158743800,9999999126307,1413447,1413447,132789200,41256200,999953975400,46024600,46024600,200,300,500
15670,9999999586001,1413999,1413999,67178800,158706800,9999999126045,1413499,1413499,132821200,41293200,999953954400,46045600,46045600,200,300,500
15680,9999999586085,1413915,1413915,67154600,158703100,9999999125699,1413624,1413624,132845400,41296900,999953932300,46067700,46067700,200,300,500
15690,9999999586076,1413924,1413924,67177000,158754500,9999999125626,1413459,1413459,132823000,41245500,999953908500,46091500,46091500,200,300,500
15700,9999999586071,1413929,1413929,67165200,158737200,9999999125255,1413621,1413621,132834800,41262800,999953887600,46112400,46112400,200,300,500
15710,9999999586021,1413979,1413979,67151200,158713200,9999999125082,1413574,1413574,132848800,41286800,999953865600,46134400,46134400,200,300,500
15720,9999999586061,1413939,1413939,67205400,158741900,9999999124863,1413564,1413564,132794600,41258100,999953842700,46157300,46157300,200,300,500
15730,9999999586181,1413819,1413819,67171000,158828500,9999999124781,1413424,1413424,132829000,41171500,999953820500,46179500,46179500,200,300,500
15740,9999999586274,1413726,1413726,67134200,158848700,9999999124379,1413592,1413592,132865800,41151300,999953797100,46202900,46202900,200,300,500
15750,9999999586342,1413658,1413658,67102400,158871400,9999999123892,1413870,1413870,132897600,41128600,999953776200,46223800,46223800,200,300,500
15760,9999999586392,1413608,1413608,67159000,158886500,9999999123499,1414046,1414046,132841000,41113500,999953754500,46245500,46245500,200,300,500
15770,9999999586353,1413647,1413647,67145000,158862500,9999999123424,1413901,1413901,132855000,41137500,999953732500,46267500,46267500,200,300,500
15780,9999999586423,1413577,1413577,67101400,158867900,9999999123212,1413895,1413895,132898600,41132100,999953710700,46289300,46289300,200,300,500
15790,9999999586516,1413484,1413484,67123000,158905500,9999999122972,1413943,1413943,132877000,41094500,999953691500,46308500,46308500,200,300,500
15800,9999999586682,1413318,1413318,67108800,158951800,9999999122622,1414072,1414072,132891200,41048200,999953669400,46330600,46330600,200,300,500
15810,9999999586886,1413114,1413114,67134800,159007800,9999999122452,1414022,1414022,132865200,40992200,999953647400,46352600,46352600,200,300,500
15820,9999999586841,1413159,1413159,67173200,159040200,9999999122161,1414105,1414105,132826800,40959800,999953626600,46373400,46373400,200,300,500
15830,9999999586957,1413043,1413043,67110000,159085000,9999999121900,1414150,1414150,132890000,40915000,999953605000,46395000,46395000,200,300,500
15840,9999999587027,1412973,1412973,67108000,159078000,9999999121889,1413951,1413951,132892000,40922000,999953584000,46416000,46416000,200,300,500
15850,9999999586744,1413256,1413256,67111400,159067900,9999999121951,1413656,1413656,132888600,40932100,999953560700,46439300,46439300,200,300,500
15860,9999999586930,1413070,1413070,67140000,159070000,9999999121611,1413789,1413789,132860000,40930000,999953540000,46460000,46460000,200,300,500
15870,9999999586964,1413036,1413036,67148000,159063000,9999999121515,1413675,1413675,132852000,40937000,999953519000,46481000,46481000,200,300,500
15880,9999999587056,1412944,1412944,67121800,159102300,9999999121316,1413643,1413643,132878200,40897700,999953495900,46504100,46504100,200,300,500
15890,9999999587389,1412611,1412611,67081800,159112300,9999999120983,1413776,1413776,132918200,40887700,999953475900,46524100,46524100,200,300,500
15900,9999999587346,1412654,1412654,67091000,159133500,9999999120534,1414021,1414021,132909000,40866500,999953455500,46544500,46544500,200,300,500
15910,9999999587189,1412811,1412811,67051200,159123200,9999999120159,1414197,1414197,132948800,40876800,999953435600,46564400,46564400,200,300,500
15920,9999999587194,1412806,1412806,67055800,159091300,9999999119735,1414394,1414394,132944200,40908700,999953412900,46587100,46587100,200,300,500
15930,9999999587191,1412809,1412809,67034000,159044000,9999999119389,1414531,1414531,132966000,40956000,999953392000,46608000,46608000,200,300,500
15940,9999999587485,1412515,1412515,67068000,159073000,9999999119281,1414409,1414409,132932000,40927000,999953369000,46631000,46631000,200,300,500
15950,9999999587432,1412568,1412568,67057800,159073300,9999999119144,1414345,1414345,132942200,40926700,999953348900,46651100,46651100,200,300,500
15960,9999999587406,1412594,1412594,67113000,159110500,9999999118755,1414510,1414510,132887000,40889500,999953326500,46673500,46673500,200,300,500
15970,9999999587188,1412812,1412812,67114200,159123700,9999999118618,1414403,1414403,132885800,40876300,999953302100,46697900,46697900,200,300,500
15980,9999999586917,1413083,1413083,67181600,159157600,9999999118585,1414223,1414223,132818400,40842400,999953280800,46719200,46719200,200,300,500
15990,9999999586889,1413111,1413111,67140800,159088800,9999999118519,1414085,1414085,132859200,40911200,999953260400,46739600,46739600,200,300,500
16000,9999999586799,1413201,1413201,67180800,159068800,9999999118341,1414063,1414063,132819200,40931200,999953240400,46759600,46759600,200,300,500
16010,9999999586800,1413200,1413200,67200000,159100000,9999999117823,1414377,1414377,132800000,40900000,999953220000,46780000,46780000,200,300,500
16020,9999999586714,1413286,1413286,67171600,159102600,9999999117746,1414212,1414212,132828400,40897400,999953195800,46804200,46804200,200,300,500
16030,9999999586930,1413070,1413070,67132000,159132000,9999999117485,1414275,1414275,132868000,40868000,999953176000,46824000,46824000,200,300,500
16040,9999999586843,1413157,1413157,67119200,159176200,9999999117020,1414526,1414526,132880800,40823800,999953154600,46845400,46845400,200,300,500
16050,9999999587168,1412832,1412832,67094000,159234000,9999999116676,1414644,1414644,132906000,40766000,999953132000,46868000,46868000,200,300,500
16060,9999999587157,1412843,1412843,67097400,159213900,9999999116144,1414943,1414943,132902600,40786100,999953108700,46891300,46891300,200,300,500
16070,9999999587166,1412834,1412834,67109600,159255600,9999999115956,1414892,1414892,132890400,40744400,999953084800,46915200,46915200,200,300,500
16080,9999999587322,1412678,1412678,67113600,159304600,9999999115760,1414858,1414858,132886400,40695400,999953061800,46938200,46938200,200,300,500
16090,9999999587104,1412896,1412896,67053200,159305200,9999999115448,1414968,1414968,132946800,40694800,999953041600,46958400,46958400,200,300,500
16100,9999999586847,1413153,1413153,66985600,159346600,9999999115099,1415079,1415079,133014400,40653400,999953017800,46982200,46982200,200,300,500
16110,9999999587040,1412960,1412960,66963000,159380500,9999999114928,1415037,1415037,133037000,40619500,999952996500,47003500,47003500,200,300,500
16120,9999999586867,1413133,1413133,66947800,159428300,9999999114625,1415114,1415114,133052200,40571700,999952973900,47026100,47026100,200,300,500
16130,9999999586970,1413030,1413030,66950200,159434700,9999999114498,1415053,1415053,133049800,40565300,999952955100,47044900,47044900,200,300,500
16140,9999999587278,1412722,1412722,66920200,159404700,9999999114445,1414906,1414906,133079800,40595300,999952935100,47064900,47064900,200,300,500
16150,9999999587258,1412742,1412742,66907400,159408900,9999999114265,1414872,1414872,133092600,40591100,999952913700,47086300,47086300,200,300,500
16160,9999999587238,1412762,1412762,66923800,159394300,9999999113796,1415123,1415123,133076200,40605700,999952891900,47108100,47108100,200,300,500
16170,9999999587384,1412616,1412616,66911800,159357300,9999999113556,1415153,1415153,133088200,40642700,999952870900,47129100,47129100,200,300,500
16180,9999999587458,1412542,1412542,66958600,159342100,9999999113335,1415158,1415158,133041400,40657900,999952849300,47150700,47150700,200,300,500
16190,9999999587395,1412605,1412605,66932200,159321700,9999999113037,1415224,1415224,133067800,40678300,999952826100,47173900,47173900,200,300,500
16200,9999999587301,1412699,1412699,67020800,159343800,9999999112801,1415253,1415253,132979200,40656200,999952805400,47194600,47194600,200,300,500
16210,9999999587164,1412836,1412836,67004400,159323400,9999999112647,1415175,1415175,132995600,40676600,999952782200,47217800,47217800,200,300,500
16220,9999999587046,1412954,1412954,67007800,159323300,9999999112251,1415338,1415338,132992200,40676700,999952758900,47241100,47241100,200,300,500
16230,9999999587133,1412867,1412867,67034400,159328400,9999999111843,1415529,1415529,132965600,40671600,999952737200,47262800,47262800,200,300,500
16240,9999999586798,1413202,1413202,67022600,159351100,9999999111602,1415561,1415561,132977400,40648900,999952716300,47283700,47283700,200,300,500
16250,9999999586619,1413381,1413381,67050400,159364400,9999999111293,1415659,1415659,132949600,40635600,999952695200,47304800,47304800,200,300,500
16260,9999999586599,1413401,1413401,67057600,159378600,9999999111100,1415638,1415638,132942400,40621400,999952673800,47326200,47326200,200,300,500
16270,9999999586706,1413294,1413294,67103000,159360500,9999999110801,1415764,1415764,132897000,40639500,999952656500,47343500,47343500,200,300,500
16280,9999999586648,1413352,1413352,67032400,159381400,9999999110636,1415726,1415726,132967600,40618600,999952636200,47363800,47363800,200,300,500
16290,9999999586435,1413565,1413565,67038000,159438000,9999999110447,1415693,1415693,132962000,40562000,999952614000,47386000,47386000,200,300,500
16300,9999999586529,1413471,1413471,67107600,159478600,9999999110096,1415842,1415842,132892400,40521400,999952593800,47406200,47406200,200,300,500
16310,9999999586547,1413453,1413453,67127200,159539200,9999999109734,1416002,1416002,132872800,40460800,999952573600,47426400,47426400,200,300,500
16320,9999999586569,1413431,1413431,67111800,159597300,9999999109748,1415761,1415761,132888200,40402700,999952550900,47449100,47449100,200,300,500
16330,9999999586298,1413702,1413702,67094600,159558100,9999999109390,1415883,1415883,132905400,40441900,999952527300,47472700,47472700,200,300,500
16340,9999999586306,1413694,1413694,67080400,159584400,9999999109197,1415855,1415855,132919600,40415600,999952505200,47494800,47494800,200,300,500
16350,9999999586286,1413714,1413714,67127200,159559200,9999999109066,1415770,1415770,132872800,40440800,999952483600,47516400,47516400,200,300,500
16360,9999999586306,1413694,1413694,67087200,159529200,9999999108929,1415707,1415707,132912800,40470800,999952463600,47536400,47536400,200,300,500
16370,9999999586581,1413419,1413419,67114400,159523400,9999999108715,1415707,1415707,132885600,40476600,999952442200,47557800,47557800,200,300,500
16380,9999999586657,1413343,1413343,67125800,159531300,9999999108487,1415742,1415742,132874200,40468700,999952422900,47577100,47577100,200,300,500
16390,9999999586640,1413360,1413360,67100800,159538800,9999999108554,1415450,1415450,132899200,40461200,999952400400,47599600,47599600,200,300,500
16400,9999999586599,1413401,1413401,67106000,159606000,9999999108292,1415488,1415488,132894000,40394000,999952378000,47622000,47622000,200,300,500
16410,9999999586622,1413378,1413378,67145400,159646900,9999999108173,1415404,1415404,132854600,40353100,999952357700,47642300,47642300,200,300,500
16420,9999999586642,1413358,1413358,67108800,159646800,9999999108027,1415317,1415317,132891200,40353200,999952334400,47665600,47665600,200,300,500
16430,9999999586558,1413442,1413442,67083400,159664900,9999999107754,1415363,1415363,132916600,40335100,999952311700,47688300,47688300,200,300,500
16440,9999999586584,1413416,1413416,67135800,159691300,9999999107482,1415447,1415447,132864200,40308700,999952292900,47707100,47707100,200,300,500
16450,9999999586637,1413363,1413363,67122000,159717000,9999999107218,1415492,1415492,132878000,40283000,999952271000,47729000,47729000,200,300,500
16460,9999999586668,1413332,1413332,67160200,159719700,9999999107164,1415337,1415337,132839800,40280300,999952250100,47749900,47749900,200,300,500
16470,9999999586467,1413533,1413533,67169200,159761200,9999999106779,1415517,1415517,132830800,40238800,999952229600,47770400,47770400,200,300,500
16480,9999999586518,1413482,1413482,67220400,159749400,9999999107090,1415012,1415012,132779600,40250600,999952210200,47789800,47789800,200,300,500
16490,9999999586581,1413419,1413419,67159200,159771200,9999999106819,1415077,1415077,132840800,40228800,999952189600,47810400,47810400,200,300,500
16500,9999999586650,1413350,1413350,67208800,159801800,9999999106584,1415110,1415110,132791200,40198200,999952169400,47830600,47830600,200,300,500
16510,9999999586443,1413557,1413557,67215200,159757200,9999999106352,1415124,1415124,132784800,40242800,999952147600,47852400,47852400,200,300,500
16520,9999999586531,1413469,1413469,67239600,159725600,9999999105993,1415255,1415255,132760400,40274400,999952124800,47875200,47875200,200,300,500
16530,9999999586390,1413610,1413610,67206400,159780400,9999999105678,1415354,1415354,132793600,40219600,999952103200,47896800,47896800,200,300,500
16540,9999999586485,1413515,1413515,67185200,159792200,9999999105618,1415208,1415208,132814800,40207800,999952082600,47917400,47917400,200,300,500
16550,9999999586361,1413639,1413639,67178600,159787100,9999999105499,1415144,1415144,132821400,40212900,999952064300,47935700,47935700,200,300,500
16560,9999999586280,1413720,1413720,67192800,159775800,9999999105374,1415040,1415040,132807200,40224200,999952041400,47958600,47958600,200,300,500
16570,9999999586250,1413750,1413750,67134800,159762800,9999999105173,1415051,1415051,132865200,40237200,999952022400,47977600,47977600,200,300,500
16580,9999999586344,1413656,1413656,67099000,159801500,9999999104954,1415041,1415041,132901000,40198500,999951999500,48000500,48000500,200,300,500
16590,9999999586372,1413628,1413628,67054600,159848100,9999999104762,1415011,1415011,132945400,40151900,999951977300,48022700,48022700,200,300,500
16600,9999999586440,1413560,1413560,66934600,159933100,9999999104489,1415034,1415034,133065400,40066900,999951952300,48047700,48047700,200,300,500
16610,9999999586222,1413778,1413778,66980000,159920000,9999999104369,1414931,1414931,133020000,40080000,999951930000,48070000,48070000,200,300,500
16620,9999999586436,1413564,1413564,67010000,159930000,9999999104250,1414850,1414850,132990000,40070000,999951910000,48090000,48090000,200,300,500
16630,9999999586449,1413551,1413551,67007000,159944500,9999999104115,1414770,1414770,132993000,40055500,999951888500,48111500,48111500,200,300,500
16640,9999999586196,1413804,1413804,66986800,159914800,9999999104113,1414571,1414571,133013200,40085200,999951868400,48131600,48131600,200,300,500
16650,9999999586238,1413762,1413762,67042800,159940800,9999999103882,1414582,1414582,132957200,40059200,999951846400,48153600,48153600,200,300,500
16660,9999999586171,1413829,1413829,67152000,159952000,9999999103703,1414557,1414557,132848000,40048000,999951826000,48174000,48174000,200,300,500
16670,9999999586162,1413838,1413838,67111000,159913500,9999999103712,1414343,1414343,132889000,40086500,999951805500,48194500,48194500,200,300,500
16680,9999999586154,1413846,1413846,67067400,159888900,9999999103647,1414190,1414190,132932600,40111100,999951783700,48216300,48216300,200,300,500
16690,9999999586032,1413968,1413968,67032600,159856100,9999999103344,1414269,1414269,132967400,40143900,999951761300,48238700,48238700,200,300,500
16700,9999999585915,1414085,1414085,67008800,159846800,9999999103375,1414069,1414069,132991200,40153200,999951744400,48255600,48255600,200,300,500
16710,9999999585584,1414416,1414416,67055200,159812200,9999999103453,1413773,1413773,132944800,40187800,999951722600,48277400,48277400,200,300,500
16720,9999999585540,1414460,1414460,67073800,159804300,9999999103269,1413750,1413750,132926200,40195700,999951701900,48298100,48298100,200,300,500
16730,9999999585663,1414337,1414337,67082800,159805800,9999999102957,1413857,1413857,132917200,40194200,999951681400,48318600,48318600,200,300,500
16740,9999999585766,1414234,1414234,67069200,159791200,9999999102815,1413781,1413781,132930800,40208800,999951659600,48340400,48340400,200,300,500
16750,9999999585695,1414305,1414305,67120200,159814700,9999999102578,1413773,1413773,132879800,40185300,999951635100,48364900,48364900,200,300,500
16760,9999999585765,1414235,1414235,67072200,159826700,9999999102652,1413459,1413459,132927800,40173300,999951611100,48388900,48388900,200,300,500
16770,9999999585650,1414350,1414350,67085000,159812500,9999999102531,1413394,1413394,132915000,40187500,999951592500,48407500,48407500,200,300,500
16780,9999999585886,1414114,1414114,67116600,159760100,9999999102373,1413360,1413360,132883400,40239900,999951573300,48426700,48426700,200,300,500
16790,9999999585763,1414237,1414237,67185000,159812500,9999999102268,1413257,1413257,132815000,40187500,999951552500,48447500,48447500,200,300,500
16800,9999999585881,1414119,1414119,67170600,159789100,9999999101878,1413425,1413425,132829400,40210900,999951530300,48469700,48469700,200,300,500
16810,9999999585857,1414143,1414143,67235000,159772500,9999999101869,1413256,1413256,132765000,40227500,999951512500,48487500,48487500,200,300,500
16820,9999999585897,1414103,1414103,67212200,159766700,9999999101767,1413144,1413144,132787800,40233300,999951491100,48508900,48508900,200,300,500
16830,9999999585600,1414400,1414400,67258200,159782700,9999999101641,1413050,1413050,132741800,40217300,999951469100,48530900,48530900,200,300,500
16840,9999999585538,1414462,1414462,67339600,159780600,9999999101326,1413172,1413172,132660400,40219400,999951449800,48550200,48550200,200,300,500
16850,9999999585492,1414508,1414508,67327800,159743300,9999999101224,1413065,1413065,132672200,40256700,999951428900,48571100,48571100,200,300,500
16860,9999999585691,1414309,1414309,67328000,159773000,9999999100902,1413188,1413188,132672000,40227000,999951409000,48591000,48591000,200,300,500
16870,9999999585887,1414113,1414113,67329200,159761200,9999999100842,1413054,1413054,132670800,40238800,999951389600,48610400,48610400,200,300,500
16880,9999999585649,1414351,1414351,67319400,159790900,9999999100516,1413181,1413181,132680600,40209100,999951369700,48630300,48630300,200,300,500
16890,9999999585760,1414240,1414240,67285000,159757500,9999999100390,1413085,1413085,132715000,40242500,999951347500,48652500,48652500,200,300,500
16900,9999999585628,1414372,1414372,67230200,159804700,9999999100365,1412886,1412886,132769800,40195300,999951325100,48674900,48674900,200,300,500
16910,9999999585389,1414611,1414611,67291600,159802600,9999999100096,1412962,1412962,132708400,40197400,999951305800,48694200,48694200,200,300,500
16920,9999999585495,1414505,1414505,67306600,159850100,9999999099912,1412921,1412921,132693400,40149900,999951283300,48716700,48716700,200,300,500
