Time\ number,r1_2_200,r2_1_300,Time\ Probability,r1_2_200,r2_1_300
4910,1.9999990180005396e+19,9821994600715,4910,9.999999999e-11,0.004886997269957881
4920,1.9999990160005214e+19,9839994785588,4920,9.999999999e-11,0.004895909530667759
4930,1.9999990140005044e+19,9859994956225,4930,9.999999999e-11,0.004905811838122462
4940,1.9999990120004997e+19,9881994992270,4940,9.999999999e-11,0.004916704073618017
4950,1.999999010000486e+19,9899995141421,4950,9.999999999e-11,0.004925615784542759
4960,1.999999008000481e+19,9921995150951,4960,9.999999999e-11,0.0049365075733726815
4970,1.9999990060004905e+19,9941995085251,4970,9.999999999e-11,0.004946408955861094
4980,1.999999004000475e+19,9961995277408,4980,9.999999999e-11,0.004956310268957638
4990,1.9999990020004647e+19,9979995352178,4990,9.999999999e-11,0.004965221233671711
5000,1.999999000000468e+19,9999995317682,5000,9.999999999e-11,0.004975122060187613
5010,1.9999989980004495e+19,10021995485863,5010,9.999999999e-11,0.004986012843824866
5020,1.99999899600046e+19,10039995400000,5020,9.999999999e-11,0.004994923197039186
5030,1.999998994000471e+19,10059995293773,5030,9.999999999e-11,0.005004823396976625
5040,1.9999989920004936e+19,10079995066616,5040,9.999999999e-11,0.005014723340043957
5050,1.99999899000046e+19,10099995397393,5050,9.999999999e-11,0.005024623362280168
5060,1.999998988000468e+19,10121995362412,5060,9.999999999e-11,0.005035512961782735
5070,1.9999989860004786e+19,10139995214705,5070,9.999999999e-11,0.005044422397864849
5080,1.9999989840004588e+19,10159995414060,5080,9.999999999e-11,0.005054321764057994
5090,1.999998982000476e+19,10181995173582,5090,9.999999999e-11,0.00506521061178979
5100,1.9999989800004776e+19,10199995226321,5100,9.999999999e-11,0.005074119615233916
5110,1.9999989780004585e+19,10219995413716,5110,9.999999999e-11,0.005084018384571217
5120,1.999998976000481e+19,10239995190214,5120,9.999999999e-11,0.005093916753579
5130,1.999998974000473e+19,10259995270384,5130,9.999999999e-11,0.005103815075922063
5140,1.9999989720004407e+19,10279995594993,5140,9.999999999e-11,0.005113713322282937
5150,1.9999989700004303e+19,10299995696432,5150,9.999999999e-11,0.005123611261245491
5160,1.9999989680004325e+19,10321995689181,5160,9.999999999e-11,0.005134498707826354
5170,1.9999989660004192e+19,10341995869558,5170,9.999999999e-11,0.005144396272279359
5180,1.999998964000433e+19,10359995672097,5180,9.999999999e-11,0.005153303733858612
5190,1.9999989620004385e+19,10379995616537,5190,9.999999999e-11,0.005163200807394472
5200,1.999998960000431e+19,10399995693602,5200,9.999999999e-11,0.0051730977496415725
5210,1.999998958000436e+19,10419995638660,5210,9.999999999e-11,0.005182994429653903
5220,1.9999989560004485e+19,10439995516724,5220,9.999999999e-11,0.005192890879611012
5230,1.999998954000447e+19,10461995526239,5230,9.999999999e-11,0.005203776818223599
5240,1.9999989520004338e+19,10479995662257,5240,9.999999999e-11,0.005212683381515001
5250,1.999998950000425e+19,10499995750939,5250,9.999999999e-11,0.00522257934500376
5260,1.9999989480004227e+19,10521995830462,5260,9.999999999e-11,0.00523346466852048
5270,1.9999989460004106e+19,10539995896359,5270,9.999999999e-11,0.005242370665528569
5280,1.999998944000395e+19,10559996051176,5280,9.999999999e-11,0.005252266071102715
5290,1.999998942000395e+19,10581996061394,5290,9.999999999e-11,0.005263150710651681
5300,1.999998940000399e+19,10601996063547,5300,9.999999999e-11,0.005273045627281827
5310,1.9999989380004016e+19,10621995945501,5310,9.999999999e-11,0.005282940287592932
5320,1.999998936000398e+19,10639996020607,5320,9.999999999e-11,0.005291845403287178
5330,1.999998934000406e+19,10659995941208,5330,9.999999999e-11,0.005301739708715874
5340,1.9999989320003932e+19,10679996068050,5340,9.999999999e-11,0.0053116339193382735
5350,1.999998930000397e+19,10699996030035,5350,9.999999999e-11,0.005321527851574715
5360,1.999998928000418e+19,10721995725741,5360,9.999999999e-11,0.005332410819861275
5370,1.999998926000416e+19,10741995774372,5370,9.999999999e-11,0.005342304381639509
5380,1.9999989240004526e+19,10759995472736,5380,9.999999999e-11,0.005351208248106354
5390,1.9999989220004385e+19,10781995615916,5390,9.999999999e-11,0.005362090788272352
5400,1.999998920000453e+19,10799995472113,5400,9.999999999e-11,0.005370994378571839
5410,1.999998918000445e+19,10819995550737,5410,9.999999999e-11,0.005380887187653784
5420,1.9999989160004518e+19,10839995481428,5420,9.999999999e-11,0.005390779726774197
5430,1.9999989140004418e+19,10861995616986,5430,9.999999999e-11,0.00540166139728214
5440,1.999998912000429e+19,10881995726231,5440,9.999999999e-11,0.005411553611479305
5450,1.999998910000424e+19,10901995789392,5450,9.999999999e-11,0.0054214456061108815
5460,1.9999989080004276e+19,10921995730758,5460,9.999999999e-11,0.005431337343738689
5470,1.9999989060004184e+19,10939995816514,5470,9.999999999e-11,0.005440239807887439
5480,1.9999989040004067e+19,10959995934378,5480,9.999999999e-11,0.005450131258968938
5490,1.9999989020004033e+19,10981996014806,5490,9.999999999e-11,0.005461011603569396
