Time,H2O,H+,OH-
6160,19999987680004429646,12319995570954,12319995570954
6170,19999987660004177335,12339995823265,12339995823265
6180,19999987640004107679,12359995892921,12359995892921
6190,19999987620003859285,12379996141315,12379996141315
6200,19999987600003761289,12399996239311,12399996239311
6210,19999987580003632842,12419996367758,12419996367758
6220,19999987560003487912,12439996512688,12439996512688
6230,19999987540003485527,12459996515073,12459996515073
6240,19999987520003472273,12479996528327,12479996528327
6250,19999987500003478751,12499996521849,12499996521849
6260,19999987480003321301,12519996679299,12519996679299
6270,19999987460003308451,12539996692149,12539996692149
6280,19999987440003353514,12559996647086,12559996647086
6290,19999987420003356814,12579996643786,12579996643786
6300,19999987400002972448,12599997028152,12599997028152
6310,19999987380002958282,12619997042318,12619997042318
6320,19999987360002863903,12639997136697,12639997136697
6330,19999987340002798784,12659997201816,12659997201816
6340,19999987320002946207,12679997054393,12679997054393
6350,19999987300002887341,12699997113259,12699997113259
6360,19999987280002823494,12719997177106,12719997177106
6370,19999987260002907651,12739997092949,12739997092949
6380,19999987240002853072,12759997147528,12759997147528
6390,19999987220002952873,12779997047727,12779997047727
6400,19999987200003123627,12799996876973,12799996876973
6410,19999987180003118927,12819996881673,12819996881673
6420,19999987160002980432,12839997020168,12839997020168
6430,19999987140003097708,12859996902892,12859996902892
6440,19999987120002877288,12879997123312,12879997123312
6450,19999987100002692027,12899997308573,12899997308573
6460,19999987080002745830,12919997254770,12919997254770
6470,19999987060002716136,12939997284464,12939997284464
6480,19999987040002780690,12959997219910,12959997219910
6490,19999987020002813019,12979997187581,12979997187581
6500,19999987000002865247,12999997135353,12999997135353
6510,19999986980003065133,13019996935467,13019996935467
6520,19999986960003089832,13039996910768,13039996910768
6530,19999986940003027852,13059996972748,13059996972748
6540,19999986920003198602,13079996801998,13079996801998
6550,19999986900003144762,13099996855838,13099996855838
6560,19999986880003329566,13119996671034,13119996671034
6570,19999986860003363302,13139996637298,13139996637298
6580,19999986840003443271,13159996557329,13159996557329
6590,19999986820003414992,13179996585608,13179996585608
6600,19999986800003382134,13199996618466,13199996618466
6610,19999986780003459020,13219996541580,13219996541580
6620,19999986760003617641,13239996382959,13239996382959
6630,19999986740003737208,13259996263392,13259996263392
6640,19999986720003657454,13279996343146,13279996343146
6650,19999986700003461044,13299996539556,13299996539556
6660,19999986680003732409,13319996268191,13319996268191
6670,19999986660003895912,13339996104688,13339996104688
6680,19999986640004105637,13359995894963,13359995894963
6690,19999986620003862432,13379996138168,13379996138168
6700,19999986600004165604,13399995834996,13399995834996
6710,19999986580004400787,13419995599813,13419995599813
6720,19999986560004531459,13439995469141,13439995469141
6730,19999986540004406576,13459995594024,13459995594024
6740,19999986520004372297,13479995628303,13479995628303
6750,19999986500004397996,13499995602604,13499995602604
6760,19999986480004523690,13519995476910,13519995476910
6770,19999986460004509683,13539995490917,13539995490917
6780,19999986440004501807,13559995498793,13559995498793
6790,19999986420004534514,13579995466086,13579995466086
6800,19999986400004749913,13599995250687,13599995250687
6810,19999986380004557800,13619995442800,13619995442800
6820,19999986360004616151,13639995384449,13639995384449
6830,19999986340004674908,13659995325692,13659995325692
6840,19999986320004560680,13679995439920,13679995439920
6850,19999986300004570776,13699995429824,13699995429824
6860,19999986280004709466,13719995291134,13719995291134
6870,19999986260004614850,13739995385750,13739995385750
6880,19999986240004533374,13759995467226,13759995467226
6890,19999986220004308209,13779995692391,13779995692391
6900,19999986200004206757,13799995793843,13799995793843
6910,19999986180004323275,13819995677325,13819995677325
6920,19999986160004202551,13839995798049,13839995798049
6930,19999986140004113526,13859995887074,13859995887074
6940,19999986120004160341,13879995840259,13879995840259
6950,19999986100004160152,13899995840448,13899995840448
6960,19999986080004119576,13919995881024,13919995881024
6970,19999986060004149197,13939995851403,13939995851403
6980,19999986040004066692,13959995933908,13959995933908
6990,19999986020004340536,13979995660064,13979995660064
7000,19999986000004122466,13999995878134,13999995878134
7010,19999985980003977350,14019996023250,14019996023250
7020,19999985960003891196,14039996109404,14039996109404
7030,19999985940004087349,14059995913251,14059995913251
7040,19999985920004042295,14079995958305,14079995958305
7050,19999985900004454586,14099995546014,14099995546014
7060,19999985880004661731,14119995338869,14119995338869
7070,19999985860004638125,14139995362475,14139995362475
7080,19999985840004585452,14159995415148,14159995415148
7090,19999985820004613036,14179995387564,14179995387564
7100,19999985800004800492,14199995200108,14199995200108
7110,19999985780004816753,14219995183847,14219995183847
7120,19999985760004661625,14239995338975,14239995338975
7130,19999985740004532708,14259995467892,14259995467892
7140,19999985720004505231,14279995495369,14279995495369
7150,19999985700004420893,14299995579707,14299995579707
7160,19999985680004653431,14319995347169,14319995347169
7170,19999985660004565834,14339995434766,14339995434766
7180,19999985640004586252,14359995414348,14359995414348
7190,19999985620004616367,14379995384233,14379995384233
7200,19999985600004588081,14399995412519,14399995412519
7210,19999985580004565362,14419995435238,14419995435238
7220,19999985560004390187,14439995610413,14439995610413
7230,19999985540004474317,14459995526283,14459995526283
7240,19999985520004174587,14479995826013,14479995826013
7250,19999985500004258902,14499995741698,14499995741698
7260,19999985480004152336,14519995848264,14519995848264
7270,19999985460004236244,14539995764356,14539995764356
7280,19999985440004389963,14559995610637,14559995610637
7290,19999985420004544520,14579995456080,14579995456080
7300,19999985400004545371,14599995455229,14599995455229
7310,19999985380004478469,14619995522131,14619995522131
7320,19999985360004439489,14639995561111,14639995561111
7330,19999985340004595478,14659995405122,14659995405122
7340,19999985320004903140,14679995097460,14679995097460
7350,19999985300004839334,14699995161266,14699995161266
7360,19999985280004841872,14719995158728,14719995158728
7370,19999985260004654775,14739995345825,14739995345825
7380,19999985240004591235,14759995409365,14759995409365
7390,19999985220004673281,14779995327319,14779995327319
7400,19999985200004533507,14799995467093,14799995467093
7410,19999985180004601081,14819995399519,14819995399519
7420,19999985160004573631,14839995426969,14839995426969
7430,19999985140004514832,14859995485768,14859995485768
7440,19999985120004461968,14879995538632,14879995538632
7450,19999985100004539909,14899995460691,14899995460691
7460,19999985080004520012,14919995480588,14919995480588
7470,19999985060004417780,14939995582820,14939995582820
7480,19999985040004529179,14959995471421,14959995471421
7490,19999985020004553838,14979995446762,14979995446762
7500,19999985000004634058,14999995366542,14999995366542
7510,19999984980004511111,15019995489489,15019995489489
7520,19999984960004528734,15039995471866,15039995471866
7530,19999984940004776397,15059995224203,15059995224203
7540,19999984920004803767,15079995196833,15079995196833
7550,19999984900004792004,15099995208596,15099995208596
7560,19999984880004644082,15119995356518,15119995356518
7570,19999984860004525896,15139995474704,15139995474704
7580,19999984840004716898,15159995283702,15159995283702
7590,19999984820004737542,15179995263058,15179995263058
7600,19999984800004859365,15199995141235,15199995141235
7610,19999984780004714670,15219995285930,15219995285930
7620,19999984760004447626,15239995552974,15239995552974
7630,19999984740004406704,15259995593896,15259995593896
7640,19999984720004550360,15279995450240,15279995450240
7650,19999984700004451824,15299995548776,15299995548776
7660,19999984680004870539,15319995130061,15319995130061
7670,19999984660004886014,15339995114586,15339995114586
7680,19999984640004979524,15359995021076,15359995021076
7690,19999984620004958428,15379995042172,15379995042172
7700,19999984600005120926,15399994879674,15399994879674
7710,19999984580005003996,15419994996604,15419994996604
7720,19999984560004921967,15439995078633,15439995078633
7730,19999984540005015805,15459994984795,15459994984795
7740,19999984520004777559,15479995223041,15479995223041
7750,19999984500004635420,15499995365180,15499995365180
7760,19999984480004702061,15519995298539,15519995298539
7770,19999984460004412923,15539995587677,15539995587677
7780,19999984440004453004,15559995547596,15559995547596
7790,19999984420004478187,15579995522413,15579995522413
7800,19999984400004794221,15599995206379,15599995206379
7810,19999984380004651857,15619995348743,15619995348743
7820,19999984360004854656,15639995145944,15639995145944
7830,19999984340004818054,15659995182546,15659995182546
7840,19999984320004717098,15679995283502,15679995283502
7850,19999984300004719617,15699995280983,15699995280983
7860,19999984280004523122,15719995477478,15719995477478
7870,19999984260004592625,15739995407975,15739995407975
7880,19999984240004641353,15759995359247,15759995359247
7890,19999984220004588074,15779995412526,15779995412526
7900,19999984200004798533,15799995202067,15799995202067
7910,19999984180004837316,15819995163284,15819995163284
7920,19999984160004833945,15839995166655,15839995166655
7930,19999984140004789682,15859995210918,15859995210918
7940,19999984120004935356,15879995065244,15879995065244
7950,19999984100005071215,15899994929385,15899994929385
7960,19999984080005004089,15919994996511,15919994996511
7970,19999984060004880224,15939995120376,15939995120376
7980,19999984040005074974,15959994925626,15959994925626
7990,19999984020004883910,15979995116690,15979995116690
8000,19999984000004972803,15999995027797,15999995027797
8010,19999983980004666245,16019995334355,16019995334355
8020,19999983960004575083,16039995425517,16039995425517
8030,19999983940004438677,16059995561923,16059995561923
8040,19999983920004605506,16079995395094,16079995395094
8050,19999983900004597085,16099995403515,16099995403515
8060,19999983880004808563,16119995192037,16119995192037
8070,19999983860004917364,16139995083236,16139995083236
8080,19999983840004876307,16159995124293,16159995124293
8090,19999983820004919176,16179995081424,16179995081424
8100,19999983800004768113,16199995232487,16199995232487
8110,19999983780004598022,16219995402578,16219995402578
8120,19999983760004825838,16239995174762,16239995174762
8130,19999983740004894211,16259995106389,16259995106389
8140,19999983720004811882,16279995188718,16279995188718
8150,19999983700004752951,16299995247649,16299995247649
8160,19999983680004872128,16319995128472,16319995128472
8170,19999983660004848879,16339995151721,16339995151721
8180,19999983640004884838,16359995115762,16359995115762
8190,19999983620004930548,16379995070052,16379995070052
8200,19999983600005108257,16399994892343,16399994892343
8210,19999983580004925069,16419995075531,16419995075531
8220,19999983560004941933,16439995058667,16439995058667
8230,19999983540005006109,16459994994491,16459994994491
8240,19999983520004810523,16479995190077,16479995190077
8250,19999983500005023578,16499994977022,16499994977022
8260,19999983480005204487,16519994796113,16519994796113
8270,19999983460005193322,16539994807278,16539994807278
8280,19999983440005054759,16559994945841,16559994945841
8290,19999983420004925759,16579995074841,16579995074841
8300,19999983400004678212,16599995322388,16599995322388
8310,19999983380004606056,16619995394544,16619995394544
8320,19999983360004747891,16639995252709,16639995252709
8330,19999983340004675371,16659995325229,16659995325229
8340,19999983320004776654,16679995223946,16679995223946
8350,19999983300004935416,16699995065184,16699995065184
8360,19999983280004914100,16719995086500,16719995086500
8370,19999983260004771982,16739995228618,16739995228618
8380,19999983240004865801,16759995134799,16759995134799
8390,19999983220004726471,16779995274129,16779995274129
8400,19999983200004666658,16799995333942,16799995333942
8410,19999983180004660703,16819995339897,16819995339897
8420,19999983160004826510,16839995174090,16839995174090
8430,19999983140005041351,16859994959249,16859994959249
8440,19999983120005007779,16879994992821,16879994992821
8450,19999983100005043934,16899994956666,16899994956666
8460,19999983080005081242,16919994919358,16919994919358
8470,19999983060005154525,16939994846075,16939994846075
8480,19999983040005201610,16959994798990,16959994798990
8490,19999983020005273622,16979994726978,16979994726978
8500,19999983000005126877,16999994873723,16999994873723
8510,19999982980005038697,17019994961903,17019994961903
8520,19999982960004935952,17039995064648,17039995064648
8530,19999982940004875381,17059995125219,17059995125219
8540,19999982920004829277,17079995171323,17079995171323
8550,19999982900004766866,17099995233734,17099995233734
8560,19999982880004638239,17119995362361,17119995362361
8570,19999982860004677723,17139995322877,17139995322877
8580,19999982840004499414,17159995501186,17159995501186
8590,19999982820004326133,17179995674467,17179995674467
8600,19999982800004457851,17199995542749,17199995542749
8610,19999982780004556065,17219995444535,17219995444535
8620,19999982760004455678,17239995544922,17239995544922
8630,19999982740004545207,17259995455393,17259995455393
8640,19999982720004711236,17279995289364,17279995289364
8650,19999982700004896455,17299995104145,17299995104145
8660,19999982680004650422,17319995350178,17319995350178
8670,19999982660004756470,17339995244130,17339995244130
8680,19999982640004666050,17359995334550,17359995334550
8690,19999982620004600719,17379995399881,17379995399881
8700,19999982600004927813,17399995072787,17399995072787
8710,19999982580004809019,17419995191581,17419995191581
8720,19999982560004850910,17439995149690,17439995149690
8730,19999982540004743833,17459995256767,17459995256767
8740,19999982520004639158,17479995361442,17479995361442
8750,19999982500004729301,17499995271299,17499995271299
8760,19999982480004387671,17519995612929,17519995612929
8770,19999982460004380884,17539995619716,17539995619716
8780,19999982440004383024,17559995617576,17559995617576
8790,19999982420004336080,17579995664520,17579995664520
8800,19999982400004309629,17599995690971,17599995690971
8810,19999982380004351262,17619995649338,17619995649338
8820,19999982360004261436,17639995739164,17639995739164
8830,19999982340004319237,17659995681363,17659995681363
8840,19999982320004289518,17679995711082,17679995711082
8850,19999982300004602160,17699995398440,17699995398440
8860,19999982280004531708,17719995468892,17719995468892
8870,19999982260004510911,17739995489689,17739995489689
8880,19999982240004724865,17759995275735,17759995275735
8890,19999982220004986829,17779995013771,17779995013771
8900,19999982200005120324,17799994880276,17799994880276
8910,19999982180004861999,17819995138601,17819995138601
8920,19999982160004971184,17839995029416,17839995029416
8930,19999982140004965281,17859995035319,17859995035319
8940,19999982120004853412,17879995147188,17879995147188
8950,19999982100004613117,17899995387483,17899995387483
8960,19999982080004858548,17919995142052,17919995142052
8970,19999982060005008613,17939994991987,17939994991987
8980,19999982040005088505,17959994912095,17959994912095
8990,19999982020005364082,17979994636518,17979994636518
9000,19999982000005507791,17999994492809,17999994492809
9010,19999981980005612308,18019994388292,18019994388292
9020,19999981960005604904,18039994395696,18039994395696
9030,19999981940005770744,18059994229856,18059994229856
9040,19999981920005673227,18079994327373,18079994327373
9050,19999981900005604497,18099994396103,18099994396103
9060,19999981880005785599,18119994215001,18119994215001
9070,19999981860005924696,18139994075904,18139994075904
9080,19999981840005905557,18159994095043,18159994095043
9090,19999981820005836679,18179994163921,18179994163921
9100,19999981800005851475,18199994149125,18199994149125
9110,19999981780005683293,18219994317307,18219994317307
9120,19999981760005738772,18239994261828,18239994261828
9130,19999981740005672022,18259994328578,18259994328578
9140,19999981720005780219,18279994220381,18279994220381
9150,19999981700005958167,18299994042433,18299994042433
9160,19999981680006114599,18319993886001,18319993886001
9170,19999981660006059206,18339993941394,18339993941394
9180,19999981640006039886,18359993960714,18359993960714
9190,19999981620006060288,18379993940312,18379993940312
9200,19999981600006159793,18399993840807,18399993840807
9210,19999981580006243127,18419993757473,18419993757473
9220,19999981560006097577,18439993903023,18439993903023
9230,19999981540006170909,18459993829691,18459993829691
9240,19999981520006308130,18479993692470,18479993692470
9250,19999981500006248248,18499993752352,18499993752352
9260,19999981480006047114,18519993953486,18519993953486
9270,19999981460006128790,18539993871810,18539993871810
9280,19999981440006099325,18559993901275,18559993901275
9290,19999981420006126362,18579993874238,18579993874238
9300,19999981400006380052,18599993620548,18599993620548
9310,19999981380006257715,18619993742885,18619993742885
9320,19999981360006185113,18639993815487,18639993815487
9330,19999981340006215113,18659993785487,18659993785487
9340,19999981320006022016,18679993978584,18679993978584
9350,19999981300006027052,18699993973548,18699993973548
9360,19999981280006149045,18719993851555,18719993851555
9370,19999981260006062214,18739993938386,18739993938386
9380,19999981240006096869,18759993903731,18759993903731
9390,19999981220006244926,18779993755674,18779993755674
9400,19999981200006314967,18799993685633,18799993685633
9410,19999981180006330527,18819993670073,18819993670073
9420,19999981160006062239,18839993938361,18839993938361
9430,19999981140006028906,18859993971694,18859993971694
9440,19999981120006045306,18879993955294,18879993955294
9450,19999981100005908865,18899994091735,18899994091735
9460,19999981080005911744,18919994088856,18919994088856
9470,19999981060006029772,18939993970828,18939993970828
9480,19999981040006206383,18959993794217,18959993794217
9490,19999981020006005016,18979993995584,18979993995584
9500,19999981000006210199,18999993790401,18999993790401
9510,19999980980006025361,19019993975239,19019993975239
9520,19999980960006230062,19039993770538,19039993770538
9530,19999980940006150997,19059993849603,19059993849603
9540,19999980920006106034,19079993894566,19079993894566
9550,19999980900006195666,19099993804934,19099993804934
9560,19999980880006221443,19119993779157,19119993779157
9570,19999980860006270424,19139993730176,19139993730176
9580,19999980840006500025,19159993500575,19159993500575
9590,19999980820006555413,19179993445187,19179993445187
9600,19999980800006831211,19199993169389,19199993169389
9610,19999980780006806368,19219993194232,19219993194232
9620,19999980760006934815,19239993065785,19239993065785
9630,19999980740006947539,19259993053061,19259993053061
9640,19999980720007010319,19279992990281,19279992990281
9650,19999980700006866584,19299993134016,19299993134016
9660,19999980680006937927,19319993062673,19319993062673
9670,19999980660006922174,19339993078426,19339993078426
9680,19999980640006813021,19359993187579,19359993187579
9690,19999980620006817378,19379993183222,19379993183222
9700,19999980600006699981,19399993300619,19399993300619
9710,19999980580006872950,19419993127650,19419993127650
9720,19999980560007211239,19439992789361,19439992789361
9730,19999980540007035032,19459992965568,19459992965568
9740,19999980520006912625,19479993087975,19479993087975
9750,19999980500006918567,19499993082033,19499993082033
9760,19999980480007027414,19519992973186,19519992973186
9770,19999980460007175165,19539992825435,19539992825435
9780,19999980440007407126,19559992593474,19559992593474
9790,19999980420007473115,19579992527485,19579992527485
9800,19999980400007264642,19599992735958,19599992735958
9810,19999980380007291323,19619992709277,19619992709277
9820,19999980360007315121,19639992685479,19639992685479
9830,19999980340007561486,19659992439114,19659992439114
9840,19999980320007605526,19679992395074,19679992395074
9850,19999980300007857857,19699992142743,19699992142743
9860,19999980280007936446,19719992064154,19719992064154
9870,19999980260008060726,19739991939874,19739991939874
9880,19999980240008011033,19759991989567,19759991989567
9890,19999980220008336142,19779991664458,19779991664458
9900,19999980200008652852,19799991347748,19799991347748
9910,19999980180008597370,19819991403230,19819991403230
9920,19999980160008644524,19839991356076,19839991356076
9930,19999980140008767634,19859991232966,19859991232966
9940,19999980120008577238,19879991423362,19879991423362
9950,19999980100008488201,19899991512399,19899991512399
9960,19999980080008376633,19919991623967,19919991623967
9970,19999980060008302511,19939991698089,19939991698089
9980,19999980040008269908,19959991730692,19959991730692
9990,19999980020008013601,19979991986999,19979991986999
10000,19999980000008388032,19999991612568,19999991612568
